Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
Devyn McCormick,devyn-mccormick-1,/cfb/players/devyn-mccormick-1.html,Louisiana-Monroe,Sun Belt,12,60,2636,43.9,,2022
Jon Sot,jon-sot-1,/cfb/players/jon-sot-1.html,Notre Dame,Ind,13,49,2151,43.9,,2022
Clayton Stewart,clayton-stewart-1,/cfb/players/clayton-stewart-1.html,Wyoming,MWC,13,73,3194,43.8,,2022
Lachlan Wilson,lachlan-wilson-1,/cfb/players/lachlan-wilson-1.html,Tulsa,American,12,58,2539,43.8,,2022
Riley Riethman,riley-riethman-1,/cfb/players/riley-riethman-1.html,Navy,American,12,45,1970,43.8,,2022
Ryan Hanson,ryan-hanson-1,/cfb/players/ryan-hanson-1.html,Arkansas State,Sun Belt,12,47,2057,43.8,,2022
Tom Hutton,tom-hutton-2,/cfb/players/tom-hutton-2.html,Oklahoma State,Big 12,8,44,1929,43.8,,2022
Kellen Grave de Peralta,kellen-grave-de-peralta-1,/cfb/players/kellen-grave-de-peralta-1.html,Navy,American,7,7,306,43.7,,2022
Laine Wilkins,laine-wilkins-1,/cfb/players/laine-wilkins-1.html,Houston,American,13,40,1749,43.7,,2022
Oscar Chapman,oscar-chapman-1,/cfb/players/oscar-chapman-1.html,Auburn,SEC,12,56,2449,43.7,,2022
Ryan Bujcevski,ryan-bujcevski-1,/cfb/players/ryan-bujcevski-1.html,SMU,American,12,40,1747,43.7,,2022
David Shanahan,david-shanahan-1,/cfb/players/david-shanahan-1.html,Georgia Tech,ACC,12,73,3172,43.5,,2022
Mitch McCarthy,mitch-mccarthy-1,/cfb/players/mitch-mccarthy-1.html,UCF,American,12,39,1698,43.5,,2022
William Przystup,william-przystup-1,/cfb/players/william-przystup-1.html,Arkansas State,Sun Belt,8,21,913,43.5,,2022
Rhys Byrns,rhys-byrns-1,/cfb/players/rhys-byrns-1.html,Louisiana,Sun Belt,13,53,2300,43.4,,2022
Sam Clark,sam-clark-1,/cfb/players/sam-clark-1.html,James Madison,Sun Belt,11,49,2122,43.3,,2022
Stephen Kotsanlee,stephen-kotsanlee-1,/cfb/players/stephen-kotsanlee-1.html,Utah State,MWC,13,65,2810,43.2,,2022
Jack Brooks,jack-brooks-1,/cfb/players/jack-brooks-1.html,South Alabama,Sun Belt,13,57,2455,43.1,,2022
Porter Wilson,porter-wilson-1,/cfb/players/porter-wilson-1.html,Duke,ACC,13,46,1984,43.1,,2022
Anthony Beck II,anthony-beck-ii-1,/cfb/players/anthony-beck-ii-1.html,Georgia Southern,Sun Belt,13,50,2152,43.0,,2022
Anthony Venneri,anthony-venneri-1,/cfb/players/anthony-venneri-1.html,Buffalo,MAC,10,43,1849,43.0,,2022
Caden Noonkester,caden-noonkester-1,/cfb/players/caden-noonkester-1.html,North Carolina State,ACC,5,29,1247,43.0,,2022
Ethan Duane,ethan-duane-1,/cfb/players/ethan-duane-1.html,Old Dominion,Sun Belt,12,67,2876,42.9,,2022
Bailey Rice,bailey-rice-1,/cfb/players/bailey-rice-1.html,Charlotte,CUSA,12,46,1965,42.7,,2022
Mason Hunt,mason-hunt-1,/cfb/players/mason-hunt-1.html,Southern Mississippi,Sun Belt,13,70,2973,42.5,,2022
Nicholas Barr-Mira,nicholas-barr-mira-1,/cfb/players/nicholas-barr-mira-1.html,UCLA,Pac-12,13,25,1063,42.5,,2022
Archer Trafford,archer-trafford-1,/cfb/players/archer-trafford-1.html,Mississippi State,SEC,10,16,679,42.4,,2022
Dom Dzioban,dom-dzioban-1,/cfb/players/dom-dzioban-1.html,Miami (OH),MAC,13,72,3056,42.4,,2022
Jack Stonehouse,jack-stonehouse-1,/cfb/players/jack-stonehouse-1.html,Missouri,SEC,10,46,1951,42.4,,2022
Marshall Nichols,marshall-nichols-1,/cfb/players/marshall-nichols-1.html,Nevada-Las Vegas,MWC,12,59,2504,42.4,,2022
Nick Haberer,nick-haberer-1,/cfb/players/nick-haberer-1.html,Washington State,Pac-12,13,59,2502,42.4,,2022
Tom Ellard,tom-ellard-1,/cfb/players/tom-ellard-1.html,Western Kentucky,CUSA,13,43,1824,42.4,,2022
Aidan Swanson,aidan-swanson-1,/cfb/players/aidan-swanson-1.html,Clemson,ACC,14,62,2620,42.3,,2022
Brad Robbins,brad-robbins-1,/cfb/players/brad-robbins-1.html,Michigan,Big Ten,14,43,1818,42.3,,2022
James Burnip,james-burnip-1,/cfb/players/james-burnip-1.html,Alabama,SEC,13,44,1861,42.3,,2022
Matt Freem,matt-freem-3,/cfb/players/matt-freem-3.html,Nevada,MWC,12,50,2113,42.3,,2022
Oliver Straw,oliver-straw-1,/cfb/players/oliver-straw-1.html,West Virginia,Big 12,11,48,2029,42.3,,2022
Luke Elzinga,luke-elzinga-1,/cfb/players/luke-elzinga-1.html,Central Michigan,MAC,12,55,2321,42.2,,2022
Tyler Perkins,tyler-perkins-1,/cfb/players/tyler-perkins-1.html,Iowa State,Big 12,12,50,2112,42.2,,2022
Daton Montiel,daton-montiel-1,/cfb/players/daton-montiel-1.html,Florida International,CUSA,12,67,2819,42.1,,2022
Fraser Masin,fraser-masin-1,/cfb/players/fraser-masin-1.html,Ole Miss,SEC,12,41,1727,42.1,,2022
Mike Rivers,mike-rivers-1,/cfb/players/mike-rivers-1.html,Troy,Sun Belt,14,62,2610,42.1,,2022
Nick Mihalic,nick-mihalic-1,/cfb/players/nick-mihalic-1.html,Western Michigan,MAC,12,69,2905,42.1,,2022
Braxton Guilbeau,braxton-guilbeau-1,/cfb/players/braxton-guilbeau-1.html,Louisiana-Monroe,Sun Belt,2,3,126,42.0,,2022
Caleb Williams,caleb-williams-3,/cfb/players/caleb-williams-3.html,USC,Pac-12,14,2,84,42.0,"H-1,Maxwell,AA,Camp",2022
Daniel Trejo,daniel-trejo-1,/cfb/players/daniel-trejo-1.html,Texas,Big 12,13,45,1890,42.0,,2022
Kade Loggins,kade-loggins-1,/cfb/players/kade-loggins-1.html,Georgia State,Sun Belt,12,1,42,42.0,,2022
Michael Hayes,michael-hayes-4,/cfb/players/michael-hayes-4.html,Georgia State,Sun Belt,12,56,2351,42.0,,2022
Jack Ansell,jack-ansell-1,/cfb/players/jack-ansell-1.html,Purdue,Big Ten,14,54,2263,41.9,,2022
Ross James,ross-james-1,/cfb/players/ross-james-1.html,Oregon,Pac-12,3,8,335,41.9,,2022
Alex Mastromanno,alex-mastromanno-1,/cfb/players/alex-mastromanno-1.html,Florida State,ACC,13,34,1422,41.8,,2022
Casey Glover,casey-glover-1,/cfb/players/casey-glover-1.html,Tulane,American,14,45,1879,41.8,,2022
James Ferguson-Reynolds,james-ferguson-reynolds-1,/cfb/players/james-ferguson-reynolds-1.html,Boise State,MWC,13,63,2631,41.8,,2022
Nik Constantinou,nik-constantinou-1,/cfb/players/nik-constantinou-1.html,Texas A&M,SEC,12,62,2588,41.7,,2022
Peter Moore,peter-moore-1,/cfb/players/peter-moore-1.html,Virginia Tech,ACC,11,73,3042,41.7,,2022
Ryan Sanborn,ryan-sanborn-1,/cfb/players/ryan-sanborn-1.html,Stanford,Pac-12,12,57,2376,41.7,,2022
Carson King,carson-king-2,/cfb/players/carson-king-2.html,Fresno State,MWC,14,52,2161,41.6,,2022
Aidan Alves,aidan-alves-1,/cfb/players/aidan-alves-1.html,Liberty,Ind,13,61,2533,41.5,,2022
Colin Goodfellow,colin-goodfellow-1,/cfb/players/colin-goodfellow-1.html,Kentucky,SEC,9,32,1328,41.5,,2022
Isaac Power,isaac-power-1,/cfb/players/isaac-power-1.html,Baylor,Big 12,13,41,1702,41.5,,2022
Jayden De Laura,jayden-de-laura-1,/cfb/players/jayden-de-laura-1.html,Arizona,Pac-12,12,2,83,41.5,,2022
Lucas Borrow,lucas-borrow-1,/cfb/players/lucas-borrow-1.html,Ball State,MAC,12,66,2735,41.4,,2022
Shane McDonough,shane-mcdonough-1,/cfb/players/shane-mcdonough-1.html,North Carolina State,ACC,13,40,1656,41.4,,2022
Andrew Stokes,andrew-stokes-2,/cfb/players/andrew-stokes-2.html,South Florida,American,6,16,661,41.3,,2022
Wilson Berry,wilson-berry-1,/cfb/players/wilson-berry-1.html,Kentucky,SEC,5,19,782,41.2,,2022
Conor Hunt,conor-hunt-1,/cfb/players/conor-hunt-1.html,Rice,CUSA,13,49,2007,41.0,,2022
Danny Longman,danny-longman-1,/cfb/players/danny-longman-1.html,Boston College,ACC,12,60,2462,41.0,,2022
Jason Bean,jason-bean-1,/cfb/players/jason-bean-1.html,Kansas,Big 12,12,1,41,41.0,,2022
Luke Akers,luke-akers-1,/cfb/players/luke-akers-1.html,Northwestern,Big Ten,12,45,1846,41.0,,2022
Michael O'Shaughnessy,michael-oshaughnessy-1,/cfb/players/michael-oshaughnessy-1.html,Ohio State,Big Ten,1,1,41,41.0,,2022
Rece Verhoff,rece-verhoff-1,/cfb/players/rece-verhoff-1.html,Marshall,Sun Belt,13,9,369,41.0,,2022
Ryan Eckley,ryan-eckley-1,/cfb/players/ryan-eckley-1.html,Michigan State,Big Ten,2,1,41,41.0,,2022
Tommy Doman,tommy-doman-1,/cfb/players/tommy-doman-1.html,Michigan,Big Ten,4,1,41,41.0,,2022
Ivan Mora,ivan-mora-1,/cfb/players/ivan-mora-1.html,Wake Forest,ACC,12,40,1630,40.8,,2022
Jack McCallister,jack-mccallister-1,/cfb/players/jack-mccallister-1.html,Washington,Pac-12,13,23,939,40.8,,2022
Seamus O'Kelly,seamus-okelly-1,/cfb/players/seamus-okelly-1.html,Texas State,Sun Belt,12,73,2978,40.8,,2022
Tom Foley,tom-foley-1,/cfb/players/tom-foley-1.html,Northern Illinois,MAC,12,47,1917,40.8,,2022
Trent Carrizosa,trent-carrizosa-1,/cfb/players/trent-carrizosa-1.html,Colorado,Pac-12,9,46,1877,40.8,,2022
Colin McCreary,colin-mccreary-2,/cfb/players/colin-mccreary-2.html,South Florida,American,10,25,1018,40.7,,2022
Collin Schlee,collin-schlee-1,/cfb/players/collin-schlee-1.html,Kent State,MAC,11,3,122,40.7,,2022
Matthew Shipley,matthew-shipley-1,/cfb/players/matthew-shipley-1.html,Hawaii,MWC,13,63,2567,40.7,,2022
Alex Weir,alex-weir-1,/cfb/players/alex-weir-1.html,San Jose State,MWC,8,25,1014,40.6,,2022
Ashton Logan,ashton-logan-2,/cfb/players/ashton-logan-2.html,Colorado,Pac-12,3,17,690,40.6,,2022
Austin McCready,austin-mccready-1,/cfb/players/austin-mccready-1.html,Louisiana Tech,CUSA,10,34,1380,40.6,,2022
Mark Crawford,mark-crawford-4,/cfb/players/mark-crawford-4.html,Minnesota,Big Ten,13,46,1868,40.6,,2022
Noah Gettman,noah-gettman-1,/cfb/players/noah-gettman-1.html,Akron,MAC,12,61,2478,40.6,,2022
Bernardo Rodriguez,bernardo-rodriguez-1,/cfb/players/bernardo-rodriguez-1.html,North Texas,CUSA,14,53,2147,40.5,,2022
Jalon Daniels,jalon-daniels-1,/cfb/players/jalon-daniels-1.html,Kansas,Big 12,9,2,81,40.5,,2022
George Georgopoulos,george-georgopoulos-1,/cfb/players/george-georgopoulos-1.html,Mississippi State,SEC,13,36,1453,40.4,,2022
Josh Carlson,josh-carlson-1,/cfb/players/josh-carlson-1.html,New Mexico State,Ind,12,55,2222,40.4,,2022
Josh Smith,josh-smith-19,/cfb/players/josh-smith-19.html,Kent State,MAC,12,43,1737,40.4,,2022
Luke Larsen,luke-larsen-1,/cfb/players/luke-larsen-1.html,East Carolina,American,13,44,1779,40.4,,2022
Aadyn Sleep-Dalton,aadyn-sleep-dalton-1,/cfb/players/aadyn-sleep-dalton-1.html,USC,Pac-12,12,30,1208,40.3,,2022
Adam Barry,adam-barry-1,/cfb/players/adam-barry-1.html,Oregon,Pac-12,13,12,484,40.3,,2022
Jackson Baltar,jackson-baltar-1,/cfb/players/jackson-baltar-1.html,Buffalo,MAC,12,13,522,40.2,,2022
Alex Bacchetta,alex-bacchetta-1,/cfb/players/alex-bacchetta-1.html,Penn State,Big Ten,2,4,160,40.0,,2022
Chance Nolan,chance-nolan-1,/cfb/players/chance-nolan-1.html,Oregon State,Pac-12,5,1,40,40.0,,2022
Mackenzie Morgan,mackenzie-morgan-1,/cfb/players/mackenzie-morgan-1.html,Temple,American,12,58,2320,40.0,,2022
Jordy Sandy,jordy-sandy-1,/cfb/players/jordy-sandy-1.html,Texas Christian,Big 12,15,63,2512,39.9,,2022
Reis Vernon,reis-vernon-1,/cfb/players/reis-vernon-1.html,Kansas,Big 12,12,34,1357,39.9,,2022
Andrew Osteen,andrew-osteen-1,/cfb/players/andrew-osteen-1.html,UCF,American,14,12,477,39.8,,2022
George Caratan,george-caratan-2,/cfb/players/george-caratan-2.html,Connecticut,Ind,13,65,2589,39.8,,2022
Hugh Robertson,hugh-robertson-1,/cfb/players/hugh-robertson-1.html,Illinois,Big Ten,13,60,2388,39.8,,2022
Max Von Marburg,max-von-marburg-1,/cfb/players/max-von-marburg-1.html,Syracuse,ACC,12,52,2071,39.8,,2022
Travis Benham,travis-benham-1,/cfb/players/travis-benham-1.html,San Jose State,MWC,12,28,1115,39.8,,2022
Sean Koetting,sean-koetting-1,/cfb/players/sean-koetting-1.html,Missouri,SEC,13,18,714,39.7,,2022
Zach Murphy,zach-murphy-1,/cfb/players/zach-murphy-1.html,Wake Forest,ACC,13,6,238,39.7,,2022
Patrick Rea,patrick-rea-1,/cfb/players/patrick-rea-1.html,Louisiana Tech,CUSA,4,10,396,39.6,,2022
Jack Bouwmeester,jack-bouwmeester-1,/cfb/players/jack-bouwmeester-1.html,Utah,Pac-12,14,39,1528,39.2,,2022
Paddy Turner,paddy-turner-1,/cfb/players/paddy-turner-1.html,Colorado State,MWC,12,66,2581,39.1,,2022
Paxton Brooks,paxton-brooks-1,/cfb/players/paxton-brooks-1.html,Tennessee,SEC,13,38,1486,39.1,,2022
Chase Barry,chase-barry-1,/cfb/players/chase-barry-1.html,UCLA,Pac-12,1,1,39,39.0,,2022
Jonathon Batzke,jonathon-batzke-1,/cfb/players/jonathon-batzke-1.html,Toledo,MAC,14,66,2577,39.0,,2022
John McConnell,john-mcconnell-2,/cfb/players/john-mcconnell-2.html,Marshall,Sun Belt,13,69,2685,38.9,,2022
Clayton Howell,clayton-howell-1,/cfb/players/clayton-howell-1.html,Appalachian State,Sun Belt,12,42,1631,38.8,,2022
Evan Crenshaw,evan-crenshaw-1,/cfb/players/evan-crenshaw-1.html,Coastal Carolina,Sun Belt,13,51,1975,38.7,,2022
Jonah Wieland,jonah-wieland-1,/cfb/players/jonah-wieland-1.html,Ohio,MAC,14,15,579,38.6,,2022
Sam Vander Haar,sam-vander-haar-1,/cfb/players/sam-vander-haar-1.html,Pitt,ACC,11,30,1156,38.5,,2022
Sami Sir,sami-sir-1,/cfb/players/sami-sir-1.html,Bowling Green,MAC,13,68,2621,38.5,,2022
Billy Boehlke,billy-boehlke-1,/cfb/players/billy-boehlke-1.html,Army,Ind,12,42,1603,38.2,,2022
Anthony Pecorella,anthony-pecorella-1,/cfb/players/anthony-pecorella-1.html,Maryland,Big Ten,5,5,189,37.8,,2022
Carson Bay,carson-bay-1,/cfb/players/carson-bay-1.html,Air Force,MWC,13,31,1167,37.6,,2022
Max Fletcher,max-fletcher-1,/cfb/players/max-fletcher-1.html,Arkansas,SEC,9,38,1424,37.5,,2022
Hunter Renner,hunter-renner-1,/cfb/players/hunter-renner-1.html,Northwestern,Big Ten,4,11,410,37.3,,2022
Jack Wilson,jack-wilson-4,/cfb/players/jack-wilson-4.html,Ohio,MAC,13,42,1566,37.3,,2022
Grayden Addison,grayden-addison-1,/cfb/players/grayden-addison-1.html,Kansas,Big 12,3,5,186,37.2,,2022
Jace Feely,jace-feely-1,/cfb/players/jace-feely-1.html,Arizona State,Pac-12,4,1,37,37.0,,2022
Kevin Ryan,kevin-ryan-3,/cfb/players/kevin-ryan-3.html,Washington,Pac-12,1,1,37,37.0,,2022
Sam Candotti,sam-candotti-1,/cfb/players/sam-candotti-1.html,Boston College,ACC,11,13,477,36.7,,2022
CJ Kolodziey,cj-kolodziey-1,/cfb/players/cj-kolodziey-1.html,Massachusetts,Ind,12,79,2873,36.4,,2022
Alex Bales,alex-bales-2,/cfb/players/alex-bales-2.html,Oregon,Pac-12,5,7,252,36.0,,2022
Andrew Boyle,andrew-boyle-1,/cfb/players/andrew-boyle-1.html,Oregon,Pac-12,12,2,72,36.0,,2022
Nicholas Woolfolk,nicholas-woolfolk-1,/cfb/players/nicholas-woolfolk-1.html,Troy,Sun Belt,2,1,36,36.0,,2022
Ben Garbarini,ben-garbarini-1,/cfb/players/ben-garbarini-1.html,Iowa State,Big 12,3,2,71,35.5,,2022
Cam Guess,cam-guess-1,/cfb/players/cam-guess-1.html,Pitt,ACC,13,12,426,35.5,,2022
Will Ferrin,will-ferrin-1,/cfb/players/will-ferrin-1.html,Boise State,MWC,7,2,71,35.5,,2022
Cameron Rising,cameron-rising-1,/cfb/players/cameron-rising-1.html,Utah,Pac-12,13,1,35,35.0,,2022
Gabe Nwosu,gabe-nwosu-1,/cfb/players/gabe-nwosu-1.html,Penn State,Big Ten,8,2,68,34.0,,2022
Harry Webster,harry-webster-1,/cfb/players/harry-webster-1.html,Nevada,MWC,6,23,775,33.7,,2022
Bo Nix,bo-nix-1,/cfb/players/bo-nix-1.html,Oregon,Pac-12,13,2,67,33.5,,2022
Kriston Esnard,kriston-esnard-1,/cfb/players/kriston-esnard-1.html,Tulane,American,6,1,33,33.0,,2022
George Eberle,george-eberle-1,/cfb/players/george-eberle-1.html,New Mexico State,Ind,2,3,95,31.7,,2022
Brendan Farrell,brendan-farrell-1,/cfb/players/brendan-farrell-1.html,Virginia,ACC,10,3,90,30.0,,2022
Jordan Doelling,jordan-doelling-1,/cfb/players/jordan-doelling-1.html,Florida International,CUSA,1,1,30,30.0,,2022
Matthew Dennis,matthew-dennis-1,/cfb/players/matthew-dennis-1.html,Wake Forest,ACC,13,4,120,30.0,,2022
Walker Bradberry,walker-bradberry-1,/cfb/players/walker-bradberry-1.html,Georgia Southern,Sun Belt,1,1,30,30.0,,2022
Brennan Armstrong,brennan-armstrong-1,/cfb/players/brennan-armstrong-1.html,Virginia,ACC,10,2,58,29.0,,2022
Mack West,mack-west-1,/cfb/players/mack-west-1.html,Coastal Carolina,Sun Belt,13,4,99,24.8,,2022
Bruno Perlicki,bruno-perlicki-1,/cfb/players/bruno-perlicki-1.html,Connecticut,Ind,1,2,46,23.0,,2022
Luke Pawlak,luke-pawlak-1,/cfb/players/luke-pawlak-1.html,Toledo,MAC,2,1,19,19.0,,2022
Chase Wyatt,chase-wyatt-1,/cfb/players/chase-wyatt-1.html,Ball State,MAC,12,1,16,16.0,,2022
Isaac Pearson,isaac-pearson-1,/cfb/players/isaac-pearson-1.html,Texas,Big 12,1,1,15,15.0,,2022
Cole Maynard,cole-maynard-1,/cfb/players/cole-maynard-1.html,North Carolina,ACC,14,1,14,14.0,,2022
Noah Rauschenberg,noah-rauschenberg-1,/cfb/players/noah-rauschenberg-1.html,Baylor,Big 12,13,1,14,14.0,,2022
Justin Lynch,justin-lynch-1,/cfb/players/justin-lynch-1.html,Northern Illinois,MAC,9,1,10,10.0,,2022
Matthew Rhodes,matthew-rhodes-2,/cfb/players/matthew-rhodes-2.html,Army,Ind,3,1,7,7.0,,2022
League Average,,,,,,,,42.4,,2022
