Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,punt,punt_yds,punt_yds_per_punt,awards,Year
Jack Bouwmeester,jack-bouwmeester-1,/cfb/players/jack-bouwmeester-1.html,Utah,Big 12,12,60,2680,44.7,,2024
Daniel Sparks,daniel-sparks-1,/cfb/players/daniel-sparks-1.html,Virginia,ACC,12,57,2543,44.6,,2024
James Allen,james-allen-5,/cfb/players/james-allen-5.html,Georgia State,Sun Belt,12,51,2277,44.6,,2024
Peter Moore,peter-moore-1,/cfb/players/peter-moore-1.html,Virginia Tech,ACC,13,60,2678,44.6,,2024
Bryce Lofton,bryce-lofton-1,/cfb/players/bryce-lofton-1.html,Southern Mississippi,Sun Belt,12,61,2714,44.5,,2024
Logan Lupo,logan-lupo-1,/cfb/players/logan-lupo-1.html,Florida Atlantic,American,12,47,2092,44.5,,2024
Tyler Perkins,tyler-perkins-1,/cfb/players/tyler-perkins-1.html,Iowa State,Big 12,14,37,1642,44.4,,2024
Marshall Nichols,marshall-nichols-1,/cfb/players/marshall-nichols-1.html,Nevada-Las Vegas,MWC,14,54,2393,44.3,,2024
Mitch McCarthy,mitch-mccarthy-1,/cfb/players/mitch-mccarthy-1.html,UCF,Big 12,12,40,1765,44.1,,2024
Rhys Dakin,rhys-dakin-1,/cfb/players/rhys-dakin-1.html,Iowa,Big Ten,13,64,2822,44.1,,2024
Evan Crenshaw,evan-crenshaw-1,/cfb/players/evan-crenshaw-1.html,Troy,Sun Belt,3,1,44,44.0,,2024
Ian Ratliff,ian-ratliff-1,/cfb/players/ian-ratliff-1.html,Texas,SEC,3,8,352,44.0,,2024
Jordan Forbes,jordan-forbes-1,/cfb/players/jordan-forbes-1.html,Arizona,Big 12,2,5,220,44.0,,2024
Pierse Stainton,pierse-stainton-1,/cfb/players/pierse-stainton-1.html,South Florida,American,1,2,88,44.0,,2024
Jackson Ross,jackson-ross-1,/cfb/players/jackson-ross-1.html,Tennessee,SEC,13,53,2329,43.9,,2024
Kade Reynoldson,kade-reynoldson-1,/cfb/players/kade-reynoldson-1.html,Duke,ACC,13,75,3285,43.8,,2024
Caleb Junko,caleb-junko-1,/cfb/players/caleb-junko-1.html,Pitt,ACC,13,58,2534,43.7,,2024
Mark Vassett,mark-vassett-1,/cfb/players/mark-vassett-1.html,Colorado,Big 12,13,53,2315,43.7,,2024
Oliver Straw,oliver-straw-1,/cfb/players/oliver-straw-1.html,West Virginia,Big 12,13,35,1530,43.7,,2024
Patrick Foley,patrick-foley-1,/cfb/players/patrick-foley-1.html,UAB,American,12,41,1790,43.7,,2024
Angus Davies,angus-davies-1,/cfb/players/angus-davies-1.html,Tulsa,American,12,68,2965,43.6,,2024
Caden Noonkester,caden-noonkester-1,/cfb/players/caden-noonkester-1.html,North Carolina State,ACC,13,47,2047,43.6,,2024
Connor Stutz,connor-stutz-1,/cfb/players/connor-stutz-1.html,Connecticut,Ind,13,62,2702,43.6,,2024
James Ferguson-Reynolds,james-ferguson-reynolds-1,/cfb/players/james-ferguson-reynolds-1.html,Boise State,MWC,12,43,1872,43.5,,2024
Joshua Sloan,joshua-sloan-1,/cfb/players/joshua-sloan-1.html,Memphis,American,13,47,2043,43.5,,2024
Mark Crawford,mark-crawford-4,/cfb/players/mark-crawford-4.html,Minnesota,Big Ten,13,52,2260,43.5,,2024
Grant Chadwick,grant-chadwick-1,/cfb/players/grant-chadwick-1.html,Middle Tennessee State,CUSA,12,51,2213,43.4,,2024
Hunter Renner,hunter-renner-1,/cfb/players/hunter-renner-1.html,Northwestern,Big Ten,12,18,780,43.3,,2024
Isaac Pearson,isaac-pearson-1,/cfb/players/isaac-pearson-1.html,SMU,ACC,14,45,1947,43.3,,2024
Michael Salgado-Medina,michael-salgado-medina-1,/cfb/players/michael-salgado-medina-1.html,Arizona,Big 12,11,39,1690,43.3,,2024
David Shanahan,david-shanahan-1,/cfb/players/david-shanahan-1.html,Georgia Tech,ACC,13,49,2119,43.2,,2024
Trent Carrizosa,trent-carrizosa-1,/cfb/players/trent-carrizosa-1.html,San Jose State,MWC,13,46,1985,43.2,,2024
Avery Book,avery-book-1,/cfb/players/avery-book-1.html,Akron,MAC,12,66,2846,43.1,,2024
Hudson Kaak,hudson-kaak-1,/cfb/players/hudson-kaak-1.html,Oklahoma State,Big 12,11,30,1294,43.1,,2024
Luke Akers,luke-akers-1,/cfb/players/luke-akers-1.html,Northwestern,Big Ten,12,39,1679,43.1,,2024
Ethan Vasko,ethan-vasko-1,/cfb/players/ethan-vasko-1.html,Coastal Carolina,Sun Belt,12,1,43,43.0,,2024
Ivan Mora,ivan-mora-1,/cfb/players/ivan-mora-1.html,Wake Forest,ACC,12,52,2236,43.0,,2024
Jack McCallister,jack-mccallister-1,/cfb/players/jack-mccallister-1.html,Washington,Big Ten,13,42,1806,43.0,,2024
Michael O'Shaughnessy,michael-oshaughnessy-1,/cfb/players/michael-oshaughnessy-1.html,Charlotte,American,12,53,2281,43.0,,2024
Ryan Heicher,ryan-heicher-1,/cfb/players/ryan-heicher-1.html,Arkansas State,Sun Belt,13,57,2449,43.0,,2024
Aidan Flintoft,aidan-flintoft-1,/cfb/players/aidan-flintoft-1.html,Stanford,ACC,12,43,1844,42.9,,2024
Brody Richter,brody-richter-1,/cfb/players/brody-richter-1.html,UCLA,Big Ten,12,40,1712,42.8,,2024
Riley Thompson,riley-thompson-1,/cfb/players/riley-thompson-1.html,Penn State,Big Ten,16,51,2183,42.8,,2024
Sam Vander Haar,sam-vander-haar-1,/cfb/players/sam-vander-haar-1.html,BYU,Big 12,13,33,1412,42.8,,2024
Will Karoll,will-karoll-1,/cfb/players/will-karoll-1.html,Tulane,American,14,42,1796,42.8,,2024
Aaron Rodriguez,aaron-rodriguez-1,/cfb/players/aaron-rodriguez-1.html,New Mexico,MWC,12,41,1750,42.7,,2024
Alex Smith,alex-smith-12,/cfb/players/alex-smith-12.html,Georgia Southern,Sun Belt,13,58,2479,42.7,,2024
Cole Maynard,cole-maynard-1,/cfb/players/cole-maynard-1.html,Western Kentucky,CUSA,14,55,2350,42.7,,2024
Dean Janikowski,dean-janikowski-1,/cfb/players/dean-janikowski-1.html,Washington State,Ind,13,27,1153,42.7,,2024
Dylan Joyce,dylan-joyce-1,/cfb/players/dylan-joyce-1.html,Miami (FL),ACC,13,26,1111,42.7,,2024
Luke Dunne,luke-dunne-1,/cfb/players/luke-dunne-1.html,Oregon,Big Ten,11,9,384,42.7,,2024
Taren Schive,taren-schive-1,/cfb/players/taren-schive-1.html,Boise State,MWC,13,6,256,42.7,,2024
Ethan Duane,ethan-duane-1,/cfb/players/ethan-duane-1.html,Buffalo,MAC,13,65,2770,42.6,,2024
Jakob Anderson,jakob-anderson-1,/cfb/players/jakob-anderson-1.html,Rutgers,Big Ten,13,50,2128,42.6,,2024
Mason Fletcher,mason-fletcher-1,/cfb/players/mason-fletcher-1.html,Cincinnati,Big 12,12,42,1791,42.6,,2024
Stephen Kotsanlee,stephen-kotsanlee-1,/cfb/players/stephen-kotsanlee-1.html,Utah State,MWC,12,48,2043,42.6,,2024
Tommy Doman,tommy-doman-1,/cfb/players/tommy-doman-1.html,Michigan,Big Ten,12,49,2088,42.6,,2024
Oscar Chapman,oscar-chapman-1,/cfb/players/oscar-chapman-1.html,Auburn,SEC,12,41,1741,42.5,,2024
Alec Clark,alec-clark-1,/cfb/players/alec-clark-1.html,Marshall,Sun Belt,13,55,2333,42.4,,2024
Ethan Craw,ethan-craw-1,/cfb/players/ethan-craw-1.html,Texas Christian,Big 12,13,42,1780,42.4,,2024
James Evans,james-evans-2,/cfb/players/james-evans-2.html,Indiana,Big Ten,13,36,1528,42.4,,2024
Max Morgan,max-morgan-2,/cfb/players/max-morgan-2.html,Liberty,CUSA,12,43,1822,42.4,,2024
Mitchell Tomasek,mitchell-tomasek-1,/cfb/players/mitchell-tomasek-1.html,Eastern Michigan,MAC,12,47,1991,42.4,,2024
Ryan Hanson,ryan-hanson-1,/cfb/players/ryan-hanson-1.html,James Madison,Sun Belt,13,50,2119,42.4,,2024
Damon Greaves,damon-greaves-1,/cfb/players/damon-greaves-1.html,Kansas,Big 12,10,33,1395,42.3,,2024
Jack Dawson,jack-dawson-2,/cfb/players/jack-dawson-2.html,Jacksonville State,CUSA,14,52,2199,42.3,,2024
Ryan Marks,ryan-marks-2,/cfb/players/ryan-marks-2.html,Utah State,MWC,8,7,296,42.3,,2024
Simon McClannan,simon-mcclannan-1,/cfb/players/simon-mcclannan-1.html,Kansas State,Big 12,13,47,1990,42.3,,2024
Jack Burgess,jack-burgess-1,/cfb/players/jack-burgess-1.html,Texas Tech,Big 12,13,47,1982,42.2,,2024
Joe McGuire,joe-mcguire-1,/cfb/players/joe-mcguire-1.html,Ohio State,Big Ten,16,47,1977,42.1,,2024
Josh Smith,josh-smith-19,/cfb/players/josh-smith-19.html,Kent State,MAC,12,82,3445,42.0,,2024
Liam Dougherty,liam-dougherty-1,/cfb/players/liam-dougherty-1.html,Houston,Big 12,12,57,2389,41.9,,2024
James Rendell,james-rendell-1,/cfb/players/james-rendell-1.html,Notre Dame,Ind,15,50,2091,41.8,,2024
Luke Bauer,luke-bauer-1,/cfb/players/luke-bauer-1.html,Missouri,SEC,13,49,2047,41.8,,2024
Tyler Loop,tyler-loop-1,/cfb/players/tyler-loop-1.html,Arizona,Big 12,12,4,167,41.8,,2024
Carter Schwartz,carter-schwartz-1,/cfb/players/carter-schwartz-1.html,Louisville,ACC,10,17,709,41.7,,2024
James Wagenseller,james-wagenseller-1,/cfb/players/james-wagenseller-1.html,Army,American,12,24,1000,41.7,,2024
Alec Bevelhimer,alec-bevelhimer-1,/cfb/players/alec-bevelhimer-1.html,Miami (OH),MAC,14,59,2455,41.6,,2024
Michael Kern,michael-kern-2,/cfb/players/michael-kern-2.html,Texas,SEC,16,41,1706,41.6,,2024
Alex Bacchetta,alex-bacchetta-1,/cfb/players/alex-bacchetta-1.html,Rice,American,12,49,2033,41.5,,2024
Brian Cooey,brian-cooey-1,/cfb/players/brian-cooey-1.html,Ball State,MAC,12,48,1994,41.5,,2024
David Chapeau,david-chapeau-2,/cfb/players/david-chapeau-2.html,Central Michigan,MAC,12,56,2325,41.5,,2024
Conner Maynard,conner-maynard-2,/cfb/players/conner-maynard-2.html,Appalachian State,Sun Belt,11,29,1200,41.4,,2024
Seamus Hall,seamus-hall-1,/cfb/players/seamus-hall-1.html,Old Dominion,Sun Belt,11,61,2527,41.4,,2024
Peyton Todd,peyton-todd-1,/cfb/players/peyton-todd-1.html,LSU,SEC,13,19,784,41.3,,2024
Emile Sebafundi,emile-sebafundi-1,/cfb/players/emile-sebafundi-1.html,Coastal Carolina,Sun Belt,13,54,2224,41.2,,2024
Jadon Cardell,jadon-cardell-1,/cfb/players/jadon-cardell-1.html,Sam Houston,CUSA,13,66,2716,41.2,,2024
Aidan Swanson,aidan-swanson-1,/cfb/players/aidan-swanson-1.html,Clemson,ACC,13,57,2340,41.1,,2024
Bryan Hansen,bryan-hansen-1,/cfb/players/bryan-hansen-1.html,Colorado State,MWC,13,9,370,41.1,,2024
Tom Maginness,tom-maginness-1,/cfb/players/tom-maginness-1.html,North Carolina,ACC,13,51,2097,41.1,,2024
Ethan Garbers,ethan-garbers-1,/cfb/players/ethan-garbers-1.html,UCLA,Big Ten,11,1,41,41.0,,2024
Reese Keeney,reese-keeney-1,/cfb/players/reese-keeney-1.html,Rice,American,12,1,41,41.0,,2024
Sawyer Evans,sawyer-evans-1,/cfb/players/sawyer-evans-1.html,North Texas,American,13,47,1928,41.0,,2024
Clay Lawrence,clay-lawrence-1,/cfb/players/clay-lawrence-1.html,Fresno State,MWC,13,58,2375,40.9,,2024
Fabrizio Pinton,fabrizio-pinton-1,/cfb/players/fabrizio-pinton-1.html,Illinois,Big Ten,3,8,326,40.8,,2024
Hugh Robertson,hugh-robertson-1,/cfb/players/hugh-robertson-1.html,Illinois,Big Ten,12,37,1510,40.8,,2024
John Henderson,john-henderson-5,/cfb/players/john-henderson-5.html,Bowling Green,MAC,13,50,2040,40.8,,2024
Luke Larsen,luke-larsen-1,/cfb/players/luke-larsen-1.html,East Carolina,American,13,52,2123,40.8,,2024
Kanyon Floyd,kanyon-floyd-1,/cfb/players/kanyon-floyd-1.html,Arizona State,Big 12,14,40,1629,40.7,,2024
Trey Turk,trey-turk-1,/cfb/players/trey-turk-1.html,Middle Tennessee State,CUSA,2,3,122,40.7,,2024
Emilio Duran,emilio-duran-1,/cfb/players/emilio-duran-1.html,Toledo,MAC,13,61,2475,40.6,,2024
Jack Martin,jack-martin-1,/cfb/players/jack-martin-1.html,South Alabama,Sun Belt,13,7,284,40.6,,2024
AJ Bianco,aj-bianco-1,/cfb/players/aj-bianco-1.html,Nevada,MWC,5,2,81,40.5,,2024
Dante Atton,dante-atton-1,/cfb/players/dante-atton-1.html,Temple,American,12,75,3035,40.5,,2024
Ethan Hampton,ethan-hampton-1,/cfb/players/ethan-hampton-1.html,Northern Illinois,MAC,11,4,162,40.5,,2024
Jack Wilson,jack-wilson-4,/cfb/players/jack-wilson-4.html,Ohio,MAC,14,60,2432,40.5,,2024
Jack Culbreath,jack-culbreath-1,/cfb/players/jack-culbreath-1.html,Wyoming,MWC,12,66,2665,40.4,,2024
Aleksi Pulkkinen,aleksi-pulkkinen-1,/cfb/players/aleksi-pulkkinen-1.html,South Alabama,Sun Belt,12,46,1853,40.3,,2024
CJ Kolodziey,cj-kolodziey-1,/cfb/players/cj-kolodziey-1.html,Massachusetts,Ind,12,56,2259,40.3,,2024
Guy Gillespie,guy-gillespie-1,/cfb/players/guy-gillespie-1.html,Nevada,MWC,13,46,1856,40.3,,2024
Paddy Turner,paddy-turner-1,/cfb/players/paddy-turner-1.html,Colorado State,MWC,13,46,1853,40.3,,2024
Wilson Berry,wilson-berry-1,/cfb/players/wilson-berry-1.html,Kentucky,SEC,12,12,484,40.3,,2024
Blake Ochsendorf,blake-ochsendorf-1,/cfb/players/blake-ochsendorf-1.html,LSU,SEC,10,12,482,40.2,,2024
Nick Haberer,nick-haberer-1,/cfb/players/nick-haberer-1.html,Washington State,Ind,4,14,561,40.1,,2024
Ryan Millmore,ryan-millmore-1,/cfb/players/ryan-millmore-1.html,Western Michigan,MAC,13,52,2086,40.1,,2024
Caile Hogan,caile-hogan-1,/cfb/players/caile-hogan-1.html,UTSA,American,13,55,2200,40.0,,2024
Carson Bay,carson-bay-1,/cfb/players/carson-bay-1.html,Air Force,MWC,12,13,520,40.0,,2024
Jace Gilbert,jace-gilbert-1,/cfb/players/jace-gilbert-1.html,Iowa State,Big 12,14,16,638,39.9,,2024
Drew Miller,drew-miller-4,/cfb/players/drew-miller-4.html,Georgia,SEC,1,4,159,39.8,,2024
Patrick Rea,patrick-rea-1,/cfb/players/patrick-rea-1.html,Louisiana Tech,CUSA,13,67,2654,39.6,,2024
Chase Barry,chase-barry-1,/cfb/players/chase-barry-1.html,UCLA,Big Ten,12,2,79,39.5,,2024
Adam Jacklin,adam-jacklin-1,/cfb/players/adam-jacklin-1.html,UTEP,CUSA,12,59,2324,39.4,,2024
Daton Montiel,daton-montiel-1,/cfb/players/daton-montiel-1.html,Florida International,CUSA,12,57,2247,39.4,,2024
Brady Hodges,brady-hodges-1,/cfb/players/brady-hodges-1.html,Louisville,ACC,13,24,944,39.3,,2024
Makenzie Ryan,makenzie-ryan-1,/cfb/players/makenzie-ryan-1.html,Louisiana-Monroe,Sun Belt,12,58,2276,39.2,,2024
Nathan Torney,nathan-torney-1,/cfb/players/nathan-torney-1.html,Louisiana,Sun Belt,13,36,1410,39.2,,2024
Jackson Arnold,jackson-arnold-1,/cfb/players/jackson-arnold-1.html,Oklahoma,SEC,10,1,39,39.0,,2024
Miller Moss,miller-moss-1,/cfb/players/miller-moss-1.html,USC,Big Ten,9,1,39,39.0,,2024
Tom Foley,tom-foley-1,/cfb/players/tom-foley-1.html,Northern Illinois,MAC,13,39,1515,38.8,,2024
David Nunez,david-nunez-1,/cfb/players/david-nunez-1.html,Texas State,Sun Belt,13,15,575,38.3,,2024
Mitchell Lake,mitchell-lake-1,/cfb/players/mitchell-lake-1.html,Appalachian State,Sun Belt,2,11,420,38.2,,2024
Jack Smith,jack-smith-3,/cfb/players/jack-smith-3.html,Clemson,ACC,2,3,114,38.0,,2024
Robert Cole,robert-cole-1,/cfb/players/robert-cole-1.html,Troy,Sun Belt,12,43,1634,38.0,,2024
Sam Candotti,sam-candotti-1,/cfb/players/sam-candotti-1.html,Boston College,ACC,4,9,342,38.0,,2024
Dino Beslagic,dino-beslagic-1,/cfb/players/dino-beslagic-1.html,San Jose State,MWC,7,10,378,37.8,,2024
Ivan Zivenko,ivan-zivenko-1,/cfb/players/ivan-zivenko-1.html,Boston College,ACC,8,25,928,37.1,,2024
Lars Rau,lars-rau-1,/cfb/players/lars-rau-1.html,Texas State,Sun Belt,12,24,870,36.3,,2024
Landon Rehkow,landon-rehkow-1,/cfb/players/landon-rehkow-1.html,BYU,Big 12,3,5,180,36.0,,2024
Mack West,mack-west-1,/cfb/players/mack-west-1.html,Coastal Carolina,Sun Belt,13,1,36,36.0,,2024
Liam Connor,liam-connor-1,/cfb/players/liam-connor-1.html,Boston College,ACC,12,15,538,35.9,,2024
Conor Hunt,conor-hunt-1,/cfb/players/conor-hunt-1.html,Rice,American,7,12,429,35.8,,2024
Brayden Fowler-Nicolosi,brayden-fowler-nicolosi-1,/cfb/players/brayden-fowler-nicolosi-1.html,Colorado State,MWC,13,5,176,35.2,,2024
Ian Brandt,ian-brandt-1,/cfb/players/ian-brandt-1.html,Old Dominion,Sun Belt,12,7,245,35.0,,2024
Dylan Raiola,dylan-raiola-1,/cfb/players/dylan-raiola-1.html,Nebraska,Big Ten,13,2,69,34.5,,2024
Bronson Long,bronson-long-1,/cfb/players/bronson-long-1.html,Charlotte,American,1,2,67,33.5,,2024
Skyler Locklear,skyler-locklear-1,/cfb/players/skyler-locklear-1.html,UTEP,CUSA,10,2,67,33.5,,2024
Nick McLarty,nick-mclarty-1,/cfb/players/nick-mclarty-1.html,Ohio State,Big Ten,2,2,65,32.5,,2024
Kadin Semonza,kadin-semonza-1,/cfb/players/kadin-semonza-1.html,Ball State,MAC,12,7,227,32.4,,2024
Scott Stanford,scott-stanford-1,/cfb/players/scott-stanford-1.html,Tulsa,American,3,2,61,30.5,,2024
Sam Stone,sam-stone-1,/cfb/players/sam-stone-1.html,Boston College,ACC,4,2,56,28.0,,2024
Jalon Daniels,jalon-daniels-1,/cfb/players/jalon-daniels-1.html,Kansas,Big 12,12,1,26,26.0,,2024
Joe Bowman,joe-bowman-2,/cfb/players/joe-bowman-2.html,UTEP,CUSA,6,3,78,26.0,,2024
Danny O'Neil,danny-oneil-2,/cfb/players/danny-oneil-2.html,San Diego State,MWC,11,1,20,20.0,,2024
Cade Klubnik,cade-klubnik-1,/cfb/players/cade-klubnik-1.html,Clemson,ACC,14,1,19,19.0,,2024
Tyler Warren,tyler-warren-1,/cfb/players/tyler-warren-1.html,Penn State,Big Ten,16,1,16,16.0,H-7,2024
Upton Bellenfant,upton-bellenfant-1,/cfb/players/upton-bellenfant-1.html,Buffalo,MAC,13,1,13,13.0,,2024
League Average,,,,,,,,42.9,,2024
