recruit_index,recruit_id,recruit_name,recruit_year,committed_to,mapped_team,filled_athlete_id,matched_history_name,history_season_start,name_score,match_score
4862,135727,Obi Anunike,2016,Toledo,Toledo,-1036116,Obi Anunike,2017,1.0,1.0
4865,135724,Logan Thimons,2016,West Virginia,West Virginia,4039249,Logan Thimons,2017,1.0,1.0
4866,135723,Ryan McCollum,2016,Texas A&M,Texas A&M,4035253,Ryan McCollum,2017,1.0,1.0
4869,135731,Bryce Mortenson,2016,Utah State,Utah State,4374202,Bryce Mortenson,2019,1.0,0.9
4870,135733,Kevin Meitzenheimer,2016,Utah State,Utah State,4048686,Kevin Meitzenheimer,2017,1.0,1.0
4871,135734,Deonte Perry,2016,Fresno State,Fresno State,4040892,Deonte Perry,2017,1.0,1.0
4876,135742,Nick Crabtree,2016,Boise State,Boise State,4048233,Nick Crabtree,2017,1.0,1.0
4880,135740,Jake Cerny,2016,Illinois,Illinois,4033818,Jake Cerny,2017,1.0,1.0
4886,135746,Hirkley Latu,2016,BYU,BYU,4256072,Hirkley Latu,2019,1.0,0.9
4944,135806,Lawson Hall,2016,Nevada,Nevada,4036782,Lawson Hall,2017,1.0,1.0
4950,135811,Justin Rigg,2016,Kentucky,Kentucky,4035065,Justin Rigg,2017,1.0,1.0
4951,135813,Drew Birchmeier,2016,Vanderbilt,Vanderbilt,4035269,Drew Birchmeier,2017,1.0,1.0
4953,135818,Dylan Galloway,2016,Oklahoma State,Oklahoma State,4038458,Dylan Galloway,2017,1.0,1.0
4954,135816,Freddy Livai,2016,BYU,BYU,4569938,Freddy Livai,2019,1.0,0.9
4957,135819,Myles Hudzick,2016,Duke,Duke,4036029,Myles Hudzick,2017,1.0,1.0
4958,135820,Amen Ogbongbemiga,2016,Oklahoma State,Oklahoma State,4038432,Amen Ogbongbemiga,2017,1.0,1.0
4960,135822,Tre Miller,2016,Utah State,Utah State,4259222,Tre Miller,2017,1.0,1.0
4961,135825,Derrion Rakestraw,2016,Colorado,Colorado,4040882,Derrion Rakestraw,2017,1.0,1.0
4963,135826,Trey Ragas,2016,Louisiana,Louisiana,4040728,Trey Ragas,2017,1.0,1.0
4972,135833,Elijah J Robinson,2016,Massachusetts,Massachusetts,-1019033,Elijah Robinson,2016,0.9375,0.9
4984,135855,Hunter Vaughn,2016,Colorado,Colorado,4040886,Hunter Vaughn,2017,1.0,1.0
4985,135853,Caleb Lightbourn,2016,Nebraska,Nebraska,4062775,Caleb Lighbourn,2016,0.9677,0.9242
4986,135852,Will Putnam,2016,South Carolina,South Carolina,-1007283,Will Putnam,2016,1.0,0.95
4987,135851,Skyler Thomas,2016,Washington State,Washington State,4055190,Skyler Thomas,2017,1.0,1.0
4995,135857,Braxton Webb,2016,SMU,SMU,4039574,Braxton Webb,2017,1.0,1.0
4999,135862,Quincy Roche,2016,Temple,Temple,4044145,Quincy Roche,2017,1.0,1.0
5000,135861,Jacob Buccigrossi,2016,West Virginia,West Virginia,4039224,Jacob Buccigrossi,2017,1.0,1.0
5013,135877,Sione Finau,2016,BYU,BYU,4373630,Sione Finau,2018,1.0,0.95
5014,135875,Edrick Mathews,2016,Toledo,Toledo,4039518,Edrick Mathews,2017,1.0,1.0
5029,135893,Lisala Tai,2016,BYU,BYU,5092204,Lisala Tai,2022,1.0,0.8
5035,135894,Nick Lenners,2016,Kansas State,Kansas State,4046586,Nick Lenners,2017,1.0,1.0
5036,135900,Isaiah Love,2016,Washington State,Washington State,4245152,Isaiah Love,2017,1.0,1.0
5037,135898,Kendrec Grady,2016,Georgia State,Georgia State,4036527,Kendrec Grady,2017,1.0,1.0
5051,135913,Tymar Sutton,2016,Iowa State,Iowa State,4035543,Tymar Sutton,2017,1.0,1.0
5052,135911,Devante Cross,2016,Virginia,Virginia,4037579,De'Vante Cross,2017,1.0,1.0
5061,135923,Brennon Dingle,2016,Massachusetts,Massachusetts,4044520,Brennon Dingle,2017,1.0,1.0
5065,135925,Dylan Soehner,2016,Iowa State,Iowa State,4035559,Dylan Soehner,2017,1.0,1.0
5069,135932,Nick Grant,2016,Virginia,Virginia,4037583,Nick Grant,2017,1.0,1.0
5071,135933,Tyrez Lindsey,2016,Memphis,Memphis,4039364,Tyrez Lindsey,2017,1.0,1.0
5087,135949,Amir Tyler,2016,Temple,Temple,4044125,Amir Tyler,2017,1.0,1.0
5088,135951,Kadarius Smith,2016,SMU,SMU,4039572,Kadarius Smith,2017,1.0,1.0
5091,135952,Airon Servais,2016,Syracuse,Syracuse,4037137,Airon Servais,2017,1.0,1.0
5093,135955,Dillon Reinkensmeyer,2016,Virginia,Virginia,4037592,Dillon Reinkensmeyer,2017,1.0,1.0
5104,135963,Caesar Williams,2016,Wisconsin,Wisconsin,4035769,Caesar Williams,2017,1.0,1.0
5111,135976,Jordan Love,2016,Utah State,Utah State,4036378,Jordan Love,2017,1.0,1.0
5114,135977,Jordan Asbury,2016,Western Michigan,Western Michigan,4043036,Jordan Asbury,2017,1.0,1.0
5115,135973,Simeon Smiley,2016,Purdue,Purdue,4035722,Simeon Smiley,2017,1.0,1.0
5130,135996,Johnny Ray,2016,Charlotte,Charlotte,4045720,Johnny Ray,2017,1.0,1.0
5143,136006,Zach Cousar,2016,Louisiana Tech,Louisiana Tech,4040412,Zach Cousar,2017,1.0,1.0
5155,136015,Brandon Barlow,2016,Boston College,Boston College,4035352,Brandon Barlow,2017,1.0,1.0
5166,136028,Isiah Pannunzio,2016,Colorado State,Colorado State,4036365,Isiah Pannunzio,2017,1.0,1.0
5167,136029,Cameron Odom,2016,Ohio,Ohio,4039089,Cameron Odom,2017,1.0,1.0
5168,136030,Corey Rau,2016,SMU,SMU,4039576,Corey Rau,2017,1.0,1.0
5180,136042,Gentle Williams,2016,California,California,4035864,Gentle Williams,2017,1.0,1.0
5182,136043,Tevin Paul,2016,California,California,4035878,Tevin Paul,2017,1.0,1.0
5194,136057,James Jennette II,2016,Ball State,Ball State,4039200,James Jennette III,2017,0.9714,0.9771
5196,136055,T.J. Fiailoa,2016,UL Monroe,UL Monroe,4036586,T.J. Fiailoa,2017,1.0,1.0
5201,136065,Cameron Tidd,2016,Vanderbilt,Vanderbilt,4035283,Cameron Tidd,2017,1.0,1.0
5203,136062,Sean Bailey,2016,East Carolina,East Carolina,4038512,Sean Bailey,2017,1.0,1.0
5206,136068,Taylor Fondal,2016,Louisiana Tech,Louisiana Tech,4040414,Taylor Fondal,2017,1.0,1.0
5207,136071,Korel Smith,2016,Florida Atlantic,Florida Atlantic,4040770,Korel Smith,2017,1.0,1.0
5223,136085,Thomas Pickens,2016,Memphis,Memphis,4039372,Thomas Pickens,2017,1.0,1.0
5227,136090,Mohamed Jabbie,2016,Rutgers,Rutgers,4038721,Mohamed Jabbie,2017,1.0,1.0
5231,136096,Alonzo McCoy,2016,Central Michigan,Central Michigan,4039269,Alonzo McCoy,2017,1.0,1.0
5232,136095,Traver Vliem,2016,Georgia Southern,Georgia Southern,4036668,Traver Vliem,2017,1.0,1.0
5243,136106,Austin Johnson,2016,Louisville,Louisville,4569288,Austin Johnson,2016,1.0,0.95
5246,136108,Emony Robinson,2016,Oregon State,Oregon State,-1028707,Emony Robinson,2017,1.0,1.0
5249,136111,Brian Bullock,2016,Northwestern,Northwestern,4035634,Brian Bullock,2017,1.0,1.0
5253,136114,DeVontres Dukes,2016,South Florida,South Florida,4044104,DeVontres Dukes,2017,1.0,1.0
5259,136118,Cameron Goode,2016,California,California,4035857,Cameron Goode,2017,1.0,1.0
5263,136124,Mike Caliendo,2016,Western Michigan,Western Michigan,4043039,Mike Caliendo,2017,1.0,1.0
5265,136123,Branden Mack,2016,Temple,Temple,4044123,Branden Mack,2017,1.0,1.0
5268,136129,Cameron Alexander,2016,San José State,San José State,4036852,Cameron Alexander,2017,1.0,1.0
5271,136135,Mike Lonsdorf,2016,Rutgers,Rutgers,4038723,Mike Lonsdorf,2017,1.0,1.0
5272,136140,Adam Korutz,2016,Boston College,Boston College,4035338,Adam Korutz,2017,1.0,1.0
5274,136136,Nehemiah Augustus,2016,Memphis,Memphis,4039361,Nehemiah Augustus,2017,1.0,1.0
5280,136141,Austin Schulte,2016,Iowa,Iowa,4036145,Austin Schulte,2017,1.0,1.0
5287,136148,Dylan Tonkery,2016,West Virginia,West Virginia,4039250,Dylan Tonkery,2017,1.0,1.0
5289,136151,Dante Diaz-Infante,2016,Arizona,Arizona,4569139,Dante Diaz-Infante,2017,1.0,1.0
5290,136152,Michael Pitts,2016,Cincinnati,Cincinnati,4037490,Michael Pitts,2017,1.0,1.0
5295,136157,Solofa Funa,2016,BYU,BYU,4569932,Solofa Funa,2019,1.0,0.9
5302,136175,Ezra Cleveland,2016,Boise State,Boise State,4048231,Ezra Cleveland,2017,1.0,1.0
5304,136176,Wayne Taulapapa,2016,Virginia,Virginia,4370813,Wayne Taulapapa,2018,1.0,0.95
5306,136177,Mason Barta,2016,Kansas State,Kansas State,4241328,Mason Barta,2018,1.0,0.95
5318,136182,Luke Doerger,2016,Toledo,Toledo,4039514,Luke Doerger,2017,1.0,1.0
5346,136183,Chinedu Udeogu,2016,California,California,4035877,Chinedu Udeogu,2017,1.0,1.0
5347,136186,Drew Plitt,2016,Ball State,Ball State,4039210,Drew Plitt,2017,1.0,1.0
5354,136217,Nolan Givan,2016,Ball State,Ball State,4039198,Nolan Givan,2017,1.0,1.0
5357,136219,Chance Lytle,2016,Colorado,Colorado,4047924,Chance Lytle,2018,1.0,0.95
5358,136221,Isaiah Graham-Mobley,2016,Temple,Temple,4044134,Isaiah Graham-Mobley,2017,1.0,1.0
5363,136223,Anthony Watts,2016,Purdue,Purdue,4035725,Anthony Watts,2017,1.0,1.0
5364,136224,Brett Borske,2016,Western Michigan,Western Michigan,4043043,Brett Borske,2017,1.0,1.0
5384,136249,Jahcour Pearson,2016,Western Kentucky,Western Kentucky,4037564,Jahcour Pearson,2017,1.0,1.0
5387,136250,Ryan Smith,2016,Indiana,Indiana,4569624,Ryan Smith,2017,1.0,1.0
5390,136252,James McCourt,2016,Illinois,Illinois,4033806,James McCourt,2017,1.0,1.0
5394,136254,Tyler Witt,2016,Western Kentucky,Western Kentucky,4037570,Tyler Witt,2017,1.0,1.0
5396,136259,Tiller Bucktrot,2016,Tulsa,Tulsa,4039673,Tiller Bucktrot,2017,1.0,1.0
5399,136263,Grant Hermanns,2016,Purdue,Purdue,4035733,Grant Hermanns,2017,1.0,1.0
5404,136267,Hank Tuipulotu,2016,BYU,BYU,4373649,Hank Tuipulotu,2019,1.0,0.9
5408,136277,Tobe Okafor,2016,Navy,Navy,4243745,Tobe Okafor,2017,1.0,1.0
5410,136271,Roy Baker,2016,Buffalo,Buffalo,4040828,Roy Baker,2017,1.0,1.0
5420,136281,Jacquez Williams,2016,Wake Forest,Wake Forest,4037220,Ja'Cquez Williams,2017,1.0,1.0
5425,136287,Cole Banwart,2016,Iowa,Iowa,4036123,Cole Banwart,2017,1.0,1.0
5427,136288,Jatairis Grant,2016,Iowa State,Iowa State,4035533,Jatairis Grant,2017,1.0,1.0
5428,136291,Jackson Anthrop,2016,Purdue,Purdue,4035721,Jackson Anthrop,2017,1.0,1.0
5430,136293,Josh Johnson,2016,UL Monroe,UL Monroe,4390717,Josh Johnson,2017,1.0,1.0
5434,136297,Kyle Speas,2016,Miami (OH),Miami (OH),4038982,Kyle Speas,2017,1.0,1.0
5435,136296,Bruno Labelle,2016,Cincinnati,Cincinnati,4037485,Bruno Labelle,2017,1.0,1.0
5442,136308,Corey Hightower,2016,New Mexico,New Mexico,4039392,Corey Hightower,2017,1.0,1.0
5445,136309,Semisi Fakasiieiki,2016,Purdue,Purdue,4035730,Semisi Fakasiieiki,2017,1.0,1.0
5460,136321,Luke Benzschawel,2016,Wisconsin,Wisconsin,4035794,Luke Benzschawel,2017,1.0,1.0
5461,136327,Dylan Thigpen,2016,Idaho,Idaho,4048937,Dylan Thigpen,2017,1.0,1.0
5462,136326,Felipe Fernandez,2016,Ohio,Ohio,4039108,Felipe Fernandez,2017,1.0,1.0
5470,136335,Tanner Matthews,2016,Navy,Navy,4243757,Tanner Matthews,2017,1.0,1.0
5479,136340,Brandon Moore,2016,UCF,UCF,4042118,Brandon Moore,2017,1.0,1.0
5480,136347,Alex Salguero,2016,Marshall,Marshall,4043632,Alex Salguero,2017,1.0,1.0
5482,136343,Michael Onuoha,2016,Navy,Navy,-1022782,Michael Onuoha,2017,1.0,1.0
5484,136346,De'Andre Williams,2016,Tulane,Tulane,4040662,De'Andre Williams,2017,1.0,1.0
5488,136351,Jose Borregales,2016,Florida International,Florida International,4046356,Jose Borregales,2017,1.0,1.0
5489,136356,Deron Harrell,2016,Wisconsin,Wisconsin,4242356,Deron Harrell,2018,1.0,0.95
5490,136349,Keith Sullivan,2016,UTEP,UTEP,4260793,Keith Sullivan,2017,1.0,1.0
5499,136361,Myles Vigne,2016,New Mexico State,New Mexico State,4040817,Myles Vigne,2017,1.0,1.0
5500,136371,Josiah Sa'o,2016,Vanderbilt,Vanderbilt,4035281,Josiah Sa'o,2017,1.0,1.0
5503,136373,Jack Doyle,2016,East Carolina,East Carolina,4038515,Jack Doyle,2017,1.0,1.0
5504,136370,Ben Kimpler,2016,Miami (OH),Miami (OH),4038997,Ben Kimpler,2017,1.0,1.0
5506,136367,Demetrius Davis,2016,UAB,UAB,4239777,Demetrius Davis,2017,1.0,1.0
5507,136365,Cade Stewart,2016,Clemson,Clemson,4035477,Cade Stewart,2017,1.0,1.0
5519,136383,Ty Shelby,2016,UL Monroe,UL Monroe,4036597,Ty Shelby,2017,1.0,1.0
5522,136381,John Lamot,2016,Boston College,Boston College,4035344,John Lamot,2017,1.0,1.0
5531,136393,Jalen Madden,2016,Western Kentucky,Western Kentucky,4037561,Jalen Madden,2017,1.0,1.0
5533,136394,Kyle Trask,2016,Florida,Florida,4034946,Kyle Trask,2017,1.0,1.0
5534,136396,Silas Dzansi,2016,Virginia Tech,Virginia Tech,4240865,Silas Dzansi,2018,1.0,0.95
5544,136407,Donte Harrington,2016,Boise State,Boise State,4048238,Donte Harrington,2017,1.0,1.0
5560,136423,Jake Sopko,2016,Cincinnati,Cincinnati,4037495,Jake Sopko,2017,1.0,1.0
5570,136434,Christian McStravick,2016,Boston College,Boston College,4035315,Christian McStravick,2017,1.0,1.0
5572,136427,Grant Morgan,2016,Arkansas,Arkansas,4035592,Grant Morgan,2017,1.0,1.0
5577,136439,Christian Gomez,2016,Army,Army,-1003038,Christian Gomez,2017,1.0,1.0
5587,136459,Jordan Happle,2016,Boise State,Boise State,4048237,Jordan Happle,2017,1.0,1.0
5590,136452,Justin Smith,2016,Navy,Navy,4252353,Justin Smith,2017,1.0,1.0
5593,136450,Charly Timite,2016,Massachusetts,Massachusetts,4044545,Charly Timite,2017,1.0,1.0
5595,136449,Leon Page,2016,Central Michigan,Central Michigan,4039270,Leon Page,2017,1.0,1.0
5599,136464,Elijah Ponder,2016,Cincinnati,Cincinnati,4037491,Elijah Ponder,2017,1.0,1.0
5602,136463,Griffin Palmer,2016,Illinois,Illinois,4033821,Griffin Palmer,2017,1.0,1.0
5614,136478,Jalen Walker,2016,Boise State,Boise State,4048255,Jalen Walker,2017,1.0,1.0
5616,136472,Lakota Wills,2016,Air Force,Air Force,4261104,Lakota Wills,2017,1.0,1.0
5623,136485,Andrew Tarver,2016,Florida International,Florida International,4046371,Andrew Tarver,2017,1.0,1.0
5624,136484,Monterious Loggins,2016,UCF,UCF,4042120,Monterious Loggins,2017,1.0,1.0
5627,136489,Shakif Seymour,2016,Toledo,Toledo,4039503,Shakif Seymour,2017,1.0,1.0
5638,136499,Patrick Jones,2016,SMU,SMU,4039573,Patrick Jones,2017,1.0,1.0
5639,136498,Shai Werts,2016,Georgia Southern,Georgia Southern,4036650,Shai Werts,2017,1.0,1.0
5643,136510,Augie DeBiase,2016,South Florida,South Florida,4240635,Augie DeBiase,2017,1.0,1.0
5644,136507,Grant Carlson,2016,Boston College,Boston College,4035364,Grant Carlson,2017,1.0,1.0
5646,136504,Kayode Awosika,2016,Buffalo,Buffalo,4040842,Kayode Awosika,2017,1.0,1.0
5654,136515,Caden Haws,2016,BYU,BYU,4569934,Caden Haws,2019,1.0,0.9
5655,136516,Peyton Long,2016,Navy,Navy,-1022777,Peyton Long,2017,1.0,1.0
5663,136530,Malik Clark,2016,Kansas,Kansas,4035904,Malik Clark,2017,1.0,1.0
5670,136532,Joe Joe Headen,2016,Old Dominion,Old Dominion,4037432,Joe Joe Headen,2017,1.0,1.0
5671,136533,Shemar Jean-Charles,2016,App State,App State,4036430,Shemar Jean-Charles,2017,1.0,1.0
5673,136535,Miles Beach,2016,Nevada,Nevada,4036773,Miles Beach,2017,1.0,1.0
5674,136536,Robert Mahone,2016,Boise State,Boise State,4048243,Robert Mahone,2017,1.0,1.0
5685,136547,Jaylon Moore,2016,Western Michigan,Western Michigan,4043041,Jaylon Moore,2017,1.0,1.0
5692,136557,Justin Mulbah,2016,Buffalo,Buffalo,4040829,Justin Mulbah,2017,1.0,1.0
5693,136553,Lawrence Garner,2016,Old Dominion,Old Dominion,4037429,Lawrence Garner,2017,1.0,1.0
5695,136554,Marcus Joyner,2016,Old Dominion,Old Dominion,4037434,Marcus Joyner,2017,1.0,1.0
5696,136564,Keoni-Kordell Makekau,2016,Navy,Navy,4259215,Keoni-Kordell Makekau,2017,1.0,1.0
5697,136563,Chance Purvis,2016,East Carolina,East Carolina,4038562,Chance Purvis,2017,1.0,1.0
5699,136559,Kameron Toomer,2016,Nevada,Nevada,4036798,Kameron Toomer,2017,1.0,1.0
5707,136567,Seth Joest,2016,Western Kentucky,Western Kentucky,4037558,Seth Joest,2017,1.0,1.0
5709,136575,Jeremy Level,2016,App State,App State,4036428,Jeremy Level,2017,1.0,1.0
5711,136571,Sean Behrens,2016,Marshall,Marshall,4043633,Sean Behrens,2017,1.0,1.0
5716,136581,Julius Turner,2016,Rutgers,Rutgers,4038732,Julius Turner,2017,1.0,1.0
5720,136585,David Hood,2016,Toledo,Toledo,4039520,David Hood,2017,1.0,1.0
5724,136594,Mike Palmer,2016,Boston College,Boston College,4035342,Mike Palmer,2017,1.0,1.0
5725,136593,Brandon Martin,2016,Ball State,Ball State,4039205,Brandon Martin,2017,1.0,1.0
5727,136590,Javante Hubbard,2016,Rice,Rice,4039163,JaVante Hubbard,2017,1.0,1.0
5729,136588,Cole McDonald,2016,Hawai'i,Hawai'i,4038220,Cole McDonald,2017,1.0,1.0
5730,136586,Daylon Johnson,2016,Nevada,Nevada,4036787,Daylon Johnson,2017,1.0,1.0
5735,136597,Will Ulmer,2016,Marshall,Marshall,4043626,Will Ulmer,2017,1.0,1.0
5738,136600,Rahmeel Cook,2016,Army,Army,-1003033,Rahmeel Cook,2017,1.0,1.0
5741,136606,Aaron Ramseur,2016,East Carolina,East Carolina,4038564,Aaron Ramseur,2017,1.0,1.0
5742,136604,Kyle Fourtenbary,2016,Western Kentucky,Western Kentucky,4037557,Kyle Fourtenbary,2017,1.0,1.0
5743,136607,Clark Barrington,2016,BYU,BYU,4373627,Clark Barrington,2019,1.0,0.9
5750,136611,Logan Bonner,2016,Arkansas State,Arkansas State,4036473,Logan Bonner,2017,1.0,1.0
5757,136615,Taylor Edwards,2016,Massachusetts,Massachusetts,4044521,Taylor Edwards,2017,1.0,1.0
5764,136634,Keeath Magee II,2016,Texas A&M,Texas A&M,4035248,Keeath Magee II,2017,1.0,1.0
5788,136654,Alex James,2016,Coastal Carolina,Coastal Carolina,4052007,Alex James,2017,1.0,1.0
5795,136647,Calvin Smith,2016,Coastal Carolina,Coastal Carolina,4241085,Calvin Smith,2017,1.0,1.0
5798,136642,Kerrick Jones,2016,Navy,Navy,4243717,Kerrick Jones,2017,1.0,1.0
5810,136673,Israel Tucker,2016,Louisiana Tech,Louisiana Tech,4040434,Israel Tucker,2017,1.0,1.0
5819,136686,Kevin Atkins,2016,Fresno State,Fresno State,4040919,Kevin Atkins,2017,1.0,1.0
5824,136705,Josh Pederson,2016,UL Monroe,UL Monroe,4036595,Josh Pederson,2017,1.0,1.0
5825,136701,Jalen Virgil,2016,App State,App State,4036448,Jalen Virgil,2017,1.0,1.0
5828,136698,DeAndre' Delaney,2016,Wake Forest,Wake Forest,4037218,DeAndre' Delaney,2017,1.0,1.0
5829,136675,Elijah Garcia,2016,Rice,Rice,4039170,Elijah Garcia,2017,1.0,1.0
5834,136695,Noah Barnes,2016,Maryland,Maryland,4036233,Noah Barnes,2017,1.0,1.0
5836,136693,Jared Dorsa,2016,Ohio,Ohio,4039102,Jared Dorsa,2017,1.0,1.0
5839,136689,Logan Latin,2016,UL Monroe,UL Monroe,4036593,Logan Latin,2017,1.0,1.0
5863,136780,Torrian Hampton,2016,Bowling Green,Bowling Green,4035749,Torrian Hampton,2017,1.0,1.0
5882,136779,Donald Hammond III,2016,Air Force,Air Force,4382332,Donald Hammond III,2017,1.0,1.0
5923,136785,Nahjee Flowers,2016,New Mexico,New Mexico,4039411,Nahje Flowers,2017,0.963,0.9704
5925,136790,Devon Key,2016,Western Kentucky,Western Kentucky,4037559,Devon Key,2017,1.0,1.0
5928,136788,Rashad Byrd,2016,Georgia Southern,Georgia Southern,4036664,Rashad Byrd,2017,1.0,1.0
5929,136791,Jordan Jamison,2016,UAB,UAB,4239790,Jordan Jamison,2017,1.0,1.0
5930,136795,Corey Lersch,2016,Northern Illinois,Northern Illinois,4039475,Corey Lersch,2017,1.0,1.0
5938,136806,Ilyaas Motley,2016,Ohio,Ohio,4039098,Ilyaas Motley,2017,1.0,1.0
5940,136807,Ty Shaw,2016,Utah State,Utah State,4048693,Ty Shaw,2017,1.0,1.0
5941,136800,Isaac Weaver,2016,Old Dominion,Old Dominion,4037444,Isaac Weaver,2017,1.0,1.0
5949,136813,Jordan Robinson,2016,Northern Illinois,Northern Illinois,-1025810,Jordan Robinson,2017,1.0,1.0
5955,136822,Joel Velazquez,2016,Boise State,Boise State,4048253,Joel Velazquez,2017,1.0,1.0
5957,136820,Ben Leroy,2016,Northern Illinois,Northern Illinois,4039486,Ben LeRoy,2016,1.0,0.95
5971,136855,Jacobi Francis,2016,Memphis,Memphis,4039366,Jacobi Francis,2017,1.0,1.0
5975,136862,Josh Oatis,2016,UTSA,UTSA,4040700,Josh Oatis,2017,1.0,1.0
5976,136849,William Bradley-King,2016,Arkansas State,Arkansas State,4036476,William Bradley-King,2017,1.0,1.0
5979,136846,Richie Grant,2016,UCF,UCF,4042119,Richie Grant,2017,1.0,1.0
5981,136845,Simian Matagi,2016,Utah State,Utah State,-1040313,Simian Matagi,2018,1.0,0.95
5983,136842,Justin Clark,2016,Toledo,Toledo,4039504,Justin Clark,2017,1.0,1.0
5985,136840,Kenny Hebert,2016,Vanderbilt,Vanderbilt,4035274,Kenny Hebert,2017,1.0,1.0
5986,136839,Tyarise Stevenson,2016,Tulsa,Tulsa,4039680,Tyarise Stevenson,2017,1.0,1.0
5989,136835,Clay Greathouse,2016,Tulsa,Tulsa,4039674,Clay Greathouse,2017,1.0,1.0
5993,136828,Joseph Pickney,2016,UTEP,UTEP,4260782,Joseph Pickney,2017,1.0,1.0
6012,136871,Reggie Cleveland,2016,Louisiana Tech,Louisiana Tech,4040411,Reggie Cleveland,2017,1.0,1.0
6014,136875,Jacob Atnip,2016,Arkansas State,Arkansas State,4036472,Jacob Atnip,2017,1.0,1.0
6026,136888,Steven Duncan,2016,Western Kentucky,Western Kentucky,4037556,Steven Duncan,2017,1.0,1.0
6028,136895,Zachary Thomas,2016,San Diego State,San Diego State,4036834,Zachary Thomas,2017,1.0,1.0
6032,136892,Kennedy Madison,2016,Louisiana Tech,Louisiana Tech,-1016972,Kennedy Madison,2017,1.0,1.0
6040,136904,Jack Heflin,2016,Northern Illinois,Northern Illinois,4039485,Jack Heflin,2017,1.0,1.0
6042,136908,Jaylin Thomas,2016,Ball State,Ball State,4047740,Jaylin Thomas,2017,1.0,1.0
6050,136912,Kameron Miller,2016,New Mexico,New Mexico,4039387,Kameron Miller,2017,1.0,1.0
6051,136913,James Charles,2016,Florida Atlantic,Florida Atlantic,4040769,James Charles,2017,1.0,1.0
6052,136935,Andrew Homer,2016,Miami (OH),Miami (OH),4038983,Andrew Homer,2017,1.0,1.0
6055,136930,Tiano Tialavea,2016,UTEP,UTEP,4040505,Tiano Tialavea,2017,1.0,1.0
6057,136923,Austin Conrad,2016,Ohio,Ohio,4039113,Austin Conrad,2017,1.0,1.0
6060,136934,Austin Warner,2016,Northern Illinois,Northern Illinois,4039477,Austin Warner,2017,1.0,1.0
6087,136961,Uzoma Osuji,2016,Rice,Rice,4039167,Uzoma Osuji,2017,1.0,1.0
6088,136960,A.J. Parker,2016,Kansas State,Kansas State,4046592,AJ Parker,2017,1.0,1.0
6089,136959,Tyler Lamm,2016,UL Monroe,UL Monroe,4036592,Tyler Lamm,2017,1.0,1.0
6090,136958,Leighton McCarthy,2016,Florida Atlantic,Florida Atlantic,4040764,Leighton McCarthy,2017,1.0,1.0
6093,136952,Will Evans,2016,Ohio,Ohio,4039103,Will Evans,2017,1.0,1.0
6094,136951,Michael Maietti,2016,Rutgers,Rutgers,4038725,Michael Maietti,2017,1.0,1.0
6095,136948,Andre Mintze,2016,Vanderbilt,Vanderbilt,4035279,Andre Mintze,2017,1.0,1.0
6096,136947,Jack Sorenson,2016,Miami (OH),Miami (OH),4038966,Jack Sorenson,2017,1.0,1.0
6097,136946,Jacob Still,2016,Arkansas State,Arkansas State,4036491,Jacob Still,2017,1.0,1.0
6107,136981,Kevin Waites,2016,Army,Army,-1003080,Kevin Waites,2017,1.0,1.0
6109,136985,Tanner Holcomb,2016,Air Force,Air Force,-1000106,Tanner Holcomb,2017,1.0,1.0
6139,137025,Jahmari Moore,2016,Wyoming,Wyoming,4048739,Jahmari Moore,2017,1.0,1.0
6141,137024,Deion Hair-Griffin,2016,North Texas,North Texas,4039074,Deion Hair-Griffin,2017,1.0,1.0
6148,137003,Christian Johnson,2016,UTEP,UTEP,4040491,Christian Johnson,2017,1.0,1.0
6149,137016,Sam Howson,2016,Rutgers,Rutgers,4038720,Sam Howson,2017,1.0,1.0
6152,137005,Brandon Bowling,2016,Arkansas State,Arkansas State,4036475,Brandon Bowling,2017,1.0,1.0
6153,137001,Ean Biancardi,2016,Florida Atlantic,Florida Atlantic,4040777,Ean Biancardi,2017,1.0,1.0
6154,137013,Justin Self,2016,Navy,Navy,4243734,Justin Self,2017,1.0,1.0
6180,137036,Anthony Todd,2016,Ball State,Ball State,4039215,Anthony Todd,2017,1.0,1.0
6220,137082,Kaiden Smith,2016,App State,App State,4036438,Kaiden Smith,2017,1.0,1.0
6263,137124,Tyler King,2016,Marshall,Marshall,4261908,Tyler King,2017,1.0,1.0
6264,137125,Brayden Patton,2016,Northern Illinois,Northern Illinois,4039478,Brayden Patton,2017,1.0,1.0
6265,137129,Zac Crosby,2016,South Alabama,South Alabama,4040090,Zac Crosby,2017,1.0,1.0
6266,137131,Ryan Carriere,2016,Charlotte,Charlotte,4045696,Ryan Carriere,2017,1.0,1.0
6279,137173,Andrew Wright,2016,Fresno State,Fresno State,4040906,Andrew Wright,2017,1.0,1.0
6282,137142,Ayo Shogbonyo,2016,Illinois,Illinois,4033814,Ayo Shogbonyo,2017,1.0,1.0
6284,137140,Jordan Young,2016,Old Dominion,Old Dominion,4037447,Jordan Young,2017,1.0,1.0
6285,137178,Elijah Lugo,2016,Navy,Navy,-1022747,Elijah Lugo,2017,1.0,1.0
6287,137148,Alex Mollette,2016,Marshall,Marshall,4043629,Alex Mollette,2017,1.0,1.0
6290,137160,Miles Daniel,2016,Kent State,Kent State,4038926,Miles Daniel,2017,1.0,1.0
