recruit_index,recruit_id,recruit_name,recruit_year,committed_to,mapped_team,filled_athlete_id,matched_history_name,history_season_start,name_score,match_score
9268,131959,David Redding,2017,Miami (OH),Miami (OH),4244323,David Redding,2018,1.0,1.0
9270,131970,Christian Mejia,2017,Washington State,Washington State,4245177,Christian Mejia,2018,1.0,1.0
9272,131975,Deven Lamp,2017,Tulsa,Tulsa,4244614,Deven Lamp,2018,1.0,1.0
9284,131987,Darrien Grant,2017,South Florida,South Florida,4255705,Darrien Grant,2018,1.0,1.0
9287,131993,Vincent McConnell,2017,Cincinnati,Cincinnati,4239105,Vincent McConnell,2018,1.0,1.0
9294,131997,Isaac Buell,2017,Virginia,Virginia,4240827,Isaac Buell,2018,1.0,1.0
9307,132010,Charlie Clark,2017,Georgia Tech,Georgia Tech,4240501,Charlie Clark,2018,1.0,1.0
9309,132012,Mekhi LaPointe,2017,South Florida,South Florida,4255693,Mekhi LaPointe,2018,1.0,1.0
9310,132014,Allan George,2017,Vanderbilt,Vanderbilt,4242655,Allan George,2018,1.0,1.0
9314,132017,Bill Taylor,2017,Auburn,Auburn,4242531,Bill Taylor,2018,1.0,1.0
9325,132034,Jamezz Kimbrough,2017,Central Michigan,Central Michigan,4244782,Jamezz Kimbrough,2018,1.0,1.0
9329,132037,David Cormier,2017,Air Force,Air Force,4571640,David Cormier,2021,1.0,0.85
9332,132041,Noah Harvey,2017,Michigan State,Michigan State,4241958,Noah Harvey,2018,1.0,1.0
9343,132046,Demetrius Murray,2017,Ball State,Ball State,4244738,Demetrius Murray,2018,1.0,1.0
9344,132047,Ethan Dedeaux,2017,San Diego State,San Diego State,4261610,Ethan Dedeaux,2018,1.0,1.0
9347,132048,Elijah Barnwell,2017,Rutgers,Rutgers,4259306,Elijah Barnwell,2018,1.0,1.0
9349,132053,Isaiah Green,2017,Marshall,Marshall,4261909,Isaiah Green,2018,1.0,1.0
9351,132052,Seth Harrell,2017,Coastal Carolina,Coastal Carolina,4259747,Seth Harrell,2018,1.0,1.0
9358,132061,Tyler Hayek,2017,Rutgers,Rutgers,4259322,Tyler Hayek,2018,1.0,1.0
9359,132064,Jackson Williamson,2017,Miami (OH),Miami (OH),4244297,Jackson Williamson,2018,1.0,1.0
9364,132066,Pat Bartlett,2017,Georgia State,Georgia State,4241272,Pat Bartlett,2018,1.0,1.0
9366,132072,Anthony Smith,2017,Texas State,Texas State,4685833,Anthony Smith,2020,1.0,0.9
9379,132083,DeAndre Williams,2017,Florida International,Florida International,4244675,DeAndre Williams,2018,1.0,1.0
9386,132092,KJ Anderson,2017,Western Michigan,Western Michigan,4240159,K.J. Anderson,2018,1.0,1.0
9387,132088,Javin Myers,2017,UL Monroe,UL Monroe,4258417,Javin Myers,2018,1.0,1.0
9391,132087,De'vante Mitchell,2017,Ohio,Ohio,4260933,De'Vante Mitchell,2018,1.0,1.0
9408,132111,Austin Upshaw,2017,SMU,SMU,4243765,Austin Upshaw,2018,1.0,1.0
9412,132117,Zane Pope,2017,Fresno State,Fresno State,4243001,Zane Pope,2018,1.0,1.0
9415,132122,Johnny Balderas,2017,San José State,San José State,4255925,Johnny Balderas,2018,1.0,1.0
9425,132128,Harrison Loveless,2017,SMU,SMU,4243773,Harrison Loveless,2018,1.0,1.0
9426,132129,Joseph Gilbertson,2017,Kansas,Kansas,4241319,Joseph Gilbertson,2018,1.0,1.0
9427,132131,Jake McClure,2017,Oklahoma State,Oklahoma State,4241418,Jake McClure,2018,1.0,1.0
9435,132134,Desmond Bessent,2017,San Diego State,San Diego State,4261625,Desmond Bessent,2018,1.0,1.0
9447,132150,Chris Bacon,2017,Georgia State,Georgia State,4241270,Chris Bacon,2018,1.0,1.0
9453,132155,Dadrian Taylor,2017,UTSA,UTSA,4245214,Dadrian Taylor,2018,1.0,1.0
9456,132161,Tyce Daniel,2017,Memphis,Memphis,4243390,Tyce Daniel,2018,1.0,1.0
9458,132172,Arnold Ebiketie,2017,Temple,Temple,4257591,Arnold Ebiketie,2018,1.0,1.0
9463,132165,Corvin Moment,2017,Western Michigan,Western Michigan,4240167,Corvin Moment,2018,1.0,1.0
9464,132173,Mark Walton,2017,Arizona State,Arizona State,4242895,Mark Walton,2018,1.0,1.0
9466,132164,Chike Otaluka,2017,Navy,Navy,4371858,Chike Otaluka,2018,1.0,1.0
9476,132179,Kevin Davis,2017,UTSA,UTSA,4245208,Kevin Davis,2018,1.0,1.0
9477,132178,Mason Cholewa,2017,UCF,UCF,4243565,Mason Cholewa,2018,1.0,1.0
9479,132180,Joe Hartung,2017,App State,App State,4241003,Joe Hartung,2018,1.0,1.0
9488,132191,Joe Doyle,2017,Tennessee,Tennessee,4242456,Joe Doyle,2018,1.0,1.0
9489,132195,Jamale Carothers,2017,Navy,Navy,4371860,Jamale Carothers,2018,1.0,1.0
9490,132192,Nolan McDonald,2017,Florida State,Florida State,-1010859,Nolan Mcdonald,2018,1.0,1.0
9492,132196,Schdarren Archie,2017,Louisiana,Louisiana,4249203,SchDarren Archie,2018,1.0,1.0
9500,132208,Drayton Law,2017,Central Michigan,Central Michigan,4244783,Drayton Law,2018,1.0,1.0
9502,132205,Rodney Hall,2017,Northern Illinois,Northern Illinois,4240886,Rodney Hall,2018,1.0,1.0
9504,132206,Travell Harris,2017,Washington State,Washington State,4245146,Travell Harris,2018,1.0,1.0
9512,132216,Bryce Cross,2017,Georgia Southern,Georgia Southern,4241903,Bryce Cross,2017,1.0,0.95
9528,132237,Tim Terry,2017,Buffalo,Buffalo,4257184,Tim Terry,2018,1.0,1.0
9542,132245,Kaylan Wiggins,2017,Florida International,Florida International,4244648,Kaylan Wiggins,2018,1.0,1.0
9544,132247,Tarique Milton,2017,Iowa State,Iowa State,4259197,Tarique Milton,2018,1.0,1.0
9556,132266,Delvontae Harris,2017,East Carolina,East Carolina,4239394,Delvontae Harris,2018,1.0,1.0
9562,132269,Joey Claybrook,2017,Tulane,Tulane,4243927,Joey Claybrook,2018,1.0,1.0
9563,132270,Zaven Collins,2017,Tulsa,Tulsa,4244606,Zaven Collins,2018,1.0,1.0
9565,132251,Joshua Mote,2017,Louisiana Tech,Louisiana Tech,4239693,Joshua Mote,2018,1.0,1.0
9569,132258,Audley Isaacs,2017,Temple,Temple,4257584,Audley Isaacs,2018,1.0,1.0
9572,132276,Josh Bowcut,2017,Utah State,Utah State,4570000,Josh Bowcut,2019,1.0,0.95
9573,132275,Cole Schneider,2017,UCF,UCF,4243554,Cole Schneider,2018,1.0,1.0
9574,132280,Tyger Goslin,2017,Navy,Navy,4371846,Tyger Goslin,2018,1.0,1.0
9576,132277,Brock Burns,2017,Ball State,Ball State,4244715,Brock Burns,2018,1.0,1.0
9578,132285,Pierce Banbury,2017,Navy,Navy,4371892,Pierce Banbury,2018,1.0,1.0
9589,132292,Gray Davis,2017,Nevada,Nevada,4241592,Gray Davis,2018,1.0,1.0
9590,132293,Tralon Thomas,2017,UL Monroe,UL Monroe,4258422,Tralon Thomas,2018,1.0,1.0
9593,132297,Jordan Nettles,2017,Northern Illinois,Northern Illinois,4258570,Jordan Nettles,2018,1.0,1.0
9601,132304,BJ Etienne,2017,Florida Atlantic,Florida Atlantic,4243807,BJ Etienne,2018,1.0,1.0
9603,132306,Ryan Rehkow,2017,BYU,BYU,4608820,Ryan Rehkow,2020,1.0,0.9
9609,132311,Noah Ruggles,2017,North Carolina,North Carolina,4240678,Noah Ruggles,2018,1.0,1.0
9613,132316,Sean Maginn,2017,Wake Forest,Wake Forest,4240425,Sean Maginn,2018,1.0,1.0
9617,132323,Jakari Robinson,2017,Cincinnati,Cincinnati,4239104,Jakari Robinson,2018,1.0,1.0
9620,132327,Isaiah Woullard,2017,Ole Miss,Ole Miss,4259910,Isaiah Woullard,2018,1.0,1.0
9631,132352,TJ Sullivan,2017,San Diego State,San Diego State,4361514,TJ Sullivan,2019,1.0,0.95
9633,132334,Kollin Hurt,2017,Louisiana Tech,Louisiana Tech,4239692,Kollin Hurt,2018,1.0,1.0
9639,132338,Kyron Taylor,2017,Marshall,Marshall,4261928,Kyron Taylor,2018,1.0,1.0
9641,132336,Jeremiah Stafford,2017,South Florida,South Florida,4255711,Jeremiah Stafford,2018,1.0,1.0
9663,132369,Dallas Hobbs,2017,Washington State,Washington State,4245179,Dallas Hobbs,2018,1.0,1.0
9668,132371,Jeremy Jennings,2017,Temple,Temple,4257576,Jeremy Jennings,2018,1.0,1.0
9670,132375,Michael Adams,2017,Charlotte,Charlotte,4259298,Michael Adams,2018,1.0,1.0
9671,132374,Steven Spenner,2017,Central Michigan,Central Michigan,-1006514,Steven Spenner,2018,1.0,1.0
9675,132380,Nate Givhan,2017,Toledo,Toledo,4257248,Nate Givhan,2018,1.0,1.0
9676,132379,Preston Lewis,2017,BYU,BYU,4608814,Preston Lewis,2020,1.0,0.9
9677,132377,Jimmy Daw,2017,Ball State,Ball State,4244720,Jimmy Daw,2018,1.0,1.0
9683,132383,Chris Sibilia,2017,Georgia State,Georgia State,4241285,Chris Sibilia,2018,1.0,1.0
9684,132387,Alec Lindstrom,2017,Boston College,Boston College,4239950,Alec Lindstrom,2018,1.0,1.0
9685,132391,Miles Reed,2017,Hawai'i,Hawai'i,4256085,Miles Reed,2018,1.0,1.0
9687,132388,CJ Hunt,2017,Eastern Michigan,Eastern Michigan,4244828,CJ Hunt,2018,1.0,1.0
9699,132405,Ryan Dominick,2017,Northwestern,Northwestern,-1026106,Ryan Dominick,2018,1.0,1.0
9708,132411,Mershawn Miller,2017,Florida International,Florida International,4244667,Mershawn Miller,2018,1.0,1.0
9709,132413,Cooper Root,2017,Kansas,Kansas,4241306,Cooper Root,2018,1.0,1.0
9720,132440,Jadan Blue,2017,Temple,Temple,4257587,Jadan Blue,2018,1.0,1.0
9721,132432,Shawn Wiley,2017,Central Michigan,Central Michigan,-1006516,Shawn Wiley,2018,1.0,1.0
9722,132442,Gavin Dunayski,2017,Wyoming,Wyoming,4240337,Gavin Dunayski,2018,1.0,1.0
9727,132428,Timothy Taylor,2017,Memphis,Memphis,4243365,Timothy Taylor,2018,1.0,1.0
9729,132427,Damien Degruy,2017,Fresno State,Fresno State,4242989,Damien DeGruy,2017,1.0,0.95
9730,132425,TyRae Thornton,2017,Rice,Rice,4244860,Tyrae Thornton,2018,1.0,1.0
9731,132414,K.J. Minter,2017,Ohio,Ohio,4260935,K.J. Minter,2018,1.0,1.0
9732,132415,Michael Makins,2017,Coastal Carolina,Coastal Carolina,4241083,Michael Makins,2018,1.0,1.0
9735,132419,Jared Edwards,2017,Memphis,Memphis,4360300,Jared Edwards,2019,1.0,0.95
9738,132421,Isaiah Richardson,2017,Rice,Rice,4244863,Isaiah Richardson,2018,1.0,1.0
9742,132444,Jay Dineen,2017,Kansas,Kansas,4241310,Jay Dineen,2018,1.0,1.0
9747,132448,Lacedrick Brunson,2017,Florida,Florida,4240605,Lacedrick Brunson,2018,1.0,1.0
9756,132459,Adonicas Sanders,2017,Georgia Tech,Georgia Tech,4240506,Adonicas Sanders,2018,1.0,1.0
9765,132479,Nick Okeke,2017,Louisville,Louisville,4259365,Nick Okeke,2018,1.0,1.0
9778,132481,London Harris,2017,Texas State,Texas State,4241668,London Harris,2018,1.0,1.0
9796,132501,Malik Jackson,2017,Tulsa,Tulsa,4244618,Malik Jackson,2018,1.0,1.0
9802,132509,Spencer Gardner,2017,Louisiana,Louisiana,4241562,Spencer Gardner,2018,1.0,1.0
9819,132525,Corte Tapia,2017,Colorado State,Colorado State,4256052,Corte Tapia,2018,1.0,1.0
9822,132549,Jalen Sami,2017,Colorado,Colorado,4243195,Jalen Sami,2019,1.0,0.95
9826,132546,Patrick Nuss,2017,UAB,UAB,4239809,Patrick Nuss,2018,1.0,1.0
9832,132536,Cameron Muller,2017,Old Dominion,Old Dominion,4243499,Cameron Muller,2018,1.0,1.0
9838,132526,Samari Saddler,2017,Eastern Michigan,Eastern Michigan,4363546,Samari Saddler,2019,1.0,0.95
9854,132551,Diashun Moss,2017,Florida Atlantic,Florida Atlantic,4243817,Diashun Moss,2017,1.0,0.95
9859,132559,Adam Winter,2017,Wake Forest,Wake Forest,4256916,Adam Winter,2018,1.0,1.0
9861,132565,Donovan Hanna,2017,BYU,BYU,4714403,Donovan Hanna,2021,1.0,0.85
9871,132575,Davyn Flenord,2017,South Alabama,South Alabama,4249423,Davyn Flenord,2018,1.0,1.0
9872,132576,Jamal Turner,2017,Toledo,Toledo,4257257,Jamal Turner,2018,1.0,1.0
9873,132574,Adam Mehelic,2017,Miami (OH),Miami (OH),4244326,Adam Mehelic,2018,1.0,1.0
9885,132609,Norman Anderson,2017,Central Michigan,Central Michigan,4244770,Norman Anderson,2018,1.0,1.0
9887,132607,Langston Murray,2017,New Mexico,New Mexico,4261186,Langston Murray,2018,1.0,1.0
9895,132633,Kyle Van Leeuwen,2017,Utah State,Utah State,4569986,Kyle Van Leeuwen,2019,1.0,0.95
9898,132634,Jamare Edwards,2017,Marshall,Marshall,4261936,Jamare Edwards,2018,1.0,1.0
9911,132596,Kevin LeDee,2017,Tulane,Tulane,4243930,Kevin LeDee,2018,1.0,1.0
9913,132628,Jawon Denton,2017,Northern Illinois,Northern Illinois,4362255,Jawon Denton,2018,1.0,1.0
9914,132627,Sterling Weatherford,2017,Miami (OH),Miami (OH),4244299,Sterling Weatherford,2018,1.0,1.0
9916,132625,Matt Morgan,2017,East Carolina,East Carolina,4239402,Matt Morgan,2018,1.0,1.0
9920,132619,Griffin Hebert,2017,Louisiana Tech,Louisiana Tech,4239691,Griffin Hebert,2018,1.0,1.0
9949,132656,Mark Salazar,2017,San Diego State,San Diego State,4261600,Mark Salazar,2018,1.0,1.0
9953,132657,Kenderick Duncan,2017,Georgia Southern,Georgia Southern,4241129,Kenderick Duncan,2018,1.0,1.0
9954,132653,Logan Arnold,2017,UAB,UAB,4239760,Logan Arnold,2018,1.0,1.0
9956,132660,George Reid,2017,Temple,Temple,4257579,George Reid,2018,1.0,1.0
9960,132663,James Patterson,2017,Buffalo,Buffalo,4362450,James Patterson,2018,1.0,1.0
9961,132664,Connor Adair,2017,Memphis,Memphis,4243364,Connor Adair,2018,1.0,1.0
9970,132669,Patrick McClure,2017,Clemson,Clemson,4249919,Patrick McClure,2018,1.0,1.0
9976,132691,Spencer Clapp,2017,Wake Forest,Wake Forest,4240421,Spencer Clapp,2018,1.0,1.0
10004,132705,Dontae Bull,2017,Fresno State,Fresno State,4243013,Dontae Bull,2018,1.0,1.0
10005,132706,Dante Smith,2017,Arizona,Arizona,4569150,Dante Smith,2018,1.0,1.0
10007,132709,Davis Shanley,2017,Western Kentucky,Western Kentucky,4243456,Davis Shanley,2018,1.0,1.0
10008,132711,Jake Mckenzie,2017,Ball State,Ball State,4244736,Jake McKenzie,2018,1.0,1.0
10009,132712,Davon Wells-Ross,2017,Wyoming,Wyoming,4240354,Davon Wells-Ross,2018,1.0,1.0
10010,132714,John Stamos,2017,Navy,Navy,-1022760,John Stamos,2018,1.0,1.0
10012,132717,Daniel Charles,2017,East Carolina,East Carolina,4360138,Daniel Charles,2018,1.0,1.0
10017,132728,Willie Langham,2017,Tulane,Tulane,4243909,Willie Langham,2018,1.0,1.0
10021,132734,C.J. Fletcher,2017,UL Monroe,UL Monroe,4373690,CJ Fletcher,2018,1.0,1.0
10022,132735,Chris DiTommaso,2017,Massachusetts,Massachusetts,4256234,Chris DiTommaso,2018,1.0,1.0
10025,132741,Dean Powell,2017,Army,Army,4373788,Dean Powell,2018,1.0,1.0
10049,132751,Cameron Jackel,2017,Tulane,Tulane,4243925,Cameron Jackel,2018,1.0,1.0
10051,132754,Calvin Brownholtz,2017,UTEP,UTEP,4362033,Calvin Brownholtz,2019,1.0,0.95
10052,132755,Seth Willis,2017,BYU,BYU,4608830,Seth Willis,2020,1.0,0.9
10054,132749,Dakari Carter,2017,Toledo,Toledo,4362270,Dakari Carter,2018,1.0,1.0
10058,132764,Milton Williams,2017,Louisiana Tech,Louisiana Tech,4239699,Milton Williams,2018,1.0,1.0
10059,132757,Caleb Kelly,2017,Georgia Southern,Georgia Southern,4241137,Caleb Kelly,2018,1.0,1.0
10063,132766,Isaac Hampton,2017,Miami (OH),Miami (OH),4244314,Isaac Hampton,2018,1.0,1.0
10065,132767,Bernhard Raimann,2017,Central Michigan,Central Michigan,4362580,Bernhard Raimann,2018,1.0,1.0
10066,132770,Caleb Carlile,2017,Texas State,Texas State,4241694,Caleb Carlile,2018,1.0,1.0
10071,132781,Tanner Mathias,2017,Western Michigan,Western Michigan,4240178,Tanner Mathias,2018,1.0,1.0
10072,132777,Vonnie Watkins,2017,Ohio,Ohio,4570288,Vonnie Watkins,2019,1.0,0.95
10074,132776,Jacob Webb,2017,Charlotte,Charlotte,4259289,Jacob Webb,2018,1.0,1.0
10076,132779,Jakeem Patrick,2017,Air Force,Air Force,4571647,Jakeem Patrick,2018,1.0,1.0
10084,132808,Connor Mitchell,2017,San Diego State,San Diego State,4242264,Connor Mitchell,2018,1.0,1.0
10090,132798,Tevin Jones,2017,Florida International,Florida International,4244679,Tevin Jones,2018,1.0,1.0
10119,132823,Caleb Clear,2017,Navy,Navy,4371847,Caleb Clear,2018,1.0,1.0
10128,132845,Bryson Powers,2017,Tulsa,Tulsa,4244604,Bryson Powers,2018,1.0,1.0
10130,132841,Shaun Jolly,2017,App State,App State,4241008,Shaun Jolly,2018,1.0,1.0
10131,132830,Henry Segura,2017,Charlotte,Charlotte,4259280,Henry Segura,2018,1.0,1.0
10133,132829,Jonah Buchanan,2017,Vanderbilt,Vanderbilt,4242649,Jonah Buchanan,2018,1.0,1.0
10134,132850,Mason Fakahua,2017,BYU,BYU,4608803,Mason Fakahua,2020,1.0,0.9
10139,132837,Logan Peterson,2017,Florida Atlantic,Florida Atlantic,4243819,Logan Peterson,2018,1.0,1.0
10140,132848,Ifeanyi Maijeh,2017,Temple,Temple,4257589,Ifeanyi Maijeh,2018,1.0,1.0
10158,132877,Chris Boudreaux,2017,Rice,Rice,4244854,Chris Boudreaux,2018,1.0,1.0
10160,132865,Darius Corbett,2017,Toledo,Toledo,4257244,Darius Corbett,2018,1.0,1.0
10173,132892,Heneli Bloomfield,2017,Utah State,Utah State,4686927,Heneli Bloomfield,2020,1.0,0.9
10181,132886,Saeed Holt,2017,Toledo,Toledo,4362265,Saeed Holt,2018,1.0,1.0
10182,132881,Preston Hutchinson,2017,Eastern Michigan,Eastern Michigan,4244804,Preston Hutchinson,2018,1.0,1.0
10191,132913,Melvin Hill,2017,Massachusetts,Massachusetts,4256236,Melvin Hill,2018,1.0,1.0
10197,132895,Patrick Nauert,2017,Air Force,Air Force,-1000111,Patrick Nauert,2018,1.0,1.0
10203,132901,Jarrod Leeds,2017,Georgia Southern,Georgia Southern,4241125,Jarrod Leeds,2018,1.0,1.0
10207,132906,Hunter Johnson,2017,Wisconsin,Wisconsin,4242341,Hunter Johnson,2018,1.0,1.0
10209,132909,Jeremiah Boyd,2017,Navy,Navy,4371868,Jeremiah Boyd,2018,1.0,1.0
10219,132922,Brandon Brown,2017,Central Michigan,Central Michigan,4244773,Brandon Brown,2018,1.0,1.0
10221,132918,Blake Proehl,2017,East Carolina,East Carolina,4239406,Blake Proehl,2018,1.0,1.0
10224,132929,Nate Weinman,2017,Wyoming,Wyoming,4240353,Nate Weinman,2018,1.0,1.0
10235,132939,Ryan Newton,2017,Miami (OH),Miami (OH),4244309,Ryan Newton,2018,1.0,1.0
10242,132947,Chris Cameron,2017,Army,Army,4373764,Chris Cameron,2018,1.0,1.0
10244,132948,Christian Braswell,2017,Temple,Temple,4257580,Christian Braswell,2018,1.0,1.0
10245,132953,Elijah Boyd,2017,Army,Army,4429167,Elijah Boyd,2019,1.0,0.95
10247,132949,Kamaron Holloway,2017,Army,Army,4373792,Kamaron Holloway,2018,1.0,1.0
10249,132945,Dillon Thomas,2017,Northern Illinois,Northern Illinois,4258576,Dillon Thomas,2018,1.0,1.0
10250,132946,Gage Blackston,2017,App State,App State,4240997,Gage Blackston,2018,1.0,1.0
10254,132956,Malik Sumter,2017,Georgia State,Georgia State,4241287,Malik Sumter,2018,1.0,1.0
10279,132981,Austin Camden,2017,UCF,UCF,4257611,Austin Camden,2018,1.0,1.0
10280,132982,Nick Follmer,2017,Central Michigan,Central Michigan,4244780,Nick Follmer,2018,1.0,1.0
10283,132987,Devon High,2017,Navy,Navy,4371854,Devon High,2018,1.0,1.0
10286,133001,Delon Jemmott,2017,San Diego State,San Diego State,-1031014,Delon Jemmott,2018,1.0,1.0
10287,133000,Hunter Smith,2017,UL Monroe,UL Monroe,4258419,Hunter Smith,2018,1.0,1.0
10288,132999,Seyddrick Lakalaka,2017,San Diego State,San Diego State,4261613,Seyddrick Lakalaka,2018,1.0,1.0
10300,133009,Ty Mason,2017,Temple,Temple,4257582,Ty Mason,2018,1.0,1.0
10302,133007,Akil Francisco,2017,Hawai'i,Hawai'i,4256084,Akil Francisco,2018,1.0,1.0
10305,133006,Samson Jackson,2017,Ohio,Ohio,4260958,Samson Jackson,2018,1.0,1.0
10308,133011,Gaven Swinson,2017,New Mexico State,New Mexico State,-1024372,Gaven Swinson,2018,1.0,1.0
10319,133017,Jordan Strachan,2017,Georgia State,Georgia State,4258326,Jordan Strachan,2018,1.0,1.0
10329,133064,Jalen Tolbert,2017,South Alabama,South Alabama,4249417,Jalen Tolbert,2018,1.0,1.0
10330,133065,Jaalon Frazier,2017,Georgia Southern,Georgia Southern,4241130,Jaalon Frazier,2018,1.0,1.0
10348,133058,Brayden DeVault-Smith,2017,Vanderbilt,Vanderbilt,4242652,Brayden DeVault-Smith,2018,1.0,1.0
10354,133033,Walter Haire,2017,Bowling Green,Bowling Green,4244043,Walter Haire,2018,1.0,1.0
10369,133072,Jalen Johnson,2017,Louisiana,Louisiana,4249208,Ja'len Johnson,2018,1.0,1.0
10370,133079,Jake Henry,2017,App State,App State,4241005,Jake Henry,2018,1.0,1.0
10371,133069,Ethan Merriweather,2017,Ball State,Ball State,4244737,Ethan Merriweather,2018,1.0,1.0
10372,133074,Tyler Lavine,2017,SMU,SMU,4568583,Tyler Lavine,2019,1.0,0.95
10373,133085,Darius Bracy,2017,Central Michigan,Central Michigan,4244772,Darius Bracy,2018,1.0,1.0
10375,133084,Cole Spencer,2017,Western Kentucky,Western Kentucky,4243472,Cole Spencer,2018,1.0,1.0
10378,133087,Brendan Devera,2017,Rutgers,Rutgers,4259316,Brendan DeVera,2017,1.0,0.95
10380,133082,Geronda Hall,2017,Old Dominion,Old Dominion,4243488,Geronda Hall,2018,1.0,1.0
10382,133086,Amos Ogun-Semore,2017,Ohio,Ohio,4260959,Amos Ogun-Semore,2018,1.0,1.0
10398,133098,Chris Paul,2017,Tulsa,Tulsa,4244615,Chris Paul,2018,1.0,1.0
10401,133101,Perry Carter,2017,UL Monroe,UL Monroe,4258412,Perry Carter,2018,1.0,1.0
10404,133104,Malcolm Lee,2017,Ball State,Ball State,4361630,Malcolm Lee,2018,1.0,1.0
10405,133106,Brandt Peterson,2017,Rice,Rice,4244874,Brandt Peterson,2018,1.0,1.0
10407,133108,Camren Taylor,2017,Navy,Navy,-1022762,Camren Taylor,2018,1.0,1.0
10408,133110,Isaac Vance,2017,Kent State,Kent State,4244075,Isaac Vance,2018,1.0,1.0
10411,133114,Kieran Firment,2017,Colorado State,Colorado State,4256037,Kieran Firment,2018,1.0,1.0
10412,133116,Kaelin Byrd,2017,Army,Army,4373767,Kaelin Byrd,2018,1.0,1.0
10423,133146,Joctavis Phillips,2017,Colorado State,Colorado State,4256048,Joctavis Phillips,2018,1.0,1.0
10424,133143,Frendy Darelus,2017,Buffalo,Buffalo,4257204,Frendy Darelus,2018,1.0,1.0
10426,133125,Cameron Dollar,2017,Charlotte,Charlotte,4259270,Cameron Dollar,2018,1.0,1.0
10427,133127,Jaylen Hall,2017,Western Michigan,Western Michigan,4240176,Jaylen Hall,2018,1.0,1.0
10433,133132,Brian Parish,2017,North Texas,North Texas,4243858,Brian Parish,2018,1.0,1.0
10435,133148,Marc-David Bien-Aime,2017,Fresno State,Fresno State,4243012,Marc-David Bien-Aime,2019,1.0,0.95
10438,133136,Turner Coxe,2017,SMU,SMU,4243779,Turner Coxe,2018,1.0,1.0
10482,133181,Rusty Staats,2017,Western Kentucky,Western Kentucky,4363074,Rusty Staats,2019,1.0,0.95
10489,133214,Justin Dutton,2017,Arkansas State,Arkansas State,4241061,Justin Dutton,2018,1.0,1.0
10497,133197,Isiah Cox,2017,Ohio,Ohio,4362301,Isiah Cox,2018,1.0,1.0
10500,133202,Jordyn Riley,2017,Akron,Akron,4240144,Jordyn Riley,2018,1.0,1.0
10501,133190,Patrick Arnold,2017,Wyoming,Wyoming,4240328,Patrick Arnold,2018,1.0,1.0
10506,133208,Kenneth Major,2017,Purdue,Purdue,4260398,Kenneth Major,2018,1.0,1.0
10508,133209,Jaeger Bull,2017,Rice,Rice,4244877,Jaeger Bull,2018,1.0,1.0
10537,133257,Brian Abosi,2017,Massachusetts,Massachusetts,4256235,Brian Abosi,2018,1.0,1.0
10540,133261,Chris Thornton,2017,North Texas,North Texas,4243839,Chris Thornton,2018,1.0,1.0
10544,133242,Nick Bernacchi,2017,Navy,Navy,4371893,Nick Bernacchi,2018,1.0,1.0
10552,133231,Hunter Corne,2017,Akron,Akron,4240136,Hunter Corne,2018,1.0,1.0
10564,133281,Amir Siddiq,2017,Central Michigan,Central Michigan,4291989,Amir Siddiq,2018,1.0,1.0
10565,133277,Xazavian Valladay,2017,Wyoming,Wyoming,4240350,Xazavian Valladay,2018,1.0,1.0
10566,133265,Trey Schuman,2017,Rice,Rice,4244872,Trey Schuman,2018,1.0,1.0
10567,133266,Jaret Patterson,2017,Buffalo,Buffalo,4362452,Jaret Patterson,2018,1.0,1.0
10568,133278,Tariq Drake,2017,Ohio,Ohio,4260939,Tariq Drake,2018,1.0,1.0
10571,133279,Zach Dziengelewski,2017,Bowling Green,Bowling Green,4244046,Zach Dziengelewski,2018,1.0,1.0
10573,133264,Willie Reid,2017,Central Michigan,Central Michigan,-1006482,Willie Reid,2018,1.0,1.0
10576,133274,Matthew Young,2017,New Mexico State,New Mexico State,4241648,Matthew Young,2018,1.0,1.0
10577,133270,Dylan Parham,2017,Memphis,Memphis,4243375,Dylan Parham,2018,1.0,1.0
10578,133263,Michael Kennedy,2017,Northern Illinois,Northern Illinois,4258566,Michael Kennedy,2018,1.0,1.0
10579,133271,Brian Greene,2017,Washington State,Washington State,4245165,Brian Greene,2018,1.0,1.0
10580,133718,Ray Gonzalez,2017,Army,Army,-1002986,Ray Gonzalez,2018,1.0,1.0
10625,133837,Cole Brungardt,2017,Kansas,Kansas,4241308,Cole Brungardt,2018,1.0,1.0
10634,133846,Hunter Kaufman,2017,Kansas,Kansas,4241320,Hunter Kaufman,2018,1.0,1.0
10635,133847,Cedrick Cunningham,2017,Army,Army,4373748,Cedrick Cunningham,2018,1.0,1.0
10639,133849,Markens Pierre,2017,Army,Army,4373759,Markens Pierre,2018,1.0,1.0
10645,133853,Scott Murphy,2017,Army,Army,-1003004,Scott Murphy,2018,1.0,1.0
10650,133740,Chris Pearson,2017,Navy,Navy,4243743,Chris Pearson,2017,1.0,0.95
10652,133741,Eddie Crutchfield,2017,Army,Army,4373798,Eddie Crutchfield,2018,1.0,1.0
10666,133750,Dakare Coston,2017,Navy,Navy,4371849,Dakare Coston,2018,1.0,1.0
10683,133811,Mike Williams,2017,Army,Army,4362090,Mike Williams,2018,1.0,1.0
10685,133813,Quinton Mcquillan,2017,Kansas,Kansas,-1014996,Quinton McQuillan,2017,1.0,0.95
10694,133829,Brooks Hosea,2017,Army,Army,4373758,Brooks Hosea,2018,1.0,1.0
