sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,yds,yds_g,comp,att,pct,td,int,rate,games_played,year,category
320,Ryan,Rose,Ryan Rose,/ga/norcross/wesleyan-wolves/athletes/ryan-rose/football/stats/?careerid=4soe7cm4i2pg0,4soe7cm4i2pg0,QB,Wesleyan,GA,2150,2150,153.6,167,260,0.642,13,9,92,14,2020,sacks
321,Wade,Jarman,Wade Jarman,/nc/greenville/jh-rose-rampants/athletes/wade-jarman/football/stats/?careerid=c8kfmicp3mko8,c8kfmicp3mko8,"QB, P",J.H. Rose,NC,2149,2149,307.0,165,228,0.724,25,16,109,7,2020,sacks
322,Liu,Aumavae,Liu Aumavae,/dc/washington/st-johns-cadets/athletes/liu-aumavae/football/stats/?careerid=ivc0iu5ltpgg0,ivc0iu5ltpgg0,QB,Timpview,UT,2148,2148,179.0,177,302,0.586,16,10,84,12,2020,sacks
323,Albert,Rodriguez,Albert Rodriguez,/tx/san-angelo/lake-view-chiefs-maidens/athletes/albert-rodriguez/football/stats/?careerid=1rbllo5dd3m33,1rbllo5dd3m33,QB,Lake View,TX,2146,2146,268.2,142,300,0.473,23,8,86,8,2020,sacks
324,Clark,Barrett,Clark Barrett,/in/lafayette/lafayette-central-catholic-knights/athletes/clark-barrett/football/stats/?careerid=p6r8j3m55l6i2,p6r8j3m55l6i2,QB,Lafayette Central Catholic,IN,2145,2145,238.3,155,293,0.529,18,6,89,9,2020,sacks
325,Drew,Collins,Drew Collins,/mi/montague/montague-wildcats/athletes/drew-collins/football/stats/?careerid=lu8hbi40cs2ff,lu8hbi40cs2ff,"QB, OLB",Montague,MI,2138,2138,178.2,151,209,0.722,25,2,141,12,2020,sacks
326,Landon,Cheney,Landon Cheney,/id/nampa/nampa-christian-trojans/athletes/landon-cheney/football/stats/?careerid=016emesdull99,016emesdull99,"QB, LB",Nampa Christian,ID,2138,2138,237.6,142,232,0.612,20,7,108,9,2020,sacks
327,Jacariaous,Lewis,Jacariaous Lewis,/tx/el-paso/parkland-matadors/athletes/jacariaous-lewis/football/stats/?careerid=7ibv31dp17p22,7ibv31dp17p22,QB,Parkland,TX,2137,2137,237.4,144,221,0.652,20,3,121,9,2020,sacks
328,Jordan,Freyou,Jordan Freyou,/la/lafayette/acadiana-christian-defenders/athletes/jordan-freyou/football/stats/?careerid=e5tl5nvr5gs22,e5tl5nvr5gs22,QB,Acadiana Christian,LA,2137,2137,194.3,129,246,0.524,27,8,105,11,2020,sacks
329,Lawson,Nairn,Lawson Nairn,/tx/millsap/millsap-bulldogs/athletes/lawson-nairn/football/stats/?careerid=lrlevo570f2ff,lrlevo570f2ff,"QB, FS",Millsap,TX,2134,2134,194.0,135,223,0.605,16,7,103,11,2020,sacks
330,Johnny,Luevano,Johnny Luevano,/tx/bryan/brazos-christian-eagles/athletes/johnny-luevano/football/stats/?careerid=9i161buncpv77,9i161buncpv77,"QB, DE",Brazos Christian,TX,2132,2132,236.9,127,238,0.534,27,5,113,9,2020,sacks
331,Dalan,Thompson,Dalan Thompson,/id/jerome/jerome-tigers/athletes/dalan-thompson/football/stats/?careerid=uo8n97ejf5dsc,uo8n97ejf5dsc,QB,Jerome,ID,2131,2131,236.8,137,268,0.511,26,12,91,9,2020,sacks
332,Logan,Hackett,Logan Hackett,/fl/lakeland/lake-gibson-braves/athletes/logan-hackett/football/stats/?careerid=mti4bdubqlprb,mti4bdubqlprb,QB,Lake Gibson,FL,2131,2131,177.6,136,206,0.66,27,3,134,12,2020,sacks
333,Michael,Henwood,Michael Henwood,/pa/hermitage/hickory-hornets/athletes/michael-henwood/football/stats/?careerid=03srvfs9amup9,03srvfs9amup9,"QB, CB",Hickory,PA,2130,2130,213.0,138,222,0.622,21,11,105,10,2020,sacks
334,Jeremiah,Northern,Jeremiah Northern,/ar/blytheville/blytheville-chickasaws/athletes/jeremiah-northern/football/stats/?careerid=v7gcdgfuu8uj3,v7gcdgfuu8uj3,QB,Blytheville,AR,2129,2129,212.9,129,248,0.52,19,9,92,10,2020,sacks
335,Colin,Amison,Colin Amison,/fl/port-st-joe/port-st-joe-tiger-sharks/athletes/colin-amison/football/stats/?careerid=pe7nqb2an8677,pe7nqb2an8677,QB,Port St. Joe,FL,2128,2128,236.4,125,204,0.613,20,8,113,9,2020,sacks
336,Carson,Parmer,Carson Parmer,/in/greensburg/north-decatur-chargers/athletes/carson-parmer/football/stats/?careerid=n6ngh3ful5600,n6ngh3ful5600,"QB, TE",North Decatur,IN,2128,2128,163.7,123,227,0.542,27,12,104,13,2020,sacks
337,Kade,Bryant,Kade Bryant,/al/brilliant/brilliant-tigers/athletes/kade-bryant/football/stats/?careerid=m2bs0q8mfvhm6,m2bs0q8mfvhm6,"QB, MLB",Brilliant,AL,2127,2127,177.2,130,239,0.544,25,14,95,12,2020,sacks
338,Eli,Wisdom,Eli Wisdom,/ar/springdale/shiloh-christian-saints/athletes/eli-wisdom/football/stats/?careerid=k0ogk4mi1oe88,k0ogk4mi1oe88,"QB, CB",Shiloh Christian,AR,2125,2125,141.7,145,240,0.604,23,7,109,15,2020,sacks
339,Isaiah,Claunch,Isaiah Claunch,/mt/billings/billings-west-golden-bears/athletes/isaiah-claunch/football/stats/?careerid=3jp76cho3vb33,3jp76cho3vb33,"QB, MLB",Billings West,MT,2124,2124,212.4,127,199,0.638,25,9,120,10,2020,sacks
340,Jake,Lundin,Jake Lundin,/ut/north-logan/green-canyon-wolves/athletes/jake-lundin/football/stats/?careerid=pch4705ctb1l5,pch4705ctb1l5,"QB, DB",Green Canyon,UT,2118,2118,211.8,167,274,0.609,18,11,90,10,2020,sacks
341,Zach,Harris,Zach Harris,/ga/milton/cambridge-bears/athletes/zach-harris/football/stats/?careerid=nj06lumng2ik4,nj06lumng2ik4,QB,Cambridge,GA,2117,2117,176.4,161,285,0.565,14,13,77,12,2020,sacks
342,Cole,Fuerbacher,Cole Fuerbacher,/mo/springfield/glendale-falcons/athletes/cole-fuerbacher/football/stats/?careerid=de93ljfbvkobb,de93ljfbvkobb,QB,Glendale,MO,2115,2115,302.1,191,286,0.668,21,10,98,7,2020,sacks
343,Ronnie,Baker,Ronnie Baker,/ga/thomasville/thomasville-bulldogs/athletes/ronnie-baker/football/stats/?careerid=u40g6u8tlet11,u40g6u8tlet11,QB,Thomasville,GA,2113,2113,162.5,191,312,0.612,22,10,91,13,2020,sacks
344,Caleb,Hay,Caleb Hay,/vt/bennington/mount-anthony-patriots/athletes/caleb-hay/football/stats/?careerid=91ppk8rgrobp9,91ppk8rgrobp9,QB,Mount Anthony,VT,2109,2109,210.9,153,305,0.502,24,9,87,10,2020,sacks
345,Luke,Hedrick,Luke Hedrick,/fl/orlando/bishop-moore-hornets/athletes/luke-hedrick/football/stats/?careerid=gol3it1ivumg0,gol3it1ivumg0,QB,Bishop Moore,FL,2109,2109,234.3,144,241,0.598,20,4,109,9,2020,sacks
346,Ryan,Walker,Ryan Walker,/tx/coppell/coppell-cowboys/athletes/ryan-walker/football/stats/?careerid=01s6h8i1r86cc,01s6h8i1r86cc,"QB, WR",Coppell,TX,2108,2108,234.2,152,256,0.594,25,7,107,9,2020,sacks
347,Jake,Merklinger,Jake Merklinger,/ga/savannah/calvary-day-cavaliers/athletes/jake-merklinger/football/stats/?careerid=3is62ce1l3t99,3is62ce1l3t99,QB,Calvary Day,GA,2107,2107,162.1,162,250,0.648,18,12,95,13,2020,sacks
348,Kendall,Mckoy,Kendall Mckoy,/nc/elon/western-alamance-warriors/athletes/kendall-mckoy/football/stats/?careerid=ggltjhafgpoff,ggltjhafgpoff,QB,Western Alamance,NC,2104,2104,210.4,116,197,0.589,19,0,128,10,2020,sacks
349,Always,Wright,Always Wright,/mo/joplin/joplin-eagles/athletes/always-wright/football/stats/?careerid=qenft18hgavvf,qenft18hgavvf,QB,Joplin,MO,2102,2102,210.2,172,238,0.723,16,8,108,10,2020,sacks
350,Gage,Dayley,Gage Dayley,/az/gilbert/highland-hawks/athletes/gage-dayley/football/stats/?careerid=vtbq822u9n2ee,vtbq822u9n2ee,QB,Highland,AZ,2102,2102,191.1,130,199,0.653,17,6,116,11,2020,sacks
351,Reece,Essler,Reece Essler,/tx/henrietta/henrietta-bearcats/athletes/reece-essler/football/stats/?careerid=vhhbeav29jmrb,vhhbeav29jmrb,"QB, OLB",Henrietta,TX,2101,2101,210.1,134,292,0.459,21,15,73,10,2020,sacks
352,Kyler,Parker,Kyler Parker,/tn/lynchburg/moore-county-raiders/athletes/kyler-parker/football/stats/?careerid=sjbfq74atbraa,sjbfq74atbraa,"SB, FS",Moore County,TN,2096,2096,161.2,141,243,0.58,24,6,109,13,2020,sacks
353,Ty,Pennington,Ty Pennington,/ok/sand-springs/sand-springs-sandites/athletes/ty-pennington/football/stats/?careerid=8lpi096b65q33,8lpi096b65q33,QB,Sand Springs,OK,2094,2094,190.4,131,254,0.516,14,4,91,11,2020,sacks
354,Colton,Marwill,Colton Marwill,/tx/tomball/tomball-memorial-wildcats/athletes/colton-marwill/football/stats/?careerid=8citse61tjdrb,8citse61tjdrb,QB,Tomball Memorial,TX,2092,2092,232.4,114,180,0.633,24,5,131,9,2020,sacks
355,John alan,Richter,John alan Richter,/ga/gray/jones-county-greyhounds/athletes/john-alan-richter/football/stats/?careerid=hnumt1k8qnp88,hnumt1k8qnp88,QB,Jones County,GA,2089,2089,149.2,173,298,0.581,19,9,88,14,2020,sacks
356,Luca,Stanzani,Luca Stanzani,/fl/clearwater/clearwater-academy-international-knights/athletes/luca-stanzani/football/stats/?careerid=skb4luijmgoee,skb4luijmgoee,QB,Clearwater Academy International,FL,2088,2088,232.0,116,216,0.537,16,14,85,9,2020,sacks
357,Will,Ross,Will Ross,/ar/hot-springs/lakeside-rams/athletes/will-ross/football/stats/?careerid=934dpcfru12vf,934dpcfru12vf,QB,Lakeside,AR,2087,2087,189.7,165,263,0.627,23,5,109,11,2020,sacks
358,Amari,Odom,Amari Odom,/nc/durham/jordan-falcons/athletes/amari-odom/football/stats/?careerid=fqbvujejon2p9,fqbvujejon2p9,"QB, FS",Panther Creek,NC,2087,2087,231.9,154,260,0.592,24,9,101,9,2020,sacks
359,Michael,Rich jr.,Michael Rich jr.,/al/gadsden/southside-panthers/athletes/michael-rich-jr/football/stats/?careerid=kjpd75bsip999,kjpd75bsip999,QB,Southside,AL,2086,2086,208.6,117,200,0.585,15,6,107,10,2020,sacks
360,Chandler,“makinley” everett,Chandler “makinley” everett,/ga/trenton/dade-county-wolverines/athletes/chandler-%E2%80%9Cmakinley%E2%80%9D-everett/football/stats/?careerid=8e94fnnfpjrp9,8e94fnnfpjrp9,QB,Dade County,GA,2085,2085,208.5,163,266,0.613,24,16,91,10,2020,sacks
361,Brock,Mast,Brock Mast,/az/peoria/liberty-lions/athletes/brock-mast/football/stats/?careerid=0uqdt4q5ta5dd,0uqdt4q5ta5dd,QB,Liberty,AZ,2084,2084,208.4,160,266,0.602,23,7,103,10,2020,sacks
362,Blake,Ethridge,Blake Ethridge,/ga/kathleen/veterans-warhawks/athletes/blake-ethridge/football/stats/?careerid=iahmebd76bog0,iahmebd76bog0,QB,Veterans,GA,2084,2084,208.4,149,261,0.571,15,6,93,10,2020,sacks
363,Dillon,Simon,Dillon Simon,/la/lake-charles/lake-charles-college-prep-trailblazers/athletes/dillon-simon/football/stats/?careerid=8s1mdob4os644,8s1mdob4os644,QB,Lake Charles College Prep,LA,2084,2084,208.4,137,189,0.725,28,2,144,10,2020,sacks
364,Ty,Black,Ty Black,/ks/shawnee-mission/shawnee-mission-northwest-cougars/athletes/ty-black/football/stats/?careerid=n33mjentiqvee,n33mjentiqvee,QB,Shawnee Mission Northwest,KS,2083,2083,260.4,178,231,0.771,18,5,121,8,2020,sacks
365,Cade,Oliver,Cade Oliver,/ks/alma/wabaunsee-chargers/athletes/cade-oliver/football/stats/?careerid=lt8c503mc4q55,lt8c503mc4q55,"QB, FS",Wabaunsee,KS,2083,2083,231.4,119,193,0.617,21,9,115,9,2020,sacks
366,Logan,Cross,Logan Cross,/ga/social-circle/social-circle-redskins/athletes/logan-cross/football/stats/?careerid=76tuh81jqln00,76tuh81jqln00,QB,Social Circle,GA,2081,2081,189.2,195,349,0.559,19,7,83,11,2020,sacks
367,Brady,Dever,Brady Dever,/tx/richmond/foster-falcons/athletes/brady-dever/football/stats/?careerid=mkjf6cpu54el5,mkjf6cpu54el5,QB,Fort Bend Christian Academy,TX,2081,2081,208.1,157,245,0.641,23,4,115,10,2020,sacks
368,Rylan,Smart,Rylan Smart,/tx/sanger/sanger-indians/athletes/rylan-smart/football/stats/?careerid=bi01mp7eal2aa,bi01mp7eal2aa,QB,Sanger,TX,2075,2075,207.5,137,226,0.606,17,8,101,10,2020,sacks
369,Dylan,Rizk,Dylan Rizk,/fl/delray-beach/american-heritage-stallions/athletes/dylan-rizk/football/stats/?careerid=lnhvb527q6e77,lnhvb527q6e77,QB,American Heritage,FL,2075,2075,259.4,134,194,0.691,17,8,116,8,2020,sacks
370,Dawson,Moore,Dawson Moore,/tn/knoxville/farragut-admirals/athletes/dawson-moore/football/stats/?careerid=94r106d9n7099,94r106d9n7099,QB,Farragut,TN,2073,2073,188.5,133,220,0.605,27,6,120,11,2020,sacks
371,Braden,Plyler,Braden Plyler,/tx/pottsboro/pottsboro-cardinals/athletes/braden-plyler/football/stats/?careerid=cf84jqcv37h22,cf84jqcv37h22,"QB, FS",Pottsboro,TX,2072,2072,207.2,136,224,0.607,26,5,121,10,2020,sacks
372,Parker,S ingram,Parker S ingram,/ga/macon/first-presbyterian-day-vikings/athletes/parker-s-ingram/football/stats/?careerid=5qsh151jrqag0,5qsh151jrqag0,QB,First Presbyterian Day,GA,2070,2070,172.5,146,255,0.573,13,12,81,12,2020,sacks
373,Josh,Lundy,Josh Lundy,/al/hoover/hoover-buccaneers/athletes/josh-lundy/football/stats/?careerid=q94m2cjv23vff,q94m2cjv23vff,QB,Hoover,AL,2067,2067,229.7,136,222,0.613,21,0,123,9,2020,sacks
374,Brenden,Lytle,Brenden Lytle,/in/fort-wayne/fort-wayne-bishop-dwenger-saints-tuffy/athletes/brenden-lytle/football/stats/?careerid=03l0snij826h1,03l0snij826h1,"QB, CB",Fort Wayne Bishop Dwenger,IN,2067,2067,172.2,127,201,0.632,19,7,115,12,2020,sacks
375,Jacob,Jones,Jacob Jones,/ky/lexington/henry-clay-blue-devils/athletes/jacob-jones/football/stats/?careerid=51hi4cjmf0p77,51hi4cjmf0p77,QB,West Jessamine,KY,2067,2067,258.4,124,212,0.585,17,10,99,8,2020,sacks
376,Colin,Martin,Colin Martin,/in/west-lafayette/west-lafayette-red-devils/athletes/colin-martin/football/stats/?careerid=iia5821pp1q44,iia5821pp1q44,"OLB, QB",West Lafayette,IN,2065,2065,206.5,181,260,0.696,17,5,107,10,2020,sacks
377,Carter,Cravens,Carter Cravens,/tx/cypress/cy-fair-bobcats/athletes/carter-cravens/football/stats/?careerid=h725t6n316v66,h725t6n316v66,QB,Cy-Fair,TX,2064,2064,172.0,130,210,0.619,27,4,126,12,2020,sacks
378,Jaice,Holt,Jaice Holt,/ut/ogden/ogden-tigers/athletes/jaice-holt/football/stats/?careerid=14thcif7i09qa,14thcif7i09qa,"QB, WR",Ogden,UT,2061,2061,171.8,144,250,0.576,8,10,78,12,2020,sacks
379,Nathan,Payne,Nathan Payne,/ga/lawrenceville/mountain-view-bears/athletes/nathan-payne/football/stats/?careerid=kqqvphf6kjusc,kqqvphf6kjusc,QB,Mountain View,GA,2060,2060,206.0,170,329,0.517,20,7,83,10,2020,sacks
380,Kobe,Mitchell,Kobe Mitchell,/oh/cadiz/harrison-central-huskies/athletes/kobe-mitchell/football/stats/?careerid=h44q8u4tp58j3,h44q8u4tp58j3,"QB, CB",Harrison Central,OH,2058,2058,228.7,132,213,0.62,21,5,117,9,2020,sacks
381,Cooper,Brown,Cooper Brown,/mo/wentzville/holt-indians/athletes/cooper-brown/football/stats/?careerid=hqnjb5hqonc33,hqnjb5hqonc33,"QB, FS",Holt,MO,2057,2057,228.6,126,183,0.689,32,6,132,9,2020,sacks
382,Nolen,Bruffett,Nolen Bruffett,/ar/little-rock/pulaski-academy-bruins/athletes/nolen-bruffett/football/stats/?careerid=92d9pphmtttff,92d9pphmtttff,QB,Pulaski Academy,AR,2055,2055,158.1,141,218,0.647,23,12,107,13,2020,sacks
383,Colten,Gauthier,Colten Gauthier,/ga/dacula/hebron-christian-lions/athletes/colten-gauthier/football/stats/?careerid=m36nr6nqdct77,m36nr6nqdct77,QB,Hebron Christian,GA,2052,2052,205.2,156,300,0.52,22,12,82,10,2020,sacks
384,Gavin,Brown,Gavin Brown,/ut/richfield/richfield-wildcats/athletes/gavin-brown/football/stats/?careerid=v05i4fhgmil99,v05i4fhgmil99,"QB, DB",Richfield,UT,2052,2052,171.0,138,241,0.573,19,12,91,12,2020,sacks
385,Austin,Havens,Austin Havens,/ok/owasso/owasso-rams/athletes/austin-havens/football/stats/?careerid=36buvlie5fci2,36buvlie5fci2,QB,Owasso,OK,2052,2052,171.0,127,210,0.605,24,8,115,12,2020,sacks
386,Nate,Ratcliff,Nate Ratcliff,/ok/adair/adair-warriors/athletes/nate-ratcliff/football/stats/?careerid=dm6rumr35vnvf,dm6rumr35vnvf,"QB, SS",Adair,OK,2051,2051,170.9,121,183,0.661,34,2,139,12,2020,sacks
387,Cergio,Perez,Cergio Perez,/tx/garland/garland-owls/athletes/cergio-perez/football/stats/?careerid=5frnfipe4hevf,5frnfipe4hevf,QB,Garland,TX,2050,2050,256.2,162,264,0.614,20,7,100,8,2020,sacks
388,Will,Patterson,Will Patterson,/nc/sanford/lee-county-yellow-jackets/athletes/will-patterson/football/stats/?careerid=2ci4mm38bl6ff,2ci4mm38bl6ff,QB,Lee County,NC,2050,2050,227.8,134,213,0.629,22,4,121,9,2020,sacks
389,Kru,Huxford,Kru Huxford,/ut/stansbury-park/stansbury-stallions/athletes/kru-huxford/football/stats/?careerid=eukpnhiq81bg0,eukpnhiq81bg0,"QB, CB",Stansbury,UT,2048,2048,186.2,141,215,0.656,25,8,120,11,2020,sacks
390,Lane,Rucker,Lane Rucker,/ga/perry/perry-panthers/athletes/lane-rucker/football/stats/?careerid=ejn5gmb2jlfff,ejn5gmb2jlfff,QB,Perry,GA,2047,2047,157.5,169,296,0.571,14,11,79,13,2020,sacks
391,Landon,Frei,Landon Frei,/ut/st-george/snow-canyon-warriors/athletes/landon-frei/football/stats/?careerid=t94u46g0cqgp9,t94u46g0cqgp9,QB,Snow Canyon,UT,2047,2047,170.6,148,229,0.646,24,6,117,12,2020,sacks
392,Kyle,Willis,Kyle Willis,/tx/college-station/aandm-consolidated-tigers/athletes/kyle-willis/football/stats/?careerid=jp2nnhmf15aff,jp2nnhmf15aff,QB,A&M Consolidated,TX,2047,2047,204.7,116,199,0.583,24,8,116,10,2020,sacks
393,Spencer,Robicheaux,Spencer Robicheaux,/ga/savannah/savannah-christian-raiders/athletes/spencer-robicheaux/football/stats/?careerid=is4870vkfu822,is4870vkfu822,QB,Savannah Christian,GA,2045,2045,170.4,119,218,0.546,25,3,119,12,2020,sacks
394,Cadin,Olsen,Cadin Olsen,/pa/kittanning/armstrong-river-hawks/athletes/cadin-olsen/football/stats/?careerid=b03jr2om6nncc,b03jr2om6nncc,QB,Armstrong,PA,2035,2035,254.4,118,230,0.513,23,3,110,8,2020,sacks
395,Riley,Stone,Riley Stone,/in/greencastle/south-putnam-eagles/athletes/riley-stone/football/stats/?careerid=hradq4vu3ouj3,hradq4vu3ouj3,QB,South Putnam,IN,2032,2032,156.3,114,205,0.556,24,10,108,13,2020,sacks
396,Adrian,Mejia,Adrian Mejia,/va/springfield/west-springfield-spartans/athletes/adrian-mejia/football/stats/?careerid=of8477c248tff,of8477c248tff,"QB, FS",West Springfield,VA,2032,2032,290.3,113,181,0.624,20,5,126,7,2020,sacks
397,Dalton,Mcelyea,Dalton Mcelyea,/tx/kilgore/kilgore-bulldogs/athletes/dalton-mcelyea/football/stats/?careerid=kkd268dnjo299,kkd268dnjo299,QB,Kilgore,TX,2031,2031,184.6,131,203,0.645,19,8,112,11,2020,sacks
398,Kurtis,Adkinson,Kurtis Adkinson,/id/gooding/gooding-senators/athletes/kurtis-adkinson/football/stats/?careerid=lvh5tjom9o2p9,lvh5tjom9o2p9,"QB, LB",Gooding,ID,2029,2029,202.9,162,271,0.598,15,5,94,10,2020,sacks
399,Trysten,Keeney,Trysten Keeney,/mo/lees-summit/lees-summit-west-titans/athletes/trysten-keeney/football/stats/?careerid=7tt7n8k531733,7tt7n8k531733,QB,Lee's Summit West,MO,2027,2027,184.3,174,270,0.644,19,16,86,11,2020,sacks
400,Daelyn,Williams,Daelyn Williams,/tx/houston/dekaney-wildcats/athletes/daelyn-williams/football/stats/?careerid=l7lcsa8v0db00,l7lcsa8v0db00,"QB, WR",Dekaney,TX,2025,2025,202.5,135,238,0.567,20,3,108,10,2020,sacks
401,Tyler,Tremain,Tyler Tremain,/ca/folsom/folsom-bulldogs/athletes/tyler-tremain/football/stats/?careerid=ge2su5k7rfgqa,ge2su5k7rfgqa,QB,Folsom,CA,2024,2024,337.3,130,210,0.619,27,4,125,6,2020,sacks
402,Maximus,Webster,Maximus Webster,/in/westfield/westfield-shamrocks/athletes/maximus-webster/football/stats/?careerid=bvmo8e6shkn55,bvmo8e6shkn55,QB,Westfield,IN,2023,2023,155.6,127,190,0.668,27,3,135,13,2020,sacks
403,Branden,Wheary,Branden Wheary,/pa/jersey-shore/jersey-shore-bulldogs/athletes/branden-wheary/football/stats/?careerid=qc7c3lgs191o8,qc7c3lgs191o8,QB,Jersey Shore,PA,2021,2021,183.7,149,265,0.562,24,2,108,11,2020,sacks
404,Quentin,Smith,Quentin Smith,/tx/pineland/west-sabine-tigers/athletes/quentin-smith/football/stats/?careerid=grqkkjbbl4pqa,grqkkjbbl4pqa,"QB, SB",West Sabine,TX,2019,2019,168.2,133,221,0.602,19,9,102,12,2020,sacks
405,Jaxson,Campbell,Jaxson Campbell,/tn/thompsons-station/independence-eagles/athletes/jaxson-campbell/football/stats/?careerid=m9bf8c47j7ik4,m9bf8c47j7ik4,"ATH, DB",Independence,TN,2012,2012,201.2,131,219,0.598,20,2,117,10,2020,sacks
406,Sam,Edwards,Sam Edwards,/in/tipton/tipton-blue-devils/athletes/sam-edwards/football/stats/?careerid=m831ukvltj6n7,m831ukvltj6n7,QB,Tipton,IN,2010,2010,167.5,144,215,0.67,21,4,122,12,2020,sacks
407,Joe,Leland,Joe Leland,/in/wabash/wabash-apaches/athletes/joe-leland/football/stats/?careerid=jicj04rs5bgcc,jicj04rs5bgcc,QB,Wabash,IN,2010,2010,201.0,139,221,0.629,16,11,96,10,2020,sacks
408,Austin,Worthen,Austin Worthen,/tx/glen-rose/glen-rose-tigers/athletes/austin-worthen/football/stats/?careerid=8cs0dtol20bcc,8cs0dtol20bcc,"QB, S",Glen Rose,TX,2009,2009,200.9,119,195,0.61,18,3,120,10,2020,sacks
409,Chris,Stephenson,Chris Stephenson,/fl/tampa/cambridge-christian-lancers/athletes/chris-stephenson/football/stats/?careerid=tvvtbm2n8q6p9,tvvtbm2n8q6p9,"QB, DE",Cambridge Christian,FL,2008,2008,182.5,139,207,0.671,18,12,103,11,2020,sacks
410,Nitavion ,Burrus,Nitavion  Burrus,/ga/quitman/brooks-county-trojans/athletes/nitavion-burrus/football/stats/?careerid=lnnlv0te9s544,lnnlv0te9s544,QB,Brooks County,GA,2008,2008,133.9,119,200,0.595,24,7,118,15,2020,sacks
411,Hayden,Floyd,Hayden Floyd,/al/blountsville/pennington-tigers/athletes/hayden-floyd/football/stats/?careerid=4ddgjofr1g2vf,4ddgjofr1g2vf,"QB, FS",Pennington,AL,2005,2005,200.5,161,248,0.649,22,10,103,10,2020,sacks
412,Sam,Lersch,Sam Lersch,/nc/apex/apex-friendship-patriots/athletes/sam-lersch/football/stats/?careerid=tqe440lmfsso8,tqe440lmfsso8,QB,Apex Friendship,NC,2005,2005,250.6,136,231,0.589,18,5,104,8,2020,sacks
413,Houston,Swan,Houston Swan,/in/charlottesville/eastern-hancock-royals/athletes/houston-swan/football/stats/?careerid=73msmn9ikgnff,73msmn9ikgnff,"QB, DB",Eastern Hancock,IN,2005,2005,200.5,133,232,0.573,24,10,102,10,2020,sacks
414,Johnnie,Durossette,Johnnie Durossette,/ok/muskogee/hilldale-hornets/athletes/johnnie-durossette/football/stats/?careerid=dfdof050psrsc,dfdof050psrsc,"QB, MLB",Hilldale,OK,2005,2005,154.2,117,186,0.629,19,6,120,13,2020,sacks
415,Quayde,Hawkins,Quayde Hawkins,/ga/bainbridge/bainbridge-bearcats/athletes/quayde-hawkins/football/stats/?careerid=880vtu1ckgatd,880vtu1ckgatd,QB,Bainbridge,GA,2004,2004,143.1,159,283,0.562,24,7,96,14,2020,sacks
416,Charlie,Miska,Charlie Miska,/va/lorton/south-county-stallions/athletes/charlie-miska/football/stats/?careerid=r2k172idk30h1,r2k172idk30h1,"RB, QB",South County,VA,2003,2003,222.6,124,203,0.611,24,4,125,9,2020,sacks
417,Brady,Hessbrook,Brady Hessbrook,/mi/ithaca/ithaca-yellowjackets/athletes/brady-hessbrook/football/stats/?careerid=cp9t8568u70m6,cp9t8568u70m6,"QB, S",Ithaca,MI,2002,2002,250.2,126,185,0.681,30,3,137,8,2020,sacks
418,Hut,Graham,Hut Graham,/tx/gunter/gunter-tigers/athletes/hut-graham/football/stats/?careerid=ed4arr4cg3fqa,ed4arr4cg3fqa,"QB, FS",Gunter,TX,2000,2000,142.9,112,162,0.691,21,6,135,14,2020,sacks
419,Anthony,Brown,Anthony Brown,/tx/houston/sterling-raiders/athletes/anthony-brown/football/stats/?careerid=mbln45l1448p9,mbln45l1448p9,"QB, WR",Sterling,TX,1999,1999,222.1,109,199,0.548,26,7,115,9,2020,sacks
420,Tommy,Szczepanski,Tommy Szczepanski,/mi/essexville/garber-dukes/athletes/tommy-szczepanski/football/stats/?careerid=3ejb3csbnva33,3ejb3csbnva33,"QB, FS",Garber,MI,1997,1997,249.6,120,197,0.609,22,7,118,8,2020,sacks
421,Josh,Lawson,Josh Lawson,/ar/amity/centerpoint-knights/athletes/josh-lawson/football/stats/?careerid=f1vuhkfrgqsff,f1vuhkfrgqsff,"QB, SS",Centerpoint,AR,1995,1995,166.2,112,207,0.541,27,15,97,12,2020,sacks
422,Ace,Whitehead,Ace Whitehead,/tx/lampasas/lampasas-badgers/athletes/ace-whitehead/football/stats/?careerid=tfvmi48euigbb,tfvmi48euigbb,QB,Lampasas,TX,1993,1993,199.3,122,186,0.656,29,3,134,10,2020,sacks
423,Andrew,Frazier,Andrew Frazier,/nc/havelock/havelock-rams/athletes/andrew-frazier/football/stats/?careerid=rgrrroa1vadn7,rgrrroa1vadn7,"QB, S",Havelock,NC,1992,1992,181.1,139,190,0.732,30,6,133,11,2020,sacks
424,Drake,Hagerman,Drake Hagerman,/in/indianapolis/brebeuf-jesuit-preparatory-braves/athletes/drake-hagerman/football/stats/?careerid=nfjf6uhoq9qo8,nfjf6uhoq9qo8,"QB, DB",Brebeuf Jesuit Preparatory,IN,1990,1990,199.0,158,280,0.564,18,8,88,10,2020,sacks
425,Cj,Henry,Cj Henry,/de/newark/hodgson-vo-tech-eagles/athletes/cj-henry/football/stats/?careerid=6kbtvo11fo2h1,6kbtvo11fo2h1,"QB, FS",Hodgson Vo-Tech,DE,1987,1987,283.9,121,184,0.658,22,4,132,7,2020,sacks
