sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,yds,yds_g,comp,att,pct,td,int,rate,games_played,year,category
1,Alex,Huston,Alex Huston,/mo/springfield/glendale-falcons/athletes/alex-huston/football/stats/?careerid=vtcju6cr9mjj3,vtcju6cr9mjj3,QB,Glendale,MO,5608,5608,509.8,436,664,0.657,69,20,114,11,2015,sacks
2,Cole,Martin,Cole Martin,/sc/fort-mill/nation-ford-falcons/athletes/cole-martin/football/stats/?careerid=1rog3kn5b57ue,1rog3kn5b57ue,QB,Nation Ford,SC,5414,5414,386.7,374,577,0.648,46,11,114,14,2015,sacks
3,Myles,Brennan,Myles Brennan,/ms/bay-st-louis/st-stanislaus-rock-a-chaws/athletes/myles-brennan/football/stats/?careerid=6rv66b63mbltd,6rv66b63mbltd,QB,St. Stanislaus,MS,5248,5248,349.9,303,486,0.623,53,8,129,15,2015,sacks
4,Austin,Scott,Austin Scott,/sc/spartanburg/spartanburg-vikings/athletes/austin-scott/football/stats/?careerid=3a29a8uloj900,3a29a8uloj900,QB,Spartanburg,SC,5144,5144,367.4,333,483,0.689,63,14,131,14,2015,sacks
5,Jack,Abraham,Jack Abraham,/ms/oxford/oxford-chargers/athletes/jack-abraham/football/stats/?careerid=qk4i39f5lqh66,qk4i39f5lqh66,QB,Oxford,MS,5091,5091,339.4,331,503,0.658,57,6,132,15,2015,sacks
6,Desmond,Hunter,Desmond Hunter,/ms/woodville/wilkinson-county-wildcats/athletes/desmond-hunter/football/stats/?careerid=lgveflacglbh1,lgveflacglbh1,QB,Wilkinson County,MS,4861,4861,373.9,295,470,0.628,42,15,114,13,2015,sacks
7,Layne,Hatcher,Layne Hatcher,/ar/little-rock/pulaski-academy-bruins/athletes/layne-hatcher/football/stats/?careerid=lnbmfbjuvvpi2,lnbmfbjuvvpi2,QB,Pulaski Academy,AR,4667,4667,333.4,309,469,0.659,55,11,128,14,2015,sacks
8,Brennan,Lewis,Brennan Lewis,/nc/beaufort/east-carteret-mariners/athletes/brennan-lewis/football/stats/?careerid=chbuhb6qasoee,chbuhb6qasoee,QB,East Carteret,NC,4609,4609,329.2,296,429,0.69,46,12,128,14,2015,sacks
9,Darquez,Lee,Darquez Lee,/nc/shelby/shelby-golden-lions/athletes/darquez-lee/football/stats/?careerid=2j8avumh97a55,2j8avumh97a55,"QB, MLB",Shelby,NC,4562,4562,304.1,222,390,0.569,60,13,124,15,2015,sacks
10,Tristan,Gebbia,Tristan Gebbia,/ca/calabasas/calabasas-coyotes/athletes/tristan-gebbia/football/stats/?careerid=7s841uv0l6jff,7s841uv0l6jff,QB,Calabasas,CA,4435,4435,316.8,278,442,0.629,45,9,122,14,2015,sacks
11,Tim,Tawa,Tim Tawa,/or/west-linn/west-linn-lions/athletes/tim-tawa/football/stats/?careerid=5i47agasfmlrb,5i47agasfmlrb,QB,West Linn,OR,4420,4420,315.7,269,394,0.683,50,3,142,14,2015,sacks
12,Ryan,Cash,Ryan Cash,/tx/plano/prestonwood-christian-lions/athletes/ryan-cash/football/stats/?careerid=mt1bik212leh1,mt1bik212leh1,"QB, WR",Prestonwood Christian,TX,4358,4358,311.3,318,441,0.721,51,4,138,14,2015,sacks
13,Patrick,Gonzales,Patrick Gonzales,/tx/houston/lutheran-south-academy-pioneers/athletes/patrick-gonzales/football/stats/?careerid=vuq77gmaf75rb,vuq77gmaf75rb,QB,Lutheran South Academy,TX,4346,4346,362.2,249,358,0.696,51,5,144,12,2015,sacks
14,Daniel,BridgeGadd,Daniel BridgeGadd,/az/phoenix/paradise-valley-trojans/athletes/daniel-bridgegadd/football/stats/?careerid=4idvteui3u0k4,4idvteui3u0k4,QB,Paradise Valley,AZ,4268,4268,304.9,251,374,0.671,47,9,135,14,2015,sacks
15,Mason,Fine,Mason Fine,/ok/locust-grove/locust-grove-pirates/athletes/mason-fine/football/stats/?careerid=gig9tiq6edmm6,gig9tiq6edmm6,"QB, WR",Locust Grove,OK,4227,4227,325.2,251,384,0.654,53,7,134,13,2015,sacks
16,Trevor,Pipkin,Trevor Pipkin,/ar/prescott/prescott-curley-wolves/athletes/trevor-pipkin/football/stats/?careerid=1bhc9s6oat755,1bhc9s6oat755,"QB, FS",Prescott,AR,4218,4218,301.3,297,404,0.735,46,7,138,14,2015,sacks
17,Jakob,Henry,Jakob Henry,/ar/conway/conway-christian-eagles/athletes/jakob-henry/football/stats/?careerid=fn246t070c4qa,fn246t070c4qa,QB,Conway Christian,AR,4203,4203,300.2,253,418,0.605,55,9,125,14,2015,sacks
18,Jake,Jeffrey,Jake Jeffrey,/ca/folsom/folsom-bulldogs/athletes/jake-jeffrey/football/stats/?careerid=2ptkncpg3jb99,2ptkncpg3jb99,"QB, DB",Folsom,CA,4194,4194,279.6,274,394,0.695,50,8,136,15,2015,sacks
19,Kaylor,Sullivan,Kaylor Sullivan,/ca/fort-bragg/fort-bragg-timberwolves/athletes/kaylor-sullivan/football/stats/?careerid=qrem8but1h6vf,qrem8but1h6vf,"QB, S",Fort Bragg,CA,4192,4192,349.3,294,461,0.638,49,11,119,12,2015,sacks
20,Glenn,Thornton,Glenn Thornton,/tx/groveton/groveton-indians/athletes/glenn-thornton/football/stats/?careerid=g5ubfq2mmkvff,g5ubfq2mmkvff,"QB, SS",Groveton,TX,4191,4191,381.0,259,409,0.633,35,15,111,11,2015,sacks
21,Omar,Salih,Omar Salih,/mi/detroit/chavez-academy-aztec-eagles/athletes/omar-salih/football/stats/?careerid=glqcnijao1rqa,glqcnijao1rqa,QB,Chavez Academy,MI,4173,4173,417.3,238,414,0.575,45,10,118,10,2015,sacks
22,Daveon,Boyd,Daveon Boyd,/tx/humble/atascocita-eagles/athletes/daveon-boyd/football/stats/?careerid=kbsandfc4d733,kbsandfc4d733,QB,Atascocita,TX,4139,4139,295.6,291,464,0.627,46,10,116,14,2015,sacks
23,Jack,Newman,Jack Newman,/ca/sebastopol/west-county-team/athletes/jack-newman/football/stats/?careerid=dca5kbmji13l5,dca5kbmji13l5,QB,Analy,CA,4132,4132,295.1,293,450,0.651,54,7,128,14,2015,sacks
24,Detric,Hawthorn,Detric Hawthorn,/ms/collins/collins-tigers/athletes/detric-hawthorn/football/stats/?careerid=hj5g5vs3brvue,hj5g5vs3brvue,QB,Collins,MS,4128,4128,258.0,207,353,0.586,40,9,127,16,2015,sacks
25,Carson,Glazier,Carson Glazier,/ca/san-marino/san-marino-titans/athletes/carson-glazier/football/stats/?careerid=pofl18p5kdcp9,pofl18p5kdcp9,QB,San Marino,CA,4119,4119,274.6,210,269,0.781,47,3,154,15,2015,sacks
26,Shelton,Eppler,Shelton Eppler,/tx/navasota/navasota-rattlers/athletes/shelton-eppler/football/stats/?careerid=0p94ccrauqmqa,0p94ccrauqmqa,QB,Navasota,TX,4113,4113,316.4,232,364,0.637,60,3,138,13,2015,sacks
27,Jake,Fromm,Jake Fromm,/ga/warner-robins/houston-county-bears/athletes/jake-fromm/football/stats/?careerid=35t9ff4t20raa,35t9ff4t20raa,"QB, TE",Houston County,GA,4099,4099,315.3,250,424,0.59,36,6,114,13,2015,sacks
28,Jarod,Blissett,Jarod Blissett,/tx/carthage/carthage-bulldogs/athletes/jarod-blissett/football/stats/?careerid=sgtiu56ocvdk4,sgtiu56ocvdk4,QB,Carthage,TX,4085,4085,272.3,274,467,0.587,41,11,107,15,2015,sacks
29,Tanner,Schafer,Tanner Schafer,/tx/canadian/canadian-wildcats/athletes/tanner-schafer/football/stats/?careerid=0srb2jv8gg555,0srb2jv8gg555,QB,Canadian,TX,4053,4053,253.3,292,377,0.775,49,2,149,16,2015,sacks
30,Zach,Chulak,Zach Chulak,/ca/calabasas/viewpoint-patriots/athletes/zach-chulak/football/stats/?careerid=kbb44n6iuqurb,kbb44n6iuqurb,"QB, K",Viewpoint,CA,4006,4006,308.2,266,461,0.577,47,15,107,13,2015,sacks
31,Derrick,Ponder,Derrick Ponder,/tx/bells/bells-panthers/athletes/derrick-ponder/football/stats/?careerid=pleqiutsjs6vf,pleqiutsjs6vf,QB,Bells,TX,4001,4001,363.7,289,456,0.634,47,12,115,11,2015,sacks
32,Jake,Constantine,Jake Constantine,/ca/camarillo/camarillo-scorpions/athletes/jake-constantine/football/stats/?careerid=lituvrflkhdj3,lituvrflkhdj3,QB,Camarillo,CA,3988,3988,265.9,299,414,0.722,51,6,136,15,2015,sacks
33,Triston,Williams,Triston Williams,/tx/andrews/andrews-mustangs/athletes/triston-williams/football/stats/?careerid=tc425a40gn633,tc425a40gn633,QB,Andrews,TX,3972,3972,331.0,240,393,0.611,56,5,129,12,2015,sacks
34,Gage,Moloney,Gage Moloney,/sc/rock-hill/northwestern-trojans/athletes/gage-moloney/football/stats/?careerid=cj8ffnekq8srb,cj8ffnekq8srb,QB,Northwestern,SC,3969,3969,264.6,306,409,0.748,47,4,139,15,2015,sacks
35,Alex,Francis,Alex Francis,/ar/searcy/harding-academy-wildcats/athletes/alex-francis/football/stats/?careerid=6u9qnum7jko11,6u9qnum7jko11,QB,Harding Academy,AR,3966,3966,283.3,302,449,0.673,49,7,125,14,2015,sacks
36,Drew,Lisk,Drew Lisk,/ut/sandy/jordan-beetdiggers/athletes/drew-lisk/football/stats/?careerid=naep7102imhff,naep7102imhff,QB,Jordan,UT,3954,3954,359.5,243,395,0.615,39,8,120,11,2015,sacks
37,Owen,Burke,Owen Burke,/co/denver/develyn-jaguars/athletes/owen-burke/football/stats/?careerid=f9o6di320g555,f9o6di320g555,QB,D'Evelyn,CO,3904,3904,354.9,274,374,0.733,39,10,130,11,2015,sacks
38,Skyler,Durbin,Skyler Durbin,/oh/danville/danville-blue-devils/athletes/skyler-durbin/football/stats/?careerid=noucfs04m81m6,noucfs04m81m6,"QB, CB",Danville,OH,3891,3891,277.9,260,356,0.73,54,6,141,14,2015,sacks
39,Zach,Smith,Zach Smith,/tx/grandview/grandview-zebras/athletes/zach-smith/football/stats/?careerid=73f28o5v1pi55,73f28o5v1pi55,QB,Grandview,TX,3877,3877,298.2,251,375,0.669,46,8,132,13,2015,sacks
40,Tim,Tague,Tim Tague,/ca/orinda/miramonte-matadors/athletes/tim-tague/football/stats/?careerid=npm75fsgtf1dd,npm75fsgtf1dd,QB,Miramonte,CA,3868,3868,297.5,231,376,0.614,40,14,116,13,2015,sacks
41,Michael,Everett,Michael Everett,/tx/odem/odem-owls/athletes/michael-everett/football/stats/?careerid=ikibv26g2cr00,ikibv26g2cr00,"QB, FS",Odem,TX,3847,3847,295.9,226,319,0.708,48,7,142,13,2015,sacks
42,Mark,Torrez,Mark Torrez,/tx/el-paso/eastwood-troopers/athletes/mark-torrez/football/stats/?careerid=3hpaao7eokucc,3hpaao7eokucc,QB,Eastwood,TX,3837,3837,319.8,277,389,0.712,41,9,128,12,2015,sacks
43,Sam,Ehlinger,Sam Ehlinger,/tx/austin/westlake-chaparrals/athletes/sam-ehlinger/football/stats/?careerid=ad1ndut6o5maa,ad1ndut6o5maa,QB,Westlake,TX,3833,3833,239.6,241,391,0.616,50,5,129,16,2015,sacks
44,Hayden,Kingston,Hayden Kingston,/fl/viera/viera-hawks/athletes/hayden-kingston/football/stats/?careerid=bvfp6hcf8m8p9,bvfp6hcf8m8p9,QB,Viera,FL,3818,3818,254.5,255,395,0.646,39,10,119,15,2015,sacks
45,Davin,Schuck,Davin Schuck,/fl/lake-city/columbia-tigers/athletes/davin-schuck/football/stats/?careerid=j1gllnaob1dk4,j1gllnaob1dk4,QB,Columbia,FL,3798,3798,271.3,208,383,0.543,39,17,104,14,2015,sacks
46,Kaymen,Cureton,Kaymen Cureton,/ca/los-angeles/los-angeles-romans/athletes/kaymen-cureton/football/stats/?careerid=q7cng2gfhra00,q7cng2gfhra00,QB,Los Angeles,CA,3787,3787,291.3,142,223,0.637,30,9,130,13,2015,sacks
47,Nathan,Rourke,Nathan Rourke,/al/elmore/edgewood-academy-wildcats/athletes/nathan-rourke/football/stats/?careerid=p8229iacd7p99,p8229iacd7p99,QB,Edgewood Academy,AL,3768,3768,289.8,183,244,0.75,59,3,151,13,2015,sacks
48,Micah,Wilson,Micah Wilson,/ok/tulsa/lincoln-christian-bulldogs/athletes/micah-wilson/football/stats/?careerid=igftffn7r6crb,igftffn7r6crb,"QB, DB",Lincoln Christian,OK,3730,3730,248.7,198,279,0.71,56,2,150,15,2015,sacks
49,Jordan,Augustine,Jordan Augustine,/il/belleville/althoff-catholic-crusaders/athletes/jordan-augustine/football/stats/?careerid=u2vnh0bgpuvue,u2vnh0bgpuvue,QB,Althoff Catholic,IL,3713,3713,265.2,237,338,0.701,41,10,134,14,2015,sacks
50,Andrew,Tovar,Andrew Tovar,/ca/los-angeles/cathedral-phantoms/athletes/andrew-tovar/football/stats/?careerid=g7h6d0ongqndd,g7h6d0ongqndd,QB,Cathedral,CA,3712,3712,285.5,247,367,0.673,47,6,133,13,2015,sacks
51,Hunter,Frith,Hunter Frith,/la/abbeville/vermilion-catholic-eagles/athletes/hunter-frith/football/stats/?careerid=m8n8vbm8honqa,m8n8vbm8honqa,"QB, OLB",Vermilion Catholic,LA,3712,3712,285.5,195,345,0.565,42,13,118,13,2015,sacks
52,Brendan,Skalitzky,Brendan Skalitzky,/il/chicago/marist-redhawks/athletes/brendan-skalitzky/football/stats/?careerid=spumlmb88o9rb,spumlmb88o9rb,QB,Marist,IL,3703,3703,264.5,267,425,0.628,38,9,112,14,2015,sacks
53,Tucker,Boykin,Tucker Boykin,/ms/taylorsville/taylorsville-tartars/athletes/tucker-boykin/football/stats/?careerid=6masc9tl5t477,6masc9tl5t477,"QB, DB",Taylorsville,MS,3698,3698,308.2,233,399,0.584,35,12,106,12,2015,sacks
54,Julius,Caulder,Julius Caulder,/nc/fairmont/fairmont-golden-tornadoes/athletes/julius-caulder/football/stats/?careerid=uqig545stun99,uqig545stun99,QB,Fairmont,NC,3690,3690,263.6,210,317,0.662,36,7,134,14,2015,sacks
55,Trevor,Lawrence,Trevor Lawrence,/ga/cartersville/cartersville-hurricanes/athletes/trevor-lawrence/football/stats/?careerid=h4lfg7ghtoci2,h4lfg7ghtoci2,QB,Cartersville,GA,3655,3655,243.7,233,364,0.64,43,4,132,15,2015,sacks
56,Willie,Green,Willie Green,/nc/shelby/crest-chargers/athletes/willie-green/football/stats/?careerid=3stkj2ko6i499,3stkj2ko6i499,QB,Crest,NC,3655,3655,243.7,215,308,0.698,33,8,135,15,2015,sacks
57,Jack,Rice,Jack Rice,/ca/eureka/st-bernards-crusaders/athletes/jack-rice/football/stats/?careerid=63gljr4ua26l5,63gljr4ua26l5,"QB, FS",St. Bernard's,CA,3646,3646,243.1,206,367,0.561,44,12,116,15,2015,sacks
58,Isaac,Amaya,Isaac Amaya,/nm/hobbs/hobbs-eagles/athletes/isaac-amaya/football/stats/?careerid=04614fohgahbb,04614fohgahbb,"DB, QB",Hobbs,NM,3641,3641,331.0,262,383,0.684,39,9,123,11,2015,sacks
59,Eric,Harris,Eric Harris,/pa/carlisle/carlisle-thundering-herd/athletes/eric-harris/football/stats/?careerid=41cqdvp9mchue,41cqdvp9mchue,"QB, LB",Carlisle,PA,3635,3635,330.5,274,405,0.677,35,20,104,11,2015,sacks
60,Matt,Miller,Matt Miller,/pa/dubois/dubois-beavers/athletes/matt-miller/football/stats/?careerid=uapc5kdk6acqa,uapc5kdk6acqa,QB,DuBois,PA,3620,3620,362.0,206,326,0.632,32,11,120,10,2015,sacks
61,Tyler,Johnston,Tyler Johnston,/al/spanish-fort/spanish-fort-toros/athletes/tyler-johnston/football/stats/?careerid=rvpquet2pf133,rvpquet2pf133,QB,Spanish Fort,AL,3619,3619,241.3,193,286,0.675,39,9,137,15,2015,sacks
62,Quentin,Davis,Quentin Davis,/ca/bellflower/st-john-bosco-braves/athletes/quentin-davis/football/stats/?careerid=41ifcgdrtrem6,41ifcgdrtrem6,QB,St. John Bosco,CA,3612,3612,258.0,204,293,0.696,40,4,145,14,2015,sacks
63,Harley,Kirsch,Harley Kirsch,/wa/sammamish/eastside-catholic-crusaders/athletes/harley-kirsch/football/stats/?careerid=8cti10v1qlmqa,8cti10v1qlmqa,QB,Eastside Catholic,WA,3600,3600,276.9,200,265,0.755,37,4,150,13,2015,sacks
64,Sam,Howell,Sam Howell,/nc/monroe/sun-valley-spartans/athletes/sam-howell/football/stats/?careerid=61pj80msn2fbb,61pj80msn2fbb,QB,Sun Valley,NC,3586,3586,298.8,202,358,0.564,35,15,106,12,2015,sacks
65,Jacob,Eason,Jacob Eason,/wa/lake-stevens/lake-stevens-vikings/athletes/jacob-eason/football/stats/?careerid=ugh2c25s0go00,ugh2c25s0go00,QB,Lake Stevens,WA,3585,3585,275.8,235,338,0.695,43,6,136,13,2015,sacks
66,Tayvon,Bowers,Tayvon Bowers,/pa/harrisburg/bishop-mcdevitt-crusaders/athletes/tayvon-bowers/football/stats/?careerid=q0jjrmbab0rn7,q0jjrmbab0rn7,"QB, FS",Bishop McDevitt,PA,3576,3576,238.4,233,385,0.605,42,13,114,15,2015,sacks
67,Zephaniah,Wall,Zephaniah Wall,/nc/monroe/monroe-redhawks/athletes/zephaniah-wall/football/stats/?careerid=idttlgi4p5vtd,idttlgi4p5vtd,QB,Monroe,NC,3572,3572,223.2,165,266,0.62,45,15,122,16,2015,sacks
68,Alex,Ward,Alex Ward,/ms/hattiesburg/oak-grove-warriors/athletes/alex-ward/football/stats/?careerid=chtqam20ul900,chtqam20ul900,QB,Oak Grove,MS,3562,3562,274.0,218,403,0.541,38,11,104,13,2015,sacks
69,Kare,Lyles,Kare Lyles,/az/scottsdale/saguaro-sabercats/athletes/kare-lyles/football/stats/?careerid=4uga7orhnlg00,4uga7orhnlg00,QB,Saguaro,AZ,3561,3561,254.4,225,321,0.701,43,6,139,14,2015,sacks
70,Anthony,Carroll,Anthony Carroll,/oh/dayton/northridge-polar-bears/athletes/anthony-carroll/football/stats/?careerid=neu5hsd8kqqff,neu5hsd8kqqff,"QB, FS",Northridge,OH,3558,3558,323.5,239,371,0.644,24,6,111,11,2015,sacks
71,Roman,Ale,Roman Ale,/ca/harbor-city/narbonne-gauchos/athletes/roman-ale/football/stats/?careerid=io1fqd61a48rb,io1fqd61a48rb,QB,Narbonne,CA,3558,3558,222.4,213,308,0.692,45,6,139,16,2015,sacks
72,Chazz,Surratt,Chazz Surratt,/nc/denver/east-lincoln-mustangs/athletes/chazz-surratt/football/stats/?careerid=2e8c75kipba99,2e8c75kipba99,"QB, OLB",East Lincoln,NC,3540,3540,252.9,208,289,0.72,48,5,145,14,2015,sacks
73,Chris,Helbig,Chris Helbig,/co/broomfield/holy-family-tigers/athletes/chris-helbig/football/stats/?careerid=jfnr7cq42db33,jfnr7cq42db33,"QB, CB",Holy Family,CO,3517,3517,390.8,218,333,0.655,39,9,128,9,2015,sacks
74,Collin,Hill,Collin Hill,/sc/roebuck/dorman-cavaliers/athletes/collin-hill/football/stats/?careerid=8s0g9fel1a777,8s0g9fel1a777,QB,Dorman,SC,3505,3505,233.7,241,414,0.582,35,11,103,15,2015,sacks
75,Ignazio,Tellez,Ignazio Tellez,/tx/laredo/united-longhorns/athletes/ignazio-tellez/football/stats/?careerid=l0tgclge1e144,l0tgclge1e144,QB,United,TX,3504,3504,269.5,296,476,0.622,42,8,107,13,2015,sacks
76,Keats,Calhoon,Keats Calhoon,/ok/tulsa/victory-christian-conquerors/athletes/keats-calhoon/football/stats/?careerid=eol0ebbekvgqa,eol0ebbekvgqa,"QB, FS",Victory Christian,OK,3503,3503,291.9,205,334,0.614,36,3,129,12,2015,sacks
77,Garrison,Beach,Garrison Beach,/ut/smithfield/sky-view-bobcats/athletes/garrison-beach/football/stats/?careerid=4vn5teqqhcrh1,4vn5teqqhcrh1,"QB, P",Sky View,UT,3496,3496,268.9,273,419,0.652,37,11,110,13,2015,sacks
78,Lindell,Stone,Lindell Stone,/va/woodberry-forest/woodberry-forest-tigers/athletes/lindell-stone/football/stats/?careerid=vnaba61t9opue,vnaba61t9opue,QB,Woodberry Forest,VA,3494,3494,317.6,239,363,0.658,39,8,124,11,2015,sacks
79,Jerry,Craine,Jerry Craine,/tn/memphis/wooddale-cardinals/athletes/jerry-craine/football/stats/?careerid=f618ntbg0o8dd,f618ntbg0o8dd,"QB, FS",Wooddale,TN,3492,3492,349.2,215,374,0.575,28,10,103,10,2015,sacks
80,Tristan,Miller,Tristan Miller,/ca/canyon-country/santa-clarita-christian-cardinals/athletes/tristan-miller/football/stats/?careerid=2it3pc93dtg00,2it3pc93dtg00,QB,Santa Clarita Christian,CA,3476,3476,316.0,255,435,0.586,41,24,93,11,2015,sacks
81,Zach,Taylor,Zach Taylor,/ca/buena-park/buena-park-coyotes/athletes/zach-taylor/football/stats/?careerid=0h63nndfoegbb,0h63nndfoegbb,QB,Buena Park,CA,3440,3440,264.6,213,298,0.715,39,11,134,13,2015,sacks
82,Kurt,Rawlings,Kurt Rawlings,/md/bel-air/john-carroll-patriots/athletes/kurt-rawlings/football/stats/?careerid=68dn0jotgq4g0,68dn0jotgq4g0,QB,John Carroll,MD,3438,3438,286.5,193,265,0.728,52,3,150,12,2015,sacks
83,Stetson,Stallworth,Stetson Stallworth,/az/yuma/yuma-catholic-shamrocks/athletes/stetson-stallworth/football/stats/?careerid=pb727nder1lm6,pb727nder1lm6,QB,Yuma Catholic,AZ,3427,3427,285.6,206,310,0.665,43,12,127,12,2015,sacks
84,Charlie,Brewer,Charlie Brewer,/tx/austin/lake-travis-cavaliers/athletes/charlie-brewer/football/stats/?careerid=nru1mrphe90sc,nru1mrphe90sc,QB,Lake Travis,TX,3421,3421,213.8,256,375,0.683,42,5,129,16,2015,sacks
85,Michael,Collins,Michael Collins,/ct/new-canaan/new-canaan-rams/athletes/michael-collins/football/stats/?careerid=806vcr79009ue,806vcr79009ue,QB,New Canaan,CT,3414,3414,284.5,206,328,0.628,54,8,127,12,2015,sacks
86,Max,Gilliam,Max Gilliam,/ca/thousand-oaks/thousand-oaks-lancers/athletes/max-gilliam/football/stats/?careerid=atjelarpncho8,atjelarpncho8,QB,Thousand Oaks,CA,3413,3413,243.8,217,294,0.738,40,5,144,14,2015,sacks
87,Andrew,Bunch,Andrew Bunch,/tn/thompsons-station/independence-eagles/athletes/andrew-bunch/football/stats/?careerid=gs7vd327j34j3,gs7vd327j34j3,"QB, OLB",Independence,TN,3405,3405,309.5,214,314,0.682,41,4,138,11,2015,sacks
88,Marcus,Howard,Marcus Howard,/ca/vacaville/wood-wildcats/athletes/marcus-howard/football/stats/?careerid=jm1dmfg28tjee,jm1dmfg28tjee,QB,Wood,CA,3389,3389,282.4,184,273,0.674,41,15,127,12,2015,sacks
89,Osai,Brown,Osai Brown,/ca/stockton/mcnair-eagles/athletes/osai-brown/football/stats/?careerid=5r52229cpkqrb,5r52229cpkqrb,"QB, WR",McNair,CA,3383,3383,338.3,193,283,0.682,50,9,135,10,2015,sacks
90,Brion,Duncan,Brion Duncan,/mo/st-louis/tdw-academy-jaguars/athletes/brion-duncan/football/stats/?careerid=mhtinifm00isc,mhtinifm00isc,"QB, ATH",TDW Academy,MO,3377,3377,337.7,174,238,0.731,29,6,144,10,2015,sacks
91,Tre,Jordan,Tre Jordan,/pa/easton/notre-dame-green-pond-crusaders/athletes/tre-jordan/football/stats/?careerid=3lmrf1a7dgcj3,3lmrf1a7dgcj3,QB,Notre Dame-Green Pond,PA,3375,3375,259.6,263,392,0.671,30,6,113,13,2015,sacks
92,Justin,Houghtaling,Justin Houghtaling,/nm/artesia/artesia-bulldogs/athletes/justin-houghtaling/football/stats/?careerid=lrlkio6ln4scc,lrlkio6ln4scc,QB,Artesia,NM,3375,3375,306.8,208,332,0.627,36,2,130,11,2015,sacks
93,Cole,Smith,Cole Smith,/tn/knoxville/christian-academy-of-knoxville-warriors/athletes/cole-smith/football/stats/?careerid=q9carufglgg44,q9carufglgg44,QB,Christian Academy of Knoxville,TN,3368,3368,259.1,263,355,0.741,31,6,125,13,2015,sacks
94,Juwan,Adams,Juwan Adams,/ms/summit/north-pike-jaguars/athletes/juwan-adams/football/stats/?careerid=j90n5e8ipvgtd,j90n5e8ipvgtd,"QB, WR",North Pike,MS,3368,3368,280.7,209,341,0.613,29,10,110,12,2015,sacks
95,Tyler,Thackerson,Tyler Thackerson,/tn/clinton/clinton-dragons/athletes/tyler-thackerson/football/stats/?careerid=5ovqsjeunbbue,5ovqsjeunbbue,QB,Clinton,TN,3360,3360,305.5,275,426,0.646,32,13,101,11,2015,sacks
96,Justin,Miller,Justin Miller,/ut/bluffdale/summit-academy-bears/athletes/justin-miller/football/stats/?careerid=08c32qrpr0mo8,08c32qrpr0mo8,"QB, FS",Summit Academy,UT,3359,3359,305.4,239,373,0.641,36,4,121,11,2015,sacks
97,Ryan,Goodwin,Ryan Goodwin,/nc/greenville/jh-rose-rampants/athletes/ryan-goodwin/football/stats/?careerid=sfoan047arlm6,sfoan047arlm6,QB,J.H. Rose,NC,3358,3358,223.9,203,337,0.602,45,8,123,15,2015,sacks
98,Nolan,Henderson,Nolan Henderson,/de/smyrna/smyrna-eagles/athletes/nolan-henderson/football/stats/?careerid=5dlaedik6mr55,5dlaedik6mr55,QB,Smyrna,DE,3355,3355,258.1,179,268,0.668,36,9,135,13,2015,sacks
99,Joe,Butts,Joe Butts,/nc/lexington/north-davidson-black-knights/athletes/joe-butts/football/stats/?careerid=fflt97trqqvqa,fflt97trqqvqa,QB,North Davidson,NC,3347,3347,239.1,218,356,0.612,27,7,109,14,2015,sacks
100,Chase,Parrish,Chase Parrish,/ga/norman-park/colquitt-county-packers/athletes/chase-parrish/football/stats/?careerid=mfb8hqqanqih1,mfb8hqqanqih1,QB,Colquitt County,GA,3333,3333,222.2,227,324,0.701,40,6,135,15,2015,sacks
101,Brandon,George,Brandon George,/ok/jones/jones-longhorns/athletes/brandon-george/football/stats/?careerid=nte2oimdipdue,nte2oimdipdue,QB,Jones,OK,3324,3324,237.4,228,356,0.64,32,17,104,14,2015,sacks
102,Nazareth,Greer,Nazareth Greer,/az/tempe/marcos-de-niza-padres/athletes/nazareth-greer/football/stats/?careerid=ib4qmmrp52q11,ib4qmmrp52q11,"QB, DB",Marcos de Niza,AZ,3320,3320,221.3,190,350,0.543,24,10,98,15,2015,sacks
103,Matthew,Beck,Matthew Beck,/la/alexandria/alexandria-trojans/athletes/matthew-beck/football/stats/?careerid=svqk8mdco0oue,svqk8mdco0oue,QB,Alexandria,LA,3317,3317,301.5,258,394,0.655,39,7,117,11,2015,sacks
104,Keon,Howard,Keon Howard,/ms/laurel/laurel-golden-tornadoes/athletes/keon-howard/football/stats/?careerid=3ovc6g52s61ee,3ovc6g52s61ee,QB,Laurel,MS,3317,3317,236.9,188,391,0.481,43,12,101,14,2015,sacks
105,Mike,Schmidt,Mike Schmidt,/nc/hendersonville/hendersonville-bearcats/athletes/mike-schmidt/football/stats/?careerid=2pjhmmbmfpe88,2pjhmmbmfpe88,"QB, WR",Hendersonville,NC,3312,3312,254.8,213,364,0.585,31,14,101,13,2015,sacks
106,Kemon,Freeman,Kemon Freeman,/tx/texarkana/liberty-eylau-leopards/athletes/kemon-freeman/football/stats/?careerid=jhi941nlm7688,jhi941nlm7688,"QB, SS",Liberty-Eylau,TX,3309,3309,236.4,192,314,0.611,29,6,120,14,2015,sacks
107,Brennen,Wooten,Brennen Wooten,/tx/san-angelo/san-angelo-central-bobcats/athletes/brennen-wooten/football/stats/?careerid=53of1igl94677,53of1igl94677,QB,San Angelo Central,TX,3296,3296,299.6,268,406,0.66,32,11,106,11,2015,sacks
