Player_ID,Player,pos_norm,latest_school,schools_played,games_total,sos_season_weighted,weighted_sos_percentile,sos_multiplier,award_count,awards,heisman_finish,year_score_sum,heisman_bonus,base_raw_score,career_score_raw,raw_per_game,raw_per_game_shrunk,component_pg_sos_raw,component_games_sos_raw,component_pg_sos_norm,component_games_sos_norm,score_blend_pre_norm,career_score_norm_0_100
jahdae-barron-1,Jahdae Barron,DB,Texas,Texas,57.0,6.649649122807018,0.9791526563550773,1.9791526563550774,2.0,AA|Jim Thorpe Award [Most Outstanding Defensive Back],0,88.28,0.0,148.07999999999998,148.07999999999998,2.597894736842105,2.3826839826839823,4.715695333583699,112.81170141223942,76.2708,87.301,81.7859,100.0
caleb-downs-1,Caleb Downs,DB,Ohio State,Alabama|Ohio State,44.0,5.237272727272727,0.9098856758574311,1.909885675857431,6.0,AA|Big Ten Defensive Player of the Year|H-9|Jim Thorpe Award [Most Outstanding Defensive Back]|Ronnie Lott Trophy [Defensive IMPACT Player of the Year],9,132.76,10.0,233.35999999999999,233.35999999999999,5.303636363636364,4.707781818181818,8.991325059607506,84.03496973772697,92.0377,70.6425,81.3401,96.4021
xavier-watts-1,Xavier Watts,DB,Notre Dame,Notre Dame,42.0,4.685238095238096,0.8666218336695808,1.8666218336695808,4.0,AA|Bronko Nagurski Award [Most Outstanding Defensive Player]|Nagurski,0,126.34,0.0,211.14000000000001,211.14000000000001,5.027142857142858,4.441022727272728,8.289709986550102,78.39811701412239,90.2084,68.288,79.2482,94.6414
adoree-jackson-1,Adoree Jackson,DB,USC,USC,27.0,7.221481481481481,0.9880071732795337,1.9880071732795337,4.0,"AA|Jim Thorpe Award [Most Outstanding Defensive Back]|Johnny ""The Jet"" Rodgers Award [Most Outstanding Return Specialist]|Pac-12 Defensive Player of the Year",0,89.3,0.0,163.4,163.4,6.051851851851852,5.0130027548209375,9.965885436254087,53.676193678547406,94.695,58.9145,76.80475,93.4472
travis-hunter-2,Travis Hunter,DB,Colorado,Colorado,22.0,3.0850000000000004,0.7270791302398565,1.7270791302398565,12.0,AA|AP Player of the Year Award [Most Outstanding Player]|Bednarik|Big 12 Defensive Player of the Year|Camp|Chuck Bednarik Award [Defensive Player of the Year]|Fred Biletnikoff Award [Outstanding Receiver]|H-1|Heisman Memorial Trophy [Most Outstanding Player]|Ronnie Lott Trophy [Defensive IMPACT Player of the Year]|Walter Camp Player of the Year Award [Most Outstanding Player],1,182.57999999999998,100.0,436.78,436.78,19.85363636363636,15.671753246753246,27.066357966736245,37.995740865276844,100.0,52.9847,76.49235,92.5361
christopher-smith-1,Christopher Smith,DB,Georgia,Georgia,56.0,6.277321428571428,0.9685048195471867,1.9685048195471868,1.0,AA,0,56.36,0.0,95.96000000000001,95.96000000000001,1.7135714285714287,1.5804692082111438,3.1111612535095627,110.23626989464246,65.8898,85.13,75.50989999999999,91.7961
minkah-fitzpatrick-1,Minkah Fitzpatrick,DB,Alabama,Alabama,42.0,0.0,0.517036538892625,1.517036538892625,5.0,AA|Bednarik|Chuck Bednarik Award [Defensive Player of the Year]|Jim Thorpe Award [Most Outstanding Defensive Back],0,132.58,0.0,224.98000000000002,224.98000000000002,5.356666666666667,4.729356060606061,7.174605949372678,63.71553463349025,86.6516,62.4935,74.57255,91.1712
grant-delpit-1,Grant Delpit,DB,LSU,LSU,40.0,3.12,0.7307778524994396,1.7307778524994397,3.0,AA|Jim Thorpe Award [Most Outstanding Defensive Back],0,111.12,0.0,180.92000000000002,180.92000000000002,4.523000000000001,3.977154150197629,6.883570319138286,69.23111409997759,82.5687,64.6317,73.6002,90.6292
julian-love-1,Julian Love,DB,Notre Dame,Notre Dame,38.0,6.071315789473684,0.9599865501008742,1.9599865501008742,1.0,AA,0,77.88,0.0,130.38,130.38,3.431052631578947,3.009297520661157,5.898182665747775,74.47948890383321,80.307,66.6788,73.49289999999999,90.1501
jr-reed-3,J.R. Reed,DB,Georgia,Georgia|Tulsa,55.0,4.27,0.8299148173055368,1.8299148173055368,1.0,AA,0,63.31999999999999,0.0,103.82,103.82,1.8876363636363636,1.735230998509687,3.175324915620758,100.64531495180452,66.9878,79.928,73.4579,89.72
