Player_ID,Player,pos_norm,latest_school,schools_played,games_total,sos_season_weighted,weighted_sos_percentile,sos_multiplier,award_count,awards,heisman_finish,year_score_sum,heisman_bonus,base_raw_score,career_score_raw,raw_per_game,raw_per_game_shrunk,component_pg_sos_raw,component_games_sos_raw,component_pg_sos_norm,component_games_sos_norm,score_blend_pre_norm,career_score_norm_0_100
jacob-rodriguez-1,Jacob Rodriguez,LB,Texas Tech,Texas Tech,44.0,3.6115909090909097,0.7563630542660477,1.7563630542660476,9.0,AA|Bednarik|Big 12 Defensive Player of the Year|Bronko Nagurski Award [Most Outstanding Defensive Player]|Chuck Bednarik Award [Defensive Player of the Year]|Dick Butkus Award [Most Outstanding Linebacker]|H-5|Nagurski|Vince Lombardi Award [Lineman of the Year],5,160.9,30.0,320.86,320.86,7.292272727272728,6.46805,11.36024405314551,77.27997438770609,90.7728,69.3433,80.05805000000001,100.0
josh-allen-6,Josh Allen,LB,Kentucky,Kentucky,51.0,2.658235294117647,0.6708820233712182,1.670882023371218,7.0,AA|Bednarik|Bronko Nagurski Award [Most Outstanding Defensive Player]|Chuck Bednarik Award [Defensive Player of the Year]|Nagurski|Ronnie Lott Trophy [Defensive IMPACT Player of the Year]|SEC Defensive Player of the Year,0,178.75,0.0,308.39,308.39,6.046862745098039,5.454956140350877,9.114588153190724,85.21498319193212,86.644,73.1175,79.88075,96.2352
nathaniel-watson-1,Nathaniel Watson,LB,Mississippi State,Mississippi State,57.0,5.2859649122807015,0.9065151272610853,1.9065151272610854,0.0,,0,90.4,0.0,134.14,134.14,2.353333333333333,2.169563492063492,4.136305617172433,108.67136225388187,73.8612,84.6945,79.27785,94.3886
will-anderson-jr-1,Will Anderson Jr.,LB,Alabama,Alabama,41.0,0.0,0.5072034576596767,1.5072034576596767,13.0,AA|Bednarik|Bronko Nagurski Award [Most Outstanding Defensive Player]|Chuck Bednarik Award [Defensive Player of the Year]|H-5|Nagurski|Ronnie Lott Trophy [Defensive IMPACT Player of the Year]|SEC Defensive Player of the Year|Vince Lombardi Award [Lineman of the Year],5,269.45,30.0,491.25,491.25,11.981707317073171,10.50622340425532,15.835016241838636,61.795341764046746,94.9892,63.4714,79.2303,93.1344
david-bailey-5,David Bailey,LB,Texas Tech,Stanford|Texas Tech,48.0,4.617291666666667,0.8549703857851769,1.854970385785177,1.0,AA,0,110.0,0.0,173.78,173.78,3.620416666666667,3.2652314814814813,6.056907700881609,89.03857851768849,80.8691,74.8035,77.8363,92.1764
danny-stutsman-1,Danny Stutsman,LB,Oklahoma,Oklahoma,47.0,5.166170212765958,0.8986713622538819,1.8986713622538818,1.0,AA,0,96.2,0.0,151.76,151.76,3.2289361702127657,2.9113679245283017,5.5277309032864075,89.23755402593244,79.6426,74.9289,77.28575000000001,91.3976
abdul-carter-1,Abdul Carter,LB,Penn State,Penn State,42.0,5.139523809523809,0.8977109012325917,1.8977109012325917,2.0,AA|Big Ten Defensive Player of the Year,0,110.4,0.0,178.72,178.72,4.255238095238095,3.776302083333333,7.166329629889013,79.70385785176884,83.6531,70.4311,77.0421,90.7395
payton-wilson-1,Payton Wilson,LB,North Carolina State,North Carolina State,46.0,1.0519565217391305,0.5644309268448855,1.5644309268448855,5.0,AA|ACC Defensive Player of the Year|Bednarik|Chuck Bednarik Award [Defensive Player of the Year]|Dick Butkus Award [Most Outstanding Linebacker],0,156.5,0.0,260.62,260.62,5.665652173913044,5.060817307692308,7.917299111265716,71.96382263486473,85.9295,67.4737,76.7016,90.1683
roquan-smith-1,Roquan Smith,LB,Georgia,Georgia,40.0,4.013,0.7949415719545382,1.794941571954538,4.0,AA|Dick Butkus Award [Most Outstanding Linebacker]|H-10|SEC Defensive Player of the Year,10,102.25,5.0,183.87,183.87,4.59675,4.052445652173913,7.273903169173376,71.79766287818153,84.1553,67.3445,75.7499,89.663
nick-jackson-2,Nick Jackson,LB,Iowa,Iowa|Virginia,73.0,1.5339726027397258,0.5924443732991836,1.5924443732991835,0.0,,0,100.8,0.0,151.1,151.1,2.06986301369863,1.9448417721518987,3.0970523370205036,116.24843925084039,62.3742,88.8466,75.6104,89.2092
