player_id,year,rank,name,position,rating,high_school,city,state,committed_to,url,hs_athletic_background,flag_all_usa_first_team,flag_all_usa_second_team,flag_all_american_bowl,flag_all_america_game,flag_gatorade_poy,flag_state_poy,flag_the_opening,flag_maxpreps_all_american,skill_Size,skill_Feet,skill_Reactive Quickness,skill_Intangibles,skill_Pocket Presence,skill_Accuracy,skill_Delivery,skill_Arm Strength,skill_Footwork,skill_Elusiveness,height_inches,weight_lbs,pos_group,recruit_id,sports_ref_id,match_strategy,name_score,team_match,year_diff,target_career_score_0_100,career_score_raw,year_score_sum,sos_season_weighted,games_total,award_count,heisman_finish,schools_played,latest_school
201500102,2015,102,Travis Jonsen,DUAL,0.9529,Servite,Anaheim,CA,Oregon,https://247sports.com/player/travis-jonsen-35666/,2015 U.S. Army All-American Bowl selection,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,74.0,189.0,QB,201500102,travis-jonsen-1,PRIMARY_LAYER,100.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Oregon,Oregon
201500148,2015,148,Sam Darnold,DUAL,0.9338,San Clemente,San Clemente,CA,USC,https://247sports.com/player/sam-darnold-30430/,"Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus2015 U.S. Army All-American Bowl selection",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,7.0,7.0,9.0,7.0,8.0,7.0,8.0,6.0,5.0,75.5,208.0,QB,201500148,sam-darnold-1,PRIMARY_LAYER,100.0,1.0,0.0,70.1858,325.51,213.82,3.389629629629629,27.0,0.0,0.0,USC,USC
201500165,2015,165,Jauan Jennings,DUAL,0.9289,Blackman,Murfreesboro,TN,Tennessee,https://247sports.com/player/jauan-jennings-31595/,Named The Tennessean high school football player of the year...Named 2014 Tennessee Mr. Football Division I Class AAA Back of the Year,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,76.0,188.0,QB,,,,,,,,,,,,,,,
201500176,2015,176,Zach Gentry,PRO,0.9248,Eldorado,Albuquerque,NM,Michigan,https://247sports.com/player/zach-gentry-30305/,"Zach Gentry is a 6-6, 215-pound tight end from Albuquerque, New Mexico",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,6.0,5.0,6.0,6.0,8.0,8.0,8.0,79.0,230.0,QB,201500176,zach-gentry-2,PRIMARY_LAYER,100.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Michigan,Michigan
201500225,2015,225,Ty Storey,PRO,0.9119,Charleston,Charleston,AR,Arkansas,https://247sports.com/player/ty-storey-14692/,"Ty Storey is a Pro Style Quarterback from Charleston, AR. Named 2013 Arkansas Gatorade Player of the Year.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,75.0,216.0,QB,201500225,ty-storey-1,PRIMARY_LAYER,100.0,1.0,0.0,60.6639,168.32,115.38,0.591153846153846,26.0,0.0,0.0,Arkansas|Western Kentucky,Western Kentucky
201500253,2015,253,Sheriron Jones,DUAL,0.9075,Rancho Verde,Moreno Valley,CA,Tennessee,https://247sports.com/player/sheriron-jones-20074/,2015 Semper Fidelis All-American Bowl selection,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.94,7.94,74.5,191.0,QB,201500253,sheriron-jones-1,PRIMARY_LAYER,100.0,1.0,0.0,53.8751,70.35999999999999,51.339999999999996,-2.4483333333333333,18.0,0.0,0.0,New Mexico|Tennessee,New Mexico
201500254,2015,254,Brett Rypien,PRO,0.9075,Shadle Park,Spokane,WA,Boise State,https://247sports.com/player/brett-rypien-25893/,Brett Rypien is the nephew of former Washington State and NFL QB Mark Rypien.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.94,7.94,74.0,185.0,QB,201500254,brett-rypien-1,PRIMARY_LAYER,100.0,1.0,0.0,73.3303,589.3900000000001,376.78000000000003,-1.5062,50.0,1.0,0.0,Boise State,Boise State
201500264,2015,264,Quinten Dormady,PRO,0.906,Boerne,Boerne,TX,Tennessee,https://247sports.com/player/quinten-dormady-28115/,"Quinten Dormady is a 6-3, 180-pound Pro-Style Quarterback from Boerne, TX.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,7.84,7.84,76.0,200.0,QB,201500264,quinten-dormady-1,PRIMARY_LAYER,100.0,1.0,0.0,60.8597,129.6,84.58,2.0292857142857144,28.0,0.0,0.0,Central Michigan|Houston|Tennessee,Central Michigan
201500288,2015,288,Alex Malzone,PRO,0.9015,Brother Rice,Bloomfield Hills,MI,Michigan,https://247sports.com/player/alex-malzone-27158/,Named All-State as a junior. He was also the runner-up for Mr. Football in Michigan in 2013.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,8.0,8.0,7.0,5.0,6.0,7.57,7.57,73.5,200.0,QB,201500288,alex-malzone-1,PRIMARY_LAYER,100.0,1.0,0.0,30.0127,0.0,0.0,-0.7879999999999999,5.0,0.0,0.0,Miami (OH)|Michigan,Miami (OH)
201500295,2015,295,Joe Burrow,DUAL,0.9003,Athens,The Plains,OH,Ohio State,https://247sports.com/player/joe-burrow-36575/,"Threw for over 11,400 yards in high school... Led his team to the Division III state runner-up as a senior... Won Ohio Mr. Football, first-team all-state and the Division III co-offensive player of the year honors as a senior.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,76.0,200.0,QB,201500295,joe-burrow-1,PRIMARY_LAYER,100.0,1.0,0.0,84.4452,851.26,448.5400000000001,3.9153846153846152,39.0,13.0,1.0,LSU|Ohio State,LSU
201500303,2015,303,John Kolar,DUAL,0.8999,Norman North,Norman,OK,Oklahoma State,https://247sports.com/player/john-kolar-41508/,"John Kolar is a 6-1, 195-pound Pro-Style Quarterback from Norman, OK.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,5.0,7.0,8.0,7.0,6.0,8.0,7.0,75.0,195.0,QB,201500303,john-kolar-1,PRIMARY_LAYER,100.0,1.0,0.0,0.0,0.6,0.52,1.7,1.0,0.0,0.0,Iowa State|Oklahoma State,Iowa State
201500306,2015,306,Dwayne Lawson,PRO,0.8993,Hillsborough,Tampa,FL,Virginia Tech,https://247sports.com/player/dwayne-lawson-27405/,"Dwayne Lawson is a 6-5, 205-pound Pro-Style Quarterback from Tampa, FL.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.43,7.43,78.0,207.0,QB,201500306,dwayne-lawson-1,PRIMARY_LAYER,100.0,1.0,0.0,42.7601,3.63,3.12,1.65,4.0,0.0,0.0,Virginia Tech,Virginia Tech
201500307,2015,307,Kyle Shurmur,PRO,0.8992,La Salle College,Glenside,PA,Vanderbilt,https://247sports.com/player/kyle-shurmur-37669/,Son of Philadelphia Eagles offensive coordinator Pat Shurmur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,8.0,7.0,7.0,7.0,6.0,7.43,7.43,76.0,215.0,QB,201500307,kyle-shurmur-1,PRIMARY_LAYER,100.0,1.0,0.0,72.7417,360.93,231.48000000000002,3.612045454545455,44.0,0.0,0.0,Vanderbilt,Vanderbilt
201500374,2015,374,Tyler Queen,PRO,0.8864,North Cobb,Kennesaw,GA,Auburn,https://247sports.com/player/tyler-queen-16726/,"Tyler Queen is a 6-2, 200-pound Pro-Style Quarterback from Kennesaw, GA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,74.0,229.0,QB,201500374,tyler-queen-1,PRIMARY_LAYER,100.0,1.0,0.0,0.0,0.22,0.22,5.51,2.0,0.0,0.0,Auburn,Auburn
201500386,2015,386,De'Andre Johnson,DUAL,0.8843,First Coast,Jacksonville,FL,Florida State,https://247sports.com/player/deandre-johnson-15733/,"2015 Under Armour All-America Game selection...Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus...He has committed to Florida State Seminoles",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.66,7.0,7.0,7.0,7.0,7.0,7.0,72.0,175.0,QB,,,,,,,,,,,,,,,
201500395,2015,395,Brian Lewerke,PRO,0.8819,Pinnacle,Phoenix,AZ,Michigan State,https://247sports.com/player/brian-lewerke-32019/,"Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.25,7.0,7.0,6.89,7.0,7.0,7.0,75.0,180.0,QB,201500395,brian-lewerke-1,PRIMARY_LAYER,100.0,1.0,0.0,74.4625,335.89,231.56,5.99219512195122,41.0,0.0,0.0,Michigan State,Michigan State
201500396,2015,396,Anthony Ratliff-Williams,DUAL,0.8819,Butler,Matthews,NC,North Carolina,https://247sports.com/player/anthony-ratliff-williams-30138/,"Anthony Ratliff is a 6-1, 195-pound Dual-Threat Quarterback from Matthews, NC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,6.0,8.0,6.89,7.0,6.0,7.0,73.0,205.0,QB,201500396,anthony-ratliff-williams-1,PRIMARY_LAYER,100.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,North Carolina,North Carolina
201500398,2015,398,Lamar Jackson,DUAL,0.8819,Boynton Beach Community,Boynton Beach,FL,Louisville,https://247sports.com/player/lamar-jackson-22699/,"Lamar Jackson is a Dual-Threat Quarterback from Fort Lauderdale, FL.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.25,7.0,7.0,6.89,7.0,7.0,7.0,75.0,185.0,QB,201500398,lamar-jackson-1,PRIMARY_LAYER,100.0,1.0,0.0,83.7892,908.23,525.4,3.021315789473684,38.0,13.0,1.0,Louisville,Louisville
201500409,2015,408,Kelly Bryant,DUAL,0.8808,Wren,Piedmont,SC,Clemson,https://247sports.com/player/kelly-bryant-16489/,"Kelly Bryant is a 6-2, 222-pound Dual-Threat Quarterback. He transferred from Abbeville High School to Wren High School in Piedmont.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.07,7.0,7.0,6.77,7.0,7.0,7.0,76.25,205.0,QB,201500409,kelly-bryant-1,PRIMARY_LAYER,100.0,1.0,0.0,70.0218,251.89,178.16,4.725,40.0,0.0,0.0,Clemson|Missouri,Missouri
201500416,2015,416,Jason Pellerin,DUAL,0.8803,Catholic - New Iberia,New Iberia,LA,Ole Miss,https://247sports.com/player/jason-pellerin-26642/,"Jason Pellerin is a 6-3, 190-pound Athlete from New Iberia, LA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,6.72,7.0,7.0,7.0,76.0,215.0,QB,201500416,jason-pellerin-1,PRIMARY_LAYER,100.0,1.0,0.0,38.7717,7.02,6.38,4.479230769230769,13.0,0.0,0.0,Ole Miss,Ole Miss
201500431,2015,431,Lorenzo Nunez,DUAL,0.8792,Harrison,Kennesaw,GA,South Carolina,https://247sports.com/player/lorenzo-nunez-28512/,"Lorenzo Nunez is a 6-2, 195-pound Dual-Threat Quarterback from Kennesaw, GA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,6.0,6.6,7.0,8.0,8.0,74.5,190.0,QB,201500431,lorenzo-nunez-1,PRIMARY_LAYER,100.0,1.0,0.0,50.6303,22.279999999999998,17.919999999999998,3.74,8.0,0.0,0.0,South Carolina,South Carolina
201500455,2015,454,James Morgan,PRO,0.8772,Ashwaubenon,Green Bay,WI,Bowling Green,https://247sports.com/player/james-morgan-30589/,"Named FRCC Offensive Player of the Year, First Team All-Conference and First Team All-Region as a junior. ...Led conference in passing as a sophomore. ...Also plays varsity basketball.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,6.38,7.0,7.0,7.0,76.0,205.0,QB,201500455,james-morgan-1,PRIMARY_LAYER,100.0,1.0,0.0,62.4717,349.91,225.82,-5.494545454545455,44.0,0.0,0.0,Bowling Green|Florida International,Florida International
201500484,2015,484,David Sills V,PRO,0.8742,Eastern Christian,Elkton,MD,West Virginia,https://247sports.com/player/david-sills-v-16398/,Committed to USC Trojans in 2010 when he was in the seventh grade.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,6.06,7.0,7.0,7.0,75.0,180.0,QB,201500484,david-sills-1,PRIMARY_LAYER,91.0,1.0,0.0,34.8139,0.0,0.0,2.21,8.0,0.0,0.0,West Virginia,West Virginia
201500504,2015,500,Ross Bowers,PRO,0.8728,Bothell,Bothell,WA,California,https://247sports.com/player/ross-bowers-42855/,"Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,74.0,185.0,QB,201500504,ross-bowers-1,PRIMARY_LAYER,100.0,1.0,0.0,64.8068,237.56,154.26,1.811666666666667,30.0,0.0,0.0,California|Northern Illinois,Northern Illinois
201500505,2015,500,Ross Trail,PRO,0.8728,Wynne,Wynne,AR,Cincinnati,https://247sports.com/player/ross-trail-21771/,"Ross Trail is a Pro-Style Quarterback from Olive Branch, MS. He played at Wynne, AR, as a sophomore.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,75.0,200.0,QB,201500505,ross-trail-1,PRIMARY_LAYER,100.0,1.0,0.0,44.0832,9.370000000000001,7.920000000000001,-1.3066666666666666,6.0,0.0,0.0,Cincinnati,Cincinnati
201500523,2015,523,Kyle Kearns,PRO,0.8708,Foothill,Pleasanton,CA,Wake Forest,https://247sports.com/player/kyle-kearns-28861/,Father Mike Kearns played at Oregon from 1985-89. ...Both of his parents are Oregon graduates.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,6.0,7.0,8.0,7.0,8.0,7.0,7.0,75.0,195.0,QB,201500523,kyle-kearns-1,PRIMARY_LAYER,100.0,1.0,0.0,39.9992,1.7599999999999998,1.2999999999999998,1.8,5.0,0.0,0.0,Wake Forest,Wake Forest
201500540,2015,540,Austin Kafentzis,DUAL,0.8697,Jordan,Sandy,UT,Wisconsin,https://247sports.com/player/austin-kafentzis-28224/,"Austin Kafentzis is a 6-1, 200-pound Pro-Style Quarterback from Sandy, UT. He has committed to Wisconsin Badgers.....Named Preseason High School Mr. Football for the state of Utah by MaxPreps...Kafentzis continued with his record-setting career as a junior, connecting on 191 of 380 passes for 3,011 yards and 20 touchdowns while rushing for 1,839 yards and a whopping 30 scores.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,73.0,200.0,QB,,,,,,,,,,,,,,,
201500561,2015,560,Bryce Perkins,DUAL,0.8678,Chandler,Chandler,AZ,Arizona State,https://247sports.com/player/bryce-perkins-21985/,Was named 1st team All-Region at QB as a junior.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,7.0,6.9,7.0,7.0,7.0,6.0,7.0,7.0,7.0,74.0,200.0,QB,201500561,bryce-perkins-1,PRIMARY_LAYER,100.0,1.0,0.0,66.9952,313.28,220.89999999999998,0.7585185185185185,27.0,0.0,0.0,Arizona State|Virginia,Virginia
201500579,2015,571,Dion Ray,DUAL,0.8669,Helen Cox,Harvey,LA,Louisiana,https://247sports.com/player/dion-ray-44304/,"Dion Ray is a 6-2, 195-pound Dual-Threat Quarterback from Harvey, LA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24,7.0,6.8,7.0,7.0,7.0,6.0,7.0,7.0,7.0,72.0,185.0,QB,201500579,dion-ray-1,PRIMARY_LAYER,100.0,1.0,0.0,36.1577,8.92,8.92,-6.989999999999999,15.0,0.0,0.0,Louisiana,Louisiana
201500614,2015,613,Nick Johns,PRO,0.8644,Gonzaga,Washington,DC,Virginia,https://247sports.com/player/nick-johns-27568/,"Nick Johns is a 6-3, 215-pound Pro-Style Quarterback from Washington, DC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.52,7.0,7.0,7.0,6.0,7.0,7.0,7.0,75.0,215.0,QB,201500614,nick-johns-1,PRIMARY_LAYER,100.0,1.0,0.0,33.5368,0.12,0.08,-1.96,8.0,0.0,0.0,Akron|Virginia,Akron
201500632,2015,631,Alex Delton,DUAL,0.8636,Hays,Hays,KS,Kansas State,https://247sports.com/player/alex-delton-34054/,All-League selection as a sophomore.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.43,7.0,7.0,7.0,6.0,7.0,7.0,7.0,72.0,180.0,QB,201500632,alex-delton-1,PRIMARY_LAYER,100.0,1.0,0.0,58.8232,78.46,62.25999999999999,2.4029629629629627,27.0,0.0,0.0,Kansas State|Texas Christian,Texas Christian
201500636,2015,635,Tyler Hilinski,PRO,0.8633,Upland,Sherman Oaks,CA,Washington State,https://247sports.com/player/tyler-hilinski-22028/,"Tyler Hilinski is a 6-3, 180-pound Pro-Style Quarterback from Sherman Oaks, CA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,75.0,190.0,QB,201500636,tyler-hilinski-1,PRIMARY_LAYER,100.0,1.0,1.0,53.3637,50.01,33.199999999999996,2.6533333333333338,12.0,0.0,0.0,Washington State,Washington State
201500643,2015,639,Eric Dungey,DUAL,0.8631,Lakeridge,Lake Oswego,OR,Syracuse,https://247sports.com/player/eric-dungey-37832/,"Eric Dungey is a 6-4, 195-pound Dual-Threat Quarterback from Lake Oswego, OR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,6.38,8.0,7.0,7.0,6.0,8.0,7.0,6.0,76.0,195.0,QB,201500643,eric-dungey-1,PRIMARY_LAYER,100.0,1.0,0.0,74.9051,437.26,309.86,3.628461538461538,39.0,0.0,0.0,Syracuse,Syracuse
