player_id,year,rank,name,position,rating,high_school,city,state,committed_to,url,hs_athletic_background,flag_all_usa_first_team,flag_all_usa_second_team,flag_all_american_bowl,flag_all_america_game,flag_gatorade_poy,flag_state_poy,flag_the_opening,flag_maxpreps_all_american,skill_Size,skill_Feet,skill_Reactive Quickness,skill_Intangibles,skill_Pocket Presence,skill_Accuracy,skill_Delivery,skill_Arm Strength,skill_Footwork,skill_Elusiveness,height_inches,weight_lbs,pos_group,recruit_id,sports_ref_id,match_strategy,name_score,team_match,year_diff,target_career_score_0_100,career_score_raw,year_score_sum,sos_season_weighted,games_total,award_count,heisman_finish,schools_played,latest_school
201500011,2015,11,Josh Rosen,PRO,0.9932,St. John Bosco,Bellflower,CA,UCLA,https://247sports.com/player/josh-rosen-17035/,"2015 Under Armour All-America Game selection...Named 2014 All-USA First Team by USA TODAY...All-Trinity League selection as a sophomore. ...Received first offer from Fresno State based on junior varsity film after his freshman season. ...Parents are both Ivy League graduates (Penn and Princeton)...Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,9.0,76.0,205.0,QB,201500011,josh-rosen-1,PRIMARY_LAYER,100.0,1.0,0.0,73.9595,375.35,243.74,4.493333333333334,30.0,0.0,0.0,UCLA,UCLA
201500022,2015,22,Blake Barnett,PRO,0.9898,Santiago,Corona,CA,Alabama,https://247sports.com/player/blake-barnett-35130/,"Elite 11 finalist for the Class of 2015...Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.99,76.5,200.0,QB,201500022,blake-barnett-2,PRIMARY_LAYER,100.0,1.0,0.0,58.2901,133.52,92.74000000000001,-1.016190476190476,21.0,0.0,0.0,Alabama|Arizona State|South Florida,South Florida
201500034,2015,34,Kyler Murray,DUAL,0.9854,Allen,Allen,TX,Texas A&M,https://247sports.com/player/kyler-murray-24020/,"2015 Under Armour All-America Game selection...Kyler Murray is the son of former Texas A&M quarterback Kevin Murray...Named the National Gatorade Player of the Year and the Gatorade Texas Player of the Year as a senior...Named 2014 Offensive Player of the Year by USA TODAY...Was named the Texas Gatorade Player of the Year as a junior...Named 2013 first-team All-USA by USA Today...Led his team to back-to-back-to-back state titles in 2012, 2013 and 2014....Finished his career with a 42-0 record as a starter..The best player on one of the country's best teams, Murray led Allen to a Class 5A-I state title by completing 207 of 325 passes for 3,669 yards and 46 touchdowns while rushing 151 times for 1,274 yards and 19 scores...Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus...",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,8.0,8.0,10.0,9.0,9.0,8.0,8.0,9.0,9.0,70.0,180.0,QB,201500034,kyler-murray-1,PRIMARY_LAYER,100.0,1.0,0.0,79.5764,518.14,265.28,5.466896551724138,29.0,6.0,1.0,Oklahoma|Texas A&M,Oklahoma
201500039,2015,39,Jarrett Stidham,DUAL,0.9829,Stephenville,Stephenville,TX,Baylor,https://247sports.com/player/jarrett-stidham-30678/,"Jarrett Stidham is a 6-3, 190-pound Dual-Threat Quarterback from Stephenville, TX....Nominated for Gridiron Legends Award in 2013...threw for 2,613 yards and 30 passing TDs as a junior...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,8.3,8.0,8.0,8.0,8.0,8.0,8.56,76.0,195.0,QB,201500039,jarrett-stidham-1,PRIMARY_LAYER,100.0,1.0,0.0,70.9873,320.48999999999995,210.71999999999997,4.465405405405406,37.0,0.0,0.0,Auburn|Baylor,Auburn
201500046,2015,46,Brandon Wimbush,DUAL,0.9792,St. Peter's Prep,Jersey City,NJ,Notre Dame,https://247sports.com/player/brandon-wimbush-27549/,"2015 Under Armour All-America Game selection...Invited to ""The Opening"", an all-star summer prospect camp held on the Nike Campus",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,74.0,205.0,QB,201500046,brandon-wimbush-1,PRIMARY_LAYER,100.0,1.0,0.0,63.8109,153.25,113.11999999999999,5.356923076923077,26.0,0.0,0.0,Notre Dame|UCF,UCF
201500066,2015,66,Deondre Francois,PRO,0.9678,IMG Academy,Orlando,FL,Florida State,https://247sports.com/player/deondre-francois-31531/,"PERSONAL: The nationâ€™s No. 1 dual threat quarterback according to Rivals, he committed to Florida State in July 2014â€¦consensus four-star prospect who stood out as the best quarterback in the Under Armour All-America Game in January, completing 4-of-4 passes for 103 yards and a touchdown while leading Team Highlight to victoryâ€¦connected with fellow Seminole signee George Campbell on a 60-yard catch in addition to a 34-yard touchdown pass in the UA Gameâ€¦rated Floridaâ€™s No. 14 player and the nationâ€™s 39th-best prospect by Rivalsâ€¦ranked the No. 3 dual-threat QB in the nation by ESPN, the 10th-best player in Florida and the 42nd-best overall prospect in the nationâ€¦ranked the No. 7 pro-style quarterback in the country by 247Sports and the 10th-best quarterback by Scoutâ€¦led IMG Academy in Bradenton, Fla., to a 9-1 record as a senior in 2014 after starring at Olympia High School in Orlando the previous two seasonsâ€¦passed for 1,488 yards and 18 touchdowns and did not have a turnover after the season-openerâ€¦also did not lose a game after the season-openerâ€¦added 263 yards and two scores on the groundâ€¦coached by former FSU legend and 2000 Heisman Trophy winner Chris Weinke at IMGâ€¦captured All-Area honorable mention honors from the Bradenton Heraldâ€¦passed for 3,162 yards and 28 touchdowns while completing 54 percent of his passes over two seasons at Olympia (2012-2013)â€¦participated in the Elite 11 Finals, a quarterback camp in Oregonâ€¦invited to â€œThe Opening,â€ an all-star summer prospect camp held on the Nike campusâ€¦picked FSU over Florida and Auburn among several scholarship offers...born February 12, 1997.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,73.0,195.0,QB,201500066,deondre-francois-1,PRIMARY_LAYER,100.0,1.0,0.0,69.0866,247.32999999999998,165.22,5.598399999999999,25.0,0.0,0.0,Florida State,Florida State
201500068,2015,68,Brady White,PRO,0.9673,Hart,Santa Clarita,CA,Arizona State,https://247sports.com/player/brady-white-30136/,"2015 U.S. Army All-American Bowl selection. ...He completed 333 of 524 passes for 4,535 yards and 41 touchdowns, while rushing for nine additional scores.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,72.5,180.0,QB,201500068,brady-white-1,PRIMARY_LAYER,100.0,1.0,0.0,69.4409,496.90999999999997,320.21999999999997,-2.3227906976744186,43.0,0.0,0.0,Arizona State|Memphis,Memphis
201500073,2015,73,Jake Browning,PRO,0.9633,Folsom,Folsom,CA,Washington,https://247sports.com/player/jake-browning-27886/,Named 2014 All-USA First Team by USA TODAY...Set national record for career touchdown passes with 229 and tied national record for single season with 91...MaxPreps Sophomore All-Americans Watch List prior to 2012 season. ...Has a shot at national passing yardage records. Named 2013 California Gatorade Player of the Year...The 2013 MaxPreps Junior All-American Team highlighted by National Junior of the Year Jake Browning...Helped lead Folsom to a 14-1 record and became California's single-season leading passer for touchdowns and yards.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,74.0,185.0,QB,201500073,jake-browning-1,PRIMARY_LAYER,100.0,1.0,0.0,84.8014,610.76,381.0,3.390377358490566,53.0,2.0,6.0,Washington,Washington
201500079,2015,79,Ricky Town,PRO,0.9623,St. Bonaventure,Ventura,CA,USC,https://247sports.com/player/ricky-town-24037/,"Ricky Town is a 6-4, 198-pound Pro-Style Quarterback from Ventura, CA. Town was named all-league, all-county, and all-state as a sophomore, helping St. Bonaventure to an 11-2 record. Completed 69.5 percent of his passes for 2400 yards and 23 touchdowns in 2012 season. Also rushed 19 times for 15 first downs, 180 yards, and 2 TD's.2015 U.S. Army All-American Bowl selection",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,7.52,8.0,8.0,8.0,75.0,206.0,QB,,,,,,,,,,,,,,,
201500098,2015,98,Drew Lock,PRO,0.9553,Lee's Summit,Lee's Summit,MO,Missouri,https://247sports.com/player/drew-lock-30828/,"2015 U.S. Army All-American Bowl selectionAlso a standout basketball player. ... Father, Andy Lock, is a former Missouri offensive lineman.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,75.5,205.0,QB,201500098,drew-lock-1,PRIMARY_LAYER,100.0,1.0,0.0,81.0439,547.03,357.3,3.2182,50.0,0.0,0.0,Missouri,Missouri
