Player_ID,Player,pos_norm,latest_school,schools_played,games_total,sos_season_weighted,weighted_sos_percentile,sos_multiplier,award_count,awards,heisman_finish,year_score_sum,heisman_bonus,base_raw_score,career_score_raw,raw_per_game,raw_per_game_shrunk,component_pg_sos_raw,component_games_sos_raw,component_pg_sos_norm,component_games_sos_norm,score_blend_pre_norm,career_score_norm_0_100
tyler-warren-1,Tyler Warren,TE,Penn State,Penn State,55.0,5.231272727272728,0.8957542285122541,1.8957542285122542,2.0,H-7|John Mackey Award [Most Outstanding Tight End],7,92.575,15.0,172.321,172.321,3.133109090909091,2.837459016393443,5.379124928558091,104.26648256817398,79.5946,87.9152,83.75489999999999,100.0
brock-bowers-1,Brock Bowers,TE,Georgia,Georgia,40.0,5.265,0.8967897825336555,1.8967897825336555,3.0,AA|John Mackey Award [Most Outstanding Tight End],0,144.85,0.0,251.382,251.382,6.28455,5.481434782608695,10.397129489276763,75.87159130134621,93.2934,71.8054,82.5494,95.7824
kyle-pitts-1,Kyle Pitts,TE,Florida,Florida,32.0,4.5759375,0.83569209527097,1.83569209527097,3.0,AA|H-10|John Mackey Award [Most Outstanding Tight End],10,107.5,5.0,196.388,196.388,6.137125,5.188210526315789,9.523957051759533,58.74214704867104,89.8702,64.4222,77.1462,93.7009
charlie-kolar-1,Charlie Kolar,TE,Iowa State,Iowa State,49.0,4.258571428571428,0.8015188125647221,1.8015188125647221,0.0,,0,86.725,0.0,140.259,140.259,2.862428571428571,2.564054545454545,4.619192500078451,88.27442181567139,75.7682,77.6336,76.70089999999999,92.2815
hunter-henry-1,Hunter Henry,TE,Arkansas,Arkansas,13.0,6.02,0.9464963755609251,1.9464963755609253,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,57.675,0.0,106.021,106.021,8.15546153846154,5.620263157894737,10.939821866540706,25.30445288229203,100.0,51.373,75.6865,91.1941
mark-andrews-1,Mark Andrews,TE,Oklahoma,Oklahoma,27.0,4.836296296296296,0.8560579910251985,1.8560579910251986,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,87.9,0.0,155.764,155.764,5.769037037037037,4.743272727272728,8.803789249066435,50.11356575768036,87.4832,61.2653,74.37425,90.308
michael-mayer-1,Michael Mayer,TE,Notre Dame,Notre Dame,36.0,2.96,0.6779426993441491,1.677942699344149,1.0,AA,0,102.675,0.0,175.06099999999998,175.06099999999998,4.862805555555555,4.186309523809523,7.024387502671071,60.405937176389365,82.7564,64.982,73.8692,89.5574
brycen-hopkins-1,Brycen Hopkins,TE,Purdue,Purdue,49.0,4.580204081632653,0.8363824646185709,1.836382464618571,0.0,,0,71.025,0.0,114.25500000000001,114.25500000000001,2.3317346938775514,2.0912545454545457,3.840343176326608,89.98274076630997,67.9482,78.7877,73.36795000000001,88.9048
eli-stowers-1,Eli Stowers,TE,Vanderbilt,Texas A&M|Vanderbilt,27.0,3.816666666666667,0.7614773904038661,1.761477390403866,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,82.775,0.0,146.473,146.473,5.424925925925926,4.461727272727273,7.8592317130573965,47.559889540904386,85.6212,60.423,73.0221,88.3264
jake-butt-1,Jake Butt,TE,Michigan,Michigan,26.0,4.680000000000001,0.8425957887469796,1.8425957887469795,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,74.8,0.0,133.6,133.6,5.138461538461538,4.198875,7.736829392474974,47.907490507421464,84.08,60.509,72.2945,87.8062
jake-ferguson-1,Jake Ferguson,TE,Wisconsin,Wisconsin,47.0,5.547446808510639,0.9157749395926821,1.9157749395926822,0.0,,0,58.65,0.0,94.30199999999999,94.30199999999999,2.0064255319148936,1.7936981132075471,3.4363218944776968,90.04142216085606,62.5618,78.8931,70.72745,87.3329
brant-kuithe-1,Brant Kuithe,TE,Utah,Utah,60.0,0.2063333333333332,0.5088022091819123,1.5088022091819124,0.0,,0,90.475,0.0,145.893,145.893,2.43155,2.222075757575758,3.3526728119998754,90.52813255091475,61.1019,79.6807,70.3913,86.8984
jordan-leggett-1,Jordan Leggett,TE,Clemson,Clemson,30.0,5.88,0.9351052813255092,1.9351052813255092,0.0,,0,52.525000000000006,0.0,85.179,85.179,2.8393,2.387305555555556,4.619687588693285,58.05315843976528,76.4407,64.054,70.24735000000001,86.4963
jace-sternberger-1,Jace Sternberger,TE,Texas A&M,Kansas|Texas A&M,23.0,5.136956521739131,0.8888505350362443,1.8888505350362443,1.0,AA,0,59.925,0.0,106.643,106.643,4.636652173913044,3.7036896551724143,6.995716186780618,43.44356230583362,81.5908,58.8057,70.19825,86.122
tj-hockenson-1,T.J. Hockenson,TE,Iowa,Iowa,26.0,6.015000000000001,0.9458060062133241,1.9458060062133242,1.0,John Mackey Award [Most Outstanding Tight End],0,49.599999999999994,0.0,83.72,83.72,3.2199999999999998,2.640125,5.1371710821539525,50.59095616154643,78.7206,61.3734,70.047,85.7715
trey-mcbride-1,Trey McBride,TE,Colorado State,Colorado State,40.0,-2.728,0.31860545391784606,1.318605453917846,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,101.5,0.0,175.9,175.9,4.3975,3.8405217391304345,5.064132911107442,52.74421815671384,77.9099,62.0735,69.9917,85.4418
jaylen-samuels-1,Jaylen Samuels,TE,North Carolina State,North Carolina State,39.0,3.29,0.7091819123230928,1.7091819123230927,0.0,,0,69.175,0.0,111.801,111.801,2.8666923076923077,2.5014444444444446,4.275423599125532,66.65809458060062,72.333,67.4609,69.89695,85.1305
harold-fannin-jr-1,Harold Fannin Jr.,TE,Bowling Green,Bowling Green,36.0,-4.052499999999999,0.2143596824301001,1.2143596824301002,3.0,AA|MAC Offensive Player of the Year|Vern Smith Leadership Award,0,128.7,0.0,224.244,224.244,6.229,5.357333333333333,6.505729605338856,43.716948567483605,80.5454,58.9333,69.73935,84.8354
mike-gesicki-1,Mike Gesicki,TE,Penn State,Penn State,39.0,5.523846153846154,0.9147393855712806,1.9147393855712806,0.0,,0,55.175,0.0,89.313,89.313,2.2900769230769233,2.0017111111111117,3.8327551029800953,74.67483603727995,67.5665,71.1837,69.3751,84.5549
harrison-bryant-1,Harrison Bryant,TE,Florida Atlantic,Florida Atlantic,48.0,-3.7110416666666666,0.24266482568173972,1.2426648256817396,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,110.825,0.0,191.743,191.743,3.9946458333333332,3.564944444444444,4.430031066620641,59.647911632723506,73.9412,64.7553,69.34825000000001,84.2874
peyton-hendershot-1,Peyton Hendershot,TE,Indiana,Indiana,44.0,5.007272727272727,0.8729720400414221,1.872972040041422,0.0,,0,56.575,0.0,91.281,91.281,2.074568181818182,1.8409000000000002,3.447954228512254,82.41076976182256,62.8634,74.3205,68.59195,84.0317
terrance-ferguson-1,Terrance Ferguson,TE,Oregon,Oregon,53.0,3.6016981132075467,0.7386952019330342,1.7386952019330342,0.0,,0,60.825,0.0,98.343,98.343,1.8555283018867925,1.6797796610169493,2.920624836914868,92.15084570245081,55.8192,80.8541,68.33665,83.7867
colston-loveland-1,Colston Loveland,TE,Michigan,Michigan,39.0,5.542820512820513,0.9154297549188816,1.9154297549188817,0.0,,0,52.050000000000004,0.0,83.57400000000001,83.57400000000001,2.1429230769230774,1.8741777777777782,3.5898558815633037,74.70176044183638,65.4232,71.2239,68.32355,83.5516
evan-engram-1,Evan Engram,TE,Ole Miss,Ole Miss,24.0,5.06625,0.8778046254746289,1.8778046254746288,0.0,,0,48.75,0.0,78.21000000000001,78.21000000000001,3.2587500000000005,2.632466666666667,4.943258083074445,45.06731101139109,77.1525,59.4512,68.30185,83.3254
pat-freiermuth-1,Pat Freiermuth,TE,Penn State,Penn State,30.0,4.752666666666667,0.8491542975491888,1.8491542975491888,0.0,,0,52.025,0.0,84.61500000000001,84.61500000000001,2.8205000000000005,2.3716388888888895,4.385526243623673,55.47462892647567,73.3842,63.0421,68.21315,83.1075
