position,target_id,target_threshold,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
TE,ge20,20.0,1,145,0.7379310344827587,0.5841282458929519,0.8467741935483871,0.5573210229485493,0.18453332781791687
TE,ge20,20.0,2,145,0.7448275862068966,0.5488871224165343,0.8514056224899599,0.574381535399271,0.18960176408290863
TE,ge20,20.0,3,145,0.7379310344827587,0.5155007949125596,0.8455284552845529,0.612522413110313,0.19972221553325653
TE,ge20,20.0,4,145,0.7655172413793103,0.6489136195018548,0.8629032258064516,0.5265782983292299,0.17554140090942383
TE,ge20,20.0,5,145,0.7517241379310344,0.6046753246753247,0.8582677165354331,0.5543317156029434,0.18275867402553558
TE,ge50,50.0,1,145,0.593103448275862,0.5851146521570152,0.6628571428571428,0.6902912270591383,0.2489873617887497
TE,ge50,50.0,2,145,0.5724137931034483,0.6259230470268169,0.6593406593406593,0.6572700493591501,0.23436376452445984
TE,ge50,50.0,3,145,0.5586206896551724,0.6090167120093277,0.632183908045977,0.6657569874936532,0.23786410689353943
TE,ge50,50.0,4,145,0.5517241379310345,0.5504275165176836,0.6242774566473989,0.7295274339960196,0.26242566108703613
TE,ge50,50.0,5,145,0.5862068965517241,0.6306840264282938,0.6808510638297872,0.6819577994393181,0.2423921823501587
TE,ge80,80.0,1,145,0.9724137931034482,0.6906028368794327,0.0,0.11744460612829118,0.02629697695374489
TE,ge80,80.0,2,145,0.9724137931034482,0.5629432624113475,0.0,0.12493319762688315,0.026408091187477112
TE,ge80,80.0,3,145,0.9724137931034482,0.7845744680851064,0.0,0.11880193952508247,0.026669228449463844
TE,ge80,80.0,4,145,0.9724137931034482,0.3829787234042553,0.0,0.1366856643529688,0.02737227827310562
TE,ge80,80.0,5,145,0.9724137931034482,0.701241134751773,0.0,0.11841548803769915,0.02646942064166069
