position,fold,rows_val,fold_mae,fold_rmse,fold_r2
SPEC,1,71,8.131230098928532,11.17587655827013,0.2739530534618725
SPEC,2,70,8.920077827845981,12.250290264265809,0.2152741346474245
SPEC,3,70,9.201083457380024,12.81638734732941,0.18444184719945367
SPEC,4,70,8.537849009748188,12.401624767153928,0.2784247250641607
SPEC,5,70,10.696950311279295,13.088034413402704,-0.22507847921972446
