position,fold,rows_val,fold_mae,fold_rmse,fold_r2
IDL,1,171,9.81466175358644,12.51311309355648,-0.049231419645240804
IDL,2,171,8.458560185732479,11.187797580191903,0.11247171808514655
IDL,3,171,9.346329024251302,11.944140890620279,-0.02435593630049948
IDL,4,170,9.410410717737534,12.260211772410113,0.07998521822579774
IDL,5,170,9.136148889590991,11.883824441967555,0.11382051229384293
