position,target_id,target_threshold,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
EDGE,ge20,20.0,1,129,0.6821705426356589,0.6279635258358662,0.7939698492462312,0.6085102603558369,0.20527694497063456
EDGE,ge20,20.0,2,129,0.6356589147286822,0.5866261398176291,0.7638190954773869,0.6611652123741341,0.2167888006683853
EDGE,ge20,20.0,3,129,0.6744186046511628,0.5156534954407295,0.8,0.7126997980373573,0.2377546985180982
EDGE,ge20,20.0,4,129,0.6821705426356589,0.6759878419452887,0.7980295566502463,0.590011554822663,0.19860460133081542
EDGE,ge20,20.0,5,129,0.6589147286821705,0.5939209726443768,0.7864077669902912,0.6438646100268585,0.21655038168037918
EDGE,ge50,50.0,1,129,0.5271317829457365,0.5506268081002893,0.44036697247706424,0.7406110851037118,0.26732644799256594
EDGE,ge50,50.0,2,129,0.5581395348837209,0.5445998071359691,0.4864864864864865,0.7931202152289468,0.2826553183795351
EDGE,ge50,50.0,3,129,0.5581395348837209,0.5882352941176471,0.5210084033613446,0.7442785653510132,0.2695320080069098
EDGE,ge50,50.0,4,129,0.5193798449612403,0.5414657666345226,0.42592592592592593,0.7667175772434204,0.27634232453442764
EDGE,ge50,50.0,5,129,0.5736434108527132,0.5939613526570049,0.56,0.7161364662865184,0.25696955446431957
EDGE,ge80,80.0,1,129,0.9767441860465116,0.5317460317460317,0.0,0.13309028598294306,0.024571270880707943
EDGE,ge80,80.0,2,129,0.9767441860465116,0.873015873015873,0.0,0.09402628669464387,0.02245486310965105
EDGE,ge80,80.0,3,129,0.9689922480620154,0.6904761904761905,0.0,0.12266672811774629,0.027629376871952528
EDGE,ge80,80.0,4,129,0.9689922480620154,0.503,0.0,0.1984952938574211,0.03345503102484149
EDGE,ge80,80.0,5,129,0.9689922480620154,0.40399999999999997,0.0,0.17669909213469837,0.029196706584946535
