position,target_id,target_threshold,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
IDL,ge20,20.0,1,213,0.7887323943661971,0.6432284541723666,0.8818897637795275,0.48814232236705335,0.15978464484214783
IDL,ge20,20.0,2,213,0.8028169014084507,0.6367989056087551,0.8894736842105263,0.48339112522001315,0.15642991662025452
IDL,ge20,20.0,3,212,0.7877358490566038,0.6056022408963585,0.8806366047745358,0.49873230056035833,0.1611432433128357
IDL,ge20,20.0,4,212,0.7830188679245284,0.62703081232493,0.8776595744680851,0.4921535047132468,0.15825898945331573
IDL,ge20,20.0,5,212,0.7783018867924528,0.619187675070028,0.8753315649867374,0.49934160143920897,0.16239851713180542
IDL,ge50,50.0,1,213,0.5586854460093896,0.5838181818181818,0.6384615384615384,0.6851330948859029,0.24754215776920319
IDL,ge50,50.0,2,213,0.6009389671361502,0.6263636363636363,0.6863468634686347,0.6774181893394028,0.2402164340019226
IDL,ge50,50.0,3,212,0.5990566037735849,0.6398460410557185,0.6743295019157088,0.6552257498335811,0.2325938642024994
IDL,ge50,50.0,4,212,0.6556603773584906,0.6990469208211143,0.7245283018867924,0.6221003717228919,0.21627309918403625
IDL,ge50,50.0,5,212,0.6462264150943396,0.6519428152492668,0.6887966804979253,0.6562913299102485,0.23294787108898163
IDL,ge80,80.0,1,213,0.9812206572769953,0.8038277511961723,0.0,0.08224974319681225,0.017881209030747414
IDL,ge80,80.0,2,213,0.9812206572769953,0.7990430622009569,0.0,0.08477020386664119,0.018238378688693047
IDL,ge80,80.0,3,212,0.9858490566037735,0.7583732057416268,0.0,0.07256315737267567,0.014113725163042545
IDL,ge80,80.0,4,212,0.9858490566037735,0.708133971291866,0.0,0.07440247484996806,0.014272014610469341
IDL,ge80,80.0,5,212,0.9858490566037735,0.6874003189792663,0.0,0.07642303199885427,0.014451748691499233
