position,target_id,target_threshold,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
WR,ge20,20.0,1,420,0.7833333333333333,0.656033935669194,0.8755129958960328,0.5015558447220022,0.16193585827733334
WR,ge20,20.0,2,420,0.7738095238095238,0.6687102332979851,0.871447902571042,0.48831782190567324,0.1625454632253923
WR,ge20,20.0,3,419,0.7684964200477327,0.6346153846153846,0.8676671214188267,0.5155730465331653,0.16945450510861984
WR,ge20,20.0,4,419,0.7852028639618138,0.6119673009916913,0.8780487804878049,0.513384218182461,0.16851092108848784
WR,ge20,20.0,5,419,0.7828162291169452,0.6188689359421066,0.8761904761904762,0.5162724308131358,0.1672667629315364
WR,ge50,50.0,1,420,0.5738095238095238,0.6096984775512999,0.6083150984682714,0.695198916340504,0.24861430058895229
WR,ge50,50.0,2,420,0.5976190476190476,0.6476940972539001,0.6219239373601789,0.6607286536813033,0.2338101897561503
WR,ge50,50.0,3,419,0.5775656324582339,0.5917969645559173,0.6193548387096774,0.718356730965594,0.25456772842607556
WR,ge50,50.0,4,419,0.5847255369928401,0.6558416250171948,0.6133333333333333,0.6460028064362021,0.22894568502999718
WR,ge50,50.0,5,419,0.5966587112171837,0.6502132147278648,0.6396588486140725,0.6513247433272314,0.2315060888518781
WR,ge80,80.0,1,420,0.9761904761904762,0.7274390243902439,0.0,0.1173416297770606,0.0243964326146738
WR,ge80,80.0,2,420,0.9714285714285714,0.6065853658536585,0.0,0.13645396666300932,0.024850664930253192
WR,ge80,80.0,3,419,0.9761336515513126,0.765040650406504,0.0,0.10405401206389238,0.023016644995843282
WR,ge80,80.0,4,419,0.9785202863961814,0.7050135501355014,0.0,0.10775457684734129,0.02188548419080921
WR,ge80,80.0,5,419,0.9737470167064439,0.5975550122249388,0.0,0.13510237948892084,0.02459704097936745
