position,fold,rows_val,fold_mae,fold_rmse,fold_r2
TE,1,112,10.349164060538156,13.109578312653134,-0.016075414189892445
TE,2,111,9.661726329466676,12.611642483934832,0.007421083595473665
TE,3,111,10.965946403269726,13.75996262896402,-0.024784131929203923
TE,4,111,10.14218676471882,12.482275433895996,0.10873425190673325
TE,5,111,11.523983647471935,14.924822570755126,-0.02206899534255835
