position,fold,rows_val,fold_mae,fold_rmse,fold_r2
QB,1,142,12.952654333238199,16.059351757488677,0.09142935440723277
QB,2,142,12.060632981335278,14.321387005424057,0.02891946057276351
QB,3,142,11.34283749931228,14.44558140905198,0.1007782036998246
QB,4,142,12.085755089751768,15.108544029255816,0.0689512916627083
QB,5,142,11.545764673539281,14.194298208971544,0.07727047254423114
