position,fold,rows_val,fold_mae,fold_rmse,fold_r2
WR,1,330,10.340778174586442,13.129665582406297,0.07078911851736269
WR,2,330,10.74106675085819,13.439052633816553,-0.021737786064170317
WR,3,330,9.505919681008079,12.04326722225061,0.14130440763683072
WR,4,330,10.11437536278927,12.491401589909067,0.04999067205872787
WR,5,329,10.418361466112689,12.983352457532968,0.079355550018122
