position,target_id,target_threshold,fold,rows_val,fold_accuracy,fold_roc_auc,fold_f1,fold_logloss,fold_brier
OL,ge20,20.0,1,538,0.6765799256505576,0.6037202380952381,0.7990762124711316,0.6017972858609778,0.20740044116973877
OL,ge20,20.0,2,538,0.7007434944237918,0.6318434189498657,0.8168373151308305,0.5891644106307442,0.20061005651950836
OL,ge20,20.0,3,538,0.6951672862453532,0.6286472148541113,0.8110599078341014,0.5882197487699707,0.2024969756603241
OL,ge20,20.0,4,538,0.6877323420074349,0.6465723182364861,0.8060046189376443,0.578815028799009,0.19888702034950256
OL,ge20,20.0,5,538,0.6691449814126395,0.6040825740975666,0.7954022988505747,0.609451469516742,0.2097550630569458
OL,ge50,50.0,1,538,0.6226765799256505,0.6528500276701716,0.6191369606003753,0.6577930692787437,0.2326907217502594
OL,ge50,50.0,2,538,0.5892193308550185,0.6436773657996679,0.5869158878504673,0.6542327633607841,0.23191623389720917
OL,ge50,50.0,3,538,0.5892193308550185,0.642169341449917,0.6088495575221239,0.6591962725697956,0.23388706147670746
OL,ge50,50.0,4,538,0.5985130111524164,0.6344493635860542,0.5970149253731343,0.6643156150806814,0.23617547750473022
OL,ge50,50.0,5,538,0.5724907063197026,0.612410071942446,0.5660377358490566,0.6768658518434042,0.242112398147583
OL,ge80,80.0,1,538,0.9814126394052045,0.565530303030303,0.0,0.1087862622456355,0.019495273008942604
OL,ge80,80.0,2,538,0.9795539033457249,0.7124374676556839,0.0,0.09704086417819201,0.020258914679288864
OL,ge80,80.0,3,538,0.9795539033457249,0.8799378989132309,0.0,0.08193853845124834,0.019376186653971672
OL,ge80,80.0,4,538,0.9795539033457249,0.7452130412282214,0.0,0.09771855731852236,0.020927537232637405
OL,ge80,80.0,5,538,0.9795539033457249,0.8675176815594273,0.0,0.08116593891992806,0.01916866935789585
