year_id,year_id_url,player,player_id,player_url,school_name,school_name_url,summary,award_name,award_type,source_url,table_id
2025,https://www.sports-reference.com/cfb/years/2025.html,Jacob Rodriguez *,jacob-rodriguez-1,https://www.sports-reference.com/cfb/players/jacob-rodriguez-1.html,Texas Tech,https://www.sports-reference.com/cfb/schools/texas-tech/2025.html,"63 Solo, 65 Ast, 1.0 Sk, 4 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2024,https://www.sports-reference.com/cfb/years/2024.html,Travis Hunter *,travis-hunter-2,https://www.sports-reference.com/cfb/players/travis-hunter-2.html,Colorado,https://www.sports-reference.com/cfb/schools/colorado/2024.html,"25 Solo, 11 Ast, 0.0 Sk, 4 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2023,https://www.sports-reference.com/cfb/years/2023.html,Payton Wilson *,payton-wilson-1,https://www.sports-reference.com/cfb/players/payton-wilson-1.html,North Carolina State,https://www.sports-reference.com/cfb/schools/north-carolina-state/2023.html,"69 Solo, 69 Ast, 6.0 Sk, 3 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2022,https://www.sports-reference.com/cfb/years/2022.html,Will Anderson Jr. *,will-anderson-jr-1,https://www.sports-reference.com/cfb/players/will-anderson-jr-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2022.html,"24 Solo, 27 Ast, 10.0 Sk, 1 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2021,https://www.sports-reference.com/cfb/years/2021.html,Jordan Davis *,jordan-davis-9,https://www.sports-reference.com/cfb/players/jordan-davis-9.html,Georgia,https://www.sports-reference.com/cfb/schools/georgia/2021.html,"17 Solo, 15 Ast, 2.0 Sk, 0 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2020,https://www.sports-reference.com/cfb/years/2020.html,Zaven Collins *,zaven-collins-1,https://www.sports-reference.com/cfb/players/zaven-collins-1.html,Tulsa,https://www.sports-reference.com/cfb/schools/tulsa/2020.html,"36 Solo, 18 Ast, 4.0 Sk, 4 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2019,https://www.sports-reference.com/cfb/years/2019.html,Chase Young *,chase-young-1,https://www.sports-reference.com/cfb/players/chase-young-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/2019.html,"32 Solo, 14 Ast, 16.5 Sk, 0 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2018,https://www.sports-reference.com/cfb/years/2018.html,Josh Allen *,josh-allen-6,https://www.sports-reference.com/cfb/players/josh-allen-6.html,Kentucky,https://www.sports-reference.com/cfb/schools/kentucky/2018.html,"56 Solo, 32 Ast, 17.0 Sk, 0 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2017,https://www.sports-reference.com/cfb/years/2017.html,Minkah Fitzpatrick *,minkah-fitzpatrick-1,https://www.sports-reference.com/cfb/players/minkah-fitzpatrick-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2017.html,"38 Solo, 22 Ast, 1.5 Sk, 1 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
2016,https://www.sports-reference.com/cfb/years/2016.html,Jonathan Allen *,jonathan-allen-1,https://www.sports-reference.com/cfb/players/jonathan-allen-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2016.html,"33 Solo, 36 Ast, 10.5 Sk, 0 Int",Chuck Bednarik Award Winners,Defensive Player of the Year,https://www.sports-reference.com/cfb/awards/bednarik.html#all_bednarik,bednarik
