year_id,year_id_url,player,player_id,player_url,school_name,school_name_url,summary,award_name,award_type,source_url,table_id
1989,https://www.sports-reference.com/cfb/years/1989.html,Anthony Thompson,anthony-thompson-1,https://www.sports-reference.com/cfb/players/anthony-thompson-1.html,Indiana,https://www.sports-reference.com/cfb/schools/indiana/1989.html,"358 Att, 1793 Yds, 5.0 Avg, 24 TD",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1988,https://www.sports-reference.com/cfb/years/1988.html,Anthony Thompson,anthony-thompson-1,https://www.sports-reference.com/cfb/players/anthony-thompson-1.html,Indiana,https://www.sports-reference.com/cfb/schools/indiana/1988.html,"329 Att, 1546 Yds, 4.7 Avg, 24 TD",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1987,https://www.sports-reference.com/cfb/years/1987.html,Ernie Jones,ernie-jones-3,https://www.sports-reference.com/cfb/players/ernie-jones-3.html,Indiana,https://www.sports-reference.com/cfb/schools/indiana/1987.html,"59 Rec, 1115 Yds, 18.9 Avg, 12 TD",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1987,https://www.sports-reference.com/cfb/years/1987.html,Lorenzo White,lorenzo-white-1,https://www.sports-reference.com/cfb/players/lorenzo-white-1.html,Michigan State,https://www.sports-reference.com/cfb/schools/michigan-state/1987.html,"322 Att, 1459 Yds, 4.5 Avg, 14 TD",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1986,https://www.sports-reference.com/cfb/years/1986.html,Jim Harbaugh,jim-harbaugh-1,https://www.sports-reference.com/cfb/players/jim-harbaugh-1.html,Michigan,https://www.sports-reference.com/cfb/schools/michigan/1986.html,"167 Cmp, 254 Att, 2557 Yds, 10 TD, 8 Int",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1985,https://www.sports-reference.com/cfb/years/1985.html,Chuck Long,chuck-long-1,https://www.sports-reference.com/cfb/players/chuck-long-1.html,Iowa,https://www.sports-reference.com/cfb/schools/iowa/1985.html,"231 Cmp, 351 Att, 2978 Yds, 26 TD, 15 Int",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1985,https://www.sports-reference.com/cfb/years/1985.html,Lorenzo White,lorenzo-white-1,https://www.sports-reference.com/cfb/players/lorenzo-white-1.html,Michigan State,https://www.sports-reference.com/cfb/schools/michigan-state/1985.html,"386 Att, 1908 Yds, 4.9 Avg, 17 TD",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1984,https://www.sports-reference.com/cfb/years/1984.html,Keith Byars,keith-byars-1,https://www.sports-reference.com/cfb/players/keith-byars-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/1984.html,"313 Att, 1655 Yds, 5.3 Avg, 22 TD",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1983,https://www.sports-reference.com/cfb/years/1983.html,Don Thorp,don-thorp-1,https://www.sports-reference.com/cfb/players/don-thorp-1.html,Illinois,https://www.sports-reference.com/cfb/schools/illinois/1983.html,,Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
1982,https://www.sports-reference.com/cfb/years/1982.html,Anthony Carter,anthony-carter-2,https://www.sports-reference.com/cfb/players/anthony-carter-2.html,Michigan,https://www.sports-reference.com/cfb/schools/michigan/1982.html,"38 Rec, 785 Yds, 20.7 Avg, 8 TD",Big Ten Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-poy.html#all_big-ten-poy,big-ten-poy
