year_id,year_id_url,player,player_id,player_url,school_name,school_name_url,summary,award_name,award_type,source_url,table_id
2025,https://www.sports-reference.com/cfb/years/2025.html,Fernando Mendoza *,fernando-mendoza-1,https://www.sports-reference.com/cfb/players/fernando-mendoza-1.html,Indiana,https://www.sports-reference.com/cfb/schools/indiana/2025.html,"273 Cmp, 379 Att, 3535 Yds, 41 TD, 6 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2024,https://www.sports-reference.com/cfb/years/2024.html,Cameron Ward *,cameron-ward-1,https://www.sports-reference.com/cfb/players/cameron-ward-1.html,Miami (FL),https://www.sports-reference.com/cfb/schools/miami-fl/2024.html,"305 Cmp, 454 Att, 4313 Yds, 39 TD, 7 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2023,https://www.sports-reference.com/cfb/years/2023.html,Jayden Daniels *,jayden-daniels-1,https://www.sports-reference.com/cfb/players/jayden-daniels-1.html,LSU,https://www.sports-reference.com/cfb/schools/louisiana-state/2023.html,"236 Cmp, 327 Att, 3812 Yds, 40 TD, 4 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2022,https://www.sports-reference.com/cfb/years/2022.html,Stetson Bennett *,stetson-bennett-1,https://www.sports-reference.com/cfb/players/stetson-bennett-1.html,Georgia,https://www.sports-reference.com/cfb/schools/georgia/2022.html,"310 Cmp, 454 Att, 4128 Yds, 27 TD, 7 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2021,https://www.sports-reference.com/cfb/years/2021.html,Bryce Young *,bryce-young-1,https://www.sports-reference.com/cfb/players/bryce-young-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2021.html,"366 Cmp, 547 Att, 4872 Yds, 47 TD, 7 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2020,https://www.sports-reference.com/cfb/years/2020.html,Mac Jones *,mac-jones-1,https://www.sports-reference.com/cfb/players/mac-jones-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2020.html,"311 Cmp, 402 Att, 4500 Yds, 41 TD, 4 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2019,https://www.sports-reference.com/cfb/years/2019.html,Joe Burrow *,joe-burrow-1,https://www.sports-reference.com/cfb/players/joe-burrow-1.html,LSU,https://www.sports-reference.com/cfb/schools/louisiana-state/2019.html,"402 Cmp, 527 Att, 5671 Yds, 60 TD, 6 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2018,https://www.sports-reference.com/cfb/years/2018.html,Kyler Murray *,kyler-murray-1,https://www.sports-reference.com/cfb/players/kyler-murray-1.html,Oklahoma,https://www.sports-reference.com/cfb/schools/oklahoma/2018.html,"260 Cmp, 377 Att, 4361 Yds, 42 TD, 7 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2017,https://www.sports-reference.com/cfb/years/2017.html,Baker Mayfield *,baker-mayfield-1,https://www.sports-reference.com/cfb/players/baker-mayfield-1.html,Oklahoma,https://www.sports-reference.com/cfb/schools/oklahoma/2017.html,"285 Cmp, 404 Att, 4627 Yds, 43 TD, 6 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2016,https://www.sports-reference.com/cfb/years/2016.html,Deshaun Watson *,deshaun-watson-1,https://www.sports-reference.com/cfb/players/deshaun-watson-1.html,Clemson,https://www.sports-reference.com/cfb/schools/clemson/2016.html,"388 Cmp, 579 Att, 4593 Yds, 41 TD, 17 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
2015,https://www.sports-reference.com/cfb/years/2015.html,Deshaun Watson *,deshaun-watson-1,https://www.sports-reference.com/cfb/players/deshaun-watson-1.html,Clemson,https://www.sports-reference.com/cfb/schools/clemson/2015.html,"333 Cmp, 491 Att, 4104 Yds, 35 TD, 13 Int",Manning Award Winners,Most Outstanding Quarterback,https://www.sports-reference.com/cfb/awards/manning.html#all_manning,manning
