year_id,year_id_url,player,player_id,player_url,school_name,school_name_url,summary,award_name,award_type,source_url,table_id
2025,https://www.sports-reference.com/cfb/years/2025.html,Landon Robinson *,landon-robinson-1,https://www.sports-reference.com/cfb/players/landon-robinson-1.html,Navy,https://www.sports-reference.com/cfb/schools/navy/2025.html,"31 Solo, 33 Ast, 6.5 Sk, 0 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2024,https://www.sports-reference.com/cfb/years/2024.html,Jimmori Robinson *,jimmori-robinson-1,https://www.sports-reference.com/cfb/players/jimmori-robinson-1.html,UTSA,https://www.sports-reference.com/cfb/schools/texas-san-antonio/2024.html,"27 Solo, 16 Ast, 10.5 Sk, 0 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2023,https://www.sports-reference.com/cfb/years/2023.html,Trey Moore *,trey-moore-1,https://www.sports-reference.com/cfb/players/trey-moore-1.html,UTSA,https://www.sports-reference.com/cfb/schools/texas-san-antonio/2023.html,"30 Solo, 15 Ast, 14.0 Sk, 1 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2022,https://www.sports-reference.com/cfb/years/2022.html,Ivan Pace Jr. *,ivan-pace-jr-1,https://www.sports-reference.com/cfb/players/ivan-pace-jr-1.html,Cincinnati,https://www.sports-reference.com/cfb/schools/cincinnati/2022.html,"56 Solo, 81 Ast, 10.0 Sk, 0 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2021,https://www.sports-reference.com/cfb/years/2021.html,Ahmad Gardner *,ahmad-gardner-1,https://www.sports-reference.com/cfb/players/ahmad-gardner-1.html,Cincinnati,https://www.sports-reference.com/cfb/schools/cincinnati/2021.html,"28 Solo, 12 Ast, 3.0 Sk, 3 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2020,https://www.sports-reference.com/cfb/years/2020.html,Zaven Collins *,zaven-collins-1,https://www.sports-reference.com/cfb/players/zaven-collins-1.html,Tulsa,https://www.sports-reference.com/cfb/schools/tulsa/2020.html,"36 Solo, 18 Ast, 4.0 Sk, 4 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2019,https://www.sports-reference.com/cfb/years/2019.html,Quincy Roche *,quincy-roche-1,https://www.sports-reference.com/cfb/players/quincy-roche-1.html,Temple,https://www.sports-reference.com/cfb/schools/temple/2019.html,"36 Solo, 13 Ast, 13.0 Sk, 0 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2018,https://www.sports-reference.com/cfb/years/2018.html,Nate Harvey,nate-harvey-1,https://www.sports-reference.com/cfb/players/nate-harvey-1.html,East Carolina,https://www.sports-reference.com/cfb/schools/east-carolina/2018.html,"42 Solo, 21 Ast, 14.5 Sk, 0 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2017,https://www.sports-reference.com/cfb/years/2017.html,Ed Oliver *,ed-oliver-2,https://www.sports-reference.com/cfb/players/ed-oliver-2.html,Houston,https://www.sports-reference.com/cfb/schools/houston/2017.html,"47 Solo, 26 Ast, 5.5 Sk, 0 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2016,https://www.sports-reference.com/cfb/years/2016.html,Shaquem Griffin *,shaquem-griffin-1,https://www.sports-reference.com/cfb/players/shaquem-griffin-1.html,UCF,https://www.sports-reference.com/cfb/schools/central-florida/2016.html,"57 Solo, 35 Ast, 11.5 Sk, 1 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2015,https://www.sports-reference.com/cfb/years/2015.html,Tyler Matakevich *,tyler-matakevich-1,https://www.sports-reference.com/cfb/players/tyler-matakevich-1.html,Temple,https://www.sports-reference.com/cfb/schools/temple/2015.html,"77 Solo, 61 Ast, 4.5 Sk, 5 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2014,https://www.sports-reference.com/cfb/years/2014.html,Jacoby Glenn * (tie),jacoby-glenn-1,https://www.sports-reference.com/cfb/players/jacoby-glenn-1.html,UCF,https://www.sports-reference.com/cfb/schools/central-florida/2014.html,"34 Solo, 14 Ast, 0.0 Sk, 7 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
2014,https://www.sports-reference.com/cfb/years/2014.html,Tank Jakes * (tie),tank-jakes-1,https://www.sports-reference.com/cfb/players/tank-jakes-1.html,Memphis,https://www.sports-reference.com/cfb/schools/memphis/2014.html,"70 Solo, 24 Ast, 6.0 Sk, 1 Int",AAC Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/american-dpoy.html#all_american-dpoy,american-dpoy
