year_id,year_id_url,player,player_id,player_url,school_name,school_name_url,summary,award_name,award_type,source_url,table_id
2025,https://www.sports-reference.com/cfb/years/2025.html,Jacob Rodriguez *,jacob-rodriguez-1,https://www.sports-reference.com/cfb/players/jacob-rodriguez-1.html,Texas Tech,https://www.sports-reference.com/cfb/schools/texas-tech/2025.html,"63 Solo, 65 Ast, 1.0 Sk, 4 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2024,https://www.sports-reference.com/cfb/years/2024.html,Jalon Walker *,jalon-walker-1,https://www.sports-reference.com/cfb/players/jalon-walker-1.html,Georgia,https://www.sports-reference.com/cfb/schools/georgia/2024.html,"37 Solo, 23 Ast, 6.5 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2023,https://www.sports-reference.com/cfb/years/2023.html,Payton Wilson *,payton-wilson-1,https://www.sports-reference.com/cfb/players/payton-wilson-1.html,North Carolina State,https://www.sports-reference.com/cfb/schools/north-carolina-state/2023.html,"69 Solo, 69 Ast, 6.0 Sk, 3 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2022,https://www.sports-reference.com/cfb/years/2022.html,Jack Campbell *,jack-campbell-1,https://www.sports-reference.com/cfb/players/jack-campbell-1.html,Iowa,https://www.sports-reference.com/cfb/schools/iowa/2022.html,"60 Solo, 68 Ast, 1.0 Sk, 2 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2021,https://www.sports-reference.com/cfb/years/2021.html,Nakobe Dean *,nakobe-dean-1,https://www.sports-reference.com/cfb/players/nakobe-dean-1.html,Georgia,https://www.sports-reference.com/cfb/schools/georgia/2021.html,"36 Solo, 36 Ast, 6.0 Sk, 2 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2020,https://www.sports-reference.com/cfb/years/2020.html,Jeremiah Owusu-Koramoah *,jeremiah-owusu-koramoah-1,https://www.sports-reference.com/cfb/players/jeremiah-owusu-koramoah-1.html,Notre Dame,https://www.sports-reference.com/cfb/schools/notre-dame/2020.html,"42 Solo, 20 Ast, 1.5 Sk, 1 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2019,https://www.sports-reference.com/cfb/years/2019.html,Isaiah Simmons *,isaiah-simmons-1,https://www.sports-reference.com/cfb/players/isaiah-simmons-1.html,Clemson,https://www.sports-reference.com/cfb/schools/clemson/2019.html,"67 Solo, 36 Ast, 7.0 Sk, 3 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2018,https://www.sports-reference.com/cfb/years/2018.html,Devin White *,devin-white-1,https://www.sports-reference.com/cfb/players/devin-white-1.html,LSU,https://www.sports-reference.com/cfb/schools/louisiana-state/2018.html,"62 Solo, 61 Ast, 3.0 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2017,https://www.sports-reference.com/cfb/years/2017.html,Roquan Smith *,roquan-smith-1,https://www.sports-reference.com/cfb/players/roquan-smith-1.html,Georgia,https://www.sports-reference.com/cfb/schools/georgia/2017.html,"85 Solo, 52 Ast, 6.5 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2016,https://www.sports-reference.com/cfb/years/2016.html,Reuben Foster *,reuben-foster-1,https://www.sports-reference.com/cfb/players/reuben-foster-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2016.html,"60 Solo, 55 Ast, 5.0 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2015,https://www.sports-reference.com/cfb/years/2015.html,Jaylon Smith *,jaylon-smith-1,https://www.sports-reference.com/cfb/players/jaylon-smith-1.html,Notre Dame,https://www.sports-reference.com/cfb/schools/notre-dame/2015.html,"69 Solo, 45 Ast, 1.0 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2014,https://www.sports-reference.com/cfb/years/2014.html,Eric Kendricks *,eric-kendricks-1,https://www.sports-reference.com/cfb/players/eric-kendricks-1.html,UCLA,https://www.sports-reference.com/cfb/schools/ucla/2014.html,"101 Solo, 48 Ast, 4.0 Sk, 3 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2013,https://www.sports-reference.com/cfb/years/2013.html,C.J. Mosley *,cj-mosley-1,https://www.sports-reference.com/cfb/players/cj-mosley-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2013.html,"62 Solo, 44 Ast, 0.0 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2012,https://www.sports-reference.com/cfb/years/2012.html,Manti Te'o *,manti-teo-1,https://www.sports-reference.com/cfb/players/manti-teo-1.html,Notre Dame,https://www.sports-reference.com/cfb/schools/notre-dame/2012.html,"55 Solo, 58 Ast, 1.5 Sk, 7 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2011,https://www.sports-reference.com/cfb/years/2011.html,Luke Kuechly,luke-kuechly-1,https://www.sports-reference.com/cfb/players/luke-kuechly-1.html,Boston College,https://www.sports-reference.com/cfb/schools/boston-college/2011.html,"102 Solo, 89 Ast, 0.0 Sk, 3 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2010,https://www.sports-reference.com/cfb/years/2010.html,Von Miller *,von-miller-1,https://www.sports-reference.com/cfb/players/von-miller-1.html,Texas A&M,https://www.sports-reference.com/cfb/schools/texas-am/2010.html,"38 Solo, 30 Ast, 10.5 Sk, 1 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2009,https://www.sports-reference.com/cfb/years/2009.html,Rolando McClain *,rolando-mcclain-1,https://www.sports-reference.com/cfb/players/rolando-mcclain-1.html,Alabama,https://www.sports-reference.com/cfb/schools/alabama/2009.html,"53 Solo, 52 Ast, 4.0 Sk, 2 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2008,https://www.sports-reference.com/cfb/years/2008.html,Aaron Curry *,aaron-curry-1,https://www.sports-reference.com/cfb/players/aaron-curry-1.html,Wake Forest,https://www.sports-reference.com/cfb/schools/wake-forest/2008.html,"66 Solo, 39 Ast, 2.5 Sk, 1 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2007,https://www.sports-reference.com/cfb/years/2007.html,James Laurinaitis *,james-laurinaitis-1,https://www.sports-reference.com/cfb/players/james-laurinaitis-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/2007.html,"51 Solo, 70 Ast, 5.0 Sk, 2 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2006,https://www.sports-reference.com/cfb/years/2006.html,Patrick Willis,patrick-willis-1,https://www.sports-reference.com/cfb/players/patrick-willis-1.html,Ole Miss,https://www.sports-reference.com/cfb/schools/mississippi/2006.html,"87 Solo, 50 Ast, 3.0 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2005,https://www.sports-reference.com/cfb/years/2005.html,Paul Posluszny *,paul-posluszny-1,https://www.sports-reference.com/cfb/players/paul-posluszny-1.html,Penn State,https://www.sports-reference.com/cfb/schools/penn-state/2005.html,"64 Solo, 52 Ast, 3.0 Sk, 0 Int",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2004,https://www.sports-reference.com/cfb/years/2004.html,Derrick Johnson *,derrick-johnson-3,https://www.sports-reference.com/cfb/players/derrick-johnson-3.html,Texas,https://www.sports-reference.com/cfb/schools/texas/2004.html,"1 Int, 18 Yds, 0 TD",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2003,https://www.sports-reference.com/cfb/years/2003.html,Teddy Lehman *,teddy-lehman-1,https://www.sports-reference.com/cfb/players/teddy-lehman-1.html,Oklahoma,https://www.sports-reference.com/cfb/schools/oklahoma/2003.html,"1 Int, 0 Yds, 0 TD",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2002,https://www.sports-reference.com/cfb/years/2002.html,E.J. Henderson *,ej-henderson-1,https://www.sports-reference.com/cfb/players/ej-henderson-1.html,Maryland,https://www.sports-reference.com/cfb/schools/maryland/2002.html,"2 Int, 20 Yds, 0 TD",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2001,https://www.sports-reference.com/cfb/years/2001.html,Rocky Calmus,rocky-calmus-1,https://www.sports-reference.com/cfb/players/rocky-calmus-1.html,Oklahoma,https://www.sports-reference.com/cfb/schools/oklahoma/2001.html,"1 Int, 33 Yds, 0 TD",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
2000,https://www.sports-reference.com/cfb/years/2000.html,Dan Morgan,dan-morgan-1,https://www.sports-reference.com/cfb/players/dan-morgan-1.html,Miami (FL),https://www.sports-reference.com/cfb/schools/miami-fl/2000.html,"2 Int, 34 Yds, 0 TD",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
1999,https://www.sports-reference.com/cfb/years/1999.html,Lavar Arrington,lavar-arrington-1,https://www.sports-reference.com/cfb/players/lavar-arrington-1.html,Penn State,https://www.sports-reference.com/cfb/schools/penn-state/1999.html,"1 Int, 27 Yds, 0 TD",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
1998,https://www.sports-reference.com/cfb/years/1998.html,Chris Claiborne,chris-claiborne-1,https://www.sports-reference.com/cfb/players/chris-claiborne-1.html,USC,https://www.sports-reference.com/cfb/schools/southern-california/1998.html,"6 Int, 159 Yds, 2 TD",Dick Butkus Award Winners,Most Outstanding Linebacker,https://www.sports-reference.com/cfb/awards/butkus.html#all_butkus,butkus
