year_id,year_id_url,player,player_id,player_url,school_name,school_name_url,summary,award_name,award_type,source_url,table_id
2025,https://www.sports-reference.com/cfb/years/2025.html,Caleb Downs *,caleb-downs-1,https://www.sports-reference.com/cfb/players/caleb-downs-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/2025.html,"45 Solo, 23 Ast, 1.0 Sk, 2 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2024,https://www.sports-reference.com/cfb/years/2024.html,Abdul Carter *,abdul-carter-1,https://www.sports-reference.com/cfb/players/abdul-carter-1.html,Penn State,https://www.sports-reference.com/cfb/schools/penn-state/2024.html,"43 Solo, 25 Ast, 12.0 Sk, 0 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2023,https://www.sports-reference.com/cfb/years/2023.html,Jer'Zhan Newton,jerzhan-newton-1,https://www.sports-reference.com/cfb/players/jerzhan-newton-1.html,Illinois,https://www.sports-reference.com/cfb/schools/illinois/2023.html,"26 Solo, 26 Ast, 7.5 Sk, 0 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2022,https://www.sports-reference.com/cfb/years/2022.html,Jack Campbell *,jack-campbell-1,https://www.sports-reference.com/cfb/players/jack-campbell-1.html,Iowa,https://www.sports-reference.com/cfb/schools/iowa/2022.html,"60 Solo, 68 Ast, 1.0 Sk, 2 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2021,https://www.sports-reference.com/cfb/years/2021.html,Aidan Hutchinson *,aidan-hutchinson-1,https://www.sports-reference.com/cfb/players/aidan-hutchinson-1.html,Michigan,https://www.sports-reference.com/cfb/schools/michigan/2021.html,"36 Solo, 26 Ast, 14.0 Sk, 0 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2020,https://www.sports-reference.com/cfb/years/2020.html,Daviyon Nixon,daviyon-nixon-1,https://www.sports-reference.com/cfb/players/daviyon-nixon-1.html,Iowa,https://www.sports-reference.com/cfb/schools/iowa/2020.html,"22 Solo, 23 Ast, 5.5 Sk, 1 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2019,https://www.sports-reference.com/cfb/years/2019.html,Chase Young *,chase-young-1,https://www.sports-reference.com/cfb/players/chase-young-1.html,Ohio State,https://www.sports-reference.com/cfb/schools/ohio-state/2019.html,"32 Solo, 14 Ast, 16.5 Sk, 0 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2018,https://www.sports-reference.com/cfb/years/2018.html,Devin Bush *,devin-bush-2,https://www.sports-reference.com/cfb/players/devin-bush-2.html,Michigan,https://www.sports-reference.com/cfb/schools/michigan/2018.html,"38 Solo, 40 Ast, 5.0 Sk, 0 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2017,https://www.sports-reference.com/cfb/years/2017.html,Josey Jewell *,josey-jewell-1,https://www.sports-reference.com/cfb/players/josey-jewell-1.html,Iowa,https://www.sports-reference.com/cfb/schools/iowa/2017.html,"69 Solo, 67 Ast, 4.5 Sk, 2 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2016,https://www.sports-reference.com/cfb/years/2016.html,Jabrill Peppers *,jabrill-peppers-1,https://www.sports-reference.com/cfb/players/jabrill-peppers-1.html,Michigan,https://www.sports-reference.com/cfb/schools/michigan/2016.html,"47 Solo, 25 Ast, 4.0 Sk, 1 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
2015,https://www.sports-reference.com/cfb/years/2015.html,Carl Nassib *,carl-nassib-1,https://www.sports-reference.com/cfb/players/carl-nassib-1.html,Penn State,https://www.sports-reference.com/cfb/schools/penn-state/2015.html,"31 Solo, 15 Ast, 15.5 Sk, 1 Int",Big Ten Defensive Player of the Year Winners,Awards Index,https://www.sports-reference.com/cfb/awards/big-ten-dpoy.html#all_big-ten-dpoy,big-ten-dpoy
