player_id,year,rank,name,position,height,weight,rating,high_school,city,state,committed_to,url
202800001,2028,1,Brysen Wright,WR,"6' 3.5""",215 lbs,0.9994,Mandarin,Jacksonville,FL,Uncommitted,https://247sports.com/player/brysen-wright-46151659/
202800002,2028,2,Jalanie George,Edge,"6' 4.5""",245 lbs,0.9990,Desert Edge,Goodyear,AZ,Uncommitted,https://247sports.com/player/jalanie-george-46151179/
202800003,2028,3,A'mir Sears,CB,"6' 1""",162 lbs,0.9987,Columbus,Miami,FL,Uncommitted,https://247sports.com/player/amir-sears-46151570/
202800004,2028,4,Jayden Wade,QB,"6' 3""",190 lbs,0.9965,IMG Academy,Bradenton,FL,Georgia,https://247sports.com/player/jayden-wade-46131982/
202800005,2028,5,Deandre Bidden,WR,"6' 1""",170 lbs,0.9962,Harper Woods,Harper Woods,MI,Uncommitted,https://247sports.com/player/deandre-bidden-46149889/
202800006,2028,6,Kameron McGee,Edge,"6' 3""",234 lbs,0.9961,Brother Rice,Chicago,IL,Uncommitted,https://247sports.com/player/kameron-mcgee-46154559/
202800007,2028,7,Christopher Vargas,QB,"6' 4""",175 lbs,0.9952,St. John's Prep,Danvers,MA,Uncommitted,https://247sports.com/player/christopher-vargas-46151637/
202800008,2028,8,Kellan Hall,DL,"6' 4""",265 lbs,0.9952,Christian Academy of Louisville,Louisville,KY,Uncommitted,https://247sports.com/player/kellan-hall-46149820/
202800009,2028,9,Jett Harrison,WR,"6' 1""",175 lbs,0.9941,St. Joseph's Prep,Philadelphia,PA,Uncommitted,https://247sports.com/player/jett-harrison-46152620/
202800010,2028,10,Giovanni Tuggle,S,"6' 0""",175 lbs,0.9937,Winder-Barrow,Winder,GA,Uncommitted,https://247sports.com/player/giovanni-tuggle-46159161/
202800011,2028,11,Jamarios Canton,OT,"6' 5""",305 lbs,0.9935,IMG Academy,Bradenton,FL,Uncommitted,https://247sports.com/player/jamarios-canton-46154437/
202800012,2028,12,Asher Ghioto,DL,"6' 4.5""",240 lbs,0.9934,The Bolles School,Jacksonville,FL,Uncommitted,https://247sports.com/player/asher-ghioto-46147706/
202800013,2028,13,Braylon Clark,WR,"6' 2.5""",188 lbs,0.9927,Charlotte Country Day,Charlotte,NC,Uncommitted,https://247sports.com/player/braylon-clark-46151079/
202800014,2028,14,George Selvie III,IOL,"6' 3""",265 lbs,0.9926,Sumner,Riverview,FL,Uncommitted,https://247sports.com/player/george-selvie-iii-46154734/
202800015,2028,15,R'Monie Edwards,OT,"6' 4.5""",310 lbs,0.9924,Cy Ranch,Cypress,TX,Uncommitted,https://247sports.com/player/rmonie-edwards-46153244/
202800016,2028,16,Casey Barner,S,"5' 11""",190 lbs,0.9922,McEachern,Powder Springs,GA,Uncommitted,https://247sports.com/player/casey-barner-46149998/
202800017,2028,17,Azhir Waddell,DL,"6' 5""",275 lbs,0.9906,IMG Academy,Bradenton,FL,Uncommitted,https://247sports.com/player/azhir-waddell-46155242/
202800018,2028,18,Darieon Prescott,Edge,"6' 6""",220 lbs,0.9905,Bolingbrook,Bolingbrook,IL,Uncommitted,https://247sports.com/player/darieon-prescott-46154828/
