player_id,year,rank,name,position,height,weight,rating,high_school,city,state,committed_to,url
201500001,2015,1,Trenton Thompson,DT,"6' 2.5""",313 lbs,0.9991,Westover,Albany,GA,Georgia,https://247sports.com/player/trenton-thompson-29432/
201500002,2015,2,Martez Ivey,OT,"6' 5.5""",275 lbs,0.9991,Apopka,Apopka,FL,Florida,https://247sports.com/player/martez-ivey-26822/
201500003,2015,3,Byron Cowart,SDE,"6' 4""",250 lbs,0.9987,Armwood,Seffner,FL,Auburn,https://247sports.com/player/byron-cowart-23209/
201500004,2015,4,Iman Marshall,CB,"6' 1""",190 lbs,0.9985,Long Beach Poly,Long Beach,CA,USC,https://247sports.com/player/iman-marshall-19987/
201500005,2015,5,Derwin James,S,"6' 2""",201 lbs,0.9982,Haines City,Auburndale,FL,Florida State,https://247sports.com/player/derwin-james-19186/
201500006,2015,6,Kahlil McKenzie,DT,"6' 3""",339 lbs,0.9972,Clayton Valley,Concord,CA,Tennessee,https://247sports.com/player/kahlil-mckenzie-25259/
201500007,2015,7,CeCe Jefferson,SDE,"6' 2""",275 lbs,0.9952,Baker County,Glen St. Mary,FL,Florida,https://247sports.com/player/cece-jefferson-22522/
201500008,2015,8,Josh Sweat,WDE,"6' 5""",240 lbs,0.9949,Oscar Smith,Chesapeake,VA,Florida State,https://247sports.com/player/josh-sweat-31647/
201500009,2015,9,Kevin Toliver II,CB,"6' 2""",185 lbs,0.9949,Trinity Christian Academy,Jacksonville,FL,LSU,https://247sports.com/player/kevin-toliver-ii-21288/
201500010,2015,10,Malik Jefferson,OLB,"6' 2.5""",215 lbs,0.9934,Mesquite Poteet,Mesquite,TX,Texas,https://247sports.com/player/malik-jefferson-27668/
201500011,2015,11,Josh Rosen,PRO,"6' 4""",205 lbs,0.9932,St. John Bosco,Bellflower,CA,UCLA,https://247sports.com/player/josh-rosen-17035/
201500012,2015,12,Calvin Ridley,WR,"6' 0""",170 lbs,0.9931,Monarch,Pompano Beach,FL,Alabama,https://247sports.com/player/calvin-ridley-32227/
201500013,2015,13,Terry Beckner Jr.,DT,"6' 4""",293 lbs,0.9918,East St. Louis,East St. Louis,IL,Missouri,https://247sports.com/player/terry-beckner-jr-28553/
201500014,2015,14,Daylon Mack,DT,"6' 1""",330 lbs,0.9915,Gladewater,Gladewater,TX,Texas A&M,https://247sports.com/player/daylon-mack-22227/
201500015,2015,15,Tarvarus McFadden,CB,"6' 2""",198 lbs,0.9915,American Heritage,Fort Lauderdale,FL,Florida State,https://247sports.com/player/tarvarus-mcfadden-21467/
201500016,2015,16,Keisean Lucier-South,WDE,"6' 4""",208 lbs,0.9909,Orange Lutheran,Orange,CA,UCLA,https://247sports.com/player/keisean-lucier-south-30392/
201500017,2015,17,Canton Kaumatule,SDE,"6' 7""",290 lbs,0.9909,Punahou,Honolulu,HI,Oregon,https://247sports.com/player/canton-kaumatule-23735/
201500018,2015,18,Deon Cain,WR,"6' 1.5""",194 lbs,0.9906,Tampa Bay Tech,Tampa,FL,Clemson,https://247sports.com/player/deon-cain-33748/
201500019,2015,19,George Campbell,WR,"6' 3""",184 lbs,0.9903,East Lake,Tarpon Springs,FL,Florida State,https://247sports.com/player/george-campbell-19746/
201500020,2015,20,Kendall Sheffield,CB,"6' 0""",181 lbs,0.9900,Fort Bend Marshall,Missouri City,TX,Alabama,https://247sports.com/player/kendall-sheffield-26674/
201500021,2015,21,Rasheem Green,DT,"6' 5""",275 lbs,0.9899,Junipero Serra,Gardena,CA,USC,https://247sports.com/player/rasheem-green-30505/
201500022,2015,22,Blake Barnett,PRO,"6' 4.5""",200 lbs,0.9898,Santiago,Corona,CA,Alabama,https://247sports.com/player/blake-barnett-35130/
201500023,2015,23,Mitch Hyatt,OT,"6' 5""",272 lbs,0.9896,North Gwinnett,Suwanee,GA,Clemson,https://247sports.com/player/mitch-hyatt-23728/
201500024,2015,24,Christian Wilkins,DT,"6' 4""",290 lbs,0.9893,Suffield Academy,Suffield,CT,Clemson,https://247sports.com/player/christian-wilkins-26842/
201500025,2015,25,Christian Kirk,WR,"5' 10""",191 lbs,0.9891,Saguaro,Scottsdale,AZ,Texas A&M,https://247sports.com/player/christian-kirk-17309/
201500026,2015,26,Chuma Edoga,OG,"6' 3""",280 lbs,0.9880,McEachern,Powder Springs,GA,USC,https://247sports.com/player/chuma-edoga-26937/
201500027,2015,27,Terry Godwin,ATH,"6' 0""",168 lbs,0.9879,Callaway,Hogansville,GA,Georgia,https://247sports.com/player/terry-godwin-21615/
201500028,2015,28,Daron Payne,DT,"6' 2""",325 lbs,0.9878,Shades Valley,Birmingham,AL,Alabama,https://247sports.com/player/daron-payne-32071/
201500029,2015,29,Tyron Johnson,WR,"6' 1""",191 lbs,0.9878,Warren Easton,New Orleans,LA,LSU,https://247sports.com/player/tyron-johnson-25472/
201500030,2015,30,Minkah Fitzpatrick,CB,"6' 1""",198 lbs,0.9872,St. Peter's Prep,Jersey City,NJ,Alabama,https://247sports.com/player/minkah-fitzpatrick-27783/
201500031,2015,31,Damien Harris,RB,"5' 11""",205 lbs,0.9865,Madison Southern,Berea,KY,Alabama,https://247sports.com/player/damien-harris-21662/
201500032,2015,32,Soso Jamabo,RB,"6' 2.5""",210 lbs,0.9859,Plano West,Plano,TX,UCLA,https://247sports.com/player/soso-jamabo-19127/
201500033,2015,33,Osa Masina,OLB,"6' 3.5""",230 lbs,0.9858,Brighton,Salt Lake City,UT,USC,https://247sports.com/player/osa-masina-28815/
201500034,2015,34,Kyler Murray,DUAL,"5' 10""",180 lbs,0.9854,Allen,Allen,TX,Texas A&M,https://247sports.com/player/kyler-murray-24020/
201500035,2015,35,Justin Hilliard,OLB,"6' 0""",225 lbs,0.9851,St. Xavier,Cincinnati,OH,Ohio State,https://247sports.com/player/justin-hilliard-30932/
201500036,2015,36,Kyle Phillips,SDE,"6' 3.5""",250 lbs,0.9843,Hillsboro,Nashville,TN,Tennessee,https://247sports.com/player/kyle-phillips-32039/
201500037,2015,37,Maea Teuhema,OG,"6' 4.5""",340 lbs,0.9839,Keller,Keller,TX,LSU,https://247sports.com/player/maea-teuhema-28075/
201500038,2015,38,Jacques Patrick,RB,"6' 1.5""",230 lbs,0.9829,Timber Creek,Orlando,FL,Florida State,https://247sports.com/player/jacques-patrick-19323/
201500039,2015,39,Jarrett Stidham,DUAL,"6' 4""",195 lbs,0.9829,Stephenville,Stephenville,TX,Baylor,https://247sports.com/player/jarrett-stidham-30678/
201500040,2015,40,Ronald Jones II,RB,"6' 0""",185 lbs,0.9827,McKinney North,McKinney,TX,USC,https://247sports.com/player/ronald-jones-ii-37135/
201500041,2015,41,Porter Gustin,OLB,"6' 5""",245 lbs,0.9827,Salem Hills,Salem,UT,USC,https://247sports.com/player/porter-gustin-55673/
201500042,2015,42,Damarkus Lodge,WR,"6' 2.5""",190 lbs,0.9817,Cedar Hill,Cedar Hill,TX,Ole Miss,https://247sports.com/player/damarkus-lodge-21089/
201500043,2015,43,Kerryon Johnson,ATH,"6' 0""",200 lbs,0.9810,Madison Academy,Madison,AL,Auburn,https://247sports.com/player/kerryon-johnson-19718/
201500044,2015,44,Deionte Thompson,S,"6' 2""",181 lbs,0.9806,West Orange-Stark,Orange,TX,Alabama,https://247sports.com/player/deionte-thompson-20516/
201500045,2015,45,Derrius Guice,RB,"5' 10.5""",213 lbs,0.9793,Baton Rouge Catholic,Baton Rouge,LA,LSU,https://247sports.com/player/derrius-guice-26648/
201500046,2015,46,Brandon Wimbush,DUAL,"6' 2""",205 lbs,0.9792,St. Peter's Prep,Jersey City,NJ,Notre Dame,https://247sports.com/player/brandon-wimbush-27549/
201500047,2015,47,Preston Williams,WR,"6' 4""",191 lbs,0.9769,Lovejoy,Hampton,GA,Tennessee,https://247sports.com/player/preston-williams-22892/
201500048,2015,48,Roquan Smith,OLB,"6' 2""",207 lbs,0.9769,Macon County,Montezuma,GA,Georgia,https://247sports.com/player/roquan-smith-26765/
201500049,2015,49,John Houston Jr.,OLB,"6' 3""",211 lbs,0.9768,Junipero Serra,Gardena,CA,USC,https://247sports.com/player/john-houston-jr-30390/
201500050,2015,50,Donte Jackson,ATH,"5' 11""",164 lbs,0.9760,Riverdale,New Orleans,LA,LSU,https://247sports.com/player/donte-jackson-34176/
201500051,2015,51,Breiden Fehoko,DT,"6' 3""",290 lbs,0.9752,Farrington,Honolulu,HI,Texas Tech,https://247sports.com/player/breiden-fehoko-30791/
201500052,2015,52,Javon Patterson,OG,"6' 2.5""",317 lbs,0.9751,Petal,Petal,MS,Ole Miss,https://247sports.com/player/javon-patterson-21474/
201500053,2015,53,Taj Griffin,APB,"5' 10""",175 lbs,0.9751,McEachern,Powder Springs,GA,Oregon,https://247sports.com/player/taj-griffin-23557/
201500054,2015,54,Lester Cotton,OG,"6' 4""",325 lbs,0.9749,Central,Tuscaloosa,AL,Alabama,https://247sports.com/player/lester-cotton-33675/
201500055,2015,55,Shy Tuttle,DT,"6' 3""",320 lbs,0.9744,North Davidson,Lexington,NC,Tennessee,https://247sports.com/player/shy-tuttle-20995/
201500056,2015,56,Drew Richmond,OT,"6' 5""",310 lbs,0.9741,Memphis University School,Memphis,TN,Tennessee,https://247sports.com/player/drew-richmond-19258/
201500057,2015,57,Jalen Dalton,WDE,"6' 5""",235 lbs,0.9737,West Forsyth,Clemmons,NC,North Carolina,https://247sports.com/player/jalen-dalton-26087/
201500058,2015,58,Jamal Peters,S,"6' 1.5""",206 lbs,0.9726,Bassfield,Bassfield,MS,Mississippi State,https://247sports.com/player/jamal-peters-31474/
201500059,2015,59,Marvell Tell III,S,"6' 1.5""",188 lbs,0.9725,Crespi,Encino,CA,USC,https://247sports.com/player/marvell-tell-iii-26949/
201500060,2015,60,LJ Scott,RB,"6' 2""",228 lbs,0.9725,Hubbard,Hubbard,OH,Michigan State,https://247sports.com/player/lj-scott-27067/
201500061,2015,61,Jerome Baker,ATH,"6' 2""",203 lbs,0.9697,Benedictine,Cleveland,OH,Ohio State,https://247sports.com/player/jerome-baker-29446/
201500062,2015,62,Richie Petitbon,OG,"6' 4""",301 lbs,0.9696,Gonzaga,Washington,DC,Alabama,https://247sports.com/player/richie-petitbon-27566/
201500063,2015,63,Alize Mack,TE,"6' 4.5""",218 lbs,0.9693,Bishop Gorman,Las Vegas,NV,Notre Dame,https://247sports.com/player/alize-mack-30416/
201500064,2015,64,Leo Lewis,ILB,"6' 3""",225 lbs,0.9684,Brookhaven,Brookhaven,MS,Mississippi State,https://247sports.com/player/leo-lewis-37213/
201500065,2015,65,Jonathan Ledbetter,SDE,"6' 4""",265 lbs,0.9680,Tucker,Tucker,GA,Georgia,https://247sports.com/player/jonathan-ledbetter-36385/
201500066,2015,66,Deondre Francois,PRO,"6' 1""",195 lbs,0.9678,IMG Academy,Orlando,FL,Florida State,https://247sports.com/player/deondre-francois-31531/
201500067,2015,67,DeChaun Holiday,CB,"6' 3""",195 lbs,0.9676,Mission Hills,San Marcos,CA,UCLA,https://247sports.com/player/dechaun-holiday-32733/
201500068,2015,68,Brady White,PRO,"6' 0.5""",180 lbs,0.9673,Hart,Santa Clarita,CA,Arizona State,https://247sports.com/player/brady-white-30136/
201500069,2015,69,Jacob Daniel,DT,"6' 4""",310 lbs,0.9669,Clovis North,Clovis,CA,USC,https://247sports.com/player/jacob-daniel-27800/
201500070,2015,70,Trent Irwin,WR,"6' 1.5""",189 lbs,0.9655,Hart,Newhall,CA,Stanford,https://247sports.com/player/trent-irwin-19608/
201500071,2015,71,Neville Gallimore,DT,"6' 2""",330 lbs,0.9643,Canada Prep Football Academy,St. Catharines,ON,Oklahoma,https://247sports.com/player/neville-gallimore-45155/
201500072,2015,72,Brian Cole,ATH,"6' 2""",190 lbs,0.9638,Heritage,Saginaw,MI,Michigan,https://247sports.com/player/brian-cole-27372/
201500073,2015,73,Jake Browning,PRO,"6' 2""",185 lbs,0.9633,Folsom,Folsom,CA,Washington,https://247sports.com/player/jake-browning-27886/
201500074,2015,74,Ykili Ross,CB,"6' 0.5""",175 lbs,0.9630,Polytechnic,Riverside,CA,USC,https://247sports.com/player/ykili-ross-45511/
201500075,2015,75,Mike Weber,RB,"5' 9.5""",219 lbs,0.9627,Cass Technical,Detroit,MI,Ohio State,https://247sports.com/player/mike-weber-24703/
201500076,2015,76,Holton Hill,CB,"6' 2""",184 lbs,0.9626,Houston Lamar,Houston,TX,Texas,https://247sports.com/player/holton-hill-33036/
201500077,2015,77,Anthony Wheeler,OLB,"6' 2""",225 lbs,0.9624,Dallas Skyline,Dallas,TX,Texas,https://247sports.com/player/anthony-wheeler-23627/
201500078,2015,78,Johnny Frasier,RB,"5' 10""",229 lbs,0.9624,Princeton,Princeton,NC,NC State,https://247sports.com/player/johnny-frasier-37770/
201500079,2015,79,Ricky Town,PRO,"6' 3""",206 lbs,0.9623,St. Bonaventure,Ventura,CA,USC,https://247sports.com/player/ricky-town-24037/
201500080,2015,80,Chris Warren III,RB,"6' 2""",240 lbs,0.9622,Rockwall,Rockwall,TX,Texas,https://247sports.com/player/chris-warren-iii-21636/
201500081,2015,81,Ray-Ray McCloud,ATH,"5' 9""",175 lbs,0.9621,Sickles,Tampa,FL,Clemson,https://247sports.com/player/ray-ray-mccloud-23207/
201500082,2015,82,Torrance Gibson,ATH,"6' 4""",204 lbs,0.9613,American Heritage,Fort Lauderdale,FL,Ohio State,https://247sports.com/player/torrance-gibson-21466/
201500083,2015,83,Mark Walton,RB,"5' 10""",179 lbs,0.9607,Booker T. Washington,Miami,FL,Miami,https://247sports.com/player/mark-walton-25558/
201500084,2015,84,JoJo Wicker,SDE,"6' 2""",278 lbs,0.9599,Long Beach Poly,Long Beach,CA,Arizona State,https://247sports.com/player/jojo-wicker-34068/
201500085,2015,85,Chris Clark,TE,"6' 6""",247 lbs,0.9599,Avon Old Farms,Avon,CT,UCLA,https://247sports.com/player/chris-clark-16169/
201500086,2015,86,Ricky DeBerry,ILB,"6' 2.5""",240 lbs,0.9597,Atlee,Mechanicsville,VA,Oklahoma,https://247sports.com/player/ricky-deberry-23418/
201500087,2015,87,Arden Key,WDE,"6' 5""",230 lbs,0.9593,Hapeville Charter,Lithonia,GA,LSU,https://247sports.com/player/arden-key-18392/
