Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Keenan Reynolds,keenan-reynolds-1,/cfb/players/keenan-reynolds-1.html,Navy,American,13,265,1373,5.2,24,105.6,1,47,47.0,0,3.6,266,1420,5.3,24,H-5,2015
Samaje Perine,samaje-perine-1,/cfb/players/samaje-perine-1.html,Oklahoma,Big 12,13,226,1349,6.0,16,103.8,15,107,7.1,1,8.2,241,1456,6.0,17,,2015
Paul Perkins,paul-perkins-1,/cfb/players/paul-perkins-1.html,UCLA,Pac-12,13,237,1343,5.7,14,103.3,30,242,8.1,1,18.6,267,1585,5.9,15,,2015
James Butler,james-butler-4,/cfb/players/james-butler-4.html,Nevada,MWC,13,207,1342,6.5,10,103.2,7,44,6.3,0,3.4,214,1386,6.5,10,,2015
Mike Warren,mike-warren-2,/cfb/players/mike-warren-2.html,Iowa State,Big 12,12,227,1339,5.9,5,111.6,14,70,5.0,0,5.8,241,1409,5.8,5,,2015
Jeremy McNichols,jeremy-mcnichols-1,/cfb/players/jeremy-mcnichols-1.html,Boise State,MWC,12,240,1337,5.6,20,111.4,51,460,9.0,6,38.3,291,1797,6.2,26,,2015
Shock Linwood,shock-linwood-1,/cfb/players/shock-linwood-1.html,Baylor,Big 12,12,196,1329,6.8,10,110.8,9,71,7.9,1,5.9,205,1400,6.8,11,,2015
Myles Gaskin,myles-gaskin-1,/cfb/players/myles-gaskin-1.html,Washington,Pac-12,13,227,1302,5.7,14,100.2,6,19,3.2,0,1.5,233,1321,5.7,14,,2015
Travis Greene,travis-greene-1,/cfb/players/travis-greene-1.html,Bowling Green,MAC,14,223,1299,5.8,15,92.8,27,234,8.7,2,16.7,250,1533,6.1,17,,2015
Jalen Hurd,jalen-hurd-1,/cfb/players/jalen-hurd-1.html,Tennessee,SEC,13,277,1288,4.6,12,99.1,22,190,8.6,2,14.6,299,1478,4.9,14,,2015
Joel Bouagnon,joel-bouagnon-1,/cfb/players/joel-bouagnon-1.html,Northern Illinois,MAC,14,283,1285,4.5,18,91.8,13,131,10.1,0,9.4,296,1416,4.8,18,,2015
Aaron Green,aaron-green-1,/cfb/players/aaron-green-1.html,Texas Christian,Big 12,13,244,1272,5.2,11,97.8,16,117,7.3,1,9.0,260,1389,5.3,12,,2015
Jahad Thomas,jahad-thomas-1,/cfb/players/jahad-thomas-1.html,Temple,American,14,276,1262,4.6,17,90.1,22,216,9.8,1,15.4,298,1478,5.0,18,,2015
Devontae Booker,devontae-booker-1,/cfb/players/devontae-booker-1.html,Utah,Pac-12,10,268,1261,4.7,11,126.1,37,318,8.6,0,31.8,305,1579,5.2,11,,2015
Jordan Howard,jordan-howard-1,/cfb/players/jordan-howard-1.html,Indiana,Big Ten,9,196,1213,6.2,9,134.8,11,106,9.6,1,11.8,207,1319,6.4,10,,2015
Tra Carson,tra-carson-1,/cfb/players/tra-carson-1.html,Texas A&M,SEC,13,242,1165,4.8,7,89.6,29,183,6.3,1,14.1,271,1348,5.0,8,,2015
Elijhaa Penny,elijhaa-penny-1,/cfb/players/elijhaa-penny-1.html,Idaho,Sun Belt,12,247,1163,4.7,10,96.9,27,239,8.9,2,19.9,274,1402,5.1,12,,2015
Sony Michel,sony-michel-1,/cfb/players/sony-michel-1.html,Georgia,SEC,13,219,1161,5.3,8,89.3,26,270,10.4,3,20.8,245,1431,5.8,11,,2015
Ralph Webb,ralph-webb-1,/cfb/players/ralph-webb-1.html,Vanderbilt,SEC,12,277,1152,4.2,5,96.0,24,188,7.8,2,15.7,301,1340,4.5,7,,2015
Ray Lawry,ray-lawry-1,/cfb/players/ray-lawry-1.html,Old Dominion,CUSA,11,194,1136,5.9,11,103.3,21,152,7.2,1,13.8,215,1288,6.0,12,,2015
Paul Harris,paul-harris-3,/cfb/players/paul-harris-3.html,Hawaii,MWC,12,197,1132,5.7,6,94.3,14,151,10.8,0,12.6,211,1283,6.1,6,,2015
Ito Smith,ito-smith-1,/cfb/players/ito-smith-1.html,Southern Mississippi,CUSA,14,171,1128,6.6,10,80.6,49,515,10.5,3,36.8,220,1643,7.5,13,,2015
Qadree Ollison,oadree-ollison-1,/cfb/players/oadree-ollison-1.html,Pitt,ACC,13,212,1121,5.3,11,86.2,14,77,5.5,1,5.9,226,1198,5.3,12,,2015
Greg Ward Jr.,greg-ward-jr-1,/cfb/players/greg-ward-jr-1.html,Houston,American,14,198,1108,5.6,21,79.1,0,0,,0,0.0,198,1108,5.6,21,,2015
Deshaun Watson,deshaun-watson-1,/cfb/players/deshaun-watson-1.html,Clemson,ACC,15,207,1105,5.3,12,73.7,0,0,,0,0.0,207,1105,5.3,12,"H-3,AA",2015
Demario Richard,demario-richard-1,/cfb/players/demario-richard-1.html,Arizona State,Pac-12,12,209,1098,5.3,7,91.5,32,309,9.7,3,25.8,241,1407,5.8,10,,2015
Jalen Richard,jalen-richard-1,/cfb/players/jalen-richard-1.html,Southern Mississippi,CUSA,13,185,1098,5.9,14,84.5,30,284,9.5,2,21.8,215,1382,6.4,16,,2015
Jacobi Owens,jacobi-owens-1,/cfb/players/jacobi-owens-1.html,Air Force,MWC,14,205,1092,5.3,7,78.0,0,0,,0,0.0,205,1092,5.3,7,,2015
Anthony Wales,anthony-wales-1,/cfb/players/anthony-wales-1.html,Western Kentucky,CUSA,11,155,1091,7.0,9,99.2,27,225,8.3,2,20.5,182,1316,7.2,11,,2015
Don Jackson,don-jackson-2,/cfb/players/don-jackson-2.html,Nevada,MWC,13,230,1081,4.7,8,83.2,7,77,11.0,1,5.9,237,1158,4.9,9,,2015
Darius Jackson,darius-jackson-1,/cfb/players/darius-jackson-1.html,Eastern Michigan,MAC,12,208,1078,5.2,14,89.8,21,201,9.6,2,16.8,229,1279,5.6,16,,2015
Saquon Barkley,saquon-barkley-1,/cfb/players/saquon-barkley-1.html,Penn State,Big Ten,11,182,1076,5.9,7,97.8,20,161,8.1,1,14.6,202,1237,6.1,8,,2015
Kenneth Dixon,kenneth-dixon-1,/cfb/players/kenneth-dixon-1.html,Louisiana Tech,CUSA,11,197,1070,5.4,19,97.3,34,467,13.7,7,42.5,231,1537,6.7,26,,2015
Elijah McGuire,elijah-mcguire-1,/cfb/players/elijah-mcguire-1.html,Louisiana,Sun Belt,12,210,1058,5.0,13,88.2,33,293,8.9,3,24.4,243,1351,5.6,16,,2015
Michael Gordon,michael-gordon-1,/cfb/players/michael-gordon-1.html,Arkansas State,Sun Belt,13,165,1057,6.4,9,81.3,13,81,6.2,2,6.2,178,1138,6.4,11,,2015
Jamauri Bogan,jamauri-bogan-1,/cfb/players/jamauri-bogan-1.html,Western Michigan,MAC,13,162,1051,6.5,16,80.8,3,15,5.0,0,1.2,165,1066,6.5,16,,2015
Jarveon Williams,jarveon-williams-1,/cfb/players/jarveon-williams-1.html,UTSA,CUSA,11,173,1042,6.0,8,94.7,9,60,6.7,0,5.5,182,1102,6.1,8,,2015
Travon McMillian,travon-mcmillian-1,/cfb/players/travon-mcmillian-1.html,Virginia Tech,ACC,13,200,1042,5.2,7,80.2,12,64,5.3,1,4.9,212,1106,5.2,8,,2015
Kelvin Taylor,kelvin-taylor-1,/cfb/players/kelvin-taylor-1.html,Florida,SEC,14,259,1035,4.0,13,73.9,17,150,8.8,0,10.7,276,1185,4.3,13,,2015
C.J. Prosise,cj-prosise-1,/cfb/players/cj-prosise-1.html,Notre Dame,Ind,11,156,1032,6.6,11,93.8,26,308,11.8,1,28.0,182,1340,7.4,12,,2015
Chris Swain,chris-swain-2,/cfb/players/chris-swain-2.html,Navy,American,13,211,1023,4.8,10,78.7,1,12,12.0,0,0.9,212,1035,4.9,10,,2015
Peyton Barber,peyton-barber-1,/cfb/players/peyton-barber-1.html,Auburn,SEC,13,238,1017,4.3,13,78.2,11,112,10.2,0,8.6,249,1129,4.5,13,,2015
Devine Redding,devine-redding-1,/cfb/players/devine-redding-1.html,Indiana,Big Ten,13,226,1012,4.5,9,77.8,12,85,7.1,0,6.5,238,1097,4.6,9,,2015
Chase Price,chase-price-1,/cfb/players/chase-price-1.html,San Diego State,MWC,14,190,1008,5.3,6,72.0,13,118,9.1,1,8.4,203,1126,5.5,7,,2015
Brandon Burks,brandon-burks-1,/cfb/players/brandon-burks-1.html,Troy,Sun Belt,12,201,1005,5.0,7,83.8,29,304,10.5,2,25.3,230,1309,5.7,9,,2015
Joseph Yearby,joseph-yearby-1,/cfb/players/joseph-yearby-1.html,Miami (FL),ACC,13,205,1002,4.9,6,77.1,23,273,11.9,2,21.0,228,1275,5.6,8,,2015
Johnny Jefferson,johnny-jefferson-1,/cfb/players/johnny-jefferson-1.html,Baylor,Big 12,11,136,1000,7.4,8,90.9,4,17,4.3,0,1.5,140,1017,7.3,8,,2015
Quinton Flowers,quinton-flowers-1,/cfb/players/quinton-flowers-1.html,South Florida,American,13,191,991,5.2,12,76.2,0,0,,0,0.0,191,991,5.2,12,,2015
Ronald Jones,ronald-jones-4,/cfb/players/ronald-jones-4.html,USC,Pac-12,14,153,987,6.5,8,70.5,7,39,5.6,1,2.8,160,1026,6.4,9,,2015
Jordan Canzeri,jordan-canzeri-1,/cfb/players/jordan-canzeri-1.html,Iowa,Big Ten,12,183,984,5.4,12,82.0,20,208,10.4,1,17.3,203,1192,5.9,13,,2015
Kareem Hunt,kareem-hunt-1,/cfb/players/kareem-hunt-1.html,Toledo,MAC,10,178,973,5.5,12,97.3,11,45,4.1,0,4.5,189,1018,5.4,12,,2015
Devante Mays,devante-mays-1,/cfb/players/devante-mays-1.html,Utah State,MWC,13,165,966,5.9,9,74.3,1,9,9.0,0,0.7,166,975,5.9,9,,2015
Kalif Phillips,kalif-phillips-1,/cfb/players/kalif-phillips-1.html,Charlotte,CUSA,12,190,961,5.1,5,80.1,9,79,8.8,0,6.6,199,1040,5.2,5,,2015
Lamar Jackson,lamar-jackson-1,/cfb/players/lamar-jackson-1.html,Louisville,ACC,12,163,960,5.9,11,80.0,0,0,,0,0.0,163,960,5.9,11,,2015
Marquis Young,marquis-young-1,/cfb/players/marquis-young-1.html,Massachusetts,MAC,12,152,960,6.3,7,80.0,14,66,4.7,0,5.5,166,1026,6.2,7,,2015
Brandon Ross,brandon-ross-2,/cfb/players/brandon-ross-2.html,Maryland,Big Ten,12,150,958,6.4,10,79.8,5,17,3.4,0,1.4,155,975,6.3,10,,2015
Kenneth Farrow,kenneth-farrow-1,/cfb/players/kenneth-farrow-1.html,Houston,American,12,185,958,5.2,12,79.8,10,119,11.9,0,9.9,195,1077,5.5,12,,2015
Xavier Johnson,xavier-johnson-1,/cfb/players/xavier-johnson-1.html,South Alabama,Sun Belt,12,145,956,6.6,7,79.7,9,82,9.1,1,6.8,154,1038,6.7,8,,2015
Marquise Williams,marquise-williams-1,/cfb/players/marquise-williams-1.html,North Carolina,ACC,14,158,948,6.0,13,67.7,1,37,37.0,1,2.6,159,985,6.2,14,,2015
Terry Swanson,terry-swanson-1,/cfb/players/terry-swanson-1.html,Toledo,MAC,11,143,923,6.5,7,83.9,13,71,5.5,0,6.5,156,994,6.4,7,,2015
Marteze Waller,marteze-waller-1,/cfb/players/marteze-waller-1.html,Fresno State,MWC,12,228,920,4.0,5,76.7,20,151,7.6,2,12.6,248,1071,4.3,7,,2015
Robert Lowe,robert-lowe-2,/cfb/players/robert-lowe-2.html,Texas State,Sun Belt,11,175,915,5.2,7,83.2,18,145,8.1,3,13.2,193,1060,5.5,10,,2015
Conor Hundley,conor-hundley-1,/cfb/players/conor-hundley-1.html,Akron,MAC,13,202,911,4.5,10,70.1,7,70,10.0,0,5.4,209,981,4.7,10,,2015
Jhurell Pressley,jhurell-pressley-1,/cfb/players/jhurell-pressley-1.html,New Mexico,MWC,13,147,907,6.2,11,69.8,1,2,2.0,0,0.2,148,909,6.1,11,,2015
Justin Davis,justin-davis-2,/cfb/players/justin-davis-2.html,USC,Pac-12,13,169,902,5.3,7,69.4,18,189,10.5,0,14.5,187,1091,5.8,7,,2015
Markell Jones,markell-jones-1,/cfb/players/markell-jones-1.html,Purdue,Big Ten,12,168,875,5.2,10,72.9,34,239,7.0,1,19.9,202,1114,5.5,11,,2015
Dalyn Dawkins,dalyn-dawkins-1,/cfb/players/dalyn-dawkins-1.html,Colorado State,MWC,12,170,867,5.1,2,72.3,24,178,7.4,1,14.8,194,1045,5.4,3,,2015
Matt Dayes,matt-dayes-1,/cfb/players/matt-dayes-1.html,North Carolina State,ACC,8,134,865,6.5,12,108.1,24,172,7.2,0,21.5,158,1037,6.6,12,,2015
Boom Williams,boom-williams-1,/cfb/players/boom-williams-1.html,Kentucky,SEC,10,121,855,7.1,6,85.5,13,74,5.7,0,7.4,134,929,6.9,6,,2015
Teriyon Gipson,teriyon-gipson-1,/cfb/players/teriyon-gipson-1.html,New Mexico,MWC,12,147,850,5.8,6,70.8,17,185,10.9,0,15.4,164,1035,6.3,6,,2015
D'Angelo Brewer,dangelo-brewer-1,/cfb/players/dangelo-brewer-1.html,Tulsa,American,11,162,837,5.2,6,76.1,15,107,7.1,1,9.7,177,944,5.3,7,,2015
Josh Adams,josh-adams-2,/cfb/players/josh-adams-2.html,Notre Dame,Ind,13,117,835,7.1,6,64.2,7,42,6.0,1,3.2,124,877,7.1,7,,2015
Jeffery Wilson,jeffery-wilson-2,/cfb/players/jeffery-wilson-2.html,North Texas,CUSA,10,155,830,5.4,1,83.0,12,71,5.9,0,7.1,167,901,5.4,1,,2015
Anthone Taylor,anthone-taylor-1,/cfb/players/anthone-taylor-1.html,Buffalo,MAC,11,186,829,4.5,3,75.4,17,101,5.9,0,9.2,203,930,4.6,3,,2015
Fred Coppet,fred-coppet-1,/cfb/players/fred-coppet-1.html,Bowling Green,MAC,14,145,825,5.7,5,58.9,9,75,8.3,0,5.4,154,900,5.8,5,,2015
Dare Ogunbowale,dare-ogunbowale-1,/cfb/players/dare-ogunbowale-1.html,Wisconsin,Big Ten,13,194,819,4.2,7,63.0,36,299,8.3,1,23.0,230,1118,4.9,8,,2015
La Ramsby,la-ramsby-1,/cfb/players/la-ramsby-1.html,Georgia Southern,Sun Belt,13,165,816,4.9,13,62.8,4,14,3.5,0,1.1,169,830,4.9,13,,2015
Jordan Johnson,jordan-johnson-4,/cfb/players/jordan-johnson-4.html,Buffalo,MAC,12,172,811,4.7,12,67.6,9,69,7.7,0,5.8,181,880,4.9,12,,2015
Lamar Jordan,lamar-jordan-1,/cfb/players/lamar-jordan-1.html,New Mexico,MWC,12,147,807,5.5,9,67.3,0,0,,0,0.0,147,807,5.5,9,,2015
Thomas Sirk,thomas-sirk-1,/cfb/players/thomas-sirk-1.html,Duke,ACC,12,163,803,4.9,8,66.9,0,0,,0,0.0,163,803,4.9,8,,2015
Jared Baker,jared-baker-1,/cfb/players/jared-baker-1.html,Arizona,Pac-12,12,131,798,6.1,9,66.5,11,101,9.2,1,8.4,142,899,6.3,10,,2015
Arkeel Newsome,arkeel-newsome-1,/cfb/players/arkeel-newsome-1.html,Connecticut,American,13,182,788,4.3,6,60.6,45,465,10.3,2,35.8,227,1253,5.5,8,,2015
Hosey Williams,hosey-williams-1,/cfb/players/hosey-williams-1.html,Cincinnati,American,13,138,777,5.6,4,59.8,6,37,6.2,0,2.8,144,814,5.7,4,,2015
Zack Langer,zack-langer-1,/cfb/players/zack-langer-1.html,Tulsa,American,11,201,777,3.9,18,70.6,4,61,15.3,0,5.5,205,838,4.1,18,,2015
Terrell Newby,terrell-newby-1,/cfb/players/terrell-newby-1.html,Nebraska,Big Ten,13,147,765,5.2,6,58.8,24,159,6.6,1,12.2,171,924,5.4,7,,2015
Robert Martin,robert-martin-2,/cfb/players/robert-martin-2.html,Rutgers,Big Ten,12,141,763,5.4,6,63.6,5,17,3.4,0,1.4,146,780,5.3,6,,2015
Matt Davis,matt-davis-4,/cfb/players/matt-davis-4.html,SMU,American,12,187,761,4.1,10,63.4,0,0,,0,0.0,187,761,4.1,10,,2015
Alex Gardner,alex-gardner-2,/cfb/players/alex-gardner-2.html,Florida International,CUSA,12,186,760,4.1,9,63.3,60,442,7.4,1,36.8,246,1202,4.9,10,,2015
Chris Hairston,chris-hairston-2,/cfb/players/chris-hairston-2.html,East Carolina,American,12,165,754,4.6,8,62.8,29,193,6.7,1,16.1,194,947,4.9,9,,2015
De'Veon Smith,deveon-smith-1,/cfb/players/deveon-smith-1.html,Michigan,Big Ten,12,180,753,4.2,6,62.8,19,159,8.4,1,13.3,199,912,4.6,7,,2015
Joe Mixon,joe-mixon-1,/cfb/players/joe-mixon-1.html,Oklahoma,Big 12,13,113,753,6.7,7,57.9,28,356,12.7,4,27.4,141,1109,7.9,11,,2015
Mike Boone,mike-boone-2,/cfb/players/mike-boone-2.html,Cincinnati,American,11,104,749,7.2,9,68.1,15,108,7.2,0,9.8,119,857,7.2,9,,2015
Nick Chubb,nick-chubb-1,/cfb/players/nick-chubb-1.html,Georgia,SEC,6,92,747,8.1,7,124.5,4,32,8.0,1,5.3,96,779,8.1,8,,2015
Jasen Oden,jasen-oden-1,/cfb/players/jasen-oden-1.html,Colorado State,MWC,12,154,746,4.8,6,62.2,8,51,6.4,1,4.3,162,797,4.9,7,,2015
Karson Roberts,karson-roberts-1,/cfb/players/karson-roberts-1.html,Air Force,MWC,14,168,743,4.4,10,53.1,1,20,20.0,1,1.4,169,763,4.5,11,,2015
Jarvion Franklin,jarvion-franklin-1,/cfb/players/jarvion-franklin-1.html,Western Michigan,MAC,13,153,735,4.8,5,56.5,17,184,10.8,0,14.2,170,919,5.4,5,,2015
Jalin Moore,jalin-moore-1,/cfb/players/jalin-moore-1.html,Appalachian State,Sun Belt,12,99,731,7.4,5,60.9,0,0,,0,0.0,99,731,7.4,5,,2015
Darian Green,darian-green-1,/cfb/players/darian-green-1.html,Ball State,MAC,12,145,730,5.0,5,60.8,14,84,6.0,1,7.0,159,814,5.1,6,,2015
Jaylen Walton,jaylen-walton-1,/cfb/players/jaylen-walton-1.html,Ole Miss,SEC,12,142,730,5.1,5,60.8,23,164,7.1,0,13.7,165,894,5.4,5,,2015
Nick Wilson,nick-wilson-2,/cfb/players/nick-wilson-2.html,Arizona,Pac-12,9,134,729,5.4,8,81.0,4,52,13.0,0,5.8,138,781,5.7,8,,2015
Tion Green,tion-green-1,/cfb/players/tion-green-1.html,Cincinnati,American,13,151,729,4.8,8,56.1,13,101,7.8,0,7.8,164,830,5.1,8,,2015
Ke'Shawn Vaughn,keshawn-vaughn-1,/cfb/players/keshawn-vaughn-1.html,Illinois,Big Ten,11,157,723,4.6,6,65.7,16,119,7.4,0,10.8,173,842,4.9,6,,2015
Kevin Ellison,kevin-ellison-3,/cfb/players/kevin-ellison-3.html,Georgia Southern,Sun Belt,11,114,712,6.2,8,64.7,0,0,,0,0.0,114,712,6.2,8,,2015
Keith Whitely,keith-whitely-2,/cfb/players/keith-whitely-2.html,Nevada-Las Vegas,MWC,12,152,711,4.7,3,59.3,17,154,9.1,1,12.8,169,865,5.1,4,,2015
Algernon Brown,algernon-brown-1,/cfb/players/algernon-brown-1.html,BYU,Ind,11,127,709,5.6,11,64.5,13,71,5.5,2,6.5,140,780,5.6,13,,2015
Shannon Brooks,shannon-brooks-1,/cfb/players/shannon-brooks-1.html,Minnesota,Big Ten,12,119,709,6.0,7,59.1,17,167,9.8,0,13.9,136,876,6.4,7,,2015
Warren Wand,warren-wand-1,/cfb/players/warren-wand-1.html,Arkansas State,Sun Belt,13,118,709,6.0,5,54.5,18,135,7.5,0,10.4,136,844,6.2,5,,2015
Josh Ferguson,josh-ferguson-3,/cfb/players/josh-ferguson-3.html,Illinois,Big Ten,9,129,708,5.5,3,78.7,37,280,7.6,2,31.1,166,988,6.0,5,,2015
Rushel Shell,rushel-shell-1,/cfb/players/rushel-shell-1.html,West Virginia,Big 12,13,161,708,4.4,8,54.5,16,101,6.3,0,7.8,177,809,4.6,8,,2015
Jerrard Randall,jerrard-randall-1,/cfb/players/jerrard-randall-1.html,Arizona,Pac-12,11,78,702,9.0,5,63.8,0,0,,0,0.0,78,702,9.0,5,,2015
LJ Scott,lj-scott-2,/cfb/players/lj-scott-2.html,Michigan State,Big Ten,14,146,699,4.8,11,49.9,3,15,5.0,0,1.1,149,714,4.8,11,,2015
Alvin Kamara,alvin-kamara-1,/cfb/players/alvin-kamara-1.html,Tennessee,SEC,13,107,698,6.5,7,53.7,34,291,8.6,3,22.4,141,989,7.0,10,,2015
Darik Dillard,darik-dillard-1,/cfb/players/darik-dillard-1.html,Rice,CUSA,12,135,698,5.2,5,58.2,7,107,15.3,1,8.9,142,805,5.7,6,,2015
Charles Jones,charles-jones-4,/cfb/players/charles-jones-4.html,Kansas State,Big 12,13,142,696,4.9,5,53.5,12,139,11.6,0,10.7,154,835,5.4,5,,2015
A.J. Ouellette,aj-ouellette-1,/cfb/players/aj-ouellette-1.html,Ohio,MAC,13,151,687,4.5,6,52.8,12,74,6.2,0,5.7,163,761,4.7,6,,2015
J.T. Barrett,jt-barrett-1,/cfb/players/jt-barrett-1.html,Ohio State,Big Ten,11,115,682,5.9,11,62.0,0,0,,0,0.0,115,682,5.9,11,,2015
Wesley Fields,wesley-fields-1,/cfb/players/wesley-fields-1.html,Georgia Southern,Sun Belt,13,101,682,6.8,7,52.5,4,105,26.3,1,8.1,105,787,7.5,8,,2015
D'Onta Foreman,donta-foreman-1,/cfb/players/donta-foreman-1.html,Texas,Big 12,10,95,681,7.2,5,68.1,5,64,12.8,0,6.4,100,745,7.5,5,,2015
Josh Hicks,josh-hicks-1,/cfb/players/josh-hicks-1.html,Rutgers,Big Ten,12,130,674,5.2,4,56.2,4,25,6.3,1,2.1,134,699,5.2,5,,2015
Joshua Dobbs,joshua-dobbs-1,/cfb/players/joshua-dobbs-1.html,Tennessee,SEC,13,146,671,4.6,11,51.6,1,58,58.0,1,4.5,147,729,5.0,12,,2015
Taquan Mizzell,taquan-mizzell-1,/cfb/players/taquan-mizzell-1.html,Virginia,ACC,12,163,671,4.1,4,55.9,75,721,9.6,4,60.1,238,1392,5.8,8,,2015
Rodney Smith,rodney-smith-5,/cfb/players/rodney-smith-5.html,Minnesota,Big Ten,12,157,670,4.3,2,55.8,16,124,7.8,0,10.3,173,794,4.6,2,,2015
Doroland Dorceus,doroland-dorceus-1,/cfb/players/doroland-dorceus-1.html,Memphis,American,13,155,661,4.3,8,50.8,11,217,19.7,3,16.7,166,878,5.3,11,,2015
Marcus Marshall,marcus-marshall-1,/cfb/players/marcus-marshall-1.html,Georgia Tech,ACC,11,86,654,7.6,4,59.5,3,42,14.0,0,3.8,89,696,7.8,4,,2015
Jordan Huff,jordan-huff-1,/cfb/players/jordan-huff-1.html,Northern Illinois,MAC,14,86,653,7.6,8,46.6,2,12,6.0,0,0.9,88,665,7.6,8,,2015
Kalen Ballage,kalen-ballage-1,/cfb/players/kalen-ballage-1.html,Arizona State,Pac-12,10,125,653,5.2,4,65.3,12,60,5.0,0,6.0,137,713,5.2,4,,2015
Phillip Lindsay,phillip-lindsay-1,/cfb/players/phillip-lindsay-1.html,Colorado,Pac-12,13,140,653,4.7,6,50.2,26,211,8.1,1,16.2,166,864,5.2,7,,2015
D'Andre Ferby,dandre-ferby-1,/cfb/players/dandre-ferby-1.html,Western Kentucky,CUSA,13,164,650,4.0,11,50.0,9,33,3.7,0,2.5,173,683,3.9,11,,2015
Dontrell Hilliard,dontrell-hilliard-1,/cfb/players/dontrell-hilliard-1.html,Tulane,American,12,115,646,5.6,6,53.8,23,267,11.6,1,22.3,138,913,6.6,7,,2015
