Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Will Shipley,will-shipley-1,/cfb/players/will-shipley-1.html,Clemson,ACC,12,167,827,5.0,5,68.9,31,244,7.9,2,20.3,198,1071,5.4,7,,2023
Leshon Williams,leshon-williams-1,/cfb/players/leshon-williams-1.html,Iowa,Big Ten,14,170,821,4.8,1,58.6,12,68,5.7,1,4.9,182,889,4.9,2,,2023
Marshawn Lloyd,marshawn-lloyd-1,/cfb/players/marshawn-lloyd-1.html,USC,Pac-12,11,116,820,7.1,9,74.5,13,232,17.8,0,21.1,129,1052,8.2,9,,2023
Jordan Waters,jordan-waters-1,/cfb/players/jordan-waters-1.html,Duke,ACC,13,153,819,5.4,12,63.0,9,139,15.4,0,10.7,162,958,5.9,12,,2023
Kyron Drones,kyron-drones-1,/cfb/players/kyron-drones-1.html,Virginia Tech,ACC,13,166,818,4.9,5,62.9,1,0,0.0,0,0.0,167,818,4.9,5,,2023
Montrell Johnson,montrell-johnson-1,/cfb/players/montrell-johnson-1.html,Florida,SEC,12,152,817,5.4,5,68.1,30,236,7.9,1,19.7,182,1053,5.8,6,,2023
Deion Hankins,deion-hankins-1,/cfb/players/deion-hankins-1.html,UTEP,CUSA,12,157,812,5.2,5,67.7,7,71,10.1,0,5.9,164,883,5.4,5,,2023
Devin Mockobee,devin-mockobee-1,/cfb/players/devin-mockobee-1.html,Purdue,Big Ten,12,172,811,4.7,6,67.6,19,180,9.5,1,15.0,191,991,5.2,7,,2023
Sieh Bangura,sieh-bangura-1,/cfb/players/sieh-bangura-1.html,Ohio,MAC,12,178,811,4.6,7,67.6,18,159,8.8,1,13.3,196,970,4.9,8,,2023
Isaac Guerendo,isaac-guerendo-1,/cfb/players/isaac-guerendo-1.html,Louisville,ACC,14,132,810,6.1,11,57.9,22,234,10.6,0,16.7,154,1044,6.8,11,,2023
Byrum Brown,byrum-brown-1,/cfb/players/byrum-brown-1.html,South Florida,American,13,203,809,4.0,11,62.2,2,36,18.0,0,2.8,205,845,4.1,11,,2023
Davon Booth,davon-booth-1,/cfb/players/davon-booth-1.html,Utah State,MWC,12,120,805,6.7,6,67.1,12,50,4.2,0,4.2,132,855,6.5,6,,2023
Jermaine Brown Jr.,jermaine-brown-jr-1,/cfb/players/jermaine-brown-jr-1.html,UAB,American,12,158,803,5.1,12,66.9,41,416,10.1,1,34.7,199,1219,6.1,13,,2023
Darius Taylor,darius-taylor-1,/cfb/players/darius-taylor-1.html,Minnesota,Big Ten,6,138,799,5.8,5,133.2,11,92,8.4,0,15.3,149,891,6.0,5,,2023
CJ Donaldson,cj-donaldson-1,/cfb/players/cj-donaldson-1.html,West Virginia,Big 12,12,171,798,4.7,11,66.5,9,59,6.6,0,4.9,180,857,4.8,11,,2023
Nate Carter,nate-carter-4,/cfb/players/nate-carter-4.html,Michigan State,Big Ten,12,185,798,4.3,4,66.5,22,103,4.7,0,8.6,207,901,4.4,4,,2023
Ja'Quinden Jackson,jaquinden-jackson-1,/cfb/players/jaquinden-jackson-1.html,Utah,Pac-12,12,161,797,5.0,4,66.4,9,53,5.9,0,4.4,170,850,5.0,4,,2023
Nay'quan Wright,nayquan-wright-1,/cfb/players/nayquan-wright-1.html,South Florida,American,13,180,797,4.4,8,61.3,10,25,2.5,0,1.9,190,822,4.3,8,,2023
Kendall Milton,kendall-milton-1,/cfb/players/kendall-milton-1.html,Georgia,SEC,13,121,790,6.5,14,60.8,4,25,6.3,0,1.9,125,815,6.5,14,,2023
Cameron Skattebo,cameron-skattebo-1,/cfb/players/cameron-skattebo-1.html,Arizona State,Pac-12,12,164,783,4.8,9,65.3,24,286,11.9,1,23.8,188,1069,5.7,10,,2023
Kye Robichaux,kye-robichaux-1,/cfb/players/kye-robichaux-1.html,Boston College,ACC,11,163,780,4.8,8,70.9,15,108,7.2,0,9.8,178,888,5.0,8,,2023
Garrett Greene,garrett-greene-1,/cfb/players/garrett-greene-1.html,West Virginia,Big 12,12,120,772,6.4,13,64.3,0,0,,0,0.0,120,772,6.4,13,,2023
Dean Connors,dean-connors-1,/cfb/players/dean-connors-1.html,Rice,American,13,121,771,6.4,7,59.3,43,403,9.4,3,31.0,164,1174,7.2,10,,2023
Terion Stewart,terion-stewart-1,/cfb/players/terion-stewart-1.html,Bowling Green,MAC,9,125,762,6.1,8,84.7,1,27,27.0,0,3.0,126,789,6.3,8,,2023
Vincent Davis,vincent-davis-3,/cfb/players/vincent-davis-3.html,Nevada-Las Vegas,MWC,14,145,760,5.2,7,54.3,11,100,9.1,1,7.1,156,860,5.5,8,,2023
Jordan James,jordan-james-3,/cfb/players/jordan-james-3.html,Oregon,Pac-12,14,107,759,7.1,11,54.2,15,132,8.8,1,9.4,122,891,7.3,12,,2023
Alex Tecza,alex-tecza-1,/cfb/players/alex-tecza-1.html,Navy,American,12,126,758,6.0,5,63.2,16,97,6.1,0,8.1,142,855,6.0,5,,2023
Trevor Etienne,trevor-etienne-1,/cfb/players/trevor-etienne-1.html,Florida,SEC,11,131,753,5.7,8,68.5,21,172,8.2,1,15.6,152,925,6.1,9,,2023
Nicholas Singleton,nicholas-singleton-1,/cfb/players/nicholas-singleton-1.html,Penn State,Big Ten,13,171,752,4.4,8,57.8,26,308,11.8,2,23.7,197,1060,5.4,10,,2023
George Holani,george-holani-1,/cfb/players/george-holani-1.html,Boise State,MWC,8,134,748,5.6,7,93.5,17,199,11.7,0,24.9,151,947,6.3,7,,2023
Jaylan Knighton,jaylan-knighton-1,/cfb/players/jaylan-knighton-1.html,SMU,American,12,136,745,5.5,7,62.1,13,89,6.8,1,7.4,149,834,5.6,8,,2023
Gavin Sawchuk,gavin-sawchuk-1,/cfb/players/gavin-sawchuk-1.html,Oklahoma,Big 12,12,120,744,6.2,9,62.0,14,94,6.7,0,7.8,134,838,6.3,9,,2023
Oscar Adaway III,oscar-adaway-iii-1,/cfb/players/oscar-adaway-iii-1.html,North Texas,American,12,123,738,6.0,6,61.5,14,89,6.4,0,7.4,137,827,6.0,6,,2023
Haynes King,haynes-king-1,/cfb/players/haynes-king-1.html,Georgia Tech,ACC,13,120,737,6.1,10,56.7,0,0,,0,0.0,120,737,6.1,10,,2023
Marion Lukes,marion-lukes-1,/cfb/players/marion-lukes-1.html,Central Michigan,MAC,12,144,737,5.1,5,61.4,29,300,10.3,0,25.0,173,1037,6.0,5,,2023
Darren Grainger,darren-grainger-1,/cfb/players/darren-grainger-1.html,Georgia State,Sun Belt,13,159,736,4.6,10,56.6,0,0,,0,0.0,159,736,4.6,10,,2023
Rahsul Faison,rahsul-faison-1,/cfb/players/rahsul-faison-1.html,Utah State,MWC,13,118,736,6.2,5,56.6,11,52,4.7,0,4.0,129,788,6.1,5,,2023
Jacob Kibodi,jacob-kibodi-1,/cfb/players/jacob-kibodi-1.html,Louisiana,Sun Belt,12,129,729,5.7,7,60.8,9,79,8.8,1,6.6,138,808,5.9,8,,2023
Kiael Kelly,kiael-kelly-1,/cfb/players/kiael-kelly-1.html,Ball State,MAC,12,135,724,5.4,7,60.3,6,39,6.5,0,3.3,141,763,5.4,7,,2023
Ja'Quez Cross,jaquez-cross-1,/cfb/players/jaquez-cross-1.html,Arkansas State,Sun Belt,13,128,716,5.6,7,55.1,24,161,6.7,0,12.4,152,877,5.8,7,,2023
Tyrone Tracy Jr.,tyrone-tracy-jr-1,/cfb/players/tyrone-tracy-jr-1.html,Purdue,Big Ten,11,113,716,6.3,8,65.1,19,132,6.9,0,12.0,132,848,6.4,8,,2023
Kevorian Barnes,kevorian-barnes-1,/cfb/players/kevorian-barnes-1.html,UTSA,American,12,147,715,4.9,6,59.6,14,61,4.4,0,5.1,161,776,4.8,6,,2023
Zion Webb,zion-webb-1,/cfb/players/zion-webb-1.html,Jacksonville State,CUSA,12,132,708,5.4,7,59.0,0,0,,0,0.0,132,708,5.4,7,,2023
Mario Anderson,mario-anderson-1,/cfb/players/mario-anderson-1.html,South Carolina,SEC,12,143,707,4.9,3,58.9,22,153,7.0,1,12.8,165,860,5.2,4,,2023
Kanye Roberts,kanye-roberts-1,/cfb/players/kanye-roberts-1.html,Appalachian State,Sun Belt,14,123,696,5.7,7,49.7,14,113,8.1,0,8.1,137,809,5.9,7,,2023
Larry McCammon III,larry-mccammon-iii-1,/cfb/players/larry-mccammon-iii-1.html,Florida Atlantic,American,11,149,681,4.6,5,61.9,25,205,8.2,0,18.6,174,886,5.1,5,,2023
Roman Hemby,roman-hemby-1,/cfb/players/roman-hemby-1.html,Maryland,Big Ten,13,142,680,4.8,4,52.3,38,349,9.2,3,26.8,180,1029,5.7,7,,2023
Jaquez Moore,jaquez-moore-1,/cfb/players/jaquez-moore-1.html,Duke,ACC,13,116,674,5.8,6,51.8,4,64,16.0,0,4.9,120,738,6.2,6,,2023
Brennan Armstrong,brennan-armstrong-1,/cfb/players/brennan-armstrong-1.html,North Carolina State,ACC,12,143,665,4.7,7,55.4,0,0,,0,0.0,143,665,4.7,7,,2023
CJ Baxter,cj-baxter-1,/cfb/players/cj-baxter-1.html,Texas,Big 12,13,138,659,4.8,5,50.7,24,156,6.5,0,12.0,162,815,5.0,5,,2023
Logan Diggs,logan-diggs-1,/cfb/players/logan-diggs-1.html,LSU,SEC,10,119,653,5.5,7,65.3,8,82,10.3,0,8.2,127,735,5.8,7,,2023
Star Thomas,star-thomas-1,/cfb/players/star-thomas-1.html,New Mexico State,CUSA,15,112,653,5.8,4,43.5,22,200,9.1,2,13.3,134,853,6.4,6,,2023
Cam Porter,cam-porter-1,/cfb/players/cam-porter-1.html,Northwestern,Big Ten,13,166,651,3.9,4,50.1,21,121,5.8,1,9.3,187,772,4.1,5,,2023
Treshaun Ward,treshaun-ward-1,/cfb/players/treshaun-ward-1.html,Kansas State,Big 12,11,124,643,5.2,5,58.5,17,129,7.6,2,11.7,141,772,5.5,7,,2023
Lorenzo Lingard,lorenzo-lingard-1,/cfb/players/lorenzo-lingard-1.html,Akron,MAC,12,143,641,4.5,4,53.4,38,368,9.7,2,30.7,181,1009,5.6,6,,2023
Kaelon Black,kaelon-black-1,/cfb/players/kaelon-black-1.html,James Madison,Sun Belt,13,142,637,4.5,1,49.0,27,254,9.4,4,19.5,169,891,5.3,5,,2023
Samson Evans,samson-evans-1,/cfb/players/samson-evans-1.html,Eastern Michigan,MAC,12,142,635,4.5,12,52.9,12,89,7.4,0,7.4,154,724,4.7,12,,2023
Daniel Hishaw Jr.,daniel-hishaw-jr-1,/cfb/players/daniel-hishaw-jr-1.html,Kansas,Big 12,13,121,626,5.2,8,48.2,1,9,9.0,0,0.7,122,635,5.2,8,,2023
Henry Parrish Jr.,henry-parrish-jr-1,/cfb/players/henry-parrish-jr-1.html,Miami (FL),ACC,11,100,625,6.3,6,56.8,11,32,2.9,0,2.9,111,657,5.9,6,,2023
Kadarius Calloway,kadarius-calloway-1,/cfb/players/kadarius-calloway-1.html,Old Dominion,Sun Belt,9,88,623,7.1,5,69.2,8,48,6.0,1,5.3,96,671,7.0,6,,2023
Torrance Burgess Jr.,torrance-burgess-jr-1,/cfb/players/torrance-burgess-jr-1.html,UTEP,CUSA,11,124,620,5.0,2,56.4,17,227,13.4,0,20.6,141,847,6.0,2,,2023
Camryn Edwards,camryn-edwards-1,/cfb/players/camryn-edwards-1.html,Connecticut,Ind,9,123,618,5.0,4,68.7,15,132,8.8,1,14.7,138,750,5.4,5,,2023
Abu Sama,abu-sama-1,/cfb/players/abu-sama-1.html,Iowa State,Big 12,12,84,614,7.3,6,51.2,7,51,7.3,0,4.3,91,665,7.3,6,,2023
Ron Cook Jr.,ron-cook-jr-1,/cfb/players/ron-cook-jr-1.html,Buffalo,MAC,12,148,609,4.1,6,50.8,29,220,7.6,1,18.3,177,829,4.7,7,,2023
Zachar Larrier,zachar-larrier-1,/cfb/players/zachar-larrier-1.html,Air Force,MWC,11,142,605,4.3,6,55.0,1,-8,-8.0,0,-0.7,143,597,4.2,6,,2023
Dylan Sampson,dylan-sampson-1,/cfb/players/dylan-sampson-1.html,Tennessee,SEC,12,106,604,5.7,7,50.3,17,175,10.3,1,14.6,123,779,6.3,8,,2023
John Lee Eldridge III,john-lee-eldridge-iii-1,/cfb/players/john-lee-eldridge-iii-1.html,Air Force,MWC,13,84,599,7.1,6,46.1,7,39,5.6,1,3.0,91,638,7.0,7,,2023
Billy Lucas,billy-lucas-1,/cfb/players/billy-lucas-1.html,Liberty,CUSA,12,114,597,5.2,6,49.8,4,60,15.0,0,5.0,118,657,5.6,6,,2023
Keshawn Wicks,keshawn-wicks-1,/cfb/players/keshawn-wicks-1.html,Old Dominion,Sun Belt,11,120,589,4.9,4,53.5,12,83,6.9,1,7.5,132,672,5.1,5,,2023
Robert Henry,robert-henry-1,/cfb/players/robert-henry-1.html,UTSA,American,13,127,588,4.6,11,45.2,19,115,6.1,0,8.8,146,703,4.8,11,,2023
Demond Claiborne,demond-claiborne-1,/cfb/players/demond-claiborne-1.html,Wake Forest,ACC,10,137,586,4.3,5,58.6,3,35,11.7,0,3.5,140,621,4.4,5,,2023
Jaylon Jackson,jaylon-jackson-2,/cfb/players/jaylon-jackson-2.html,Eastern Michigan,MAC,13,136,576,4.2,2,44.3,24,234,9.8,2,18.0,160,810,5.1,4,,2023
LJ Johnson Jr.,lj-johnson-jr-2,/cfb/players/lj-johnson-jr-2.html,SMU,American,11,108,576,5.3,4,52.4,7,58,8.3,0,5.3,115,634,5.5,4,,2023
Zak Wallace,zak-wallace-1,/cfb/players/zak-wallace-1.html,Arkansas State,Sun Belt,12,126,575,4.6,6,47.9,6,23,3.8,0,1.9,132,598,4.5,6,,2023
Jacquez Stuart,jacquez-stuart-1,/cfb/players/jacquez-stuart-1.html,Toledo,MAC,12,110,574,5.2,6,47.8,12,143,11.9,1,11.9,122,717,5.9,7,,2023
Johnny Richardson,johnny-richardson-4,/cfb/players/johnny-richardson-4.html,UCF,Big 12,13,87,573,6.6,1,44.1,12,46,3.8,0,3.5,99,619,6.3,1,,2023
Jo'quavious Marks,joquavious-marks-1,/cfb/players/joquavious-marks-1.html,Mississippi State,SEC,9,121,573,4.7,4,63.7,23,167,7.3,2,18.6,144,740,5.1,6,,2023
Ahmonte Watkins,ahmonte-watkins-1,/cfb/players/ahmonte-watkins-1.html,New Mexico State,CUSA,14,59,572,9.7,2,40.9,8,77,9.6,1,5.5,67,649,9.7,3,,2023
Ty Son Lawton,ty-son-lawton-2,/cfb/players/ty-son-lawton-2.html,James Madison,Sun Belt,12,126,568,4.5,5,47.3,19,174,9.2,1,14.5,145,742,5.1,6,,2023
