Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Brendon Lewis,brendon-lewis-1,/cfb/players/brendon-lewis-1.html,Nevada,MWC,12,157,775,4.9,8,64.6,1,18,18.0,0,1.5,158,793,5.0,8,,2024
Le'Veon Moss,leveon-moss-1,/cfb/players/leveon-moss-1.html,Texas A&M,SEC,9,121,765,6.3,10,85.0,10,141,14.1,0,15.7,131,906,6.9,10,,2024
Davon Booth,davon-booth-1,/cfb/players/davon-booth-1.html,Mississippi State,SEC,12,152,759,5.0,5,63.3,13,164,12.6,4,13.7,165,923,5.6,9,,2024
Jevon Jackson,jevon-jackson-1,/cfb/players/jevon-jackson-1.html,UTEP,CUSA,12,191,754,3.9,4,62.8,16,99,6.2,2,8.3,207,853,4.1,6,,2024
Caden Durham,caden-durham-1,/cfb/players/caden-durham-1.html,LSU,SEC,12,140,753,5.4,6,62.8,28,260,9.3,2,21.7,168,1013,6.0,8,,2024
Carson Hansen,carson-hansen-1,/cfb/players/carson-hansen-1.html,Iowa State,Big 12,14,151,752,5.0,13,53.7,13,88,6.8,2,6.3,164,840,5.1,15,,2024
Gavin Williams,gavin-williams-1,/cfb/players/gavin-williams-1.html,Northern Illinois,MAC,13,139,749,5.4,4,57.6,25,140,5.6,1,10.8,164,889,5.4,5,,2024
Jadarian Price,jadarian-price-1,/cfb/players/jadarian-price-1.html,Notre Dame,Ind,16,120,746,6.2,7,46.6,4,10,2.5,0,0.6,124,756,6.1,7,,2024
Justin Marshall,justin-marshall-2,/cfb/players/justin-marshall-2.html,Colorado State,MWC,13,154,746,4.8,4,57.4,8,62,7.8,0,4.8,162,808,5.0,4,,2024
Jevyon Ducker,jevyon-ducker-1,/cfb/players/jevyon-ducker-1.html,Sam Houston,CUSA,13,158,745,4.7,7,57.3,15,110,7.3,0,8.5,173,855,4.9,7,,2024
Quali Conley,quali-conley-1,/cfb/players/quali-conley-1.html,Arizona,Big 12,12,150,745,5.0,8,62.1,39,245,6.3,1,20.4,189,990,5.2,9,,2024
Jalen White,jalen-white-1,/cfb/players/jalen-white-1.html,Georgia Southern,Sun Belt,13,163,744,4.6,13,57.2,20,69,3.5,0,5.3,183,813,4.4,13,,2024
Kye Robichaux,kye-robichaux-1,/cfb/players/kye-robichaux-1.html,Boston College,ACC,13,175,744,4.3,10,57.2,9,44,4.9,1,3.4,184,788,4.3,11,,2024
Wayshawn Parker,wayshawn-parker-1,/cfb/players/wayshawn-parker-1.html,Washington State,Ind,12,137,735,5.4,4,61.3,11,108,9.8,1,9.0,148,843,5.7,5,,2024
CJ Donaldson,cj-donaldson-1,/cfb/players/cj-donaldson-1.html,West Virginia,Big 12,13,163,734,4.5,11,56.5,14,104,7.4,1,8.0,177,838,4.7,12,,2024
Garrett Greene,garrett-greene-1,/cfb/players/garrett-greene-1.html,West Virginia,Big 12,11,134,734,5.5,6,66.7,0,0,,0,0.0,134,734,5.5,6,,2024
Durell Robinson,durell-robinson-2,/cfb/players/durell-robinson-2.html,Connecticut,Ind,12,107,731,6.8,8,60.9,14,75,5.4,0,6.3,121,806,6.7,8,,2024
Jaydon Blue,jaydon-blue-1,/cfb/players/jaydon-blue-1.html,Texas,SEC,15,134,730,5.4,8,48.7,42,368,8.8,6,24.5,176,1098,6.2,14,,2024
Jalen Milroe,jalen-milroe-1,/cfb/players/jalen-milroe-1.html,Alabama,SEC,13,168,726,4.3,20,55.8,0,0,,0,0.0,168,726,4.3,20,,2024
Mike Washington,mike-washington-5,/cfb/players/mike-washington-5.html,New Mexico State,CUSA,12,157,725,4.6,8,60.4,9,74,8.2,1,6.2,166,799,4.8,9,,2024
Floyd Chalk,floyd-chalk-1,/cfb/players/floyd-chalk-1.html,San Jose State,MWC,13,154,721,4.7,10,55.5,7,57,8.1,0,4.4,161,778,4.8,10,,2024
Zak Wallace,zak-wallace-1,/cfb/players/zak-wallace-1.html,Arkansas State,Sun Belt,13,154,721,4.7,11,55.5,14,96,6.9,0,7.4,168,817,4.9,11,,2024
Billy Lucas,billy-lucas-1,/cfb/players/billy-lucas-1.html,Liberty,CUSA,11,123,720,5.9,5,65.5,5,51,10.2,0,4.6,128,771,6.0,5,,2024
LJ Martin,lj-martin-1,/cfb/players/lj-martin-1.html,BYU,Big 12,10,137,718,5.2,7,71.8,10,98,9.8,2,9.8,147,816,5.6,9,,2024
Ahmani Marshall,ahmani-marshall-1,/cfb/players/ahmani-marshall-1.html,Appalachian State,Sun Belt,11,149,713,4.8,7,64.8,11,71,6.5,0,6.5,160,784,4.9,7,,2024
Robert Henry,robert-henry-1,/cfb/players/robert-henry-1.html,UTSA,American,11,130,706,5.4,7,64.2,21,199,9.5,1,18.1,151,905,6.0,8,,2024
Zylan Perry,zylan-perry-1,/cfb/players/zylan-perry-1.html,Louisiana,Sun Belt,13,112,695,6.2,4,53.5,11,46,4.2,0,3.5,123,741,6.0,4,,2024
Devin Mockobee,devin-mockobee-1,/cfb/players/devin-mockobee-1.html,Purdue,Big Ten,12,138,687,5.0,4,57.3,17,170,10.0,1,14.2,155,857,5.5,5,,2024
Savion Red,savion-red-1,/cfb/players/savion-red-1.html,Nevada,MWC,12,119,687,5.8,8,57.3,16,74,4.6,0,6.2,135,761,5.6,8,,2024
Jalen Buckley,jalen-buckley-1,/cfb/players/jalen-buckley-1.html,Western Michigan,MAC,10,128,683,5.3,9,68.3,15,112,7.5,0,11.2,143,795,5.6,9,,2024
Henry Parrish Jr.,henry-parrish-jr-1,/cfb/players/henry-parrish-jr-1.html,Ole Miss,SEC,9,130,678,5.2,10,75.3,15,82,5.5,0,9.1,145,760,5.2,10,,2024
LaNorris Sellers,lanorris-sellers-1,/cfb/players/lanorris-sellers-1.html,South Carolina,SEC,12,166,674,4.1,7,56.2,0,0,,0,0.0,166,674,4.1,7,,2024
Jadan Baugh,jadan-baugh-1,/cfb/players/jadan-baugh-1.html,Florida,SEC,13,133,673,5.1,7,51.8,4,33,8.3,1,2.5,137,706,5.2,8,,2024
Jayden Brown,jayden-brown-1,/cfb/players/jayden-brown-1.html,Connecticut,Ind,13,118,673,5.7,2,51.8,8,85,10.6,1,6.5,126,758,6.0,3,,2024
Dawson Pendergrass,dawson-pendergrass-1,/cfb/players/dawson-pendergrass-1.html,Baylor,Big 12,13,121,671,5.5,6,51.6,11,103,9.4,1,7.9,132,774,5.9,7,,2024
Nate Frazier,nate-frazier-2,/cfb/players/nate-frazier-2.html,Georgia,SEC,13,133,671,5.0,8,51.6,12,85,7.1,0,6.5,145,756,5.2,8,,2024
Ashton Daniels,ashton-daniels-1,/cfb/players/ashton-daniels-1.html,Stanford,ACC,11,148,669,4.5,3,60.8,0,0,,0,0.0,148,669,4.5,3,,2024
Jamarion Miller,jamarion-miller-1,/cfb/players/jamarion-miller-1.html,Alabama,SEC,13,145,668,4.6,7,51.4,16,155,9.7,1,11.9,161,823,5.1,8,,2024
Ty Son Lawton,ty-son-lawton-2,/cfb/players/ty-son-lawton-2.html,Indiana,Big Ten,13,141,668,4.7,12,51.4,12,124,10.3,0,9.5,153,792,5.2,12,,2024
Jordon Simmons,jordon-simmons-1,/cfb/players/jordon-simmons-1.html,Akron,MAC,11,110,664,6.0,2,60.4,21,183,8.7,0,16.6,131,847,6.5,2,,2024
Amari Daniels,amari-daniels-1,/cfb/players/amari-daniels-1.html,Texas A&M,SEC,12,139,661,4.8,8,55.1,7,60,8.6,0,5.0,146,721,4.9,8,,2024
Kylin James,kylin-james-1,/cfb/players/kylin-james-1.html,Nevada-Las Vegas,MWC,14,89,653,7.3,5,46.6,1,1,1.0,0,0.1,90,654,7.3,5,,2024
Kay'ron Adams,kayron-adams-1,/cfb/players/kayron-adams-1.html,Michigan State,Big Ten,12,133,649,4.9,2,54.1,15,85,5.7,0,7.1,148,734,5.0,2,,2024
Shane Porter,shane-porter-1,/cfb/players/shane-porter-1.html,North Texas,American,13,97,648,6.7,5,49.8,16,91,5.7,0,7.0,113,739,6.5,5,,2024
Colton Joseph,colton-joseph-1,/cfb/players/colton-joseph-1.html,Old Dominion,Sun Belt,9,114,647,5.7,11,71.9,0,0,,0,0.0,114,647,5.7,11,,2024
Hunter Watson,hunter-watson-1,/cfb/players/hunter-watson-1.html,Sam Houston,CUSA,12,168,647,3.9,9,53.9,0,0,,0,0.0,168,647,3.9,9,,2024
Ja'Quez Cross,jaquez-cross-1,/cfb/players/jaquez-cross-1.html,Arkansas State,Sun Belt,13,115,638,5.5,2,49.1,35,228,6.5,1,17.5,150,866,5.8,3,,2024
Jaivian Thomas,jaivian-thomas-1,/cfb/players/jaivian-thomas-1.html,California,ACC,12,100,626,6.3,7,52.2,11,91,8.3,0,7.6,111,717,6.5,7,,2024
Dante Dowdell,dante-dowdell-1,/cfb/players/dante-dowdell-1.html,Nebraska,Big Ten,12,143,614,4.3,12,51.2,7,21,3.0,0,1.8,150,635,4.2,12,,2024
Braylon Braxton,braylon-braxton-1,/cfb/players/braylon-braxton-1.html,Marshall,Sun Belt,11,134,610,4.6,4,55.5,0,0,,0,0.0,134,610,4.6,4,,2024
Josh McCray,josh-mccray-1,/cfb/players/josh-mccray-1.html,Illinois,Big Ten,13,117,609,5.2,10,46.8,13,116,8.9,1,8.9,130,725,5.6,11,,2024
Trevor Etienne,trevor-etienne-1,/cfb/players/trevor-etienne-1.html,Georgia,SEC,10,122,609,5.0,9,60.9,32,194,6.1,0,19.4,154,803,5.2,9,,2024
Mark Fletcher Jr.,mark-fletcher-jr-1,/cfb/players/mark-fletcher-jr-1.html,Miami (FL),ACC,13,112,607,5.4,9,46.7,10,106,10.6,0,8.2,122,713,5.8,9,,2024
Roman Hemby,roman-hemby-1,/cfb/players/roman-hemby-1.html,Maryland,Big Ten,12,134,607,4.5,6,50.6,40,273,6.8,1,22.8,174,880,5.1,7,,2024
Avery Johnson,avery-johnson-2,/cfb/players/avery-johnson-2.html,Kansas State,Big 12,13,113,605,5.4,7,46.5,0,0,,0,0.0,113,605,5.4,7,,2024
Rodrigues Clark,rodrigues-clark-1,/cfb/players/rodrigues-clark-1.html,Southern Mississippi,Sun Belt,12,124,604,4.9,1,50.3,13,51,3.9,0,4.3,137,655,4.8,1,,2024
Taylen Green,taylen-green-1,/cfb/players/taylen-green-1.html,Arkansas,SEC,13,156,602,3.9,8,46.3,0,0,,0,0.0,156,602,3.9,8,,2024
Dylan Carson,dylan-carson-1,/cfb/players/dylan-carson-1.html,Air Force,MWC,10,138,600,4.3,5,60.0,0,0,,0,0.0,138,600,4.3,5,,2024
Zahir Abdus-Salaam,zahir-abdus-salaam-1,/cfb/players/zahir-abdus-salaam-1.html,Western Michigan,MAC,13,113,600,5.3,3,46.2,31,250,8.1,1,19.2,144,850,5.9,4,,2024
Emmett Johnson,emmett-johnson-2,/cfb/players/emmett-johnson-2.html,Nebraska,Big Ten,13,117,598,5.1,1,46.0,39,286,7.3,2,22.0,156,884,5.7,3,,2024
