Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Bo Jackson,bo-jackson-2,/cfb/players/bo-jackson-2.html,Ohio State,Big Ten,13,179,1090,6.1,6,83.8,19,200,10.5,1,15.4,198,1290,6.5,7,,2025
Anthony Hankerson,anthony-hankerson-1,/cfb/players/anthony-hankerson-1.html,Oregon State,Ind,12,247,1086,4.4,9,90.5,22,123,5.6,0,10.3,269,1209,4.5,9,,2025
Kentrel Bullock,kentrel-bullock-2,/cfb/players/kentrel-bullock-2.html,South Alabama,Sun Belt,12,218,1085,5.0,14,90.4,14,53,3.8,1,4.4,232,1138,4.9,15,,2025
DeSean Bishop,desean-bishop-1,/cfb/players/desean-bishop-1.html,Tennessee,SEC,13,182,1076,5.9,16,82.8,15,135,9.0,0,10.4,197,1211,6.1,16,,2025
Caden Creel,caden-creel-1,/cfb/players/caden-creel-1.html,Jacksonville State,CUSA,14,182,1075,5.9,7,76.8,1,4,4.0,0,0.3,183,1079,5.9,7,,2025
Mike Washington,mike-washington-5,/cfb/players/mike-washington-5.html,Arkansas,SEC,12,167,1070,6.4,8,89.2,28,226,8.1,1,18.8,195,1296,6.6,9,,2025
Dominic Richardson,dominic-richardson-1,/cfb/players/dominic-richardson-1.html,Tulsa,American,12,212,1065,5.0,5,88.8,20,130,6.5,0,10.8,232,1195,5.2,5,,2025
J'Mari Taylor,jmari-taylor-1,/cfb/players/jmari-taylor-1.html,Virginia,ACC,13,222,1062,4.8,14,81.7,43,253,5.9,1,19.5,265,1315,5.0,15,,2025
Robert Henry,robert-henry-1,/cfb/players/robert-henry-1.html,UTSA,American,11,151,1045,6.9,9,95.0,18,114,6.3,2,10.4,169,1159,6.9,11,,2025
Kaelon Black,kaelon-black-1,/cfb/players/kaelon-black-1.html,Indiana,Big Ten,16,186,1040,5.6,10,65.0,4,36,9.0,0,2.3,190,1076,5.7,10,,2025
Jai'Den Thomas,jaiden-thomas-1,/cfb/players/jaiden-thomas-1.html,Nevada-Las Vegas,MWC,13,148,1036,7.0,12,79.7,39,237,6.1,1,18.2,187,1273,6.8,13,,2025
Jordan Gant,jordan-gant-1,/cfb/players/jordan-gant-1.html,Akron,MAC,12,213,1032,4.8,6,86.0,9,48,5.3,1,4.0,222,1080,4.9,7,,2025
OJ Arnold,oj-arnold-1,/cfb/players/oj-arnold-1.html,Georgia Southern,Sun Belt,12,144,1032,7.2,5,86.0,21,212,10.1,1,17.7,165,1244,7.5,6,,2025
Shomari Lawrence,shomari-lawrence-1,/cfb/players/shomari-lawrence-1.html,Missouri State,CUSA,13,199,1021,5.1,7,78.5,19,118,6.2,0,9.1,218,1139,5.2,7,,2025
Deamonte Trayanum,deamonte-trayanum-1,/cfb/players/deamonte-trayanum-1.html,Toledo,MAC,11,182,1015,5.6,12,92.3,21,212,10.1,2,19.3,203,1227,6.0,14,,2025
Dontae McMillan,dontae-mcmillan-1,/cfb/players/dontae-mcmillan-1.html,Eastern Michigan,MAC,12,177,1014,5.7,4,84.5,33,375,11.4,3,31.3,210,1389,6.6,7,,2025
Byrum Brown,byrum-brown-1,/cfb/players/byrum-brown-1.html,South Florida,American,12,175,1008,5.8,14,84.0,0,0,,0,0.0,175,1008,5.8,14,,2025
Colton Joseph,colton-joseph-1,/cfb/players/colton-joseph-1.html,Old Dominion,Sun Belt,12,158,1007,6.4,13,83.9,1,5,5.0,0,0.4,159,1012,6.4,13,,2025
Jalen Buckley,jalen-buckley-1,/cfb/players/jalen-buckley-1.html,Western Michigan,MAC,13,179,1003,5.6,9,77.2,12,75,6.3,1,5.8,191,1078,5.6,10,,2025
Wayshawn Parker,wayshawn-parker-1,/cfb/players/wayshawn-parker-1.html,Utah,Big 12,13,149,981,6.6,6,75.5,13,185,14.2,3,14.2,162,1166,7.2,9,,2025
Dean Connors,dean-connors-1,/cfb/players/dean-connors-1.html,Houston,Big 12,13,200,977,4.9,6,75.2,34,254,7.5,3,19.5,234,1231,5.3,9,,2025
King Miller,king-miller-1,/cfb/players/king-miller-1.html,USC,Big Ten,13,156,972,6.2,8,74.8,16,111,6.9,0,8.5,172,1083,6.3,8,,2025
Jeremiah Cobb,jeremiah-cobb-1,/cfb/players/jeremiah-cobb-1.html,Auburn,SEC,12,175,969,5.5,5,80.8,11,83,7.5,0,6.9,186,1052,5.7,5,,2025
Broc Lowry,broc-lowry-1,/cfb/players/broc-lowry-1.html,Western Michigan,MAC,14,203,963,4.7,14,68.8,0,0,,0,0.0,203,963,4.7,14,,2025
Haynes King,haynes-king-1,/cfb/players/haynes-king-1.html,Georgia Tech,ACC,12,185,953,5.2,15,79.4,0,0,,0,0.0,185,953,5.2,15,H-10,2025
Carson Hansen,carson-hansen-1,/cfb/players/carson-hansen-1.html,Iowa State,Big 12,11,188,952,5.1,6,86.5,19,134,7.1,0,12.2,207,1086,5.2,6,,2025
Nate Frazier,nate-frazier-2,/cfb/players/nate-frazier-2.html,Georgia,SEC,14,173,947,5.5,6,67.6,16,116,7.3,1,8.3,189,1063,5.6,7,,2025
Kendrick Raphael,kendrick-raphael-1,/cfb/players/kendrick-raphael-1.html,California,ACC,13,232,943,4.1,13,72.5,34,245,7.2,1,18.8,266,1188,4.5,14,,2025
Caleb Komolafe,caleb-komolafe-1,/cfb/players/caleb-komolafe-1.html,Northwestern,Big Ten,12,190,941,5.0,11,78.4,11,60,5.5,1,5.0,201,1001,5.0,12,,2025
Daylan Smothers,daylan-smothers-1,/cfb/players/daylan-smothers-1.html,North Carolina State,ACC,11,160,939,5.9,6,85.4,37,189,5.1,1,17.2,197,1128,5.7,7,,2025
Jordan Marshall,jordan-marshall-2,/cfb/players/jordan-marshall-2.html,Michigan,Big Ten,11,150,932,6.2,10,84.7,9,92,10.2,0,8.4,159,1024,6.4,10,,2025
Liam Szarka,liam-szarka-1,/cfb/players/liam-szarka-1.html,Air Force,MWC,10,190,922,4.9,13,92.2,0,0,,0,0.0,190,922,4.9,13,,2025
Joe Jackson,joe-jackson-4,/cfb/players/joe-jackson-4.html,Kansas State,Big 12,12,169,911,5.4,8,75.9,22,119,5.4,1,9.9,191,1030,5.4,9,,2025
Demond Claiborne,demond-claiborne-1,/cfb/players/demond-claiborne-1.html,Wake Forest,ACC,12,179,907,5.1,10,75.6,28,140,5.0,0,11.7,207,1047,5.1,10,,2025
Alex Tecza,alex-tecza-1,/cfb/players/alex-tecza-1.html,Navy,American,13,158,902,5.7,10,69.4,13,125,9.6,1,9.6,171,1027,6.0,11,,2025
Jevon Jackson,jevon-jackson-1,/cfb/players/jevon-jackson-1.html,UAB,American,12,167,900,5.4,5,75.0,19,115,6.1,1,9.6,186,1015,5.5,6,,2025
Quinton Jackson,quinton-jackson-1,/cfb/players/quinton-jackson-1.html,Rice,American,13,180,889,4.9,6,68.4,4,74,18.5,1,5.7,184,963,5.2,7,,2025
Parker Navarro,parker-navarro-1,/cfb/players/parker-navarro-1.html,Ohio,MAC,13,160,886,5.5,9,68.2,0,0,,0,0.0,160,886,5.5,9,,2025
Isaac Brown,isaac-brown-4,/cfb/players/isaac-brown-4.html,Louisville,ACC,9,101,884,8.8,7,98.2,13,48,3.7,0,5.3,114,932,8.2,7,,2025
Kamari Moulton,kamari-moulton-1,/cfb/players/kamari-moulton-1.html,Iowa,Big Ten,11,170,878,5.2,5,79.8,16,97,6.1,0,8.8,186,975,5.2,5,,2025
Chavon Wright,chavon-wright-1,/cfb/players/chavon-wright-1.html,Northern Illinois,MAC,12,196,875,4.5,5,72.9,8,16,2.0,0,1.3,204,891,4.4,5,,2025
J'Koby Williams,jkoby-williams-1,/cfb/players/jkoby-williams-1.html,Texas Tech,Big 12,14,155,868,5.6,6,62.0,35,388,11.1,2,27.7,190,1256,6.6,8,,2025
Rashod Dubinion,rashod-dubinion-1,/cfb/players/rashod-dubinion-1.html,Appalachian State,Sun Belt,12,174,868,5.0,4,72.3,27,170,6.3,0,14.2,201,1038,5.2,4,,2025
Will Henderson III,will-henderson-iii-1,/cfb/players/will-henderson-iii-1.html,UTSA,American,13,125,866,6.9,6,66.6,19,132,6.9,2,10.2,144,998,6.9,8,,2025
Diego Pavia,diego-pavia-1,/cfb/players/diego-pavia-1.html,Vanderbilt,SEC,13,167,862,5.2,10,66.3,0,0,,0,0.0,167,862,5.2,10,H-2,2025
Ismail Mahdi,ismail-mahdi-1,/cfb/players/ismail-mahdi-1.html,Arizona,Big 12,13,134,859,6.4,4,66.1,17,119,7.0,1,9.2,151,978,6.5,5,,2025
Justice Haynes,justice-haynes-1,/cfb/players/justice-haynes-1.html,Michigan,Big Ten,7,121,857,7.1,10,122.4,13,50,3.8,0,7.1,134,907,6.8,10,,2025
Devon Dampier,devon-dampier-1,/cfb/players/devon-dampier-1.html,Utah,Big 12,12,146,835,5.7,10,69.6,0,0,,0,0.0,146,835,5.7,10,,2025
Noah Whittington,noah-whittington-1,/cfb/players/noah-whittington-1.html,Oregon,Big Ten,13,129,829,6.4,6,63.8,19,98,5.2,1,7.5,148,927,6.3,7,,2025
Adam Randall,adam-randall-1,/cfb/players/adam-randall-1.html,Clemson,ACC,13,168,814,4.8,10,62.6,36,254,7.1,3,19.5,204,1068,5.2,13,,2025
Sire Gaines,sire-gaines-1,/cfb/players/sire-gaines-1.html,Boise State,MWC,14,161,811,5.0,8,57.9,11,72,6.5,1,5.1,172,883,5.1,9,,2025
Jevyon Ducker,jevyon-ducker-1,/cfb/players/jevyon-ducker-1.html,Temple,American,12,157,809,5.2,7,67.4,23,105,4.6,2,8.8,180,914,5.1,9,,2025
Trequan Jones,trequan-jones-1,/cfb/players/trequan-jones-1.html,Old Dominion,Sun Belt,13,105,792,7.5,6,60.9,6,20,3.3,0,1.5,111,812,7.3,6,,2025
Bryson Washington,bryson-washington-3,/cfb/players/bryson-washington-3.html,Baylor,Big 12,12,154,788,5.1,6,65.7,18,93,5.2,1,7.8,172,881,5.1,7,,2025
TJ Harden,tj-harden-1,/cfb/players/tj-harden-1.html,SMU,ACC,13,171,787,4.6,9,60.5,19,99,5.2,1,7.6,190,886,4.7,10,,2025
Taylen Green,taylen-green-1,/cfb/players/taylen-green-1.html,Arkansas,SEC,12,139,777,5.6,8,64.8,0,0,,0,0.0,139,777,5.6,8,,2025
Elijah Davis,elijah-davis-5,/cfb/players/elijah-davis-5.html,Louisiana,Sun Belt,13,158,767,4.9,6,59.0,10,79,7.9,0,6.1,168,846,5.0,6,,2025
Jordan Brunson,jordan-brunson-2,/cfb/players/jordan-brunson-2.html,Miami (OH),MAC,14,164,767,4.7,4,54.8,1,5,5.0,0,0.4,165,772,4.7,4,,2025
Coleman Bennett,coleman-bennett-1,/cfb/players/coleman-bennett-1.html,Kennesaw State,CUSA,14,157,764,4.9,4,54.6,27,314,11.6,3,22.4,184,1078,5.9,7,,2025
Jonah Coleman,jonah-coleman-1,/cfb/players/jonah-coleman-1.html,Washington,Big Ten,12,156,758,4.9,15,63.2,31,354,11.4,2,29.5,187,1112,5.9,17,,2025
Al-Jay Henderson,al-jay-henderson-1,/cfb/players/al-jay-henderson-1.html,Buffalo,MAC,12,182,755,4.1,6,62.9,25,181,7.2,1,15.1,207,936,4.5,7,,2025
Jamal Roberts,jamal-roberts-2,/cfb/players/jamal-roberts-2.html,Missouri,SEC,13,124,753,6.1,6,57.9,18,141,7.8,1,10.8,142,894,6.3,7,,2025
Jekail Middlebrook,jekail-middlebrook-1,/cfb/players/jekail-middlebrook-1.html,Middle Tennessee State,CUSA,11,140,752,5.4,4,68.4,40,412,10.3,3,37.5,180,1164,6.5,7,,2025
Owen Allen,owen-allen-1,/cfb/players/owen-allen-1.html,Air Force,MWC,12,132,750,5.7,5,62.5,0,0,,0,0.0,132,750,5.7,5,,2025
Marcellous Hawkins,marcellous-hawkins-1,/cfb/players/marcellous-hawkins-1.html,Virginia Tech,ACC,11,118,749,6.3,1,68.1,12,74,6.2,1,6.7,130,823,6.3,2,,2025
Turbo Richard,turbo-richard-1,/cfb/players/turbo-richard-1.html,Boston College,ACC,11,145,749,5.2,9,68.1,30,213,7.1,2,19.4,175,962,5.5,11,,2025
Ja'Kyrian Turner,jakyrian-turner-1,/cfb/players/jakyrian-turner-1.html,Pitt,ACC,12,140,745,5.3,7,62.1,25,150,6.0,0,12.5,165,895,5.4,7,,2025
Brad Jackson,brad-jackson-2,/cfb/players/brad-jackson-2.html,Texas State,Sun Belt,13,174,744,4.3,17,57.2,0,-2,,0,-0.2,174,742,4.3,17,,2025
London Montgomery,london-montgomery-1,/cfb/players/london-montgomery-1.html,East Carolina,American,12,156,742,4.8,7,61.8,15,76,5.1,0,6.3,171,818,4.8,7,,2025
Bryson Barnes,bryson-barnes-1,/cfb/players/bryson-barnes-1.html,Utah State,MWC,13,189,740,3.9,10,56.9,2,7,3.5,1,0.5,191,747,3.9,11,,2025
Abu Sama,abu-sama-1,/cfb/players/abu-sama-1.html,Iowa State,Big 12,12,140,732,5.2,5,61.0,5,19,3.8,0,1.6,145,751,5.2,5,,2025
Miles Davis,miles-davis-1,/cfb/players/miles-davis-1.html,Utah State,MWC,13,131,731,5.6,8,56.2,28,201,7.2,3,15.5,159,932,5.9,11,,2025
Seth McGowan,seth-mcgowan-1,/cfb/players/seth-mcgowan-1.html,Kentucky,SEC,11,165,725,4.4,12,65.9,19,126,6.6,0,11.5,184,851,4.6,12,,2025
Telly Johnson Jr.,telly-johnson-jr-1,/cfb/players/telly-johnson-jr-1.html,Northern Illinois,MAC,12,124,712,5.7,4,59.3,16,97,6.1,0,8.1,140,809,5.8,4,,2025
Tawee Walker,tawee-walker-1,/cfb/players/tawee-walker-1.html,Cincinnati,Big 12,12,120,709,5.9,4,59.1,18,78,4.3,1,6.5,138,787,5.7,5,,2025
Jeffery Pittman,jeffery-pittman-1,/cfb/players/jeffery-pittman-1.html,Southern Mississippi,Sun Belt,11,156,705,4.5,8,64.1,24,107,4.5,0,9.7,180,812,4.5,8,,2025
Myles Montgomery,myles-montgomery-1,/cfb/players/myles-montgomery-1.html,UCF,Big 12,11,143,705,4.9,4,64.1,17,182,10.7,0,16.5,160,887,5.5,4,,2025
Keyjuan Brown,keyjuan-brown-1,/cfb/players/keyjuan-brown-1.html,Louisville,ACC,10,96,704,7.3,6,70.4,12,118,9.8,0,11.8,108,822,7.6,6,,2025
Rayshon Luke,rayshon-luke-1,/cfb/players/rayshon-luke-1.html,Fresno State,MWC,13,112,702,6.3,6,54.0,36,228,6.3,2,17.5,148,930,6.3,8,,2025
Conner Weigman,conner-weigman-1,/cfb/players/conner-weigman-1.html,Houston,Big 12,13,171,700,4.1,11,53.8,0,0,,0,0.0,171,700,4.1,11,,2025
Malachi Hosley,malachi-hosley-1,/cfb/players/malachi-hosley-1.html,Georgia Tech,ACC,13,98,697,7.1,7,53.6,14,119,8.5,0,9.2,112,816,7.3,7,,2025
Tae Meadows,tae-meadows-1,/cfb/players/tae-meadows-1.html,Troy,Sun Belt,12,159,695,4.4,6,57.9,11,64,5.8,0,5.3,170,759,4.5,6,,2025
Zylan Perry,zylan-perry-1,/cfb/players/zylan-perry-1.html,Louisiana,Sun Belt,12,138,689,5.0,8,57.4,16,106,6.6,0,8.8,154,795,5.2,8,,2025
Caleb Ramseur,caleb-ramseur-1,/cfb/players/caleb-ramseur-1.html,Nevada,MWC,12,139,683,4.9,5,56.9,18,191,10.6,3,15.9,157,874,5.6,8,,2025
Fluff Bothwell,fluff-bothwell-1,/cfb/players/fluff-bothwell-1.html,Mississippi State,SEC,11,142,677,4.8,6,61.5,14,105,7.5,0,9.5,156,782,5.0,6,,2025
Jadarian Price,jadarian-price-1,/cfb/players/jadarian-price-1.html,Notre Dame,Ind,12,113,674,6.0,11,56.2,6,87,14.5,2,7.3,119,761,6.4,13,,2025
Greg Burrell,greg-burrell-1,/cfb/players/greg-burrell-1.html,Texas State,Sun Belt,13,100,671,6.7,3,51.6,13,125,9.6,0,9.6,113,796,7.0,3,,2025
Darius Taylor,darius-taylor-1,/cfb/players/darius-taylor-1.html,Minnesota,Big Ten,10,143,670,4.7,4,67.0,34,245,7.2,0,24.5,177,915,5.2,4,,2025
Sutton Smith,sutton-smith-2,/cfb/players/sutton-smith-2.html,Memphis,American,12,102,669,6.6,7,55.8,20,109,5.5,0,9.1,122,778,6.4,7,,2025
D'Wanyé Winfield,dwanye-winfield-1,/cfb/players/dwanye-winfield-1.html,Louisiana,Sun Belt,12,152,667,4.4,9,55.6,0,0,,0,0.0,152,667,4.4,9,,2025
Jordon Davison,jordon-davison-1,/cfb/players/jordon-davison-1.html,Oregon,Big Ten,14,113,667,5.9,15,47.6,12,62,5.2,0,4.4,125,729,5.8,15,,2025
Brendon Lewis,brendon-lewis-1,/cfb/players/brendon-lewis-1.html,Memphis,American,13,151,665,4.4,9,51.2,1,14,14.0,0,1.1,152,679,4.5,9,,2025
Carlos Del Rio-Wilson,carlos-del-rio-wilson-1,/cfb/players/carlos-del-rio-wilson-1.html,Marshall,Sun Belt,11,160,660,4.1,6,60.0,1,-6,-6.0,0,-0.5,161,654,4.1,6,,2025
Zach Palmer-Smith,zach-palmer-smith-1,/cfb/players/zach-palmer-smith-1.html,Louisiana-Monroe,Sun Belt,12,115,660,5.7,4,55.0,7,47,6.7,0,3.9,122,707,5.8,4,,2025
Dierre Hill Jr,dierre-hill-jr-1,/cfb/players/dierre-hill-jr-1.html,Oregon,Big Ten,15,75,656,8.7,5,43.7,16,137,8.6,1,9.1,91,793,8.7,6,,2025
Jo Silver,jo-silver-1,/cfb/players/jo-silver-1.html,Delaware,CUSA,11,119,652,5.5,5,59.3,29,222,7.7,1,20.2,148,874,5.9,6,,2025
Anthony Colandrea,anthony-colandrea-1,/cfb/players/anthony-colandrea-1.html,Nevada-Las Vegas,MWC,14,127,649,5.1,10,46.4,0,0,,0,0.0,127,649,5.1,10,,2025
Gavin Garcia,gavin-garcia-1,/cfb/players/gavin-garcia-1.html,Kent State,MAC,12,146,647,4.4,3,53.9,4,43,10.8,0,3.6,150,690,4.6,3,,2025
Kyron Drones,kyron-drones-1,/cfb/players/kyron-drones-1.html,Virginia Tech,ACC,12,170,644,3.8,9,53.7,0,0,,0,0.0,170,644,3.8,9,,2025
Micah Ford,micah-ford-1,/cfb/players/micah-ford-1.html,Stanford,ACC,9,145,643,4.4,4,71.4,11,119,10.8,0,13.2,156,762,4.9,4,,2025
Rueben Owens,rueben-owens-1,/cfb/players/rueben-owens-1.html,Texas A&M,SEC,12,119,639,5.4,5,53.3,13,130,10.0,0,10.8,132,769,5.8,5,,2025
Braylon McReynolds,braylon-mcreynolds-1,/cfb/players/braylon-mcreynolds-1.html,Louisiana-Monroe,Sun Belt,12,123,637,5.2,3,53.1,16,90,5.6,1,7.5,139,727,5.2,4,,2025
Damon Bankston,damon-bankston-1,/cfb/players/damon-bankston-1.html,New Mexico,MWC,13,114,635,5.6,5,48.8,31,397,12.8,3,30.5,145,1032,7.1,8,,2025
Clay Thevenin,clay-thevenin-1,/cfb/players/clay-thevenin-1.html,Louisiana Tech,CUSA,13,131,634,4.8,8,48.8,33,269,8.2,0,20.7,164,903,5.5,8,,2025
Jake Retzlaff,jake-retzlaff-1,/cfb/players/jake-retzlaff-1.html,Tulane,American,14,129,634,4.9,16,45.3,0,0,,0,0.0,129,634,4.9,16,,2025
Devin Roche,devin-roche-1,/cfb/players/devin-roche-1.html,Old Dominion,Sun Belt,11,111,630,5.7,4,57.3,5,31,6.2,0,2.8,116,661,5.7,4,,2025
Jeremy Payne,jeremy-payne-1,/cfb/players/jeremy-payne-1.html,Texas Christian,Big 12,11,110,623,5.7,5,56.6,22,207,9.4,2,18.8,132,830,6.3,7,,2025
Jaquari Lewis,jaquari-lewis-1,/cfb/players/jaquari-lewis-1.html,Appalachian State,Sun Belt,13,140,618,4.4,6,47.5,32,192,6.0,0,14.8,172,810,4.7,6,,2025
Ca'Lil Valentine,calil-valentine-1,/cfb/players/calil-valentine-1.html,Illinois,Big Ten,13,131,614,4.7,4,47.2,10,55,5.5,0,4.2,141,669,4.7,4,,2025
Rodney Fields Jr.,rodney-fields-jr-1,/cfb/players/rodney-fields-jr-1.html,Oklahoma State,Big 12,9,124,614,5.0,1,68.2,28,276,9.9,1,30.7,152,890,5.9,2,,2025
Nykahi Davenport,nykahi-davenport-1,/cfb/players/nykahi-davenport-1.html,South Florida,American,11,98,612,6.2,7,55.6,5,50,10.0,0,4.5,103,662,6.4,7,,2025
Demond Williams Jr.,demond-williams-jr-1,/cfb/players/demond-williams-jr-1.html,Washington,Big Ten,13,143,611,4.3,6,47.0,1,3,3.0,0,0.2,144,614,4.3,6,,2025
Trey Kukuk,trey-kukuk-1,/cfb/players/trey-kukuk-1.html,Louisiana Tech,CUSA,11,98,609,6.2,5,55.4,2,49,24.5,0,4.5,100,658,6.6,5,,2025
Keenan Phillips,keenan-phillips-1,/cfb/players/keenan-phillips-1.html,South Alabama,Sun Belt,12,126,605,4.8,3,50.4,10,58,5.8,0,4.8,136,663,4.9,3,,2025
Bryson Donelson,bryson-donelson-1,/cfb/players/bryson-donelson-1.html,Fresno State,MWC,13,140,600,4.3,5,46.2,17,107,6.3,0,8.2,157,707,4.5,5,,2025
Kiael Kelly,kiael-kelly-1,/cfb/players/kiael-kelly-1.html,Ball State,MAC,12,211,600,2.8,5,50.0,1,19,19.0,1,1.6,212,619,2.9,6,,2025
Tre Wisner,tre-wisner-1,/cfb/players/tre-wisner-1.html,Texas,SEC,9,131,597,4.6,3,66.3,22,146,6.6,1,16.2,153,743,4.9,4,,2025
Star Thomas,star-thomas-1,/cfb/players/star-thomas-1.html,Tennessee,SEC,13,104,596,5.7,7,45.8,11,116,10.5,2,8.9,115,712,6.2,9,,2025
Ja'Vin Simpkins,javin-simpkins-1,/cfb/players/javin-simpkins-1.html,Coastal Carolina,Sun Belt,13,125,591,4.7,2,45.5,17,74,4.4,0,5.7,142,665,4.7,2,,2025
Alonza Barnett III,alonza-barnett-iii-1,/cfb/players/alonza-barnett-iii-1.html,James Madison,Sun Belt,14,127,589,4.6,15,42.1,0,0,,0,0.0,127,589,4.6,15,,2025
Daniel Hishaw Jr.,daniel-hishaw-jr-1,/cfb/players/daniel-hishaw-jr-1.html,Kansas,Big 12,10,124,587,4.7,5,58.7,6,33,5.5,0,3.3,130,620,4.8,5,,2025
Duncan Brune,duncan-brune-1,/cfb/players/duncan-brune-1.html,Ohio,MAC,13,120,585,4.9,8,45.0,5,57,11.4,0,4.4,125,642,5.1,8,,2025
