player_id,year,rank,name,position,height,weight,rating,high_school,city,state,committed_to,url
202000001,2020,1,Bryan Bresee,DT,"6' 5""",290 lbs,0.9995,Damascus,Damascus,MD,Clemson,https://247sports.com/player/bryan-bresee-46038819/
202000002,2020,2,Bryce Young,DUAL,"5' 11""",183 lbs,0.9994,Mater Dei,Santa Ana,CA,Alabama,https://247sports.com/player/bryce-young-93127/
202000003,2020,3,Julian Fleming,WR,"6' 2""",199 lbs,0.9979,Southern Columbia,Catawissa,PA,Ohio State,https://247sports.com/player/julian-fleming-46040058/
202000004,2020,4,Kelee Ringo,CB,"6' 2""",205 lbs,0.9976,Saguaro,Scottsdale,AZ,Georgia,https://247sports.com/player/kelee-ringo-46047125/
202000005,2020,5,Arik Gilbert,TE,"6' 5""",253 lbs,0.9972,Marietta,Marietta,GA,LSU,https://247sports.com/player/arik-gilbert-94709/
202000006,2020,6,Justin Flowe,ILB,"6' 2""",225 lbs,0.9967,Upland,Upland,CA,Oregon,https://247sports.com/player/justin-flowe-46038116/
202000007,2020,7,Myles Murphy,SDE,"6' 5""",260 lbs,0.9965,Hillgrove,Powder Springs,GA,Clemson,https://247sports.com/player/myles-murphy-46042886/
202000008,2020,8,Jordan Burch,DT,"6' 5""",275 lbs,0.9954,Hammond School,Columbia,SC,South Carolina,https://247sports.com/player/jordan-burch-46036514/
202000009,2020,9,Paris Johnson Jr.,OT,"6' 7""",290 lbs,0.9953,Princeton,Cincinnati,OH,Ohio State,https://247sports.com/player/paris-johnson-jr-46042173/
202000010,2020,10,DJ Uiagalelei,PRO,"6' 4.5""",246 lbs,0.9949,St. John Bosco,Bellflower,CA,Clemson,https://247sports.com/player/dj-uiagalelei-45573350/
202000011,2020,11,Broderick Jones,OT,"6' 5""",298 lbs,0.9947,Lithonia,Lithonia,GA,Georgia,https://247sports.com/player/broderick-jones-46051865/
202000012,2020,12,Gervon Dexter,DT,"6' 6.5""",286 lbs,0.9946,Lake Wales,Lake Wales,FL,Florida,https://247sports.com/player/gervon-dexter-46056492/
202000013,2020,13,Noah Sewell,ILB,"6' 2""",266 lbs,0.9935,Orem,Orem,UT,Oregon,https://247sports.com/player/noah-sewell-46040411/
202000014,2020,14,Eli Ricks,CB,"6' 2""",192 lbs,0.9928,IMG Academy,Rancho Cucamonga,CA,LSU,https://247sports.com/player/eli-ricks-46042180/
202000015,2020,15,Bijan Robinson,RB,"6' 0""",200 lbs,0.9928,Salpointe Catholic,Tucson,AZ,Texas,https://247sports.com/player/bijan-robinson-46040672/
202000016,2020,16,Zach Evans,RB,"5' 11""",200 lbs,0.9924,North Shore,Houston,TX,TCU,https://247sports.com/player/zach-evans-94137/
202000017,2020,17,Will Anderson,WDE,"6' 3""",230 lbs,0.9913,Dutchtown,Hampton,GA,Alabama,https://247sports.com/player/will-anderson-46053865/
202000018,2020,18,Jalen Carter,DT,"6' 3""",301 lbs,0.9911,Apopka,Apopka,FL,Georgia,https://247sports.com/player/jalen-carter-46042405/
202000019,2020,19,Chris Braswell,WDE,"6' 3""",220 lbs,0.9909,St. Frances Academy,Baltimore,MD,Alabama,https://247sports.com/player/chris-braswell-46049102/
202000020,2020,20,Demarkcus Bowman,RB,"5' 9""",191 lbs,0.9909,Lakeland,Lakeland,FL,Clemson,https://247sports.com/player/demarkcus-bowman-46048830/
202000021,2020,21,Jaylon Jones,S,"6' 1.5""",190 lbs,0.9906,Cibolo Steele,Cibolo,TX,Texas A&M,https://247sports.com/player/jaylon-jones-46051979/
202000022,2020,22,Drew Sanders,ATH,"6' 5""",232 lbs,0.9895,Denton Ryan,Denton,TX,Alabama,https://247sports.com/player/drew-sanders-45572383/
202000023,2020,23,Darnell Washington,ATH,"6' 7.5""",261 lbs,0.9893,Desert Pines,Las Vegas,NV,Georgia,https://247sports.com/player/darnell-washington-46048728/
202000024,2020,24,Kayshon Boutte,WR,"6' 0""",180 lbs,0.9892,Westgate,New Iberia,LA,LSU,https://247sports.com/player/kayshon-boutte-46047097/
202000025,2020,25,Demond Demas,WR,"6' 3""",182 lbs,0.9890,Tomball,Tomball,TX,Texas A&M,https://247sports.com/player/demond-demas-46041079/
