player_id,year,rank,name,position,height,weight,rating,high_school,city,state,committed_to,url
202600001,2026,1,Jared Curtis,QB,"6' 3.5""",225 lbs,0.9992,Nashville Christian,Nashville,TN,Vanderbilt,https://247sports.com/player/jared-curtis-46138517/
202600002,2026,2,Lamar Brown,ATH,"6' 4""",293 lbs,0.9992,University Lab,Baton Rouge,LA,LSU,https://247sports.com/player/lamar-brown-46134347/
202600003,2026,3,Keisean Henderson,QB,"6' 3""",185 lbs,0.9990,Legacy the School of Sport Sciences,Spring,TX,Houston,https://247sports.com/player/keisean-henderson-46129516/
202600004,2026,4,Jackson Cantwell,OT,"6' 7.5""",325 lbs,0.9990,Nixa,Nixa,MO,Miami,https://247sports.com/player/jackson-cantwell-46137113/
202600005,2026,5,Zion Elee,Edge,"6' 3.5""",220 lbs,0.9975,St. Frances Academy,Baltimore,MD,Maryland,https://247sports.com/player/zion-elee-46148037/
202600006,2026,6,Carter Meadows,Edge,"6' 6""",225 lbs,0.9963,Gonzaga,Washington,DC,Michigan,https://247sports.com/player/carter-meadows-46146853/
202600007,2026,7,Faizon Brandon,QB,"6' 3.5""",200 lbs,0.9953,Grimsley,Greensboro,NC,Tennessee,https://247sports.com/player/faizon-brandon-46137277/
202600008,2026,8,Savion Hiter,RB,"5' 11.5""",200 lbs,0.9940,Louisa County,Mineral,VA,Michigan,https://247sports.com/player/savion-hiter-46137240/
202600009,2026,9,Dia Bell,QB,"6' 2.5""",215 lbs,0.9937,American Heritage,Fort Lauderdale,FL,Texas,https://247sports.com/player/dia-bell-46131875/
202600010,2026,10,Chris Henry Jr.,WR,"6' 5""",201 lbs,0.9936,Mater Dei,Santa Ana,CA,Ohio State,https://247sports.com/player/chris-henry-jr-46133004/
202600011,2026,11,Tristen Keys,WR,"6' 1.5""",194 lbs,0.9936,Hattiesburg,Hattiesburg,MS,Tennessee,https://247sports.com/player/tristen-keys-46138931/
202600012,2026,12,Rodney Dunham,Edge,"6' 4""",227 lbs,0.9935,Myers Park,Charlotte,NC,Notre Dame,https://247sports.com/player/rodney-dunham-46144990/
202600013,2026,13,Felix Ojo,OT,"6' 6.5""",274 lbs,0.9909,Mansfield Lake Ridge,Mansfield,TX,Texas Tech,https://247sports.com/player/felix-ojo-46146626/
202600014,2026,14,Ezavier Crowell,RB,"5' 11""",205 lbs,0.9906,Jackson,Jackson,AL,Alabama,https://247sports.com/player/ezavier-crowell-46145314/
202600015,2026,15,LaDamion Guyton,Edge,"6' 2.5""",230 lbs,0.9904,Benedictine Military School,Savannah,GA,Texas Tech,https://247sports.com/player/ladamion-guyton-46142214/
202600016,2026,16,Immanuel Iheanacho,IOL,"6' 6.5""",345 lbs,0.9903,Georgetown Preparatory,North Bethesda,MD,Oregon,https://247sports.com/player/immanuel-iheanacho-46144423/
202600017,2026,17,Xavier Griffin,LB,"6' 3""",200 lbs,0.9899,Gainesville,Gainesville,GA,Alabama,https://247sports.com/player/xavier-griffin-46142592/
202600018,2026,18,Kendre Harrison,TE,"6' 7""",243 lbs,0.9892,Reidsville,Reidsville,NC,Oregon,https://247sports.com/player/kendre-harrison-46138185/
202600019,2026,19,Kodi Greene,OT,"6' 5.5""",320 lbs,0.9886,Mater Dei,Santa Ana,CA,Washington,https://247sports.com/player/kodi-greene-46137206/
202600020,2026,20,Tyler Atkinson,LB,"6' 2""",210 lbs,0.9881,Grayson,Loganville,GA,Texas,https://247sports.com/player/tyler-atkinson-46131661/
202600021,2026,21,Ian Premer,TE,"6' 5""",220 lbs,0.9881,Great Bend,Great Bend,KS,Notre Dame,https://247sports.com/player/ian-premer-46148527/
202600022,2026,22,Jalen Lott,WR,"6' 0""",176 lbs,0.9880,Frisco Panther Creek,Frisco,TX,Oregon,https://247sports.com/player/jalen-lott-46135995/
202600023,2026,23,Mark Bowman,TE,"6' 4.5""",225 lbs,0.9879,Mater Dei,Santa Ana,CA,USC,https://247sports.com/player/mark-bowman-46145581/
202600024,2026,24,Khary Adams,CB,"6' 2""",175 lbs,0.9878,Loyola Blakefield,Towson,MD,Notre Dame,https://247sports.com/player/khary-adams-46149066/
202600025,2026,25,Jorden Edmonds,CB,"6' 2.5""",175 lbs,0.9877,Sprayberry,Marietta,GA,Alabama,https://247sports.com/player/jorden-edmonds-46146643/
202600026,2026,26,Anthony Jones,Edge,"6' 3.5""",240 lbs,0.9872,St. Paul's Episcopal,Mobile,AL,Oregon,https://247sports.com/player/anthony-jones-46138246/
202600027,2026,27,Kelvin Obot,OT,"6' 5""",265 lbs,0.9872,Fruitland,Fruitland,ID,Utah,https://247sports.com/player/kelvin-obot-46152606/
202600028,2026,28,Richard Wesley,Edge,"6' 5""",250 lbs,0.9869,Sierra Canyon,Chatsworth,CA,Texas,https://247sports.com/player/richard-wesley-46140955/
202600029,2026,29,Richard Anderson,DL,"6' 4""",360 lbs,0.9867,Edna Karr,New Orleans,LA,LSU,https://247sports.com/player/richard-anderson-46137856/
202600030,2026,30,Bralan Womack,S,"5' 11.5""",195 lbs,0.9867,Hartfield Academy,Flowood,MS,Mississippi State,https://247sports.com/player/bralan-womack-46135637/
202600031,2026,31,Joey O'Brien,S,"6' 3""",185 lbs,0.9865,La Salle College,Glenside,PA,Notre Dame,https://247sports.com/player/joey-obrien-46148427/
202600032,2026,32,Jireh Edwards,S,"6' 2""",210 lbs,0.9845,St. Frances Academy,Upper Marlboro,MD,Alabama,https://247sports.com/player/jireh-edwards-46135813/
202600033,2026,33,Ekene Ogboko,OT,"6' 6""",280 lbs,0.9838,South Garner,Durham,NC,Georgia,https://247sports.com/player/ekene-ogboko-46138826/
202600034,2026,34,Brandon Arrington,ATH,"6' 2""",186 lbs,0.9836,Mount Miguel,San Diego,CA,Texas A&M,https://247sports.com/player/brandon-arrington-46135855/
202600035,2026,35,Kaiden Prothro,TE,"6' 6""",210 lbs,0.9826,Bowdon,Bowdon,GA,Georgia,https://247sports.com/player/kaiden-prothro-46141289/
202600036,2026,36,Jett Washington,S,"6' 5""",215 lbs,0.9824,Bishop Gorman,Las Vegas,NV,Oregon,https://247sports.com/player/jett-washington-46135622/
202600037,2026,37,Darius Gray,IOL,"6' 3""",285 lbs,0.9819,St. Christopher's School,Richmond,VA,South Carolina,https://247sports.com/player/darius-gray-46134168/
202600038,2026,38,Ryder Lyons,QB,"6' 2.5""",220 lbs,0.9818,Folsom,Folsom,CA,BYU,https://247sports.com/player/ryder-lyons-46131227/
202600039,2026,39,Ethan Feaster,WR,"6' 1""",180 lbs,0.9816,DeSoto,DeSoto,TX,USC,https://247sports.com/player/ethan-feaster-46117353/
202600040,2026,40,Cederian Morgan,WR,"6' 4""",210 lbs,0.9815,Benjamin Russell,Alexander City,AL,Alabama,https://247sports.com/player/cederian-morgan-46145080/
202600041,2026,41,Chauncey Kennon,CB,"6' 1""",175 lbs,0.9806,Booker,Sarasota,FL,Florida State,https://247sports.com/player/chauncey-kennon-46147072/
202600042,2026,42,Khary Wilder,DL,"6' 4""",260 lbs,0.9806,Junipero Serra,Gardena,CA,Ohio State,https://247sports.com/player/khary-wilder-46143420/
202600043,2026,43,KJ Edwards,RB,"5' 10""",180 lbs,0.9796,Carthage,Carthage,TX,Texas A&M,https://247sports.com/player/kj-edwards-46132402/
202600044,2026,44,Luke Wafle,Edge,"6' 5.5""",257 lbs,0.9787,Hun School,Princeton,NJ,USC,https://247sports.com/player/luke-wafle-46141422/
202600045,2026,45,Salesi Moa,ATH,"6' 1""",190 lbs,0.9781,Fremont,Ogden,UT,Utah,https://247sports.com/player/salesi-moa-46140453/
202600046,2026,46,Elbert Hill,CB,"5' 10""",175 lbs,0.9778,Archbishop Hoban,Akron,OH,USC,https://247sports.com/player/elbert-hill-46135014/
202600047,2026,47,Davon Benjamin,S,"5' 11.5""",180 lbs,0.9768,Oaks Christian,Westlake Village,CA,Oregon,https://247sports.com/player/davon-benjamin-46136772/
202600048,2026,48,Jaimeon Winfield,DL,"6' 3""",327 lbs,0.9763,Richardson,Richardson,TX,USC,https://247sports.com/player/jaimeon-winfield-46151839/
202600049,2026,49,Davian Groce,WR,"6' 1""",190 lbs,0.9757,Frisco Lone Star,Frisco,TX,Florida,https://247sports.com/player/davian-groce-46137967/
202600050,2026,50,Cincere Johnson,LB,"6' 3""",222 lbs,0.9756,Glenville,Cleveland,OH,Ohio State,https://247sports.com/player/cincere-johnson-46139662/
202600051,2026,51,Sam Greer,OT,"6' 6.5""",331 lbs,0.9755,Archbishop Hoban,Akron,OH,Ohio State,https://247sports.com/player/sam-greer-46141156/
202600052,2026,52,Jamarion Matthews,DL,"6' 2""",240 lbs,0.9755,Gainesville,Gainesville,GA,Alabama,https://247sports.com/player/jamarion-matthews-46150340/
202600053,2026,53,Nolan Wilson,DL,"6' 4.5""",250 lbs,0.9755,Picayune Memorial,Picayune,MS,Alabama,https://247sports.com/player/nolan-wilson-46152794/
202600054,2026,54,Deuce Geralds,DL,"6' 2""",275 lbs,0.9755,Collins Hill,Suwanee,GA,LSU,https://247sports.com/player/deuce-geralds-46134793/
202600055,2026,55,TJ White,LB,"6' 1.5""",240 lbs,0.9751,Jackson Academy,Jackson,MS,Tennessee,https://247sports.com/player/tj-white-46143354/
202600056,2026,56,Zyan Gibson,CB,"6' 0""",174 lbs,0.9744,Gadsden City,Gadsden,AL,Alabama,https://247sports.com/player/zyan-gibson-46144653/
202600057,2026,57,Tony Cumberland,DL,"6' 4.5""",285 lbs,0.9743,Willamette,Eugene,OR,Oregon,https://247sports.com/player/tony-cumberland-46141067/
202600058,2026,58,Justice Fitzpatrick,CB,"6' 0.5""",185 lbs,0.9737,St. Thomas Aquinas,Fort Lauderdale,FL,Georgia,https://247sports.com/player/justice-fitzpatrick-46134884/
202600059,2026,59,Somourian Wingo,WR,"6' 2""",180 lbs,0.9735,St. Augustine,St. Augustine,FL,Miami,https://247sports.com/player/somourian-wingo-46147608/
202600060,2026,60,Bryce Perry-Wright,DL,"6' 2""",250 lbs,0.9734,Buford,Buford,GA,Texas A&M,https://247sports.com/player/bryce-perry-wright-46133740/
202600061,2026,61,Naeem Burroughs,WR,"5' 11.5""",175 lbs,0.9729,The Bolles School,Jacksonville,FL,Clemson,https://247sports.com/player/naeem-burroughs-46137698/
202600062,2026,62,Kevin Brown,OT,"6' 5""",270 lbs,0.9721,Harrisburg,Harrisburg,PA,West Virginia,https://247sports.com/player/kevin-brown-46137870/
202600063,2026,63,Devin Jackson,S,"6' 1.5""",200 lbs,0.9714,The First Academy,Orlando,FL,Oregon,https://247sports.com/player/devin-jackson-46142260/
202600064,2026,64,Jay Timmons,CB,"5' 11""",185 lbs,0.9713,Pine-Richland,Gibsonia,PA,Ohio State,https://247sports.com/player/jay-timmons-46150623/
202600065,2026,65,Joel Wyatt,ATH,"6' 4""",203 lbs,0.9710,Oakland,Murfreesboro,TN,Tennessee,https://247sports.com/player/joel-wyatt-46148455/
202600066,2026,66,Jermaine Bishop,ATH,"5' 11""",155 lbs,0.9708,Willis,Willis,TX,Texas,https://247sports.com/player/jermaine-bishop-46136343/
202600067,2026,67,Trenton Henderson,Edge,"6' 4""",225 lbs,0.9702,Pine Forest,Pensacola,FL,LSU,https://247sports.com/player/trenton-henderson-46141863/
202600068,2026,68,Bowe Bentley,QB,"6' 1""",200 lbs,0.9700,Celina,Celina,TX,Oklahoma,https://247sports.com/player/bowe-bentley-46152912/
202600069,2026,69,Jett Thomalla,QB,"6' 3.5""",220 lbs,0.9699,Millard South,Omaha,NE,Alabama,https://247sports.com/player/jett-thomalla-46150237/
202600070,2026,70,Calvin Russell,WR,"6' 5""",195 lbs,0.9699,Miami Northwestern,Miami,FL,Syracuse,https://247sports.com/player/calvin-russell-46134887/
202600071,2026,71,Blaine Bradford,S,"6' 1""",207 lbs,0.9691,Baton Rouge Catholic,Baton Rouge,LA,Ohio State,https://247sports.com/player/blaine-bradford-46136704/
202600072,2026,72,Jake Kreul,Edge,"6' 3""",230 lbs,0.9691,IMG Academy,Bradenton,FL,Oklahoma,https://247sports.com/player/jake-kreul-46134950/
202600073,2026,73,Keenyi Pepe,OT,"6' 7""",320 lbs,0.9688,IMG Academy,Bradenton,FL,USC,https://247sports.com/player/keenyi-pepe-46117611/
202600074,2026,74,Jonathan Hatton Jr.,RB,"6' 0.5""",205 lbs,0.9653,Cibolo Steele,Cibolo,TX,Oklahoma,https://247sports.com/player/jonathan-hatton-jr-46134633/
202600075,2026,75,Caden Harris,CB,"6' 0""",160 lbs,0.9647,Haywood,Brownsville,TN,Georgia,https://247sports.com/player/caden-harris-46144356/
202600076,2026,76,John Turntine III,OT,"6' 4""",270 lbs,0.9644,North Crowley,Fort Worth,TX,Texas,https://247sports.com/player/john-turntine-iii-46140733/
202600077,2026,77,Brian Bonner,RB,"6' 0.5""",185 lbs,0.9642,Valencia,Valencia,CA,Washington,https://247sports.com/player/brian-bonner-46146807/
202600078,2026,78,Talanoa Ili,LB,"6' 3""",215 lbs,0.9642,Kahuku,Kahuku,HI,USC,https://247sports.com/player/talanoa-ili-46138593/
202600079,2026,79,Izayia Williams,LB,"6' 1.5""",215 lbs,0.9641,Tavares,Tavares,FL,Florida State,https://247sports.com/player/izayia-williams-46144934/
202600080,2026,80,Tommy Tofi,IOL,"6' 6""",330 lbs,0.9623,Archbishop Riordan,San Francisco,CA,Oregon,https://247sports.com/player/tommy-tofi-46136021/
202600081,2026,81,Ayden Pouncey,S,"6' 2.5""",160 lbs,0.9621,Winter Park,Winter Park,FL,Notre Dame,https://247sports.com/player/ayden-pouncey-46139981/
202600082,2026,82,J'Zavien Currence,S,"6' 3.5""",205 lbs,0.9610,South Pointe,Rock Hill,SC,South Carolina,https://247sports.com/player/jzavien-currence-46135368/
202600083,2026,83,Brysten Martinez,OT,"6' 5.5""",300 lbs,0.9610,East Ascension,Gonzales,LA,LSU,https://247sports.com/player/brysten-martinez-46141163/
202600084,2026,84,Aaron Gregory,WR,"6' 2.5""",176 lbs,0.9606,Douglas County,Douglasville,GA,Texas A&M,https://247sports.com/player/aaron-gregory-46134789/
202600085,2026,85,Kentavion Anderson,S,"6' 2""",190 lbs,0.9595,Dorman,Roebuck,SC,Clemson,https://247sports.com/player/kentavion-anderson-46151669/
202600086,2026,86,Brayden Rouse,LB,"6' 2.5""",203 lbs,0.9592,Kell,Marietta,GA,Tennessee,https://247sports.com/player/brayden-rouse-46147739/
202600087,2026,87,James Johnson,DL,"6' 2.5""",285 lbs,0.9591,Miami Northwestern,Miami,FL,Texas,https://247sports.com/player/james-johnson-46149562/
202600088,2026,88,Jordan Smith,S,"6' 1.5""",185 lbs,0.9587,Houston County,Warner Robins,GA,Georgia,https://247sports.com/player/jordan-smith-46146625/
202600089,2026,89,Jamarion Carlton,DL,"6' 4.5""",275 lbs,0.9587,Temple,Temple,TX,Texas,https://247sports.com/player/jamarion-carlton-46135955/
202600090,2026,90,Gabriel Osenda,OT,"6' 7""",330 lbs,0.9586,Baylor School,Chattanooga,TN,Tennessee,https://247sports.com/player/gabriel-osenda-46142190/
202600091,2026,91,Aiden Harris,DL,"6' 2""",264 lbs,0.9584,Weddington,Matthews,NC,South Carolina,https://247sports.com/player/aiden-harris-46142520/
202600092,2026,92,Craig Dandridge,WR,"6' 0.5""",172 lbs,0.9583,Cambridge,Alpharetta,GA,Georgia,https://247sports.com/player/craig-dandridge-46154531/
202600093,2026,93,Havon Finney,CB,"6' 1.5""",168 lbs,0.9582,Sierra Canyon,Chatsworth,CA,LSU,https://247sports.com/player/havon-finney-46142251/
202600094,2026,94,Chase Campbell,WR,"6' 1""",180 lbs,0.9576,Wolfforth Frenship,Wolfforth,TX,Texas Tech,https://247sports.com/player/chase-campbell-46132020/
202600095,2026,95,Jase Mathews,WR,"6' 1.5""",193 lbs,0.9575,Greene County,Leakesville,MS,Ole Miss,https://247sports.com/player/jase-mathews-46143090/
202600096,2026,96,Julian Walker,Edge,"6' 5.5""",242 lbs,0.9572,Dutch Fork,Irmo,SC,South Carolina,https://247sports.com/player/julian-walker-46154112/
202600097,2026,97,Jaquez Wilkes,LB,"6' 4""",220 lbs,0.9557,Wadley,Wadley,AL,Auburn,https://247sports.com/player/jaquez-wilkes-46144920/
202600098,2026,98,Pierre Dean,Edge,"6' 3.5""",255 lbs,0.9546,West Forsyth,Clemmons,NC,Georgia,https://247sports.com/player/pierre-dean-46138845/
202600099,2026,99,Derrek Cooper,RB,"6' 1""",205 lbs,0.9542,Chaminade-Madonna,Hollywood,FL,Texas,https://247sports.com/player/derrek-cooper-46147129/
202600100,2026,100,Victor Singleton,CB,"5' 11""",160 lbs,0.9536,Central Catholic,Toledo,OH,Texas A&M,https://247sports.com/player/victor-singleton-46146686/
202600101,2026,101,Jonas Williams,QB,"6' 1.5""",215 lbs,0.9536,Lincoln-Way East,Frankfort,IL,USC,https://247sports.com/player/jonas-williams-46136886/
202600102,2026,102,Samari Matthews,CB,"6' 0.5""",190 lbs,0.9535,Hough,Cornelius,NC,Texas,https://247sports.com/player/samari-matthews-46135831/
202600103,2026,103,Keshawn Stancil,DL,"6' 2.5""",267 lbs,0.9533,Clayton,Clayton,NC,Miami,https://247sports.com/player/keshawn-stancil-46145143/
202600104,2026,104,Deshonne Redeaux,RB,"5' 10""",202 lbs,0.9529,Oaks Christian,Westlake Village,CA,USC,https://247sports.com/player/deshonne-redeaux-46136773/
202600105,2026,105,Shahn Alston,RB,"5' 9""",205 lbs,0.9524,Harvey,Painesville,OH,USC,https://247sports.com/player/shahn-alston-46140288/
202600106,2026,106,Tradarian Ball,RB,"5' 10""",175 lbs,0.9520,Texas High,Texarkana,TX,Oregon,https://247sports.com/player/tradarian-ball-46136072/
202600107,2026,107,Travis Johnson,WR,"6' 3""",185 lbs,0.9516,Oscar Smith,Chesapeake,VA,Michigan,https://247sports.com/player/travis-johnson-46142635/
202600108,2026,108,Tyreek King,WR,"5' 10.5""",168 lbs,0.9516,Knoxville Catholic,Knoxville,TN,Tennessee,https://247sports.com/player/tyreek-king-46140485/
202600109,2026,109,Jake Fette,QB,"6' 0.5""",195 lbs,0.9516,El Paso Del Valle,El Paso,TX,Arizona State,https://247sports.com/player/jake-fette-46147239/
202600110,2026,110,CJ Bronaugh,CB,"6' 1""",166 lbs,0.9513,Windermere,Winter Garden,FL,Florida,https://247sports.com/player/cj-bronaugh-46148691/
202600111,2026,111,Javian Osborne,RB,"5' 9""",191 lbs,0.9512,Forney,Forney,TX,Notre Dame,https://247sports.com/player/javian-osborne-46134406/
202600112,2026,112,Mack Sutter,TE,"6' 5""",230 lbs,0.9501,Dunlap,Dunlap,IL,Alabama,https://247sports.com/player/mack-sutter-46146927/
202600113,2026,113,Brock Harris,TE,"6' 6""",238 lbs,0.9500,Pine View,St. George,UT,BYU,https://247sports.com/player/brock-harris-46137997/
202600114,2026,114,Titan Davis,DL,"6' 4""",271 lbs,0.9500,De Smet Jesuit,St. Louis,MO,Michigan,https://247sports.com/player/titan-davis-46144735/
202600115,2026,115,Landon Barnes,Edge,"6' 3.5""",235 lbs,0.9499,Duncanville,Duncanville,TX,Ole Miss,https://247sports.com/player/landon-barnes-46148025/
202600116,2026,116,Brandon Lockhart,CB,"6' 2""",169 lbs,0.9485,Sierra Canyon,Chatsworth,CA,USC,https://247sports.com/player/brandon-lockhart-46138269/
202600117,2026,117,Tomuhini Topui,DL,"6' 3""",320 lbs,0.9485,Mater Dei,Santa Ana,CA,USC,https://247sports.com/player/tomuhini-topui-46133035/
202600118,2026,118,Jonaz Walton,RB,"5' 9.5""",205 lbs,0.9482,Central,Carrollton,GA,Notre Dame,https://247sports.com/player/jonaz-walton-46137817/
202600119,2026,119,Ebenezer Ewetade,Edge,"6' 3.5""",221 lbs,0.9482,South Garner,Garner,NC,Notre Dame,https://247sports.com/player/ebenezer-ewetade-46147074/
202600120,2026,120,Tristian Givens,Edge,"6' 2.5""",200 lbs,0.9475,Carver,Columbus,GA,Texas A&M,https://247sports.com/player/tristian-givens-46148823/
202600121,2026,121,Bott Mulitalo,IOL,"6' 5""",290 lbs,0.9473,Lone Peak,American Fork,UT,BYU,https://247sports.com/player/bott-mulitalo-46135951/
202600122,2026,122,Danny Odem,CB,"6' 1""",189 lbs,0.9473,The First Academy,Orlando,FL,Nebraska,https://247sports.com/player/danny-odem-46151284/
202600123,2026,123,Jordan Thomas,CB,"6' 0""",189 lbs,0.9472,Bergen Catholic,Oradell,NJ,Ohio State,https://247sports.com/player/jordan-thomas-46143578/
202600124,2026,124,Nick Hankins,CB,"6' 0""",190 lbs,0.9463,Belleville West,Belleville,IL,Illinois,https://247sports.com/player/nick-hankins-46152608/
202600125,2026,125,Milan Parris,WR,"6' 5.5""",205 lbs,0.9460,Walsh Jesuit,Stow,OH,Miami,https://247sports.com/player/milan-parris-46141552/
202600126,2026,126,Damarius Yates,RB,"5' 10""",190 lbs,0.9456,Kemper County,De Kalb,MS,Ole Miss,https://247sports.com/player/damarius-yates-46146162/
202600127,2026,127,Kenton Dopson,CB,"6' 1""",185 lbs,0.9454,Norland,Miami,FL,North Carolina,https://247sports.com/player/kenton-dopson-46147161/
202600128,2026,128,Jabari Mack,WR,"6' 0""",200 lbs,0.9448,Destrehan,Destrehan,LA,LSU,https://247sports.com/player/jabari-mack-46139747/
202600129,2026,129,Kaydon Finley,WR,"6' 0""",200 lbs,0.9444,Aledo,Aledo,TX,Notre Dame,https://247sports.com/player/kaydon-finley-46134911/
202600130,2026,130,Grayson McKeogh,OT,"6' 7""",275 lbs,0.9443,La Salle College,Glenside,PA,Notre Dame,https://247sports.com/player/grayson-mckeogh-46152876/
202600131,2026,131,Valdin Sone,DL,"6' 3""",316 lbs,0.9439,Blue Ridge School,Dyke,VA,Georgia,https://247sports.com/player/valdin-sone-46144804/
202600132,2026,132,Landon Duckworth,QB,"6' 3""",195 lbs,0.9431,Jackson,Jackson,AL,South Carolina,https://247sports.com/player/landon-duckworth-46139845/
202600133,2026,133,Messiah Hampton,WR,"6' 1""",180 lbs,0.9425,James Monroe,Rochester,NY,Oregon,https://247sports.com/player/messiah-hampton-46142203/
202600134,2026,134,Brady Marchese,WR,"6' 1""",183 lbs,0.9423,Cartersville,Cartersville,GA,Auburn,https://247sports.com/player/brady-marchese-46149299/
202600135,2026,135,Kayden Dixon-Wyatt,WR,"6' 1.5""",194 lbs,0.9420,Mater Dei,Santa Ana,CA,USC,https://247sports.com/player/kayden-dixon-wyatt-46135455/
202600136,2026,136,Camren Hamiel,S,"6' 0""",180 lbs,0.9418,Desert Edge,Goodyear,AZ,Texas A&M,https://247sports.com/player/camren-hamiel-46149591/
202600137,2026,137,Jerquaden Guilford,WR,"6' 1.5""",182 lbs,0.9416,Northrop,Fort Wayne,IN,Ohio State,https://247sports.com/player/jerquaden-guilford-46143457/
202600138,2026,138,Kosi Okpala,Edge,"6' 2""",230 lbs,0.9414,Mayde Creek,Houston,TX,Texas,https://247sports.com/player/kosi-okpala-46145173/
202600139,2026,139,Johnnie Jones,OT,"6' 6""",305 lbs,0.9414,Venice,Venice,FL,Missouri,https://247sports.com/player/johnnie-jones-46145514/
