Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Joe Fagnano,joe-fagnano-1,/cfb/players/joe-fagnano-1.html,Connecticut,Ind,12,285,413,69.0,3448,28,6.8,1,0.2,8.3,9.60,12.1,287.3,161.0,,2025
Jaylen Raynor,jaylen--raynor-1,/cfb/players/jaylen--raynor-1.html,Arkansas State,Sun Belt,13,333,501,66.5,3361,19,3.8,11,2.2,6.7,6.48,10.1,258.5,130.9,,2025
Katin Houser,katin-houser-1,/cfb/players/katin-houser-1.html,East Carolina,American,12,269,408,65.9,3300,19,4.7,6,1.5,8.1,8.36,12.3,275.0,146.3,,2025
Jacob Clark,jacob-clark-3,/cfb/players/jacob-clark-3.html,Missouri State,CUSA,12,247,376,65.7,3244,28,7.4,11,2.9,8.6,8.80,13.1,270.3,156.9,,2025
Noah Fifita,noah-fifita-1,/cfb/players/noah-fifita-1.html,Arizona,Big 12,13,275,428,64.3,3228,29,6.8,6,1.4,7.5,8.27,11.7,248.3,147.2,,2025
Brad Jackson,brad-jackson-2,/cfb/players/brad-jackson-2.html,Texas State,Sun Belt,13,251,352,71.3,3224,21,6.0,7,2.0,9.2,9.46,12.8,248.0,164.0,,2025
Marcel Reed,marcel-reed-1,/cfb/players/marcel-reed-1.html,Texas A&M,SEC,13,234,377,62.1,3169,25,6.6,12,3.2,8.4,8.30,13.5,243.8,148.2,,2025
Jake Retzlaff,jake-retzlaff-1,/cfb/players/jake-retzlaff-1.html,Tulane,American,14,242,391,61.9,3168,15,3.8,7,1.8,8.1,8.06,13.1,226.3,139.0,,2025
Arch Manning,arch-manning-1,/cfb/players/arch-manning-1.html,Texas,SEC,13,248,404,61.4,3163,26,6.4,7,1.7,7.8,8.34,12.8,243.3,144.9,,2025
Byrum Brown,byrum-brown-1,/cfb/players/byrum-brown-1.html,South Florida,American,12,226,341,66.3,3158,28,8.2,7,2.1,9.3,9.98,14.0,263.2,167.1,,2025
Athan Kaliakmanis,athan-kaliakmanis-1,/cfb/players/athan-kaliakmanis-1.html,Rutgers,Big Ten,12,229,368,62.2,3124,20,5.4,7,1.9,8.5,8.72,13.6,260.3,147.7,,2025
Micah Alejado,micah-alejado-1,/cfb/players/micah-alejado-1.html,Hawaii,MWC,11,285,430,66.3,3106,24,5.6,9,2.1,7.2,7.40,10.9,282.4,141.2,,2025
CJ Bailey,cj-bailey-2,/cfb/players/cj-bailey-2.html,North Carolina State,ACC,13,273,397,68.8,3105,25,6.3,9,2.3,7.8,8.06,11.4,238.8,150.7,,2025
Demond Williams Jr.,demond-williams-jr-1,/cfb/players/demond-williams-jr-1.html,Washington,Big Ten,13,246,354,69.5,3065,25,7.1,8,2.3,8.7,9.05,12.5,235.8,161.0,,2025
Braylon Braxton,braylon-braxton-1,/cfb/players/braylon-braxton-1.html,Southern Mississippi,Sun Belt,12,254,400,63.5,3054,24,6.0,8,2.0,7.6,7.94,12.0,254.5,143.4,,2025
Walker Eget,walker-eget-1,/cfb/players/walker-eget-1.html,San Jose State,MWC,11,232,393,59.0,3051,17,4.3,9,2.3,7.8,7.60,13.2,277.4,133.9,,2025
Bear Bachmeier,bear-bachmeier-1,/cfb/players/bear-bachmeier-1.html,BYU,Big 12,14,251,387,64.9,3033,15,3.9,7,1.8,7.8,7.80,12.1,216.6,139.9,,2025
Luke Altmyer,luke-altmyer-1,/cfb/players/luke-altmyer-1.html,Illinois,Big Ten,13,246,365,67.4,3007,22,6.0,5,1.4,8.2,8.83,12.2,231.3,153.8,,2025
Chandler Morris,chandler-morris-1,/cfb/players/chandler-morris-1.html,Virginia,ACC,14,282,436,64.7,3000,16,3.7,9,2.1,6.9,6.69,10.6,214.3,130.5,,2025
Owen McCown,owen-mccown-1,/cfb/players/owen-mccown-1.html,UTSA,American,13,277,410,67.6,2995,30,7.3,7,1.7,7.3,8.00,10.8,230.4,149.7,,2025
Malik Washington,malik-washington-2,/cfb/players/malik-washington-2.html,Maryland,Big Ten,12,273,473,57.7,2963,17,3.6,9,1.9,6.3,6.13,10.9,246.9,118.4,,2025
Haynes King,haynes-king-1,/cfb/players/haynes-king-1.html,Georgia Tech,ACC,12,252,361,69.8,2951,14,3.9,6,1.7,8.2,8.20,11.7,245.9,147.9,H-10,2025
Cade Klubnik,cade-klubnik-1,/cfb/players/cade-klubnik-1.html,Clemson,ACC,12,257,392,65.6,2943,16,4.1,6,1.5,7.5,7.64,11.5,245.3,139.0,,2025
JC French,jc-french-1,/cfb/players/jc-french-1.html,Georgia Southern,Sun Belt,13,248,389,63.8,2929,20,5.1,8,2.1,7.5,7.63,11.8,225.3,139.9,,2025
Gunner Stockton,gunner-stockton-1,/cfb/players/gunner-stockton-1.html,Georgia,SEC,14,269,386,69.7,2894,24,6.2,5,1.3,7.5,8.16,10.8,206.7,150.6,H-7,2025
John Mateer,john-mateer-1,/cfb/players/john-mateer-1.html,Oklahoma,SEC,12,247,397,62.2,2885,14,3.5,11,2.8,7.3,6.73,11.7,240.4,129.4,,2025
Noah Kim,noah-kim-1,/cfb/players/noah-kim-1.html,Eastern Michigan,MAC,12,247,402,61.4,2817,18,4.5,11,2.7,7.0,6.67,11.4,234.8,129.6,,2025
Alonza Barnett III,alonza-barnett-iii-1,/cfb/players/alonza-barnett-iii-1.html,James Madison,Sun Belt,14,216,370,58.4,2806,23,6.2,8,2.2,7.6,7.85,13.0,200.4,138.3,,2025
Bryson Barnes,bryson-barnes-1,/cfb/players/bryson-barnes-1.html,Utah State,MWC,13,211,356,59.3,2803,18,5.1,5,1.4,7.9,8.25,13.3,215.6,139.3,,2025
Brendan Sorsby,brendan-sorsby-1,/cfb/players/brendan-sorsby-1.html,Cincinnati,Big 12,12,207,336,61.6,2800,27,8.0,5,1.5,8.3,9.27,13.5,233.3,155.1,,2025
Behren Morton,behren-morton-1,/cfb/players/behren-morton-1.html,Texas Tech,Big 12,12,219,332,66.0,2780,22,6.6,6,1.8,8.4,8.89,12.7,231.7,154.6,,2025
Thomas Castellanos,thomas-castellanos-1,/cfb/players/thomas-castellanos-1.html,Florida State,ACC,12,180,309,58.3,2760,15,4.9,9,2.9,8.9,8.59,15.3,230.0,143.5,,2025
CJ Carr,cj-carr-1,/cfb/players/cj-carr-1.html,Notre Dame,Ind,12,195,293,66.6,2741,24,8.2,6,2.0,9.4,10.07,14.1,228.4,168.1,,2025
Taylen Green,taylen-green-1,/cfb/players/taylen-green-1.html,Arkansas,SEC,12,198,326,60.7,2714,19,5.8,11,3.4,8.3,7.97,13.7,226.2,143.2,,2025
Conner Weigman,conner-weigman-1,/cfb/players/conner-weigman-1.html,Houston,Big 12,13,232,356,65.2,2705,25,7.0,9,2.5,7.6,7.87,11.7,208.1,147.1,,2025
Miller Moss,miller-moss-1,/cfb/players/miller-moss-1.html,Louisville,ACC,12,244,380,64.2,2679,16,4.2,7,1.8,7.1,7.06,11.0,223.3,133.6,,2025
Brendon Lewis,brendon-lewis-1,/cfb/players/brendon-lewis-1.html,Memphis,American,13,253,368,68.8,2673,16,4.3,7,1.9,7.3,7.28,10.6,205.6,140.3,,2025
Colton Joseph,colton-joseph-1,/cfb/players/colton-joseph-1.html,Old Dominion,Sun Belt,12,173,290,59.7,2624,21,7.2,10,3.4,9.0,8.94,15.2,218.7,152.7,,2025
Amari Odom,amari-odom-1,/cfb/players/amari-odom-1.html,Kennesaw State,CUSA,12,189,291,64.9,2594,19,6.5,8,2.7,8.9,8.98,13.7,216.2,155.9,,2025
Rocco Becht,rocco-becht-1,/cfb/players/rocco-becht-1.html,Iowa State,Big 12,12,205,339,60.5,2584,16,4.7,9,2.7,7.6,7.37,12.6,215.3,134.8,,2025
Jalon Daniels,jalon-daniels-1,/cfb/players/jalon-daniels-1.html,Kansas,Big 12,12,198,319,62.1,2531,22,6.9,7,2.2,7.9,8.33,12.8,210.9,147.1,,2025
Ta'Quan Roberson,taquan-roberson-1,/cfb/players/taquan-roberson-1.html,Buffalo,MAC,11,206,357,57.7,2520,17,4.8,12,3.4,7.1,6.50,12.2,229.1,126.0,,2025
Tucker Gleason,tucker-gleason-1,/cfb/players/tucker-gleason-1.html,Toledo,MAC,12,207,320,64.7,2515,21,6.6,9,2.8,7.9,7.91,12.1,209.6,146.7,,2025
Devon Dampier,devon-dampier-1,/cfb/players/devon-dampier-1.html,Utah,Big 12,12,212,334,63.5,2490,24,7.2,5,1.5,7.5,8.22,11.7,207.5,146.8,,2025
Jack Layne,jack-layne-1,/cfb/players/jack-layne-1.html,New Mexico,MWC,13,213,327,65.1,2486,13,4.0,10,3.1,7.6,7.02,11.7,191.2,136.0,,2025
Ben Finley,ben-finley-1,/cfb/players/ben-finley-1.html,Akron,MAC,11,186,362,51.4,2475,19,5.2,9,2.5,6.8,6.77,13.3,225.0,121.2,,2025
Robby Ashford,robby-ashford-1,/cfb/players/robby-ashford-1.html,Wake Forest,ACC,12,191,322,59.3,2472,12,3.7,8,2.5,7.7,7.30,12.9,206.0,131.1,,2025
Jalen Kitna,jalen-kitna-1,/cfb/players/jalen-kitna-1.html,UAB,American,10,223,336,66.4,2462,13,3.9,10,3.0,7.3,6.76,11.0,246.2,134.7,,2025
LaNorris Sellers,lanorris-sellers-1,/cfb/players/lanorris-sellers-1.html,South Carolina,SEC,12,178,293,60.8,2437,13,4.4,8,2.7,8.3,7.98,13.7,203.1,139.8,,2025
Blake Shapen,blake-shapen-1,/cfb/players/blake-shapen-1.html,Mississippi State,SEC,11,195,303,64.4,2433,15,5.0,8,2.6,8.0,7.83,12.5,221.2,142.9,,2025
Bryce Underwood,bryce-underwood-1,/cfb/players/bryce-underwood-1.html,Michigan,Big Ten,13,202,335,60.3,2428,11,3.3,9,2.7,7.2,6.70,12.0,186.8,126.6,,2025
Preston Stone,preston-stone-1,/cfb/players/preston-stone-1.html,Northwestern,Big Ten,13,222,370,60.0,2400,17,4.6,12,3.2,6.5,5.95,10.8,184.6,123.2,,2025
Avery Johnson,avery-johnson-2,/cfb/players/avery-johnson-2.html,Kansas State,Big 12,12,204,341,59.8,2385,18,5.3,6,1.8,7.0,7.26,11.7,198.8,132.5,,2025
Drake Lindsey,drake-lindsey-1,/cfb/players/drake-lindsey-1.html,Minnesota,Big Ten,13,246,389,63.2,2382,18,4.6,6,1.5,6.1,6.35,9.7,183.2,126.9,,2025
Parker Navarro,parker-navarro-1,/cfb/players/parker-navarro-1.html,Ohio,MAC,13,188,303,62.0,2375,14,4.6,11,3.6,7.8,7.13,12.6,182.7,135.9,,2025
Mason Heintschel,mason-heintschel-1,/cfb/players/mason-heintschel-1.html,Pitt,ACC,10,201,316,63.6,2354,16,5.1,8,2.5,7.4,7.32,11.7,235.4,137.8,,2025
Maddux Madsen,maddux-madsen-1,/cfb/players/maddux-madsen-1.html,Boise State,MWC,11,176,302,58.3,2334,18,6.0,9,3.0,7.7,7.58,13.3,212.2,136.9,,2025
DJ Lagway,dj-lagway-1,/cfb/players/dj-lagway-1.html,Florida,SEC,12,213,337,63.2,2264,16,4.7,14,4.2,6.7,5.80,10.6,188.7,127.0,,2025
Logan Fife,logan-fife-1,/cfb/players/logan-fife-1.html,New Mexico State,CUSA,10,204,362,56.4,2240,11,3.0,12,3.3,6.2,5.30,11.0,224.0,111.7,,2025
Cutter Boley,cutter-boley-1,/cfb/players/cutter-boley-1.html,Kentucky,SEC,11,198,301,65.8,2160,15,5.0,12,4.0,7.2,6.38,10.9,196.4,134.5,,2025
Baylor Hayes,baylor-hayes-1,/cfb/players/baylor-hayes-1.html,Tulsa,American,10,186,316,58.9,2158,12,3.8,6,1.9,6.8,6.73,11.6,215.8,125.0,,2025
Ryan Browne,ryan-browne-1,/cfb/players/ryan-browne-1.html,Purdue,Big Ten,12,199,338,58.9,2153,9,2.7,10,3.0,6.4,5.57,10.8,179.4,115.3,,2025
Tayven Jackson,tayven-jackson-1,/cfb/players/tayven-jackson-1.html,UCF,Big 12,11,200,315,63.5,2151,10,3.2,8,2.5,6.8,6.32,10.8,195.5,126.2,,2025
Nicholas Vattiato,nicholas-vattiato-1,/cfb/players/nicholas-vattiato-1.html,Middle Tennessee State,CUSA,9,218,356,61.2,2150,16,4.5,7,2.0,6.0,6.05,9.9,238.9,122.9,,2025
Evan Simon,evan-simon-1,/cfb/players/evan-simon-1.html,Temple,American,12,189,313,60.4,2097,25,8.0,2,0.6,6.7,8.01,11.1,174.8,141.7,,2025
Zevi Eckhaus,zevi-eckhaus-1,/cfb/players/zevi-eckhaus-1.html,Washington State,Ind,11,193,307,62.9,2094,15,4.9,12,3.9,6.8,6.04,10.8,190.4,128.5,,2025
Bishop Davenport,bishop-davenport-2,/cfb/players/bishop-davenport-2.html,South Alabama,Sun Belt,12,200,294,68.0,2073,12,4.1,6,2.0,7.1,6.95,10.4,172.8,136.6,,2025
Maverick McIvor,maverick-mcivor-2,/cfb/players/maverick-mcivor-2.html,Western Kentucky,CUSA,8,183,273,67.0,2062,12,4.4,6,2.2,7.6,7.44,11.3,257.8,140.6,,2025
Carlos Del Rio-Wilson,carlos-del-rio-wilson-1,/cfb/players/carlos-del-rio-wilson-1.html,Marshall,Sun Belt,11,171,256,66.8,2043,17,6.6,5,2.0,8.0,8.43,11.9,185.7,151.8,,2025
Dru DeShields,dru-deshields-1,/cfb/players/dru-deshields-1.html,Kent State,MAC,11,136,240,56.7,2030,18,7.5,3,1.3,8.5,9.40,14.9,184.5,150.0,,2025
E.J. Warner,ej-warner-1,/cfb/players/ej-warner-1.html,Fresno State,MWC,10,192,277,69.3,2030,13,4.7,11,4.0,7.3,6.48,10.6,203.0,138.4,,2025
Dylan Lonergan,dylan-lonergan-1,/cfb/players/dylan-lonergan-1.html,Boston College,ACC,10,190,284,66.9,2025,12,4.2,5,1.8,7.1,7.18,10.7,202.5,137.2,,2025
Dylan Raiola,dylan-raiola-1,/cfb/players/dylan-raiola-1.html,Nebraska,Big Ten,9,181,250,72.4,2000,18,7.2,6,2.4,8.0,8.36,11.0,222.2,158.6,,2025
Kaden Anderson,kaden-anderson-1,/cfb/players/kaden-anderson-1.html,Wyoming,MWC,12,189,336,56.3,1971,12,3.6,10,3.0,5.9,5.24,10.4,164.3,111.4,,2025
Ethan Vasko,ethan-vasko-1,/cfb/players/ethan-vasko-1.html,Liberty,CUSA,10,151,266,56.8,1961,10,3.8,12,4.5,7.4,6.09,13.0,196.1,122.1,,2025
Beau Pribula,beau-pribula-1,/cfb/players/beau-pribula-1.html,Missouri,SEC,10,182,270,67.4,1941,11,4.1,9,3.3,7.2,6.50,10.7,194.1,134.6,,2025
Nico Iamaleava,nico-iamaleava-1,/cfb/players/nico-iamaleava-1.html,UCLA,Big Ten,11,208,323,64.4,1928,13,4.0,7,2.2,6.0,5.80,9.3,175.3,123.5,,2025
Garrett Nussmeier,garrett-nussmeier-1,/cfb/players/garrett-nussmeier-1.html,LSU,SEC,9,194,288,67.4,1927,12,4.2,5,1.7,6.7,6.74,9.9,214.1,133.8,,2025
Kyron Drones,kyron-drones-1,/cfb/players/kyron-drones-1.html,Virginia Tech,ACC,12,178,315,56.5,1919,17,5.4,9,2.9,6.1,5.89,10.8,159.9,119.8,,2025
Joey Labas,joey-labas-1,/cfb/players/joey-labas-1.html,Central Michigan,MAC,13,147,208,70.7,1854,13,6.3,6,2.9,8.9,8.87,12.6,142.6,160.4,,2025
Ben Gulbranson,ben-gulbranson-1,/cfb/players/ben-gulbranson-1.html,Stanford,ACC,9,148,260,56.9,1813,9,3.5,10,3.8,7.0,5.93,12.3,201.4,119.2,,2025
Jayden Denegal,jayden-denegal-1,/cfb/players/jayden-denegal-1.html,San Diego State,MWC,12,143,243,58.8,1807,9,3.7,8,3.3,7.4,6.70,12.6,150.6,126.9,,2025
Maalik Murphy,maalik-murphy-1,/cfb/players/maalik-murphy-1.html,Oregon State,Ind,10,161,277,58.1,1805,9,3.2,8,2.9,6.5,5.87,11.2,180.5,117.8,,2025
Broc Lowry,broc-lowry-1,/cfb/players/broc-lowry-1.html,Western Michigan,MAC,14,166,262,63.4,1803,9,3.4,3,1.1,6.9,7.05,10.9,128.8,130.2,,2025
Gio Lopez,gio-lopez-1,/cfb/players/gio-lopez-1.html,North Carolina,ACC,11,170,261,65.1,1747,10,3.8,5,1.9,6.7,6.60,10.3,158.8,130.2,,2025
Keyone Jenkins,keyone-jenkins-1,/cfb/players/keyone-jenkins-1.html,Florida International,CUSA,10,164,263,62.4,1742,9,3.4,6,2.3,6.6,6.28,10.6,174.2,124.7,,2025
Mark Gronowski,mark-gronowski-1,/cfb/players/mark-gronowski-1.html,Iowa,Big Ten,13,166,262,63.4,1741,10,3.8,7,2.7,6.6,6.21,10.5,133.9,126.4,,2025
Aiden Armenta,aiden-armenta-1,/cfb/players/aiden-armenta-1.html,Louisiana-Monroe,Sun Belt,11,148,253,58.5,1629,12,4.7,8,3.2,6.4,5.96,11.0,148.1,121.9,,2025
Sam Leavitt,sam-leavitt-1,/cfb/players/sam-leavitt-1.html,Arizona State,Big 12,7,145,239,60.7,1628,10,4.2,3,1.3,6.8,7.08,11.2,232.6,129.2,,2025
Kiael Kelly,kiael-kelly-1,/cfb/players/kiael-kelly-1.html,Ball State,MAC,12,154,273,56.4,1583,11,4.0,8,2.9,5.8,5.29,10.3,131.9,112.6,,2025
Blake Horvath,blake-horvath-1,/cfb/players/blake-horvath-1.html,Navy,American,12,97,160,60.6,1580,12,7.5,6,3.8,9.9,9.69,16.3,131.7,160.8,,2025
D'Wanyé Winfield,dwanye-winfield-1,/cfb/players/dwanye-winfield-1.html,Louisiana,Sun Belt,12,127,216,58.8,1555,11,5.1,7,3.2,7.2,6.76,12.2,129.6,129.6,,2025
Tucker Kilcrease,tucker-kilcrease-1,/cfb/players/tucker-kilcrease-1.html,Troy,Sun Belt,11,130,222,58.6,1537,9,4.1,6,2.7,6.9,6.52,11.8,139.7,124.7,,2025
Caden Creel,caden-creel-1,/cfb/players/caden-creel-1.html,Jacksonville State,CUSA,14,130,211,61.6,1514,9,4.3,4,1.9,7.2,7.18,11.6,108.1,132.2,,2025
AJ Swann,aj-swann-1,/cfb/players/aj-swann-1.html,Appalachian State,Sun Belt,7,130,222,58.6,1495,10,4.5,8,3.6,6.7,6.01,11.5,213.6,122.8,,2025
Zane Flores,zane-flores-1,/cfb/players/zane-flores-1.html,Oklahoma State,Big 12,9,159,266,59.8,1490,3,1.1,7,2.6,5.6,4.64,9.4,165.6,105.3,,2025
J.J. Kohl,jj-kohl-1,/cfb/players/jj-kohl-1.html,Appalachian State,Sun Belt,8,133,216,61.6,1465,12,5.6,2,0.9,6.8,7.48,11.0,183.1,135.0,,2025
DeQuan Finn,dequan-finn-1,/cfb/players/dequan-finn-1.html,Miami (OH),MAC,8,106,181,58.6,1451,9,5.0,6,3.3,8.0,7.52,13.7,181.4,135.7,,2025
Rodney Tisdale Jr.,rodney-tisdale-jr-1,/cfb/players/rodney-tisdale-jr-1.html,Western Kentucky,CUSA,9,139,212,65.6,1432,9,4.2,7,3.3,6.8,6.12,10.3,159.1,129.7,,2025
Skyler Locklear,skyler-locklear-1,/cfb/players/skyler-locklear-1.html,UTEP,CUSA,9,117,211,55.5,1418,13,6.2,11,5.2,6.7,5.61,12.1,157.6,121.8,,2025
Grayson Loftis,grayson-loftis-1,/cfb/players/grayson-loftis-1.html,Charlotte,American,11,128,232,55.2,1415,8,3.4,8,3.4,6.1,5.24,11.1,128.6,110.9,,2025
Kaidon Salter,kaidon-salter-1,/cfb/players/kaidon-salter-1.html,Colorado,Big 12,9,127,204,62.3,1414,10,4.9,7,3.4,6.9,6.37,11.1,157.1,129.8,,2025
Aidan Chiles,aidan-chiles-1,/cfb/players/aidan-chiles-1.html,Michigan State,Big Ten,9,128,203,63.1,1392,10,4.9,3,1.5,6.9,7.18,10.9,154.7,134.0,,2025
Jackson Brousseau,jackson-brousseau-1,/cfb/players/jackson-brousseau-1.html,Colorado State,MWC,9,128,201,63.7,1354,9,4.5,3,1.5,6.7,6.96,10.6,150.4,132.1,,2025
Ethan Grunkemeyer,ethan-grunkemeyer-1,/cfb/players/ethan-grunkemeyer-1.html,Penn State,Big Ten,11,123,178,69.1,1339,8,4.5,4,2.2,7.5,7.41,10.9,121.7,142.6,,2025
Will Crowder,will-crowder-1,/cfb/players/will-crowder-1.html,Troy,Sun Belt,8,115,196,58.7,1327,11,5.6,5,2.6,6.8,6.74,11.5,165.9,129.0,,2025
Steve Angeli,steve-angeli-1,/cfb/players/steve-angeli-1.html,Syracuse,ACC,4,98,156,62.8,1317,10,6.4,2,1.3,8.4,9.15,13.4,329.3,152.3,,2025
Jackson Arnold,jackson-arnold-1,/cfb/players/jackson-arnold-1.html,Auburn,SEC,10,136,215,63.3,1309,6,2.8,2,0.9,6.1,6.23,9.6,130.9,121.7,,2025
Cameran Brown,cameran-brown-1,/cfb/players/cameran-brown-1.html,Georgia State,Sun Belt,10,120,185,64.9,1296,13,7.0,1,0.5,7.0,8.17,10.8,129.6,145.8,,2025
Liam Szarka,liam-szarka-1,/cfb/players/liam-szarka-1.html,Air Force,MWC,10,75,120,62.5,1294,9,7.5,5,4.2,10.8,10.41,17.3,129.4,169.5,,2025
Scotty Fox Jr.,scotty-fox-jr-1,/cfb/players/scotty-fox-jr-1.html,West Virginia,Big 12,10,101,170,59.4,1276,7,4.1,6,3.5,7.5,6.74,12.6,127.6,129.0,,2025
Alessio Milivojevic,alessio-milivojevic-1,/cfb/players/alessio-milivojevic-1.html,Michigan State,Big Ten,9,111,173,64.2,1267,10,5.8,3,1.7,7.3,7.70,11.4,140.8,141.3,,2025
Jeff Sims,jeff-sims-1,/cfb/players/jeff-sims-1.html,Arizona State,Big 12,10,105,188,55.9,1261,10,5.3,6,3.2,6.7,6.34,12.0,126.1,123.4,,2025
Tad Hudson,tad-hudson-1,/cfb/players/tad-hudson-1.html,Coastal Carolina,Sun Belt,11,139,254,54.7,1253,6,2.4,7,2.8,4.9,4.17,9.0,113.9,98.4,,2025
Blake Baker,blake-baker-1,/cfb/players/blake-baker-1.html,Louisiana Tech,CUSA,8,102,155,65.8,1251,5,3.2,3,1.9,8.1,7.85,12.3,156.4,140.4,,2025
TJ Finley,tj-finley-1,/cfb/players/tj-finley-1.html,Georgia State,Sun Belt,7,127,201,63.2,1244,6,3.0,7,3.5,6.2,5.22,9.8,177.7,118.1,,2025
Grayson James,grayson-james-1,/cfb/players/grayson-james-1.html,Boston College,ACC,7,87,151,57.6,1196,7,4.6,5,3.3,7.9,7.36,13.7,170.9,132.8,,2025
Malachi Nelson,malachi-nelson-1,/cfb/players/malachi-nelson-1.html,UTEP,CUSA,6,104,190,54.7,1163,8,4.2,9,4.7,6.1,4.83,11.2,193.8,110.6,,2025
Hunter Watson,hunter-watson-1,/cfb/players/hunter-watson-1.html,Sam Houston,CUSA,7,104,182,57.1,1108,5,2.7,4,2.2,6.1,5.65,10.7,158.3,113.0,,2025
Drew Allar,drew-allar-1,/cfb/players/drew-allar-1.html,Penn State,Big Ten,6,103,159,64.8,1100,8,5.0,3,1.9,6.9,7.08,10.7,183.3,135.7,,2025
Eli Holstein,eli-holstein-1,/cfb/players/eli-holstein-1.html,Pitt,ACC,8,77,125,61.6,1081,12,9.6,6,4.8,8.6,8.41,14.0,135.1,156.3,,2025
Max Cutforth,max-cutforth-1,/cfb/players/max-cutforth-1.html,Boise State,MWC,11,95,167,56.9,1059,4,2.4,5,3.0,6.3,5.47,11.1,96.3,112.1,,2025
Rickie Collins,rickie-collins-1,/cfb/players/rickie-collins-1.html,Syracuse,ACC,7,97,181,53.6,1042,6,3.3,10,5.5,5.8,3.93,10.7,148.9,101.8,,2025
