Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Jayden De Laura,jayden-de-laura-1,/cfb/players/jayden-de-laura-1.html,Washington State,Pac-12,4,78,129,60.5,886,5,3.9,4,3.1,6.9,6.25,11.4,221.5,124.7,,2020
Jake Bentley,jake-bentley-2,/cfb/players/jake-bentley-2.html,Utah,Pac-12,5,77,124,62.1,882,6,4.8,6,4.8,7.1,5.90,11.5,176.4,128.1,,2020
Levi Williams,levi-williams-1,/cfb/players/levi-williams-1.html,Wyoming,MWC,6,59,119,49.6,877,1,0.8,3,2.5,7.4,6.40,14.9,146.2,109.2,,2020
Anthony Russo,anthony-russo-3,/cfb/players/anthony-russo-3.html,Temple,American,4,92,135,68.1,863,9,6.7,6,4.4,6.4,5.73,9.4,215.8,135.0,,2020
Carter Bradley,carter-bradley-1,/cfb/players/carter-bradley-1.html,Toledo,MAC,4,55,89,61.8,849,9,10.1,5,5.6,9.5,9.03,15.4,212.3,164.1,,2020
Tyler Johnston III,tyler-johnston-iii-1,/cfb/players/tyler-johnston-iii-1.html,UAB,CUSA,5,57,97,58.8,843,7,7.2,1,1.0,8.7,9.67,14.8,168.6,153.5,,2020
Tristan Gebbia,tristan-gebbia-1,/cfb/players/tristan-gebbia-1.html,Oregon State,Pac-12,4,80,129,62.0,824,3,2.3,3,2.3,6.4,5.81,10.3,206.0,118.7,,2020
Michael Collins,michael-collins-4,/cfb/players/michael-collins-4.html,Rice,CUSA,3,53,86,61.6,802,10,11.6,1,1.2,9.3,11.13,15.1,267.3,176.0,,2020
Max Gilliam,max-gilliam-1,/cfb/players/max-gilliam-1.html,Nevada-Las Vegas,MWC,6,89,148,60.1,786,5,3.4,4,2.7,5.3,4.77,8.8,131.0,110.5,,2020
Zach Gibson,zach-gibson-1,/cfb/players/zach-gibson-1.html,Akron,MAC,6,76,132,57.6,784,4,3.0,5,3.8,5.9,4.84,10.3,130.7,109.9,,2020
Chase Garbers,chase-garbers-1,/cfb/players/chase-garbers-1.html,California,Pac-12,4,85,136,62.5,771,6,4.4,3,2.2,5.7,5.56,9.1,192.8,120.3,,2020
Daniel Richardson,daniel-richardson-1,/cfb/players/daniel-richardson-1.html,Central Michigan,MAC,5,64,100,64.0,769,4,4.0,2,2.0,7.7,7.59,12.0,153.8,137.8,,2020
Jeremy Hunt,jeremy-hunt-1,/cfb/players/jeremy-hunt-1.html,Louisiana-Monroe,Sun Belt,7,70,129,54.3,742,6,4.7,4,3.1,5.8,5.29,10.6,106.0,111.7,,2020
Jalon Daniels,jalon-daniels-1,/cfb/players/jalon-daniels-1.html,Kansas,Big 12,7,76,152,50.0,718,1,0.7,4,2.6,4.7,3.67,9.4,102.6,86.6,,2020
Matt McDonald,matt-mcdonald-1,/cfb/players/matt-mcdonald-1.html,Bowling Green,MAC,5,54,123,43.9,712,1,0.8,6,4.9,5.8,3.76,13.2,142.4,85.5,,2020
Jayden Daniels,jayden-daniels-1,/cfb/players/jayden-daniels-1.html,Arizona State,Pac-12,4,49,84,58.3,701,5,6.0,1,1.2,8.3,9.00,14.3,175.3,145.7,,2020
Braxton Burmeister,braxton-burmeister-1,/cfb/players/braxton-burmeister-1.html,Virginia Tech,ACC,6,48,84,57.1,687,2,2.4,1,1.2,8.2,8.12,14.3,114.5,131.3,,2020
Miles Kendrick,miles-kendrick-1,/cfb/players/miles-kendrick-1.html,Kansas,Big 12,7,73,120,60.8,647,6,5.0,5,4.2,5.4,4.52,8.9,92.4,114.3,,2020
Skylar Thompson,skylar-thompson-1,/cfb/players/skylar-thompson-1.html,Kansas State,Big 12,3,40,64,62.5,626,4,6.3,0,0.0,9.8,11.03,15.7,208.7,165.3,,2020
Grant Gunnell,grant-gunnell-1,/cfb/players/grant-gunnell-1.html,Arizona,Pac-12,4,64,93,68.8,625,6,6.5,2,2.2,6.7,7.04,9.8,156.3,142.3,,2020
Chance Lovertich,chance-lovertich-1,/cfb/players/chance-lovertich-1.html,South Alabama,Sun Belt,6,47,86,54.7,619,5,5.8,2,2.3,7.2,7.31,13.2,103.2,129.6,,2020
Carson Baker,carson-baker-2,/cfb/players/carson-baker-2.html,San Diego State,MWC,6,59,104,56.7,617,3,2.9,3,2.9,5.9,5.21,10.5,102.8,110.3,,2020
Aaron Allen,aaron-allen-1,/cfb/players/aaron-allen-1.html,Louisiana Tech,CUSA,10,73,121,60.3,602,4,3.3,8,6.6,5.0,2.66,8.2,60.2,99.8,,2020
Tommy Devito,tommy-devito-1,/cfb/players/tommy-devito-1.html,Syracuse,ACC,4,48,96,50.0,593,4,4.2,2,2.1,6.2,6.07,12.4,148.3,111.5,,2020
Patrick O'Brien,patrick-obrien-1,/cfb/players/patrick-obrien-1.html,Colorado State,MWC,4,45,80,56.3,591,3,3.8,2,2.5,7.4,7.01,13.1,147.8,125.7,,2020
Payton Thorne,payton-thorne-1,/cfb/players/payton-thorne-1.html,Michigan State,Big Ten,4,48,85,56.5,582,3,3.5,3,3.5,6.8,5.96,12.1,145.5,118.6,,2020
Dalen Morris,dalen-morris-1,/cfb/players/dalen-morris-1.html,Navy,American,9,33,65,50.8,579,3,4.6,2,3.1,8.9,8.45,17.5,64.3,134.7,,2020
Dalen Morris,dalen-morris-2,/cfb/players/dalen-morris-2.html,Navy,American,9,33,65,50.8,579,3,4.6,2,3.1,8.9,8.45,17.5,64.3,134.7,,2020
Harrison Bailey,harrison-bailey-1,/cfb/players/harrison-bailey-1.html,Tennessee,SEC,6,48,68,70.6,578,4,5.9,2,2.9,8.5,8.35,12.0,96.3,155.5,,2020
Dennis Grosel,dennis-grosel-1,/cfb/players/dennis-grosel-1.html,Boston College,ACC,3,37,54,68.5,568,6,11.1,3,5.6,10.5,10.24,15.4,189.3,182.4,,2020
