Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Mason Rudolph,mason-rudolph-1,/cfb/players/mason-rudolph-1.html,Oklahoma State,Big 12,13,318,489,65.0,4904,37,7.6,9,1.8,10.0,10.71,15.4,377.2,170.6,H-7,2017
Baker Mayfield,baker-mayfield-1,/cfb/players/baker-mayfield-1.html,Oklahoma,Big 12,14,285,404,70.5,4627,43,10.6,6,1.5,11.5,12.91,16.2,330.5,198.9,"H-1,Maxwell,AA,Camp",2017
Riley Ferguson,riley-ferguson-1,/cfb/players/riley-ferguson-1.html,Memphis,American,13,299,474,63.1,4257,38,8.0,9,1.9,9.0,9.73,14.2,327.5,161.2,,2017
Mike White,mike-white-6,/cfb/players/mike-white-6.html,Western Kentucky,CUSA,13,368,560,65.7,4177,26,4.6,8,1.4,7.5,7.74,11.4,321.3,140.8,,2017
Sam Darnold,sam-darnold-1,/cfb/players/sam-darnold-1.html,USC,Pac-12,14,303,480,63.1,4143,26,5.4,13,2.7,8.6,8.50,13.7,295.9,148.1,,2017
Mason Fine,mason-fine-1,/cfb/players/mason-fine-1.html,North Texas,CUSA,14,324,511,63.4,4052,31,6.1,15,2.9,7.9,7.82,12.5,289.4,144.2,,2017
McKenzie Milton,mckenzie-milton-1,/cfb/players/mckenzie-milton-1.html,UCF,American,13,265,395,67.1,4037,37,9.4,9,2.3,10.2,11.07,15.2,310.5,179.3,H-8,2017
Tyler Rogers,tyler-rogers-1,/cfb/players/tyler-rogers-1.html,New Mexico State,Sun Belt,12,348,566,61.5,4016,27,4.8,18,3.2,7.1,6.62,11.5,334.7,130.5,,2017
Justice Hansen,justice-hansen-1,/cfb/players/justice-hansen-1.html,Arkansas State,Sun Belt,12,305,487,62.6,3967,37,7.6,16,3.3,8.1,8.19,13.0,330.6,149.6,,2017
Drew Lock,drew-lock-1,/cfb/players/drew-lock-1.html,Missouri,SEC,13,242,419,57.8,3964,44,10.5,13,3.1,9.5,10.16,16.4,304.9,165.7,,2017
Nic Shimonek,nic-shimonek-1,/cfb/players/nic-shimonek-1.html,Texas Tech,Big 12,13,328,493,66.5,3963,33,6.7,10,2.0,8.0,8.46,12.1,304.8,152.1,,2017
Logan Woodside,logan-woodside-1,/cfb/players/logan-woodside-1.html,Toledo,MAC,14,264,411,64.2,3882,28,6.8,8,1.9,9.4,9.93,14.7,277.3,162.2,,2017
Nick Stevens,nick-stevens-1,/cfb/players/nick-stevens-1.html,Colorado State,MWC,13,284,459,61.9,3799,29,6.3,10,2.2,8.3,8.56,13.4,292.2,147.9,,2017
Josh Rosen,josh-rosen-1,/cfb/players/josh-rosen-1.html,UCLA,Pac-12,11,283,452,62.6,3756,26,5.8,10,2.2,8.3,8.46,13.3,341.5,147.0,,2017
Lamar Jackson,lamar-jackson-1,/cfb/players/lamar-jackson-1.html,Louisville,ACC,13,254,430,59.1,3660,27,6.3,10,2.3,8.5,8.72,14.4,281.5,146.6,H-3,2017
Luke Falk,luke-falk-1,/cfb/players/luke-falk-1.html,Washington State,Pac-12,12,357,534,66.9,3593,30,5.6,13,2.4,6.7,6.76,10.1,299.4,137.0,,2017
Trace McSorley,trace-mcsorley-1,/cfb/players/trace-mcsorley-1.html,Penn State,Big Ten,13,284,427,66.5,3570,28,6.6,10,2.3,8.4,8.62,12.6,274.6,153.7,,2017
Ben Hicks,ben-hicks-1,/cfb/players/ben-hicks-1.html,SMU,American,13,276,472,58.5,3569,33,7.0,12,2.5,7.6,7.82,12.9,274.5,140.0,,2017
Ryan Finley,ryan-finley-1,/cfb/players/ryan-finley-1.html,North Carolina State,ACC,13,312,479,65.1,3518,17,3.5,6,1.3,7.3,7.49,11.3,270.6,136.0,,2017
Will Grier,will-grier-1,/cfb/players/will-grier-1.html,West Virginia,Big 12,11,250,388,64.4,3490,34,8.8,12,3.1,9.0,9.36,14.0,317.3,162.7,,2017
Brandon Silvers,brandon-silvers-2,/cfb/players/brandon-silvers-2.html,Troy,Sun Belt,13,283,443,63.9,3290,17,3.8,7,1.6,7.4,7.48,11.6,253.1,135.8,,2017
Manny Wilkins,manny-wilkins-1,/cfb/players/manny-wilkins-1.html,Arizona State,Pac-12,13,260,410,63.4,3270,20,4.9,8,2.0,8.0,8.07,12.6,251.5,142.6,,2017
Shane Morris,shane-morris-1,/cfb/players/shane-morris-1.html,Central Michigan,MAC,13,249,446,55.8,3237,27,6.1,17,3.8,7.3,6.75,13.0,249.0,129.1,,2017
Kurt Benkert,kurt-benkert-1,/cfb/players/kurt-benkert-1.html,Virginia,ACC,13,298,509,58.5,3207,25,4.9,9,1.8,6.3,6.49,10.8,246.7,124.1,,2017
John Wolford,john-wolford-1,/cfb/players/john-wolford-1.html,Wake Forest,ACC,12,239,374,63.9,3192,29,7.8,6,1.6,8.5,9.36,13.4,266.0,158.0,,2017
Jarrett Stidham,jarrett-stidham-1,/cfb/players/jarrett-stidham-1.html,Auburn,SEC,14,246,370,66.5,3158,18,4.9,6,1.6,8.5,8.78,12.8,225.6,151.0,,2017
Kenny Hill,kenny-hill-1,/cfb/players/kenny-hill-1.html,Texas Christian,Big 12,13,269,400,67.3,3152,23,5.8,8,2.0,7.9,8.13,11.7,242.5,148.4,,2017
Conner Manning,conner-manning-1,/cfb/players/conner-manning-1.html,Georgia State,Sun Belt,12,259,403,64.3,3146,14,3.5,7,1.7,7.8,7.72,12.1,262.2,137.8,,2017
Tanner Lee,tanner-lee-1,/cfb/players/tanner-lee-1.html,Nebraska,Big Ten,12,246,428,57.5,3143,23,5.4,16,3.7,7.3,6.74,12.8,261.9,129.4,,2017
Malik Rosier,malik-rosier-1,/cfb/players/malik-rosier-1.html,Miami (FL),ACC,13,224,415,54.0,3120,26,6.3,14,3.4,7.5,7.25,13.9,240.0,131.1,,2017
Chase Litton,chase-litton-1,/cfb/players/chase-litton-1.html,Marshall,CUSA,13,266,443,60.0,3115,25,5.6,14,3.2,7.0,6.74,11.7,239.6,131.4,,2017
J.T. Barrett,jt-barrett-1,/cfb/players/jt-barrett-1.html,Ohio State,Big Ten,14,240,371,64.7,3053,35,9.4,9,2.4,8.2,9.02,12.7,218.1,160.1,,2017
Ross Bowers,ross-bowers-1,/cfb/players/ross-bowers-1.html,California,Pac-12,12,272,461,59.0,3039,18,3.9,12,2.6,6.6,6.20,11.2,253.3,122.1,,2017
Josh Jackson,josh-jackson-3,/cfb/players/josh-jackson-3.html,Virginia Tech,ACC,13,236,396,59.6,2991,20,5.1,9,2.3,7.6,7.54,12.7,230.1,135.2,,2017
Steven Montez,steven-montez-1,/cfb/players/steven-montez-1.html,Colorado,Pac-12,12,228,377,60.5,2975,18,4.8,9,2.4,7.9,7.77,13.0,247.9,137.7,,2017
J'mar Smith,jmar-smith-1,/cfb/players/jmar-smith-1.html,Louisiana Tech,CUSA,13,229,409,56.0,2974,16,3.9,5,1.2,7.3,7.50,13.0,228.8,127.5,,2017
Andrew Ford,andrew-ford-1,/cfb/players/andrew-ford-1.html,Massachusetts,Ind,11,223,353,63.2,2924,22,6.2,4,1.1,8.3,9.02,13.1,265.8,151.1,,2017
Quinton Flowers,quinton-flowers-1,/cfb/players/quinton-flowers-1.html,South Florida,American,12,188,354,53.1,2911,25,7.1,6,1.7,8.2,8.87,15.5,242.6,142.1,,2017
Brogan Roback,brogan-roback-1,/cfb/players/brogan-roback-1.html,Eastern Michigan,MAC,12,245,409,59.9,2890,19,4.6,15,3.7,7.1,6.34,11.8,240.8,127.3,,2017
Brett Rypien,brett-rypien-1,/cfb/players/brett-rypien-1.html,Boise State,MWC,13,218,348,62.6,2877,16,4.6,6,1.7,8.3,8.41,13.2,221.3,143.8,,2017
Caleb Evans,caleb-evans-2,/cfb/players/caleb-evans-2.html,Louisiana-Monroe,Sun Belt,12,211,344,61.3,2868,17,4.9,6,1.7,8.3,8.54,13.6,239.0,144.2,,2017
Clayton Thorson,clayton-thorson-1,/cfb/players/clayton-thorson-1.html,Northwestern,Big Ten,13,262,434,60.4,2844,15,3.5,12,2.8,6.6,6.00,10.9,218.8,121.3,,2017
Kyle Shurmur,kyle-shurmur-1,/cfb/players/kyle-shurmur-1.html,Vanderbilt,SEC,12,220,380,57.9,2823,26,6.8,10,2.6,7.4,7.61,12.8,235.3,137.6,,2017
Kelly Bryant,kelly-bryant-1,/cfb/players/kelly-bryant-1.html,Clemson,ACC,14,262,398,65.8,2802,13,3.3,8,2.0,7.0,6.79,10.7,200.1,131.7,,2017
Alex McGough,alex-mcgough-1,/cfb/players/alex-mcgough-1.html,Florida International,CUSA,13,232,355,65.4,2798,17,4.8,8,2.3,7.9,7.83,12.1,215.2,142.9,,2017
Jake Bentley,jake-bentley-2,/cfb/players/jake-bentley-2.html,South Carolina,SEC,13,245,394,62.2,2794,18,4.6,12,3.0,7.1,6.63,11.4,214.9,130.7,,2017
Brian Lewerke,brian-lewerke-1,/cfb/players/brian-lewerke-1.html,Michigan State,Big Ten,13,246,417,59.0,2793,20,4.8,7,1.7,6.7,6.90,11.4,214.8,127.7,,2017
