Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Matt Johns,matt-johns-1,/cfb/players/matt-johns-1.html,Virginia,ACC,12,247,403,61.3,2810,20,5.0,17,4.2,7.0,6.07,11.4,234.2,127.8,,2015
C.J. Beathard,cj-beathard-1,/cfb/players/cj-beathard-1.html,Iowa,Big Ten,14,223,362,61.6,2809,17,4.7,5,1.4,7.8,8.08,12.6,200.6,139.5,,2015
Gunner Kiel,gunner-kiel-1,/cfb/players/gunner-kiel-1.html,Cincinnati,American,10,206,316,65.2,2777,19,6.0,11,3.5,8.8,8.42,13.5,277.7,151.9,,2015
Wes Lunt,wes-lunt-1,/cfb/players/wes-lunt-1.html,Illinois,Big Ten,12,270,481,56.1,2761,14,2.9,6,1.2,5.7,5.76,10.2,230.1,111.5,,2015
Alex McGough,alex-mcgough-1,/cfb/players/alex-mcgough-1.html,Florida International,CUSA,12,269,420,64.0,2722,21,5.0,8,1.9,6.5,6.62,10.1,226.8,131.2,,2015
Mitch Leidner,mitch-leidner-1,/cfb/players/mitch-leidner-1.html,Minnesota,Big Ten,13,242,407,59.5,2701,14,3.4,11,2.7,6.6,6.11,11.2,207.8,121.2,,2015
Joel Stave,joel-stave-1,/cfb/players/joel-stave-1.html,Wisconsin,Big Ten,13,225,370,60.8,2687,11,3.0,11,3.0,7.3,6.52,11.9,206.7,125.7,,2015
Nick Stevens,nick-stevens-1,/cfb/players/nick-stevens-1.html,Colorado State,MWC,13,211,347,60.8,2679,21,6.1,12,3.5,7.7,7.37,12.7,206.1,138.7,,2015
Anu Solomon,anu-solomon-1,/cfb/players/anu-solomon-1.html,Arizona,Pac-12,11,205,330,62.1,2667,20,6.1,5,1.5,8.1,8.61,13.0,242.5,147.0,,2015
Jacoby Brissett,jacoby-brissett-2,/cfb/players/jacoby-brissett-2.html,North Carolina State,ACC,13,237,395,60.0,2662,20,5.1,6,1.5,6.7,7.07,11.2,204.8,130.3,,2015
Blake Kemp,blake-kemp-1,/cfb/players/blake-kemp-1.html,East Carolina,American,11,260,375,69.3,2658,16,4.3,10,2.7,7.1,6.74,10.2,241.6,137.6,,2015
Vernon Adams,vernon-adams-1,/cfb/players/vernon-adams-1.html,Oregon,Pac-12,10,168,259,64.9,2643,26,10.0,6,2.3,10.2,11.17,15.7,264.3,179.1,,2015
Thomas Sirk,thomas-sirk-1,/cfb/players/thomas-sirk-1.html,Duke,ACC,12,251,427,58.8,2625,16,3.7,8,1.9,6.1,6.05,10.5,218.8,119.0,,2015
Chase Litton,chase-litton-1,/cfb/players/chase-litton-1.html,Marshall,CUSA,11,230,383,60.1,2605,23,6.0,8,2.1,6.8,7.06,11.3,236.8,132.8,,2015
Christian Hackenberg,christian-hackenberg-1,/cfb/players/christian-hackenberg-1.html,Penn State,Big Ten,13,192,359,53.5,2525,16,4.5,6,1.7,7.0,7.17,13.2,194.2,123.9,,2015
Tyler Jones,tyler-jones-4,/cfb/players/tyler-jones-4.html,Texas State,Sun Belt,12,223,382,58.4,2517,14,3.7,10,2.6,6.6,6.14,11.3,209.8,120.6,,2015
Sefo Liufau,sefo-liufau-1,/cfb/players/sefo-liufau-1.html,Colorado,Pac-12,11,214,344,62.2,2418,9,2.6,6,1.7,7.0,6.77,11.3,219.8,126.4,,2015
Taylor Lamb,taylor-lamb-1,/cfb/players/taylor-lamb-1.html,Appalachian State,Sun Belt,13,170,283,60.1,2387,31,11.0,9,3.2,8.4,9.19,14.0,183.6,160.7,,2015
Brandon Silvers,brandon-silvers-2,/cfb/players/brandon-silvers-2.html,Troy,Sun Belt,11,202,330,61.2,2378,20,6.1,7,2.1,7.2,7.46,11.8,216.2,137.5,,2015
Driphus Jackson,driphus-jackson-1,/cfb/players/driphus-jackson-1.html,Rice,CUSA,12,185,316,58.5,2348,18,5.7,7,2.2,7.4,7.57,12.7,195.7,135.3,,2015
Brogan Roback,brogan-roback-1,/cfb/players/brogan-roback-1.html,Eastern Michigan,MAC,12,211,346,61.0,2304,16,4.6,11,3.2,6.7,6.15,10.9,192.0,125.8,,2015
Quinton Flowers,quinton-flowers-1,/cfb/players/quinton-flowers-1.html,South Florida,American,13,163,276,59.1,2296,22,8.0,8,2.9,8.3,8.61,14.1,176.6,149.4,,2015
Joshua Dobbs,joshua-dobbs-1,/cfb/players/joshua-dobbs-1.html,Tennessee,SEC,13,205,344,59.6,2291,15,4.4,5,1.5,6.7,6.88,11.2,176.2,127.0,,2015
Nathan Peterman,nathan-peterman-1,/cfb/players/nathan-peterman-1.html,Pitt,ACC,13,193,314,61.5,2287,20,6.4,8,2.5,7.3,7.41,11.8,175.9,138.6,,2015
Riley Neal,riley-neal-1,/cfb/players/riley-neal-1.html,Ball State,MAC,11,228,391,58.3,2276,16,4.1,6,1.5,5.8,5.95,10.0,206.9,117.6,,2015
Cody Clements,cody-clements-1,/cfb/players/cody-clements-1.html,South Alabama,Sun Belt,12,171,324,52.8,2272,13,4.0,15,4.6,7.0,5.73,13.3,189.3,115.7,,2015
Matt Davis,matt-davis-4,/cfb/players/matt-davis-4.html,SMU,American,12,183,336,54.5,2263,16,4.8,7,2.1,6.7,6.75,12.4,188.6,122.6,,2015
Chris Laviano,chris-laviano-1,/cfb/players/chris-laviano-1.html,Rutgers,Big Ten,12,187,307,60.9,2247,16,5.2,12,3.9,7.3,6.60,12.0,187.3,131.8,,2015
Kyle Allen,kyle-allen-1,/cfb/players/kyle-allen-1.html,Texas A&M,SEC,11,160,283,56.5,2210,17,6.0,7,2.5,7.8,7.90,13.8,200.9,137.0,,2015
Tommy Woodson,tommy-woodson-1,/cfb/players/tommy-woodson-1.html,Akron,MAC,13,162,307,52.8,2202,16,5.2,11,3.6,7.2,6.60,13.6,169.4,123.1,,2015
Brandon Harris,brandon-harris-4,/cfb/players/brandon-harris-4.html,LSU,SEC,12,149,277,53.8,2165,13,4.7,6,2.2,7.8,7.78,14.5,180.4,130.6,,2015
Patrick Towles,patrick-towles-1,/cfb/players/patrick-towles-1.html,Kentucky,SEC,11,183,326,56.1,2148,9,2.8,14,4.3,6.6,5.21,11.7,195.3,112.0,,2015
Tyler Stewart,tyler-stewart-1,/cfb/players/tyler-stewart-1.html,Nevada,MWC,13,186,326,57.1,2139,15,4.6,7,2.1,6.6,6.52,11.5,164.5,123.1,,2015
Seth Russell,seth-russell-1,/cfb/players/seth-russell-1.html,Baylor,Big 12,7,119,200,59.5,2104,29,14.5,6,3.0,10.5,12.07,17.7,300.6,189.7,,2015
Travis Wilson,travis-wilson-4,/cfb/players/travis-wilson-4.html,Utah,Pac-12,12,195,314,62.1,2095,13,4.1,10,3.2,6.7,6.07,10.7,174.6,125.4,,2015
Bryant Shirreffs,bryant-shirreffs-1,/cfb/players/bryant-shirreffs-1.html,Connecticut,American,12,168,279,60.2,2078,9,3.2,8,2.9,7.4,6.80,12.4,173.2,127.7,,2015
Garrett Smith,garrett-smith-2,/cfb/players/garrett-smith-2.html,Louisiana-Monroe,Sun Belt,10,191,333,57.4,2033,17,5.1,11,3.3,6.1,5.64,10.6,203.3,118.9,,2015
Kenny Potter,kenny-potter-1,/cfb/players/kenny-potter-1.html,San Jose State,MWC,11,182,270,67.4,1984,15,5.6,7,2.6,7.3,7.29,10.9,180.4,142.3,,2015
Drew Hare,drew-hare-1,/cfb/players/drew-hare-1.html,Northern Illinois,MAC,9,164,257,63.8,1962,14,5.4,4,1.6,7.6,8.02,12.0,218.0,142.8,,2015
Greyson Lambert,greyson-lambert-1,/cfb/players/greyson-lambert-1.html,Georgia,SEC,12,162,256,63.3,1959,12,4.7,2,0.8,7.7,8.24,12.1,163.3,141.5,,2015
Cameron Coffman,cameron-coffman-1,/cfb/players/cameron-coffman-1.html,Wyoming,MWC,9,152,241,63.1,1951,18,7.5,10,4.1,8.1,7.72,12.8,216.8,147.4,,2015
Perry Orth,perry-orth-1,/cfb/players/perry-orth-1.html,South Carolina,SEC,12,143,261,54.8,1929,12,4.6,9,3.4,7.4,6.76,13.5,160.8,125.1,,2015
Hayden Moore,hayden-moore-1,/cfb/players/hayden-moore-1.html,Cincinnati,American,9,133,225,59.1,1885,9,4.0,11,4.9,8.4,6.98,14.2,209.4,132.9,,2015
Lamar Jackson,lamar-jackson-1,/cfb/players/lamar-jackson-1.html,Louisville,ACC,12,135,247,54.7,1840,12,4.9,8,3.2,7.4,6.96,13.6,153.3,126.8,,2015
Joe Hubener,joe-hubener-1,/cfb/players/joe-hubener-1.html,Kansas State,Big 12,13,131,275,47.6,1837,9,3.3,10,3.6,6.7,5.70,14.0,141.3,107.3,,2015
Fredi Knighten,fredi-knighten-1,/cfb/players/fredi-knighten-1.html,Arkansas State,Sun Belt,10,136,251,54.2,1835,19,7.6,9,3.6,7.3,7.21,13.5,183.5,133.4,,2015
Derrius Vick,derrius-vick-1,/cfb/players/derrius-vick-1.html,Ohio,MAC,10,158,247,64.0,1809,10,4.0,6,2.4,7.3,7.04,11.4,180.9,134.0,,2015
John Wolford,john-wolford-1,/cfb/players/john-wolford-1.html,Wake Forest,ACC,11,142,233,60.9,1791,9,3.9,11,4.7,7.7,6.33,12.6,162.8,128.8,,2015
Everett Golson,everett-golson-1,/cfb/players/everett-golson-1.html,Florida State,ACC,9,147,219,67.1,1778,11,5.0,3,1.4,8.1,8.51,12.1,197.6,149.2,,2015
Ryan Willis,ryan-willis-2,/cfb/players/ryan-willis-2.html,Kansas,Big 12,10,164,315,52.1,1719,9,2.9,10,3.2,5.5,4.60,10.5,171.9,101.0,,2015
Blake Decker,blake-decker-1,/cfb/players/blake-decker-1.html,Nevada-Las Vegas,MWC,9,120,209,57.4,1713,12,5.7,8,3.8,8.2,7.62,14.3,190.3,137.6,,2015
Michael Brewer,michael-brewer-2,/cfb/players/michael-brewer-2.html,Virginia Tech,ACC,8,126,216,58.3,1703,13,6.0,7,3.2,7.9,7.63,13.5,212.9,137.9,,2015
Treon Harris,treon-harris-1,/cfb/players/treon-harris-1.html,Florida,SEC,12,119,235,50.6,1676,9,3.8,6,2.6,7.1,6.75,14.1,139.7,118.1,,2015
Tanner Lee,tanner-lee-1,/cfb/players/tanner-lee-1.html,Tulane,American,9,143,276,51.8,1639,11,4.0,7,2.5,5.9,5.59,11.5,182.1,109.8,,2015
Karson Roberts,karson-roberts-1,/cfb/players/karson-roberts-1.html,Air Force,MWC,14,77,148,52.0,1595,11,7.4,11,7.4,10.8,8.92,20.7,113.9,152.2,,2015
Kent Myers,kent-myers-1,/cfb/players/kent-myers-1.html,Utah State,MWC,9,121,199,60.8,1593,16,8.0,3,1.5,8.0,8.93,13.2,177.0,151.6,,2015
Jaquez Johnson,jaquez-johnson-1,/cfb/players/jaquez-johnson-1.html,Florida Atlantic,CUSA,10,129,241,53.5,1592,9,3.7,7,2.9,6.6,6.05,12.3,159.2,115.5,,2015
David Blough,david-blough-1,/cfb/players/david-blough-1.html,Purdue,Big Ten,10,169,293,57.7,1574,10,3.4,8,2.7,5.4,4.83,9.3,157.4,108.6,,2015
Max Wittek,max-wittek-1,/cfb/players/max-wittek-1.html,Hawaii,MWC,9,128,271,47.2,1542,7,2.6,15,5.5,5.7,3.72,12.0,171.3,92.5,,2015
Johnny McCrary,johnny-mccrary-1,/cfb/players/johnny-mccrary-1.html,Vanderbilt,SEC,10,146,267,54.7,1533,6,2.2,12,4.5,5.7,4.17,10.5,153.3,101.3,,2015
Andrew Allen,andrew-allen-1,/cfb/players/andrew-allen-1.html,New Mexico State,Sun Belt,8,115,214,53.7,1529,16,7.5,8,3.7,7.1,6.96,13.3,191.1,131.0,,2015
Maxwell Smith,maxwell-smith-1,/cfb/players/maxwell-smith-1.html,San Diego State,MWC,12,110,200,55.0,1529,13,6.5,2,1.0,7.6,8.50,13.9,127.4,138.7,,2015
Clayton Thorson,clayton-thorson-1,/cfb/players/clayton-thorson-1.html,Northwestern,Big Ten,13,150,295,50.8,1522,7,2.4,9,3.1,5.2,4.26,10.1,117.1,95.9,,2015
Sean Maguire,sean-maguire-1,/cfb/players/sean-maguire-1.html,Florida State,ACC,8,112,189,59.3,1520,11,5.8,6,3.2,8.0,7.78,13.6,190.0,139.7,,2015
Cardale Jones,cardale-jones-1,/cfb/players/cardale-jones-1.html,Ohio State,Big Ten,10,110,176,62.5,1460,8,4.5,5,2.8,8.3,7.93,13.3,146.0,141.5,,2015
Sam B. Richardson,sam-b-richardson-1,/cfb/players/sam-b-richardson-1.html,Iowa State,Big 12,8,128,214,59.8,1443,8,3.7,8,3.7,6.7,5.81,11.3,180.4,121.3,,2015
Shuler Bentley,shuler-bentley-1,/cfb/players/shuler-bentley-1.html,Old Dominion,CUSA,10,140,269,52.0,1432,12,4.5,6,2.2,5.3,5.21,10.2,143.2,107.0,,2015
Billy Bahl,billy-bahl-1,/cfb/players/billy-bahl-1.html,Miami (OH),MAC,11,99,221,44.8,1416,8,3.6,13,5.9,6.4,4.48,14.3,128.7,98.8,,2015
Brooks Haack,brooks-haack-1,/cfb/players/brooks-haack-1.html,Louisiana,Sun Belt,10,123,201,61.2,1407,5,2.5,7,3.5,7.0,5.93,11.4,140.7,121.2,,2015
Justin Holman,justin-holman-1,/cfb/players/justin-holman-1.html,UCF,American,9,127,250,50.8,1379,7,2.8,14,5.6,5.5,3.56,10.9,153.2,95.2,,2015
Dalton Sturm,dalton-sturm-1,/cfb/players/dalton-sturm-1.html,UTSA,CUSA,10,125,212,59.0,1354,13,6.1,7,3.3,6.4,6.13,10.8,135.4,126.2,,2015
Justin Thomas,justin-thomas-3,/cfb/players/justin-thomas-3.html,Georgia Tech,ACC,12,75,180,41.7,1345,13,7.2,8,4.4,7.5,6.92,17.9,112.1,119.4,,2015
Drew Lock,drew-lock-1,/cfb/players/drew-lock-1.html,Missouri,SEC,12,129,263,49.0,1332,4,1.5,8,3.0,5.1,4.00,10.3,111.0,90.5,,2015
Eric Dungey,eric-dungey-1,/cfb/players/eric-dungey-1.html,Syracuse,ACC,8,105,176,59.7,1298,11,6.3,5,2.8,7.4,7.35,12.4,162.3,136.6,,2015
Jarrett Stidham,jarrett-stidham-1,/cfb/players/jarrett-stidham-1.html,Baylor,Big 12,10,75,109,68.8,1265,12,11.0,2,1.8,11.6,12.98,16.9,126.5,199.0,,2015
Austin Appleby,austin-appleby-1,/cfb/players/austin-appleby-1.html,Purdue,Big Ten,5,119,207,57.5,1260,8,3.9,8,3.9,6.1,5.12,10.6,252.0,113.6,,2015
Joel Lanning,joel-lanning-2,/cfb/players/joel-lanning-2.html,Iowa State,Big 12,11,107,193,55.4,1247,10,5.2,4,2.1,6.5,6.56,11.7,113.4,122.7,,2015
Mack Leftwich,mack-leftwich-1,/cfb/players/mack-leftwich-1.html,UTEP,CUSA,7,105,192,54.7,1228,9,4.7,3,1.6,6.4,6.63,11.7,175.4,120.8,,2015
Jerrod Heard,jerrod-heard-1,/cfb/players/jerrod-heard-1.html,Texas,Big 12,12,92,159,57.9,1214,5,3.1,5,3.1,7.6,6.85,13.2,101.2,126.1,,2015
Will Grier,will-grier-1,/cfb/players/will-grier-1.html,Florida,SEC,6,106,161,65.8,1204,10,6.2,3,1.9,7.5,7.88,11.4,200.7,145.4,,2015
Keenan Reynolds,keenan-reynolds-1,/cfb/players/keenan-reynolds-1.html,Navy,American,13,61,115,53.0,1203,8,7.0,1,0.9,10.5,11.46,19.7,92.5,162.1,H-5,2015
Sean White,sean-white-3,/cfb/players/sean-white-3.html,Auburn,SEC,7,83,143,58.0,1166,1,0.7,4,2.8,8.2,7.03,14.0,166.6,123.2,,2015
Brenden Motley,brenden-motley-1,/cfb/players/brenden-motley-1.html,Virginia Tech,ACC,10,92,164,56.1,1155,11,6.7,7,4.3,7.0,6.46,12.6,115.5,128.9,,2015
David Washington,david-washington-4,/cfb/players/david-washington-4.html,Old Dominion,CUSA,10,94,161,58.4,1155,8,5.0,3,1.9,7.2,7.33,12.3,115.5,131.3,,2015
Kyle Bolin,kyle-bolin-1,/cfb/players/kyle-bolin-1.html,Louisville,ACC,7,78,137,56.9,1154,7,5.1,6,4.4,8.4,7.47,14.8,164.9,135.8,,2015
Jeremy Johnson,jeremy-johnson-5,/cfb/players/jeremy-johnson-5.html,Auburn,SEC,12,95,157,60.5,1054,10,6.4,7,4.5,6.7,5.98,11.1,87.8,129.0,,2015
Lamar Jordan,lamar-jordan-1,/cfb/players/lamar-jordan-1.html,New Mexico,MWC,12,61,118,51.7,1045,5,4.2,8,6.8,8.9,6.65,17.1,87.1,126.5,,2015
Damarcus Smith,damarcus-smith-1,/cfb/players/damarcus-smith-1.html,North Texas,CUSA,10,99,212,46.7,1010,8,3.8,5,2.4,4.8,4.46,10.2,101.0,94.5,,2015
Chuckie Keeton,chuckie-keeton-1,/cfb/players/chuckie-keeton-1.html,Utah State,MWC,7,104,199,52.3,1006,4,2.0,7,3.5,5.1,3.87,9.7,143.7,94.3,,2015
Perry Hills,perry-hills-1,/cfb/players/perry-hills-1.html,Maryland,Big Ten,9,90,180,50.0,1001,8,4.4,13,7.2,5.6,3.20,11.1,111.2,96.9,,2015
J.T. Barrett,jt-barrett-1,/cfb/players/jt-barrett-1.html,Ohio State,Big Ten,11,93,147,63.3,992,11,7.5,4,2.7,6.7,7.02,10.7,90.2,139.2,,2015
Tyler Rogers,tyler-rogers-1,/cfb/players/tyler-rogers-1.html,New Mexico State,Sun Belt,4,72,135,53.3,974,7,5.2,3,2.2,7.2,7.25,13.5,243.5,126.6,,2015
Jason Driskel,jason-driskel-1,/cfb/players/jason-driskel-1.html,Florida Atlantic,CUSA,10,77,151,51.0,965,3,2.0,4,2.6,6.4,5.60,12.5,96.5,105.9,,2015
Seth Collins,seth-collins-1,/cfb/players/seth-collins-1.html,Oregon State,Pac-12,8,83,160,51.9,935,6,3.8,4,2.5,5.8,5.47,11.3,116.9,108.3,,2015
Kendall Hinton,kendall-hinton-1,/cfb/players/kendall-hinton-1.html,Wake Forest,ACC,9,93,179,52.0,929,4,2.2,5,2.8,5.2,4.38,10.0,103.2,97.3,,2015
J.D. Sprague,jd-sprague-1,/cfb/players/jd-sprague-1.html,Ohio,MAC,7,63,114,55.3,912,7,6.1,3,2.6,8.0,8.04,14.5,130.3,137.5,,2015
Ikaika Woolsey,ikaika-woolsey-1,/cfb/players/ikaika-woolsey-1.html,Hawaii,MWC,13,73,149,49.0,908,5,3.4,6,4.0,6.1,4.95,12.4,69.8,103.2,,2015
Colin Reardon,colin-reardon-1,/cfb/players/colin-reardon-1.html,Kent State,MAC,9,81,176,46.0,901,7,4.0,4,2.3,5.1,4.89,11.1,100.1,97.6,,2015
Ryan Metz,ryan-metz-1,/cfb/players/ryan-metz-1.html,UTEP,CUSA,8,82,140,58.6,900,6,4.3,7,5.0,6.4,5.04,11.0,112.5,116.7,,2015
Blake Bogenschutz,blake-bogenschutz-1,/cfb/players/blake-bogenschutz-1.html,UTSA,CUSA,5,81,137,59.1,897,4,2.9,4,2.9,6.5,5.82,11.1,179.4,117.9,,2015
Caleb Rowe,caleb-rowe-1,/cfb/players/caleb-rowe-1.html,Maryland,Big Ten,10,76,165,46.1,894,6,3.6,15,9.1,5.4,2.05,11.8,89.4,85.4,,2015
