Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Bryce Perkins,bryce-perkins-1,/cfb/players/bryce-perkins-1.html,Virginia,ACC,14,320,496,64.5,3538,22,4.4,12,2.4,7.1,6.93,11.1,252.7,134.2,,2019
Kedon Slovis,kedon-slovis-1,/cfb/players/kedon-slovis-1.html,USC,Pac-12,12,282,392,71.9,3502,30,7.7,9,2.3,8.9,9.43,12.4,291.8,167.6,,2019
Jack Abraham,jack-abraham-1,/cfb/players/jack-abraham-1.html,Southern Mississippi,CUSA,13,275,405,67.9,3496,19,4.7,15,3.7,8.6,7.90,12.7,268.9,148.5,,2019
Justin Herbert,justin-herbert-1,/cfb/players/justin-herbert-1.html,Oregon,Pac-12,14,286,428,66.8,3471,32,7.5,6,1.4,8.1,8.97,12.1,247.9,156.8,,2019
Jordan Love,jordan-love-2,/cfb/players/jordan-love-2.html,Utah State,MWC,13,293,473,61.9,3402,20,4.2,17,3.6,7.2,6.42,11.6,261.7,129.1,,2019
Holton Ahlers,holton-ahlers-1,/cfb/players/holton-ahlers-1.html,East Carolina,American,12,264,442,59.7,3387,21,4.8,10,2.3,7.7,7.60,12.8,282.3,135.3,,2019
Zach Smith,zach-smith-6,/cfb/players/zach-smith-6.html,Tulsa,American,12,246,429,57.3,3279,19,4.4,9,2.1,7.6,7.59,13.3,273.3,132.0,,2019
Justin Fields,justin-fields-2,/cfb/players/justin-fields-2.html,Ohio State,Big Ten,14,238,354,67.2,3273,41,11.6,3,0.8,9.2,11.18,13.8,233.8,181.4,H-3,2019
Tanner Morgan,tanner-morgan-2,/cfb/players/tanner-morgan-2.html,Minnesota,Big Ten,13,210,318,66.0,3253,30,9.4,7,2.2,10.2,11.13,15.5,250.2,178.7,,2019
Mike Glass III,mike-glass-iii-1,/cfb/players/mike-glass-iii-1.html,Eastern Michigan,MAC,12,266,401,66.3,3169,24,6.0,11,2.7,7.9,7.87,11.9,264.1,147.0,,2019
Charlie Brewer,charlie-brewer-1,/cfb/players/charlie-brewer-1.html,Baylor,Big 12,14,251,389,64.5,3161,21,5.4,7,1.8,8.1,8.40,12.6,225.8,147.0,,2019
Jacob Eason,jacob-eason-1,/cfb/players/jacob-eason-1.html,Washington,Pac-12,13,260,405,64.2,3132,23,5.7,8,2.0,7.7,7.98,12.0,240.9,143.9,,2019
Kenny Pickett,kenny-pickett-1,/cfb/players/kenny-pickett-1.html,Pitt,ACC,12,289,469,61.6,3098,13,2.8,9,1.9,6.6,6.30,10.7,258.2,122.4,,2019
Jon Wassink,jon-wassink-1,/cfb/players/jon-wassink-1.html,Western Michigan,MAC,13,241,407,59.2,3097,20,4.9,8,2.0,7.6,7.71,12.9,238.2,135.4,,2019
Tyler Huntley,tyler-huntley-1,/cfb/players/tyler-huntley-1.html,Utah,Pac-12,14,220,301,73.1,3092,19,6.3,4,1.3,10.3,10.94,14.1,220.9,177.6,,2019
Mason Fine,mason-fine-1,/cfb/players/mason-fine-1.html,North Texas,CUSA,12,257,414,62.1,3088,29,7.0,9,2.2,7.5,7.88,12.0,257.3,143.5,,2019
Brian Lewerke,brian-lewerke-1,/cfb/players/brian-lewerke-1.html,Michigan State,Big Ten,13,260,436,59.6,3079,17,3.9,13,3.0,7.1,6.50,11.8,236.8,125.9,,2019
Shea Patterson,shea-patterson-1,/cfb/players/shea-patterson-1.html,Michigan,Big Ten,13,214,381,56.2,3061,23,6.0,8,2.1,8.0,8.30,14.3,235.5,139.4,,2019
Levi Lewis,levi-lewis-1,/cfb/players/levi-lewis-1.html,Louisiana,Sun Belt,14,243,378,64.3,3050,26,6.9,4,1.1,8.1,8.97,12.6,217.9,152.6,,2019
Ian Book,ian-book-1,/cfb/players/ian-book-1.html,Notre Dame,Ind,13,240,399,60.2,3034,34,8.5,6,1.5,7.6,8.63,12.6,233.4,149.1,,2019
J'mar Smith,jmar-smith-1,/cfb/players/jmar-smith-1.html,Louisiana Tech,CUSA,11,236,367,64.3,2977,18,4.9,5,1.4,8.1,8.48,12.6,270.6,145.9,,2019
Nathan Stanley,nathan-stanley-2,/cfb/players/nathan-stanley-2.html,Iowa,Big Ten,13,237,399,59.4,2951,16,4.0,7,1.8,7.4,7.41,12.5,227.0,131.2,,2019
Layne Hatcher,layne-hatcher-1,/cfb/players/layne-hatcher-1.html,Arkansas State,Sun Belt,10,204,310,65.8,2946,27,8.7,10,3.2,9.5,9.79,14.4,294.6,167.9,,2019
Jayden Daniels,jayden-daniels-1,/cfb/players/jayden-daniels-1.html,Arizona State,Pac-12,12,205,338,60.7,2943,17,5.0,2,0.6,8.7,9.45,14.4,245.3,149.2,,2019
Caleb Evans,caleb-evans-2,/cfb/players/caleb-evans-2.html,Louisiana-Monroe,Sun Belt,12,239,390,61.3,2942,21,5.4,10,2.6,7.5,7.47,12.3,245.2,137.3,,2019
Kyle Trask,kyle-trask-1,/cfb/players/kyle-trask-1.html,Florida,SEC,12,237,354,66.9,2941,25,7.1,7,2.0,8.3,8.83,12.4,245.1,156.1,,2019
Drew Plitt,drew-plitt-1,/cfb/players/drew-plitt-1.html,Ball State,MAC,12,238,370,64.3,2918,24,6.5,7,1.9,7.9,8.33,12.3,243.2,148.2,,2019
Kellen Mond,kellen-mond-1,/cfb/players/kellen-mond-1.html,Texas A&M,SEC,13,258,419,61.6,2897,20,4.8,9,2.1,6.9,6.90,11.2,222.8,131.1,,2019
Jamie Newman,jamie-newman-1,/cfb/players/jamie-newman-1.html,Wake Forest,ACC,12,220,361,60.9,2868,26,7.2,11,3.0,7.9,8.01,13.0,239.0,145.3,,2019
Anthony Russo,anthony-russo-3,/cfb/players/anthony-russo-3.html,Temple,American,13,246,419,58.7,2861,21,5.0,12,2.9,6.8,6.54,11.6,220.1,126.9,,2019
Jake Fromm,jake-fromm-1,/cfb/players/jake-fromm-1.html,Georgia,SEC,14,234,385,60.8,2860,24,6.2,5,1.3,7.4,8.09,12.2,204.3,141.2,,2019
Jett Duffey,jett-duffey-1,/cfb/players/jett-duffey-1.html,Texas Tech,Big 12,10,239,367,65.1,2840,18,4.9,5,1.4,7.7,8.11,11.9,284.0,143.6,,2019
Tua Tagovailoa,tua-tagovailoa-1,/cfb/players/tua-tagovailoa-1.html,Alabama,SEC,9,180,252,71.4,2840,33,13.1,3,1.2,11.3,13.35,15.8,315.6,206.9,H-10,2019
Nathan Rourke,nathan-rourke-1,/cfb/players/nathan-rourke-1.html,Ohio,MAC,13,200,328,61.0,2820,20,6.1,5,1.5,8.6,9.13,14.1,216.9,150.3,,2019
Steven Montez,steven-montez-1,/cfb/players/steven-montez-1.html,Colorado,Pac-12,12,255,405,63.0,2808,17,4.2,10,2.5,6.9,6.66,11.0,234.0,130.1,,2019
Patrick O'Brien,patrick-obrien-1,/cfb/players/patrick-obrien-1.html,Colorado State,MWC,11,209,338,61.8,2803,13,3.8,7,2.1,8.3,8.13,13.4,254.8,140.0,,2019
Jack Coan,jack-coan-1,/cfb/players/jack-coan-1.html,Wisconsin,Big Ten,14,236,339,69.6,2727,18,5.3,5,1.5,8.0,8.44,11.6,194.8,151.8,,2019
Zac Thomas,zac-thomas-2,/cfb/players/zac-thomas-2.html,Appalachian State,Sun Belt,14,225,359,62.7,2718,28,7.8,6,1.7,7.6,8.38,12.1,194.1,148.7,,2019
Jake Luton,jake-luton-1,/cfb/players/jake-luton-1.html,Oregon State,Pac-12,11,222,358,62.0,2714,28,7.8,3,0.8,7.6,8.77,12.2,246.7,149.8,,2019
Dorian Thompson-Robinson,dorian-thompson-robinson-1,/cfb/players/dorian-thompson-robinson-1.html,UCLA,Pac-12,11,216,362,59.7,2701,21,5.8,12,3.3,7.5,7.13,12.5,245.5,134.9,,2019
Carter Stanley,carter-stanley-1,/cfb/players/carter-stanley-1.html,Kansas,Big 12,12,226,371,60.9,2664,24,6.5,11,3.0,7.2,7.14,11.8,222.0,136.7,,2019
Jorge Reyna,jorge-reyna-1,/cfb/players/jorge-reyna-1.html,Fresno State,MWC,12,236,365,64.7,2655,15,4.1,11,3.0,7.3,6.74,11.3,221.3,133.3,,2019
Sean Clifford,sean-clifford-1,/cfb/players/sean-clifford-1.html,Penn State,Big Ten,12,189,319,59.2,2654,23,7.2,7,2.2,8.3,8.77,14.0,221.2,148.5,,2019
Dustin Crum,dustin-crum-1,/cfb/players/dustin-crum-1.html,Kent State,MAC,13,216,312,69.2,2622,20,6.4,2,0.6,8.4,9.40,12.1,201.7,159.7,,2019
Asher O'Hara,asher-ohara-1,/cfb/players/asher-ohara-1.html,Middle Tennessee State,CUSA,12,210,335,62.7,2616,20,6.0,8,2.4,7.8,7.93,12.5,218.0,143.2,,2019
Josh Adkins,josh-adkins-1,/cfb/players/josh-adkins-1.html,New Mexico State,Ind,12,275,437,62.9,2588,14,3.2,15,3.4,5.9,5.02,9.4,215.7,116.4,,2019
Ty Storey,ty-storey-1,/cfb/players/ty-storey-1.html,Western Kentucky,CUSA,11,241,345,69.9,2567,14,4.1,7,2.0,7.4,7.34,10.7,233.4,141.7,,2019
Chris Reynolds,chris-reynolds-1,/cfb/players/chris-reynolds-1.html,Charlotte,CUSA,13,181,291,62.2,2564,22,7.6,11,3.8,8.8,8.62,14.2,197.2,153.6,,2019
James Morgan,james-morgan-1,/cfb/players/james-morgan-1.html,Florida International,CUSA,13,207,357,58.0,2560,14,3.9,5,1.4,7.2,7.32,12.4,196.9,128.4,,2019
Bo Nix,bo-nix-1,/cfb/players/bo-nix-1.html,Auburn,SEC,13,217,377,57.6,2542,16,4.2,6,1.6,6.7,6.88,11.7,195.5,125.0,,2019
Ryan Agnew,ryan-agnew-1,/cfb/players/ryan-agnew-1.html,San Diego State,MWC,12,234,371,63.1,2462,14,3.8,6,1.6,6.6,6.66,10.5,205.2,128.0,,2019
Peyton Ramsey,peyton-ramsey-1,/cfb/players/peyton-ramsey-1.html,Indiana,Big Ten,11,204,300,68.0,2454,13,4.3,5,1.7,8.2,8.30,12.0,223.1,147.7,,2019
Dan Ellington,dan-ellington-1,/cfb/players/dan-ellington-1.html,Georgia State,Sun Belt,13,227,355,63.9,2447,22,6.2,8,2.3,6.9,7.12,10.8,188.2,137.8,,2019
Justin McMillan,justin-mcmillan-1,/cfb/players/justin-mcmillan-1.html,Tulane,American,13,183,314,58.3,2444,17,5.4,10,3.2,7.8,7.43,13.4,188.0,135.2,,2019
Isaiah Green,isaiah-green-2,/cfb/players/isaiah-green-2.html,Marshall,CUSA,13,189,336,56.3,2438,15,4.5,11,3.3,7.3,6.68,12.9,187.5,125.4,,2019
Brett Gabbert,brett-gabbert-1,/cfb/players/brett-gabbert-1.html,Miami (OH),MAC,14,175,316,55.4,2411,11,3.5,8,2.5,7.6,7.19,13.8,172.2,125.9,,2019
Zach Wilson,zach-wilson-3,/cfb/players/zach-wilson-3.html,BYU,Ind,9,199,319,62.4,2382,11,3.4,9,2.8,7.5,6.89,12.0,264.7,130.8,,2019
Tommy Devito,tommy-devito-1,/cfb/players/tommy-devito-1.html,Syracuse,ACC,12,213,337,63.2,2360,19,5.6,5,1.5,7.0,7.46,11.1,196.7,137.7,,2019
Ryan Hilinski,ryan-hilinski-1,/cfb/players/ryan-hilinski-1.html,South Carolina,SEC,11,236,406,58.1,2357,11,2.7,5,1.2,5.8,5.79,10.0,214.3,113.4,,2019
James Blackman,james-blackman-1,/cfb/players/james-blackman-1.html,Florida State,ACC,12,184,292,63.0,2339,17,5.8,11,3.8,8.0,7.48,12.7,194.9,142.0,,2019
Carson Strong,carson-strong-1,/cfb/players/carson-strong-1.html,Nevada,MWC,10,237,374,63.4,2335,11,2.9,7,1.9,6.2,5.99,9.9,233.5,121.8,,2019
Skylar Thompson,skylar-thompson-1,/cfb/players/skylar-thompson-1.html,Kansas State,Big 12,13,177,297,59.6,2315,12,4.0,5,1.7,7.8,7.85,13.1,178.1,135.0,,2019
Quinten Dormady,quinten-dormady-1,/cfb/players/quinten-dormady-1.html,Central Michigan,MAC,10,190,294,64.6,2312,14,4.8,9,3.1,7.9,7.44,12.2,231.2,140.3,,2019
Tyler Johnston III,tyler-johnston-iii-1,/cfb/players/tyler-johnston-iii-1.html,UAB,CUSA,11,147,249,59.0,2250,17,6.8,15,6.0,9.0,7.69,15.3,204.5,145.4,,2019
Kelly Bryant,kelly-bryant-1,/cfb/players/kelly-bryant-1.html,Missouri,SEC,10,181,292,62.0,2215,15,5.1,6,2.1,7.6,7.69,12.2,221.5,138.5,,2019
Jarren Williams,jarren-williams-1,/cfb/players/jarren-williams-1.html,Miami (FL),ACC,12,169,276,61.2,2187,19,6.9,7,2.5,7.9,8.16,12.9,182.3,145.4,,2019
Desmond Ridder,desmond-ridder-1,/cfb/players/desmond-ridder-1.html,Cincinnati,American,13,179,325,55.1,2164,18,5.5,9,2.8,6.7,6.52,12.1,166.5,123.7,,2019
Jarrett Guarantano,jarrett-guarantano-1,/cfb/players/jarrett-guarantano-1.html,Tennessee,SEC,13,152,257,59.1,2158,16,6.2,8,3.1,8.4,8.24,14.2,166.0,144.0,,2019
Ross Bowers,ross-bowers-1,/cfb/players/ross-bowers-1.html,Northern Illinois,MAC,9,166,287,57.8,2130,7,2.4,8,2.8,7.4,6.66,12.8,236.7,122.7,,2019
Kenyon Oblad,kenyon-oblad-1,/cfb/players/kenyon-oblad-1.html,Nevada-Las Vegas,MWC,11,167,308,54.2,2081,18,5.8,9,2.9,6.8,6.61,12.5,189.2,124.4,,2019
Quentin Harris,quentin-harris-2,/cfb/players/quentin-harris-2.html,Duke,ACC,12,209,357,58.5,2078,16,4.5,11,3.1,5.8,5.33,9.9,173.2,116.1,,2019
Max Duggan,max-duggan-1,/cfb/players/max-duggan-1.html,Texas Christian,Big 12,12,181,339,53.4,2077,15,4.4,10,2.9,6.1,5.68,11.5,173.1,113.6,,2019
Malik Cunningham,malik-cunningham-1,/cfb/players/malik-cunningham-1.html,Louisville,ACC,12,112,179,62.6,2065,22,12.3,5,2.8,11.5,12.74,18.4,172.1,194.4,,2019
Spencer Sanders,spencer-sanders-1,/cfb/players/spencer-sanders-1.html,Oklahoma State,Big 12,11,155,247,62.8,2065,16,6.5,11,4.5,8.4,7.65,13.3,187.7,145.4,,2019
Austin Kendall,austin-kendall-1,/cfb/players/austin-kendall-1.html,West Virginia,Big 12,9,187,304,61.5,1989,12,3.9,10,3.3,6.5,5.85,10.6,221.0,122.9,,2019
Davis Mills,davis-mills-1,/cfb/players/davis-mills-1.html,Stanford,Pac-12,8,158,241,65.6,1960,11,4.6,5,2.1,8.1,8.11,12.4,245.0,144.8,,2019
Adrian Martinez,adrian-martinez-2,/cfb/players/adrian-martinez-2.html,Nebraska,Big Ten,10,149,251,59.4,1956,10,4.0,9,3.6,7.8,6.98,13.1,195.6,130.8,,2019
Khalil Tate,khalil-tate-1,/cfb/players/khalil-tate-1.html,Arizona,Pac-12,11,160,266,60.2,1954,14,5.3,11,4.1,7.3,6.54,12.2,177.6,131.0,,2019
Brandon Peters,brandon-peters-1,/cfb/players/brandon-peters-1.html,Illinois,Big Ten,11,152,275,55.3,1884,18,6.5,8,2.9,6.9,6.85,12.4,171.3,128.6,,2019
Hank Bachmeier,hank-bachmeier-1,/cfb/players/hank-bachmeier-1.html,Boise State,MWC,8,137,219,62.6,1879,9,4.1,6,2.7,8.6,8.17,13.7,234.9,142.7,,2019
Kato Nelson,kato-nelson-1,/cfb/players/kato-nelson-1.html,Akron,MAC,10,151,280,53.9,1825,11,3.9,6,2.1,6.5,6.34,12.1,182.5,117.4,,2019
Jack Zergiotis,jack-zergiotis-1,/cfb/players/jack-zergiotis-1.html,Connecticut,American,10,150,260,57.7,1782,9,3.5,11,4.2,6.9,5.64,11.9,178.2,118.2,,2019
Chase Garbers,chase-garbers-1,/cfb/players/chase-garbers-1.html,California,Pac-12,9,131,215,60.9,1772,14,6.5,3,1.4,8.2,8.92,13.5,196.9,148.9,,2019
Jack Plummer,jack-plummer-1,/cfb/players/jack-plummer-1.html,Purdue,Big Ten,9,144,241,59.8,1603,11,4.6,8,3.3,6.7,6.07,11.1,178.1,124.0,,2019
Tyler Vitt,tyler-vitt-1,/cfb/players/tyler-vitt-1.html,Texas State,Sun Belt,9,147,231,63.6,1590,11,4.8,14,6.1,6.9,5.11,10.8,176.7,125.0,,2019
Riley Neal,riley-neal-1,/cfb/players/riley-neal-1.html,Vanderbilt,SEC,11,149,258,57.8,1585,9,3.5,5,1.9,6.1,5.97,10.6,144.1,117.0,,2019
Hendon Hooker,hendon-hooker-1,/cfb/players/hendon-hooker-1.html,Virginia Tech,ACC,11,99,162,61.1,1555,13,8.0,2,1.2,9.6,10.65,15.7,141.4,165.8,,2019
Clayton Tune,clayton-tune-1,/cfb/players/clayton-tune-1.html,Houston,American,7,106,179,59.2,1533,11,6.1,9,5.0,8.6,7.53,14.5,219.0,141.4,,2019
Mac Jones,mac-jones-1,/cfb/players/mac-jones-1.html,Alabama,SEC,12,97,141,68.8,1503,14,9.9,3,2.1,10.7,11.69,15.5,125.3,186.8,,2019
Tevaka Tuioti,tevaka-tuioti-1,/cfb/players/tevaka-tuioti-1.html,New Mexico,MWC,9,102,195,52.3,1460,7,3.6,6,3.1,7.5,6.82,14.3,162.2,120.9,,2019
Jordan McCloud,jordan-mccloud-1,/cfb/players/jordan-mccloud-1.html,South Florida,American,12,124,224,55.4,1429,12,5.4,8,3.6,6.4,5.84,11.5,119.1,119.5,,2019
Fred Payton,fred-payton-1,/cfb/players/fred-payton-1.html,Coastal Carolina,Sun Belt,10,119,187,63.6,1421,12,6.4,7,3.7,7.6,7.20,11.9,142.1,141.2,,2019
Michael Penix Jr.,michael-penix-jr-1,/cfb/players/michael-penix-jr-1.html,Indiana,Big Ten,6,110,160,68.8,1394,10,6.3,4,2.5,8.7,8.84,12.7,232.3,157.6,,2019
Matt Corral,matt-corral-1,/cfb/players/matt-corral-1.html,Ole Miss,SEC,10,105,178,59.0,1362,6,3.4,3,1.7,7.7,7.57,13.0,136.2,131.0,,2019
Kai Locksley,kai-locksley-1,/cfb/players/kai-locksley-1.html,UTEP,CUSA,11,103,181,56.9,1329,6,3.3,5,2.8,7.3,6.76,12.9,120.8,124.0,,2019
Donald Hammond III,donald-hammond-iii-1,/cfb/players/donald-hammond-iii-1.html,Air Force,MWC,13,56,111,50.5,1316,13,11.7,6,5.4,11.9,11.77,23.5,101.2,177.9,,2019
Gresch Jensen,gresch-jensen-1,/cfb/players/gresch-jensen-1.html,Texas State,Sun Belt,7,129,206,62.6,1291,5,2.4,6,2.9,6.3,5.44,10.0,184.4,117.4,,2019
Josh Jackson,josh-jackson-3,/cfb/players/josh-jackson-3.html,Maryland,Big Ten,10,98,207,47.3,1274,12,5.8,6,2.9,6.2,6.01,13.0,127.4,112.4,,2019
Anthony Brown,anthony-brown-11,/cfb/players/anthony-brown-11.html,Boston College,ACC,6,81,137,59.1,1250,9,6.6,2,1.5,9.1,9.78,15.4,208.3,154.5,,2019
Grant Gunnell,grant-gunnell-1,/cfb/players/grant-gunnell-1.html,Arizona,Pac-12,8,101,155,65.2,1239,9,5.8,1,0.6,8.0,8.86,12.3,154.9,150.2,,2019
Lowell Narcisse,lowell-narcisse-1,/cfb/players/lowell-narcisse-1.html,UTSA,CUSA,11,107,201,53.2,1226,8,4.0,5,2.5,6.1,5.78,11.5,111.5,112.6,,2019
Devin Leary,devin-leary-1,/cfb/players/devin-leary-1.html,North Carolina State,ACC,8,101,210,48.1,1219,8,3.8,5,2.4,5.8,5.50,12.1,152.4,104.7,,2019
Kyle Vantrease,kyle-vantrease-1,/cfb/players/kyle-vantrease-1.html,Buffalo,MAC,13,101,172,58.7,1193,8,4.7,2,1.2,6.9,7.34,11.8,91.8,130.0,,2019
Garrett Shrader,garrett-shrader-1,/cfb/players/garrett-shrader-1.html,Mississippi State,SEC,10,88,153,57.5,1170,8,5.2,5,3.3,7.6,7.22,13.3,117.0,132.5,,2019
James Graham,james-graham-1,/cfb/players/james-graham-1.html,Georgia Tech,ACC,11,87,193,45.1,1164,12,6.2,7,3.6,6.0,5.64,13.4,105.8,109.0,,2019
Tommy Stevens,tommy-stevens-1,/cfb/players/tommy-stevens-1.html,Mississippi State,SEC,9,97,161,60.2,1155,11,6.8,5,3.1,7.2,7.14,11.9,128.3,136.8,,2019
Nick Starkel,nick-starkel-1,/cfb/players/nick-starkel-1.html,Arkansas,SEC,8,96,179,53.6,1152,7,3.9,10,5.6,6.4,4.70,12.0,144.0,109.4,,2019
David Moore,david-moore-5,/cfb/players/david-moore-5.html,Central Michigan,MAC,6,94,164,57.3,1143,5,3.0,4,2.4,7.0,6.48,12.2,190.5,121.0,,2019
Grant Loy,grant-loy-1,/cfb/players/grant-loy-1.html,Bowling Green,MAC,12,115,204,56.4,1137,6,2.9,11,5.4,5.6,3.74,9.9,94.8,102.1,,2019
Aidan O'Connell,aidan-oconnell-1,/cfb/players/aidan-oconnell-1.html,Purdue,Big Ten,6,103,164,62.8,1101,8,4.9,4,2.4,6.7,6.59,10.7,183.5,130.4,,2019
Mitchell Guadagni,mitchell-guadagni-1,/cfb/players/mitchell-guadagni-1.html,Toledo,MAC,6,79,122,64.8,1099,8,6.6,2,1.6,9.0,9.58,13.9,183.2,158.8,,2019
Malcolm Perry,malcolm-perry-1,/cfb/players/malcolm-perry-1.html,Navy,American,13,48,86,55.8,1084,7,8.1,3,3.5,12.6,12.66,22.6,83.4,181.6,,2019
Jaylon Henderson,jaylon-henderson-2,/cfb/players/jaylon-henderson-2.html,Boise State,MWC,9,89,143,62.2,1080,12,8.4,2,1.4,7.6,8.60,12.1,120.0,150.6,,2019
Tom Stewart,tom-stewart-1,/cfb/players/tom-stewart-1.html,Rice,CUSA,10,92,153,60.1,1054,8,5.2,2,1.3,6.9,7.35,11.5,105.4,132.6,,2019
Logan Bonner,logan-bonner-1,/cfb/players/logan-bonner-1.html,Arkansas State,Sun Belt,5,91,153,59.5,1052,10,6.5,1,0.7,6.9,7.89,11.6,210.4,137.5,,2019
N'Kosi Perry,nkosi-perry-1,/cfb/players/nkosi-perry-1.html,Miami (FL),ACC,9,85,159,53.5,1045,8,5.0,3,1.9,6.6,6.73,12.3,116.1,121.5,,2019
K.J. Costello,kj-costello-1,/cfb/players/kj-costello-1.html,Stanford,Pac-12,5,102,167,61.1,1038,6,3.6,3,1.8,6.2,6.13,10.2,207.6,121.6,,2019
Alan Bowman,alan-bowman-1,/cfb/players/alan-bowman-1.html,Texas Tech,Big 12,3,101,154,65.6,1020,6,3.9,3,1.9,6.6,6.53,10.1,340.0,130.2,,2019
Stone Smartt,stone-smartt-1,/cfb/players/stone-smartt-1.html,Old Dominion,CUSA,10,101,177,57.1,1006,1,0.6,6,3.4,5.7,4.27,10.0,100.6,99.9,,2019
Alex Hornibrook,alex-hornibrook-1,/cfb/players/alex-hornibrook-1.html,Florida State,ACC,5,84,122,68.9,986,7,5.7,2,1.6,8.1,8.49,11.7,197.2,152.4,,2019
Dennis Grosel,dennis-grosel-1,/cfb/players/dennis-grosel-1.html,Boston College,ACC,13,75,155,48.4,983,9,5.8,3,1.9,6.3,6.63,13.1,75.6,116.9,,2019
Elijah Sindelar,elijah-sindelar-1,/cfb/players/elijah-sindelar-1.html,Purdue,Big Ten,5,72,112,64.3,978,9,8.0,3,2.7,8.7,9.13,13.6,195.6,158.8,,2019
Bryce Carpenter,bryce-carpenter-1,/cfb/players/bryce-carpenter-1.html,Coastal Carolina,Sun Belt,11,93,142,65.5,927,8,5.6,2,1.4,6.5,7.02,10.0,84.3,136.1,,2019
Sean Chambers,sean-chambers-1,/cfb/players/sean-chambers-1.html,Wyoming,MWC,8,52,121,43.0,915,7,5.8,3,2.5,7.6,7.60,17.6,114.4,120.6,,2019
John Rhys Plumlee,john-rhys-plumlee-1,/cfb/players/john-rhys-plumlee-1.html,Ole Miss,SEC,9,79,150,52.7,910,4,2.7,3,2.0,6.1,5.70,11.5,101.1,108.4,,2019
Matt McKay,matt-mckay-1,/cfb/players/matt-mckay-1.html,North Carolina State,ACC,6,86,150,57.3,910,3,2.0,1,0.7,6.1,6.17,10.6,151.7,113.6,,2019
Chevan Cordeiro,chevan-cordeiro-1,/cfb/players/chevan-cordeiro-1.html,Hawaii,MWC,12,69,120,57.5,907,8,6.7,3,2.5,7.6,7.77,13.1,75.6,138.0,,2019
