Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,awards,Year
Kyle McCord,kyle-mccord-1,/cfb/players/kyle-mccord-1.html,Syracuse,ACC,13,391,592,66.0,4779,34,5.7,12,2.0,8.1,8.31,12.2,367.6,148.8,H-10,2024
Cameron Ward,cameron-ward-1,/cfb/players/cameron-ward-1.html,Miami (FL),ACC,13,305,454,67.2,4313,39,8.6,7,1.5,9.5,10.52,14.1,331.8,172.2,"H-4,AA",2024
Jaxson Dart,jaxson-dart-1,/cfb/players/jaxson-dart-1.html,Ole Miss,SEC,13,276,398,69.3,4279,29,7.3,6,1.5,10.8,11.53,15.5,329.2,180.7,,2024
Shedeur Sanders,shedeur-sanders-1,/cfb/players/shedeur-sanders-1.html,Colorado,Big 12,13,353,477,74.0,4134,37,7.8,10,2.1,8.7,9.27,11.7,318.0,168.2,H-8,2024
Garrett Nussmeier,garrett-nussmeier-1,/cfb/players/garrett-nussmeier-1.html,LSU,SEC,13,337,525,64.2,4052,29,5.5,12,2.3,7.7,7.79,12.0,311.7,142.7,,2024
Will Howard,will-howard-2,/cfb/players/will-howard-2.html,Ohio State,Big Ten,16,309,423,73.0,4010,35,8.3,10,2.4,9.5,10.07,13.0,250.6,175.3,,2024
Josh Hoover,josh-hoover-1,/cfb/players/josh-hoover-1.html,Texas Christian,Big 12,13,313,471,66.5,3949,27,5.7,11,2.3,8.4,8.48,12.6,303.8,151.1,,2024
Dillon Gabriel,dillon-gabriel-1,/cfb/players/dillon-gabriel-1.html,Oregon,Big Ten,14,326,447,72.9,3857,30,6.7,6,1.3,8.6,9.37,11.8,275.5,164.9,H-3,2024
Chandler Morris,chandler-morris-1,/cfb/players/chandler-morris-1.html,North Texas,American,12,322,512,62.9,3774,31,6.1,12,2.3,7.4,7.53,11.7,314.5,140.1,,2024
Cade Klubnik,cade-klubnik-1,/cfb/players/cade-klubnik-1.html,Clemson,ACC,14,308,486,63.4,3639,36,7.4,6,1.2,7.5,8.41,11.8,259.9,148.2,,2024
Rocco Becht,rocco-becht-1,/cfb/players/rocco-becht-1.html,Iowa State,Big 12,14,271,456,59.4,3505,25,5.5,9,2.0,7.7,7.89,12.9,250.4,138.1,,2024
Seth Henigan,seth-henigan-1,/cfb/players/seth-henigan-1.html,Memphis,American,13,309,477,64.8,3502,25,5.2,6,1.3,7.3,7.82,11.3,269.4,141.2,,2024
Carson Beck,carson-beck-1,/cfb/players/carson-beck-1.html,Georgia,SEC,13,290,448,64.7,3485,28,6.3,12,2.7,7.8,7.82,12.0,268.1,145.3,,2024
Quinn Ewers,quinn-ewers-1,/cfb/players/quinn-ewers-1.html,Texas,SEC,14,293,445,65.8,3472,31,7.0,12,2.7,7.8,7.98,11.8,248.0,149.0,,2024
