player_id,year,rank,name,position,rating,high_school,city,state,committed_to,url,hs_athletic_background,flag_all_usa_first_team,flag_all_usa_second_team,flag_all_american_bowl,flag_all_america_game,flag_gatorade_poy,flag_state_poy,flag_the_opening,flag_maxpreps_all_american,height_inches,weight_lbs,pos_group
201502690,2015,2689,A.J. Carty,LS,0.7744,Servite,Anaheim,CA,Washington,https://247sports.com/player/aj-carty-68685/,"AJ Carty is a 6-4, 230-pound Long Snapper from Anaheim, CA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,230.0,SPEC
201502693,2015,2693,Gavin Patterson,K,0.7742,Bradley-Bourbonnais,Bradley,IL,South Alabama,https://247sports.com/player/gavin-patterson-74148/,"Gavin Patterson is a 5-9, 180-pound Kicker from Bradley, IL.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,180.0,SPEC
201502709,2015,2709,Chase Vinatieri,K,0.7733,Roosevelt - 03,Sioux Falls,SD,South Dakota State,https://247sports.com/player/chase-vinatieri-36818/,"Chase Vinatieri is a 6-1, 185-pound Kicker from Sioux Falls, SD. He has committed to South Dakota State Jackrabbits.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,185.0,SPEC
201502785,2015,2781,Michael Tarbutt,K,0.7693,Canisius,Buffalo,NY,UConn,https://247sports.com/player/michael-tarbutt-78411/,"Michael Tarbutt is a 6-0, 180-pound Kicker from Buffalo, NY.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,180.0,SPEC
201502827,2015,2813,Steven Coutts,P,0.7683,Citipointe Christian College,Brisbane,QL,Louisiana,https://247sports.com/player/steven-coutts-79125/,"Steven Coutts is a 6-4, 200-pound Punter from Queensland, Australia. Coutts has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Louisiana-Lafayette Ragin' Cajuns.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,200.0,SPEC
201503082,2015,3082,Wes Farnsworth,LS,0.7658,Bishop Manogue Catholic,Reno,NV,Nevada,https://247sports.com/player/wes-farnsworth-78069/,"Wes Farnsworth is a 6-2, 205-pound Long Snapper from Reno, NV. He has committed to Nevada Wolf Pack.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,205.0,SPEC
201503100,2015,3100,Matt Keller,LS,0.765,Penn Manor,Millersville,PA,Syracuse,https://247sports.com/player/matt-keller-77827/,"Matt Keller is a 6-0, 225-pound Long Snapper from Millersville, PA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,225.0,SPEC
201503123,2015,3120,Ben Makowski,LS,0.7633,Penn,Mishawaka,IN,Purdue,https://247sports.com/player/ben-makowski-36370/,"Ben Makowski is a 6-2, 245-pound Long Snapper from Mishawaka, IN. He has committed to Purdue Boilermakers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,245.0,SPEC
201503158,2015,3158,Jake Hale,LS,0.7622,Olentangy Liberty,Powell,OH,Ohio,https://247sports.com/player/jake-hale-75227/,"Jake Hale is a 6-1, 205-pound Long Snapper from Powell, OH. He has committed to Ohio Bobcats.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,205.0,SPEC
201503162,2015,3159,Nick Rubinowicz,P,0.7619,American Heritage Boca/Delray,Delray Beach,FL,Maryland,https://247sports.com/player/nick-rubinowicz-79084/,"Nick Rubinowicz  is a 6-3, 210-pound Punter from Delray Beach, FL. Rubinowicz  has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Maryland Terrapins.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,210.0,SPEC
201503179,2015,3174,Daniel Zivney,K,0.76,A&M Consolidated,College Station,TX,Air Force,https://247sports.com/player/daniel-zivney-38260/,"Daniel Zivney is a 5-11, 190-pound Wide Receiver from College Station, TX.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,190.0,SPEC
201503192,2015,3192,Matt Cummins,K,0.7583,Conway,Conway,AR,Uncommitted,https://247sports.com/player/matt-cummins-23772/,"Matt Cummins is a 5-11, 164-pound Kicker from Conway, AR.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,164.0,SPEC
201503193,2015,3192,Bennett Moehring,K,0.7583,Bentonville,Bentonville,AR,Navy,https://247sports.com/player/bennett-moehring-23773/,"Bennett Moehring is a 5-8, 150-pound Kicker from Bentonville, AR. He has 3 Offers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,150.0,SPEC
201503222,2015,3221,Riley Lovingood,LS,0.7578,Beech,Hendersonville,TN,Tennessee,https://247sports.com/player/riley-lovingood-35445/,"Riley Lovingood is a 6-1, 235-pound Long Snapper from Hendersonville, TN. He has committed to Tennessee Volunteers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,240.0,SPEC
201503238,2015,3237,Tyler Griffiths,LS,0.7544,Sun Valley,Monroe,NC,NC State,https://247sports.com/player/tyler-griffiths-36792/,"Tyler Griffiths is a Long Snapper from Monroe, NC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,220.0,SPEC
201503290,2015,3245,Alexander Trifonovitch,P,0.7533,Punahou,Honolulu,HI,Hawaii,https://247sports.com/player/alexander-trifonovitch-79188/,"Alexander Trifonovitch is a 6-1, 180-pound Punter from Honolulu, HI. Trifonovitch has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Hawaii Warriors.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,180.0,SPEC
201503300,2015,3300,Zach Potter,K,0.7519,Terre Haute North Vigo,Terre Haute,IN,Army,https://247sports.com/player/zach-potter-35205/,"Zach Potter is a 5-10, 165-pound Kicker from Terre Haute, IN. He has committed to Army Black Knights.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,165.0,SPEC
201503317,2015,3305,Carson Vey,LS,0.75,The Peddie School,Hightstown,NJ,Uncommitted,https://247sports.com/player/carson-vey-46017/,Father was a long snapper and center at Virginia Tech and was nominated to the Hokies All-Century team. ....Ranked as the No. 17 long snapper nationally by Rubio Long Snapping. ...Also plays receiver and tight end for his high school team.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,205.0,SPEC
201503330,2015,3328,Michael Caggiano,K,0.7483,Manalapan,Englishtown,NJ,UMass,https://247sports.com/player/michael-caggiano-47197/,"Michael Caggiano is a 5-10, 160-pound Kicker from Englishtown, NJ. He has committed to Massachusetts Minutemen.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,160.0,SPEC
201503339,2015,3328,Michael Rubino,K,0.7483,Middle Creek,Apex,NC,Appalachian State,https://247sports.com/player/michael-rubino-75662/,"Rated a two-star prospect by Scout.com and 247Sports • Tabbed as the nation’s No. 8-ranked kicker in the class of 2015 by 247Sports • Two-time Southwest Wake Athletic Conference Special Teams Player of the Year • Two-time first-team all-conference selection as a kicker and punter • Accounted for 71 points with 50 extra points and seven field goals while averaging 43.2 yards per punt as a senior in 2014 • Made 12 field goals, sent 31-of-62 kickoffs into the end zone for touchbacks and averaged 36 yards per punt with 20 downed inside the 20-yard line as a junior in 2013 • Middle Creek recovered six of his 14 onside-kick attempts in 2013 • A four-time academic all-conference honoree • Coached by Michael Castellano.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,190.0,SPEC
201503342,2015,3328,Grayson Hubbard,K,0.7483,Warwick,Newport News,VA,Memphis,https://247sports.com/player/grayson-hubbard-78220/,"Grayson Hubbard is a 6-1, 180-pound Kicker from Newport News, VA. He has committed to Memphis Tigers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,180.0,SPEC
201503356,2015,3354,Jordan Ober,LS,0.7478,Bishop Gorman,Las Vegas,NV,Nebraska,https://247sports.com/player/jordan-ober-78916/,"Jordan Ober is a 6-1, 183-pound Long Snapper from Las Vegas, NV. He has 1 Offer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,183.0,SPEC
201503362,2015,3358,Bryce Crawford,K,0.7433,Frisco Heritage,Frisco,TX,San Jose State,https://247sports.com/player/bryce-crawford-75228/,"Bryce Crawford is a 6-4, 220-pound Kicker from Frisco, TX.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,220.0,SPEC
201503367,2015,3358,Jack Fox,K,0.7433,Ladue Horton Watkins,St. Louis,MO,Rice,https://247sports.com/player/jack-fox-78551/,"Jack Fox is a 6-2, 200-pound Kicker from Saint Louis, MO. He has committed to Rice Owls.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,200.0,SPEC
201503375,2015,3358,Zach Block,P,0.7433,East Ridge,Clermont,FL,Tulane,https://247sports.com/player/zach-block-79029/,"Zach Block is a 6-4, 180-pound Punter from Clermont, FL. He has committed to Tulane Green Wave.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,180.0,SPEC
201503377,2015,3358,Timothy Belles,LS,0.7433,Houston,Germantown,TN,Memphis,https://247sports.com/player/timothy-belles-79087/,"Timothy Belles is a 6-6, 255-pound Long Snapper from Germantown, TN. Belles has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Memphis Tigers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,255.0,SPEC
201503403,2015,3398,Cade Coffey,P,0.7383,Lakeland Senior,Rathdrum,ID,Idaho,https://247sports.com/player/cade-coffey-79148/,"Cade Coffey is a 6-2, 209-pound Kicker from Rathdrum, ID. Coffey has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Idaho Vandals.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,209.0,SPEC
201503404,2015,3398,Nick Dowd,K,0.7383,Westfield,Westfield,IN,Miami (OH),https://247sports.com/player/nick-dowd-79209/,"Nick Dowd is a 5-9, 185-pound Kicker from Westfield, IN. Dowd has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Miami (OH) RedHawks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,185.0,SPEC
201503411,2015,3405,Michael Pifer,LS,0.7333,Penn Trafford,Harrison City,PA,Navy,https://247sports.com/player/michael-pifer-57611/,"Michael Pifer is a 6-3, 230-pound Long Snapper from Harrison City, PA. He has committed to Navy Midshipmen.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,230.0,SPEC
201503419,2015,3405,Garrett Wilson,LS,0.7333,Southern Lee,Sanford,NC,Wake Forest,https://247sports.com/player/garrett-wilson-78360/,"Garrett wilson is a 6-4, 210-pound Long Snapper from Sanford, NC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,210.0,SPEC
201503423,2015,3405,Matt Bonadies,P,0.7333,Buford,Buford,GA,Middle Tennessee,https://247sports.com/player/matt-bonadies-79168/,"Matt Bonadies is a Punter from Buford, GA. He has committed to Middle Tennessee Blue Raiders.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,195.0,SPEC
201503453,2015,3446,Sam Crosa,K,0.71,Dublin Scioto,Dublin,OH,Bowling Green,https://247sports.com/player/sam-crosa-79194/,"Sam Crosa is a 5-8, 140-pound Kicker from Dublin, OH. Crosa has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Bowling Green Falcons.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,140.0,SPEC
201503454,2015,3446,Michael DuVernois,K,0.71,St. Thomas Aquinas,Fort Lauderdale,FL,Bowling Green,https://247sports.com/player/michael-duvernois-79195/,"DuVernois Michael is a 5-11, 170-pound Kicker from Fort Lauderdale, FL. Michael has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Bowling Green Falcons.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,170.0,SPEC
201503497,2015,3455,Cole Fisher,K,0.7,George Walton Academy,Monroe,GA,Mercer,https://247sports.com/player/cole-fisher-57253/,"Cole Fisher is a 6-1, 175-pound Kicker from Monroe, GA. He is ranked No. 3174 in the country by 247Sports.Fisher is the No. 267 recruit in Monroe, GA (30655) State and is the No. 33 Kicker in the nation.Fisher has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Mercer Bears.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,175.0,SPEC
201503525,2015,3455,Brady Cormier,K,0.7,Beaufort,Ladys Island,SC,The Citadel,https://247sports.com/player/brady-cormier-75987/,"Brady Cormier is a 5-10, 167-pound Cornerback from Ladys Island, SC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,167.0,SPEC
201503529,2015,3455,Evan Rabon,K,0.7,South Florence,Florence,SC,Coastal Carolina,https://247sports.com/player/evan-rabon-77420/,"Evan Rabon is a 6-0, 150-pound Kicker from Florence, SC. He is ranked No. 3137 in the country by 247Sports.Rabon is the No. 58 recruit in Florence, SC (29505) State and is the No. 32 Kicker in the nation.Rabon has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Coastal Carolina Chanticleers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,150.0,SPEC
201503532,2015,3455,Trey Hansen,LS,0.7,Cedar Falls,Cedar Falls,IA,Minnesota,https://247sports.com/player/trey-hansen-78039/,"Trey Hansen is a 6-2, 205-pound Long Snapper from Cedar Falls, IA. He has committed to Minnesota Golden Gophers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,205.0,SPEC
201503546,2015,3455,Jarrett Giacchino,LS,0.7,Bradley-Bourbonnais,Bradley,IL,Austin Peay,https://247sports.com/player/jarrett-giacchino-79105/,"Jarrett Giacchino is a 6-2, 186-pound Long Snapper from Bradley, IL. He is ranked No. 3124 in the country by 247Sports.Giacchino is the No. 80 recruit in Bradley, IL (60915) State and is the No. 15 Long Snapper in the nation.Giacchino has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Austin Peay Governors.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,186.0,SPEC
201503566,2015,3455,Damon Foncham,P,0.7,Plano West,Plano,TX,Uncommitted,https://247sports.com/player/damon-foncham-84083/,"Damon Foncham is a 5-8, 175-pound Punter from Plano, TX. Foncham has a 247Sports rating of 70, making him a 2-star prospect.He has committed to Arkansas State Red Wolves.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,175.0,SPEC
201600693,2016,691,Quinn Nordin,K,0.8592,Rockford,Rockford,MI,Michigan,https://247sports.com/player/quinn-nordin-77733/,"Quinn Nordin is a 6-1, 200-pound Kicker from Rockford, MI.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,200.0,SPEC
201600760,2016,754,Drue Chrisman,P,0.8558,LaSalle,Cincinnati,OH,Ohio State,https://247sports.com/player/drue-chrisman-80052/,"Drue Chrisman is a Punter from Cincinnati, OH.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,205.0,SPEC
201600818,2016,812,JJ Molson,K,0.8533,John Abbott College,Sainte-Anne-de-Bellevue,QC,UCLA,https://247sports.com/player/jj-molson-81535/,"J.J. Molson is a 6-1, 190-pound Kicker from Sainte-Anne-de-Bellevue, QC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,195.0,SPEC
201600931,2016,927,Skyler Southam,K,0.8483,Wasatch,Heber City,UT,BYU,https://247sports.com/player/skyler-southam-70726/,"Skyler Southam is a 6-1, 180-pound Kicker from Heber City, UT. He has committed to Brigham Young Cougars.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,188.0,SPEC
201601100,2016,1096,Logan Tyler,K,0.8408,Nixa,Nixa,MO,Florida State,https://247sports.com/player/logan-tyler-83821/,"Logan Tyler is a 6-0, 190-pound Kicker from Nixa, MO.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,190.0,SPEC
201601159,2016,1157,Braden Mann,K,0.8383,Cy-Fair,Cypress,TX,Texas A&M,https://247sports.com/player/braden-mann-76935/,2015: Was a first-team all-district pick at both kicker and punter as a senior....2014: Was a first-team all-district selection as a junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,200.0,SPEC
201601190,2016,1190,Bailey Raborn,P,0.8367,St. Thomas More,Lafayette,LA,Uncommitted,https://247sports.com/player/bailey-raborn-84555/,"Bailey Raborn is a 5-11, 190-pound Kicker from San Jose, CA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,190.0,SPEC
