player_id,year,rank,name,position,rating,high_school,city,state,committed_to,url,hs_athletic_background,flag_all_usa_first_team,flag_all_usa_second_team,flag_all_american_bowl,flag_all_america_game,flag_gatorade_poy,flag_state_poy,flag_the_opening,flag_maxpreps_all_american,height_inches,weight_lbs,pos_group
201500829,2015,829,Justin Yoon,K,0.855,Milton Academy,Milton,MA,Notre Dame,https://247sports.com/player/justin-yoon-60599/,"Justin Yoon is a 5-11, 185-pound kicker from Milton, MA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,185.0,SPEC
201500871,2015,864,Charlie Beall,K,0.8533,St. Margaret's Episcopal School,San Juan Capistrano,CA,Uncommitted,https://247sports.com/player/charlie-beall-78491/,"Charlie Beall is a 6-1, 180-pound Kicker from San Juan Capistrano, CA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,180.0,SPEC
201501204,2015,1201,Bailey Kenter,P,0.84,Layton Christian Academy,Layton,UT,Uncommitted,https://247sports.com/player/bailey-kenter-48025/,"Bailey Kenter is a 6-1, 200-pound Australian Punter from Layton, UT. Punts off both feet.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,200.0,SPEC
201501284,2015,1283,Joseph Charlton,P,0.8367,A.C. Flora,Columbia,SC,South Carolina,https://247sports.com/player/joseph-charlton-75970/,"Joseph Charlton is a Kicker from Columbia, SC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,180.0,SPEC
201501382,2015,1363,Kevin Robledo,K,0.8333,Westlake,Thousand Oaks,CA,Uncommitted,https://247sports.com/player/kevin-robledo-68690/,"Named 2014 All-USA First Team by USA TODAY...2015 U.S. Army All-American Bowl selection...Broke state record for most career field goals. Had 51 touchbacks in 68 kickoffs. Made 11 of 15 field goals, including a long of 48 yards and made 45 of 46 point-after kicks.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.5,169.0,SPEC
201501458,2015,1452,Alex Kinney,P,0.8308,Rocky Mountain,Fort Collins,CO,Colorado,https://247sports.com/player/alex-kinney-37386/,"Alex Kinney is a 6-0, 199-pound Kicker from Fort Collins, CO. He has committed to Colorado Buffaloes.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,199.0,SPEC
201501459,2015,1452,Austin Seibert,K,0.8308,Belleville West,Belleville,IL,Oklahoma,https://247sports.com/player/austin-seibert-39343/,2015 Under Armour All-America Game selection...He has committed to Oklahoma Sooners.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,195.0,SPEC
201501485,2015,1478,Ian Shannon,P,0.8294,Marietta,Marietta,GA,Auburn,https://247sports.com/player/ian-shannon-75409/,"Ian Shannon is a 6-4, 190-pound Punter from Marietta, GA.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,190.0,SPEC
201501544,2015,1540,Jake Bailey,P,0.8261,Santa Fe Christian Schools,Solana Beach,CA,Stanford,https://247sports.com/player/jake-bailey-78217/,"Jake Bailey is a 6-2, 185-pound Kicker from Solana Beach, CA. He has committed to Stanford Cardinal. Bailey earned a five-star rating as both a punter and kicker after competing in the National Camp Series. Trained with former NFL kicker Michael Husted of Husted Kicking.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,185.0,SPEC
201501597,2015,1594,Daniel LaCamera,K,0.8228,East Lake,Tarpon Springs,FL,Texas A&M,https://247sports.com/player/daniel-lacamera-57252/,"Daniel LaCamera is a 6-4, 210-pound Kicker from Tarpon Springs, FL.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,210.0,SPEC
201501724,2015,1722,Drew Galitz,P,0.8167,Rowlett,Rowlett,TX,Baylor,https://247sports.com/player/drew-galitz-48267/,"Drew Galitz is a 5-11, 180-pound Kicker from Rowlett, TX.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,180.0,SPEC
201501778,2015,1776,Blake Johnson,P,0.8133,Los Alamitos,Los Alamitos,CA,Arkansas,https://247sports.com/player/blake-johnson-65191/,2015 U.S. Army All-American Bowl selection,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,190.0,SPEC
201501791,2015,1787,Rodrigo Blankenship,K,0.8126,Sprayberry,Marietta,GA,Georgia,https://247sports.com/player/rodrigo-blankenship-38157/,2015 U.S. Army All-American Bowl selection,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,188.0,SPEC
201501793,2015,1793,Tommy Townsend,P,0.8125,Boone,Orlando,FL,Tennessee,https://247sports.com/player/tommy-townsend-58598/,2015 U.S. Army All-American Bowl selectionTommy Townsend is the brother of Florida Gators punter Johnny Townsend,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,168.0,SPEC
201501830,2015,1829,Sterling Hofrichter,K,0.8108,Armwood,Seffner,FL,Syracuse,https://247sports.com/player/sterling-hofrichter-37914/,"Sterling Hofrichter is a 5-9, 160-pound Kicker from Seffner, FL.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,160.0,SPEC
201501831,2015,1829,Matt Abramo,K,0.8108,Casa Grande,Petaluma,CA,Washington State,https://247sports.com/player/matt-abramo-75559/,"Matt Abramo is a 6-2, 170-pound Kicker from Petaluma, CA. He has committed to Washington State Cougars.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,170.0,SPEC
201501857,2015,1857,Andrew David,K,0.8097,Washington,Massillon,OH,Michigan,https://247sports.com/player/andrew-david-33996/,"Andrew David is a 5-9, 165-pound Kicker from Massillon, OH. He has committed to Michigan Wolverines.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,165.0,SPEC
201501956,2015,1955,Stevie Artigue,K,0.8056,Lafayette,Lafayette,LA,Louisiana,https://247sports.com/player/stevie-artigue-75385/,"Stevie Artigue is a 5-8, 175-pound Kicker from Lafayette, LA. He has committed to Louisiana-Lafayette Ragin' Cajuns.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,175.0,SPEC
201502038,2015,2038,Morgan Hagee,K,0.8014,Plainfield,Plainfield,IN,Ball State,https://247sports.com/player/morgan-hagee-35090/,"Morgan Hagee is a 5-10, 150-pound Kicker from Plainfield, IN.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,150.0,SPEC
201502133,2015,2133,Austin Parker,P,0.7975,Mount Pleasant,Mount Pleasant,NC,Duke,https://247sports.com/player/austin-parker-71002/,"Austin Parker is a 6-2, 170-pound Kicker from Mount Pleasant, NC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,170.0,SPEC
201502184,2015,2177,Joe Schopper,P,0.7956,Cathedral,Indianapolis,IN,Purdue,https://247sports.com/player/joe-schopper-75777/,"Joe Schopper is a 5-11, 185-pound Punter from Indianapolis, IN. He has committed to Purdue Boilermakers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,185.0,SPEC
201502213,2015,2212,Corey Fatony,P,0.7941,Franklin,Franklin,TN,Missouri,https://247sports.com/player/corey-fatony-71000/,"Corey Fatony is a 5-11, 190-pound Kicker from Franklin, TN.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,190.0,SPEC
201502226,2015,2224,Jameson Vest,K,0.7933,Our Lady of Mercy Catholic,Fairburn,GA,Toledo,https://247sports.com/player/jameson-vest-43758/,"Jameson Vest is a 5-10, 198-pound Kicker from Fairburn, GA. He has committed to Toledo Rockets.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,198.0,SPEC
201502232,2015,2231,Louie Zervos,K,0.7931,Tarpon Springs,Tarpon Springs,FL,Ohio,https://247sports.com/player/louie-zervos-78501/,"Louie Zervos is a 5-9, 165-pound Kicker from Tarpon Springs, FL. He has 2 Offers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,165.0,SPEC
201502247,2015,2247,Josh Williams,K,0.7919,Rowlett,Rowlett,TX,SMU,https://247sports.com/player/josh-williams-48873/,"Josh Williams is a 5-11, 175-pound Kicker from Rowlett, TX.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,175.0,SPEC
201502296,2015,2282,Ivy Wall,P,0.79,Oak Forest Academy,Amite,LA,Uncommitted,https://247sports.com/player/ivy-wall-71404/,"Ivy Wall is a 6-0, 150-pound Punter from Amite, LA. He has committed to UAB Blazers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,150.0,SPEC
201502303,2015,2300,Chris Qualls,P,0.7897,Searcy,Searcy,AR,Louisiana-Monroe,https://247sports.com/player/chris-qualls-75927/,"Chris Qualls is a 5-9, 160-pound Kicker from Searcy, AR. He has committed to Louisiana-Monroe Warhawks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,160.0,SPEC
201502368,2015,2362,Jon Coppens,K,0.7883,Nolan Catholic,Fort Worth,TX,Rice,https://247sports.com/player/jon-coppens-62151/,"Jon Coppens is a Kicker from Victoria, MN.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,185.0,SPEC
201502389,2015,2386,Parker Davidson,K,0.7867,Plano West,Plano,TX,New Mexico State,https://247sports.com/player/parker-davidson-77495/,"Parker Davidson is a 5-10, 155-pound Kicker from Plano, TX.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,155.0,SPEC
201502428,2015,2428,Liam McCullough,LS,0.785,Worthington Kilbourne,Columbus,OH,Ohio State,https://247sports.com/player/liam-mccullough-33932/,2015 U.S. Army All-American Bowl selection... Was rated as the No. 1 long snapper nationally by 247Sports as a high school senior.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,213.0,SPEC
201502459,2015,2457,Jacob Herbers,P,0.7833,Lakeview,Battle Creek,MI,Minnesota,https://247sports.com/player/jacob-herbers-77052/,"Jacob Herbers is a 6-2, 195-pound Punter from Battle Creek, MI. He has committed to Buffalo Bulls.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,195.0,SPEC
201502494,2015,2492,Stone Wilson,K,0.7817,IMG Academy,Bradenton,FL,FIU,https://247sports.com/player/stone-wilson-78513/,"Stone Wilson is a 5-11, 170-pound Kicker from Bradenton, FL. He has committed to FIU Golden Panthers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,170.0,SPEC
201502592,2015,2592,Jonathan Song,K,0.7783,All Saints Episcopal,Fort Worth,TX,Uncommitted,https://247sports.com/player/jonathan-song-23172/,"Jonathan Song is a 5-9, 160-pound Kicker from Fort Worth, TX.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,160.0,SPEC
201502594,2015,2592,Blake Ferguson,LS,0.7783,Buford,Buford,GA,LSU,https://247sports.com/player/blake-ferguson-33046/,2015 U.S. Army All-American Bowl selection,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,235.0,SPEC
201502686,2015,2683,Josh Growden,P,0.7744,ProKick Australia,Na,,LSU,https://247sports.com/player/josh-growden-78953/,"Josh Growden is a 6-2, 190-pound Punter from Na, NA. He has 1 Offer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,190.0,SPEC
