Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Bijan Nichols,bijan-nichols-1,/cfb/players/bijan-nichols-1.html,Navy,American,3,5,6,83.3,3,3,100.0,14,,2022
Fabrizio Pinton,fabrizio-pinton-1,/cfb/players/fabrizio-pinton-1.html,Illinois,Big Ten,4,2,3,66.7,7,7,100.0,23,,2022
Jared Zirkel,jared-zirkel-1,/cfb/players/jared-zirkel-1.html,Georgia,SEC,4,0,0,,1,1,100.0,3,,2022
Joshua Karty,joshua-karty-1,/cfb/players/joshua-karty-1.html,Stanford,Pac-12,12,24,25,96.0,18,18,100.0,78,,2022
Justen Smith,justen-smith-1,/cfb/players/justen-smith-1.html,BYU,Ind,3,3,5,60.0,1,1,100.0,6,,2022
Luke Pawlak,luke-pawlak-1,/cfb/players/luke-pawlak-1.html,Toledo,MAC,2,3,3,100.0,2,2,100.0,9,,2022
Mason Shipley,mason-shipley-1,/cfb/players/mason-shipley-1.html,Texas State,Sun Belt,12,0,0,,1,1,100.0,3,,2022
Michael Luckhurst,michael-luckhurst-1,/cfb/players/michael-luckhurst-1.html,California,Pac-12,12,0,0,,1,1,100.0,3,,2022
Mitch Jeter,mitch-jeter-1,/cfb/players/mitch-jeter-1.html,South Carolina,SEC,13,42,44,95.5,11,11,100.0,75,,2022
Owen Piepergerdes,owen-piepergerdes-1,/cfb/players/owen-piepergerdes-1.html,Kansas,Big 12,3,9,9,100.0,1,1,100.0,12,,2022
Ty Zentner,ty-zentner-1,/cfb/players/ty-zentner-1.html,Kansas State,Big 12,14,31,31,100.0,11,11,100.0,64,,2022
Christopher Dunn,christopher-dunn-1,/cfb/players/christopher-dunn-1.html,North Carolina State,ACC,13,30,30,100.0,28,29,96.6,114,AA,2022
Tanner Brown,tanner-brown-1,/cfb/players/tanner-brown-1.html,Oklahoma State,Big 12,12,42,42,100.0,22,23,95.7,108,,2022
Briggs Bourgeois,briggs-bourgeois-1,/cfb/players/briggs-bourgeois-1.html,Southern Mississippi,Sun Belt,13,36,37,97.3,18,19,94.7,90,,2022
Daniel Gutierrez,daniel-gutierrez-1,/cfb/players/daniel-gutierrez-1.html,Nevada-Las Vegas,MWC,12,34,34,100.0,18,19,94.7,88,,2022
Diego Guajardo,diego-guajardo-1,/cfb/players/diego-guajardo-1.html,South Alabama,Sun Belt,13,46,48,95.8,18,19,94.7,100,,2022
Dominic Zvada,dominic-zvada-1,/cfb/players/dominic-zvada-1.html,Arkansas State,Sun Belt,12,30,31,96.8,17,18,94.4,81,,2022
Casey Legg,casey-legg-1,/cfb/players/casey-legg-1.html,West Virginia,Big 12,12,37,39,94.9,14,15,93.3,79,,2022
Colton Boomer,colton-boomer-1,/cfb/players/colton-boomer-1.html,UCF,American,12,42,43,97.7,14,15,93.3,84,,2022
Camden Price,camden-price-1,/cfb/players/camden-price-1.html,Temple,American,8,18,19,94.7,13,14,92.9,57,,2022
Gavin Stewart,gavin-stewart-1,/cfb/players/gavin-stewart-1.html,Georgia Tech,ACC,10,13,14,92.9,12,13,92.3,49,,2022
Gavin Baechle,gavin-baechle-1,/cfb/players/gavin-baechle-1.html,UTEP,CUSA,12,31,31,100.0,22,24,91.7,97,,2022
Valentino Ambrosio,valentino-ambrosio-2,/cfb/players/valentino-ambrosio-2.html,Tulane,American,9,43,43,100.0,11,12,91.7,76,,2022
Calum Sutherland,calum-sutherland-1,/cfb/players/calum-sutherland-1.html,Louisiana-Monroe,Sun Belt,12,32,32,100.0,10,11,90.9,62,,2022
James Turner,james-turner-2,/cfb/players/james-turner-2.html,Louisville,ACC,13,38,39,97.4,20,22,90.9,98,,2022
Alex Raynor,alex-raynor-1,/cfb/players/alex-raynor-1.html,Georgia Southern,Sun Belt,13,49,50,98.0,18,20,90.0,103,,2022
Brooks Buce,brooks-buce-2,/cfb/players/brooks-buce-2.html,Troy,Sun Belt,14,41,42,97.6,17,19,89.5,92,,2022
Griffin Kell,griffin-kell-1,/cfb/players/griffin-kell-1.html,Texas Christian,Big 12,14,62,64,96.9,17,19,89.5,113,,2022
Drew Stevens,drew-stevens-2,/cfb/players/drew-stevens-2.html,Iowa,Big Ten,13,24,24,100.0,16,18,88.9,72,,2022
Todd Pelino,todd-pelino-1,/cfb/players/todd-pelino-1.html,Duke,ACC,6,23,23,100.0,8,9,88.9,47,,2022
Jonathan Cruz,jonathan-cruz-1,/cfb/players/jonathan-cruz-1.html,Ole Miss,SEC,13,48,49,98.0,15,17,88.2,93,,2022
John Hoyland,john-hoyland-1,/cfb/players/john-hoyland-1.html,Wyoming,MWC,13,28,28,100.0,22,25,88.0,94,,2022
Camden Lewis,camden-lewis-1,/cfb/players/camden-lewis-1.html,Oregon,Pac-12,13,64,64,100.0,14,16,87.5,106,,2022
