Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,awards,Year
Chris Kirtley,chris-kirtley-1,/cfb/players/chris-kirtley-1.html,Old Dominion,CUSA,8,21,23,91.3,10,13,76.9,51,,2015
Erik Powell,erik-powell-1,/cfb/players/erik-powell-1.html,Washington State,Pac-12,13,49,49,100.0,20,26,76.9,109,,2015
Joey Slye,joey-slye-1,/cfb/players/joey-slye-1.html,Virginia Tech,ACC,13,41,42,97.6,23,30,76.7,110,,2015
Alex Wood,alex-wood-2,/cfb/players/alex-wood-2.html,USC,Pac-12,13,54,56,96.4,13,17,76.5,93,,2015
Austin Macginnis,austin-macginnis-1,/cfb/players/austin-macginnis-1.html,Kentucky,SEC,10,22,23,95.7,13,17,76.5,61,,2015
Matthew Wright,matthew-wright-1,/cfb/players/matthew-wright-1.html,UCF,American,12,17,17,100.0,13,17,76.5,56,,2015
Nick Rose,nick-rose-1,/cfb/players/nick-rose-1.html,Texas,Big 12,12,38,39,97.4,13,17,76.5,77,,2015
Trent Domingue,trent-domingue-1,/cfb/players/trent-domingue-1.html,LSU,SEC,12,49,50,98.0,13,17,76.5,88,,2015
Zane Gonzalez,zane-gonzalez-1,/cfb/players/zane-gonzalez-1.html,Arizona State,Pac-12,13,52,52,100.0,26,34,76.5,130,,2015
Morgan Hagee,morgan-hagee-1,/cfb/players/morgan-hagee-1.html,Ball State,MAC,12,31,32,96.9,16,21,76.2,79,,2015
Gary Wunderlich,gary-wunderlich-1,/cfb/players/gary-wunderlich-1.html,Ole Miss,SEC,13,63,63,100.0,19,25,76.0,120,,2015
Cody Clark,cody-clark-1,/cfb/players/cody-clark-1.html,Middle Tennessee State,CUSA,13,56,56,100.0,12,16,75.0,92,,2015
Josh Lambert,josh-lambert-1,/cfb/players/josh-lambert-1.html,West Virginia,Big 12,13,53,54,98.1,21,28,75.0,116,,2015
Kody Kroening,kody-kroening-1,/cfb/players/kody-kroening-1.html,Fresno State,MWC,12,31,33,93.9,6,8,75.0,49,,2015
Kyle Federico,kyle-federico-1,/cfb/players/kyle-federico-1.html,Rutgers,Big Ten,12,35,38,92.1,12,16,75.0,71,,2015
Sean Nuernberger,sean-nuernberger-1,/cfb/players/sean-nuernberger-1.html,Ohio State,Big Ten,6,17,17,100.0,3,4,75.0,26,,2015
Cole Netten,cole-netten-1,/cfb/players/cole-netten-1.html,Iowa State,Big 12,12,35,36,97.2,14,19,73.7,77,,2015
Garrett Owens,garrett-owens-1,/cfb/players/garrett-owens-1.html,Oregon State,Pac-12,12,23,23,100.0,11,15,73.3,56,,2015
Brock Warren,brock-warren-1,/cfb/players/brock-warren-1.html,Utah State,MWC,13,39,41,95.1,8,11,72.7,63,,2015
Chad Hedlund,chad-hedlund-1,/cfb/players/chad-hedlund-1.html,SMU,American,12,43,43,100.0,8,11,72.7,67,,2015
Cole Murphy,cole-murphy-1,/cfb/players/cole-murphy-1.html,Syracuse,ACC,12,37,37,100.0,16,22,72.7,85,,2015
Josiah Yazdani,josiah-yazdani-1,/cfb/players/josiah-yazdani-1.html,Ohio,MAC,13,44,44,100.0,16,22,72.7,92,,2015
Kaleb Patterson,kaleb-patterson-1,/cfb/players/kaleb-patterson-1.html,Miami (OH),MAC,12,22,24,91.7,8,11,72.7,46,,2015
Rigoberto Sanchez,rigoberto-sanchez-1,/cfb/players/rigoberto-sanchez-1.html,Hawaii,MWC,12,23,24,95.8,8,11,72.7,47,,2015
Wyatt Bryan,wyatt-bryan-1,/cfb/players/wyatt-bryan-1.html,Colorado State,MWC,13,43,46,93.5,16,22,72.7,91,,2015
Marshall Morgan,marshall-morgan-1,/cfb/players/marshall-morgan-1.html,Georgia,SEC,13,38,38,100.0,18,25,72.0,92,,2015
Nick Smith,nick-smith-3,/cfb/players/nick-smith-3.html,Marshall,CUSA,13,48,48,100.0,18,25,72.0,102,,2015
Adam Griffith,adam-griffith-1,/cfb/players/adam-griffith-1.html,Alabama,SEC,15,62,62,100.0,23,32,71.9,131,,2015
Austin Taylor,austin-taylor-2,/cfb/players/austin-taylor-2.html,Florida International,CUSA,12,32,36,88.9,10,14,71.4,62,,2015
Elliott Fry,elliot-fry-1,/cfb/players/elliot-fry-1.html,South Carolina,SEC,12,25,25,100.0,20,28,71.4,85,,2015
John Wallace,john-wallace-1,/cfb/players/john-wallace-1.html,Louisville,ACC,13,46,47,97.9,15,21,71.4,91,,2015
Taylor Bertolet,taylor-bertolet-1,/cfb/players/taylor-bertolet-1.html,Texas A&M,SEC,13,38,38,100.0,22,31,71.0,104,,2015
Nicolai Bornand,nicolai-bornand-1,/cfb/players/nicolai-bornand-1.html,Nevada-Las Vegas,MWC,12,43,44,97.7,12,17,70.6,79,,2015
Jameson Vest,jameson-vest-1,/cfb/players/jameson-vest-1.html,Toledo,MAC,12,49,50,98.0,19,27,70.4,106,,2015
Adam Mitcheson,adam-mitcheson-1,/cfb/players/adam-mitcheson-1.html,Buffalo,MAC,12,31,36,86.1,13,19,68.4,70,,2015
Robert Stein,robert-stein-1,/cfb/players/robert-stein-1.html,Akron,MAC,13,36,38,94.7,15,22,68.2,81,,2015
Redford Jones,redford-jones-1,/cfb/players/redford-jones-1.html,Tulsa,American,13,58,60,96.7,17,25,68.0,109,,2015
Aaron Medley,aaron-medley-1,/cfb/players/aaron-medley-1.html,Tennessee,SEC,13,55,55,100.0,21,31,67.7,118,,2015
Brian Eavey,brian-eavey-1,/cfb/players/brian-eavey-1.html,Central Michigan,MAC,13,38,38,100.0,16,24,66.7,86,,2015
Daniel Grochowski,daniel-grochowski-1,/cfb/players/daniel-grochowski-1.html,Army,Ind,12,31,31,100.0,6,9,66.7,49,,2015
Greg Joseph,greg-joseph-2,/cfb/players/greg-joseph-2.html,Florida Atlantic,CUSA,12,28,28,100.0,18,27,66.7,82,,2015
Jack Mitchell,jack-mitchell-2,/cfb/players/jack-mitchell-2.html,Northwestern,Big Ten,13,25,28,89.3,18,27,66.7,79,,2015
Jorge Powell,jorge-powell-1,/cfb/players/jorge-powell-1.html,Florida,SEC,4,10,11,90.9,2,3,66.7,16,,2015
Logan Laurent,logan-laurent-1,/cfb/players/logan-laurent-1.html,Massachusetts,MAC,12,25,25,100.0,8,12,66.7,49,,2015
Michael Barden,michael-barden-1,/cfb/players/michael-barden-1.html,Texas Tech,Big 12,8,19,19,100.0,2,3,66.7,25,,2015
Mike Knoll,mike-knoll-2,/cfb/players/mike-knoll-2.html,Boston College,ACC,4,9,9,100.0,2,3,66.7,15,,2015
Rafael Gaglianone,rafael-gaglianone-1,/cfb/players/rafael-gaglianone-1.html,Wisconsin,Big Ten,13,40,40,100.0,18,27,66.7,94,,2015
Chris Blewitt,chris-blewitt-1,/cfb/players/chris-blewitt-1.html,Pitt,ACC,13,42,43,97.7,15,23,65.2,87,,2015
Emilio Nadelman,emilio-nadelman-1,/cfb/players/emilio-nadelman-1.html,South Florida,American,13,53,54,98.1,15,23,65.2,98,,2015
Dylan Mulder,dylan-mulder-1,/cfb/players/dylan-mulder-1.html,Eastern Michigan,MAC,12,36,36,100.0,11,17,64.7,69,,2015
Craig Ford,craig-ford-1,/cfb/players/craig-ford-1.html,Louisiana-Monroe,Sun Belt,13,33,33,100.0,9,14,64.3,60,,2015
Trevor Moore,trevor-moore-1,/cfb/players/trevor-moore-1.html,North Texas,CUSA,12,21,21,100.0,9,14,64.3,48,,2015
Taylor Zalewski,taylor-zalewski-1,/cfb/players/taylor-zalewski-1.html,Illinois,Big Ten,12,31,31,100.0,16,25,64.0,79,,2015
Harrison Butker,harrison-butker-1,/cfb/players/harrison-butker-1.html,Georgia Tech,ACC,12,44,44,100.0,7,11,63.6,65,,2015
Jack Willoughby,jack-willoughby-1,/cfb/players/jack-willoughby-1.html,Ohio State,Big Ten,13,45,45,100.0,7,11,63.6,66,,2015
Shane Hynes,shane-hynes-1,/cfb/players/shane-hynes-1.html,Kent State,MAC,10,13,13,100.0,7,11,63.6,34,,2015
Michael Geiger,michael-geiger-1,/cfb/players/michael-geiger-1.html,Michigan State,Big Ten,13,51,53,96.2,12,19,63.2,87,,2015
Tommy Openshaw,tommy-openshaw-1,/cfb/players/tommy-openshaw-1.html,Vanderbilt,SEC,12,14,14,100.0,12,19,63.2,50,,2015
Wil Lutz,wil-lutz-1,/cfb/players/wil-lutz-1.html,Georgia State,Sun Belt,13,42,43,97.7,12,19,63.2,78,,2015
Zack Rogers,zach-rogers-3,/cfb/players/zach-rogers-3.html,New Mexico,MWC,13,27,27,100.0,5,8,62.5,42,,2015
Diego Gonzalez,diego-gonzalez-2,/cfb/players/diego-gonzalez-2.html,Colorado,Pac-12,13,35,35,100.0,18,29,62.1,89,,2015
Chris Callahan,chris-callahan-3,/cfb/players/chris-callahan-3.html,Baylor,Big 12,13,83,83,100.0,8,13,61.5,107,,2015
Hayden Tobola,hayden-tobola-1,/cfb/players/hayden-tobola-1.html,Rice,CUSA,11,28,28,100.0,8,13,61.5,52,,2015
Mike Weaver,mike-weaver-1,/cfb/players/mike-weaver-1.html,Wake Forest,ACC,12,24,25,96.0,11,18,61.1,57,,2015
Adam Greene,adam-greene-1,/cfb/players/adam-greene-1.html,Maryland,Big Ten,4,11,11,100.0,3,5,60.0,20,,2015
Cole Hedlund,cole-hedlund-1,/cfb/players/cole-hedlund-1.html,Arkansas,SEC,13,58,58,100.0,9,15,60.0,85,,2015
Drew Oehrle,drew-oehrle-1,/cfb/players/drew-oehrle-1.html,Air Force,MWC,8,18,20,90.0,3,5,60.0,27,,2015
Austin Lopez,austin-lopez-1,/cfb/players/austin-lopez-1.html,San Jose State,MWC,12,36,38,94.7,10,17,58.8,66,,2015
Daniel Portillo,daniel-portillo-1,/cfb/players/daniel-portillo-1.html,UTSA,CUSA,12,27,32,84.4,10,17,58.8,57,,2015
Parker Davidson,parker-davidson-1,/cfb/players/parker-davidson-1.html,New Mexico State,Sun Belt,12,37,43,86.0,10,17,58.8,67,,2015
Nick Bartolotta,nick-bartolotta-1,/cfb/players/nick-bartolotta-1.html,Kansas,Big 12,9,17,18,94.4,4,7,57.1,29,,2015
Kyle Bullard,kyle-bullard-1,/cfb/players/kyle-bullard-1.html,Houston,American,4,23,23,100.0,5,9,55.6,38,,2015
Lumi Kaba,lumi-kaba-1,/cfb/players/lumi-kaba-1.html,Texas State,Sun Belt,12,26,27,96.3,10,18,55.6,56,,2015
Stevie Artigue,stevie-artigue-1,/cfb/players/stevie-artigue-1.html,Louisiana,Sun Belt,11,26,28,92.9,8,15,53.3,50,,2015
Tyler Tate,tyler-tate-1,/cfb/players/tyler-tate-1.html,Bowling Green,MAC,14,75,81,92.6,8,15,53.3,99,,2015
Blake Brewer,blake-brewer-1,/cfb/players/blake-brewer-1.html,Charlotte,CUSA,12,24,24,100.0,14,27,51.9,66,,2015
Alex Howell,alex-howell-1,/cfb/players/alex-howell-1.html,Boston College,ACC,12,8,8,100.0,1,2,50.0,11,,2015
Bryce Crawford,bryce-crawford-1,/cfb/players/bryce-crawford-1.html,San Jose State,MWC,5,6,7,85.7,1,2,50.0,9,,2015
Colton Lichtenberg,colton-lichtenberg-1,/cfb/players/colton-lichtenberg-1.html,Boston College,ACC,9,6,6,100.0,3,6,50.0,15,,2015
Jack Fox,jack-fox-1,/cfb/players/jack-fox-1.html,Rice,CUSA,12,12,12,100.0,1,2,50.0,15,,2015
Jake Thompson,jake-thompson-1,/cfb/players/jake-thompson-1.html,Utah State,MWC,12,7,8,87.5,3,6,50.0,16,,2015
Jimmy Camacho,jimmy-camacho-1,/cfb/players/jimmy-camacho-1.html,Fresno State,MWC,3,0,0,,2,4,50.0,6,,2015
Kyle Bambard,kyle-bambard-1,/cfb/players/kyle-bambard-1.html,North Carolina State,ACC,13,54,56,96.4,7,14,50.0,75,,2015
Matthew Wyman,matthew-wyman-1,/cfb/players/matthew-wyman-1.html,Kansas,Big 12,12,4,5,80.0,2,4,50.0,10,,2015
Ryan Kay,ryan-kay-1,/cfb/players/ryan-kay-1.html,Troy,Sun Belt,12,0,0,,1,2,50.0,3,,2015
Paul Griggs,paul-griggs-1,/cfb/players/paul-griggs-1.html,Purdue,Big Ten,12,38,40,95.0,5,11,45.5,53,,2015
Jason Sanders,jason-sanders-1,/cfb/players/jason-sanders-1.html,New Mexico,MWC,13,22,22,100.0,3,7,42.9,31,,2015
Parker Shaunfield,parker-shaunfield-1,/cfb/players/parker-shaunfield-1.html,Southern Mississippi,CUSA,6,22,22,100.0,2,5,40.0,28,,2015
Austin Hardin,austin-hardin-1,/cfb/players/austin-hardin-1.html,Florida,SEC,10,24,27,88.9,5,14,35.7,39,,2015
Drew White,drew-white-2,/cfb/players/drew-white-2.html,Arkansas State,Sun Belt,7,19,20,95.0,1,3,33.3,22,,2015
Ricky Segers,ricky-segers-1,/cfb/players/ricky-segers-1.html,Old Dominion,CUSA,7,5,5,100.0,1,3,33.3,8,,2015
Tristan Bailey,tristan-bailey-1,/cfb/players/tristan-bailey-1.html,Wyoming,MWC,12,28,31,90.3,2,8,25.0,34,,2015
Amoreto Curraj,amoreto-curraj-1,/cfb/players/amoreto-curraj-1.html,Marshall,CUSA,13,1,1,100.0,0,2,0.0,1,,2015
Braxton Davis,braxton-davis-1,/cfb/players/braxton-davis-1.html,Colorado State,MWC,13,0,0,,0,1,0.0,0,,2015
Collin Barber,collin-barber-2,/cfb/players/collin-barber-2.html,Georgia,SEC,11,0,0,,0,1,0.0,0,,2015
Connor Torruella,connor-torruella-1,/cfb/players/connor-torruella-1.html,East Carolina,American,2,4,4,100.0,0,1,0.0,4,,2015
Devon Bell,devon-bell-1,/cfb/players/devon-bell-1.html,Mississippi State,SEC,13,2,2,100.0,0,1,0.0,2,,2015
JK Scott,jk-scott-3,/cfb/players/jk-scott-3.html,Alabama,SEC,15,1,1,100.0,0,1,0.0,1,,2015
Matt Hockett,matt-hockett-1,/cfb/players/matt-hockett-1.html,Oklahoma State,Big 12,2,1,1,100.0,0,1,0.0,1,,2015
Michael Santamaria,michael-santamaria-1,/cfb/players/michael-santamaria-1.html,Virginia Tech,ACC,2,3,3,100.0,0,1,0.0,3,,2015
Michael Tarbutt,michael-tarbutt-1,/cfb/players/michael-tarbutt-1.html,Connecticut,American,6,0,0,,0,1,0.0,0,,2015
Patrick Beless,patrick-beless-1,/cfb/players/patrick-beless-1.html,Georgia,SEC,2,2,2,100.0,0,1,0.0,2,,2015
Spencer Evans,spencer-evans-1,/cfb/players/spencer-evans-1.html,Baylor,Big 12,13,0,0,,0,1,0.0,0,,2015
Trevor Simms,trevor-simms-1,/cfb/players/trevor-simms-1.html,Tulane,American,12,0,0,,0,2,0.0,0,,2015
Tristan Vizcaino,tristan-vizcaino-1,/cfb/players/tristan-vizcaino-1.html,Washington,Pac-12,13,1,1,100.0,0,1,0.0,1,,2015
Victor Falcon,victor-falcon-1,/cfb/players/victor-falcon-1.html,UTSA,CUSA,4,2,2,100.0,0,1,0.0,2,,2015
Aaron Novoa,aaron-novoa-1,/cfb/players/aaron-novoa-1.html,Hawaii,MWC,1,4,4,100.0,0,0,,4,,2015
Alex Spence,alex-spence-1,/cfb/players/alex-spence-1.html,Clemson,ACC,2,1,1,100.0,0,0,,1,,2015
Andy Pappanastos,andy-pappanastos-1,/cfb/players/andy-pappanastos-1.html,Ole Miss,SEC,3,3,3,100.0,0,0,,3,,2015
April Goss,april-goss-1,/cfb/players/april-goss-1.html,Kent State,MAC,1,1,1,100.0,0,0,,1,,2015
Arthur Omilian,arthur-omilian-1,/cfb/players/arthur-omilian-1.html,Northwestern,Big Ten,1,1,1,100.0,0,0,,1,,2015
Chris Francis,chris-francis-2,/cfb/players/chris-francis-2.html,Iowa State,Big 12,6,1,1,100.0,0,0,,1,,2015
Chris Graham,chris-graham-1,/cfb/players/chris-graham-1.html,Colorado,Pac-12,13,1,1,100.0,0,0,,1,,2015
Daniel LaCamera,daniel-lacamera-1,/cfb/players/daniel-lacamera-1.html,Texas A&M,SEC,1,3,3,100.0,0,0,,3,,2015
David Reisner,david-reisner-1,/cfb/players/david-reisner-1.html,Illinois,Big Ten,3,1,1,100.0,0,0,,1,,2015
Donald Delahaye,donald-delahaye-1,/cfb/players/donald-delahaye-1.html,UCF,American,10,1,1,100.0,0,0,,1,,2015
Freeman Jones,freeman-jones-1,/cfb/players/freeman-jones-1.html,North Carolina,ACC,2,1,1,100.0,0,0,,1,,2015
George Bullock,george-bullock-1,/cfb/players/george-bullock-1.html,Tennessee,SEC,1,1,1,100.0,0,0,,1,,2015
Hayden Lekacz,hayden-lekacz-1,/cfb/players/hayden-lekacz-1.html,Vanderbilt,SEC,12,4,4,100.0,0,0,,4,,2015
Jack Russell,jack-russell-1,/cfb/players/jack-russell-1.html,Wisconsin,Big Ten,9,2,2,100.0,0,0,,2,,2015
Jackson Maples,jackson-maples-1,/cfb/players/jackson-maples-1.html,North Carolina State,ACC,13,1,1,100.0,0,0,,1,,2015
Jake Wilhelm,jake-wilhelm-1,/cfb/players/jake-wilhelm-1.html,Boston College,ACC,1,1,1,100.0,0,0,,1,,2015
Jonathan Song,jonathan-song-1,/cfb/players/jonathan-song-1.html,Texas Christian,Big 12,1,1,1,100.0,0,0,,1,,2015
Josh Pollack,josh-pollack-1,/cfb/players/josh-pollack-1.html,Arizona,Pac-12,3,1,1,100.0,0,0,,1,,2015
Logan Piper,logan-piper-1,/cfb/players/logan-piper-1.html,Houston,American,14,1,1,100.0,0,0,,1,,2015
Luke Ferguson,luke-ferguson-1,/cfb/players/luke-ferguson-1.html,Arkansas State,Sun Belt,13,1,1,100.0,0,0,,1,,2015
Mack Leftwich,mack-leftwich-1,/cfb/players/mack-leftwich-1.html,UTEP,CUSA,7,0,1,0.0,0,0,,0,,2015
Matt Boermeester,matt-boermeester-1,/cfb/players/matt-boermeester-1.html,USC,Pac-12,4,4,4,100.0,0,0,,4,,2015
