Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
James Washington,james-washington-5,/cfb/players/james-washington-5.html,Oklahoma State,Big 12,13,74,1549,20.9,13,119.2,3,12,4.0,1,0.9,77,1561,20.3,14,AA,2017
Cedrick Wilson Jr.,cedrick-wilson-2,/cfb/players/cedrick-wilson-2.html,Boise State,MWC,14,83,1511,18.2,7,107.9,9,13,1.4,0,0.9,92,1524,16.6,7,,2017
Anthony Miller,anthony-miller-6,/cfb/players/anthony-miller-6.html,Memphis,American,13,96,1462,15.2,18,112.5,10,25,2.5,0,1.9,106,1487,14.0,18,AA,2017
Keke Coutee,keke-coutee-1,/cfb/players/keke-coutee-1.html,Texas Tech,Big 12,13,93,1429,15.4,10,109.9,5,15,3.0,0,1.2,98,1444,14.7,10,,2017
Michael Gallup,michael-gallup-1,/cfb/players/michael-gallup-1.html,Colorado State,MWC,13,100,1413,14.1,7,108.7,0,0,,0,0.0,100,1413,14.1,7,AA,2017
Anthony Johnson,anthony-johnson-13,/cfb/players/anthony-johnson-13.html,Buffalo,MAC,12,76,1356,17.8,14,113.0,4,-5,-1.3,0,-0.4,80,1351,16.9,14,,2017
Steve Ishmael,steve-ishmael-1,/cfb/players/steve-ishmael-1.html,Syracuse,ACC,12,105,1347,12.8,7,112.3,0,0,,0,0.0,105,1347,12.8,7,,2017
Diontae Johnson,diontae-johnson-1,/cfb/players/diontae-johnson-1.html,Toledo,MAC,14,74,1278,17.3,13,91.3,2,9,4.5,0,0.6,76,1287,16.9,13,,2017
Jordan Lasley,jordan-lasley-1,/cfb/players/jordan-lasley-1.html,UCLA,Pac-12,9,69,1264,18.3,9,140.4,4,-6,-1.5,0,-0.7,73,1258,17.2,9,,2017
A.J. Brown,aj-brown-3,/cfb/players/aj-brown-3.html,Ole Miss,SEC,12,75,1252,16.7,11,104.3,0,0,,0,0.0,75,1252,16.7,11,,2017
Trey Quinn,trey-quinn-1,/cfb/players/trey-quinn-1.html,SMU,American,13,114,1236,10.8,13,95.1,1,0,0.0,0,0.0,115,1236,10.7,13,,2017
Tre'Quan Smith,trequan-smith-1,/cfb/players/trequan-smith-1.html,UCF,American,13,59,1171,19.8,13,90.1,5,23,4.6,1,1.8,64,1194,18.7,14,,2017
Marcell Ateman,marcell-ateman-1,/cfb/players/marcell-ateman-1.html,Oklahoma State,Big 12,13,59,1156,19.6,8,88.9,0,0,,0,0.0,59,1156,19.6,8,,2017
N'Keal Harry,nkeal-harry-1,/cfb/players/nkeal-harry-1.html,Arizona State,Pac-12,13,82,1142,13.9,8,87.8,13,65,5.0,0,5.0,95,1207,12.7,8,,2017
Penny Hart,penny-hart-1,/cfb/players/penny-hart-1.html,Georgia State,Sun Belt,12,74,1121,15.1,8,93.4,6,27,4.5,0,2.3,80,1148,14.4,8,,2017
Deontay Burnett,deontay-burnett-1,/cfb/players/deontay-burnett-1.html,USC,Pac-12,14,86,1114,13.0,9,79.6,2,-2,-1.0,0,-0.1,88,1112,12.6,9,,2017
Korey Robertson,korey-robertson-1,/cfb/players/korey-robertson-1.html,Southern Mississippi,CUSA,13,76,1106,14.6,12,85.1,0,0,,0,0.0,76,1106,14.6,12,,2017
Gary Jennings,gary-jennings-1,/cfb/players/gary-jennings-1.html,West Virginia,Big 12,13,97,1096,11.3,1,84.3,0,0,,0,0.0,97,1096,11.3,1,,2017
Marquise Brown,marquise-brown-1,/cfb/players/marquise-brown-1.html,Oklahoma,Big 12,13,57,1095,19.2,7,84.2,1,0,0.0,0,0.0,58,1095,18.9,7,,2017
Denzel Mims,denzel-mims-1,/cfb/players/denzel-mims-1.html,Baylor,Big 12,12,61,1087,17.8,8,90.6,1,-6,-6.0,0,-0.5,62,1081,17.4,8,,2017
Courtland Sutton,courtland-sutton-1,/cfb/players/courtland-sutton-1.html,SMU,American,13,68,1085,16.0,12,83.5,1,2,2.0,1,0.2,69,1087,15.8,13,,2017
J'Mon Moore,jmon-moore-2,/cfb/players/jmon-moore-2.html,Missouri,SEC,13,65,1082,16.6,10,83.2,0,0,,0,0.0,65,1082,16.6,10,,2017
Jaleel Scott,jaleel-scott-1,/cfb/players/jaleel-scott-1.html,New Mexico State,Sun Belt,13,76,1079,14.2,9,83.0,0,0,,0,0.0,76,1079,14.2,9,,2017
Steven Dunbar,steven-dunbar-1,/cfb/players/steven-dunbar-1.html,Houston,American,12,76,1070,14.1,3,89.2,0,0,,0,0.0,76,1070,14.1,3,,2017
Trevon Brown,trevon-brown-1,/cfb/players/trevon-brown-1.html,East Carolina,American,12,60,1069,17.8,7,89.1,2,16,8.0,0,1.3,62,1085,17.5,7,,2017
D.J. Moore,dj-moore-3,/cfb/players/dj-moore-3.html,Maryland,Big Ten,12,80,1033,12.9,8,86.1,5,61,12.2,1,5.1,85,1094,12.9,9,,2017
Andy Isabella,andy-isabella-1,/cfb/players/andy-isabella-1.html,Massachusetts,Ind,12,65,1020,15.7,10,85.0,14,135,9.6,1,11.3,79,1155,14.6,11,,2017
Kelvin Harmon,kelvin-harmon-1,/cfb/players/kelvin-harmon-1.html,North Carolina State,ACC,13,69,1017,14.7,4,78.2,0,0,,0,0.0,69,1017,14.7,4,,2017
KeeSean Johnson,keesean-johnson-1,/cfb/players/keesean-johnson-1.html,Fresno State,MWC,14,77,1013,13.2,8,72.4,1,0,0.0,0,0.0,78,1013,13.0,8,,2017
Ka'Raun White,karaun-white-1,/cfb/players/karaun-white-1.html,West Virginia,Big 12,13,61,1004,16.5,12,77.2,0,0,,0,0.0,61,1004,16.5,12,,2017
Stanley Morgan Jr.,stanley-morgan-jr-1,/cfb/players/stanley-morgan-jr-1.html,Nebraska,Big Ten,11,61,986,16.2,10,89.6,1,2,2.0,0,0.2,62,988,15.9,10,,2017
Darren Carrington,darren-carrington-1,/cfb/players/darren-carrington-1.html,Utah,Pac-12,12,70,980,14.0,6,81.7,0,0,,0,0.0,70,980,14.0,6,,2017
David Sills,david-sills-1,/cfb/players/david-sills-1.html,West Virginia,Big 12,13,60,980,16.3,18,75.4,0,0,,0,0.0,60,980,16.3,18,,2017
Jaylen Smith,jaylen-smith-1,/cfb/players/jaylen-smith-1.html,Louisville,ACC,10,60,980,16.3,7,98.0,0,0,,0,0.0,60,980,16.3,7,,2017
Calvin Ridley,calvin-ridley-1,/cfb/players/calvin-ridley-1.html,Alabama,SEC,14,63,967,15.3,5,69.1,2,17,8.5,0,1.2,65,984,15.1,5,,2017
Cam Phillips,cam-phillips-1,/cfb/players/cam-phillips-1.html,Virginia Tech,ACC,12,71,964,13.6,7,80.3,1,10,10.0,0,0.8,72,974,13.5,7,,2017
Mark Andrews,mark-andrews-1,/cfb/players/mark-andrews-1.html,Oklahoma,Big 12,14,62,958,15.5,8,68.4,0,0,,0,0.0,62,958,15.5,8,AA,2017
Ty Lee,ty-lee-1,/cfb/players/ty-lee-1.html,Middle Tennessee State,CUSA,13,79,955,12.1,5,73.5,39,109,2.8,1,8.4,118,1064,9.0,6,,2017
Teddy Veal,teddy-veal-1,/cfb/players/teddy-veal-1.html,Louisiana Tech,CUSA,13,74,950,12.8,7,73.1,4,6,1.5,0,0.5,78,956,12.3,7,,2017
Tyre Brady,tyre-brady-1,/cfb/players/tyre-brady-1.html,Marshall,CUSA,11,62,942,15.2,8,85.6,0,0,,0,0.0,62,942,15.2,8,,2017
Allen Lazard,allen-lazard-1,/cfb/players/allen-lazard-1.html,Iowa State,Big 12,13,71,941,13.3,10,72.4,0,0,,0,0.0,71,941,13.3,10,,2017
James Gardner,james-gardner-1,/cfb/players/james-gardner-1.html,Miami (OH),MAC,12,47,927,19.7,11,77.3,0,0,,0,0.0,47,927,19.7,11,,2017
Christian Kirk,christian-kirk-1,/cfb/players/christian-kirk-1.html,Texas A&M,SEC,13,71,919,12.9,10,70.7,4,31,7.8,0,2.4,75,950,12.7,10,,2017
Wyatt Demps,wyatt-demps-1,/cfb/players/wyatt-demps-1.html,Nevada,MWC,12,67,908,13.6,11,75.7,0,0,,0,0.0,67,908,13.6,11,,2017
Ervin Philips,ervin-phillips-1,/cfb/players/ervin-phillips-1.html,Syracuse,ACC,12,89,904,10.2,4,75.3,11,76,6.9,1,6.3,100,980,9.8,5,,2017
Olamide Zaccheaus,olamide-zaccheaus-1,/cfb/players/olamide-zaccheaus-1.html,Virginia,ACC,13,85,895,10.5,5,68.8,27,182,6.7,1,14.0,112,1077,9.6,6,,2017
Linell Bonner,linell-bonner-1,/cfb/players/linell-bonner-1.html,Houston,American,11,80,889,11.1,5,80.8,1,-2,-2.0,0,-0.2,81,887,11.0,5,,2017
Thomas Owens,thomas-owens-1,/cfb/players/thomas-owens-1.html,Florida International,CUSA,9,59,887,15.0,6,98.6,1,-1,-1.0,0,-0.1,60,886,14.8,6,,2017
Davon Grayson,davon-grayson-1,/cfb/players/davon-grayson-1.html,East Carolina,American,11,59,886,15.0,6,80.5,6,40,6.7,0,3.6,65,926,14.2,6,,2017
Marquez Valdes-Scantling,marquez-valdes-scantling-1,/cfb/players/marquez-valdes-scantling-1.html,South Florida,American,12,53,879,16.6,6,73.3,8,108,13.5,1,9.0,61,987,16.2,7,,2017
Sergio Bailey,sergio-bailey-1,/cfb/players/sergio-bailey-1.html,Eastern Michigan,MAC,12,54,878,16.3,9,73.2,2,25,12.5,0,2.1,56,903,16.1,9,,2017
Mark Chapman,mark-chapman-2,/cfb/players/mark-chapman-2.html,Central Michigan,MAC,13,59,875,14.8,5,67.3,2,17,8.5,0,1.3,61,892,14.6,5,,2017
D.J. Chark,dj-chark-1,/cfb/players/dj-chark-1.html,LSU,SEC,13,40,874,21.9,3,67.2,12,63,5.3,1,4.8,52,937,18.0,4,,2017
Vic Wharton,vic-wharton-1,/cfb/players/vic-wharton-1.html,California,Pac-12,12,67,871,13.0,5,72.6,1,-5,-5.0,0,-0.4,68,866,12.7,5,,2017
DaeSean Hamilton,daesean-hamilton-1,/cfb/players/daesean-hamilton-1.html,Penn State,Big Ten,13,53,857,16.2,9,65.9,1,2,2.0,0,0.2,54,859,15.9,9,,2017
Alfonso Onunwor,alfonso-onunwor-1,/cfb/players/alfonso-onunwor-1.html,Idaho,Sun Belt,11,64,856,13.4,8,77.8,0,0,,0,0.0,64,856,13.4,8,,2017
Simmie Cobbs,simmie-cobbs-1,/cfb/players/simmie-cobbs-1.html,Indiana,Big Ten,12,72,841,11.7,8,70.1,0,0,,1,0.0,72,841,11.7,9,,2017
Steven Sims Jr.,steven-sims-jr-1,/cfb/players/steven-sims-jr-1.html,Kansas,Big 12,12,59,839,14.2,6,69.9,5,5,1.0,0,0.4,64,844,13.2,6,,2017
Tavares Martin Jr.,tavares-martin-jr-1,/cfb/players/tavares-martin-jr-1.html,Washington State,Pac-12,11,70,831,11.9,9,75.5,0,0,,0,0.0,70,831,11.9,9,,2017
JD Spielman,jd-spielman-1,/cfb/players/jd-spielman-1.html,Nebraska,Big Ten,11,55,830,15.1,2,75.5,10,73,7.3,0,6.6,65,903,13.9,2,,2017
Justin Hobbs,justin-hobbs-1,/cfb/players/justin-hobbs-1.html,Tulsa,American,12,55,830,15.1,3,69.2,0,0,,0,0.0,55,830,15.1,3,,2017
Marcus Green,marcus-green-6,/cfb/players/marcus-green-6.html,Louisiana-Monroe,Sun Belt,12,54,829,15.4,5,69.1,14,175,12.5,0,14.6,68,1004,14.8,5,,2017
Michael Lawrence,michael-lawrence-1,/cfb/players/michael-lawrence-1.html,North Texas,CUSA,14,62,819,13.2,4,58.5,0,0,,0,0.0,62,819,13.2,4,,2017
Emanuel Hall,emanuel-hall-1,/cfb/players/emanuel-hall-1.html,Missouri,SEC,12,33,817,24.8,8,68.1,0,0,,0,0.0,33,817,24.8,8,,2017
Dylan Cantrell,dylan-cantrell-1,/cfb/players/dylan-cantrell-1.html,Texas Tech,Big 12,13,71,816,11.5,7,62.8,1,3,3.0,1,0.2,72,819,11.4,8,,2017
James Proche,james-proche-1,/cfb/players/james-proche-1.html,SMU,American,13,40,816,20.4,6,62.8,0,0,,0,0.0,40,816,20.4,6,,2017
Ryan Davis,ryan-davis-5,/cfb/players/ryan-davis-5.html,Auburn,SEC,14,84,815,9.7,5,58.2,0,0,,0,0.0,84,815,9.7,5,,2017
Tyler Vaughns,tyler-vaughns-1,/cfb/players/tyler-vaughns-1.html,USC,Pac-12,14,57,809,14.2,5,57.8,0,0,,0,0.0,57,809,14.2,5,,2017
CeeDee Lamb,ceedee-lamb-1,/cfb/players/ceedee-lamb-1.html,Oklahoma,Big 12,14,46,807,17.5,7,57.6,0,0,,0,0.0,46,807,17.5,7,,2017
Justin Hall,justin-hall-3,/cfb/players/justin-hall-3.html,Ball State,MAC,12,78,801,10.3,3,66.8,11,59,5.4,0,4.9,89,860,9.7,3,,2017
Justin McInnis,justin-mcinnis-1,/cfb/players/justin-mcinnis-1.html,Arkansas State,Sun Belt,12,49,800,16.3,4,66.7,1,3,3.0,0,0.3,50,803,16.1,4,,2017
T.J. Rahming,tj-rahming-1,/cfb/players/tj-rahming-1.html,Duke,ACC,13,65,795,12.2,2,61.2,4,3,0.8,0,0.2,69,798,11.6,2,,2017
Bryan Edwards,bryan-edwards-1,/cfb/players/bryan-edwards-1.html,South Carolina,SEC,13,64,793,12.4,5,61.0,4,19,4.8,0,1.5,68,812,11.9,5,,2017
Malcolm Williams,malcolm-williams-4,/cfb/players/malcolm-williams-4.html,Coastal Carolina,Sun Belt,12,43,793,18.4,7,66.1,14,73,5.2,0,6.1,57,866,15.2,7,,2017
Kanawai Noa,kanawai-noa-1,/cfb/players/kanawai-noa-1.html,California,Pac-12,11,56,788,14.1,4,71.6,0,0,,0,0.0,56,788,14.1,4,,2017
JJ Arcega-Whiteside,jj-arcega-whiteside-1,/cfb/players/jj-arcega-whiteside-1.html,Stanford,Pac-12,12,48,781,16.3,9,65.1,0,0,,0,0.0,48,781,16.3,9,,2017
McLane Mannix,mclane-mannix-1,/cfb/players/mclane-mannix-1.html,Nevada,MWC,12,57,778,13.6,6,64.8,2,3,1.5,0,0.3,59,781,13.2,6,,2017
Felton Davis III,felton-davis-iii-1,/cfb/players/felton-davis-iii-1.html,Michigan State,Big Ten,13,55,776,14.1,9,59.7,1,16,16.0,0,1.2,56,792,14.1,9,,2017
Jalen Guyton,jalen-guyton-1,/cfb/players/jalen-guyton-1.html,North Texas,CUSA,13,49,775,15.8,9,59.6,3,12,4.0,0,0.9,52,787,15.1,9,,2017
Darren Andrews,darren-andrews-1,/cfb/players/darren-andrews-1.html,UCLA,Pac-12,9,60,774,12.9,10,86.0,4,49,12.3,0,5.4,64,823,12.9,10,,2017
Collin Johnson,collin-johnson-2,/cfb/players/collin-johnson-2.html,Texas,Big 12,13,54,765,14.2,2,58.8,0,-7,,0,-0.5,54,758,14.0,2,,2017
Adam Breneman,adam-breneman-1,/cfb/players/adam-breneman-1.html,Massachusetts,Ind,11,64,764,11.9,4,69.5,0,0,,0,0.0,64,764,11.9,4,,2017
Kyle Williams,kyle-williams-8,/cfb/players/kyle-williams-8.html,Arizona State,Pac-12,13,66,763,11.6,7,58.7,10,86,8.6,0,6.6,76,849,11.2,7,,2017
Jamarius Way,jamarius-way-1,/cfb/players/jamarius-way-1.html,South Alabama,Sun Belt,12,47,762,16.2,3,63.5,6,37,6.2,0,3.1,53,799,15.1,3,,2017
Dante Pettis,dante-pettis-1,/cfb/players/dante-pettis-1.html,Washington,Pac-12,13,63,761,12.1,7,58.5,3,50,16.7,0,3.8,66,811,12.3,7,AA,2017
Elijah King,elijah-king-1,/cfb/players/elijah-king-1.html,Texas State,Sun Belt,12,52,750,14.4,3,62.5,1,6,6.0,0,0.5,53,756,14.3,3,,2017
Adonis Jennings,adonis-jennings-1,/cfb/players/adonis-jennings-1.html,Temple,American,13,42,742,17.7,7,57.1,2,22,11.0,0,1.7,44,764,17.4,7,,2017
Deon Cain,deon-cain-1,/cfb/players/deon-cain-1.html,Clemson,ACC,14,58,734,12.7,6,52.4,0,0,,0,0.0,58,734,12.7,6,,2017
Ike Lewis,ike-lewis-2,/cfb/players/ike-lewis-2.html,Appalachian State,Sun Belt,13,51,733,14.4,8,56.4,3,31,10.3,0,2.4,54,764,14.1,8,,2017
Terren Encalade,terren-encalade-1,/cfb/players/terren-encalade-1.html,Tulane,American,12,39,730,18.7,4,60.8,4,91,22.8,1,7.6,43,821,19.1,5,,2017
Trent Sherfield,trent-sherfield-1,/cfb/players/trent-sherfield-1.html,Vanderbilt,SEC,12,50,729,14.6,5,60.8,8,92,11.5,1,7.7,58,821,14.2,6,,2017
Jakobi Meyers,jakobi-meyers-1,/cfb/players/jakobi-meyers-1.html,North Carolina State,ACC,12,63,727,11.5,5,60.6,5,-5,-1.0,0,-0.4,68,722,10.6,5,,2017
Kwadarrius Smith,kwadarrius-smith-1,/cfb/players/kwadarrius-smith-1.html,Akron,MAC,14,34,726,21.4,7,51.9,0,0,,0,0.0,34,726,21.4,7,,2017
Byron Pringle,byron-pringle-1,/cfb/players/byron-pringle-1.html,Kansas State,Big 12,12,30,724,24.1,6,60.3,1,15,15.0,0,1.3,31,739,23.8,6,,2017
Johnathon Johnson,johnathon-johnson-2,/cfb/players/johnathon-johnson-2.html,Missouri,SEC,13,41,724,17.7,6,55.7,1,0,0.0,0,0.0,42,724,17.2,6,,2017
Greg Dortch,greg-dortch-1,/cfb/players/greg-dortch-1.html,Wake Forest,ACC,8,53,722,13.6,9,90.3,7,9,1.3,0,1.1,60,731,12.2,9,,2017
Scott Miller,scott-miller-3,/cfb/players/scott-miller-3.html,Bowling Green,MAC,12,63,722,11.5,4,60.2,2,22,11.0,0,1.8,65,744,11.4,4,,2017
Javon Wims,javon-wims-1,/cfb/players/javon-wims-1.html,Georgia,SEC,15,45,720,16.0,7,48.0,0,0,,0,0.0,45,720,16.0,7,,2017
Scotty Washington,scotty-washington-1,/cfb/players/scotty-washington-1.html,Wake Forest,ACC,13,45,711,15.8,3,54.7,0,0,,0,0.0,45,711,15.8,3,,2017
Nacarius Fant,nacarius-fant-1,/cfb/players/nacarius-fant-1.html,Western Kentucky,CUSA,13,74,704,9.5,4,54.2,1,-21,-21.0,0,-1.6,75,683,9.1,4,,2017
RJ Turner,rj-turner-1,/cfb/players/rj-turner-1.html,Louisiana-Monroe,Sun Belt,11,40,704,17.6,6,64.0,1,9,9.0,0,0.8,41,713,17.4,6,,2017
Juwan Johnson,juwan-johnson-1,/cfb/players/juwan-johnson-1.html,Penn State,Big Ten,13,54,701,13.0,1,53.9,0,0,,0,0.0,54,701,13.0,1,,2017
Dez Fitzpatrick,dez-fitzpatrick-1,/cfb/players/dez-fitzpatrick-1.html,Louisville,ACC,13,45,699,15.5,9,53.8,0,0,,0,0.0,45,699,15.5,9,,2017
DaMarkus Lodge,damarkus-lodge-1,/cfb/players/damarkus-lodge-1.html,Ole Miss,SEC,12,41,698,17.0,7,58.2,0,0,,0,0.0,41,698,17.0,7,,2017
Jester Weah,jester-weah-1,/cfb/players/jester-weah-1.html,Pitt,ACC,12,41,698,17.0,4,58.2,0,2,,0,0.2,41,700,17.1,4,,2017
Chris Murray,chris-murray-2,/cfb/players/chris-murray-2.html,Arkansas State,Sun Belt,12,50,697,13.9,9,58.1,3,3,1.0,0,0.3,53,700,13.2,9,,2017
Hakeem Butler,hakeem-butler-1,/cfb/players/hakeem-butler-1.html,Iowa State,Big 12,13,41,697,17.0,7,53.6,0,0,,0,0.0,41,697,17.0,7,,2017
Dredrick Snelson,dredrick-snelson-1,/cfb/players/dredrick-snelson-1.html,UCF,American,13,46,695,15.1,8,53.5,2,11,5.5,1,0.8,48,706,14.7,9,,2017
