Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Damion Ratley,damion-ratley-1,/cfb/players/damion-ratley-1.html,Texas A&M,SEC,13,30,694,23.1,6,53.4,0,0,,0,0.0,30,694,23.1,6,,2017
Bryce Bobo,bryce-bobo-1,/cfb/players/bryce-bobo-1.html,Colorado,Pac-12,12,62,693,11.2,5,57.8,1,9,9.0,0,0.8,63,702,11.1,5,,2017
Andre Levrone,andre-levrone-1,/cfb/players/andre-levrone-1.html,Virginia,ACC,13,34,689,20.3,7,53.0,0,0,,0,0.0,34,689,20.3,7,,2017
Jon'Vea Johnson,jonvea-johnson-1,/cfb/players/jonvea-johnson-1.html,Toledo,MAC,14,42,689,16.4,5,49.2,0,0,,0,0.0,42,689,16.4,5,,2017
Anthony Mahoungou,anthony-mahoungou-1,/cfb/players/anthony-mahoungou-1.html,Purdue,Big Ten,13,40,688,17.2,8,52.9,0,0,,0,0.0,40,688,17.2,8,,2017
Deon Yelder,deon-yelder-1,/cfb/players/deon-yelder-1.html,Western Kentucky,CUSA,12,52,688,13.2,7,57.3,2,15,7.5,1,1.3,54,703,13.0,8,,2017
Tyree McCants,tyree-mccants-1,/cfb/players/tyree-mccants-1.html,South Florida,American,12,36,686,19.1,7,57.2,1,30,30.0,0,2.5,37,716,19.4,7,,2017
Tabari Hines,tabari-hines-1,/cfb/players/tabari-hines-1.html,Wake Forest,ACC,13,53,683,12.9,7,52.5,2,-6,-3.0,0,-0.5,55,677,12.3,7,,2017
Braxton Berrios,braxton-berrios-1,/cfb/players/braxton-berrios-1.html,Miami (FL),ACC,13,55,679,12.3,9,52.2,0,0,,0,0.0,55,679,12.3,9,,2017
Andre Wilson,andre-wilson-1,/cfb/players/andre-wilson-1.html,UAB,CUSA,13,54,677,12.5,6,52.1,3,27,9.0,0,2.1,57,704,12.4,6,,2017
Rico Bussey Jr.,rico-bussey-jr-1,/cfb/players/rico-bussey-jr-1.html,North Texas,CUSA,13,47,677,14.4,7,52.1,0,0,,0,0.0,47,677,14.4,7,,2017
Tyler Johnson,tyler-johnson-6,/cfb/players/tyler-johnson-6.html,Minnesota,Big Ten,10,35,677,19.3,7,67.7,0,0,,0,0.0,35,677,19.3,7,,2017
Kahlil Lewis,kahlil-lewis-1,/cfb/players/kahlil-lewis-1.html,Cincinnati,American,12,61,676,11.1,7,56.3,2,33,16.5,0,2.8,63,709,11.3,7,,2017
Ryheem Malone,ryheem-malone-1,/cfb/players/ryheem-malone-1.html,Louisiana,Sun Belt,11,44,676,15.4,4,61.5,4,57,14.3,0,5.2,48,733,15.3,4,,2017
Keith Kirkwood,keith-kirkwood-1,/cfb/players/keith-kirkwood-1.html,Temple,American,13,45,671,14.9,7,51.6,0,0,,0,0.0,45,671,14.9,7,,2017
Corey Willis,corey-willis-1,/cfb/players/corey-willis-1.html,Central Michigan,MAC,10,45,669,14.9,9,66.9,0,0,,0,0.0,45,669,14.9,9,,2017
Isaiah Wright,isaiah-wright-1,/cfb/players/isaiah-wright-1.html,Temple,American,13,46,668,14.5,4,51.4,25,188,7.5,1,14.5,71,856,12.1,5,,2017
John Ursua,john-ursua-1,/cfb/players/john-ursua-1.html,Hawaii,MWC,6,47,667,14.2,5,111.2,0,0,,0,0.0,47,667,14.2,5,,2017
Marcus Simms,marcus-simms-1,/cfb/players/marcus-simms-1.html,West Virginia,Big 12,12,35,663,18.9,5,55.3,1,-1,-1.0,0,-0.1,36,662,18.4,5,,2017
Willie Wright,willie-wright-4,/cfb/players/willie-wright-4.html,Florida Atlantic,CUSA,14,56,657,11.7,6,46.9,19,139,7.3,1,9.9,75,796,10.6,7,,2017
Doni Dowling,doni-dowling-1,/cfb/players/doni-dowling-1.html,Virginia,ACC,13,50,647,12.9,5,49.8,0,0,,0,0.0,50,647,12.9,5,,2017
D.K. Metcalf,dk-metcalf-1,/cfb/players/dk-metcalf-1.html,Ole Miss,SEC,12,39,646,16.6,7,53.8,0,0,,0,0.0,39,646,16.6,7,,2017
Jalen McCleskey,jalen-mccleskey-1,/cfb/players/jalen-mccleskey-1.html,Oklahoma State,Big 12,13,50,645,12.9,5,49.6,0,0,,0,0.0,50,645,12.9,5,,2017
Ben Skowronek,ben-skowronek-1,/cfb/players/ben-skowronek-1.html,Northwestern,Big Ten,13,45,644,14.3,5,49.5,0,0,,0,0.0,45,644,14.3,5,,2017
Steven Mitchell,steven-mitchell-1,/cfb/players/steven-mitchell-1.html,USC,Pac-12,12,41,644,15.7,4,53.7,1,10,10.0,0,0.8,42,654,15.6,4,,2017
Darius Slayton,darius-slayton-1,/cfb/players/darius-slayton-1.html,Auburn,SEC,13,29,643,22.2,5,49.5,0,0,,0,0.0,29,643,22.2,5,,2017
Seth Dawkins,seth-dawkins-1,/cfb/players/seth-dawkins-1.html,Louisville,ACC,12,42,642,15.3,4,53.5,0,0,,0,0.0,42,642,15.3,4,,2017
Terry Godwin,terry-godwin-1,/cfb/players/terry-godwin-1.html,Georgia,SEC,15,38,639,16.8,6,42.6,0,0,,0,0.0,38,639,16.8,6,,2017
Dylan Collie,dylan-collie-1,/cfb/players/dylan-collie-1.html,Hawaii,MWC,11,56,636,11.4,4,57.8,1,23,23.0,0,2.1,57,659,11.6,4,,2017
Saquon Barkley,saquon-barkley-1,/cfb/players/saquon-barkley-1.html,Penn State,Big Ten,13,54,632,11.7,3,48.6,217,1271,5.9,18,97.8,271,1903,7.0,21,"H-4,AA",2017
Papi White,papi-white-1,/cfb/players/papi-white-1.html,Ohio,MAC,9,36,631,17.5,3,70.1,4,46,11.5,0,5.1,40,677,16.9,3,,2017
Anthony Ratliff-Williams,anthony-ratliff-williams-1,/cfb/players/anthony-ratliff-williams-1.html,North Carolina,ACC,12,35,630,18.0,6,52.5,1,1,1.0,0,0.1,36,631,17.5,6,,2017
Deondre Douglas,deondre-douglas-1,/cfb/players/deondre-douglas-1.html,Troy,Sun Belt,13,48,628,13.1,4,48.3,3,43,14.3,1,3.3,51,671,13.2,5,,2017
Brian Williams,brian-williams-14,/cfb/players/brian-williams-14.html,Louisiana-Monroe,Sun Belt,12,45,626,13.9,4,52.2,1,2,2.0,1,0.2,46,628,13.7,5,,2017
Teo Redding,teo-redding-1,/cfb/players/teo-redding-1.html,Bowling Green,MAC,11,45,624,13.9,8,56.7,0,0,,0,0.0,45,624,13.9,8,,2017
Demornay Pierson-El,demornay-pierson-el-1,/cfb/players/demornay-pierson-el-1.html,Nebraska,Big Ten,12,45,623,13.8,5,51.9,4,32,8.0,0,2.7,49,655,13.4,5,,2017
Shay Fields,shay-fields-1,/cfb/players/shay-fields-1.html,Colorado,Pac-12,12,46,623,13.5,4,51.9,0,0,,0,0.0,46,623,13.5,4,,2017
Turner Smiley,turner-smiley-1,/cfb/players/turner-smiley-1.html,North Texas,CUSA,14,35,623,17.8,5,44.5,0,0,,0,0.0,35,623,17.8,5,,2017
Aaron Cephus,aaron-cephus-1,/cfb/players/aaron-cephus-1.html,Rice,CUSA,10,25,622,24.9,5,62.2,0,0,,0,0.0,25,622,24.9,5,,2017
Damion Willis,damion-willis-1,/cfb/players/damion-willis-1.html,Troy,Sun Belt,13,42,620,14.8,3,47.7,0,0,,0,0.0,42,620,14.8,3,,2017
Kalib Woods,kalib-woods-1,/cfb/players/kalib-woods-1.html,Florida Atlantic,CUSA,8,24,619,25.8,4,77.4,2,22,11.0,0,2.8,26,641,24.7,4,,2017
Blake Mack,blake-mack-1,/cfb/players/blake-mack-1.html,Arkansas State,Sun Belt,12,48,618,12.9,7,51.5,0,0,,0,0.0,48,618,12.9,7,,2017
