Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Papi White,papi-white-1,/cfb/players/papi-white-1.html,Ohio,MAC,12,41,672,16.4,6,56.0,47,206,4.4,3,17.2,88,878,10.0,9,,2016
Jeff Badet,jeff-badet-1,/cfb/players/jeff-badet-1.html,Kentucky,SEC,13,31,670,21.6,4,51.5,1,25,25.0,0,1.9,32,695,21.7,4,,2016
Cole Hikutini,cole-hikutini-1,/cfb/players/cole-hikutini-1.html,Louisville,ACC,13,50,668,13.4,8,51.4,0,0,,0,0.0,50,668,13.4,8,,2016
N'Keal Harry,nkeal-harry-1,/cfb/players/nkeal-harry-1.html,Arizona State,Pac-12,12,58,659,11.4,5,54.9,3,69,23.0,2,5.8,61,728,11.9,7,,2016
Jordan Reid,jordan-reid-1,/cfb/players/jordan-reid-1.html,Ohio,MAC,14,58,655,11.3,6,46.8,0,0,,0,0.0,58,655,11.3,6,,2016
Blake Mack,blake-mack-1,/cfb/players/blake-mack-1.html,Arkansas State,Sun Belt,13,34,652,19.2,3,50.2,0,0,,0,0.0,34,652,19.2,3,,2016
John Ursua,john-ursua-1,/cfb/players/john-ursua-1.html,Hawaii,MWC,14,53,652,12.3,3,46.6,4,8,2.0,1,0.6,57,660,11.6,4,,2016
Thomas Owens,thomas-owens-1,/cfb/players/thomas-owens-1.html,Florida International,CUSA,12,47,652,13.9,7,54.3,1,1,1.0,0,0.1,48,653,13.6,7,,2016
Mason Schreck,mason-schreck-1,/cfb/players/mason-schreck-1.html,Buffalo,MAC,12,59,651,11.0,4,54.3,0,0,,0,0.0,59,651,11.0,4,,2016
Keith Kirkwood,keith-kirkwood-1,/cfb/players/keith-kirkwood-1.html,Temple,American,14,42,648,15.4,4,46.3,2,20,10.0,0,1.4,44,668,15.2,4,,2016
Tim Crawley,tim-crawley-1,/cfb/players/tim-crawley-1.html,San Jose State,MWC,12,55,648,11.8,3,54.0,17,91,5.4,2,7.6,72,739,10.3,5,,2016
Mitchell Paige,mitchell-paige-1,/cfb/players/mitchell-paige-1.html,Indiana,Big Ten,13,58,646,11.1,4,49.7,5,36,7.2,1,2.8,63,682,10.8,5,,2016
Cameron Batson,cameron-batson-1,/cfb/players/cameron-batson-1.html,Texas Tech,Big 12,12,60,644,10.7,8,53.7,2,4,2.0,0,0.3,62,648,10.5,8,,2016
Carrington Thompson,carrington-thompson-1,/cfb/players/carrington-thompson-1.html,Western Michigan,MAC,14,42,637,15.2,6,45.5,0,0,,0,0.0,42,637,15.2,6,,2016
D.J. Moore,dj-moore-3,/cfb/players/dj-moore-3.html,Maryland,Big Ten,13,41,637,15.5,6,49.0,11,55,5.0,0,4.2,52,692,13.3,6,,2016
Jazz Peavy,jazz-peavy-1,/cfb/players/jazz-peavy-1.html,Wisconsin,Big Ten,14,43,635,14.8,5,45.4,21,318,15.1,1,22.7,64,953,14.9,6,,2016
Isaiah McKenzie,isaiah-mckenzie-1,/cfb/players/isaiah-mckenzie-1.html,Georgia,SEC,13,44,633,14.4,7,48.7,19,134,7.1,2,10.3,63,767,12.2,9,,2016
I'Tavius Mathers,itavius-mathers-1,/cfb/players/itavius-mathers-1.html,Middle Tennessee State,CUSA,13,66,633,9.6,3,48.7,232,1561,6.7,17,120.1,298,2194,7.4,20,,2016
Michael Clark,michael-clark-1,/cfb/players/michael-clark-1.html,Marshall,CUSA,12,37,632,17.1,5,52.7,0,0,,0,0.0,37,632,17.1,5,,2016
Byron Pringle,byron-pringle-1,/cfb/players/byron-pringle-1.html,Kansas State,Big 12,13,39,631,16.2,4,48.5,3,12,4.0,0,0.9,42,643,15.3,4,,2016
Jamir Tillman,jamir-tillman-1,/cfb/players/jamir-tillman-1.html,Navy,American,14,40,631,15.8,2,45.1,2,14,7.0,0,1.0,42,645,15.4,2,,2016
Josh Knight,josh-knight-1,/cfb/players/josh-knight-1.html,Marshall,CUSA,12,62,631,10.2,5,52.6,0,0,,0,0.0,62,631,10.2,5,,2016
Aaron Peck,aaron-peck-1,/cfb/players/aaron-peck-1.html,Fresno State,MWC,11,46,630,13.7,3,57.3,0,0,,0,0.0,46,630,13.7,3,,2016
