Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Trayvon Rudolph,trayvon-rudolph-1,/cfb/players/trayvon-rudolph-1.html,Northern Illinois,MAC,14,51,892,17.5,7,63.7,8,113,14.1,1,8.1,59,1005,17.0,8,,2021
Kevin Austin,kevin-austin-2,/cfb/players/kevin-austin-2.html,Notre Dame,Ind,13,48,888,18.5,7,68.3,1,8,8.0,0,0.6,49,896,18.3,7,,2021
Alec Pierce,alec-pierce-2,/cfb/players/alec-pierce-2.html,Cincinnati,American,14,52,884,17.0,7,63.1,0,0,,0,0.0,52,884,17.0,7,,2021
Brock Bowers,brock-bowers-1,/cfb/players/brock-bowers-1.html,Georgia,SEC,15,56,882,15.8,13,58.8,4,56,14.0,1,3.7,60,938,15.6,14,,2021
Corey Gammage,corey-gammage-1,/cfb/players/corey-gammage-1.html,Marshall,CUSA,13,78,878,11.3,2,67.5,0,0,,0,0.0,78,878,11.3,2,,2021
Isaiah Neyor,isaiah-neyor-1,/cfb/players/isaiah-neyor-1.html,Wyoming,MWC,13,44,878,20.0,12,67.5,12,23,1.9,1,1.8,56,901,16.1,13,,2021
Calvin Turner,calvin-turner-2,/cfb/players/calvin-turner-2.html,Hawaii,MWC,13,73,876,12.0,4,67.4,73,316,4.3,8,24.3,146,1192,8.2,12,,2021
Tyler Snead,tyler-snead-1,/cfb/players/tyler-snead-1.html,East Carolina,American,12,67,855,12.8,4,71.3,5,-1,-0.2,0,-0.1,72,854,11.9,4,,2021
Bryce Singleton,bryce-singleton-1,/cfb/players/bryce-singleton-1.html,Florida International,CUSA,11,46,840,18.3,3,76.4,0,0,,0,0.0,46,840,18.3,3,,2021
Michael Mayer,michael-mayer-1,/cfb/players/michael-mayer-1.html,Notre Dame,Ind,12,71,840,11.8,7,70.0,0,0,,0,0.0,71,840,11.8,7,,2021
Brandon Bowling,brandon-bowling-1,/cfb/players/brandon-bowling-1.html,Utah State,MWC,14,56,835,14.9,10,59.6,0,0,,0,0.0,56,835,14.9,10,,2021
Jayson Jackson,jayson-jackson-1,/cfb/players/jayson-jackson-1.html,Ball State,MAC,13,69,829,12.0,5,63.8,10,33,3.3,0,2.5,79,862,10.9,5,,2021
Rakim Jarrett,rakim-jarrett-1,/cfb/players/rakim-jarrett-1.html,Maryland,Big Ten,13,62,829,13.4,5,63.8,4,2,0.5,0,0.2,66,831,12.6,5,,2021
Corey Rucker,corey-rucker-1,/cfb/players/corey-rucker-1.html,Arkansas State,Sun Belt,12,59,826,14.0,9,68.8,2,20,10.0,1,1.7,61,846,13.9,10,,2021
Thomas Hennigan,thomas-hennigan-1,/cfb/players/thomas-hennigan-1.html,Appalachian State,Sun Belt,14,60,823,13.7,6,58.8,0,0,,0,0.0,60,823,13.7,6,,2021
Parker Washington,parker-washington-1,/cfb/players/parker-washington-1.html,Penn State,Big Ten,13,64,820,12.8,4,63.1,2,12,6.0,0,0.9,66,832,12.6,4,,2021
Quian Williams,quian-williams-1,/cfb/players/quian-williams-1.html,Buffalo,MAC,12,63,820,13.0,2,68.3,0,0,,0,0.0,63,820,13.0,2,,2021
Malik Williams,malik-williams-2,/cfb/players/malik-williams-2.html,Appalachian State,Sun Belt,14,52,819,15.8,7,58.5,2,13,6.5,0,0.9,54,832,15.4,7,,2021
Travell Harris,travell-harris-1,/cfb/players/travell-harris-1.html,Washington State,Pac-12,13,76,814,10.7,9,62.6,2,2,1.0,1,0.2,78,816,10.5,10,,2021
Ryan O'Keefe,ryan-okeefe-1,/cfb/players/ryan-okeefe-1.html,UCF,American,13,84,812,9.7,7,62.5,16,274,17.1,1,21.1,100,1086,10.9,8,,2021
Velus Jones Jr.,velus-jones-jr-1,/cfb/players/velus-jones-jr-1.html,Tennessee,SEC,13,62,807,13.0,7,62.1,1,15,15.0,0,1.2,63,822,13.0,7,,2021
Puka Nacua,puka-nacua-1,/cfb/players/puka-nacua-1.html,BYU,Ind,12,43,805,18.7,6,67.1,14,148,10.6,0,12.3,57,953,16.7,6,,2021
Danny Gray,danny-gray-1,/cfb/players/danny-gray-1.html,SMU,American,10,49,803,16.4,9,80.3,3,40,13.3,0,4.0,52,843,16.2,9,,2021
Joshua Cephus,joshua-cephus-1,/cfb/players/joshua-cephus-1.html,UTSA,CUSA,14,71,803,11.3,6,57.4,2,11,5.5,0,0.8,73,814,11.2,6,,2021
Emeka Emezie,emeka-emezie-1,/cfb/players/emeka-emezie-1.html,North Carolina State,ACC,12,60,802,13.4,6,66.8,0,0,,0,0.0,60,802,13.4,6,,2021
Roderic Burns,roderic-burns-1,/cfb/players/roderic-burns-1.html,North Texas,CUSA,13,58,802,13.8,4,61.7,2,18,9.0,0,1.4,60,820,13.7,4,,2021
Jake Bobo,jake-bobo-1,/cfb/players/jake-bobo-1.html,Duke,ACC,12,74,794,10.7,1,66.2,0,0,,0,0.0,74,794,10.7,1,,2021
Derek Wright,derek-wright-2,/cfb/players/derek-wright-2.html,Utah State,MWC,14,48,789,16.4,11,56.4,0,0,,0,0.0,48,789,16.4,11,,2021
Mac Hippenhammer,mac-hippenhammer-1,/cfb/players/mac-hippenhammer-1.html,Miami (OH),MAC,12,48,786,16.4,5,65.5,0,0,,0,0.0,48,786,16.4,5,,2021
Josh Kelly,josh-kelly-2,/cfb/players/josh-kelly-2.html,Fresno State,MWC,13,52,778,15.0,3,59.8,3,20,6.7,0,1.5,55,798,14.5,3,,2021
Corey Crooms,corey-crooms-1,/cfb/players/corey-crooms-1.html,Western Michigan,MAC,13,44,768,17.5,6,59.1,1,6,6.0,0,0.5,45,774,17.2,6,,2021
Daewood Davis,daewood-davis-1,/cfb/players/daewood-davis-1.html,Western Kentucky,CUSA,14,43,763,17.7,8,54.5,1,-8,-8.0,0,-0.6,44,755,17.2,8,,2021
Charlie Kolar,charlie-kolar-1,/cfb/players/charlie-kolar-1.html,Iowa State,Big 12,12,62,756,12.2,6,63.0,0,0,,0,0.0,62,756,12.2,6,,2021
Smoke Harris,smoke-harris-1,/cfb/players/smoke-harris-1.html,Louisiana Tech,CUSA,12,71,756,10.6,6,63.0,2,4,2.0,0,0.3,73,760,10.4,6,,2021
De'Corian Clark,decorian-clark-1,/cfb/players/decorian-clark-1.html,UTSA,CUSA,14,52,755,14.5,7,53.9,2,9,4.5,0,0.6,54,764,14.1,7,,2021
Jaylen Hall,jaylen-hall-1,/cfb/players/jaylen-hall-1.html,Western Michigan,MAC,12,46,752,16.3,3,62.7,0,0,,0,0.0,46,752,16.3,3,,2021
Konata Mumpfield,konata-mumpfield-1,/cfb/players/konata-mumpfield-1.html,Akron,MAC,12,63,751,11.9,8,62.6,0,0,,0,0.0,63,751,11.9,8,,2021
Zay Flowers,zay-flowers-1,/cfb/players/zay-flowers-1.html,Boston College,ACC,12,44,746,17.0,5,62.2,7,69,9.9,0,5.8,51,815,16.0,5,,2021
Stanley Berryhill III,stanley-berryhill-iii-1,/cfb/players/stanley-berryhill-iii-1.html,Arizona,Pac-12,12,83,744,9.0,1,62.0,19,121,6.4,0,10.1,102,865,8.5,1,,2021
Te'Vailance Hunt,tevailance-hunt-2,/cfb/players/tevailance-hunt-2.html,Arkansas State,Sun Belt,11,51,740,14.5,6,67.3,0,0,,0,0.0,51,740,14.5,6,,2021
Kyle Philips,kyle-philips-4,/cfb/players/kyle-philips-4.html,UCLA,Pac-12,11,59,739,12.5,10,67.2,0,0,,0,0.0,59,739,12.5,10,,2021
Tez Johnson,tez-johnson-1,/cfb/players/tez-johnson-1.html,Troy,Sun Belt,12,67,735,11.0,4,61.3,2,35,17.5,1,2.9,69,770,11.2,5,,2021
Milton Wright,milton-wright-1,/cfb/players/milton-wright-1.html,Purdue,Big Ten,12,57,732,12.8,7,61.0,3,11,3.7,0,0.9,60,743,12.4,7,,2021
Derrick Deese,derrick-deese-1,/cfb/players/derrick-deese-1.html,San Jose State,MWC,12,47,730,15.5,4,60.8,0,0,,0,0.0,47,730,15.5,4,,2021
Billy Kemp,billy-kemp-2,/cfb/players/billy-kemp-2.html,Virginia,ACC,12,74,725,9.8,6,60.4,2,9,4.5,0,0.8,76,734,9.7,6,,2021
Greg Dulcich,greg-dulcich-1,/cfb/players/greg-dulcich-1.html,UCLA,Pac-12,12,42,725,17.3,5,60.4,0,0,,0,0.0,42,725,17.3,5,,2021
Jalon Calhoun,jalon-calhoun-1,/cfb/players/jalon-calhoun-1.html,Duke,ACC,12,56,718,12.8,3,59.8,2,13,6.5,1,1.1,58,731,12.6,4,,2021
Xavier Weaver,xavier-weaver-1,/cfb/players/xavier-weaver-1.html,South Florida,American,10,41,715,17.4,2,71.5,1,3,3.0,1,0.3,42,718,17.1,3,,2021
Jake Bailey,jake-bailey-2,/cfb/players/jake-bailey-2.html,Rice,CUSA,11,56,714,12.8,2,64.9,1,14,14.0,0,1.3,57,728,12.8,2,,2021
Michael Mathison,michael-mathison-1,/cfb/players/michael-mathison-1.html,Akron,MAC,11,56,706,12.6,3,64.2,1,5,5.0,0,0.5,57,711,12.5,3,,2021
Erik Ezukanma,erik-ezukanma-1,/cfb/players/erik-ezukanma-1.html,Texas Tech,Big 12,11,48,705,14.7,4,64.1,10,138,13.8,2,12.5,58,843,14.5,6,,2021
Marvin Mims,marvin-mims-1,/cfb/players/marvin-mims-1.html,Oklahoma,Big 12,13,32,705,22.0,5,54.2,1,15,15.0,0,1.2,33,720,21.8,5,,2021
Dylan Drummond,dylan-drummond-1,/cfb/players/dylan-drummond-1.html,Eastern Michigan,MAC,13,64,704,11.0,6,54.2,0,0,,0,0.0,64,704,11.0,6,,2021
Trea Shropshire,trea-shropshire-1,/cfb/players/trea-shropshire-1.html,UAB,CUSA,13,27,703,26.0,7,54.1,0,0,,0,0.0,27,703,26.0,7,,2021
LaJohntay Wester,lajohntay-wester-1,/cfb/players/lajohntay-wester-1.html,Florida Atlantic,CUSA,12,65,702,10.8,4,58.5,5,29,5.8,0,2.4,70,731,10.4,4,,2021
Dallas Dixon,dallas-dixon-1,/cfb/players/dallas-dixon-1.html,Central Michigan,MAC,13,45,701,15.6,8,53.9,0,0,,0,0.0,45,701,15.6,8,,2021
Demario Douglas,demario-douglas-1,/cfb/players/demario-douglas-1.html,Liberty,Ind,12,52,701,13.5,6,58.4,1,2,2.0,0,0.2,53,703,13.3,6,,2021
Gerrit Prince,gerrit-prince-1,/cfb/players/gerrit-prince-1.html,UAB,CUSA,13,36,699,19.4,10,53.8,1,0,0.0,0,0.0,37,699,18.9,10,,2021
Keshunn Abram,keshunn-abram-1,/cfb/players/keshunn-abram-1.html,Kent State,MAC,14,47,699,14.9,3,49.9,0,0,,0,0.0,47,699,14.9,3,,2021
Jalen Nailor,jalen-nailor-1,/cfb/players/jalen-nailor-1.html,Michigan State,Big Ten,9,37,694,18.8,6,77.1,1,-3,-3.0,0,-0.3,38,691,18.2,6,,2021
Steve Jenkins,steve-jenkins-3,/cfb/players/steve-jenkins-3.html,Nevada-Las Vegas,MWC,12,46,694,15.1,4,57.8,2,5,2.5,0,0.4,48,699,14.6,4,,2021
Zack Kuntz,zack-kuntz-1,/cfb/players/zack-kuntz-1.html,Old Dominion,CUSA,13,73,692,9.5,5,53.2,0,0,,0,0.0,73,692,9.5,5,,2021
Malachi Corley,malachi-corley-1,/cfb/players/malachi-corley-1.html,Western Kentucky,CUSA,14,73,691,9.5,7,49.4,1,-6,-6.0,0,-0.4,74,685,9.3,7,,2021
J.C. Santana,jc-santana-1,/cfb/players/jc-santana-1.html,Tulsa,American,13,51,689,13.5,3,53.0,1,6,6.0,0,0.5,52,695,13.4,3,,2021
Winston Wright,winston-wright-1,/cfb/players/winston-wright-1.html,West Virginia,Big 12,13,63,688,10.9,5,52.9,2,2,1.0,0,0.2,65,690,10.6,5,,2021
JaCorey Sullivan,jacorey-sullivan-1,/cfb/players/jacorey-sullivan-1.html,Central Michigan,MAC,11,49,687,14.0,10,62.5,0,0,,0,0.0,49,687,14.0,10,,2021
Justin Garrett,justin-garrett-3,/cfb/players/justin-garrett-3.html,UTEP,CUSA,13,50,685,13.7,4,52.7,1,12,12.0,0,0.9,51,697,13.7,4,,2021
Josh Vann,josh-vann-1,/cfb/players/josh-vann-1.html,South Carolina,SEC,13,43,679,15.8,5,52.2,5,63,12.6,0,4.8,48,742,15.5,5,,2021
Cole Turner,cole-turner-2,/cfb/players/cole-turner-2.html,Nevada,MWC,11,62,677,10.9,10,61.5,0,0,,0,0.0,62,677,10.9,10,,2021
Tre Turner,tre-turner-2,/cfb/players/tre-turner-2.html,Virginia Tech,ACC,11,40,675,16.9,3,61.4,12,64,5.3,0,5.8,52,739,14.2,3,,2021
Rashee Rice,rashee-rice-1,/cfb/players/rashee-rice-1.html,SMU,American,12,64,670,10.5,9,55.8,0,0,,0,0.0,64,670,10.5,9,,2021
Sam Laporta,sam-laporta-1,/cfb/players/sam-laporta-1.html,Iowa,Big Ten,14,53,670,12.6,3,47.9,0,0,,0,0.0,53,670,12.6,3,,2021
Tory Horton,tory-horton-1,/cfb/players/tory-horton-1.html,Nevada,MWC,12,52,659,12.7,5,54.9,0,0,,0,0.0,52,659,12.7,5,,2021
Benjamin Yurosek,benjamin-yurosek-1,/cfb/players/benjamin-yurosek-1.html,Stanford,Pac-12,11,43,658,15.3,3,59.8,2,11,5.5,0,1.0,45,669,14.9,3,,2021
Jared Wayne,jared-wayne-1,/cfb/players/jared-wayne-1.html,Pitt,ACC,13,47,658,14.0,6,50.6,0,0,,0,0.0,47,658,14.0,6,,2021
Trevon Clark,trevon-clark-1,/cfb/players/trevon-clark-1.html,California,Pac-12,12,33,658,19.9,4,54.8,0,0,,0,0.0,33,658,19.9,4,,2021
Sean Dykes,sean-dykes-2,/cfb/players/sean-dykes-2.html,Memphis,American,12,48,657,13.7,7,54.8,0,0,,0,0.0,48,657,13.7,7,,2021
Chris Pierce,chris-pierce-2,/cfb/players/chris-pierce-2.html,Vanderbilt,SEC,12,57,654,11.5,2,54.5,0,0,,0,0.0,57,654,11.5,2,,2021
Kwamie Lassiter II,kwamie-lassiter-ii-1,/cfb/players/kwamie-lassiter-ii-1.html,Kansas,Big 12,12,59,653,11.1,3,54.4,0,0,,0,0.0,59,653,11.1,3,,2021
Jason Brownlee,jason-brownlee-1,/cfb/players/jason-brownlee-1.html,Southern Mississippi,CUSA,12,46,643,14.0,8,53.6,0,0,,0,0.0,46,643,14.0,8,,2021
Melquan Stovall,melquan-stovall-1,/cfb/players/melquan-stovall-1.html,Nevada,MWC,12,56,643,11.5,1,53.6,1,-6,-6.0,0,-0.5,57,637,11.2,1,,2021
Jacob Copeland,jacob-copeland-1,/cfb/players/jacob-copeland-1.html,Florida,SEC,13,41,642,15.7,4,49.4,3,20,6.7,0,1.5,44,662,15.0,4,,2021
Jesse Matthews,jesse-matthews-1,/cfb/players/jesse-matthews-1.html,San Diego State,MWC,14,57,642,11.3,9,45.9,3,5,1.7,0,0.4,60,647,10.8,9,,2021
Victor Tucker,victor-tucker-1,/cfb/players/victor-tucker-1.html,Charlotte,CUSA,11,51,639,12.5,2,58.1,4,29,7.3,0,2.6,55,668,12.1,2,,2021
CJ Daniels,cj-daniels-1,/cfb/players/cj-daniels-1.html,Liberty,Ind,13,37,634,17.1,7,48.8,0,0,,1,0.0,37,634,17.1,8,,2021
Quentin Johnston,quentin-johnston-1,/cfb/players/quentin-johnston-1.html,Texas Christian,Big 12,9,33,634,19.2,6,70.4,2,12,6.0,0,1.3,35,646,18.5,6,,2021
Trevon Bradford,trevon-bradford-1,/cfb/players/trevon-bradford-1.html,Oregon State,Pac-12,13,42,631,15.0,5,48.5,7,45,6.4,1,3.5,49,676,13.8,6,,2021
Jalen Wayne,jalen-wayne-1,/cfb/players/jalen-wayne-1.html,South Alabama,Sun Belt,12,53,630,11.9,2,52.5,0,0,,0,0.0,53,630,11.9,2,,2021
Jared Wyatt,jared-wyatt-1,/cfb/players/jared-wyatt-1.html,New Mexico State,Ind,12,49,629,12.8,3,52.4,0,0,,0,0.0,49,629,12.8,3,,2021
Jaden Walley,jaden-walley-1,/cfb/players/jaden-walley-1.html,Mississippi State,SEC,13,55,628,11.4,6,48.3,0,0,,0,0.0,55,628,11.4,6,,2021
Reggie Roberson Jr.,reggie-roberson-jr-1,/cfb/players/reggie-roberson-jr-1.html,SMU,American,12,51,625,12.3,6,52.1,0,0,,0,0.0,51,625,12.3,6,,2021
Stephan Robinson,stephan-robinson-2,/cfb/players/stephan-robinson-2.html,Northwestern,Big Ten,11,46,625,13.6,2,56.8,10,120,12.0,0,10.9,56,745,13.3,2,,2021
Willie Johnson,willie-johnson-5,/cfb/players/willie-johnson-5.html,Marshall,CUSA,13,32,625,19.5,3,48.1,3,26,8.7,0,2.0,35,651,18.6,3,,2021
Taylor Morin,taylor-morin-1,/cfb/players/taylor-morin-1.html,Wake Forest,ACC,14,43,621,14.4,5,44.4,1,1,1.0,0,0.1,44,622,14.1,5,,2021
Cornelius Johnson,cornelius-johnson-1,/cfb/players/cornelius-johnson-1.html,Michigan,Big Ten,14,39,620,15.9,3,44.3,3,30,10.0,0,2.1,42,650,15.5,3,,2021
Nykeim Johnson,nykeim-johnson-1,/cfb/players/nykeim-johnson-1.html,Kent State,MAC,14,54,620,11.5,3,44.3,10,83,8.3,2,5.9,64,703,11.0,5,,2021
Brandon Lewis,brandon-lewis-4,/cfb/players/brandon-lewis-4.html,Air Force,MWC,13,21,619,29.5,3,47.6,22,192,8.7,1,14.8,43,811,18.9,4,,2021
Brennan Presley,brennan-presley-1,/cfb/players/brennan-presley-1.html,Oklahoma State,Big 12,14,50,619,12.4,5,44.2,5,36,7.2,1,2.6,55,655,11.9,6,,2021
