Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Josh Kelly,josh-kelly-2,/cfb/players/josh-kelly-2.html,Washington State,Pac-12,12,61,923,15.1,8,76.9,1,3,3.0,0,0.3,62,926,14.9,8,,2023
Xavier Weaver,xavier-weaver-1,/cfb/players/xavier-weaver-1.html,Colorado,Pac-12,11,68,908,13.4,4,82.5,2,15,7.5,2,1.4,70,923,13.2,6,,2023
Kaedin Robinson,kaedin-robinson-1,/cfb/players/kaedin-robinson-1.html,Appalachian State,Sun Belt,14,67,905,13.5,10,64.6,1,1,1.0,0,0.1,68,906,13.3,10,,2023
Demeer Blankumsee,demeer-blankumsee-1,/cfb/players/demeer-blankumsee-1.html,Memphis,American,13,53,901,17.0,7,69.3,2,15,7.5,0,1.2,55,916,16.7,7,,2023
Kobe Hudson,kobe-hudson-1,/cfb/players/kobe-hudson-1.html,UCF,Big 12,13,44,900,20.5,8,69.2,1,-8,-8.0,0,-0.6,45,892,19.8,8,,2023
Joey Hobert,joey-hobert-1,/cfb/players/joey-hobert-1.html,Texas State,Sun Belt,11,76,895,11.8,8,81.4,1,-1,-1.0,0,-0.1,77,894,11.6,8,,2023
Rashod Owens,rashod-owens-1,/cfb/players/rashod-owens-1.html,Oklahoma State,Big 12,14,63,895,14.2,5,63.9,0,0,,0,0.0,63,895,14.2,5,,2023
Jamaal Pritchett,jamaal-pritchett-1,/cfb/players/jamaal-pritchett-1.html,South Alabama,Sun Belt,13,57,883,15.5,8,67.9,0,0,,0,0.0,57,883,15.5,8,,2023
Robert Lewis,robert-lewis-9,/cfb/players/robert-lewis-9.html,Georgia State,Sun Belt,12,70,877,12.5,7,73.1,0,0,,0,0.0,70,877,12.5,7,,2023
Ashtyn Hawkins,ashtyn-hawkins-1,/cfb/players/ashtyn-hawkins-1.html,Texas State,Sun Belt,13,55,874,15.9,3,67.2,1,-2,-2.0,0,-0.2,56,872,15.6,3,,2023
Eric McAlister,eric-mcalister-1,/cfb/players/eric-mcalister-1.html,Boise State,MWC,9,47,873,18.6,5,97.0,0,0,,0,0.0,47,873,18.6,5,,2023
Jacolby George,jacolby-george-1,/cfb/players/jacolby-george-1.html,Miami (FL),ACC,13,57,864,15.2,8,66.5,1,14,14.0,1,1.1,58,878,15.1,9,,2023
Lincoln Victor,lincoln-victor-1,/cfb/players/lincoln-victor-1.html,Washington State,Pac-12,11,89,860,9.7,5,78.2,3,21,7.0,1,1.9,92,881,9.6,6,,2023
Jamari Thrash,jamari-thrash-1,/cfb/players/jamari-thrash-1.html,Louisville,ACC,12,63,858,13.6,6,71.5,1,12,12.0,1,1.0,64,870,13.6,7,,2023
Tejhaun Palmer,tejhaun-palmer-1,/cfb/players/tejhaun-palmer-1.html,UAB,American,12,47,858,18.3,7,71.5,0,0,,0,0.0,47,858,18.3,7,,2023
Jacob Cowing,jacob-cowing-1,/cfb/players/jacob-cowing-1.html,Arizona,Pac-12,13,90,848,9.4,13,65.2,5,26,5.2,0,2.0,95,874,9.2,13,,2023
Adonai Mitchell,adonai-mitchell-1,/cfb/players/adonai-mitchell-1.html,Texas,Big 12,14,55,845,15.4,11,60.4,2,1,0.5,0,0.1,57,846,14.8,11,,2023
Kyle Williams,kyle-williams-11,/cfb/players/kyle-williams-11.html,Washington State,Pac-12,12,61,843,13.8,6,70.3,3,-10,-3.3,0,-0.8,64,833,13.0,6,,2023
Kevin Concepcion,kevin-concepcion-2,/cfb/players/kevin-concepcion-2.html,North Carolina State,ACC,13,71,839,11.8,10,64.5,41,320,7.8,0,24.6,112,1159,10.3,10,,2023
Will Pauling,will-pauling-1,/cfb/players/will-pauling-1.html,Wisconsin,Big Ten,13,74,837,11.3,6,64.4,1,11,11.0,0,0.8,75,848,11.3,6,,2023
Jordan Moore,jordan-moore-5,/cfb/players/jordan-moore-5.html,Duke,ACC,13,62,835,13.5,8,64.2,4,2,0.5,0,0.2,66,837,12.7,8,,2023
Pofele Ashlock,pofele-ashlock-1,/cfb/players/pofele-ashlock-1.html,Hawaii,MWC,13,83,832,10.0,9,64.0,0,0,,0,0.0,83,832,10.0,9,,2023
Daniel Jackson,daniel-jackson-5,/cfb/players/daniel-jackson-5.html,Minnesota,Big Ten,13,59,831,14.1,8,63.9,1,-5,-5.0,0,-0.4,60,826,13.8,8,,2023
Dayton Wade,dayton-wade-1,/cfb/players/dayton-wade-1.html,Ole Miss,SEC,13,55,830,15.1,4,63.8,7,25,3.6,0,1.9,62,855,13.8,4,,2023
Jaylin Noel,jaylin-noel-1,/cfb/players/jaylin-noel-1.html,Iowa State,Big 12,12,66,820,12.4,7,68.3,1,-1,-1.0,0,-0.1,67,819,12.2,7,,2023
Sam Brown,sam-brown-5,/cfb/players/sam-brown-5.html,Houston,Big 12,12,62,815,13.1,3,67.9,0,0,,0,0.0,62,815,13.1,3,,2023
Derwin Burgess Jr.,derwin-burgess-jr-1,/cfb/players/derwin-burgess-jr-1.html,Georgia Southern,Sun Belt,13,74,813,11.0,6,62.5,0,0,,0,0.0,74,813,11.0,6,,2023
Malachi Fields,malachi-fields-1,/cfb/players/malachi-fields-1.html,Virginia,ACC,12,58,811,14.0,5,67.6,1,-6,-6.0,0,-0.5,59,805,13.6,5,,2023
Squirrel White,squirrel-white-1,/cfb/players/squirrel-white-1.html,Tennessee,SEC,13,67,803,12.0,2,61.8,2,13,6.5,0,1.0,69,816,11.8,2,,2023
Jermaine Burton,jermaine-burton-1,/cfb/players/jermaine-burton-1.html,Alabama,SEC,13,39,798,20.5,8,61.4,0,0,,0,0.0,39,798,20.5,8,,2023
Nic Anderson,nic-anderson-1,/cfb/players/nic-anderson-1.html,Oklahoma,Big 12,13,38,798,21.0,10,61.4,0,0,,0,0.0,38,798,21.0,10,,2023
Smoke Harris,smoke-harris-1,/cfb/players/smoke-harris-1.html,Louisiana Tech,CUSA,12,83,796,9.6,4,66.3,9,1,0.1,0,0.1,92,797,8.7,4,,2023
Ainias Smith,ainias-smith-1,/cfb/players/ainias-smith-1.html,Texas A&M,SEC,12,53,795,15.0,2,66.3,5,21,4.2,0,1.8,58,816,14.1,2,,2023
Anthony Simpson,anthony-simpson-2,/cfb/players/anthony-simpson-2.html,Massachusetts,Ind,12,57,792,13.9,3,66.0,11,93,8.5,1,7.8,68,885,13.0,4,,2023
Brenden Rice,brenden-rice-1,/cfb/players/brenden-rice-1.html,USC,Pac-12,12,45,791,17.6,12,65.9,0,0,,0,0.0,45,791,17.6,12,,2023
Jeshaun Jones,jeshaun-jones-1,/cfb/players/jeshaun-jones-1.html,Maryland,Big Ten,13,56,790,14.1,4,60.8,1,-1,-1.0,0,-0.1,57,789,13.8,4,,2023
Roman Wilson,roman-wilson-1,/cfb/players/roman-wilson-1.html,Michigan,Big Ten,15,48,789,16.4,12,52.6,1,10,10.0,0,0.7,49,799,16.3,12,,2023
Erik Brooks,erik-brooks-1,/cfb/players/erik-brooks-1.html,Fresno State,MWC,13,60,788,13.1,5,60.6,0,0,,0,0.0,60,788,13.1,5,,2023
Lawrence Arnold,lawrence-arnold-2,/cfb/players/lawrence-arnold-2.html,Kansas,Big 12,13,44,782,17.8,6,60.2,1,10,10.0,0,0.8,45,792,17.6,6,,2023
Noah Smith,noah-smith-3,/cfb/players/noah-smith-3.html,Sam Houston,CUSA,12,79,782,9.9,6,65.2,27,102,3.8,2,8.5,106,884,8.3,8,,2023
Xzavier Henderson,xzavier-henderson-1,/cfb/players/xzavier-henderson-1.html,Cincinnati,Big 12,12,58,782,13.5,3,65.2,0,0,,0,0.0,58,782,13.5,3,,2023
Cyrus Allen,cyrus-allen-1,/cfb/players/cyrus-allen-1.html,Louisiana Tech,CUSA,11,46,778,16.9,4,70.7,2,-8,-4.0,0,-0.7,48,770,16.0,4,,2023
Dallin Holker,dallin-holker-1,/cfb/players/dallin-holker-1.html,Colorado State,MWC,12,64,767,12.0,6,63.9,1,1,1.0,1,0.1,65,768,11.8,7,,2023
Andrew Armstrong,andrew-armstrong-2,/cfb/players/andrew-armstrong-2.html,Arkansas,SEC,12,56,764,13.6,5,63.7,1,3,3.0,0,0.3,57,767,13.5,5,,2023
Kole Wilson,kole-wilson-1,/cfb/players/kole-wilson-1.html,Texas State,Sun Belt,13,66,747,11.3,8,57.5,2,-7,-3.5,0,-0.5,68,740,10.9,8,,2023
Silas Bolden,silas-bolden-1,/cfb/players/silas-bolden-1.html,Oregon State,Pac-12,13,54,746,13.8,5,57.4,9,84,9.3,2,6.5,63,830,13.2,7,,2023
Jordan Watkins,jordan-watkins-2,/cfb/players/jordan-watkins-2.html,Ole Miss,SEC,13,53,741,14.0,3,57.0,1,-9,-9.0,0,-0.7,54,732,13.6,3,,2023
Jared Brown,jared-brown-2,/cfb/players/jared-brown-2.html,Coastal Carolina,Sun Belt,12,58,740,12.8,4,61.7,15,252,16.8,1,21.0,73,992,13.6,5,,2023
Chris Lewis,chris-lewis-7,/cfb/players/chris-lewis-7.html,Troy,Sun Belt,14,32,735,23.0,10,52.5,1,1,1.0,0,0.1,33,736,22.3,10,,2023
Jeremiah Hunter,jeremiah-hunter-1,/cfb/players/jeremiah-hunter-1.html,California,Pac-12,13,63,731,11.6,7,56.2,0,0,,0,0.0,63,731,11.6,7,,2023
Nick Nash,nick-nash-1,/cfb/players/nick-nash-1.html,San Jose State,MWC,13,48,728,15.2,8,56.0,1,0,0.0,0,0.0,49,728,14.9,8,,2023
Kamdyn Benjamin,kamdyn-benjamin-1,/cfb/players/kamdyn-benjamin-1.html,Tulsa,American,12,47,727,15.5,6,60.6,1,8,8.0,0,0.7,48,735,15.3,6,,2023
Justus Ross-Simmons,justus-ross-simmons-1,/cfb/players/justus-ross-simmons-1.html,Colorado State,MWC,12,45,724,16.1,3,60.3,0,0,,0,0.0,45,724,16.1,3,,2023
Tai Felton,tai-felton-1,/cfb/players/tai-felton-1.html,Maryland,Big Ten,13,48,723,15.1,6,55.6,1,16,16.0,0,1.2,49,739,15.1,6,,2023
Bub Means,bub-means-1,/cfb/players/bub-means-1.html,Pitt,ACC,12,41,721,17.6,6,60.1,0,0,,0,0.0,41,721,17.6,6,,2023
Travis Hunter,travis-hunter-2,/cfb/players/travis-hunter-2.html,Colorado,Pac-12,9,57,721,12.6,5,80.1,0,0,,0,0.0,57,721,12.6,5,AA,2023
Anthony Gould,anthony-gould-1,/cfb/players/anthony-gould-1.html,Oregon State,Pac-12,11,44,718,16.3,2,65.3,4,22,5.5,0,2.0,48,740,15.4,2,,2023
Cam Johnson,cam-johnson-2,/cfb/players/cam-johnson-2.html,Northwestern,Big Ten,13,54,715,13.2,6,55.0,1,8,8.0,0,0.6,55,723,13.1,6,,2023
Brock Bowers,brock-bowers-1,/cfb/players/brock-bowers-1.html,Georgia,SEC,10,56,714,12.8,6,71.4,6,28,4.7,1,2.8,62,742,12.0,7,AA,2023
Eric Singleton Jr.,eric-singleton-jr-1,/cfb/players/eric-singleton-jr-1.html,Georgia Tech,ACC,12,48,714,14.9,6,59.5,1,9,9.0,0,0.8,49,723,14.8,6,,2023
Elijhah Badger,elijhah-badger-1,/cfb/players/elijhah-badger-1.html,Arizona State,Pac-12,11,65,713,11.0,3,64.8,11,51,4.6,1,4.6,76,764,10.1,4,,2023
Chris Brazzell II,chris-brazzell-ii-1,/cfb/players/chris-brazzell-ii-1.html,Tulane,American,13,44,711,16.2,5,54.7,0,0,,0,0.0,44,711,16.2,5,,2023
J.J. Jones,jj-jones-5,/cfb/players/jj-jones-5.html,North Carolina,ACC,13,46,711,15.5,3,54.7,0,0,,0,0.0,46,711,15.5,3,,2023
Jalen Moss,jalen-moss-1,/cfb/players/jalen-moss-1.html,Fresno State,MWC,13,55,706,12.8,6,54.3,0,0,,0,0.0,55,706,12.8,6,,2023
Corey Rucker,corey-rucker-1,/cfb/players/corey-rucker-1.html,Arkansas State,Sun Belt,13,36,705,19.6,2,54.2,1,6,6.0,0,0.5,37,711,19.2,2,,2023
Bryce Kirtz,bryce-kirtz-1,/cfb/players/bryce-kirtz-1.html,Northwestern,Big Ten,12,49,701,14.3,5,58.4,0,0,,0,0.0,49,701,14.3,5,,2023
Devontez Walker,devontez-walker-1,/cfb/players/devontez-walker-1.html,North Carolina,ACC,8,41,699,17.0,7,87.4,3,23,7.7,0,2.9,44,722,16.4,7,,2023
Holden Willis,holden-willis-1,/cfb/players/holden-willis-1.html,Middle Tennessee State,CUSA,11,46,697,15.2,5,63.4,0,0,,0,0.0,46,697,15.2,5,,2023
Jerjuan Newton,jerjuan-newton-1,/cfb/players/jerjuan-newton-1.html,Toledo,MAC,14,52,696,13.4,9,49.7,1,2,2.0,0,0.1,53,698,13.2,9,,2023
Jalil Farooq,jalil-farooq-1,/cfb/players/jalil-farooq-1.html,Oklahoma,Big 12,13,45,694,15.4,2,53.4,17,95,5.6,0,7.3,62,789,12.7,2,,2023
Kenneth Womack,kenneth-womack-1,/cfb/players/kenneth-womack-1.html,Western Michigan,MAC,12,76,691,9.1,1,57.6,0,3,,0,0.3,76,694,9.1,1,,2023
Courtney Jackson,courtney-jackson-2,/cfb/players/courtney-jackson-2.html,Arkansas State,Sun Belt,13,39,689,17.7,7,53.0,1,5,5.0,0,0.4,40,694,17.4,7,,2023
Will Sheppard,will-sheppard-1,/cfb/players/will-sheppard-1.html,Vanderbilt,SEC,12,47,684,14.6,8,57.0,0,0,,0,0.0,47,684,14.6,8,,2023
Ja'Tavion Sanders,jatavion-sanders-1,/cfb/players/jatavion-sanders-1.html,Texas,Big 12,14,45,682,15.2,2,48.7,1,12,12.0,0,0.9,46,694,15.1,2,,2023
Theo Wease,theo-wease-1,/cfb/players/theo-wease-1.html,Missouri,SEC,13,49,682,13.9,6,52.5,0,0,,0,0.0,49,682,13.9,6,,2023
Gage Larvadain,gage-larvadain-1,/cfb/players/gage-larvadain-1.html,Miami (OH),MAC,10,42,679,16.2,6,67.9,5,59,11.8,0,5.9,47,738,15.7,6,,2023
Ben Sinnott,ben-sinnott-1,/cfb/players/ben-sinnott-1.html,Kansas State,Big 12,12,49,676,13.8,6,56.3,0,0,,0,0.0,49,676,13.8,6,,2023
Keandre Lambert-Smith,keandre-lambert-smith-1,/cfb/players/keandre-lambert-smith-1.html,Penn State,Big Ten,13,53,673,12.7,4,51.8,2,0,0.0,0,0.0,55,673,12.2,4,,2023
Perry Carter,perry-carter-2,/cfb/players/perry-carter-2.html,Jacksonville State,CUSA,13,38,672,17.7,4,51.7,6,40,6.7,0,3.1,44,712,16.2,4,,2023
Casey Washington,casey-washington-1,/cfb/players/casey-washington-1.html,Illinois,Big Ten,12,49,670,13.7,4,55.8,0,0,,0,0.0,49,670,13.7,4,,2023
Isaiah Bond,isaiah-bond-1,/cfb/players/isaiah-bond-1.html,Alabama,SEC,14,48,668,13.9,4,47.7,1,3,3.0,0,0.2,49,671,13.7,4,,2023
Da'Quan Felton,daquan-felton-1,/cfb/players/daquan-felton-1.html,Virginia Tech,ACC,13,38,667,17.6,8,51.3,0,0,,0,0.0,38,667,17.6,8,,2023
Jalon Calhoun,jalon-calhoun-1,/cfb/players/jalon-calhoun-1.html,Duke,ACC,13,50,666,13.3,4,51.2,1,3,3.0,0,0.2,51,669,13.1,4,,2023
Kaden Prather,kaden-prather-1,/cfb/players/kaden-prather-1.html,Maryland,Big Ten,13,42,666,15.9,5,51.2,1,36,36.0,0,2.8,43,702,16.3,5,,2023
Junior Vandeross III,junior-vandeross-iii-1,/cfb/players/junior-vandeross-iii-1.html,Toledo,MAC,14,47,664,14.1,4,47.4,3,38,12.7,0,2.7,50,702,14.0,4,,2023
Sam Wiglusz,sam-wiglusz-1,/cfb/players/sam-wiglusz-1.html,Ohio,MAC,12,56,660,11.8,3,55.0,1,1,1.0,0,0.1,57,661,11.6,3,,2023
Keon Coleman,keon-coleman-1,/cfb/players/keon-coleman-1.html,Florida State,ACC,12,50,658,13.2,11,54.8,1,2,2.0,0,0.2,51,660,12.9,11,,2023
Lideatrick Griffin,lideatrick-griffin-1,/cfb/players/lideatrick-griffin-1.html,Mississippi State,SEC,12,50,658,13.2,4,54.8,17,74,4.4,1,6.2,67,732,10.9,5,,2023
Logan Loya,logan-loya-1,/cfb/players/logan-loya-1.html,UCLA,Pac-12,13,59,655,11.1,5,50.4,0,0,,0,0.0,59,655,11.1,5,,2023
Jahmal Banks,jahmal-banks-1,/cfb/players/jahmal-banks-1.html,Wake Forest,ACC,12,59,653,11.1,4,54.4,1,7,7.0,0,0.6,60,660,11.0,4,,2023
Colston Loveland,colston-loveland-1,/cfb/players/colston-loveland-1.html,Michigan,Big Ten,15,45,649,14.4,4,43.3,0,0,,0,0.0,45,649,14.4,4,,2023
Amad Anderson Jr.,amad-anderson-jr-1,/cfb/players/amad-anderson-jr-1.html,Temple,American,11,37,647,17.5,3,58.8,2,-6,-3.0,0,-0.5,39,641,16.4,3,,2023
Lewis Bond,lewis-bond-1,/cfb/players/lewis-bond-1.html,Boston College,ACC,13,52,646,12.4,7,49.7,1,2,2.0,0,0.2,53,648,12.2,7,,2023
Donaven McCulley,donaven-mcculley-1,/cfb/players/donaven-mcculley-1.html,Indiana,Big Ten,12,48,644,13.4,6,53.7,3,-1,-0.3,0,-0.1,51,643,12.6,6,,2023
Ramel Keyton,ramel-keyton-1,/cfb/players/ramel-keyton-1.html,Tennessee,SEC,13,35,642,18.3,6,49.4,0,0,,0,0.0,35,642,18.3,6,,2023
Naiem Simmons,naiem-simmons-1,/cfb/players/naiem-simmons-1.html,South Florida,American,13,39,637,16.3,5,49.0,0,0,,0,0.0,39,637,16.3,5,,2023
Dane Key,dane-key-1,/cfb/players/dane-key-1.html,Kentucky,SEC,13,42,636,15.1,6,48.9,0,0,,0,0.0,42,636,15.1,6,,2023
Elijah Metcalf,elijah-metcalf-1,/cfb/players/elijah-metcalf-1.html,Middle Tennessee State,CUSA,12,54,634,11.7,5,52.8,1,5,5.0,0,0.4,55,639,11.6,5,,2023
Deion Burks,deion-burks-1,/cfb/players/deion-burks-1.html,Purdue,Big Ten,12,47,629,13.4,7,52.4,4,12,3.0,0,1.0,51,641,12.6,7,,2023
Micah Davis,micah-davis-1,/cfb/players/micah-davis-1.html,Utah State,MWC,11,36,628,17.4,6,57.1,0,0,,0,0.0,36,628,17.4,6,,2023
Harold Fannin Jr.,harold-fannin-jr-1,/cfb/players/harold-fannin-jr-1.html,Bowling Green,MAC,11,44,623,14.2,6,56.6,14,41,2.9,0,3.7,58,664,11.4,6,,2023
Monaray Baldwin,monaray-baldwin-1,/cfb/players/monaray-baldwin-1.html,Baylor,Big 12,12,38,623,16.4,4,51.9,3,17,5.7,0,1.4,41,640,15.6,4,,2023
Chase Sowell,chase-sowell-1,/cfb/players/chase-sowell-1.html,East Carolina,American,12,47,622,13.2,1,51.8,0,0,,0,0.0,47,622,13.2,1,,2023
Jakarius Caston,jakarius-caston-1,/cfb/players/jakarius-caston-1.html,Southern Mississippi,Sun Belt,12,33,621,18.8,6,51.8,4,32,8.0,1,2.7,37,653,17.6,7,,2023
Jonathan Brady,jonathan-brady-1,/cfb/players/jonathan-brady-1.html,New Mexico State,CUSA,15,39,621,15.9,4,41.4,9,35,3.9,1,2.3,48,656,13.7,5,,2023
