Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_defense,games_pff,tackles_combined,tackles_loss,sacks,def_int,pass_defended,fumbles_forced,award_aa,award_aac_defensive_player_of_the_year,award_acc_defensive_player_of_the_year,award_bednarik,award_big_12_defensive_player_of_the_year,award_big_ten_defensive_player_of_the_year,award_bronko_nagurski_award_most_outstanding_defensive_player,award_cusa_defensive_player_of_the_year,award_chuck_bednarik_award_defensive_player_of_the_year,award_dick_butkus_award_most_outstanding_linebacker,award_mac_defensive_player_of_the_year,award_mwc_defensive_player_of_the_year,award_nagurski,award_pac_12_defensive_player_of_the_year,award_ronnie_lott_trophy_defensive_impact_player_of_the_year,award_sec_defensive_player_of_the_year,award_sun_belt_defensive_player_of_the_year,award_vince_lombardi_award_lineman_of_the_year
darius-muasau-1,Darius Muasau,LB,UCLA,Hawaii|UCLA,5,63.0,-1.3530158730158732,0.0,,0,63.0,57.0,440.0,40.0,16.5,5.0,14.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dashaun-white-1,DaShaun White,LB,Oklahoma,Oklahoma,5,63.0,4.708571428571428,0.0,,0,63.0,51.0,258.0,19.5,5.5,2.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-gbenda-1,David Gbenda,LB,Texas,Texas,6,63.0,6.188888888888888,0.0,,0,63.0,47.0,170.0,11.0,4.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake-hummel-1,Jake Hummel,LB,Iowa State,Iowa State,5,63.0,4.181904761904762,0.0,,0,63.0,46.0,232.0,17.0,2.0,3.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamal-ligon-1,Jamal Ligon,LB,UTSA,UTSA,5,63.0,-3.1215873015873017,0.0,,0,63.0,57.0,331.0,28.0,10.0,1.0,6.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joel-dublanko-1,Joel Dublanko,LB,Cincinnati,Cincinnati,5,63.0,-0.5566666666666668,0.0,,0,63.0,44.0,233.0,22.0,7.5,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malachi-langley-1,Malachi Langley,LB,Fresno State,Fresno State,6,63.0,-4.3474603174603175,0.0,,0,63.0,54.0,329.0,20.0,6.5,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrian-beavers-1,Darrian Beavers,LB,Cincinnati,Cincinnati|Connecticut,5,62.0,0.1267741935483871,0.0,,0,62.0,54.0,233.0,28.0,14.0,3.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eli-neal-1,Eli Neal,LB,Marshall,Marshall,5,62.0,-3.278709677419355,0.0,,0,62.0,48.0,375.0,32.5,12.0,5.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-jones-8,Matt Jones,LB,Baylor,Baylor,6,62.0,3.739516129032258,0.0,,0,62.0,58.0,328.0,34.0,12.0,1.0,17.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reid-dedman-1,Reid Dedman,LB,Georgia Southern,Georgia Southern,5,62.0,-3.503064516129032,0.0,,0,62.0,39.0,79.0,11.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kd-davis-1,KD Davis,LB,North Texas,North Texas,5,61.0,-6.19327868852459,1.0,CUSA Defensive Player of the Year,0,61.0,45.0,428.0,32.0,13.0,1.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
marques-watson-trent-1,Marques Watson-Trent,LB,Nebraska,Georgia Southern|Nebraska,6,61.0,-2.2431147540983605,1.0,Sun Belt Defensive Player of the Year,0,61.0,48.0,404.0,28.5,7.5,2.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ashanti-cistrunk-1,Ashanti Cistrunk,LB,Ole Miss,Ole Miss,5,61.0,4.528524590163935,0.0,,0,61.0,45.0,206.0,11.0,4.5,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caden-mcdonald-1,Caden McDonald,LB,San Diego State,San Diego State,6,61.0,-1.974754098360656,0.0,,0,61.0,49.0,162.0,30.5,12.0,2.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dax-hollifield-1,Dax Hollifield,LB,Virginia Tech,Virginia Tech,5,61.0,0.2736065573770493,0.0,,0,61.0,57.0,355.0,30.0,12.0,4.0,10.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donald-willis-2,Donald Willis,LB,Western Michigan,Minnesota|Western Michigan,6,61.0,-0.7744262295081966,0.0,,0,61.0,52.0,195.0,14.0,5.5,0.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gerry-vaughn-1,Gerry Vaughn,LB,Iowa State,Iowa State,6,61.0,4.717540983606557,0.0,,0,61.0,44.0,189.0,12.0,3.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jared-bartlett-1,Jared Bartlett,LB,Cincinnati,Cincinnati|West Virginia,6,61.0,3.1945901639344263,0.0,,0,61.0,58.0,204.0,32.5,21.5,0.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jj-russell-1,JJ Russell,LB,Memphis,Memphis,5,61.0,-2.274754098360656,0.0,,0,61.0,51.0,306.0,24.0,5.0,1.0,7.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jt-killen-1,JT Killen,LB,Eastern Michigan,Coastal Carolina|Eastern Michigan,6,61.0,-4.383442622950819,0.0,,0,61.0,6.0,229.0,13.5,3.5,1.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khris-bogle-1,Khris Bogle,LB,Michigan State,Florida|Michigan State,6,61.0,4.850655737704918,0.0,,0,61.0,58.0,131.0,24.0,14.5,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-barrett-1,Michael Barrett,LB,Michigan,Michigan,5,61.0,5.305737704918032,0.0,,0,61.0,44.0,208.0,12.0,8.5,2.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohamed-sanogo-1,Mohamed Sanogo,LB,Louisville,Louisville|Ole Miss,6,61.0,4.330819672131148,0.0,,0,61.0,0.0,298.0,21.5,8.0,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yasir-abdullah-1,Yasir Abdullah,LB,Louisville,Louisville,5,61.0,2.7737704918032784,0.0,,0,61.0,54.0,210.0,43.0,23.5,3.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-moore-2,Austin Moore,LB,Kansas State,Kansas State,6,60.0,4.559666666666667,0.0,,0,60.0,49.0,235.0,32.0,4.5,1.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cam-riley-1,Cam Riley,LB,Florida State,Auburn|Florida State,5,60.0,6.3180000000000005,0.0,,0,60.0,50.0,167.0,11.5,3.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel-bolden-1,Daniel Bolden,LB,Toledo,Toledo,7,60.0,-2.7353333333333336,0.0,,0,58.0,52.0,263.0,17.5,3.0,0.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dq-thomas-1,DQ Thomas,LB,Middle Tennessee State,Middle Tennessee State,5,60.0,-4.4935,0.0,,0,60.0,55.0,307.0,52.0,19.5,2.0,7.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-brown-8,Jordan Brown,LB,North Texas,North Texas,5,60.0,-4.968,0.0,,0,60.0,53.0,240.0,13.0,6.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-veneziale-1,Jordan Veneziale,LB,Georgia State,Georgia State,5,60.0,-2.9183333333333334,0.0,,0,60.0,49.0,282.0,21.5,7.0,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kristopher-moll-1,Kristopher Moll,LB,Washington,UAB|Washington,5,60.0,-3.6926666666666668,0.0,,0,60.0,41.0,262.0,30.5,14.0,2.0,7.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawson-hall-1,Lawson Hall,LB,Nevada,Nevada,5,60.0,-3.7551666666666668,0.0,,0,60.0,56.0,269.0,22.0,6.0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max-tooley-1,Max Tooley,LB,BYU,BYU,6,60.0,-0.3268333333333333,0.0,,0,60.0,12.0,311.0,16.5,3.0,7.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robert-revels-iii-1,Robert Revels III,LB,Tulsa,Tulsa,6,60.0,0.08650000000000002,0.0,,0,60.0,41.0,75.0,5.5,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shae-suiaunoa-1,Shae Suiaunoa,LB,Wyoming,Wyoming,6,60.0,-3.993666666666667,0.0,,0,59.0,52.0,267.0,20.0,6.0,2.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shane-whitter-1,Shane Whitter,LB,North Texas,North Texas|Oklahoma,6,60.0,1.358,0.0,,0,60.0,39.0,155.0,6.5,0.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-guidry-1,Tyler Guidry,LB,Louisiana,Louisiana,5,60.0,-1.5564999999999998,0.0,,0,60.0,0.0,84.0,11.5,5.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wesley-steiner-1,Wesley Steiner,LB,Washington State,Auburn|Washington State,5,60.0,3.8353333333333333,0.0,,0,60.0,33.0,98.0,3.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carlton-martial-1,Carlton Martial,LB,Troy,Troy,6,59.0,-3.6730508474576267,1.0,Sun Belt Defensive Player of the Year,0,59.0,56.0,577.0,50.5,10.5,6.0,9.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ale-kaho-1,Ale Kaho,LB,UCLA,Alabama|UCLA,7,59.0,1.8420338983050848,0.0,,0,58.0,32.0,91.0,7.5,4.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colin-schooler-1,Colin Schooler,LB,Texas Tech,Arizona|Texas Tech,5,59.0,1.619830508474576,0.0,,0,59.0,57.0,481.0,58.5,14.5,5.0,14.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derik-lecaptain-1,Derik LeCaptain,LB,Minnesota,Minnesota,7,59.0,2.4569491525423732,0.0,,0,59.0,10.0,21.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devin-harper-1,Devin Harper,LB,Oklahoma State,Oklahoma State,5,59.0,3.9242372881355934,0.0,,0,59.0,45.0,216.0,26.5,13.5,2.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gavin-potter-1,Gavin Potter,LB,Tulsa,Arkansas State|Kansas|Tulsa,6,59.0,0.9657627118644067,0.0,,0,59.0,55.0,270.0,25.5,3.5,1.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen-davis-2,Jalen Davis,LB,Middle Tennessee State,Middle Tennessee State,6,59.0,-5.465084745762712,0.0,,0,59.0,49.0,119.0,14.0,5.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jesiah-pierre-1,Jesiah Pierre,LB,UCF,Florida|Texas Tech|UCF,6,59.0,4.853559322033899,0.0,,0,58.0,51.0,169.0,12.5,5.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jimmy-phillips-jr-1,Jimmy Phillips Jr.,LB,SMU,SMU,5,59.0,-1.1127118644067797,0.0,,0,59.0,41.0,179.0,15.5,2.0,2.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kane-patterson-1,Kane Patterson,LB,Vanderbilt,Clemson|Vanderbilt,5,59.0,3.0216949152542374,0.0,,0,59.0,44.0,114.0,15.5,5.5,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenny-haynes-1,Kenny Haynes,LB,Texas State,Texas State,5,59.0,-4.164915254237289,0.0,,0,59.0,32.0,74.0,5.5,1.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kesean-brown-1,Kesean Brown,LB,Marshall,Appalachian State|Marshall,5,59.0,-3.4774576271186444,0.0,,0,59.0,39.0,102.0,9.5,5.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin-henry-3,Kevin Henry,LB,Tulane,Oklahoma State|Tulane,7,59.0,1.5376271186440678,0.0,,0,59.0,47.0,157.0,15.0,3.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kj-robertson-1,KJ Robertson,LB,Troy,Troy,5,59.0,-3.594406779661017,0.0,,0,59.0,54.0,244.0,9.0,3.0,4.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marvin-moody-1,Marvin Moody,LB,Tulane,Tulane,5,59.0,-0.4588135593220339,0.0,,0,59.0,47.0,234.0,21.0,4.5,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mase-funa-1,Mase Funa,LB,Oregon,Oregon,5,59.0,2.572542372881356,0.0,,0,59.0,50.0,140.0,19.0,7.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riko-jeffers-1,Riko Jeffers,LB,Texas Tech,Texas Tech,5,59.0,2.9084745762711863,0.0,,0,59.0,55.0,299.0,26.5,7.5,1.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stephen-dix-jr-1,Stephen Dix Jr.,LB,Arkansas,Arkansas|Florida State|Marshall,6,59.0,2.0394915254237285,0.0,,0,59.0,54.0,277.0,17.0,5.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tatum-bethune-1,Tatum Bethune,LB,Florida State,Florida State|UCF,5,59.0,0.31915254237288126,0.0,,0,59.0,52.0,339.0,28.0,7.5,4.0,10.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jay-higgins-1,Jay Higgins,LB,Iowa,Iowa,5,58.0,1.428793103448276,1.0,AA,0,58.0,39.0,341.0,9.0,3.5,5.0,9.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chad-smith-5,Chad Smith,LB,Clemson,Clemson,5,58.0,5.267586206896551,0.0,,0,58.0,37.0,141.0,10.0,5.0,1.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-pine-1,Chase Pine,LB,Pitt,Pitt,5,58.0,0.5137931034482759,0.0,,0,58.0,52.0,118.0,16.0,2.5,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-russell-2,Chris Russell,LB,Texas A&M,Texas A&M,5,58.0,3.5612068965517243,0.0,,0,58.0,32.0,112.0,10.0,4.5,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deandre-square-1,DeAndre Square,LB,Kentucky,Kentucky,5,58.0,3.1743103448275862,0.0,,0,58.0,54.0,302.0,22.5,6.5,3.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deion-jennings-1,Deion Jennings,LB,Rutgers,Rutgers,5,58.0,4.237758620689655,0.0,,0,58.0,47.0,252.0,19.5,1.0,1.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derek-wingo-1,Derek Wingo,LB,Florida,Florida,5,58.0,5.369310344827586,0.0,,0,58.0,38.0,71.0,7.0,5.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deshawn-pace-1,Deshawn Pace,LB,UCF,Cincinnati|UCF,5,58.0,0.6177586206896551,0.0,,0,58.0,51.0,307.0,29.0,3.0,8.0,10.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devon-betty-1,Devon Betty,LB,North Carolina State,North Carolina State,5,58.0,1.296206896551724,0.0,,0,58.0,42.0,147.0,21.5,4.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant-morgan-1,Grant Morgan,LB,Arkansas,Arkansas,5,58.0,5.720172413793103,0.0,,0,58.0,55.0,313.0,23.5,4.5,2.0,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant-sawyer-1,Grant Sawyer,LB,Tulsa,Tulsa,5,58.0,-0.06603448275862081,0.0,,0,58.0,50.0,115.0,18.5,4.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacquez-williams-3,Ja'Cquez Williams,LB,Louisiana-Monroe,Louisiana-Monroe|Wake Forest,5,58.0,1.3531034482758622,0.0,,0,57.0,53.0,238.0,19.5,8.5,1.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamal-brooks-1,Jamal Brooks,LB,South Alabama,Missouri|South Alabama,5,58.0,1.7946551724137931,0.0,,0,58.0,31.0,83.0,7.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james-miller-1,James Miller,LB,South Alabama,Indiana|South Alabama,6,58.0,0.5477586206896553,0.0,,0,58.0,52.0,210.0,14.0,3.0,0.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jett-bush-1,Jett Bush,LB,Texas,Texas,5,58.0,6.044310344827586,0.0,,0,58.0,41.0,63.0,7.5,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jj-weaver-1,J.J. Weaver,LB,Kentucky,Kentucky,6,58.0,3.776724137931035,0.0,,0,58.0,56.0,197.0,39.5,21.5,2.0,8.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jon-michael-terry-1,Jon-Michael Terry,LB,Tulsa,Oklahoma|Tulsa,6,58.0,3.2968965517241378,0.0,,0,58.0,39.0,152.0,13.5,4.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joseph-sparacio-1,Joseph Sparacio,LB,Eastern Michigan,Boston College|Eastern Michigan,6,58.0,-4.085,0.0,,0,58.0,44.0,287.0,22.0,6.0,3.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaimon-rucker-1,Kaimon Rucker,LB,North Carolina,North Carolina,5,58.0,0.4917241379310344,0.0,,0,58.0,53.0,180.0,38.5,22.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
levelle-bailey-1,Levelle Bailey,LB,Fresno State,Fresno State,5,58.0,-4.076724137931034,0.0,,0,58.0,52.0,277.0,25.5,7.0,6.0,22.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mariano-sori-marin-1,Mariano Sori-Marin,LB,Minnesota,Minnesota,5,58.0,1.7032758620689654,0.0,,0,58.0,45.0,274.0,14.0,1.5,1.0,9.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rich-miller-3,Rich Miller,LB,Kansas,Buffalo|Kansas,5,58.0,1.5453448275862067,0.0,,0,58.0,45.0,253.0,13.0,5.0,1.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sione-tupou-1,Sione Tupou,LB,Texas State,Texas State|UTEP,6,58.0,-5.495172413793104,0.0,,0,58.0,57.0,335.0,12.0,4.0,2.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tony-grier-jr-1,Tony Grier Jr.,LB,Arkansas,Arkansas|South Florida,6,58.0,0.34827586206896555,0.0,,0,58.0,0.0,274.0,23.5,10.0,3.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trey-cobb-1,Trey Cobb,LB,Appalachian State,Appalachian State,5,58.0,-4.107586206896552,0.0,,0,58.0,50.0,258.0,21.5,4.0,3.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrique-matthews-1,Tyrique Matthews,LB,Texas Tech,Texas Tech,5,58.0,3.5468965517241378,0.0,,0,58.0,27.0,52.0,5.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
william-kwenkeu-1,William Kwenkeu,LB,Temple,Temple,6,58.0,-2.3613793103448275,0.0,,0,58.0,47.0,183.0,20.5,7.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
