Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_rushing,games_receiving,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,yds_from_scrimmage,scrim_td,award_aa,award_john_mackey_award_most_outstanding_tight_end,award_mac_offensive_player_of_the_year,award_vern_smith_leadership_award
cole-finney-1,Cole Finney,TE,Duke,Duke,4,32.0,-0.3543750000000001,0.0,,0,0.0,25.0,0.0,0.0,0.0,9.0,148.0,0.0,0.0,0.0,0,0,0,0
dallen-bentley-1,Dallen Bentley,TE,Utah,Utah,3,32.0,2.4334375,0.0,,0,0.0,32.0,0.0,0.0,0.0,51.0,640.0,6.0,0.0,0.0,0,0,0,0
danny-lewis-3,Danny Lewis,TE,Alabama,Alabama,4,32.0,2.7275,0.0,,0,0.0,20.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0,0,0,0
dax-raymond-1,Dax Raymond,TE,Utah State,Utah State,3,32.0,-3.95625,0.0,,0,11.0,32.0,1.0,0.0,0.0,72.0,873.0,3.0,345.0,2.0,0,0,0,0
derrick-deese-1,Derrick Deese,TE,San Jose State,San Jose State,4,32.0,-2.5340625,0.0,,0,0.0,31.0,0.0,0.0,0.0,86.0,1149.0,11.0,0.0,0.0,0,0,0,0
devin-pike-1,Devin Pike,TE,Wake Forest,Wake Forest,3,32.0,3.4590625,0.0,,0,0.0,13.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0,0,0,0
evan-lester-1,Evan Lester,TE,Georgia Southern,Georgia Southern,4,32.0,-2.9262500000000005,0.0,,0,0.0,20.0,0.0,0.0,0.0,8.0,67.0,2.0,0.0,0.0,0,0,0,0
gary-williams-6,Gary Williams,TE,Colorado State,Colorado State,5,32.0,-3.37875,0.0,,0,0.0,24.0,0.0,0.0,0.0,23.0,311.0,5.0,0.0,0.0,0,0,0,0
hunter-kampmoyer-1,Hunter Kampmoyer,TE,Oregon,Oregon,3,32.0,1.099375,0.0,,0,0.0,32.0,0.0,0.0,0.0,20.0,224.0,4.0,0.0,0.0,0,0,0,0
hunter-thedford-1,Hunter Thedford,TE,Utah,SMU|Utah,3,32.0,-0.44250000000000006,0.0,,0,0.0,26.0,0.0,0.0,0.0,5.0,48.0,0.0,0.0,0.0,0,0,0,0
jack-dejarld-1,Jack DeJarld,TE,Miami (OH),Miami (OH),3,32.0,-5.956875,0.0,,0,11.0,11.0,1.0,1.0,0.0,1.0,7.0,0.0,8.0,0.0,0,0,0,0
jack-eschenbach-1,Jack Eschenbach,TE,Wisconsin,Wisconsin,5,32.0,4.54375,0.0,,0,0.0,28.0,0.0,0.0,0.0,19.0,179.0,0.0,0.0,0.0,0,0,0,0
jacob-barrick-1,Jacob Barrick,TE,West Virginia,Jacksonville State|West Virginia,3,32.0,-3.3249999999999997,0.0,,0,0.0,32.0,0.0,0.0,0.0,18.0,171.0,0.0,0.0,0.0,0,0,0,0
jake-taylor-2,Jake Taylor,TE,Duke,Duke,4,32.0,2.14125,0.0,,0,0.0,32.0,0.0,0.0,0.0,14.0,108.0,0.0,0.0,0.0,0,0,0,0
jordon-harris-1,Jordon Harris,TE,Missouri,Missouri,3,32.0,3.42875,0.0,,0,0.0,24.0,0.0,0.0,0.0,9.0,96.0,0.0,0.0,0.0,0,0,0,0
josh-beetham-1,Josh Beetham,TE,Georgia Tech,Georgia Tech|Michigan,5,32.0,3.8821875,0.0,,0,0.0,23.0,0.0,0.0,0.0,9.0,163.0,2.0,0.0,0.0,0,0,0,0
josh-lifson-1,Josh Lifson,TE,Louisville,Louisville,4,32.0,3.9071875,0.0,,0,0.0,32.0,0.0,0.0,0.0,8.0,96.0,1.0,0.0,0.0,0,0,0,0
joshua-lingenfelter-1,Joshua Lingenfelter,TE,Army,Army,3,32.0,-3.2709374999999996,0.0,,0,0.0,31.0,0.0,0.0,0.0,5.0,157.0,0.0,0.0,0.0,0,0,0,0
kahlil-brantley-1,Kahlil Brantley,TE,Florida Atlantic,Florida Atlantic|Miami (FL),4,32.0,-2.8024999999999998,0.0,,0,0.0,30.0,0.0,0.0,0.0,17.0,142.0,4.0,0.0,0.0,0,0,0,0
kevin-crosby-1,Kevin Crosby,TE,South Carolina,South Carolina,4,32.0,3.86375,0.0,,0,0.0,32.0,0.0,0.0,0.0,39.0,377.0,4.0,0.0,0.0,0,0,0,0
kole-taylor-1,Kole Taylor,TE,LSU,LSU,3,32.0,6.123749999999999,0.0,,0,0.0,32.0,0.0,0.0,0.0,17.0,159.0,1.0,0.0,0.0,0,0,0,0
mason-williams-3,Mason Williams,TE,Ohio,Ohio,3,32.0,-6.334999999999999,0.0,,0,14.0,32.0,1.0,7.0,1.0,48.0,565.0,6.0,218.0,3.0,0,0,0,0
max-klare-1,Max Klare,TE,Ohio State,Ohio State|Purdue,4,32.0,6.6075,0.0,,0,0.0,31.0,0.0,0.0,0.0,116.0,1329.0,6.0,0.0,0.0,0,0,0,0
max-reese-1,Max Reese,TE,Mississippi State,Eastern Michigan|Mississippi State,4,32.0,-3.0118750000000003,0.0,,0,20.0,31.0,2.0,-1.0,0.0,31.0,241.0,2.0,239.0,2.0,0,0,0,0
michael-irvin-ii-1,Michael Irvin II,TE,Florida Atlantic,Florida Atlantic|Miami (FL),4,32.0,-2.191875,0.0,,0,0.0,32.0,0.0,0.0,0.0,13.0,142.0,0.0,0.0,0.0,0,0,0,0
peter-clarke-2,Peter Clarke,TE,Temple,Temple,3,32.0,-2.4546875,0.0,,0,0.0,32.0,0.0,0.0,0.0,35.0,517.0,9.0,0.0,0.0,0,0,0,0
shadell-bell-1,Shadell Bell,TE,Coastal Carolina,Clemson|Coastal Carolina,3,32.0,-1.4509374999999998,0.0,,0,0.0,32.0,0.0,0.0,0.0,18.0,192.0,3.0,0.0,0.0,0,0,0,0
travis-reynolds-2,Travis Reynolds,TE,Massachusetts,Massachusetts,4,32.0,-3.3512500000000003,0.0,,0,0.0,30.0,0.0,0.0,0.0,12.0,118.0,1.0,0.0,0.0,0,0,0,0
tyler-savage-1,Tyler Savage,TE,East Carolina,East Carolina,3,32.0,-2.919375,0.0,,0,0.0,32.0,0.0,0.0,0.0,22.0,251.0,1.0,0.0,0.0,0,0,0,0
zach-crouch-1,Zach Crouch,TE,Central Michigan,Central Michigan,3,32.0,-3.178125,0.0,,0,0.0,32.0,0.0,0.0,0.0,8.0,132.0,0.0,0.0,0.0,0,0,0,0
brandon-niemenski-1,Brandon Niemenski,TE,Connecticut,Connecticut,4,31.0,-2.8041935483870963,0.0,,0,0.0,23.0,0.0,0.0,0.0,15.0,139.0,2.0,0.0,0.0,0,0,0,0
brevin-jordan-1,Brevin Jordan,TE,Miami (FL),Miami (FL),3,31.0,1.049032258064516,0.0,,0,19.0,31.0,3.0,1.0,0.0,105.0,1358.0,13.0,1072.0,9.0,0,0,0,0
chris-bounds-1,Chris Bounds,TE,Colorado,Colorado,4,31.0,-0.12129032258064516,0.0,,0,0.0,31.0,0.0,0.0,0.0,9.0,125.0,2.0,0.0,0.0,0,0,0,0
christian-abney-1,Christian Abney,TE,Illinois,Ball State|Illinois,3,31.0,0.4054838709677417,0.0,,0,0.0,31.0,0.0,0.0,0.0,9.0,78.0,1.0,0.0,0.0,0,0,0,0
dalton-kincaid-1,Dalton Kincaid,TE,Utah,Utah,3,31.0,0.7235483870967742,0.0,,0,14.0,31.0,1.0,4.0,0.0,107.0,1414.0,16.0,514.0,8.0,0,0,0,0
danny-pinter-1,Danny Pinter,TE,Ball State,Ball State,4,31.0,-5.094193548387097,0.0,,0,12.0,19.0,1.0,3.0,0.0,9.0,56.0,1.0,3.0,0.0,0,0,0,0
david-lucero-1,David Lucero,TE,UTEP,Boise State|UTEP,3,31.0,-5.875483870967742,0.0,,0,0.0,31.0,0.0,0.0,0.0,41.0,514.0,3.0,0.0,0.0,0,0,0,0
deshawn-hanika-1,DeShawn Hanika,TE,Kansas,Iowa State|Kansas,6,31.0,4.579032258064516,0.0,,0,0.0,17.0,0.0,0.0,0.0,27.0,341.0,7.0,0.0,0.0,0,0,0,0
devon-tauaefa-1,Devon Tauaefa,TE,Hawaii,Hawaii,4,31.0,-4.995161290322581,0.0,,0,0.0,23.0,0.0,0.0,0.0,19.0,162.0,1.0,0.0,0.0,0,0,0,0
gabe-milbourn-1,Gabe Milbourn,TE,Oregon State,Oregon State,5,31.0,0.13161290322580657,0.0,,0,0.0,12.0,0.0,0.0,0.0,17.0,185.0,1.0,0.0,0.0,0,0,0,0
jacob-kizer-1,Jacob Kizer,TE,Washington,Washington,4,31.0,2.693548387096774,0.0,,0,0.0,25.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0,0,0,0
james-mitchell-2,James Mitchell,TE,Virginia Tech,Virginia Tech,4,31.0,0.2338709677419356,0.0,,0,25.0,25.0,7.0,9.0,5.0,52.0,838.0,7.0,847.0,12.0,0,0,0,0
nick-muse-1,Nick Muse,TE,South Carolina,South Carolina,3,31.0,5.675806451612903,0.0,,0,0.0,31.0,0.0,0.0,0.0,67.0,805.0,3.0,0.0,0.0,0,0,0,0
niko-hea-1,Niko Hea,TE,Missouri,Missouri,3,31.0,3.652258064516129,0.0,,0,0.0,31.0,0.0,0.0,0.0,35.0,305.0,4.0,0.0,0.0,0,0,0,0
olsen-patt-henry-1,Olsen Patt-Henry,TE,Clemson,Clemson,3,31.0,2.9016129032258067,0.0,,0,0.0,31.0,0.0,0.0,0.0,28.0,289.0,3.0,0.0,0.0,0,0,0,0
bobby-walker-4,Bobby Walker,TE,Illinois,Illinois,4,30.0,2.5900000000000003,0.0,,0,0.0,12.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0,0,0,0
brandon-junk-1,Brandon Junk,TE,Akron,Akron,4,30.0,-3.528,0.0,,0,0.0,30.0,0.0,0.0,0.0,5.0,22.0,1.0,0.0,0.0,0,0,0,0
brennan-wooten-1,Brennan Wooten,TE,Western Michigan,Western Michigan,3,30.0,-4.870666666666667,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
david-clement-1,David Clement,TE,Syracuse,Syracuse,3,30.0,2.3230000000000004,0.0,,0,0.0,12.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0,0,0,0
garet-morrell-1,Garet Morrell,TE,Marshall,Marshall,3,30.0,-3.566333333333333,0.0,,0,0.0,30.0,0.0,0.0,0.0,7.0,95.0,2.0,0.0,0.0,0,0,0,0
jackson-lanam-1,Jackson Lanam,TE,Texas State,Texas State,5,30.0,-4.187666666666667,0.0,,0,0.0,18.0,0.0,0.0,0.0,11.0,111.0,1.0,0.0,0.0,0,0,0,0
jackson-mcdonald-1,Jackson McDonald,TE,Florida International,Florida International,5,30.0,-5.94,0.0,,0,0.0,30.0,0.0,0.0,0.0,16.0,158.0,0.0,0.0,0.0,0,0,0,0
jatavion-sanders-1,Ja'Tavion Sanders,TE,Texas,Texas,3,30.0,7.1066666666666665,0.0,,0,14.0,27.0,1.0,12.0,0.0,99.0,1295.0,7.0,694.0,2.0,0,0,0,0
john-hassell-1,John Hassell,TE,Memphis,Memphis,6,30.0,-2.3386666666666667,0.0,,0,0.0,12.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0,0,0,0
jordan-leggett-1,Jordan Leggett,TE,Clemson,Clemson,2,30.0,5.88,0.0,,0,0.0,30.0,0.0,0.0,0.0,86.0,1261.0,15.0,0.0,0.0,0,0,0,0
kalvin-cline-1,Kalvin Cline,TE,Texas A&M,Texas A&M|Virginia Tech,3,30.0,2.9419999999999997,0.0,,0,0.0,22.0,0.0,0.0,0.0,4.0,55.0,1.0,0.0,0.0,0,0,0,0
konner-fox-1,Konner Fox,TE,Texas State,Kansas State|Texas State,6,30.0,-1.998666666666667,0.0,,0,0.0,30.0,0.0,0.0,0.0,26.0,269.0,2.0,0.0,0.0,0,0,0,0
kyle-jarvis-1,Kyle Jarvis,TE,New Mexico,New Mexico,3,30.0,-2.2373333333333334,0.0,,0,0.0,19.0,0.0,0.0,0.0,14.0,202.0,2.0,0.0,0.0,0,0,0,0
luke-voorhees-1,Luke Voorhees,TE,Boise State,Boise State,5,30.0,-1.3200000000000003,0.0,,0,0.0,14.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0,0,0,0
oj-howard-1,O.J. Howard,TE,Alabama,Alabama,2,30.0,0.0,0.0,,0,0.0,30.0,0.0,0.0,0.0,83.0,1197.0,5.0,0.0,0.0,0,0,0,0
parker-christensen-1,Parker Christensen,TE,Wyoming,Wyoming,4,30.0,-5.171,0.0,,0,6.0,30.0,1.0,5.0,0.0,34.0,324.0,1.0,33.0,0.0,0,0,0,0
pat-freiermuth-1,Pat Freiermuth,TE,Penn State,Penn State,3,30.0,4.752666666666667,0.0,,0,0.0,30.0,0.0,0.0,0.0,92.0,1185.0,16.0,0.0,0.0,0,0,0,0
spencer-witter-1,Spencer Witter,TE,Boston College,Boston College,4,30.0,0.7550000000000001,0.0,,0,0.0,28.0,0.0,0.0,0.0,15.0,131.0,0.0,0.0,0.0,0,0,0,0
tristian-brank-1,Tristian Brank,TE,Akron,Akron,3,30.0,-2.7239999999999998,0.0,,0,12.0,30.0,1.0,0.0,0.0,46.0,476.0,4.0,269.0,3.0,0,0,0,0
zach-marsh-wojan-1,Zach Marsh-Wojan,TE,UCF,UCF,4,30.0,0.36399999999999993,0.0,,0,0.0,12.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0,0,0,0
austin-dorris-1,Austin Dorris,TE,Bowling Green,Bowling Green|Indiana,4,29.0,1.6272413793103448,0.0,,0,0.0,23.0,0.0,0.0,0.0,18.0,143.0,0.0,0.0,0.0,0,0,0,0
austin-terry-1,Austin Terry,TE,Boise State,Boise State,4,29.0,-1.267586206896552,0.0,,0,0.0,10.0,0.0,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0,0,0,0
bryce-witham-1,Bryce Witham,TE,Minnesota,Minnesota,6,29.0,2.300344827586207,0.0,,0,0.0,27.0,0.0,0.0,0.0,8.0,117.0,1.0,0.0,0.0,0,0,0,0
caleb-wilson-2,Caleb Wilson,TE,UCLA,UCLA,3,29.0,5.667931034482759,0.0,,0,12.0,29.0,1.0,4.0,0.0,114.0,1674.0,5.0,969.0,4.0,0,0,0,0
carter-wheat-1,Carter Wheat,TE,BYU,BYU,4,29.0,-1.4565517241379309,0.0,,0,0.0,18.0,0.0,0.0,0.0,6.0,87.0,1.0,0.0,0.0,0,0,0,0
christian-earls-1,Christian Earls,TE,Purdue,Nevada-Las Vegas|Purdue,3,29.0,1.6531034482758624,0.0,,0,0.0,25.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0,0,0,0
christopher-toudle-1,Christopher Toudle,TE,Western Michigan,North Carolina State|Western Michigan,3,29.0,1.416896551724138,0.0,,0,0.0,18.0,0.0,0.0,0.0,19.0,221.0,2.0,0.0,0.0,0,0,0,0
connor-witthoft-1,Connor Witthoft,TE,Delaware,Delaware|New Mexico,5,29.0,-4.293793103448276,0.0,,0,8.0,27.0,1.0,8.0,0.0,18.0,148.0,1.0,56.0,1.0,0,0,0,0
david-crossan-1,David Crossan,TE,Army,Army,3,29.0,-4.60551724137931,0.0,,0,0.0,14.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,0,0,0,0
evan-morris-1,Evan Morris,TE,UCF,Michigan State|UCF,4,29.0,4.68551724137931,0.0,,0,0.0,24.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0,0,0,0
hudson-henry-1,Hudson Henry,TE,Arkansas,Arkansas,4,29.0,6.20896551724138,0.0,,0,0.0,29.0,0.0,0.0,0.0,27.0,161.0,1.0,0.0,0.0,0,0,0,0
irv-smith-jr-1,Irv Smith Jr.,TE,Alabama,Alabama,2,29.0,0.0,0.0,,0,0.0,29.0,0.0,0.0,0.0,58.0,838.0,10.0,0.0,0.0,0,0,0,0
jaelyn-lay-1,Jaelyn Lay,TE,Massachusetts,Clemson|Massachusetts,4,29.0,0.16206896551724148,0.0,,0,0.0,25.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0,0,0,0
jake-newell-1,Jake Newell,TE,Akron,Akron,3,29.0,-5.294827586206897,0.0,,0,0.0,29.0,0.0,0.0,0.0,52.0,392.0,3.0,0.0,0.0,0,0,0,0
jayden-york-1,Jayden York,TE,Houston,Houston|Texas Tech,6,29.0,4.374827586206897,0.0,,0,0.0,23.0,0.0,0.0,0.0,8.0,61.0,1.0,0.0,0.0,0,0,0,0
kahale-warring-1,Kahale Warring,TE,San Diego State,San Diego State,5,29.0,-2.537586206896552,0.0,,0,0.0,29.0,0.0,0.0,0.0,51.0,637.0,8.0,0.0,0.0,0,0,0,0
kanen-hamlett-1,Kanen Hamlett,TE,Appalachian State,Appalachian State,4,29.0,-3.6258620689655174,0.0,,0,0.0,24.0,0.0,0.0,0.0,17.0,177.0,4.0,0.0,0.0,0,0,0,0
kris-byrd-1,Kris Byrd,TE,Georgia State,Georgia State,4,29.0,-2.5468965517241378,0.0,,0,0.0,14.0,0.0,0.0,0.0,12.0,127.0,3.0,0.0,0.0,0,0,0,0
luke-hasz-1,Luke Hasz,TE,Ole Miss,Arkansas|Ole Miss,3,29.0,3.5786206896551724,0.0,,0,0.0,29.0,0.0,0.0,0.0,45.0,605.0,8.0,0.0,0.0,0,0,0,0
luke-mcgary-1,Luke McGary,TE,Houston,Houston|Tulsa,3,29.0,-3.712413793103448,0.0,,0,0.0,29.0,0.0,0.0,0.0,29.0,359.0,4.0,0.0,0.0,0,0,0,0
luke-reynolds-1,Luke Reynolds,TE,Penn State,Penn State,2,29.0,5.798275862068966,0.0,,0,29.0,29.0,3.0,58.0,0.0,35.0,368.0,1.0,426.0,1.0,0,0,0,0
luke-soto-1,Luke Soto,TE,Marshall,Marshall|UTEP,4,29.0,-4.9541379310344835,0.0,,0,0.0,20.0,0.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0,0,0,0
matt-lynch-1,Matt Lynch,TE,Colorado,Colorado|UCLA,3,29.0,2.617241379310345,0.0,,0,9.0,26.0,1.0,3.0,0.0,7.0,31.0,1.0,25.0,0.0,0,0,0,0
matt-wagner-1,Matt Wagner,TE,Boise State,Boise State,3,29.0,-1.413448275862069,0.0,,0,0.0,27.0,0.0,0.0,0.0,34.0,359.0,1.0,0.0,0.0,0,0,0,0
nate-wieting-1,Nate Wieting,TE,Iowa,Iowa,4,29.0,4.853793103448275,0.0,,0,0.0,29.0,0.0,0.0,0.0,13.0,185.0,0.0,0.0,0.0,0,0,0,0
nick-elksnis-1,Nick Elksnis,TE,Nevada-Las Vegas,Florida|Nevada-Las Vegas|South Carolina,5,29.0,-0.21379310344827585,0.0,,0,0.0,14.0,0.0,0.0,0.0,12.0,145.0,2.0,0.0,0.0,0,0,0,0
patrick-overmyer-1,Patrick Overmyer,TE,UTSA,UTSA,3,29.0,-3.5086206896551717,0.0,,0,13.0,26.0,19.0,23.0,1.0,58.0,627.0,8.0,367.0,6.0,0,0,0,0
roberto-miranda-1,Roberto Miranda,TE,Arizona,Arizona,4,29.0,2.2696551724137928,0.0,,0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
seth-caillout-1,Seth Caillouet,TE,Texas State,Texas State,4,29.0,-3.501724137931035,0.0,,0,0.0,19.0,0.0,0.0,0.0,7.0,85.0,0.0,0.0,0.0,0,0,0,0
thomas-ruocchio-1,Thomas Ruocchio,TE,North Carolina State,North Carolina State,4,29.0,-0.6962068965517241,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
tommy-mcintyre-1,Tommy McIntyre,TE,SMU,SMU,3,29.0,-2.546206896551724,0.0,,0,0.0,20.0,0.0,0.0,0.0,5.0,67.0,1.0,0.0,0.0,0,0,0,0
traevon-kenion-1,Traevon Kenion,TE,South Carolina,South Carolina,4,29.0,4.227241379310345,0.0,,0,0.0,25.0,0.0,0.0,0.0,7.0,103.0,2.0,0.0,0.0,0,0,0,0
tucker-ashcraft-1,Tucker Ashcraft,TE,Wisconsin,Wisconsin,3,29.0,4.907241379310345,0.0,,0,0.0,29.0,0.0,0.0,0.0,22.0,178.0,2.0,0.0,0.0,0,0,0,0
ty-harmston-1,Ty Harmston,TE,Northern Illinois,Northern Illinois,3,29.0,-2.140689655172414,0.0,,0,0.0,14.0,0.0,0.0,0.0,11.0,97.0,1.0,0.0,0.0,0,0,0,0
bennett-christian-1,Bennett Christian,TE,Ohio State,Ohio State,4,28.0,7.651428571428572,0.0,,0,0.0,27.0,0.0,0.0,0.0,7.0,77.0,2.0,0.0,0.0,0,0,0,0
bradley-archer-1,Bradley Archer,TE,Indiana,Indiana|Stanford,5,28.0,3.516785714285714,0.0,,0,0.0,23.0,0.0,0.0,0.0,10.0,111.0,0.0,0.0,0.0,0,0,0,0
bryson-cannon-1,Bryson Cannon,TE,Eastern Michigan,Eastern Michigan,3,28.0,-2.781428571428571,0.0,,0,0.0,28.0,0.0,0.0,0.0,49.0,662.0,7.0,0.0,0.0,0,0,0,0
chase-blakley-1,Chase Blakley,TE,Boise State,Boise State,4,28.0,-0.6703571428571429,0.0,,0,0.0,28.0,0.0,0.0,0.0,20.0,133.0,1.0,0.0,0.0,0,0,0,0
collin-moore-1,Collin Moore,TE,California,California,5,28.0,0.21714285714285733,0.0,,0,0.0,27.0,0.0,0.0,0.0,13.0,72.0,1.0,0.0,0.0,0,0,0,0
cooper-mathers-1,Cooper Mathers,TE,Washington State,Washington State,3,28.0,-0.12714285714285697,0.0,,0,0.0,28.0,0.0,0.0,0.0,35.0,447.0,7.0,0.0,0.0,0,0,0,0
daniel-brunskill-1,Daniel Brunskill,TE,San Diego State,San Diego State,2,28.0,0.0,0.0,,0,0.0,14.0,0.0,0.0,0.0,10.0,112.0,2.0,0.0,0.0,0,0,0,0
daniel-buschman-1,Daniel Buschman,TE,Eastern Michigan,Eastern Michigan,3,28.0,-4.1075,0.0,,0,0.0,18.0,0.0,0.0,0.0,15.0,202.0,2.0,0.0,0.0,0,0,0,0
durham-smythe-1,Durham Smythe,TE,Notre Dame,Notre Dame,3,28.0,6.492857142857143,0.0,,0,0.0,27.0,0.0,0.0,0.0,27.0,374.0,6.0,0.0,0.0,0,0,0,0
elija-lofton-1,Elija Lofton,TE,Miami (FL),Miami (FL),2,28.0,5.110357142857143,0.0,,0,28.0,28.0,5.0,41.0,1.0,32.0,368.0,4.0,409.0,5.0,0,0,0,0
ethan-conner-1,Ethan Conner,TE,Troy,Troy,3,28.0,-0.5485714285714286,0.0,,0,14.0,28.0,2.0,1.0,0.0,59.0,680.0,7.0,398.0,3.0,0,0,0,0
jamal-pettigrew-1,Jamal Pettigrew,TE,LSU,LSU,4,28.0,1.8246428571428572,0.0,,0,0.0,28.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0,0,0,0
jeremiah-hasley-1,Jeremiah Hasley,TE,Duke,Duke,3,28.0,2.9099999999999997,0.0,,0,0.0,28.0,0.0,0.0,0.0,48.0,517.0,8.0,0.0,0.0,0,0,0,0
jerome-washington-1,Jerome Washington,TE,Rutgers,Miami (FL)|Rutgers,3,28.0,4.747142857142857,0.0,,0,12.0,28.0,1.0,-2.0,0.0,40.0,497.0,1.0,280.0,1.0,0,0,0,0
juan-davis-1,Juan Davis,TE,Texas,Texas,4,28.0,6.897857142857142,0.0,,0,5.0,21.0,1.0,3.0,0.0,10.0,54.0,0.0,3.0,0.0,0,0,0,0
riley-nowakowski-1,Riley Nowakowski,TE,Indiana,Indiana|Wisconsin,2,28.0,6.702857142857143,0.0,,0,16.0,28.0,2.0,2.0,2.0,43.0,461.0,2.0,389.0,4.0,0,0,0,0
robert-french-1,Robert French,TE,Rice,Rice,4,28.0,-3.335714285714286,0.0,,0,0.0,27.0,0.0,0.0,0.0,13.0,117.0,1.0,0.0,0.0,0,0,0,0
sam-west-1,Sam West,TE,Mississippi State,Indiana|Mississippi State,3,28.0,3.475357142857143,0.0,,0,13.0,26.0,1.0,15.0,0.0,6.0,78.0,1.0,56.0,1.0,0,0,0,0
shaquille-johnson-1,Shaquille Johnson,TE,Western Kentucky,Western Kentucky,2,28.0,-4.0249999999999995,0.0,,0,0.0,14.0,0.0,0.0,0.0,9.0,110.0,2.0,0.0,0.0,0,0,0,0
skylar-loving-black-1,Skylar Loving-Black,TE,San Jose State,Iowa State|San Jose State,6,28.0,-4.392857142857143,0.0,,0,0.0,25.0,0.0,0.0,0.0,11.0,123.0,2.0,0.0,0.0,0,0,0,0
zach-marshall-1,Zach Marshall,TE,Michigan,Michigan,3,28.0,7.485714285714287,0.0,,0,0.0,13.0,0.0,0.0,0.0,16.0,199.0,1.0,0.0,0.0,0,0,0,0
eli-stowers-1,Eli Stowers,TE,Vanderbilt,Texas A&M|Vanderbilt,3,27.0,3.816666666666667,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,25.0,25.0,8.0,9.0,0.0,111.0,1407.0,9.0,1416.0,9.0,1,1,0,0
mark-andrews-1,Mark Andrews,TE,Oklahoma,Oklahoma,2,27.0,4.836296296296296,2.0,AA|John Mackey Award [Most Outstanding Tight End],0,0.0,27.0,0.0,0.0,0.0,81.0,1276.0,15.0,0.0,0.0,1,1,0,0
alex-honig-1,Alex Honig,TE,Connecticut,Connecticut|Texas Christian,4,27.0,-5.5381481481481485,0.0,,0,12.0,23.0,1.0,26.0,0.0,19.0,221.0,6.0,188.0,3.0,0,0,0,0
alex-lines-1,Alex Lines,TE,Northwestern,Arizona|Nevada-Las Vegas|Northwestern,4,27.0,1.72,0.0,,0,0.0,23.0,0.0,0.0,0.0,15.0,160.0,0.0,0.0,0.0,0,0,0,0
antonio-ferguson-1,Antonio Ferguson,TE,UAB,East Carolina|Florida International|UAB,3,27.0,-5.5600000000000005,0.0,,0,0.0,21.0,0.0,0.0,0.0,17.0,205.0,1.0,0.0,0.0,0,0,0,0
bayne-tryon-1,Bayne Tryon,TE,Tulsa,Tulsa,4,27.0,-1.9374074074074075,0.0,,0,0.0,23.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0,0,0,0
brooks-johnson-2,Brooks Johnson,TE,Coastal Carolina,Coastal Carolina,4,27.0,-3.3362962962962963,0.0,,0,0.0,14.0,0.0,0.0,0.0,12.0,105.0,1.0,0.0,0.0,0,0,0,0
bucky-hodges-1,Bucky Hodges,TE,Virginia Tech,Virginia Tech,3,27.0,0.7944444444444444,0.0,,0,27.0,27.0,14.0,69.0,1.0,88.0,1221.0,13.0,1290.0,14.0,0,0,0,0
caleb-chumley-1,Caleb Chumley,TE,North Texas,North Texas,2,27.0,-4.054074074074074,0.0,,0,0.0,27.0,0.0,0.0,0.0,10.0,118.0,0.0,0.0,0.0,0,0,0,0
chase-hancock-2,Chase Hancock,TE,Georgia Southern,Georgia Southern,4,27.0,-3.3181481481481483,0.0,,0,0.0,11.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0,0,0,0
chris-cameron-2,Chris Cameron,TE,Army,Army,4,27.0,-4.692962962962962,0.0,,0,0.0,12.0,0.0,0.0,0.0,3.0,82.0,0.0,0.0,0.0,0,0,0,0
colin-thompson-2,Colin Thompson,TE,Temple,Temple,2,27.0,-2.4437037037037035,0.0,,0,0.0,27.0,0.0,0.0,0.0,8.0,110.0,1.0,0.0,0.0,0,0,0,0
cooper-flanagan-1,Cooper Flanagan,TE,Notre Dame,Notre Dame,3,27.0,4.815555555555556,0.0,,0,0.0,26.0,0.0,0.0,0.0,5.0,74.0,3.0,0.0,0.0,0,0,0,0
