Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_rushing,games_receiving,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,yds_from_scrimmage,scrim_td,award_aa,award_john_mackey_award_most_outstanding_tight_end,award_mac_offensive_player_of_the_year,award_vern_smith_leadership_award
tyneil-hopper-1,Tyneil Hopper,TE,Michigan State,Boise State|Michigan State,7,50.0,-0.5893999999999999,0.0,,0,0.0,35.0,0.0,0.0,0.0,24.0,283.0,3.0,0.0,0.0,0,0,0,0
aaron-hackett-1,Aaron Hackett,TE,Kent State,Kent State|Syracuse,5,49.0,-0.19000000000000006,0.0,,0,12.0,48.0,1.0,3.0,0.0,42.0,332.0,9.0,208.0,6.0,0,0,0,0
ahmon-green-1,Ahmon Green,TE,Georgia Southern,Georgia Southern|Georgia State,6,49.0,-2.5518367346938775,0.0,,0,0.0,37.0,0.0,0.0,0.0,48.0,420.0,4.0,0.0,0.0,0,0,0,0
avery-edwards-1,Avery Edwards,TE,Maryland,Maryland,4,49.0,5.626122448979592,0.0,,0,0.0,37.0,0.0,0.0,0.0,19.0,151.0,2.0,0.0,0.0,0,0,0,0
benjamin-yurosek-1,Benjamin Yurosek,TE,Georgia,Georgia|Stanford,5,49.0,4.625714285714286,0.0,,0,29.0,43.0,14.0,114.0,0.0,123.0,1527.0,5.0,1456.0,5.0,0,0,0,0
brady-russell-1,Brady Russell,TE,Colorado,Colorado,6,49.0,3.416326530612245,0.0,,0,35.0,49.0,4.0,0.0,0.0,78.0,799.0,3.0,501.0,0.0,0,0,0,0
brandon-chapman-1,Brandon Chapman,TE,Wake Forest,Wake Forest,5,49.0,1.0471428571428572,0.0,,0,0.0,48.0,0.0,0.0,0.0,40.0,343.0,3.0,0.0,0.0,0,0,0,0
brycen-hopkins-1,Brycen Hopkins,TE,Purdue,Purdue,5,49.0,4.580204081632653,0.0,,0,0.0,48.0,0.0,0.0,0.0,130.0,1945.0,16.0,0.0,0.0,0,0,0,0
charlie-kolar-1,Charlie Kolar,TE,Iowa State,Iowa State,5,49.0,4.258571428571428,0.0,,0,0.0,49.0,0.0,0.0,0.0,168.0,2181.0,23.0,0.0,0.0,0,0,0,0
cj-conrad-1,C.J. Conrad,TE,Kentucky,Kentucky,4,49.0,2.647551020408163,0.0,,0,0.0,49.0,0.0,0.0,0.0,80.0,1015.0,12.0,0.0,0.0,0,0,0,0
