Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_defense,games_pff,tackles_combined,tackles_loss,sacks,def_int,pass_defended,fumbles_forced,award_aa,award_aac_defensive_player_of_the_year,award_acc_defensive_player_of_the_year,award_ap_player_of_the_year_award_most_outstanding_player,award_bednarik,award_big_12_defensive_player_of_the_year,award_big_ten_defensive_player_of_the_year,award_bronko_nagurski_award_most_outstanding_defensive_player,award_cusa_defensive_player_of_the_year,award_camp,award_chuck_bednarik_award_defensive_player_of_the_year,award_fred_biletnikoff_award_outstanding_receiver,award_heisman_memorial_trophy_most_outstanding_player,award_jim_thorpe_award_most_outstanding_defensive_back,award_johnny_the_jet_rodgers_award_most_outstanding_return_specialist,award_mwc_defensive_player_of_the_year,award_nagurski,award_pac_12_defensive_player_of_the_year,award_ronnie_lott_trophy_defensive_impact_player_of_the_year,award_sec_defensive_player_of_the_year,award_sun_belt_defensive_player_of_the_year,award_vince_lombardi_award_lineman_of_the_year,award_walter_camp_player_of_the_year_award_most_outstanding_player
chandler-jones-4,Chandler Jones,DB,Louisville,Louisville,5,59.0,2.821694915254237,0.0,,0,58.0,57.0,142.0,9.0,3.0,2.0,24.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christian-holmes-2,Christian Holmes,DB,Oklahoma State,Missouri|Oklahoma State,6,59.0,3.7201694915254238,0.0,,0,59.0,48.0,129.0,7.0,0.0,3.0,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dean-clark-1,Dean Clark,DB,Fresno State,Fresno State|Kent State,6,59.0,-4.037796610169491,0.0,,0,59.0,49.0,304.0,6.5,2.0,5.0,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dj-brown-5,DJ Brown,DB,Notre Dame,Notre Dame,6,59.0,2.872372881355932,0.0,,0,58.0,51.0,152.0,2.5,0.0,4.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grayson-cash-1,Grayson Cash,DB,UAB,UAB,6,59.0,-3.6406779661016953,0.0,,0,59.0,41.0,135.0,6.0,1.0,9.0,15.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jabari-moore-2,Jabari Moore,DB,Army,Army,5,59.0,-4.200338983050847,0.0,,0,59.0,53.0,176.0,6.0,0.0,6.0,21.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jairon-mcvea-1,Jairon McVea,DB,Baylor,Baylor,5,59.0,3.594406779661017,0.0,,0,59.0,35.0,99.0,3.5,0.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalyn-phillips-1,Jalyn Phillips,DB,Clemson,Clemson,5,59.0,2.646440677966102,0.0,,0,59.0,46.0,149.0,5.0,1.0,2.0,9.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javon-scruggs-1,Javon Scruggs,DB,Liberty,Liberty,5,59.0,-7.153559322033899,0.0,,0,59.0,0.0,264.0,15.5,2.5,6.0,12.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaylon-monroe-1,Jaylon Monroe,DB,Tulane,Tulane,5,59.0,-0.5852542372881355,0.0,,0,59.0,53.0,149.0,6.5,0.5,2.0,32.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin-harris-9,Justin Harris,DB,Texas State,Cincinnati|Texas State,6,59.0,-0.4964406779661018,0.0,,0,59.0,35.0,73.0,5.0,0.0,1.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenneth-harris-2,Kenneth Harris,DB,Oklahoma State,Arkansas State|Oklahoma State,6,59.0,-0.04322033898305104,0.0,,0,59.0,53.0,113.0,6.5,1.0,3.0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
