Player_ID,Player,School,Year,pos,pos_norm,games_total,award_count,sos,games_defense,games_pff,tackles_combined,tackles_loss,sacks,def_int,pass_defended,fumbles_forced,awards,heisman_finish,award_aa,award_aac_defensive_player_of_the_year,award_acc_defensive_player_of_the_year,award_bednarik,award_big_12_defensive_player_of_the_year,award_big_ten_defensive_player_of_the_year,award_bronko_nagurski_award_most_outstanding_defensive_player,award_cusa_defensive_player_of_the_year,award_chuck_bednarik_award_defensive_player_of_the_year,award_john_outland_trophy_most_outstanding_interior_lineman,award_mac_defensive_player_of_the_year,award_mwc_defensive_player_of_the_year,award_nagurski,award_pac_12_defensive_player_of_the_year,award_ronnie_lott_trophy_defensive_impact_player_of_the_year,award_sec_defensive_player_of_the_year,award_sun_belt_defensive_player_of_the_year,award_sun_belt_player_of_the_year,award_ted_hendricks_award_defensive_end_of_the_year_award,award_vern_smith_leadership_award,award_vince_lombardi_award_lineman_of_the_year
alexander-hansen-1,Alexander Hansen,Air Force,2015,DL,IDL,14.0,0.0,-3.14,14.0,,70.0,15.5,7.5,0.0,3.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cody-moorhead-1,Cody Moorhead,Air Force,2015,DL,IDL,12.0,0.0,-3.14,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-harris-4,David Harris,Air Force,2015,DL,IDL,4.0,0.0,-3.14,4.0,4.0,10.0,2.5,2.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen-lacy-1,Jalen Lacy,Air Force,2015,DL,IDL,12.0,0.0,-3.14,12.0,9.0,6.0,1.0,0.5,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kellen-cleveland-1,Kellen Cleveland,Air Force,2015,DL,IDL,6.0,0.0,-3.14,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lochlin-deeks-1,Lochlin Deeks,Air Force,2015,DL,IDL,14.0,0.0,-3.14,14.0,12.0,31.0,5.5,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samuel-byers-1,Samuel Byers,Air Force,2015,DL,IDL,10.0,0.0,-3.14,10.0,9.0,15.0,3.0,2.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santo-coppola-1,Santo Coppola,Air Force,2015,DL,IDL,13.0,0.0,-3.14,13.0,12.0,18.0,4.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brennan-williams-2,Brennan Williams,Akron,2015,DL,IDL,5.0,0.0,-4.44,4.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brian-reinke-1,Brian Reinke,Akron,2015,DL,IDL,1.0,0.0,-4.44,,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brock-boxen-1,Brock Boxen,Akron,2015,DL,IDL,11.0,0.0,-4.44,11.0,11.0,7.0,2.5,0.5,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christopher-spruill-1,Christopher Spruill,Akron,2015,DL,IDL,5.0,0.0,-4.44,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cody-grice-1,Cody Grice,Akron,2015,DL,IDL,13.0,0.0,-4.44,13.0,12.0,26.0,5.5,3.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darius-copeland-1,Darius Copeland,Akron,2015,DL,IDL,12.0,0.0,-4.44,8.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamal-marcus-1,Jamal Marcus,Akron,2015,DL,IDL,11.0,0.0,-4.44,11.0,10.0,30.0,12.5,5.5,0.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richard-dorvilus-1,Richard Dorvilus,Akron,2015,DL,IDL,11.0,0.0,-4.44,11.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodney-coe-1,Rodney Coe,Akron,2015,DL,IDL,12.0,0.0,-4.44,12.0,11.0,46.0,8.5,2.0,0.0,3.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sevon-pittman-1,Se'Von Pittman,Akron,2015,DL,IDL,13.0,0.0,-4.44,13.0,12.0,36.0,7.0,3.0,0.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-shipman-1,Tyler Shipman,Akron,2015,DT,IDL,0.0,0.0,-4.44,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undrea-bullard-1,Undrea Bullard,Akron,2015,DL,IDL,0.0,0.0,-4.44,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashawn-robinson-1,A'Shawn Robinson,Alabama,2015,DL,IDL,15.0,1.0,,15.0,12.0,46.0,7.5,3.5,0.0,2.0,0.0,AA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dj-pettway-1,D.J. Pettway,Alabama,2015,DL,IDL,15.0,0.0,,15.0,12.0,18.0,5.0,2.0,0.0,2.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dashawn-hand-1,Da'Shawn Hand,Alabama,2015,DL,IDL,15.0,0.0,,15.0,12.0,16.0,6.5,3.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalvin-tomlinson-1,Dalvin Tomlinson,Alabama,2015,DL,IDL,15.0,0.0,,15.0,12.0,34.0,0.5,0.0,0.0,6.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daron-payne-1,Daron Payne,Alabama,2015,DL,IDL,15.0,0.0,,15.0,12.0,13.0,0.5,0.5,0.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darren-lake-1,Darren Lake,Alabama,2015,DL,IDL,13.0,0.0,,13.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake-long-3,Jake Long,Alabama,2015,DL,IDL,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarran-reed-1,Jarran Reed,Alabama,2015,DL,IDL,15.0,0.0,,15.0,12.0,57.0,4.5,1.0,0.0,2.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnny-dwight-1,Johnny Dwight,Alabama,2015,DL,IDL,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonathan-allen-1,Jonathan Allen,Alabama,2015,DL,IDL,15.0,0.0,,15.0,12.0,36.0,14.5,12.0,0.0,4.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joshua-frazier-1,Joshua Frazier,Alabama,2015,DL,IDL,6.0,0.0,,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oj-smith-1,O.J. Smith,Alabama,2015,DL,IDL,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stephen-hodge-3,Stephen Hodge,Alabama,2015,DL,IDL,0.0,0.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alanmicheal-harkness-1,Alanmicheal Harkness,Appalachian State,2015,DL,IDL,5.0,0.0,-7.34,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antonious-sims-1,Antonious Sims,Appalachian State,2015,DL,IDL,4.0,0.0,-7.34,4.0,4.0,9.0,2.5,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brody-barrett-1,Brody Barrett,Appalachian State,2015,DL,IDL,0.0,0.0,-7.34,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byron-stephenson-1,Byron Stephenson,Appalachian State,2015,DL,IDL,0.0,0.0,-7.34,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-favoroso-1,Chris Favoroso,Appalachian State,2015,DL,IDL,0.0,0.0,-7.34,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darian-small-1,Darian Small,Appalachian State,2015,DL,IDL,13.0,0.0,-7.34,13.0,12.0,10.0,1.5,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devin-papenheim-1,Devin Papenheim,Appalachian State,2015,DL,IDL,0.0,0.0,-7.34,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamie-collmar-1,Jamie Collmar,Appalachian State,2015,DL,IDL,0.0,0.0,-7.34,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
morgan-wilson-1,Morgan Wilson,Appalachian State,2015,DL,IDL,0.0,0.0,-7.34,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myquon-stout-1,Myquon Stout,Appalachian State,2015,DL,IDL,12.0,0.0,-7.34,12.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nathaniel-norwood-1,Nathaniel Norwood,Appalachian State,2015,DL,IDL,13.0,0.0,-7.34,13.0,,38.0,6.5,3.5,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olawale-dada-1,Olawale Dada,Appalachian State,2015,DL,IDL,13.0,0.0,-7.34,13.0,12.0,30.0,5.5,3.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ronald-blair-1,Ronald Blair,Appalachian State,2015,DL,IDL,13.0,1.0,-7.34,13.0,12.0,71.0,19.0,7.5,1.0,0.0,1.0,Sun Belt Defensive Player of the Year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stephen-burns-1,Stephen Burns,Appalachian State,2015,DL,IDL,13.0,0.0,-7.34,13.0,12.0,14.0,4.0,1.5,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tashion-singleton-1,Tashion Singleton,Appalachian State,2015,DL,IDL,11.0,0.0,-7.34,11.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomas-bronson-1,Thomas Bronson,Appalachian State,2015,DL,IDL,0.0,0.0,-7.34,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyson-fernandez-1,Tyson Fernandez,Appalachian State,2015,DL,IDL,13.0,0.0,-7.34,13.0,12.0,25.0,4.0,1.5,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-fotu-1,Anthony Fotu,Arizona,2015,DL,IDL,5.0,0.0,1.12,5.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calvin-allen-1,Calvin Allen,Arizona,2015,DL,IDL,12.0,0.0,1.12,12.0,11.0,6.0,1.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finto-connolly-1,Finto Connolly,Arizona,2015,DL,IDL,0.0,0.0,1.12,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jack-banda-1,Jack Banda,Arizona,2015,DL,IDL,13.0,0.0,1.12,13.0,10.0,7.0,4.0,3.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeffrey-worthy-1,Jeffrey Worthy,Arizona,2015,DL,IDL,12.0,0.0,1.12,12.0,11.0,23.0,4.0,3.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin-belknap-1,Justin Belknap,Arizona,2015,DL,IDL,0.0,0.0,1.12,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luca-bruno-1,Luca Bruno,Arizona,2015,DL,IDL,11.0,0.0,1.12,11.0,11.0,29.0,1.5,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-griffin-2,Marcus Griffin,Arizona,2015,DL,IDL,3.0,0.0,1.12,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parker-zellers-1,Parker Zellers,Arizona,2015,DL,IDL,12.0,0.0,1.12,12.0,11.0,17.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reggie-gilbert-1,Reggie Gilbert,Arizona,2015,DL,IDL,13.0,0.0,1.12,13.0,12.0,41.0,8.5,3.5,0.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roc-russell-1,Roc Russell,Arizona,2015,DL,IDL,0.0,0.0,1.12,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sani-fuimaono-1,Sani Fuimaono,Arizona,2015,DL,IDL,13.0,0.0,1.12,13.0,12.0,24.0,3.0,1.5,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharif-williams-1,Sharif Williams,Arizona,2015,DL,IDL,0.0,0.0,1.12,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corey-smith-5,Corey Smith,Arizona State,2015,DL,IDL,3.0,0.0,4.45,,3.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dememtrius-cherry-1,Dememtrius Cherry,Arizona State,2015,DL,IDL,13.0,0.0,4.45,13.0,12.0,19.0,3.5,0.5,0.0,2.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deonte-reynolds-1,Deonte Reynolds,Arizona State,2015,DL,IDL,0.0,0.0,4.45,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edmond-boateng-1,Edmond Boateng,Arizona State,2015,DL,IDL,10.0,0.0,4.45,10.0,9.0,6.0,0.5,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emanuel-dayries-1,Emanuel Dayries,Arizona State,2015,DL,IDL,0.0,0.0,4.45,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
george-lea-1,George Lea,Arizona State,2015,DL,IDL,0.0,0.0,4.45,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen-bates-1,Jalen Bates,Arizona State,2015,DL,IDL,0.0,0.0,4.45,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jojo-wicker-1,JoJo Wicker,Arizona State,2015,DL,IDL,13.0,0.0,4.45,13.0,12.0,21.0,7.5,4.0,0.0,0.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marshall-wallace-1,Marshall Wallace,Arizona State,2015,DL,IDL,0.0,0.0,4.45,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mo-latu-1,Mo Latu,Arizona State,2015,DT,IDL,1.0,0.0,4.45,,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
renell-wren-1,Renell Wren,Arizona State,2015,DL,IDL,4.0,0.0,4.45,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tashon-smallwood-1,Tashon Smallwood,Arizona State,2015,DL,IDL,13.0,0.0,4.45,13.0,12.0,43.0,8.5,2.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tramel-topps-1,Tramel Topps,Arizona State,2015,DL,IDL,0.0,0.0,4.45,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viliami-latu-1,Viliami Latu,Arizona State,2015,DL,IDL,12.0,0.0,4.45,12.0,11.0,14.0,7.0,3.5,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-brown-9,Anthony Brown,Arkansas,2015,DL,IDL,0.0,0.0,6.02,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armon-watts-1,Armon Watts,Arkansas,2015,DL,IDL,11.0,0.0,6.02,11.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bijhon-jackson-1,Bijhon Jackson,Arkansas,2015,DL,IDL,12.0,0.0,6.02,12.0,11.0,7.0,1.5,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-lewis-2,Brandon Lewis,Arkansas,2015,DL,IDL,3.0,0.0,6.02,,3.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daytrieon-dean-1,Daytrieon Dean,Arkansas,2015,DL,IDL,0.0,0.0,6.02,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deatrich-wise-jr-1,Deatrich Wise Jr.,Arkansas,2015,DL,IDL,13.0,0.0,6.02,13.0,12.0,31.0,10.5,8.0,0.0,3.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demarcus-hodge-1,Demarcus Hodge,Arkansas,2015,DL,IDL,13.0,0.0,6.02,13.0,12.0,28.0,8.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hjalte-froholdt-1,Hjalte Froholdt,Arkansas,2015,DL,IDL,10.0,0.0,6.02,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake-hall-2,Jake Hall,Arkansas,2015,DL,IDL,1.0,0.0,6.02,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamario-bell-1,Jamario Bell,Arkansas,2015,DL,IDL,0.0,0.0,6.02,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamichael-winston-1,Jamichael Winston,Arkansas,2015,DL,IDL,13.0,0.0,6.02,13.0,12.0,21.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeremiah-ledbetter-1,Jeremiah Ledbetter,Arkansas,2015,DL,IDL,13.0,0.0,6.02,13.0,12.0,55.0,7.5,2.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karl-roesler-1,Karl Roesler,Arkansas,2015,DL,IDL,13.0,0.0,6.02,13.0,12.0,15.0,3.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ketyrus-marks-1,Ke'Tyrus Marks,Arkansas,2015,DL,IDL,1.0,0.0,6.02,,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitchell-loewen-1,Mitchell Loewen,Arkansas,2015,DL,IDL,10.0,0.0,6.02,10.0,10.0,15.0,1.5,1.5,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tj-smith-5,T.J. Smith,Arkansas,2015,DL,IDL,0.0,0.0,6.02,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taiwan-johnson-1,Taiwan Johnson,Arkansas,2015,DL,IDL,13.0,0.0,6.02,13.0,12.0,28.0,5.0,1.5,0.0,2.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tevin-beanum-1,Tevin Beanum,Arkansas,2015,DL,IDL,13.0,0.0,6.02,13.0,12.0,30.0,7.0,2.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-moreton-1,Austin Moreton,Arkansas State,2015,DL,IDL,13.0,0.0,-6.26,13.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charles-alexander-5,Charles Alexander,Arkansas State,2015,DL,IDL,0.0,0.0,-6.26,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-robison-1,Chase Robison,Arkansas State,2015,DL,IDL,13.0,0.0,-6.26,13.0,12.0,15.0,7.0,1.5,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chuks-ota-1,Chuks Ota,Arkansas State,2015,DL,IDL,12.0,0.0,-6.26,12.0,11.0,12.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clifford-thomas-2,Clifford Thomas,Arkansas State,2015,DL,IDL,9.0,0.0,-6.26,5.0,9.0,4.0,0.5,0.5,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrius-rosser-1,Darrius Rosser,Arkansas State,2015,DL,IDL,11.0,0.0,-6.26,11.0,11.0,9.0,6.5,3.5,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dee-liner-1,Dee Liner,Arkansas State,2015,DL,IDL,0.0,0.0,-6.26,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donovan-ransom-1,Donovan Ransom,Arkansas State,2015,DL,IDL,7.0,0.0,-6.26,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ej-sutton-1,E.J. Sutton,Arkansas State,2015,DL,IDL,0.0,0.0,-6.26,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake-swalley-1,Jake Swalley,Arkansas State,2015,DL,IDL,13.0,0.0,-6.26,13.0,12.0,9.0,3.5,2.5,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javier-carbonell-1,Javier Carbonell,Arkansas State,2015,DL,IDL,0.0,0.0,-6.26,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamarcus-cole-1,Lamarcus Cole,Arkansas State,2015,DL,IDL,0.0,0.0,-6.26,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-henson-1,Michael Henson,Arkansas State,2015,DL,IDL,0.0,0.0,-6.26,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riley-herrold-1,Riley Herrold,Arkansas State,2015,DL,IDL,0.0,0.0,-6.26,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robert-mondie-1,Robert Mondie,Arkansas State,2015,DL,IDL,12.0,0.0,-6.26,12.0,11.0,24.0,4.5,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waylon-roberson-1,Waylon Roberson,Arkansas State,2015,DL,IDL,13.0,0.0,-6.26,13.0,12.0,38.0,2.5,0.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew-mclean-1,Andrew McLean,Army,2015,DL,IDL,0.0,0.0,-5.9,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angelo-natter-1,Angelo Natter,Army,2015,DL,IDL,0.0,0.0,-5.9,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cordarrell-davis-1,Cordarrell Davis,Army,2015,DL,IDL,4.0,0.0,-5.9,,4.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eddy-ruzga-1,Eddy Ruzga,Army,2015,DL,IDL,8.0,0.0,-5.9,8.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evan-finnane-1,Evan Finnane,Army,2015,DL,IDL,2.0,0.0,-5.9,,2.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-voit-1,John Voit,Army,2015,DL,IDL,12.0,0.0,-5.9,12.0,12.0,50.0,4.5,2.0,0.0,0.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
