Player_ID,Player,School,Year,pos,pos_norm,games_total,award_count,sos,games_passing,games_rushing,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_rating,pass_yds_per_att,rush_att,rush_yds,rush_td,yds_from_scrimmage,scrim_td,awards,heisman_finish,award_aa,award_aac_offensive_player_of_the_year,award_acc_offensive_player_of_the_year,award_acc_player_of_the_year,award_ap_player_of_the_year_award_most_outstanding_player,award_big_12_offensive_player_of_the_year,award_big_ten_offensive_player_of_the_year,award_cusa_most_valuable_player,award_cusa_offensive_player_of_the_year,award_camp,award_davey_o_brien_award_most_outstanding_quarterback,award_heisman_memorial_trophy_most_outstanding_player,award_johnny_unitas_golden_arm_award_most_outstanding_senior_quarterback,award_mac_offensive_player_of_the_year,award_mwc_offensive_player_of_the_year,award_manning_award_most_outstanding_quarterback,award_maxwell,award_maxwell_award_player_of_the_year,award_pac_12_offensive_player_of_the_year,award_sec_offensive_player_of_the_year,award_sammy_baugh_trophy_most_outstanding_passer,award_sun_belt_offensive_player_of_the_year,award_sun_belt_player_of_the_year,award_vern_smith_leadership_award,award_vince_lombardi_award_lineman_of_the_year,award_walter_camp_player_of_the_year_award_most_outstanding_player
nick-smith-4,Nick Smith,Wyoming,2016,QB,QB,0.0,0.0,-0.99,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick-szpor-1,Nick Szpor,Wyoming,2016,QB,QB,11.0,0.0,-0.99,11.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arion-worthman-1,Arion Worthman,Air Force,2017,QB,QB,10.0,0.0,-1.02,10.0,10.0,54.0,109.0,1100.0,10.0,4.0,157.2,10.1,217.0,821.0,13.0,845.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isaiah-sanders-1,Isaiah Sanders,Air Force,2017,QB,QB,3.0,0.0,-1.02,3.0,3.0,4.0,15.0,33.0,0.0,1.0,31.8,2.2,50.0,218.0,3.0,218.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nate-romine-1,Nate Romine,Air Force,2017,QB,QB,5.0,0.0,-1.02,5.0,5.0,9.0,16.0,133.0,0.0,1.0,113.6,8.3,21.0,94.0,1.0,94.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex-ramart-1,Alex Ramart,Akron,2017,QB,QB,0.0,0.0,-1.96,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clayton-uecker-1,Clayton Uecker,Akron,2017,QB,QB,0.0,0.0,-1.96,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drew-hodgson-1,Drew Hodgson,Akron,2017,QB,QB,0.0,0.0,-1.96,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kato-nelson-1,Kato Nelson,Akron,2017,QB,QB,10.0,0.0,-1.96,10.0,10.0,70.0,140.0,989.0,8.0,2.0,125.3,7.1,95.0,198.0,1.0,198.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick-johns-1,Nick Johns,Akron,2017,QB,QB,8.0,0.0,-1.96,8.0,,1.0,2.0,4.0,0.0,0.0,66.8,2.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robbie-kelley-1,Robbie Kelley,Akron,2017,QB,QB,7.0,0.0,-1.96,7.0,7.0,12.0,26.0,179.0,2.0,0.0,129.4,6.9,1.0,-10.0,0.0,-10.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tommy-woodson-1,Tommy Woodson,Akron,2017,QB,QB,10.0,0.0,-1.96,10.0,10.0,159.0,278.0,1777.0,14.0,9.0,121.0,6.4,43.0,-25.0,1.0,-25.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-johnson-6,Austin Johnson,Alabama,2017,QB,QB,1.0,0.0,,,1.0,,,,,,,,2.0,8.0,0.0,8.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen-hurts-1,Jalen Hurts,Alabama,2017,QB,QB,14.0,0.0,,14.0,14.0,154.0,254.0,2081.0,17.0,1.0,150.7,8.2,154.0,855.0,8.0,854.0,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kyle-edwards-1,Kyle Edwards,Alabama,2017,QB,QB,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mac-jones-1,Mac Jones,Alabama,2017,QB,QB,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montana-murphy-1,Montana Murphy,Alabama,2017,QB,QB,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tua-tagovailoa-1,Tua Tagovailoa,Alabama,2017,QB,QB,9.0,0.0,,9.0,9.0,49.0,77.0,636.0,11.0,2.0,175.0,8.3,27.0,133.0,2.0,133.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheeler-harris-1,Wheeler Harris,Alabama,2017,QB,QB,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curtis-fitch-2,Curtis Fitch,Appalachian State,2017,QB,QB,1.0,0.0,-7.72,,1.0,,,,,,,,2.0,6.0,1.0,6.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacob-huesman-1,Jacob Huesman,Appalachian State,2017,QB,QB,2.0,0.0,-7.72,2.0,2.0,2.0,3.0,14.0,0.0,0.0,105.9,4.7,2.0,13.0,0.0,13.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peyton-derrick-1,Peyton Derrick,Appalachian State,2017,QB,QB,0.0,0.0,-7.72,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanner-wilson-1,Tanner Wilson,Appalachian State,2017,QB,QB,0.0,0.0,-7.72,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-lamb-1,Taylor Lamb,Appalachian State,2017,QB,QB,13.0,0.0,-7.72,13.0,13.0,206.0,337.0,2737.0,27.0,6.0,152.2,8.1,78.0,584.0,5.0,584.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zac-thomas-2,Zac Thomas,Appalachian State,2017,QB,QB,4.0,0.0,-7.72,4.0,4.0,6.0,10.0,33.0,0.0,0.0,87.7,3.3,8.0,45.0,0.0,45.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zeb-speir-1,Zeb Speir,Appalachian State,2017,QB,QB,1.0,0.0,-7.72,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew-tovar-1,Andrew Tovar,Arizona,2017,QB,QB,0.0,0.0,-0.98,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-dawkins-2,Brandon Dawkins,Arizona,2017,QB,QB,7.0,0.0,-0.98,7.0,7.0,70.0,114.0,732.0,5.0,4.0,122.8,6.4,69.0,459.0,8.0,459.0,8.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donavan-tate-1,Donavan Tate,Arizona,2017,QB,QB,2.0,0.0,-0.98,2.0,,1.0,1.0,10.0,0.0,0.0,184.0,10.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khari-lane-1,K'Hari Lane,Arizona,2017,QB,QB,0.0,0.0,-0.98,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khalil-tate-1,Khalil Tate,Arizona,2017,QB,QB,11.0,0.0,-0.98,11.0,11.0,111.0,179.0,1591.0,14.0,9.0,152.4,8.9,153.0,1411.0,12.0,1411.0,12.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhett-rodriguez-1,Rhett Rodriguez,Arizona,2017,QB,QB,2.0,0.0,-0.98,2.0,2.0,1.0,1.0,10.0,0.0,0.0,184.0,10.0,4.0,-1.0,1.0,-1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-werlinger-1,Zach Werlinger,Arizona,2017,QB,QB,1.0,0.0,-0.98,,1.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blake-barnett-2,Blake Barnett,Arizona State,2017,QB,QB,3.0,0.0,3.72,3.0,3.0,3.0,5.0,40.0,0.0,1.0,87.2,8.0,1.0,-3.0,0.0,-3.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brady-white-1,Brady White,Arizona State,2017,QB,QB,0.0,0.0,3.72,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dillon-sterling-cole-1,Dillon Sterling-Cole,Arizona State,2017,QB,QB,0.0,0.0,3.72,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin-brown-15,Kevin Brown,Arizona State,2017,QB,QB,0.0,0.0,3.72,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manny-wilkins-1,Manny Wilkins,Arizona State,2017,QB,QB,13.0,0.0,3.72,13.0,13.0,260.0,410.0,3270.0,20.0,8.0,142.6,8.0,138.0,282.0,7.0,279.0,7.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-kelley-1,Ryan Kelley,Arizona State,2017,QB,QB,0.0,0.0,3.72,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-allen-1,Austin Allen,Arkansas,2017,QB,QB,8.0,0.0,4.3,8.0,8.0,105.0,187.0,1427.0,10.0,5.0,132.5,7.6,37.0,-20.0,1.0,-20.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carson-proctor-1,Carson Proctor,Arkansas,2017,QB,QB,0.0,0.0,4.3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cole-kelley-1,Cole Kelley,Arkansas,2017,QB,QB,9.0,0.0,4.3,9.0,9.0,87.0,151.0,1038.0,8.0,4.0,127.5,6.9,53.0,74.0,2.0,74.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daulton-hyatt-1,Daulton Hyatt,Arkansas,2017,QB,QB,0.0,0.0,4.3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jack-lindsey-1,Jack Lindsey,Arkansas,2017,QB,QB,0.0,0.0,4.3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ty-storey-1,Ty Storey,Arkansas,2017,QB,QB,2.0,0.0,4.3,,2.0,,,,,,,,1.0,-5.0,0.0,-5.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aldon-clark-1,Aldon Clark,Arkansas State,2017,QB,QB,0.0,0.0,-9.92,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blake-dever-1,Blake Dever,Arkansas State,2017,QB,QB,0.0,0.0,-9.92,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carson-coats-1,Carson Coats,Arkansas State,2017,QB,QB,1.0,0.0,-9.92,,1.0,,,,,,,,1.0,-6.0,0.0,-6.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justice-hansen-1,Justice Hansen,Arkansas State,2017,QB,QB,12.0,1.0,-9.92,12.0,12.0,305.0,487.0,3967.0,37.0,16.0,149.6,8.1,135.0,422.0,7.0,470.0,7.0,Sun Belt Offensive Player of the Year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
logan-bonner-1,Logan Bonner,Arkansas State,2017,QB,QB,4.0,0.0,-9.92,4.0,4.0,9.0,21.0,70.0,1.0,1.0,77.0,3.3,7.0,11.0,0.0,11.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahmad-bradshaw-2,Ahmad Bradshaw,Army,2017,QB,QB,13.0,0.0,-3.0,13.0,13.0,14.0,43.0,285.0,1.0,2.0,86.6,6.6,242.0,1746.0,14.0,1746.0,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cam-thomas-3,Cam Thomas,Army,2017,QB,QB,0.0,0.0,-3.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-carter-7,Chris Carter,Army,2017,QB,QB,0.0,0.0,-3.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christian-anderson-2,Christian Anderson,Army,2017,QB,QB,0.0,0.0,-3.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kelvin-hopkins-jr-1,Kelvin Hopkins Jr.,Army,2017,QB,QB,7.0,0.0,-3.0,7.0,7.0,6.0,18.0,76.0,1.0,1.0,76.0,4.2,7.0,40.0,0.0,40.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luke-langdon-1,Luke Langdon,Army,2017,QB,QB,6.0,0.0,-3.0,6.0,6.0,0.0,2.0,0.0,0.0,2.0,-200.0,0.0,8.0,24.0,1.0,24.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devin-adams-1,Devin Adams,Auburn,2017,QB,QB,1.0,0.0,6.38,1.0,1.0,1.0,2.0,-1.0,0.0,0.0,45.8,-0.5,2.0,6.0,0.0,6.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarrett-stidham-1,Jarrett Stidham,Auburn,2017,QB,QB,14.0,0.0,6.38,14.0,14.0,246.0,370.0,3158.0,18.0,6.0,151.0,8.5,103.0,153.0,4.0,153.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik-willis-1,Malik Willis,Auburn,2017,QB,QB,7.0,0.0,6.38,7.0,7.0,6.0,7.0,45.0,1.0,0.0,186.9,6.4,16.0,221.0,1.0,221.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sean-white-3,Sean White,Auburn,2017,QB,QB,0.0,0.0,6.38,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wil-appleton-1,Wil Appleton,Auburn,2017,QB,QB,0.0,0.0,6.38,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-kafentzis-1,Austin Kafentzis,BYU,2017,QB,QB,10.0,0.0,-1.37,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,227.0,1.0,235.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beau-hoge-1,Beau Hoge,BYU,2017,QB,QB,3.0,0.0,-1.37,3.0,3.0,19.0,39.0,257.0,2.0,3.0,105.6,6.6,12.0,26.0,0.0,26.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joe-critchlow-1,Joe Critchlow,BYU,2017,QB,QB,6.0,0.0,-1.37,6.0,6.0,55.0,101.0,642.0,3.0,4.0,109.7,6.4,15.0,-49.0,0.0,-49.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kody-wilstead-1,Kody Wilstead,BYU,2017,QB,QB,0.0,0.0,-1.37,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koy-detmer-jr-1,Koy Detmer Jr.,BYU,2017,QB,QB,2.0,0.0,-1.37,2.0,2.0,7.0,20.0,91.0,0.0,3.0,43.2,4.6,1.0,1.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanner-mangum-1,Tanner Mangum,BYU,2017,QB,QB,8.0,0.0,-1.37,8.0,8.0,147.0,257.0,1540.0,8.0,9.0,110.8,6.0,34.0,-2.0,0.0,-2.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drew-plitt-1,Drew Plitt,Ball State,2017,QB,QB,5.0,0.0,-5.52,5.0,5.0,42.0,84.0,430.0,3.0,3.0,97.6,5.1,34.0,29.0,1.0,29.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elliot-charlebois-1,Elliot Charlebois,Ball State,2017,QB,QB,0.0,0.0,-5.52,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jack-milas-1,Jack Milas,Ball State,2017,QB,QB,12.0,0.0,-5.52,12.0,12.0,110.0,207.0,970.0,2.0,8.0,88.0,4.7,42.0,34.0,0.0,34.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
riley-neal-1,Riley Neal,Ball State,2017,QB,QB,3.0,0.0,-5.52,3.0,3.0,67.0,99.0,659.0,6.0,3.0,137.5,6.7,24.0,67.0,0.0,67.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zack-blair-1,Zack Blair,Ball State,2017,QB,QB,4.0,0.0,-5.52,4.0,4.0,9.0,15.0,67.0,0.0,0.0,97.5,4.5,14.0,16.0,0.0,16.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anu-solomon-1,Anu Solomon,Baylor,2017,QB,QB,2.0,0.0,4.12,2.0,2.0,24.0,55.0,399.0,4.0,2.0,121.3,7.3,16.0,106.0,0.0,106.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charlie-brewer-1,Charlie Brewer,Baylor,2017,QB,QB,8.0,0.0,4.12,8.0,8.0,139.0,204.0,1562.0,11.0,4.0,146.3,7.7,65.0,166.0,0.0,186.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garret-mcguire-1,Garret McGuire,Baylor,2017,QB,QB,0.0,0.0,4.12,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preston-heard-1,Preston Heard,Baylor,2017,QB,QB,0.0,0.0,4.12,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-smith-6,Zach Smith,Baylor,2017,QB,QB,9.0,0.0,4.12,9.0,9.0,105.0,201.0,1471.0,8.0,8.0,118.9,7.3,30.0,-79.0,0.0,-79.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zack-bennema-1,Zack Bennema,Baylor,2017,QB,QB,0.0,0.0,4.12,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brett-rypien-1,Brett Rypien,Boise State,2017,QB,QB,13.0,0.0,-0.48,13.0,13.0,218.0,348.0,2877.0,16.0,6.0,143.8,8.3,37.0,-21.0,0.0,-6.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-cord-1,Chase Cord,Boise State,2017,QB,QB,0.0,0.0,-0.48,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake-constantine-1,Jake Constantine,Boise State,2017,QB,QB,0.0,0.0,-0.48,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
montell-cozart-1,Montell Cozart,Boise State,2017,QB,QB,14.0,0.0,-0.48,14.0,14.0,61.0,97.0,754.0,10.0,1.0,160.1,7.8,86.0,361.0,4.0,406.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanner-bolt-1,Tanner Bolt,Boise State,2017,QB,QB,0.0,0.0,-0.48,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-brown-11,Anthony Brown,Boston College,2017,QB,QB,10.0,0.0,7.08,10.0,10.0,134.0,258.0,1367.0,11.0,9.0,103.5,5.3,42.0,210.0,1.0,235.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darius-wade-1,Darius Wade,Boston College,2017,QB,QB,10.0,0.0,7.08,10.0,10.0,62.0,102.0,736.0,3.0,3.0,125.2,7.2,24.0,-17.0,1.0,-17.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-grosel-1,Dennis Grosel,Boston College,2017,QB,QB,0.0,0.0,7.08,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ej-perry-1,EJ Perry,Boston College,2017,QB,QB,1.0,0.0,7.08,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-fadule-1,John Fadule,Boston College,2017,QB,QB,0.0,0.0,7.08,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-mcdonald-1,Matt McDonald,Boston College,2017,QB,QB,0.0,0.0,7.08,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tate-haynes-1,Tate Haynes,Boston College,2017,QB,QB,0.0,0.0,7.08,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elijah-cunningham-1,Elijah Cunningham,Bowling Green,2017,QB,QB,0.0,0.0,-2.36,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant-loy-1,Grant Loy,Bowling Green,2017,QB,QB,6.0,0.0,-2.36,6.0,6.0,9.0,16.0,161.0,0.0,2.0,115.8,10.1,22.0,55.0,2.0,55.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james-morgan-1,James Morgan,Bowling Green,2017,QB,QB,7.0,0.0,-2.36,7.0,7.0,96.0,212.0,1260.0,9.0,7.0,102.6,5.9,26.0,-37.0,0.0,-37.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarret-doege-1,Jarret Doege,Bowling Green,2017,QB,QB,7.0,0.0,-2.36,7.0,7.0,120.0,188.0,1381.0,12.0,3.0,143.4,7.3,30.0,-74.0,2.0,-56.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricardo-marble-1,Ricardo Marble,Bowling Green,2017,QB,QB,0.0,0.0,-2.36,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dominic-johnson-1,Dominic Johnson,Buffalo,2017,QB,QB,0.0,0.0,-5.34,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drew-anderson-1,Drew Anderson,Buffalo,2017,QB,QB,5.0,0.0,-5.34,5.0,5.0,66.0,106.0,1039.0,10.0,1.0,173.8,9.8,11.0,92.0,1.0,92.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jack-hanauer-1,Jack Hanauer,Buffalo,2017,QB,QB,0.0,0.0,-5.34,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
