Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_defense,games_pff,tackles_combined,tackles_loss,sacks,def_int,pass_defended,fumbles_forced,award_aa,award_aac_defensive_player_of_the_year,award_acc_defensive_player_of_the_year,award_bednarik,award_big_12_defensive_player_of_the_year,award_big_ten_defensive_player_of_the_year,award_bronko_nagurski_award_most_outstanding_defensive_player,award_cusa_defensive_player_of_the_year,award_chuck_bednarik_award_defensive_player_of_the_year,award_john_outland_trophy_most_outstanding_interior_lineman,award_mac_defensive_player_of_the_year,award_mwc_defensive_player_of_the_year,award_nagurski,award_pac_12_defensive_player_of_the_year,award_ronnie_lott_trophy_defensive_impact_player_of_the_year,award_sec_defensive_player_of_the_year,award_sun_belt_defensive_player_of_the_year,award_sun_belt_player_of_the_year,award_ted_hendricks_award_defensive_end_of_the_year_award,award_vern_smith_leadership_award,award_vince_lombardi_award_lineman_of_the_year
mazi-smith-1,Mazi Smith,IDL,Michigan,Michigan,4,34.0,4.399117647058823,0.0,,0,33.0,29.0,88.0,6.0,0.5,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mike-sota-1,Mike Sota,IDL,UTEP,UTEP,4,34.0,-6.754705882352942,0.0,,0,33.0,33.0,93.0,12.5,4.5,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nolan-cockrill-1,Nolan Cockrill,IDL,Army,Army,4,34.0,-4.414705882352941,0.0,,0,34.0,31.0,73.0,15.5,4.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parker-peterson-1,Parker Peterson,IDL,Wisconsin,Tulane|Wisconsin,5,34.0,2.6091176470588238,0.0,,0,32.0,33.0,42.0,6.5,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quon-griffin-1,Quon Griffin,IDL,Georgia Tech,Georgia Tech,4,34.0,2.0352941176470587,0.0,,0,24.0,34.0,45.0,8.5,6.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rick-sandidge-1,Rick Sandidge,IDL,South Carolina,South Carolina,4,34.0,6.802941176470589,0.0,,0,34.0,33.0,30.0,4.0,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rick-wade-1,Rick Wade,IDL,UCLA,UCLA,4,34.0,5.4147058823529415,0.0,,0,34.0,32.0,74.0,11.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rj-jackson-jr-1,R.J. Jackson Jr.,IDL,UCF,Tulsa|UCF,3,34.0,-2.651764705882353,0.0,,0,34.0,34.0,72.0,7.0,4.5,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolan-wooden-ii-1,Rolan Wooden II,IDL,Coastal Carolina,Coastal Carolina,4,34.0,-5.125882352941177,0.0,,0,34.0,0.0,23.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sam-benjamin-1,Sam Benjamin,IDL,San Diego State,Arizona State|San Diego State,3,34.0,-2.0502941176470593,0.0,,0,34.0,24.0,28.0,3.5,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scott-pagano-1,Scott Pagano,IDL,Oregon,Clemson|Oregon,3,34.0,4.901764705882353,0.0,,0,34.0,29.0,44.0,6.5,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sean-wilson-3,Sean Wilson,IDL,Tulane,Tulane,3,34.0,-1.6929411764705884,0.0,,0,34.0,34.0,83.0,17.5,6.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sione-tongauiha-1,Sione Tonga'uiha,IDL,UTEP,UTEP,3,34.0,-5.937352941176471,0.0,,0,33.0,34.0,35.0,7.5,3.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabarious-peterson-1,Tabarious Peterson,IDL,Louisville,Louisville,3,34.0,1.496470588235294,0.0,,0,34.0,33.0,65.0,7.5,4.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tatuo-martinson-1,Tatuo Martinson,IDL,San Diego State,Nevada-Las Vegas|San Diego State,4,34.0,-3.264705882352941,0.0,,0,32.0,30.0,56.0,4.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tayland-humphrey-1,Tayland Humphrey,IDL,Louisiana,Florida International|Louisiana,4,34.0,-2.5235294117647062,0.0,,0,34.0,11.0,77.0,4.0,0.5,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teivis-tuioti-1,Teivis Tuioti,IDL,San Diego State,Colorado State|Nevada|San Diego State,5,34.0,-4.788235294117648,0.0,,0,34.0,33.0,32.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tevarua-eldridge-1,Tevarua Eldridge,IDL,Hawaii,Hawaii,3,34.0,-4.34235294117647,0.0,,0,34.0,31.0,51.0,1.5,0.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomas-davis-2,Thomas Davis,IDL,Appalachian State,Appalachian State|Miami (FL),4,34.0,-2.8188235294117647,0.0,,0,33.0,32.0,90.0,13.0,7.5,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-powell-1,Tyler Powell,IDL,North Carolina,North Carolina,4,34.0,1.3176470588235294,0.0,,0,34.0,31.0,76.0,10.5,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yaya-diaby-1,Yaya Diaby,IDL,Louisville,Louisville,3,34.0,2.4161764705882356,0.0,,0,34.0,32.0,94.0,19.5,10.5,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed-oliver-2,Ed Oliver,IDL,Houston,Houston,3,33.0,-1.0227272727272727,4.0,AA|AAC Defensive Player of the Year|John Outland Trophy [Most Outstanding Interior Lineman],0,33.0,31.0,193.0,53.5,13.5,0.0,14.0,6.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
andre-jones-4,Andre Jones,IDL,Louisiana,Louisiana,3,33.0,-2.024242424242424,0.0,,0,33.0,0.0,113.0,13.0,8.0,0.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anterio-thompson-1,Anterio Thompson,IDL,Washington,Iowa|Washington|Western Michigan,3,33.0,0.03151515151515149,0.0,,0,33.0,26.0,65.0,4.0,2.5,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-moten-1,Anthony Moten,IDL,Miami (FL),Miami (FL),3,33.0,2.083636363636364,0.0,,0,33.0,32.0,36.0,3.5,1.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anto-saka-1,Anto Saka,IDL,Northwestern,Northwestern,4,33.0,3.493333333333333,0.0,,0,33.0,32.0,41.0,14.0,12.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-adams-1,Brandon Adams,IDL,Georgia Tech,Georgia Tech,4,33.0,3.4609090909090905,0.0,,0,33.0,30.0,41.0,6.5,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bryce-wilson-1,Bryce Wilson,IDL,Akron,Akron,4,33.0,-4.076060606060606,0.0,,0,28.0,33.0,47.0,4.5,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandler-burkett-1,Chandler Burkett,IDL,Maryland,Maryland,3,33.0,5.842424242424242,0.0,,0,33.0,30.0,76.0,13.0,4.5,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-ford-2,Chris Ford,IDL,Buffalo,Buffalo,3,33.0,-5.126060606060606,0.0,,0,33.0,33.0,86.0,7.0,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-willis-5,Chris Willis,IDL,East Carolina,Appalachian State|East Carolina,4,33.0,-5.170303030303031,0.0,,0,33.0,30.0,67.0,14.0,6.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cole-maxwell-1,Cole Maxwell,IDL,Baylor,Baylor,5,33.0,4.285757575757576,0.0,,0,33.0,30.0,48.0,2.5,1.5,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conlan-greene-1,Conlan Greene,IDL,Temple,Temple,3,33.0,-2.5309090909090908,0.0,,0,33.0,18.0,22.0,1.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
connor-mitchell-1,Connor Mitchell,IDL,San Diego State,San Diego State,4,33.0,-1.7866666666666666,0.0,,0,33.0,31.0,24.0,5.5,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desmond-branch-1,Desmond Branch,IDL,Georgia Tech,Georgia Tech,3,33.0,3.4609090909090905,0.0,,0,33.0,31.0,61.0,7.5,1.5,1.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dj-jackson-1,D.J. Jackson,IDL,Louisiana Tech,Louisiana Tech,5,33.0,-2.1509090909090904,0.0,,0,28.0,31.0,29.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dylan-howell-1,Dylan Howell,IDL,Louisiana-Monroe,Louisiana-Monroe,3,33.0,-2.0272727272727273,0.0,,0,33.0,33.0,77.0,10.0,8.5,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eddy-wilson-1,Eddy Wilson,IDL,Purdue,Purdue,3,33.0,4.119090909090909,0.0,,0,31.0,33.0,73.0,8.5,3.5,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ej-scott-2,E.J. Scott,IDL,Appalachian State,Appalachian State,3,33.0,-4.8987878787878785,0.0,,0,33.0,28.0,44.0,8.0,2.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emanuel-walker-1,Emanuel Walker,IDL,South Alabama,South Alabama|UAB,3,33.0,-3.2372727272727273,0.0,,0,33.0,33.0,22.0,3.5,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esaias-carpenter-1,Esaias Carpenter,IDL,Marshall,Marshall,4,33.0,-4.365151515151515,0.0,,0,28.0,30.0,42.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fitzgerald-west-jr-1,Fitzgerald West Jr.,IDL,Louisiana,Louisiana|LSU,4,33.0,-0.9778787878787878,0.0,,0,33.0,2.0,48.0,4.5,3.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gavin-everett-1,Gavin Everett,IDL,Indiana,Indiana,3,33.0,3.7933333333333334,0.0,,0,33.0,26.0,33.0,6.0,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant-trueman-1,Grant Trueman,IDL,Eastern Michigan,Eastern Michigan,4,33.0,-3.6857575757575756,0.0,,0,33.0,30.0,52.0,7.0,4.5,1.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henry-chibueze-1,Henry Chibueze,IDL,Maryland,Liberty|Maryland,3,33.0,-4.024242424242424,0.0,,0,33.0,12.0,59.0,4.5,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen-redmond-1,Jalen Redmond,IDL,Oklahoma,Oklahoma,4,33.0,4.683636363636364,0.0,,0,33.0,30.0,65.0,29.0,14.0,0.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaren-handy-1,Jaren Handy,IDL,Charlotte,Auburn|Charlotte|Indiana,5,33.0,5.128787878787879,0.0,,0,33.0,0.0,58.0,9.5,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javier-carbonell-1,Javier Carbonell,IDL,Arkansas State,Arkansas State,4,33.0,-4.253636363636364,0.0,,0,33.0,32.0,56.0,3.0,0.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeremiah-littles-1,Jeremiah Littles,IDL,South Alabama,South Alabama,3,33.0,-2.3854545454545453,0.0,,0,33.0,32.0,62.0,14.0,5.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-ortega-1,Josh Ortega,IDL,UTEP,UTEP,4,33.0,-7.732121212121213,0.0,,0,32.0,33.0,39.0,3.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julien-laurent-1,Julien Laurent,IDL,Georgia State,Georgia State,3,33.0,-6.836363636363637,0.0,,0,33.0,32.0,63.0,8.5,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kalil-morris-1,Kalil Morris,IDL,Kent State,Kent State,4,33.0,-3.021818181818182,0.0,,0,33.0,33.0,70.0,7.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin-abrams-verwayne-1,Kevin Abrams-Verwayne,IDL,Appalachian State,Appalachian State,4,33.0,-3.881515151515152,0.0,,0,33.0,30.0,74.0,12.0,7.0,0.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khalil-laufau-1,Khalil Laufau,IDL,Houston,Houston|Washington State,3,33.0,-0.6436363636363637,0.0,,0,31.0,32.0,67.0,8.0,6.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kobe-pepe-1,Kobe Pepe,IDL,USC,USC,6,33.0,6.160909090909091,0.0,,0,31.0,29.0,28.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kristian-varner-1,Kristian Varner,IDL,Georgia Southern,Georgia Southern|North Carolina,6,33.0,-1.5318181818181817,0.0,,0,32.0,30.0,30.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laquan-johnson-1,Laquan Johnson,IDL,Central Michigan,Central Michigan,5,33.0,-2.4409090909090914,0.0,,0,32.0,30.0,72.0,26.5,13.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latrell-bankston-1,Latrell Bankston,IDL,Houston,Houston|Iowa State,3,33.0,1.1130303030303033,0.0,,0,33.0,32.0,46.0,14.0,9.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latrell-bumphus-1,LaTrell Bumphus,IDL,Tennessee,Tennessee,4,33.0,4.6463636363636365,0.0,,0,33.0,31.0,65.0,11.0,3.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ledarrius-cox-1,LeDarrius Cox,IDL,UAB,Indiana|Ole Miss|UAB,4,33.0,2.7809090909090908,0.0,,0,33.0,33.0,45.0,5.5,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luca-bruno-1,Luca Bruno,IDL,Arizona,Arizona,3,33.0,1.78,0.0,,0,33.0,32.0,67.0,4.0,2.5,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malick-sylla-1,Malick Sylla,IDL,Texas A&M,Texas A&M,3,33.0,3.501515151515152,0.0,,0,33.0,25.0,26.0,6.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik-clark-2,Malik Clark,IDL,Louisville,Louisville,3,33.0,1.6084848484848484,0.0,,0,33.0,32.0,37.0,4.0,1.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marlon-tuipulotu-1,Marlon Tuipulotu,IDL,USC,USC,4,33.0,3.2836363636363637,0.0,,0,33.0,31.0,104.0,15.0,8.5,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-dickerson-1,Matt Dickerson,IDL,UCLA,UCLA,3,33.0,4.616666666666666,0.0,,0,33.0,31.0,97.0,6.5,1.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merrill-taliauli-1,Merrill Taliauli,IDL,BYU,BYU,3,33.0,-1.1624242424242424,0.0,,0,33.0,0.0,49.0,2.0,1.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-kilbane-1,Michael Kilbane,IDL,Northwestern,Northwestern,3,33.0,3.59969696969697,0.0,,0,33.0,31.0,74.0,11.0,6.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mo-omonode-1,Mo Omonode,IDL,Minnesota,Minnesota|Purdue,4,33.0,4.355757575757576,0.0,,0,33.0,32.0,32.0,5.0,3.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosiah-nasili-kite-1,Mosiah Nasili-Kite,IDL,Auburn,Auburn|Maryland,4,33.0,3.881212121212121,0.0,,0,33.0,32.0,93.0,15.0,9.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phil-hoskins-1,Phil Hoskins,IDL,Kentucky,Kentucky,4,33.0,4.831212121212121,0.0,,0,31.0,31.0,53.0,7.5,4.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quintayvious-hutchins-1,Quintayvious Hutchins,IDL,Boston College,Boston College,4,33.0,2.3306060606060606,0.0,,0,33.0,14.0,37.0,5.5,3.5,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rashad-cheney-jr-1,Rashad Cheney Jr.,IDL,South Florida,Minnesota|South Florida,6,33.0,-0.7054545454545452,0.0,,0,31.0,33.0,73.0,12.5,0.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-henderson-3,Ryan Henderson,IDL,San Diego State,San Diego State,4,33.0,-4.641212121212122,0.0,,0,33.0,32.0,45.0,12.5,10.5,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sean-adesanya-1,Sean Adesanya,IDL,Central Michigan,Central Michigan|Illinois,3,33.0,-0.3787878787878788,0.0,,0,33.0,31.0,74.0,24.0,12.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shannon-smith-2,Shannon Smith,IDL,Bowling Green,Bowling Green,3,33.0,-2.076363636363636,0.0,,0,33.0,31.0,64.0,10.5,6.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sky-logan-1,Sky Logan,IDL,UTEP,UTEP,3,33.0,-6.317272727272727,0.0,,0,33.0,33.0,105.0,9.0,5.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sterling-miles-1,Sterling Miles,IDL,Eastern Michigan,Cincinnati|Eastern Michigan,5,33.0,-7.251212121212121,0.0,,0,33.0,28.0,48.0,6.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steven-clark-4,Steven Clark,IDL,Western Michigan,Syracuse|Western Michigan,4,33.0,1.0790909090909093,0.0,,0,33.0,33.0,64.0,5.5,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stody-bradley-1,Stody Bradley,IDL,New Mexico State,New Mexico State,3,33.0,-5.384545454545455,0.0,,0,33.0,31.0,75.0,12.5,3.5,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tk-chimedza-1,T.K. Chimedza,IDL,Georgia Tech,Georgia Tech,5,33.0,3.1999999999999997,0.0,,0,32.0,32.0,56.0,2.5,2.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tommy-togiai-1,Tommy Togiai,IDL,Ohio State,Ohio State,3,33.0,6.503333333333333,0.0,,0,33.0,28.0,49.0,8.5,3.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tony-guerad-1,Tony Guerad,IDL,UCF,UCF,3,33.0,-1.1921212121212121,0.0,,0,33.0,0.0,142.0,24.0,7.5,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trevon-mcalpine-1,Trevon McAlpine,IDL,Tulane,Texas Tech|Tulane,4,33.0,2.1706060606060604,0.0,,0,33.0,31.0,67.0,5.0,3.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tymere-dubose-1,Tymere Dubose,IDL,Kentucky,Kentucky,4,33.0,3.0945454545454543,0.0,,0,32.0,28.0,24.0,3.0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xavier-mciver-1,Xavier McIver,IDL,East Carolina,East Carolina,5,33.0,-1.3942424242424243,0.0,,0,32.0,31.0,28.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yilanan-outtara-1,Yilanan Outtara,IDL,Vanderbilt,Vanderbilt,4,33.0,4.616060606060606,0.0,,0,33.0,32.0,47.0,6.5,2.5,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
youhanna-ghaifan-1,Youhanna Ghaifan,IDL,Wyoming,Wyoming,4,33.0,-2.5948484848484847,0.0,,0,33.0,31.0,136.0,28.0,12.0,0.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-barnes-1,Zach Barnes,IDL,Texas Tech,Texas Tech,3,33.0,2.91,0.0,,0,30.0,32.0,29.0,3.5,3.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-buckey-1,Zach Buckey,IDL,Stanford,Stanford,3,33.0,5.49909090909091,0.0,,0,33.0,33.0,26.0,7.5,4.5,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-duncan-1,Zach Duncan,IDL,Charlotte,Charlotte,3,33.0,-6.294545454545455,0.0,,0,32.0,33.0,76.0,14.5,7.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zack-vanvalkenburg-1,Zack Vanvalkenburg,IDL,Iowa,Iowa,3,33.0,1.9090909090909092,0.0,,0,33.0,31.0,94.0,23.5,9.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuli-tuipulotu-1,Tuli Tuipulotu,IDL,USC,USC,3,32.0,2.2018750000000002,2.0,AA|Pac-12 Defensive Player of the Year,0,32.0,29.0,116.0,32.0,21.0,0.0,5.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
adrian-wilson-2,Adrian Wilson,IDL,Bowling Green,Bowling Green,4,32.0,-4.4553125,0.0,,0,25.0,30.0,25.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aj-burdine-1,AJ Burdine,IDL,Miami (OH),Miami (OH),3,32.0,-4.909375,0.0,,0,32.0,30.0,45.0,5.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allan-haye-jr-1,Allan Haye Jr.,IDL,Temple,Miami (FL)|Temple,5,32.0,-1.6484375,0.0,,0,29.0,32.0,43.0,4.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-camden-1,Austin Camden,IDL,UCF,UCF,5,32.0,-0.8328125,0.0,,0,23.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blake-green-1,Blake Green,IDL,South Florida,South Florida,4,32.0,1.0862500000000002,0.0,,0,32.0,32.0,75.0,7.0,2.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bryce-barnes-1,Bryce Barnes,IDL,Illinois,Illinois,4,32.0,2.96875,0.0,,0,31.0,28.0,31.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christopher-hinton-1,Christopher Hinton,IDL,Michigan,Michigan,3,32.0,6.29,0.0,,0,32.0,27.0,56.0,4.0,2.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cole-ormsby-1,Cole Ormsby,IDL,Connecticut,Connecticut,3,32.0,-1.34375,0.0,,0,31.0,32.0,60.0,18.0,12.5,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cooper-webb-1,Cooper Webb,IDL,Nevada-Las Vegas,Louisiana-Monroe|Nevada-Las Vegas,3,32.0,-2.01375,0.0,,0,32.0,30.0,45.0,5.5,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
