Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_defense,games_pff,tackles_combined,tackles_loss,sacks,def_int,pass_defended,fumbles_forced,award_aa,award_aac_defensive_player_of_the_year,award_acc_defensive_player_of_the_year,award_bednarik,award_big_12_defensive_player_of_the_year,award_big_ten_defensive_player_of_the_year,award_bronko_nagurski_award_most_outstanding_defensive_player,award_cusa_defensive_player_of_the_year,award_chuck_bednarik_award_defensive_player_of_the_year,award_mac_defensive_player_of_the_year,award_nagurski,award_ronnie_lott_trophy_defensive_impact_player_of_the_year,award_sec_defensive_player_of_the_year,award_sun_belt_defensive_player_of_the_year,award_sun_belt_player_of_the_year,award_ted_hendricks_award_defensive_end_of_the_year_award,award_vern_smith_leadership_award,award_vince_lombardi_award_lineman_of_the_year
isaiah-irving-1,Isaiah Irving,EDGE,San Jose State,San Jose State,2,25.0,-3.5252,0.0,,0,25.0,24.0,83.0,16.0,8.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isiah-shirley-1,Isiah Shirley,EDGE,North Carolina State,North Carolina State,3,25.0,3.0712,0.0,,0,25.0,23.0,33.0,4.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j-rock-swain-1,J-Rock Swain,EDGE,Jacksonville State,Jacksonville State,2,25.0,-7.2252,0.0,,0,24.0,23.0,75.0,17.5,8.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaden-hunter-1,Jaden Hunter,EDGE,Western Kentucky,Western Kentucky,2,25.0,-4.2708,0.0,,0,25.0,22.0,81.0,7.5,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jareid-combs-1,Jareid Combs,EDGE,North Texas,North Texas,2,25.0,-3.7679999999999993,0.0,,0,25.0,24.0,64.0,8.5,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-stepec-1,John Stepec,EDGE,Toledo,Toledo,2,25.0,-1.95,0.0,,0,25.0,23.0,95.0,19.5,7.5,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-allen-6,Jordan Allen,EDGE,Kansas State,Kansas State,3,25.0,3.0296000000000003,0.0,,0,25.0,19.0,22.0,6.0,3.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaci-seegars-2,Kaci Seegars,EDGE,Ohio,Ohio,3,25.0,-6.7224,0.0,,0,24.0,19.0,21.0,5.5,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kadin-schmitz-1,Kadin Schmitz,EDGE,Ohio,Ohio,2,25.0,-6.605599999999999,0.0,,0,25.0,19.0,34.0,5.0,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kamran-james-1,Kamran James,EDGE,Florida,Florida,2,25.0,7.4096,0.0,,0,25.0,24.0,72.0,8.5,5.5,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keshun-freeman-1,Keshun Freeman,EDGE,Georgia Tech,Georgia Tech,2,25.0,3.7159999999999997,0.0,,0,25.0,24.0,83.0,8.0,2.5,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khalid-duke-1,Khalid Duke,EDGE,Kansas State,Kansas State,3,25.0,4.558400000000001,0.0,,0,25.0,24.0,51.0,13.0,9.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kylie-fitts-1,Kylie Fitts,EDGE,Utah,Utah,3,25.0,0.6631999999999999,0.0,,0,25.0,23.0,68.0,14.0,11.5,0.0,11.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawrence-falatea-1,Lawrence Falatea,EDGE,Utah State,Utah State|Washington State,4,25.0,-1.0135999999999996,0.0,,0,25.0,25.0,40.0,7.0,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik-dilonga-1,Malik Dilonga,EDGE,North Texas,North Texas,2,25.0,-3.7679999999999993,0.0,,0,25.0,24.0,39.0,9.0,5.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat-boesen-1,Mat Boesen,EDGE,Texas Christian,Texas Christian,2,25.0,2.842,0.0,,0,25.0,22.0,93.0,23.0,17.5,0.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-fairbanks-ii-1,Michael Fairbanks II,EDGE,UAB,UAB,2,25.0,-3.9876,0.0,,0,25.0,24.0,66.0,8.0,5.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mike-scott-9,Mike Scott,EDGE,Oklahoma State,Oklahoma State,2,25.0,3.5608,0.0,,0,25.0,21.0,19.0,4.5,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neveah-sanders-1,Neveah Sanders,EDGE,Northern Illinois,Northern Illinois,2,25.0,-6.4548000000000005,0.0,,0,25.0,22.0,15.0,7.5,6.5,0.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newton-salisbury-1,Newton Salisbury,EDGE,Florida International,Florida International,2,25.0,-5.5824,0.0,,0,25.0,24.0,72.0,11.0,4.5,0.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick-thurman-1,Nick Thurman,EDGE,Houston,Houston,2,25.0,-1.35,0.0,,0,25.0,23.0,58.0,10.0,4.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noel-iwuchukwu-1,Noel Iwuchukwu,EDGE,Arkansas State,Arkansas State,3,25.0,-3.0928000000000004,0.0,,0,25.0,20.0,27.0,4.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paris-shand-1,Paris Shand,EDGE,LSU,LSU,2,25.0,5.7496,0.0,,0,25.0,24.0,41.0,9.0,4.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
princeton-malbrue-1,Princeton Malbrue,EDGE,LSU,LSU,3,25.0,5.0844,0.0,,0,25.0,6.0,14.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
randy-allen-1,Randy Allen,EDGE,South Alabama,South Alabama,2,25.0,-4.5207999999999995,0.0,,0,25.0,21.0,76.0,20.5,12.5,0.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
randy-charlton-1,Randy Charlton,EDGE,Mississippi State,Mississippi State,2,25.0,4.4264,0.0,,0,25.0,0.0,71.0,12.0,8.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richard-kinley-1,Richard Kinley,EDGE,Middle Tennessee State,Middle Tennessee State,3,25.0,-5.2904,0.0,,0,25.0,24.0,56.0,7.5,3.5,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rj-oben-1,R.J. Oben,EDGE,Duke,Duke,3,25.0,-0.6160000000000001,0.0,,0,25.0,25.0,30.0,7.5,5.0,1.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
romario-napoles-1,Romario Napoles,EDGE,UTSA,UTSA,2,25.0,-5.645999999999999,0.0,,0,25.0,24.0,33.0,3.5,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-johnson-8,Ryan Johnson,EDGE,Stanford,Stanford,3,25.0,2.6615999999999995,0.0,,0,23.0,25.0,21.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
siua-taufa-1,Siua Taufa,EDGE,Utah State,Utah State,2,25.0,-0.9504,0.0,,0,25.0,24.0,46.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teagan-liufau-1,Teagan Liufau,EDGE,Wyoming,Wyoming,3,25.0,-4.5512,0.0,,0,25.0,10.0,14.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terry-thomas-4,Terry Thomas,EDGE,Georgia State,Georgia State,2,25.0,-3.1536,0.0,,0,25.0,24.0,80.0,8.5,3.5,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tevin-jones-2,Tevin Jones,EDGE,Georgia State,Georgia State,2,25.0,-5.254000000000001,0.0,,0,25.0,24.0,23.0,1.5,1.0,1.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tj-harris-1,T.J. Harris,EDGE,Arkansas State,Arkansas State,4,25.0,-5.5472,0.0,,0,21.0,25.0,14.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tra-thomas-1,Tra Thomas,EDGE,North Carolina State,North Carolina State|Temple,2,25.0,1.9864000000000002,0.0,,0,25.0,24.0,52.0,10.5,6.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
travis-bates-2,Travis Bates,EDGE,Kansas State,Kansas State,2,25.0,3.0296000000000003,0.0,,0,25.0,24.0,33.0,5.5,4.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trey-carter-1,Trey Carter,EDGE,Oklahoma State,Oklahoma State,3,25.0,2.3812,0.0,,0,25.0,23.0,27.0,6.0,3.5,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trey-white-1,Trey White,EDGE,San Diego State,San Diego State,2,25.0,-5.2856,0.0,,0,25.0,24.0,113.0,29.0,19.5,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-friday-1,Tyler Friday,EDGE,Ohio State,Ohio State,4,25.0,6.494800000000001,0.0,,0,25.0,22.0,18.0,4.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrone-hunt-1,Tyrone Hunt,EDGE,Baylor,Baylor,3,25.0,2.1804,0.0,,0,25.0,24.0,48.0,8.5,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrone-riley-1,Tyrone Riley,EDGE,North Carolina State,North Carolina State,3,25.0,4.4548,0.0,,0,25.0,11.0,13.0,3.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will-heldt-1,Will Heldt,EDGE,Clemson,Clemson|Purdue,2,25.0,4.85,0.0,,0,25.0,24.0,102.0,25.5,12.5,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarron-jackson-1,Tarron Jackson,EDGE,Coastal Carolina,Coastal Carolina,2,24.0,-4.44,2.0,AA|Sun Belt Defensive Player of the Year,0,24.0,0.0,114.0,27.0,18.5,0.0,2.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trey-hendrickson-1,Trey Hendrickson,EDGE,Florida Atlantic,Florida Atlantic,2,24.0,-5.21,1.0,CUSA Defensive Player of the Year,0,24.0,24.0,89.0,30.0,23.0,0.0,2.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
adrian-woliver-1,Adrian Woliver,EDGE,Toledo,Toledo,2,24.0,0.0,0.0,,0,24.0,22.0,41.0,9.0,7.5,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allen-cater-1,Allen Cater,EDGE,North Carolina,North Carolina,3,24.0,2.9225,0.0,,0,24.0,24.0,28.0,3.0,2.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antoine-miles-1,Antoine Miles,EDGE,Purdue,Purdue,2,24.0,5.31,0.0,,0,24.0,24.0,43.0,11.5,6.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aray-jean-1,Aray Jean,EDGE,Colorado State,Colorado State,2,24.0,-3.8225000000000002,0.0,,0,24.0,23.0,25.0,6.5,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bernard-dawson-1,Bernard Dawson,EDGE,Georgia Southern,Georgia Southern,2,24.0,-4.035833333333333,0.0,,0,24.0,23.0,49.0,11.0,4.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bj-ojulari-1,BJ Ojulari,EDGE,LSU,LSU,2,24.0,5.674166666666667,0.0,,0,24.0,22.0,113.0,20.0,12.5,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-buckner-1,Brandon Buckner,EDGE,Middle Tennessee State,Middle Tennessee State,2,24.0,-4.930000000000001,0.0,,0,24.0,24.0,41.0,5.0,4.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brenton-williams-1,Brenton Williams,EDGE,Liberty,Liberty,2,24.0,-8.555,0.0,,0,24.0,23.0,42.0,8.0,4.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cam-williams-1,Cam Williams,EDGE,Michigan State,Jacksonville State|Michigan State,2,24.0,-0.7700000000000001,0.0,,0,24.0,24.0,31.0,2.5,1.5,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
charles-omenihu-1,Charles Omenihu,EDGE,Texas,Texas,2,24.0,3.6300000000000003,0.0,,0,23.0,24.0,44.0,5.5,3.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chet-andrews-1,Chet Andrews,EDGE,Iowa State,Iowa State,4,24.0,2.9412499999999997,0.0,,0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-jones-20,Chris Jones,EDGE,Florida Atlantic,Florida Atlantic,2,24.0,-5.239999999999999,0.0,,0,24.0,24.0,63.0,12.5,2.5,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-mulumba-1,Chris Mulumba,EDGE,Colorado,Colorado,2,24.0,-0.14,0.0,,0,24.0,24.0,57.0,3.5,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-odom-1,Chris Odom,EDGE,Arkansas State,Arkansas State,2,24.0,-5.924166666666667,0.0,,0,24.0,23.0,56.0,17.5,12.5,0.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-peace-1,Chris Peace,EDGE,Virginia,Virginia,2,24.0,2.9899999999999998,0.0,,0,24.0,20.0,65.0,7.5,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christian-albright-1,Christian Albright,EDGE,Ball State,Ball State,2,24.0,-4.8,0.0,,0,24.0,24.0,93.0,12.0,7.5,2.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cullen-wick-1,Cullen Wick,EDGE,Tulsa,Tulsa,2,24.0,0.6349999999999998,0.0,,0,24.0,24.0,59.0,6.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curley-young-jr-2,Curley Young Jr.,EDGE,Jacksonville State,Jacksonville State,2,24.0,-7.095,0.0,,0,24.0,22.0,82.0,8.5,6.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dajon-emory-1,Dajon Emory,EDGE,Arkansas State,Arkansas State,2,24.0,-4.546666666666667,0.0,,0,24.0,22.0,39.0,15.0,6.5,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damian-horton-1,Damian Horton,EDGE,Florida Atlantic,Florida Atlantic,3,24.0,-2.3133333333333335,0.0,,0,24.0,20.0,26.0,5.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damion-dickens-1,Damion Dickens,EDGE,Colorado State,Colorado State,2,24.0,-3.0400000000000005,0.0,,0,24.0,24.0,55.0,6.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel-davis-4,Daniel Davis,EDGE,Toledo,Toledo,3,24.0,-1.71875,0.0,,0,24.0,23.0,23.0,4.0,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrius-moragne-1,Darrius Moragne,EDGE,Kansas,Kansas,2,24.0,2.665,0.0,,0,24.0,23.0,45.0,5.5,2.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-pfaff-1,David Pfaff,EDGE,Wisconsin,Wisconsin,4,24.0,3.9820833333333336,0.0,,0,10.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davin-anderson-1,Davin Anderson,EDGE,Louisiana-Monroe,Louisiana-Monroe,2,24.0,-3.03,0.0,,0,24.0,24.0,25.0,2.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deven-lamp-1,Deven Lamp,EDGE,Tulsa,Tulsa,2,24.0,0.6349999999999998,0.0,,0,24.0,16.0,11.0,2.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dj-warner-1,DJ Warner,EDGE,SMU,Kansas|SMU,2,24.0,3.645,0.0,,0,24.0,24.0,8.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dylan-stewart-1,Dylan Stewart,EDGE,South Carolina,South Carolina,2,24.0,5.8075,0.0,,0,24.0,23.0,56.0,22.5,11.0,0.0,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edmund-faimalo-1,Edmund Faimalo,EDGE,Utah State,Utah State,2,24.0,-0.91,0.0,,0,24.0,23.0,38.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eric-phillips-2,Eric Phillips,EDGE,Cincinnati,Cincinnati,2,24.0,2.31,0.0,,0,24.0,24.0,34.0,11.5,6.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evan-panfil-1,Evan Panfil,EDGE,Purdue,Purdue,2,24.0,2.85,0.0,,0,24.0,24.0,62.0,18.5,9.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finesse-middleton-1,Finesse Middleton,EDGE,South Alabama,South Alabama,2,24.0,-5.81,0.0,,0,24.0,23.0,46.0,12.5,8.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
houshun-gaines-1,Houshun Gaines,EDGE,Virginia Tech,Virginia Tech,3,24.0,1.205,0.0,,0,24.0,19.0,29.0,7.5,3.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isaac-ukwu-1,Isaac Ukwu,EDGE,Ole Miss,James Madison|Ole Miss,2,24.0,-0.10958333333333344,0.0,,0,24.0,23.0,70.0,15.0,11.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jack-pyburn-1,Jack Pyburn,EDGE,LSU,Florida|LSU,2,24.0,6.03,0.0,,0,24.0,24.0,112.0,9.5,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jayson-oweh-1,Jayson Oweh,EDGE,Penn State,Penn State,3,24.0,4.617083333333333,0.0,,0,24.0,0.0,63.0,13.5,7.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeffrey-gunter-1,Jeffrey Gunter,EDGE,North Carolina State,Coastal Carolina|North Carolina State,3,24.0,-6.015,0.0,,0,24.0,0.0,75.0,17.5,5.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joe-sanders-2,Joe Sanders,EDGE,Northern Illinois,Northern Illinois,2,24.0,-4.008333333333334,0.0,,0,24.0,23.0,36.0,4.5,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-burch-1,Jordan Burch,EDGE,Oregon,Oregon,2,24.0,4.354166666666667,0.0,,0,24.0,20.0,65.0,18.5,11.5,0.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-brown-9,Josh Brown,EDGE,Arizona,Arizona,3,24.0,1.965,0.0,,0,24.0,0.0,51.0,12.5,6.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-posley-1,Josh Posley,EDGE,Ball State,Ball State,2,24.0,-3.5100000000000002,0.0,,0,24.0,24.0,88.0,19.0,5.5,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jude-brenya-1,Jude Brenya,EDGE,Old Dominion,Old Dominion,2,24.0,-6.68875,0.0,,0,24.0,22.0,12.0,1.5,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
junior-gnonkonde-1,Junior Gnonkonde,EDGE,Troy,North Carolina|Troy,2,24.0,-2.335,0.0,,0,24.0,22.0,70.0,10.0,5.5,0.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin-kavalec-1,Kevin Kavalec,EDGE,Boston College,Boston College,2,24.0,1.2379166666666666,0.0,,0,24.0,23.0,71.0,22.5,5.5,0.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kobe-jones-1,Kobe Jones,EDGE,Mississippi State,Mississippi State,2,24.0,7.196666666666668,0.0,,0,24.0,0.0,62.0,11.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lewis-neal-1,Lewis Neal,EDGE,LSU,LSU,2,24.0,6.32,0.0,,0,24.0,22.0,108.0,15.0,11.5,0.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lone-toailoa-1,Lone Toailoa,EDGE,California,California,2,24.0,1.68,0.0,,0,24.0,22.0,27.0,3.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorenzo-dantzler-1,Lorenzo Dantzler,EDGE,UTSA,UTSA,2,24.0,-4.74,0.0,,0,24.0,24.0,49.0,15.0,8.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucas-maynard-1,Lucas Maynard,EDGE,Toledo,Toledo,4,24.0,-3.1770833333333335,0.0,,0,24.0,20.0,31.0,5.5,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-webb-2,Marcus Webb,EDGE,Troy,Troy,2,24.0,-6.489999999999999,0.0,,0,24.0,23.0,32.0,11.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-epley-1,Michael Epley,EDGE,Texas Christian,SMU|Texas Christian,3,24.0,3.9749999999999996,0.0,,0,23.0,22.0,25.0,3.5,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naashon-hughes-1,Naashon Hughes,EDGE,Texas,Texas,2,24.0,3.6300000000000003,0.0,,0,24.0,24.0,83.0,12.5,9.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasquale-calcagno-1,Pasquale Calcagno,EDGE,Miami (OH),Miami (OH),2,24.0,-4.47,0.0,,0,24.0,24.0,63.0,13.0,7.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qaadir-sheppard-1,Qaadir Sheppard,EDGE,Ole Miss,Ole Miss|Syracuse,3,24.0,3.84125,0.0,,0,24.0,24.0,57.0,10.0,1.5,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raymond-cutts-2,Raymond Cutts,EDGE,Troy,Troy,2,24.0,-1.92,0.0,,0,24.0,23.0,54.0,5.5,1.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricky-aliifua-1,Ricky Ali'ifua,EDGE,Utah State,Utah State,2,24.0,-0.91,0.0,,0,24.0,23.0,53.0,12.0,6.5,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roderick-rook-chungong-1,Roderick Rook-Chungong,EDGE,Georgia Tech,Georgia Tech,2,24.0,3.679166666666666,0.0,,0,24.0,0.0,45.0,6.5,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawayne-lawrence-1,Shawayne Lawrence,EDGE,Georgia State,Georgia State,2,24.0,-5.339583333333334,0.0,,0,24.0,23.0,97.0,8.0,1.5,0.0,7.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taco-charlton-1,Taco Charlton,EDGE,Michigan,Michigan,2,24.0,4.670833333333333,0.0,,0,24.0,22.0,73.0,21.5,15.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tevin-paul-1,Tevin Paul,EDGE,California,California,2,24.0,1.1695833333333334,0.0,,0,24.0,22.0,62.0,14.0,3.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titus-failauga-1,Titus Failauga,EDGE,Oregon State,Oregon State,2,24.0,4.390000000000001,0.0,,0,24.0,24.0,49.0,4.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tre-griffin-1,Tre Griffin,EDGE,Georgia Southern,Georgia Southern,2,24.0,-3.9099999999999997,0.0,,0,24.0,22.0,33.0,8.0,2.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arden-key-1,Arden Key,EDGE,LSU,LSU,2,23.0,6.340434782608695,0.0,,0,23.0,21.0,97.0,21.0,17.0,0.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-larkin-1,Austin Larkin,EDGE,Purdue,Purdue,2,23.0,4.070869565217392,0.0,,0,23.0,22.0,41.0,4.5,2.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
