Player_ID,Player,School,Year,pos,pos_norm,games_total,award_count,sos,games_rushing,games_receiving,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,yds_from_scrimmage,scrim_td,awards,heisman_finish,award_aa,award_john_mackey_award_most_outstanding_tight_end,award_mac_offensive_player_of_the_year,award_vern_smith_leadership_award
thomas-odukoya-1,Thomas Odukoya,Eastern Michigan,2019,TE,TE,13.0,0.0,-5.81,,13.0,,,,3.0,16.0,0.0,,,,0,0,0,0,0
treshown-fields-1,Tre'Shown Fields,Eastern Michigan,2019,TE,TE,9.0,0.0,-5.81,,,,,,,,,,,,0,0,0,0,0
andres-saldivar-1,Andres Saldivar,Florida,2019,TE,TE,1.0,0.0,2.91,,,,,,,,,,,,0,0,0,0,0
dante-lang-1,Dante Lang,Florida,2019,TE,TE,0.0,0.0,2.91,,,,,,,,,,,,0,0,0,0,0
kemore-gamble-1,Kemore Gamble,Florida,2019,TE,TE,10.0,0.0,2.91,,,,,,,,,,,,0,0,0,0,0
keon-zipperer-1,Keon Zipperer,Florida,2019,TE,TE,8.0,0.0,2.91,,8.0,,,,3.0,31.0,1.0,,,,0,0,0,0,0
kyle-pitts-1,Kyle Pitts,Florida,2019,TE,TE,13.0,0.0,2.91,,13.0,,,,54.0,649.0,5.0,,,,0,0,0,0,0
lucas-krull-1,Lucas Krull,Florida,2019,TE,TE,12.0,0.0,2.91,,12.0,,,,3.0,33.0,0.0,,,,0,0,0,0,0
harrison-bryant-1,Harrison Bryant,Florida Atlantic,2019,TE,TE,13.0,2.0,-2.43,,13.0,,,,65.0,1004.0,7.0,,,AA|John Mackey Award [Most Outstanding Tight End],0,1,1,0,0
john-raine-1,John Raine,Florida Atlantic,2019,TE,TE,14.0,0.0,-2.43,,14.0,,,,38.0,343.0,6.0,,,,0,0,0,0,0
logan-peterson-1,Logan Peterson,Florida Atlantic,2019,TE,TE,13.0,0.0,-2.43,,,,,,,,,,,,0,0,0,0,0
matthew-fling-1,Matthew Fling,Florida Atlantic,2019,TE,TE,0.0,0.0,-2.43,,,,,,,,,,,,0,0,0,0,0
nolan-lynch-1,Nolan Lynch,Florida Atlantic,2019,TE,TE,1.0,0.0,-2.43,,,,,,,,,,,,0,0,0,0,0
rahmod-smith-1,Rahmod Smith,Florida Atlantic,2019,TE,TE,5.0,0.0,-2.43,,,,,,,,,,,,0,0,0,0,0
rhett-weidenbacher-1,Rhett Weidenbacher,Florida Atlantic,2019,TE,TE,0.0,0.0,-2.43,,,,,,,,,,,,0,0,0,0,0
ryan-cameron-1,Ryan Cameron,Florida Atlantic,2019,TE,TE,0.0,0.0,-2.43,,,,,,,,,,,,0,0,0,0,0
carson-genal-1,Carson Genal,Florida International,2019,TE,TE,0.0,0.0,-6.96,,,,,,,,,,,,0,0,0,0,0
david-omeara-1,David O'Meara,Florida International,2019,TE,TE,13.0,0.0,-6.96,,13.0,,,,1.0,12.0,0.0,,,,0,0,0,0,0
ivan-thomas-2,Ivan Thomas,Florida International,2019,TE,TE,0.0,0.0,-6.96,,,,,,,,,,,,0,0,0,0,0
jackson-mcdonald-1,Jackson McDonald,Florida International,2019,TE,TE,0.0,0.0,-6.96,,,,,,,,,,,,0,0,0,0,0
joe-hocker-1,Joe Hocker,Florida International,2019,TE,TE,0.0,0.0,-6.96,,,,,,,,,,,,0,0,0,0,0
kamareon-williams-1,Kamareon Williams,Florida International,2019,TE,TE,12.0,0.0,-6.96,,12.0,,,,3.0,27.0,0.0,,,,0,0,0,0,0
sterling-palmer-1,Sterling Palmer,Florida International,2019,TE,TE,13.0,0.0,-6.96,,13.0,,,,22.0,205.0,0.0,,,,0,0,0,0,0
alex-marshall-2,Alex Marshall,Florida State,2019,TE,TE,0.0,0.0,2.32,,,,,,,,,,,,0,0,0,0,0
austin-white-1,Austin White,Florida State,2019,TE,TE,0.0,0.0,2.32,,,,,,,,,,,,0,0,0,0,0
camren-mcdonald-1,Camren McDonald,Florida State,2019,TE,TE,13.0,0.0,2.32,,13.0,,,,6.0,43.0,0.0,,,,0,0,0,0,0
gabe-nabers-1,Gabe Nabers,Florida State,2019,TE,TE,13.0,0.0,2.32,,13.0,,,,15.0,221.0,2.0,,,,0,0,0,0,0
tre-mckitty-1,Tre' McKitty,Florida State,2019,TE,TE,12.0,0.0,2.32,,12.0,,,,23.0,241.0,0.0,,,,0,0,0,0,0
cam-sutton-1,Cam Sutton,Fresno State,2019,TE,TE,12.0,0.0,-3.12,12.0,12.0,2.0,34.0,0.0,6.0,112.0,0.0,146.0,0.0,,0,0,0,0,0
duncan-smith-1,Duncan Smith,Fresno State,2019,TE,TE,0.0,0.0,-3.12,,,,,,,,,,,,0,0,0,0,0
jared-rice-1,Jared Rice,Fresno State,2019,TE,TE,12.0,0.0,-3.12,,12.0,,,,32.0,307.0,4.0,,,,0,0,0,0,0
juan-rodriguez-2,Juan Rodriguez,Fresno State,2019,TE,TE,11.0,0.0,-3.12,,11.0,,,,5.0,42.0,0.0,,,,0,0,0,0,0
micah-pasion-1,Micah Pasion,Fresno State,2019,TE,TE,0.0,0.0,-3.12,,,,,,,,,,,,0,0,0,0,0
raymond-pauwels-1,Raymond Pauwels,Fresno State,2019,TE,TE,2.0,0.0,-3.12,,,,,,,,,,,,0,0,0,0,0
brett-seither-1,Brett Seither,Georgia,2019,TE,TE,2.0,0.0,5.21,,,,,,,,,,,,0,0,0,0,0
charlie-woerner-1,Charlie Woerner,Georgia,2019,TE,TE,14.0,0.0,5.21,,14.0,,,,9.0,78.0,1.0,,,,0,0,0,0,0
eli-wolf-1,Eli Wolf,Georgia,2019,TE,TE,14.0,0.0,5.21,,14.0,,,,13.0,194.0,1.0,,,,0,0,0,0,0
jarrett-freeland-1,Jarrett Freeland,Georgia,2019,TE,TE,0.0,0.0,5.21,,,,,,,,,,,,0,0,0,0,0
john-fitzpatrick-2,John FitzPatrick,Georgia,2019,TE,TE,11.0,0.0,5.21,,11.0,,,,1.0,22.0,0.0,,,,0,0,0,0,0
kolby-wyatt-1,Kolby Wyatt,Georgia,2019,TE,TE,2.0,0.0,5.21,,,,,,,,,,,,0,0,0,0,0
mitchell-werntz-1,Mitchell Werntz,Georgia,2019,TE,TE,1.0,0.0,5.21,,,,,,,,,,,,0,0,0,0,0
peyton-mercer-1,Peyton Mercer,Georgia,2019,TE,TE,1.0,0.0,5.21,,,,,,,,,,,,0,0,0,0,0
ryland-goede-1,Ryland Goede,Georgia,2019,TE,TE,2.0,0.0,5.21,,,,,,,,,,,,0,0,0,0,0
beau-johnson-2,Beau Johnson,Georgia Southern,2019,TE,TE,4.0,0.0,-1.61,,,,,,,,,,,,0,0,0,0,0
cam-brown-1,Cam Brown,Georgia Southern,2019,TE,TE,13.0,0.0,-1.61,,13.0,,,,2.0,11.0,0.0,,,,0,0,0,0,0
chase-hancock-2,Chase Hancock,Georgia Southern,2019,TE,TE,7.0,0.0,-1.61,,,,,,,,,,,,0,0,0,0,0
dj-butler-1,D.J. Butler,Georgia Southern,2019,TE,TE,0.0,0.0,-1.61,,,,,,,,,,,,0,0,0,0,0
emory-mckenzie-1,Emory McKenzie,Georgia Southern,2019,TE,TE,11.0,0.0,-1.61,,,,,,,,,,,,0,0,0,0,0
javian-boykin-1,Javian Boykin,Georgia Southern,2019,TE,TE,0.0,0.0,-1.61,,,,,,,,,,,,0,0,0,0,0
jeremy-smith-7,Jeremy Smith,Georgia Southern,2019,TE,TE,2.0,0.0,-1.61,,,,,,,,,,,,0,0,0,0,0
trace-dorminy-1,Trace Dorminy,Georgia Southern,2019,TE,TE,0.0,0.0,-1.61,,,,,,,,,,,,0,0,0,0,0
aubry-payne-1,Aubry Payne,Georgia State,2019,TE,TE,12.0,0.0,-3.84,12.0,12.0,1.0,0.0,0.0,13.0,204.0,6.0,204.0,6.0,,0,0,0,0,0
avery-reece-1,Avery Reece,Georgia State,2019,TE,TE,1.0,0.0,-3.84,,,,,,,,,,,,0,0,0,0,0
bryson-duckworth-1,Bryson Duckworth,Georgia State,2019,TE,TE,3.0,0.0,-3.84,,,,,,,,,,,,0,0,0,0,0
camrin-knight-1,Camrin Knight,Georgia State,2019,TE,TE,8.0,0.0,-3.84,,,,,,,,,,,,0,0,0,0,0
herman-mccray-1,Herman McCray,Georgia State,2019,TE,TE,0.0,0.0,-3.84,,,,,,,,,,,,0,0,0,0,0
roger-carter-2,Roger Carter,Georgia State,2019,TE,TE,13.0,0.0,-3.84,,13.0,,,,28.0,334.0,3.0,,,,0,0,0,0,0
ben-wilhelm-1,Ben Wilhelm,Georgia Tech,2019,TE,TE,0.0,0.0,2.42,,,,,,,,,,,,0,0,0,0,0
chris-miller-13,Chris Miller,Georgia Tech,2019,TE,TE,0.0,0.0,2.42,,,,,,,,,,,,0,0,0,0,0
dylan-deveney-1,Dylan Deveney,Georgia Tech,2019,TE,TE,12.0,0.0,2.42,,12.0,,,,6.0,48.0,0.0,,,,0,0,0,0,0
dylan-leonard-1,Dylan Leonard,Georgia Tech,2019,TE,TE,11.0,0.0,2.42,,11.0,,,,2.0,6.0,0.0,,,,0,0,0,0,0
joseph-marcina-1,Joseph Marcina,Georgia Tech,2019,TE,TE,0.0,0.0,2.42,,,,,,,,,,,,0,0,0,0,0
josh-tukes-1,Josh Tukes,Georgia Tech,2019,TE,TE,0.0,0.0,2.42,,,,,,,,,,,,0,0,0,0,0
nathan-tyler-1,Nathan Tyler,Georgia Tech,2019,TE,TE,0.0,0.0,2.42,,,,,,,,,,,,0,0,0,0,0
tyler-cooksey-1,Tyler Cooksey,Georgia Tech,2019,TE,TE,12.0,0.0,2.42,,,,,,,,,,,,0,0,0,0,0
tyler-davis-2,Tyler Davis,Georgia Tech,2019,TE,TE,12.0,0.0,2.42,,12.0,,,,17.0,148.0,1.0,,,,0,0,0,0,0
bo-alexander-1,Bo Alexander,Houston,2019,TE,TE,12.0,0.0,3.25,,,,,,,,,,,,0,0,0,0,0
christian-trahan-1,Christian Trahan,Houston,2019,TE,TE,12.0,0.0,3.25,,12.0,,,,22.0,244.0,1.0,,,,0,0,0,0,0
parker-eichenberger-1,Parker Eichenberger,Houston,2019,TE,TE,12.0,0.0,3.25,,,,,,,,,,,,0,0,0,0,0
shane-creamer-1,Shane Creamer,Houston,2019,TE,TE,12.0,0.0,3.25,,12.0,,,,2.0,4.0,0.0,,,,0,0,0,0,0
spencer-wells-1,Spencer Wells,Houston,2019,TE,TE,0.0,0.0,3.25,,,,,,,,,,,,0,0,0,0,0
alex-pihlstrom-1,Alex Pihlstrom,Illinois,2019,TE,TE,1.0,0.0,0.61,,,,,,,,,,,,0,0,0,0,0
bobby-walker-4,Bobby Walker,Illinois,2019,TE,TE,6.0,0.0,0.61,,,,,,,,,,,,0,0,0,0,0
daniel-barker-1,Daniel Barker,Illinois,2019,TE,TE,13.0,0.0,0.61,,13.0,,,,18.0,273.0,4.0,,,,0,0,0,0,0
griffin-moore-1,Griffin Moore,Illinois,2019,TE,TE,0.0,0.0,0.61,,,,,,,,,,,,0,0,0,0,0
griffin-palmer-1,Griffin Palmer,Illinois,2019,TE,TE,13.0,0.0,0.61,,13.0,,,,2.0,14.0,0.0,,,,0,0,0,0,0
justice-williams-1,Justice Williams,Illinois,2019,TE,TE,13.0,0.0,0.61,,13.0,,,,14.0,136.0,1.0,,,,0,0,0,0,0
luke-ford-1,Luke Ford,Illinois,2019,TE,TE,0.0,0.0,0.61,,,,,,,,,,,,0,0,0,0,0
dominick-sidari-1,Dominick Sidari,Indiana,2019,TE,TE,0.0,0.0,1.49,,,,,,,,,,,,0,0,0,0,0
gary-cooper-2,Gary Cooper,Indiana,2019,TE,TE,4.0,0.0,1.49,,4.0,,,,2.0,15.0,0.0,,,,0,0,0,0,0
matt-bjorson-1,Matt Bjorson,Indiana,2019,TE,TE,13.0,0.0,1.49,,13.0,,,,7.0,36.0,1.0,,,,0,0,0,0,0
peyton-hendershot-1,Peyton Hendershot,Indiana,2019,TE,TE,13.0,0.0,1.49,13.0,13.0,1.0,-4.0,0.0,52.0,622.0,4.0,618.0,4.0,,0,0,0,0,0
ryan-barnes-1,Ryan Barnes,Indiana,2019,TE,TE,6.0,0.0,1.49,,,,,,,,,,,,0,0,0,0,0
tj-ivy-1,TJ Ivy,Indiana,2019,TE,TE,1.0,0.0,1.49,,1.0,,,,3.0,24.0,0.0,,,,0,0,0,0,0
bryce-schulte-1,Bryce Schulte,Iowa,2019,TE,TE,0.0,0.0,4.44,,,,,,,,,,,,0,0,0,0,0
drew-cook-1,Drew Cook,Iowa,2019,TE,TE,6.0,0.0,4.44,,,,,,,,,,,,0,0,0,0,0
jackson-frericks-1,Jackson Frericks,Iowa,2019,TE,TE,0.0,0.0,4.44,,,,,,,,,,,,0,0,0,0,0
josiah-miamen-1,Josiah Miamen,Iowa,2019,TE,TE,0.0,0.0,4.44,,,,,,,,,,,,0,0,0,0,0
nate-wieting-1,Nate Wieting,Iowa,2019,TE,TE,11.0,0.0,4.44,,11.0,,,,10.0,117.0,0.0,,,,0,0,0,0,0
noah-feldman-1,Noah Feldman,Iowa,2019,TE,TE,0.0,0.0,4.44,,,,,,,,,,,,0,0,0,0,0
sam-laporta-1,Sam Laporta,Iowa,2019,TE,TE,12.0,0.0,4.44,,12.0,,,,15.0,188.0,0.0,,,,0,0,0,0,0
shaun-beyer-1,Shaun Beyer,Iowa,2019,TE,TE,13.0,0.0,4.44,,13.0,,,,7.0,117.0,0.0,,,,0,0,0,0,0
tommy-kujawa-1,Tommy Kujawa,Iowa,2019,TE,TE,0.0,0.0,4.44,,,,,,,,,,,,0,0,0,0,0
ben-latusek-1,Ben Latusek,Iowa State,2019,TE,TE,1.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
charlie-kolar-1,Charlie Kolar,Iowa State,2019,TE,TE,13.0,0.0,4.53,,13.0,,,,51.0,697.0,7.0,,,,0,0,0,0,0
chase-allen-1,Chase Allen,Iowa State,2019,TE,TE,13.0,0.0,4.53,,13.0,,,,17.0,167.0,2.0,,,,0,0,0,0,0
conner-greene-1,Conner Greene,Iowa State,2019,TE,TE,13.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
dylan-soehner-1,Dylan Soehner,Iowa State,2019,TE,TE,12.0,0.0,4.53,,12.0,,,,7.0,107.0,1.0,,,,0,0,0,0,0
easton-dean-1,Easton Dean,Iowa State,2019,TE,TE,0.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
gage-gunnerson-1,Gage Gunnerson,Iowa State,2019,TE,TE,0.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
jacob-hillmann-1,Jacob Hillmann,Iowa State,2019,TE,TE,0.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
jared-rus-1,Jared Rus,Iowa State,2019,TE,TE,4.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
skylar-loving-black-1,Skylar Loving-Black,Iowa State,2019,TE,TE,0.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
zach-silbermann-1,Zach Silbermann,Iowa State,2019,TE,TE,0.0,0.0,4.53,,,,,,,,,,,,0,0,0,0,0
dylan-freberg-1,Dylan Freberg,Kansas,2019,TE,TE,0.0,0.0,3.19,,,,,,,,,,,,0,0,0,0,0
jack-luavasa-1,Jack Luavasa,Kansas,2019,TE,TE,12.0,0.0,3.19,,12.0,,,,6.0,46.0,1.0,,,,0,0,0,0,0
jack-parks-1,Jack Parks,Kansas,2019,TE,TE,0.0,0.0,3.19,,,,,,,,,,,,0,0,0,0,0
jake-mcclure-2,Jake McClure,Kansas,2019,TE,TE,0.0,0.0,3.19,,,,,,,,,,,,0,0,0,0,0
james-sosinski-1,James Sosinski,Kansas,2019,TE,TE,7.0,0.0,3.19,,7.0,,,,7.0,72.0,1.0,,,,0,0,0,0,0
mac-copeland-1,Mac Copeland,Kansas,2019,TE,TE,0.0,0.0,3.19,,,,,,,,,,,,0,0,0,0,0
mason-fairchild-1,Mason Fairchild,Kansas,2019,TE,TE,12.0,0.0,3.19,,12.0,,,,2.0,32.0,0.0,,,,0,0,0,0,0
zack-biddison-1,Zack Biddison,Kansas,2019,TE,TE,0.0,0.0,3.19,,,,,,,,,,,,0,0,0,0,0
blaise-gammon-1,Blaise Gammon,Kansas State,2019,TE,TE,13.0,0.0,2.64,,13.0,,,,1.0,7.0,0.0,,,,0,0,0,0,0
brendan-mott-1,Brendan Mott,Kansas State,2019,TE,TE,0.0,0.0,2.64,,,,,,,,,,,,0,0,0,0,0
cameron-colton-1,Cameron Cotton,Kansas State,2019,TE,TE,1.0,0.0,2.64,,,,,,,,,,,,0,0,0,0,0
konner-fox-1,Konner Fox,Kansas State,2019,TE,TE,0.0,0.0,2.64,,,,,,,,,,,,0,0,0,0,0
logan-long-1,Logan Long,Kansas State,2019,TE,TE,13.0,0.0,2.64,,13.0,,,,3.0,10.0,0.0,,,,0,0,0,0,0
nick-lenners-1,Nick Lenners,Kansas State,2019,TE,TE,13.0,0.0,2.64,,13.0,,,,13.0,163.0,1.0,,,,0,0,0,0,0
samuel-wheeler-1,Samuel Wheeler,Kansas State,2019,TE,TE,7.0,0.0,2.64,,7.0,,,,4.0,78.0,0.0,,,,0,0,0,0,0
adam-dulka-2,Adam Dulka,Kent State,2019,TE,TE,12.0,0.0,-3.73,,6.0,,,,7.0,57.0,1.0,,,,0,0,0,0,0
hayden-junker-1,Hayden Junker,Kent State,2019,TE,TE,0.0,0.0,-3.73,,,,,,,,,,,,0,0,0,0,0
keenan-orr-1,Keenan Orr,Kent State,2019,TE,TE,13.0,0.0,-3.73,,13.0,,,,6.0,42.0,2.0,,,,0,0,0,0,0
kris-leach-1,Kris Leach,Kent State,2019,TE,TE,0.0,0.0,-3.73,,,,,,,,,,,,0,0,0,0,0
mark-williams-11,Mark Williams,Kent State,2019,TE,TE,2.0,0.0,-3.73,,,,,,,,,,,,0,0,0,0,0
troy-durden-1,Troy Durden,Kent State,2019,TE,TE,0.0,0.0,-3.73,,,,,,,,,,,,0,0,0,0,0
brenden-bates-1,Brenden Bates,Kentucky,2019,TE,TE,4.0,0.0,0.15,,,,,,,,,,,,0,0,0,0,0
drew-schlegel-1,Drew Schlegel,Kentucky,2019,TE,TE,13.0,0.0,0.15,,13.0,,,,1.0,12.0,0.0,,,,0,0,0,0,0
justin-rigg-1,Justin Rigg,Kentucky,2019,TE,TE,13.0,0.0,0.15,,13.0,,,,11.0,128.0,0.0,,,,0,0,0,0,0
keaton-upshaw-1,Keaton Upshaw,Kentucky,2019,TE,TE,13.0,0.0,0.15,,13.0,,,,7.0,78.0,1.0,,,,0,0,0,0,0
nik-ogneovic-1,Nik Ogneovic,Kentucky,2019,TE,TE,2.0,0.0,0.15,,1.0,,,,1.0,8.0,0.0,,,,0,0,0,0,0
patrick-henschen-1,Patrick Henschen,Kentucky,2019,TE,TE,0.0,0.0,0.15,,,,,,,,,,,,0,0,0,0,0
aaron-moffitt-1,Aaron Moffitt,LSU,2019,TE,TE,15.0,0.0,,,,,,,,,,,,,0,0,0,0,0
brandon-hubicz-1,Brandon Hubicz,LSU,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
jack-mashburn-1,Jack Mashburn,LSU,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
jamal-pettigrew-1,Jamal Pettigrew,LSU,2019,TE,TE,15.0,0.0,,,15.0,,,,1.0,-1.0,0.0,,,,0,0,0,0,0
jansen-mayea-1,Jansen Mayea,LSU,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
stephen-king-2,Stephen King,LSU,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
stephen-sullivan-1,Stephen Sullivan,LSU,2019,TE,TE,15.0,0.0,,,15.0,,,,12.0,130.0,0.0,,,,0,0,0,0,0
thaddeus-moss-1,Thaddeus Moss,LSU,2019,TE,TE,14.0,0.0,,,14.0,,,,47.0,570.0,4.0,,,,0,0,0,0,0
chris-barrett-2,Chris Barrett,Liberty,2019,TE,TE,10.0,0.0,-8.54,,10.0,,,,2.0,10.0,0.0,,,,0,0,0,0,0
jerome-jackson-2,Jerome Jackson,Liberty,2019,TE,TE,13.0,0.0,-8.54,,13.0,,,,3.0,15.0,2.0,,,,0,0,0,0,0
johnny-huntley-2,Johnny Huntley,Liberty,2019,TE,TE,13.0,0.0,-8.54,,13.0,,,,11.0,196.0,1.0,,,,0,0,0,0,0
mason-yost-1,Mason Yost,Liberty,2019,TE,TE,7.0,0.0,-8.54,,7.0,,,,1.0,8.0,0.0,,,,0,0,0,0,0
micaiah-overton-1,Micaiah Overton,Liberty,2019,TE,TE,0.0,0.0,-8.54,,,,,,,,,,,,0,0,0,0,0
michael-bollinger-1,Michael Bollinger,Liberty,2019,TE,TE,3.0,0.0,-8.54,3.0,3.0,3.0,18.0,0.0,1.0,19.0,1.0,37.0,1.0,,0,0,0,0,0
ryan-eshleman-1,Ryan Eshleman,Liberty,2019,TE,TE,0.0,0.0,-8.54,,,,,,,,,,,,0,0,0,0,0
shane-drayton-1,Shane Drayton,Liberty,2019,TE,TE,0.0,0.0,-8.54,,,,,,,,,,,,0,0,0,0,0
zac-foutz-1,Zac Foutz,Liberty,2019,TE,TE,13.0,0.0,-8.54,,13.0,,,,8.0,146.0,3.0,,,,0,0,0,0,0
alex-allen-2,Alex Allen,Louisiana,2019,TE,TE,2.0,0.0,,,2.0,,,,1.0,0.0,0.0,,,,0,0,0,0,0
chase-rogers-1,Chase Rogers,Louisiana,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
chris-turner-5,Chris Turner,Louisiana,2019,TE,TE,1.0,0.0,,,1.0,,,,1.0,8.0,0.0,,,,0,0,0,0,0
damani-burrell-1,Damani Burrell,Louisiana,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
hunter-burgeron-1,Hunter Burgeron,Louisiana,2019,TE,TE,3.0,0.0,,,3.0,,,,3.0,29.0,1.0,,,,0,0,0,0,0
johnny-lumpkin-1,Johnny Lumpkin,Louisiana,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
neal-johnson-1,Neal Johnson,Louisiana,2019,TE,TE,12.0,0.0,,,12.0,,,,11.0,97.0,2.0,,,,0,0,0,0,0
nick-ralston-1,Nick Ralston,Louisiana,2019,TE,TE,14.0,0.0,,14.0,14.0,1.0,1.0,0.0,15.0,100.0,4.0,101.0,4.0,,0,0,0,0,0
pearse-migl-1,Pearse Migl,Louisiana,2019,TE,TE,14.0,0.0,,,14.0,,,,6.0,77.0,0.0,,,,0,0,0,0,0
peyton-aucoin-1,Peyton Aucoin,Louisiana,2019,TE,TE,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0
zach-cousar-1,Zach Cousar,Louisiana Tech,2019,TE,TE,1.0,0.0,,,,,,,,,,,,,0,0,0,0,0
cameron-darling-1,Cameron Darling,Louisiana-Monroe,2019,TE,TE,4.0,0.0,-1.26,,,,,,,,,,,,0,0,0,0,0
donavan-hickman-1,Donavan Hickman,Louisiana-Monroe,2019,TE,TE,3.0,0.0,-1.26,,,,,,,,,,,,0,0,0,0,0
josh-pederson-1,Josh Pederson,Louisiana-Monroe,2019,TE,TE,12.0,0.0,-1.26,,12.0,,,,43.0,567.0,9.0,,,,0,0,0,0,0
reagan-heddins-1,Reagan Heddins,Louisiana-Monroe,2019,TE,TE,0.0,0.0,-1.26,,,,,,,,,,,,0,0,0,0,0
tyler-darbonne-1,Tyler Darbonne,Louisiana-Monroe,2019,TE,TE,0.0,0.0,-1.26,,,,,,,,,,,,0,0,0,0,0
tyler-lamm-1,Tyler Lamm,Louisiana-Monroe,2019,TE,TE,11.0,0.0,-1.26,,11.0,,,,8.0,88.0,0.0,,,,0,0,0,0,0
dez-melton-1,Dez Melton,Louisville,2019,TE,TE,0.0,0.0,2.55,,,,,,,,,,,,0,0,0,0,0
ean-pfeifer-1,Ean Pfeifer,Louisville,2019,TE,TE,12.0,0.0,2.55,,12.0,,,,2.0,7.0,2.0,,,,0,0,0,0,0
francis-sherman-1,Francis Sherman,Louisville,2019,TE,TE,0.0,0.0,2.55,,,,,,,,,,,,0,0,0,0,0
hunter-crowe-1,Hunter Crowe,Louisville,2019,TE,TE,1.0,0.0,2.55,,,,,,,,,,,,0,0,0,0,0
isaac-martin-1,Isaac Martin,Louisville,2019,TE,TE,12.0,0.0,2.55,,12.0,,,,1.0,8.0,0.0,,,,0,0,0,0,0
jeffrey-banks-1,Jeffrey Banks,Louisville,2019,TE,TE,0.0,0.0,2.55,,,,,,,,,,,,0,0,0,0,0
jordan-davis-6,Jordan Davis,Louisville,2019,TE,TE,11.0,0.0,2.55,,11.0,,,,4.0,69.0,1.0,,,,0,0,0,0,0
marshon-ford-1,Marshon Ford,Louisville,2019,TE,TE,13.0,0.0,2.55,,13.0,,,,20.0,292.0,7.0,,,,0,0,0,0,0
tobias-little-1,Tobias Little,Louisville,2019,TE,TE,4.0,0.0,2.55,,2.0,,,,1.0,9.0,0.0,,,,0,0,0,0,0
armani-levias-1,Armani Levias,Marshall,2019,TE,TE,13.0,0.0,-2.38,,13.0,,,,46.0,553.0,3.0,,,,0,0,0,0,0
devin-miller-1,Devin Miller,Marshall,2019,TE,TE,12.0,0.0,-2.38,,12.0,,,,11.0,84.0,2.0,,,,0,0,0,0,0
garet-morrell-1,Garet Morrell,Marshall,2019,TE,TE,11.0,0.0,-2.38,,11.0,,,,3.0,19.0,1.0,,,,0,0,0,0,0
jacob-kirkendoll-1,Jacob Kirkendoll,Marshall,2019,TE,TE,1.0,0.0,-2.38,,,,,,,,,,,,0,0,0,0,0
xavier-cunningham-1,Xavier Cunningham,Marshall,2019,TE,TE,0.0,0.0,-2.38,,,,,,,,,,,,0,0,0,0,0
xavier-gaines-2,Xavier Gaines,Marshall,2019,TE,TE,13.0,0.0,-2.38,13.0,13.0,26.0,181.0,2.0,27.0,306.0,3.0,487.0,5.0,,0,0,0,0,0
zach-leininger-1,Zach Leininger,Marshall,2019,TE,TE,0.0,0.0,-2.38,,,,,,,,,,,,0,0,0,0,0
chigoziem-okonkwo-1,Chigoziem Okonkwo,Maryland,2019,TE,TE,12.0,0.0,4.57,,12.0,,,,19.0,201.0,2.0,,,,0,0,0,0,0
malik-jackson-7,Malik Jackson,Maryland,2019,TE,TE,1.0,0.0,4.57,,,,,,,,,,,,0,0,0,0,0
noah-barnes-1,Noah Barnes,Maryland,2019,TE,TE,11.0,0.0,4.57,,11.0,,,,1.0,3.0,0.0,,,,0,0,0,0,0
robert-schwob-1,Robert Schwob,Maryland,2019,TE,TE,1.0,0.0,4.57,,,,,,,,,,,,0,0,0,0,0
tyler-devera-1,Tyler Devera,Maryland,2019,TE,TE,1.0,0.0,4.57,,,,,,,,,,,,0,0,0,0,0
tyler-mabry-2,Tyler Mabry,Maryland,2019,TE,TE,12.0,0.0,4.57,,12.0,,,,13.0,155.0,3.0,,,,0,0,0,0,0
zach-roski-1,Zach Roski,Maryland,2019,TE,TE,0.0,0.0,4.57,,,,,,,,,,,,0,0,0,0,0
adam-deese-1,Adam Deese,Massachusetts,2019,TE,TE,2.0,0.0,-8.87,,,,,,,,,,,,0,0,0,0,0
jacob-orlando-1,Jacob Orlando,Massachusetts,2019,TE,TE,0.0,0.0,-8.87,,,,,,,,,,,,0,0,0,0,0
kyle-horn-1,Kyle Horn,Massachusetts,2019,TE,TE,11.0,0.0,-8.87,,11.0,,,,15.0,197.0,3.0,,,,0,0,0,0,0
solomon-siskind-1,Solomon Siskind,Massachusetts,2019,TE,TE,0.0,0.0,-8.87,,,,,,,,,,,,0,0,0,0,0
