Player_ID,Player,School,Year,pos,pos_norm,games_total,award_count,sos,games_rushing,games_receiving,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,yds_from_scrimmage,scrim_td,awards,heisman_finish,award_aa,award_john_mackey_award_most_outstanding_tight_end,award_mac_offensive_player_of_the_year,award_vern_smith_leadership_award
nate-terry-2,Nate Terry,Florida Atlantic,2015,TE,TE,12.0,0.0,-4.74,,12.0,,,,16.0,185.0,4.0,,,,0,0,0,0,0
akil-dan-fodio-1,Akil Dan-Fodio,Florida International,2015,TE,TE,12.0,0.0,-8.12,,11.0,,,,21.0,238.0,0.0,,,,0,0,0,0,0
jonathan-pavlov-1,Jonathan Pavlov,Florida International,2015,TE,TE,5.0,0.0,-8.12,,,,,,,,,,,,0,0,0,0,0
jonnu-smith-1,Jonnu Smith,Florida International,2015,TE,TE,8.0,0.0,-8.12,,8.0,,,,36.0,397.0,4.0,,,,0,0,0,0,0
mac-carey-1,Mac Carey,Florida International,2015,TE,TE,2.0,0.0,-8.12,,,,,,,,,,,,0,0,0,0,0
ricky-fernandez-1,Ricky Fernandez,Florida International,2015,TE,TE,0.0,0.0,-8.12,,,,,,,,,,,,0,0,0,0,0
yakeem-griner-1,Ya'Keem Griner,Florida International,2015,TE,TE,7.0,0.0,-8.12,,7.0,,,,21.0,225.0,2.0,,,,0,0,0,0,0
brandyn-musgrave-1,Brandyn Musgrave,Florida State,2015,TE,TE,0.0,0.0,1.97,,,,,,,,,,,,0,0,0,0,0
jalen-wilkerson-1,Jalen Wilkerson,Florida State,2015,TE,TE,0.0,0.0,1.97,,,,,,,,,,,,0,0,0,0,0
jayon-young-1,Jayon Young,Florida State,2015,TE,TE,1.0,0.0,1.97,,,,,,,,,,,,0,0,0,0,0
jeremy-kerr-1,Jeremy Kerr,Florida State,2015,TE,TE,11.0,0.0,1.97,,11.0,,,,1.0,1.0,1.0,,,,0,0,0,0,0
mavin-saunders-1,Mavin Saunders,Florida State,2015,TE,TE,8.0,0.0,1.97,,8.0,,,,6.0,52.0,0.0,,,,0,0,0,0,0
ryan-izzo-1,Ryan Izzo,Florida State,2015,TE,TE,13.0,0.0,1.97,,13.0,,,,14.0,210.0,2.0,,,,0,0,0,0,0
chad-olsen-1,Chad Olsen,Fresno State,2015,TE,TE,11.0,0.0,-1.79,,11.0,,,,19.0,229.0,3.0,,,,0,0,0,0,0
david-tangipa-entwistle-1,David Tangipa-Entwistle,Fresno State,2015,TE,TE,6.0,0.0,-1.79,,,,,,,,,,,,0,0,0,0,0
jared-rice-1,Jared Rice,Fresno State,2015,TE,TE,0.0,0.0,-1.79,,,,,,,,,,,,0,0,0,0,0
kyle-riddering-1,Kyle Riddering,Fresno State,2015,TE,TE,9.0,0.0,-1.79,,9.0,,,,2.0,7.0,0.0,,,,0,0,0,0,0
jackson-harris-2,Jackson Harris,Georgia,2015,TE,TE,12.0,0.0,1.83,,12.0,,,,4.0,50.0,0.0,,,,0,0,0,0,0
jared-chapple-1,Jared Chapple,Georgia,2015,TE,TE,1.0,0.0,1.83,,,,,,,,,,,,0,0,0,0,0
