Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_passing,games_rushing,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,yds_from_scrimmage,scrim_td,award_aa,award_aac_offensive_player_of_the_year,award_acc_offensive_player_of_the_year,award_acc_player_of_the_year,award_ap_player_of_the_year_award_most_outstanding_player,award_big_12_offensive_player_of_the_year,award_big_ten_offensive_player_of_the_year,award_cusa_most_valuable_player,award_cusa_offensive_player_of_the_year,award_camp,award_davey_o_brien_award_most_outstanding_quarterback,award_heisman_memorial_trophy_most_outstanding_player,award_johnny_unitas_golden_arm_award_most_outstanding_senior_quarterback,award_mac_offensive_player_of_the_year,award_mwc_offensive_player_of_the_year,award_manning_award_most_outstanding_quarterback,award_maxwell,award_maxwell_award_player_of_the_year,award_pac_12_offensive_player_of_the_year,award_sec_offensive_player_of_the_year,award_sammy_baugh_trophy_most_outstanding_passer,award_sun_belt_offensive_player_of_the_year,award_sun_belt_player_of_the_year,award_vern_smith_leadership_award,award_vince_lombardi_award_lineman_of_the_year,award_walter_camp_player_of_the_year_award_most_outstanding_player
jordan-love-2,Jordan Love,QB,Utah State,Utah State,3,38.0,-3.2923684210526316,0.0,,0,38.0,38.0,689.0,1125.0,8600.0,60.0,29.0,170.0,403.0,9.0,403.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jt-barrett-1,J.T. Barrett,QB,Ohio State,Ohio State,3,38.0,6.2642105263157895,0.0,,0,38.0,38.0,566.0,897.0,6600.0,70.0,20.0,485.0,2325.0,32.0,2325.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik-willis-1,Malik Willis,QB,Liberty,Auburn|Liberty,5,38.0,-2.0623684210526316,0.0,,0,38.0,38.0,388.0,618.0,5191.0,48.0,18.0,366.0,2131.0,29.0,2144.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomas-castellanos-1,Thomas Castellanos,QB,Florida State,Boston College|Florida State|UCF,4,38.0,1.8126315789473684,0.0,,0,38.0,38.0,477.0,816.0,6449.0,48.0,28.0,459.0,1984.0,24.0,1973.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caleb-williams-3,Caleb Williams,QB,USC,Oklahoma|USC,3,37.0,3.9043243243243246,9.0,AA|AP Player of the Year Award [Most Outstanding Player]|Camp|H-1|Heisman Memorial Trophy [Most Outstanding Player]|Maxwell|Maxwell Award [Player of the Year]|Pac-12 Offensive Player of the Year|Walter Camp Player of the Year Award [Most Outstanding Player],1,37.0,37.0,735.0,1099.0,10082.0,93.0,14.0,289.0,966.0,27.0,979.0,27.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
kyle-mccord-1,Kyle McCord,QB,Syracuse,Ohio State|Syracuse,4,37.0,4.284054054054054,1.0,H-10,10,37.0,37.0,661.0,998.0,8555.0,61.0,20.0,111.0,-142.0,3.0,-142.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-corral-1,Matt Corral,QB,Ole Miss,Ole Miss,4,37.0,4.975945945945947,1.0,H-7,7,37.0,37.0,614.0,912.0,8287.0,57.0,23.0,334.0,1338.0,18.0,1357.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashton-daniels-1,Ashton Daniels,QB,Auburn,Auburn|Stanford,4,37.0,5.222972972972973,0.0,,0,37.0,37.0,434.0,721.0,4783.0,24.0,22.0,345.0,1397.0,11.0,1397.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin-aune-1,Austin Aune,QB,North Texas,North Texas,5,37.0,-5.308918918918919,0.0,,0,37.0,35.0,488.0,896.0,7324.0,56.0,28.0,151.0,406.0,6.0,406.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-peters-1,Brandon Peters,QB,Illinois,Illinois|Michigan,5,37.0,3.887567567567568,0.0,,0,36.0,32.0,340.0,634.0,4163.0,32.0,15.0,153.0,313.0,4.0,313.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-silvers-2,Brandon Silvers,QB,Troy,Troy,3,37.0,-5.853513513513513,0.0,,0,37.0,37.0,778.0,1233.0,8848.0,60.0,26.0,137.0,219.0,11.0,228.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cam-fancher-1,Cam Fancher,QB,UCF,Florida Atlantic|Marshall|UCF,5,37.0,-3.22,0.0,,0,37.0,37.0,503.0,834.0,5627.0,27.0,23.0,362.0,1292.0,9.0,1292.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evan-simon-1,Evan Simon,QB,Temple,Rutgers|Temple,6,37.0,0.6635135135135136,0.0,,0,37.0,36.0,467.0,789.0,5081.0,45.0,18.0,193.0,216.0,5.0,216.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gavin-hardison-1,Gavin Hardison,QB,UTEP,UTEP,5,37.0,-6.726756756756757,0.0,,0,37.0,37.0,570.0,1061.0,7962.0,40.0,33.0,185.0,-17.0,3.0,-17.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarrett-stidham-1,Jarrett Stidham,QB,Auburn,Auburn|Baylor,3,37.0,4.465405405405406,0.0,,0,37.0,37.0,545.0,848.0,7217.0,48.0,13.0,211.0,224.0,9.0,224.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaylen--raynor-1,Jaylen Raynor,QB,Arkansas State,Arkansas State,3,37.0,-4.0970270270270275,0.0,,0,37.0,37.0,758.0,1206.0,8694.0,52.0,28.0,414.0,1183.0,15.0,1194.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ken-seals-1,Ken Seals,QB,Texas Christian,Texas Christian|Vanderbilt,6,37.0,3.26027027027027,0.0,,0,37.0,37.0,461.0,750.0,4671.0,30.0,24.0,132.0,-40.0,4.0,-40.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luke-falk-1,Luke Falk,QB,Washington State,Washington State,3,37.0,2.3724324324324324,0.0,,0,37.0,37.0,1248.0,1812.0,12627.0,106.0,32.0,215.0,-330.0,3.0,-330.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owen-mccown-1,Owen McCown,QB,UTSA,Colorado|UTSA,4,37.0,-2.346756756756757,0.0,,0,37.0,37.0,671.0,1035.0,7461.0,61.0,22.0,173.0,453.0,6.0,453.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-hilinski-1,Ryan Hilinski,QB,Northwestern,Northwestern|South Carolina,6,37.0,5.268918918918919,0.0,,0,37.0,37.0,490.0,865.0,5222.0,21.0,17.0,81.0,-128.0,4.0,-142.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sam-howell-1,Sam Howell,QB,North Carolina,North Carolina,3,37.0,0.6232432432432431,0.0,,0,37.0,37.0,713.0,1117.0,10283.0,92.0,23.0,369.0,1009.0,17.0,1033.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-huntley-1,Tyler Huntley,QB,Utah,Utah,4,37.0,0.5664864864864865,0.0,,0,37.0,37.0,574.0,854.0,7351.0,46.0,20.0,389.0,1146.0,16.0,1204.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fernando-mendoza-1,Fernando Mendoza,QB,Indiana,California|Indiana,4,36.0,4.1530555555555555,11.0,AA|AP Player of the Year Award [Most Outstanding Player]|Big Ten Offensive Player of the Year|Camp|Davey O'Brien Award [Most Outstanding Quarterback]|H-1|Heisman Memorial Trophy [Most Outstanding Player]|Manning Award [Most Outstanding Quarterback]|Maxwell|Maxwell Award [Player of the Year]|Walter Camp Player of the Year Award [Most Outstanding Player],1,36.0,36.0,691.0,1008.0,8247.0,71.0,22.0,225.0,473.0,11.0,488.0,12.0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
armani-rogers-1,Armani Rogers,QB,Ohio,Nevada-Las Vegas|Ohio,5,36.0,-5.135277777777778,0.0,,0,36.0,36.0,226.0,443.0,2863.0,19.0,13.0,400.0,2215.0,27.0,2217.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brendan-sullivan-1,Brendan Sullivan,QB,Tulane,Iowa|Northwestern|Tulane,5,36.0,2.713611111111111,0.0,,0,36.0,36.0,191.0,278.0,2000.0,15.0,10.0,207.0,483.0,7.0,483.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carter-stanley-1,Carter Stanley,QB,Kansas,Kansas,5,36.0,3.1075,0.0,,0,36.0,36.0,454.0,759.0,5035.0,37.0,25.0,175.0,321.0,1.0,321.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-garbers-1,Chase Garbers,QB,California,California,4,36.0,0.0011111111111110875,0.0,,0,36.0,36.0,598.0,959.0,6582.0,50.0,24.0,331.0,1174.0,11.0,1174.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel-jones-4,Daniel Jones,QB,Duke,Duke,4,36.0,3.396388888888889,0.0,,0,36.0,36.0,764.0,1275.0,8201.0,52.0,29.0,406.0,1323.0,17.0,1329.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hayden-moore-1,Hayden Moore,QB,Cincinnati,Cincinnati,4,36.0,-1.596388888888889,0.0,,0,36.0,36.0,545.0,955.0,6518.0,42.0,28.0,225.0,503.0,10.0,530.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jack-milas-1,Jack Milas,QB,Ball State,Ball State,3,36.0,-4.180000000000001,0.0,,0,36.0,36.0,165.0,312.0,1512.0,4.0,13.0,52.0,115.0,0.0,115.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jc-french-1,JC French,QB,Georgia Southern,Georgia Southern|Memphis,4,36.0,-3.0172222222222222,0.0,,0,36.0,36.0,530.0,815.0,5882.0,38.0,20.0,264.0,612.0,8.0,612.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-mateer-1,John Mateer,QB,Oklahoma,Oklahoma|Washington State,4,36.0,1.161111111111111,0.0,,0,36.0,36.0,486.0,763.0,6291.0,46.0,19.0,352.0,1407.0,26.0,1442.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-hoover-1,Josh Hoover,QB,Texas Christian,Texas Christian,4,36.0,2.7377777777777776,0.0,,0,36.0,35.0,771.0,1183.0,9629.0,71.0,33.0,122.0,-10.0,8.0,-15.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kato-nelson-1,Kato Nelson,QB,Akron,Akron,5,36.0,-4.135555555555555,0.0,,0,36.0,36.0,435.0,831.0,5588.0,37.0,17.0,382.0,695.0,2.0,695.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick-stevens-1,Nick Stevens,QB,Colorado State,Colorado State,3,36.0,-4.199722222222222,0.0,,0,36.0,36.0,624.0,1007.0,8414.0,69.0,27.0,114.0,212.0,9.0,216.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quinn-ewers-1,Quinn Ewers,QB,Texas,Texas,3,36.0,7.336111111111112,0.0,,0,36.0,36.0,737.0,1135.0,9128.0,68.0,24.0,140.0,-59.0,8.0,-56.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shea-patterson-1,Shea Patterson,QB,Michigan,Michigan|Ole Miss,4,36.0,5.586666666666667,0.0,,0,36.0,36.0,662.0,1098.0,8800.0,68.0,27.0,251.0,476.0,8.0,476.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-gibson-1,Zach Gibson,QB,Florida Atlantic,Akron|Florida Atlantic|Georgia State|Georgia Tech,7,36.0,-0.5502777777777779,0.0,,0,36.0,36.0,416.0,678.0,4387.0,26.0,15.0,173.0,-25.0,1.0,-25.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bryce-young-1,Bryce Young,QB,Alabama,Alabama,3,35.0,0.0,10.0,AA|AP Player of the Year Award [Most Outstanding Player]|Davey O'Brien Award [Most Outstanding Quarterback]|H-1|H-6|Heisman Memorial Trophy [Most Outstanding Player]|Manning Award [Most Outstanding Quarterback]|Maxwell|Maxwell Award [Player of the Year]|SEC Offensive Player of the Year,1,35.0,35.0,624.0,949.0,8356.0,80.0,12.0,139.0,162.0,7.0,162.0,7.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
brendan-sorsby-1,Brendan Sorsby,QB,Cincinnati,Cincinnati|Indiana,4,35.0,3.3894285714285712,0.0,,0,35.0,35.0,594.0,968.0,7208.0,60.0,18.0,320.0,1295.0,22.0,1295.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byrum-brown-1,Byrum Brown,QB,South Florida,South Florida,4,35.0,-2.326285714285714,0.0,,0,35.0,35.0,616.0,950.0,7690.0,61.0,19.0,477.0,2265.0,31.0,2313.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandler-fields-1,Chandler Fields,QB,Louisiana,Louisiana,6,35.0,-1.673142857142857,0.0,,0,35.0,35.0,277.0,434.0,3211.0,24.0,8.0,96.0,169.0,6.0,169.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chubba-purdy-1,Chubba Purdy,QB,Nevada,Florida State|Nebraska|Nevada,6,35.0,-0.9394285714285713,0.0,,0,35.0,35.0,147.0,274.0,1662.0,10.0,16.0,187.0,902.0,6.0,971.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jason-driskel-1,Jason Driskel,QB,Florida Atlantic,Florida Atlantic,3,35.0,-5.0771428571428565,0.0,,0,35.0,35.0,462.0,756.0,5627.0,27.0,19.0,192.0,691.0,13.0,699.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jayden-de-laura-1,Jayden De Laura,QB,Arizona,Arizona|Washington State,4,35.0,1.4988571428571427,0.0,,0,35.0,35.0,666.0,1051.0,8489.0,63.0,31.0,169.0,338.0,12.0,349.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john-wolford-1,John Wolford,QB,Wake Forest,Wake Forest,3,35.0,3.800285714285714,0.0,,0,35.0,35.0,547.0,906.0,6757.0,47.0,27.0,343.0,1271.0,19.0,1265.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kj-carta-samuels-1,K.J. Carta-Samuels,QB,Colorado State,Colorado State|Washington,4,35.0,1.656,0.0,,0,35.0,35.0,210.0,343.0,2571.0,22.0,10.0,60.0,-15.0,2.0,-15.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kj-costello-1,K.J. Costello,QB,Mississippi State,Mississippi State|Stanford,4,35.0,4.912857142857143,0.0,,0,35.0,35.0,629.0,1000.0,7434.0,55.0,29.0,112.0,31.0,3.0,19.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamar-jordan-1,Lamar Jordan,QB,New Mexico,New Mexico,3,35.0,-4.615428571428571,0.0,,0,35.0,35.0,147.0,286.0,2330.0,14.0,18.0,338.0,1889.0,14.0,1889.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
levi-williams-1,Levi Williams,QB,Utah State,Utah State|Wyoming,5,35.0,-4.811999999999999,0.0,,0,35.0,35.0,190.0,356.0,2663.0,18.0,13.0,223.0,1023.0,16.0,1023.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maddux-madsen-1,Maddux Madsen,QB,Boise State,Boise State,4,35.0,-1.4214285714285715,0.0,,0,35.0,35.0,507.0,834.0,6586.0,50.0,18.0,148.0,423.0,11.0,423.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-childers-1,Marcus Childers,QB,Northern Illinois,Northern Illinois,3,35.0,-2.9417142857142857,0.0,,0,35.0,35.0,434.0,744.0,4323.0,37.0,18.0,396.0,1370.0,16.0,1385.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max-bortenschlager-1,Max Bortenschlager,QB,Florida International,Florida International|Maryland,6,35.0,0.8245714285714278,0.0,,0,31.0,31.0,337.0,656.0,4741.0,32.0,18.0,144.0,-289.0,3.0,-289.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max-johnson-2,Max Johnson,QB,North Carolina,LSU|North Carolina|Texas A&M,6,35.0,4.0525714285714285,0.0,,0,35.0,35.0,540.0,890.0,6355.0,49.0,13.0,227.0,216.0,6.0,216.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick-starkel-1,Nick Starkel,QB,San Jose State,Arkansas|San Jose State|Texas A&M,5,35.0,2.0997142857142856,0.0,,0,35.0,35.0,525.0,908.0,6933.0,48.0,30.0,47.0,-185.0,2.0,-194.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quentin-harris-2,Quentin Harris,QB,Duke,Duke,5,35.0,2.95,0.0,,0,35.0,35.0,250.0,438.0,2588.0,24.0,12.0,238.0,785.0,14.0,809.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-willis-2,Ryan Willis,QB,Virginia Tech,Kansas|Virginia Tech,5,35.0,1.861714285714286,0.0,,0,34.0,34.0,521.0,913.0,6152.0,45.0,31.0,249.0,301.0,6.0,301.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sawyer-robertson-1,Sawyer Robertson,QB,Baylor,Baylor|Mississippi State,5,35.0,3.568571428571429,0.0,,0,35.0,35.0,605.0,1000.0,7639.0,61.0,25.0,156.0,316.0,8.0,316.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taquan-roberson-1,Ta'Quan Roberson,QB,Buffalo,Buffalo|Connecticut|Kansas State|Penn State,7,35.0,-2.5388571428571423,0.0,,0,34.0,34.0,418.0,733.0,4708.0,30.0,20.0,145.0,275.0,6.0,274.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-van-dyke-1,Tyler Van Dyke,QB,SMU,Miami (FL)|SMU|Wisconsin,6,35.0,2.4111428571428566,0.0,,0,35.0,35.0,624.0,980.0,7891.0,55.0,23.0,123.0,58.0,3.0,73.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin-fields-2,Justin Fields,QB,Ohio State,Georgia|Ohio State,3,34.0,7.3635294117647065,4.0,Big Ten Offensive Player of the Year|H-3|H-7,3,34.0,34.0,423.0,618.0,5701.0,67.0,9.0,260.0,1133.0,19.0,1123.0,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex-mcgough-1,Alex McGough,QB,Florida International,Florida International,3,34.0,-6.552352941176471,0.0,,0,34.0,34.0,668.0,1061.0,7411.0,51.0,27.0,211.0,443.0,12.0,443.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beau-pribula-1,Beau Pribula,QB,Missouri,Missouri|Penn State,4,34.0,4.741470588235295,0.0,,0,34.0,34.0,219.0,326.0,2365.0,20.0,10.0,189.0,868.0,16.0,868.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brogan-roback-1,Brogan Roback,QB,Eastern Michigan,Eastern Michigan,3,34.0,-4.228823529411764,0.0,,0,34.0,34.0,675.0,1127.0,7888.0,53.0,33.0,154.0,223.0,4.0,223.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cade-mcnamara-1,Cade McNamara,QB,Iowa,Iowa|Michigan,6,34.0,4.030882352941177,0.0,,0,34.0,34.0,417.0,685.0,4703.0,31.0,15.0,72.0,-73.0,2.0,-73.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-litton-1,Chase Litton,QB,Marshall,Marshall,3,34.0,-6.478235294117646,0.0,,0,34.0,34.0,727.0,1197.0,8332.0,72.0,31.0,117.0,-77.0,2.0,-77.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dalton-sturm-1,Dalton Sturm,QB,UTSA,UTSA,3,34.0,-7.1247058823529406,0.0,,0,34.0,34.0,479.0,808.0,5709.0,48.0,18.0,358.0,1219.0,7.0,1211.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jayden-maiava-1,Jayden Maiava,QB,USC,Nevada-Las Vegas|USC,4,34.0,2.8408823529411764,0.0,,0,34.0,34.0,590.0,925.0,7997.0,52.0,26.0,147.0,479.0,13.0,476.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh-adkins-1,Josh Adkins,QB,UTSA,New Mexico State|UTSA,5,34.0,-4.038529411764706,0.0,,0,34.0,34.0,533.0,896.0,5613.0,30.0,24.0,203.0,145.0,4.0,151.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
katin-houser-1,Katin Houser,QB,East Carolina,East Carolina|Michigan State,4,34.0,0.1811764705882352,0.0,,0,34.0,34.0,531.0,846.0,6438.0,43.0,22.0,183.0,364.0,15.0,364.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kurt-palandech-1,Kurt Palandech,QB,Nevada-Las Vegas,Nevada-Las Vegas,3,34.0,-4.219705882352941,0.0,,0,34.0,34.0,132.0,268.0,1489.0,14.0,9.0,146.0,728.0,9.0,728.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logan-fife-1,Logan Fife,QB,New Mexico State,Fresno State|New Mexico State,5,34.0,-4.4350000000000005,0.0,,0,34.0,34.0,347.0,586.0,3825.0,17.0,21.0,147.0,85.0,5.0,85.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik-rosier-1,Malik Rosier,QB,Miami (FL),Miami (FL),4,34.0,1.6005882352941176,0.0,,0,34.0,34.0,337.0,632.0,4543.0,34.0,25.0,204.0,831.0,12.0,848.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanner-mangum-1,Tanner Mangum,QB,BYU,BYU,4,34.0,-0.4661764705882353,0.0,,0,34.0,34.0,550.0,922.0,6262.0,39.0,24.0,119.0,-120.0,3.0,-114.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tua-tagovailoa-1,Tua Tagovailoa,QB,Alabama,Alabama,3,33.0,0.7663636363636364,8.0,AA|Camp|H-10|H-2|Maxwell|Maxwell Award [Player of the Year]|SEC Offensive Player of the Year|Walter Camp Player of the Year Award [Most Outstanding Player],2,33.0,33.0,474.0,684.0,7442.0,87.0,11.0,107.0,340.0,9.0,340.0,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
anthony-colandrea-1,Anthony Colandrea,QB,Nevada-Las Vegas,Nevada-Las Vegas|Virginia,3,33.0,-0.013030303030303237,1.0,MWC Offensive Player of the Year,0,33.0,33.0,627.0,983.0,7542.0,49.0,29.0,328.0,1151.0,12.0,1178.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tyree-jackson-1,Tyree Jackson,QB,Buffalo,Buffalo,4,33.0,-5.388484848484849,1.0,MAC Offensive Player of the Year,0,33.0,33.0,533.0,955.0,6999.0,49.0,24.0,201.0,757.0,16.0,757.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ahmad-bradshaw-2,Ahmad Bradshaw,QB,Army,Army,3,33.0,-4.943030303030303,0.0,,0,33.0,33.0,77.0,182.0,1417.0,10.0,13.0,557.0,3040.0,27.0,3077.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aidan-oconnell-1,Aidan O'Connell,QB,Purdue,Purdue,6,33.0,3.109090909090909,0.0,,0,33.0,33.0,826.0,1238.0,9219.0,65.0,30.0,95.0,-274.0,2.0,-274.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-russo-3,Anthony Russo,QB,Michigan State,Michigan State|Temple,5,33.0,-1.0457575757575759,0.0,,0,33.0,33.0,543.0,908.0,6330.0,44.0,32.0,103.0,35.0,7.0,35.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
