Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_passing,games_rushing,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,yds_from_scrimmage,scrim_td,award_aa,award_aac_offensive_player_of_the_year,award_acc_offensive_player_of_the_year,award_acc_player_of_the_year,award_ap_player_of_the_year_award_most_outstanding_player,award_big_12_offensive_player_of_the_year,award_big_ten_offensive_player_of_the_year,award_cusa_most_valuable_player,award_cusa_offensive_player_of_the_year,award_camp,award_davey_o_brien_award_most_outstanding_quarterback,award_heisman_memorial_trophy_most_outstanding_player,award_johnny_unitas_golden_arm_award_most_outstanding_senior_quarterback,award_mac_offensive_player_of_the_year,award_mwc_offensive_player_of_the_year,award_manning_award_most_outstanding_quarterback,award_maxwell,award_maxwell_award_player_of_the_year,award_pac_12_offensive_player_of_the_year,award_sec_offensive_player_of_the_year,award_sammy_baugh_trophy_most_outstanding_passer,award_sun_belt_offensive_player_of_the_year,award_sun_belt_player_of_the_year,award_vern_smith_leadership_award,award_vince_lombardi_award_lineman_of_the_year,award_walter_camp_player_of_the_year_award_most_outstanding_player
brady-cook-1,Brady Cook,QB,Missouri,Missouri,5,47.0,4.306808510638298,0.0,,0,47.0,47.0,773.0,1173.0,9251.0,50.0,15.0,371.0,1262.0,21.0,1262.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clayton-tune-1,Clayton Tune,QB,Houston,Houston,5,47.0,-0.175531914893617,0.0,,0,47.0,47.0,956.0,1498.0,11996.0,104.0,41.0,412.0,1251.0,15.0,1272.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kellen-mond-1,Kellen Mond,QB,Texas A&M,Texas A&M,4,47.0,5.469574468085106,0.0,,0,47.0,47.0,801.0,1358.0,9661.0,71.0,27.0,438.0,1608.0,22.0,1608.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steven-montez-1,Steven Montez,QB,Colorado,Colorado,5,47.0,1.2229787234042555,0.0,,0,47.0,47.0,824.0,1321.0,9710.0,63.0,33.0,343.0,960.0,11.0,971.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trace-mcsorley-1,Trace McSorley,QB,Penn State,Penn State,4,47.0,5.420425531914894,0.0,,0,47.0,47.0,720.0,1215.0,9899.0,77.0,25.0,473.0,1697.0,30.0,1697.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grayson-mccall-1,Grayson McCall,QB,North Carolina State,Coastal Carolina|North Carolina State,6,46.0,-4.003695652173913,3.0,Sun Belt Player of the Year,0,46.0,46.0,763.0,1096.0,10523.0,91.0,16.0,369.0,1166.0,18.0,1166.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
haynes-king-1,Haynes King,QB,Georgia Tech,Georgia Tech|Texas A&M,6,46.0,3.1656521739130437,3.0,ACC Offensive Player of the Year|ACC Player of the Year|H-10,10,46.0,46.0,802.0,1223.0,9486.0,65.0,34.0,471.0,2427.0,37.0,2427.0,37.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-pratt-1,Michael Pratt,QB,Tulane,Tulane,4,46.0,-0.6708695652173913,1.0,AAC Offensive Player of the Year,0,46.0,46.0,729.0,1203.0,9602.0,90.0,26.0,447.0,1145.0,28.0,1145.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bryson-barnes-1,Bryson Barnes,QB,Utah State,Utah|Utah State,6,46.0,0.29782608695652163,0.0,,0,46.0,46.0,469.0,783.0,5684.0,47.0,24.0,368.0,1661.0,18.0,1668.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carter-bradley-1,Carter Bradley,QB,South Alabama,South Alabama|Toledo,6,46.0,-4.3621739130434785,0.0,,0,46.0,46.0,678.0,1078.0,8372.0,61.0,27.0,181.0,8.0,4.0,8.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandler-morris-1,Chandler Morris,QB,Virginia,North Texas|Oklahoma|Texas Christian|Virginia,6,46.0,1.4197826086956522,0.0,,0,46.0,46.0,808.0,1258.0,9207.0,63.0,26.0,205.0,887.0,15.0,894.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-reynolds-1,Chris Reynolds,QB,Charlotte,Charlotte,5,46.0,-5.990434782608695,0.0,,0,46.0,46.0,793.0,1273.0,10266.0,84.0,35.0,375.0,887.0,12.0,933.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cole-snyder-2,Cole Snyder,QB,Eastern Michigan,Buffalo|Eastern Michigan|Rutgers,6,46.0,-4.227173913043479,0.0,,0,46.0,46.0,735.0,1266.0,7987.0,47.0,26.0,329.0,605.0,9.0,620.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drew-plitt-1,Drew Plitt,QB,Ball State,Ball State,5,46.0,-3.188695652173913,0.0,,0,46.0,46.0,777.0,1246.0,9051.0,68.0,30.0,322.0,423.0,14.0,444.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gavin-wimsatt-1,Gavin Wimsatt,QB,Jacksonville State,Jacksonville State|Kentucky|Rutgers,5,46.0,1.2693478260869568,0.0,,0,46.0,46.0,291.0,606.0,3555.0,21.0,23.0,281.0,1075.0,17.0,1099.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hayden-wolff-1,Hayden Wolff,QB,Western Michigan,Old Dominion|Western Michigan,6,46.0,-3.5002173913043477,0.0,,0,46.0,46.0,824.0,1333.0,9493.0,56.0,29.0,171.0,-266.0,3.0,-266.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kedon-slovis-1,Kedon Slovis,QB,BYU,BYU|Pitt|USC,5,46.0,2.6530434782608694,0.0,,0,46.0,46.0,989.0,1534.0,11689.0,80.0,39.0,148.0,-259.0,3.0,-257.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sam-ehlinger-1,Sam Ehlinger,QB,Texas,Texas,4,46.0,5.1367391304347825,0.0,,0,46.0,46.0,923.0,1476.0,11436.0,94.0,27.0,554.0,1907.0,33.0,2022.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shai-werts-1,Shai Werts,QB,Georgia Southern,Georgia Southern,4,46.0,-4.6243478260869555,0.0,,0,46.0,46.0,301.0,528.0,3777.0,34.0,12.0,705.0,3090.0,34.0,3120.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shane-buechele-1,Shane Buechele,QB,SMU,SMU|Texas,5,46.0,0.5163043478260869,0.0,,0,46.0,46.0,952.0,1508.0,11660.0,87.0,32.0,291.0,468.0,8.0,468.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spencer-petras-1,Spencer Petras,QB,Utah State,Iowa|Utah State,6,46.0,0.4867391304347826,0.0,,0,46.0,44.0,682.0,1152.0,7514.0,41.0,30.0,174.0,-259.0,12.0,-262.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanner-mordecai-1,Tanner Mordecai,QB,Wisconsin,Oklahoma|SMU|Wisconsin,6,46.0,1.609130434782609,0.0,,0,46.0,44.0,850.0,1281.0,9857.0,85.0,27.0,238.0,606.0,8.0,620.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
