Player_ID,Player,School,Year,pos,pos_norm,games_total,award_count,sos,games_kicking,games_punting,xpm,xpa,xp_pct,fgm,fga,fg_pct,kick_points,punt,punt_yds,punt_yds_per_punt,awards,heisman_finish,award_aa,award_lou_groza_award_most_outstanding_place_kicker,award_ray_guy_award_most_outstanding_punter
keegan-markgraf-1,Keegan Markgraf,Utah,2018,LS,SPEC,0.0,0.0,,,,,,,,,,,,,,,0,0,0,0
maddie-golder-1,Maddie Golden,Utah,2018,LS,SPEC,8.0,0.0,,,,,,,,,,,,,,,0,0,0,0
matt-gay-2,Matt Gay,Utah,2018,PK,SPEC,14.0,0.0,,14.0,,45.0,45.0,100.0,26.0,31.0,83.9,123.0,,,,,0,0,0,0
mitch-wishnowsky-1,Mitch Wishnowsky,Utah,2018,P,SPEC,14.0,0.0,,,14.0,,,,,,,,59.0,2669.0,45.2,,0,0,0,0
noah-rodriguez-trammell-1,Noah Rodriguez-Trammell,Utah,2018,LS,SPEC,0.0,0.0,,,,,,,,,,,,,,,0,0,0,0
preston-pitt-1,Preston Pitt,Utah,2018,PK,SPEC,0.0,0.0,,,,,,,,,,,,,,,0,0,0,0
aaron-dalton-1,Aaron Dalton,Utah State,2018,P,SPEC,0.0,0.0,-5.88,,,,,,,,,,,,,,0,0,0,0
brandon-pada-1,Brandon Pada,Utah State,2018,LS,SPEC,1.0,0.0,-5.88,,,,,,,,,,,,,,0,0,0,0
chase-nelson-3,Chase Nelson,Utah State,2018,LS,SPEC,13.0,0.0,-5.88,,,,,,,,,,,,,,0,0,0,0
connor-coles-1,Connor Coles,Utah State,2018,PK,SPEC,1.0,0.0,-5.88,1.0,,2.0,2.0,100.0,0.0,0.0,,2.0,,,,,0,0,0,0
dominik-eberle-1,Dominik Eberle,Utah State,2018,PK,SPEC,13.0,0.0,-5.88,13.0,,75.0,75.0,100.0,22.0,28.0,78.6,141.0,,,,,0,0,0,0
noah-howell-1,Noah Howell,Utah State,2018,LS,SPEC,0.0,0.0,-5.88,,,,,,,,,,,,,,0,0,0,0
taylor-hintze-1,Taylor Hintze,Utah State,2018,PK,SPEC,13.0,0.0,-5.88,13.0,13.0,1.0,1.0,100.0,0.0,0.0,,1.0,46.0,1851.0,40.2,,0,0,0,0
zach-lee-1,Zach Lee,Utah State,2018,P,SPEC,8.0,0.0,-5.88,,8.0,,,,,,,,9.0,294.0,32.7,,0,0,0,0
harrison-smith-3,Harrison Smith,Vanderbilt,2018,P,SPEC,0.0,0.0,5.09,,,,,,,,,,,,,,0,0,0,0
javan-rice-1,Javan Rice,Vanderbilt,2018,PK,SPEC,0.0,0.0,5.09,,,,,,,,,,,,,,0,0,0,0
parker-thome-1,Parker Thome,Vanderbilt,2018,P,SPEC,13.0,0.0,5.09,,13.0,,,,,,,,51.0,2288.0,44.9,,0,0,0,0
pierson-cooke-1,Pierson Cooke,Vanderbilt,2018,P,SPEC,0.0,0.0,5.09,,,,,,,,,,,,,,0,0,0,0
riley-guay-1,Riley Guay,Vanderbilt,2018,PK,SPEC,13.0,0.0,5.09,13.0,,47.0,47.0,100.0,13.0,22.0,59.1,86.0,,,,,0,0,0,0
tommy-schiager-1,Tommy Schiager,Vanderbilt,2018,LS,SPEC,13.0,0.0,5.09,,,,,,,,,,,,,,0,0,0,0
zach-drevno-1,Zach Drevno,Vanderbilt,2018,LS,SPEC,0.0,0.0,5.09,,,,,,,,,,,,,,0,0,0,0
aj-mejia-1,A.J. Mejia,Virginia,2018,PK,SPEC,5.0,0.0,-0.04,5.0,,14.0,14.0,100.0,1.0,4.0,25.0,17.0,,,,,0,0,0,0
brian-delaney-1,Brian Delaney,Virginia,2018,PK,SPEC,13.0,0.0,-0.04,13.0,,25.0,25.0,100.0,12.0,16.0,75.0,61.0,,,,,0,0,0,0
hunter-pearson-1,Hunter Pearson,Virginia,2018,PK,SPEC,2.0,0.0,-0.04,2.0,,6.0,6.0,100.0,2.0,2.0,100.0,12.0,,,,,0,0,0,0
jack-collins-3,Jack Collins,Virginia,2018,PK,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
jerry-horng-1,Jerry Horng,Virginia,2018,PK,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
lee-dudley-1,Lee Dudley,Virginia,2018,LS,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
lester-coleman-1,Lester Coleman,Virginia,2018,P,SPEC,13.0,0.0,-0.04,,13.0,,,,,,,,51.0,2130.0,41.8,,0,0,0,0
nash-griffin-1,Nash Griffin,Virginia,2018,PK,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
tucker-finkelston-1,Tucker Finkelston,Virginia,2018,LS,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
brian-johnson-11,Brian Johnson,Virginia Tech,2018,PK,SPEC,13.0,0.0,1.55,13.0,,44.0,44.0,100.0,12.0,18.0,66.7,80.0,,,,,0,0,0,0
caleb-quick-1,Caleb Quick,Virginia Tech,2018,PK,SPEC,0.0,0.0,1.55,,,,,,,,,,,,,,0,0,0,0
jordan-stout-1,Jordan Stout,Virginia Tech,2018,P,SPEC,3.0,0.0,1.55,3.0,,4.0,4.0,100.0,0.0,1.0,0.0,4.0,,,,,0,0,0,0
kenneth-king-1,Kenneth King,Virginia Tech,2018,LS,SPEC,0.0,0.0,1.55,,,,,,,,,,,,,,0,0,0,0
oscar-bradburn-1,Oscar Bradburn,Virginia Tech,2018,P,SPEC,13.0,0.0,1.55,,13.0,,,,,,,,69.0,2940.0,42.6,,0,0,0,0
oscar-shadley-1,Oscar Shadley,Virginia Tech,2018,LS,SPEC,13.0,0.0,1.55,,,,,,,,,,,,,,0,0,0,0
sam-deluke-1,Sam DeLuke,Virginia Tech,2018,LS,SPEC,0.0,0.0,1.55,,,,,,,,,,,,,,0,0,0,0
ben-brown-4,Ben Brown,Wake Forest,2018,PK,SPEC,0.0,0.0,2.41,,,,,,,,,,,,,,0,0,0,0
cameron-lischke-1,Cameron Lischke,Wake Forest,2018,PK,SPEC,0.0,0.0,2.41,,,,,,,,,,,,,,0,0,0,0
darren-ford-1,Darren Ford,Wake Forest,2018,PK,SPEC,12.0,0.0,2.41,,,,,,,,,,,,,,0,0,0,0
dayton-diemel-1,Dayton Diemel,Wake Forest,2018,LS,SPEC,0.0,0.0,2.41,,,,,,,,,,,,,,0,0,0,0
dom-maggio-1,Dom Maggio,Wake Forest,2018,P,SPEC,13.0,0.0,2.41,,13.0,,,,,,,,77.0,3217.0,41.8,,0,0,0,0
eric-osteen-2,Eric Osteen,Wake Forest,2018,PK,SPEC,0.0,0.0,2.41,,,,,,,,,,,,,,0,0,0,0
nick-sciba-1,Nick Sciba,Wake Forest,2018,PK,SPEC,13.0,0.0,2.41,13.0,,50.0,50.0,100.0,19.0,22.0,86.4,107.0,,,,,0,0,0,0
noah-turner-3,Noah Turner,Wake Forest,2018,LS,SPEC,0.0,0.0,2.41,,,,,,,,,,,,,,0,0,0,0
zach-murphy-1,Zach Murphy,Wake Forest,2018,PK,SPEC,2.0,0.0,2.41,2.0,,2.0,2.0,100.0,0.0,0.0,,2.0,,,,,0,0,0,0
aj-carty-1,AJ Carty,Washington,2018,LS,SPEC,0.0,0.0,3.7,,,,,,,,,,,,,,0,0,0,0
dylan-williams-1,Dylan Williams,Washington,2018,PK,SPEC,0.0,0.0,3.7,,,,,,,,,,,,,,0,0,0,0
joel-whitford-1,Joel Whitford,Washington,2018,P,SPEC,12.0,0.0,3.7,,12.0,,,,,,,,33.0,1364.0,41.3,,0,0,0,0
luke-lane-1,Luke Lane,Washington,2018,LS,SPEC,0.0,0.0,3.7,,,,,,,,,,,,,,0,0,0,0
peyton-henry-1,Peyton Henry,Washington,2018,PK,SPEC,14.0,0.0,3.7,14.0,,43.0,44.0,97.7,16.0,22.0,72.7,91.0,,,,,0,0,0,0
race-porter-1,Race Porter,Washington,2018,P,SPEC,14.0,0.0,3.7,,14.0,,,,,,,,18.0,755.0,41.9,,0,0,0,0
sebastian-valerio-1,Sebastian Valerio,Washington,2018,PK,SPEC,0.0,0.0,3.7,,,,,,,,,,,,,,0,0,0,0
van-soderberg-1,Van Soderberg,Washington,2018,PK,SPEC,0.0,0.0,3.7,,,,,,,,,,,,,,0,0,0,0
blake-mazza-1,Blake Mazza,Washington State,2018,P,SPEC,13.0,0.0,-0.04,13.0,,60.0,62.0,96.8,10.0,15.0,66.7,90.0,,,,,0,0,0,0
jack-crane-1,Jack Crane,Washington State,2018,PK,SPEC,13.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
johan-zetterberg-1,Johan Zetterberg,Washington State,2018,PK,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
kyle-celli-1,Kyle Celli,Washington State,2018,LS,SPEC,13.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
logan-prescott-1,Logan Prescott,Washington State,2018,PK,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
oliver-graybar-1,Oliver Graybar,Washington State,2018,P,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
oscar-draguicevich-1,Oscar Draguicevich,Washington State,2018,P,SPEC,13.0,0.0,-0.04,,13.0,,,,,,,,46.0,2103.0,45.7,,0,0,0,0
ryan-henderson-2,Ryan Henderson,Washington State,2018,K,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
tyler-williams-8,Tyler Williams,Washington State,2018,LS,SPEC,0.0,0.0,-0.04,,,,,,,,,,,,,,0,0,0,0
billy-kinney-1,Billy Kinney,West Virginia,2018,P,SPEC,12.0,0.0,3.85,,12.0,,,,,,,,41.0,1680.0,41.0,,0,0,0,0
casey-legg-1,Casey Legg,West Virginia,2018,PK,SPEC,1.0,0.0,3.85,,,,,,,,,,,,,,0,0,0,0
evan-matthes-1,Evan Matthes,West Virginia,2018,P,SPEC,0.0,0.0,3.85,,,,,,,,,,,,,,0,0,0,0
evan-staley-1,Evan Staley,West Virginia,2018,PK,SPEC,12.0,0.0,3.85,12.0,,59.0,60.0,98.3,16.0,20.0,80.0,107.0,,,,,0,0,0,0
jp-hadley-1,J.P. Hadley,West Virginia,2018,LS,SPEC,0.0,0.0,3.85,,,,,,,,,,,,,,0,0,0,0
kyle-poland-1,Kyle Poland,West Virginia,2018,LS,SPEC,0.0,0.0,3.85,,,,,,,,,,,,,,0,0,0,0
luke-hogan-1,Luke Hogan,West Virginia,2018,PK,SPEC,5.0,0.0,3.85,,,,,,,,,,,,,,0,0,0,0
rex-sunahara-1,Rex Sunahara,West Virginia,2018,LS,SPEC,0.0,0.0,3.85,,,,,,,,,,,,,,0,0,0,0
skyler-simcox-1,Skyler Simcox,West Virginia,2018,PK,SPEC,0.0,0.0,3.85,,,,,,,,,,,,,,0,0,0,0
adam-krause-1,Adam Krause,Western Kentucky,2018,P,SPEC,1.0,0.0,-6.78,,,,,,,,,,,,,,0,0,0,0
alex-rinella-1,Alex Rinella,Western Kentucky,2018,PK,SPEC,12.0,0.0,-6.78,12.0,12.0,12.0,12.0,100.0,7.0,10.0,70.0,33.0,67.0,2512.0,37.5,,0,0,0,0
ben-reeder-1,Ben Reeder,Western Kentucky,2018,LS,SPEC,2.0,0.0,-6.78,,,,,,,,,,,,,,0,0,0,0
ryan-nuss-1,Ryan Nuss,Western Kentucky,2018,PK,SPEC,10.0,0.0,-6.78,10.0,,15.0,17.0,88.2,3.0,7.0,42.9,24.0,,,,,0,0,0,0
bryce-bouwens-1,Bryce Bouwens,Western Michigan,2018,LS,SPEC,13.0,0.0,-3.31,,,,,,,,,,,,,,0,0,0,0
cameron-braaten-1,Cameron Braaten,Western Michigan,2018,P,SPEC,0.0,0.0,-3.31,,,,,,,,,,,,,,0,0,0,0
gavin-peddie-1,Gavin Peddie,Western Michigan,2018,PK,SPEC,11.0,0.0,-3.31,11.0,,39.0,42.0,92.9,10.0,13.0,76.9,69.0,,,,,0,0,0,0
josh-grant-1,Josh Grant,Western Michigan,2018,PK,SPEC,4.0,0.0,-3.31,4.0,,8.0,8.0,100.0,1.0,3.0,33.3,11.0,,,,,0,0,0,0
nick-mihalic-1,Nick Mihalic,Western Michigan,2018,P,SPEC,13.0,0.0,-3.31,,13.0,,,,,,,,56.0,2087.0,37.3,,0,0,0,0
adam-bay-1,Adam Bay,Wisconsin,2018,LS,SPEC,13.0,0.0,2.6,,,,,,,,,,,,,,0,0,0,0
anthony-lotti-1,Anthony Lotti,Wisconsin,2018,P,SPEC,8.0,0.0,2.6,,8.0,,,,,,,,32.0,1234.0,38.6,,0,0,0,0
collin-larsh-1,Collin Larsh,Wisconsin,2018,PK,SPEC,0.0,0.0,2.6,,,,,,,,,,,,,,0,0,0,0
connor-allen-1,Connor Allen,Wisconsin,2018,P,SPEC,12.0,0.0,2.6,,12.0,,,,,,,,22.0,824.0,37.5,,0,0,0,0
conor-schlichting-1,Conor Schlichting,Wisconsin,2018,P,SPEC,0.0,0.0,2.6,,,,,,,,,,,,,,0,0,0,0
josh-bernhagen-1,Josh Bernhagen,Wisconsin,2018,LS,SPEC,0.0,0.0,2.6,,,,,,,,,,,,,,0,0,0,0
pj-rosowski-1,P.J. Rosowski,Wisconsin,2018,P,SPEC,0.0,0.0,2.6,,,,,,,,,,,,,,0,0,0,0
rafael-gaglianone-1,Rafael Gaglianone,Wisconsin,2018,K,SPEC,13.0,0.0,2.6,13.0,,48.0,48.0,100.0,10.0,17.0,58.8,78.0,,,,,0,0,0,0
zach-hintze-1,Zach Hintze,Wisconsin,2018,PK,SPEC,13.0,0.0,2.6,13.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,,,,0,0,0,0
cooper-rothe-1,Cooper Rothe,Wyoming,2018,K,SPEC,12.0,0.0,-2.12,12.0,,28.0,28.0,100.0,16.0,17.0,94.1,76.0,,,,,0,0,0,0
jesse-hooper-1,Jesse Hooper,Wyoming,2018,LS,SPEC,3.0,0.0,-2.12,,,,,,,,,,,,,,0,0,0,0
ryan-galovich-1,Ryan Galovich,Wyoming,2018,K,SPEC,5.0,0.0,-2.12,,5.0,,,,,,,,13.0,493.0,37.9,,0,0,0,0
tim-zaleski-1,Tim Zaleski,Wyoming,2018,P,SPEC,5.0,0.0,-2.12,,5.0,,,,,,,,36.0,1395.0,38.8,,0,0,0,0
conner-kirkegaard-1,Conner Kirkegaard,Air Force,2019,LS,SPEC,0.0,0.0,-2.22,,,,,,,,,,,,,,0,0,0,0
jacob-goldberg-1,Jacob Goldberg,Air Force,2019,LS,SPEC,0.0,0.0,-2.22,,,,,,,,,,,,,,0,0,0,0
joseph-carlson-1,Joseph Carlson,Air Force,2019,P,SPEC,1.0,0.0,-2.22,,1.0,,,,,,,,1.0,38.0,38.0,,0,0,0,0
cameron-lyons-1,Cameron Lyons,Akron,2019,LS,SPEC,0.0,0.0,-7.06,,,,,,,,,,,,,,0,0,0,0
cory-smigel-1,Cory Smigel,Akron,2019,PK,SPEC,9.0,0.0,-7.06,9.0,,8.0,8.0,100.0,5.0,6.0,83.3,23.0,,,,,0,0,0,0
ethan-slike-1,Ethan Slike,Akron,2019,PK,SPEC,0.0,0.0,-7.06,,,,,,,,,,,,,,0,0,0,0
jerry-fitschen-1,Jerry Fitschen,Akron,2019,PK,SPEC,12.0,0.0,-7.06,12.0,,5.0,6.0,83.3,2.0,6.0,33.3,11.0,,,,,0,0,0,0
jonah-wieland-1,Jonah Wieland,Akron,2019,P,SPEC,12.0,0.0,-7.06,,12.0,,,,,,,,79.0,2980.0,37.7,,0,0,0,0
kyle-bauman-1,Kyle Bauman,Akron,2019,LS,SPEC,0.0,0.0,-7.06,,,,,,,,,,,,,,0,0,0,0
kyle-romenick-1,Kyle Romenick,Akron,2019,P,SPEC,0.0,0.0,-7.06,,,,,,,,,,,,,,0,0,0,0
noah-garrett-1,Noah Garrett,Akron,2019,K,SPEC,0.0,0.0,-7.06,,,,,,,,,,,,,,0,0,0,0
peyton-coffman-1,Peyton Coffman,Akron,2019,LS,SPEC,0.0,0.0,-7.06,,,,,,,,,,,,,,0,0,0,0
gabe-pugh-1,Gabe Pugh,Alabama,2019,LS,SPEC,0.0,0.0,2.81,,,,,,,,,,,,,,0,0,0,0
jack-martin-1,Jack Martin,Alabama,2019,P,SPEC,0.0,0.0,2.81,,,,,,,,,,,,,,0,0,0,0
jake-hall-3,Jake Hall,Alabama,2019,LS,SPEC,0.0,0.0,2.81,,,,,,,,,,,,,,0,0,0,0
joseph-bulovas-1,Joseph Bulovas,Alabama,2019,PK,SPEC,11.0,0.0,2.81,11.0,,59.0,61.0,96.7,8.0,11.0,72.7,83.0,,,,,0,0,0,0
mike-bernier-1,Mike Bernier,Alabama,2019,P,SPEC,1.0,0.0,2.81,,1.0,,,,,,,,6.0,254.0,42.3,,0,0,0,0
skyler-delong-1,Skyler Delong,Alabama,2019,P,SPEC,5.0,0.0,2.81,,5.0,,,,,,,,10.0,330.0,33.0,,0,0,0,0
thomas-fletcher-1,Thomas Fletcher,Alabama,2019,LS,SPEC,13.0,0.0,2.81,,,,,,,,,,,,,,0,0,0,0
tripp-slyman-1,Tripp Slyman,Alabama,2019,PK,SPEC,0.0,0.0,2.81,,,,,,,,,,,,,,0,0,0,0
ty-perine-1,Ty Perine,Alabama,2019,PK,SPEC,6.0,0.0,2.81,,6.0,,,,,,,,13.0,581.0,44.7,,0,0,0,0
will-reichard-1,Will Reichard,Alabama,2019,PK,SPEC,5.0,0.0,2.81,5.0,5.0,21.0,22.0,95.5,4.0,7.0,57.1,33.0,4.0,152.0,38.0,,0,0,0,0
chandler-staton-1,Chandler Staton,Appalachian State,2019,K,SPEC,14.0,0.0,-3.8,14.0,,72.0,73.0,98.6,11.0,16.0,68.8,105.0,,,,,0,0,0,0
christian-johnstone-1,Christian Johnstone,Appalachian State,2019,LS,SPEC,13.0,0.0,-3.8,,,,,,,,,,,,,,0,0,0,0
clayton-howell-1,Clayton Howell,Appalachian State,2019,P,SPEC,0.0,0.0,-3.8,,,,,,,,,,,,,,0,0,0,0
jake-appling-1,Jake Appling,Appalachian State,2019,LS,SPEC,0.0,0.0,-3.8,,,,,,,,,,,,,,0,0,0,0
john-gliarmis-1,John Gliarmis,Appalachian State,2019,K,SPEC,0.0,0.0,-3.8,,,,,,,,,,,,,,0,0,0,0
reed-harper-1,Reed Harper,Appalachian State,2019,LS,SPEC,0.0,0.0,-3.8,,,,,,,,,,,,,,0,0,0,0
ryker-casey-1,Ryker Casey,Appalachian State,2019,K,SPEC,0.0,0.0,-3.8,,,,,,,,,,,,,,0,0,0,0
xavier-subotsch-1,Xavier Subotsch,Appalachian State,2019,P,SPEC,14.0,0.0,-3.8,,14.0,,,,,,,,71.0,3035.0,42.7,,0,0,0,0
cameron-weinberg-1,Cameron Weinberg,Arizona,2019,P,SPEC,0.0,0.0,3.17,,,,,,,,,,,,,,0,0,0,0
donald-reiter-1,Donald Reiter,Arizona,2019,LS,SPEC,0.0,0.0,3.17,,,,,,,,,,,,,,0,0,0,0
kyle-ostendorp-1,Kyle Ostendorp,Arizona,2019,P,SPEC,6.0,0.0,3.17,,6.0,,,,,,,,21.0,833.0,39.7,,0,0,0,0
lucas-havrisik-1,Lucas Havrisik,Arizona,2019,K,SPEC,12.0,0.0,3.17,12.0,,37.0,39.0,94.9,10.0,17.0,58.8,67.0,,,,,0,0,0,0
matt-aragon-1,Matt Aragon,Arizona,2019,P,SPEC,12.0,0.0,3.17,,12.0,,,,,,,,37.0,1457.0,39.4,,0,0,0,0
nathan-halsell-1,Nathan Halsell,Arizona,2019,K,SPEC,0.0,0.0,3.17,,,,,,,,,,,,,,0,0,0,0
nick-reinhardt-1,Nick Reinhardt,Arizona,2019,LS,SPEC,0.0,0.0,3.17,,,,,,,,,,,,,,0,0,0,0
seth-mackellar-1,Seth MacKellar,Arizona,2019,LS,SPEC,11.0,0.0,3.17,,,,,,,,,,,,,,0,0,0,0
brandon-ruiz-1,Brandon Ruiz,Arizona State,2019,PK,SPEC,0.0,0.0,2.34,,,,,,,,,,,,,,0,0,0,0
cristian-zendejas-1,Cristian Zendejas,Arizona State,2019,PK,SPEC,13.0,0.0,2.34,13.0,,29.0,30.0,96.7,23.0,27.0,85.2,98.0,,,,,0,0,0,0
erik-dickerson-1,Erik Dickerson,Arizona State,2019,LS,SPEC,0.0,0.0,2.34,,,,,,,,,,,,,,0,0,0,0
gage-king-1,Gage King,Arizona State,2019,LS,SPEC,0.0,0.0,2.34,,,,,,,,,,,,,,0,0,0,0
jack-luckhurst-1,Jack Luckhurst,Arizona State,2019,K,SPEC,0.0,0.0,2.34,,,,,,,,,,,,,,0,0,0,0
josh-plaster-1,Josh Plaster,Arizona State,2019,P,SPEC,0.0,0.0,2.34,,,,,,,,,,,,,,0,0,0,0
kevin-macias-1,Kevin Macias,Arizona State,2019,P,SPEC,0.0,0.0,2.34,,,,,,,,,,,,,,0,0,0,0
michael-turk-1,Michael Turk,Arizona State,2019,P,SPEC,13.0,0.0,2.34,,13.0,,,,,,,,67.0,3082.0,46.0,,0,0,0,0
riley-john-1,Riley John,Arizona State,2019,LS,SPEC,0.0,0.0,2.34,,,,,,,,,,,,,,0,0,0,0
andrew-sackett-1,Andrew Sackett,Arkansas,2019,K,SPEC,0.0,0.0,4.84,,,,,,,,,,,,,,0,0,0,0
chad-stephens-1,Chad Stephens,Arkansas,2019,P,SPEC,0.0,0.0,4.84,,,,,,,,,,,,,,0,0,0,0
connor-limpert-1,Connor Limpert,Arkansas,2019,K,SPEC,12.0,0.0,4.84,12.0,,29.0,30.0,96.7,14.0,19.0,73.7,71.0,,,,,0,0,0,0
jared-sackett-1,Jared Sackett,Arkansas,2019,K,SPEC,0.0,0.0,4.84,,,,,,,,,,,,,,0,0,0,0
john-oehrlein-1,John Oehrlein,Arkansas,2019,LS,SPEC,0.0,0.0,4.84,,,,,,,,,,,,,,0,0,0,0
jordan-silver-1,Jordan Silver,Arkansas,2019,LS,SPEC,12.0,0.0,4.84,,,,,,,,,,,,,,0,0,0,0
matthew-phillips-2,Matthew Phillips,Arkansas,2019,P,SPEC,0.0,0.0,4.84,,,,,,,,,,,,,,0,0,0,0
reid-bauer-1,Reid Bauer,Arkansas,2019,K,SPEC,2.0,0.0,4.84,,2.0,,,,,,,,3.0,110.0,36.7,,0,0,0,0
sam-loy-1,Sam Loy,Arkansas,2019,P,SPEC,12.0,0.0,4.84,,12.0,,,,,,,,56.0,2210.0,39.5,,0,0,0,0
aaron-sears-1,Aaron Sears,Arkansas State,2019,K,SPEC,0.0,0.0,-3.93,,,,,,,,,,,,,,0,0,0,0
blake-grupe-1,Blake Grupe,Arkansas State,2019,K,SPEC,13.0,0.0,-3.93,13.0,,53.0,54.0,98.1,19.0,22.0,86.4,110.0,,,,,0,0,0,0
cody-grace-1,Cody Grace,Arkansas State,2019,P,SPEC,13.0,0.0,-3.93,,13.0,,,,,,,,65.0,2874.0,44.2,,0,0,0,0
damon-foncham-1,Damon Foncham,Arkansas State,2019,P,SPEC,10.0,0.0,-3.93,,,,,,,,,,,,,,0,0,0,0
tristan-mattson-1,Tristan Mattson,Arkansas State,2019,K,SPEC,0.0,0.0,-3.93,,,,,,,,,,,,,,0,0,0,0
andrew-bagley-1,Andrew Bagley,Army,2019,K,SPEC,2.0,0.0,-4.7,2.0,,1.0,1.0,100.0,0.0,0.0,,1.0,,,,,0,0,0,0
brooks-hosea-1,Brooks Hosea,Army,2019,P,SPEC,0.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
clayton-cribb-1,Clayton Cribb,Army,2019,LS,SPEC,0.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
cole-talley-1,Cole Talley,Army,2019,K,SPEC,7.0,0.0,-4.7,7.0,,19.0,20.0,95.0,1.0,3.0,33.3,22.0,,,,,0,0,0,0
david-cooper-4,David Cooper,Army,2019,K,SPEC,9.0,0.0,-4.7,9.0,9.0,24.0,25.0,96.0,3.0,4.0,75.0,33.0,1.0,40.0,40.0,,0,0,0,0
kyle-oconnor-2,Kyle O'Connor,Army,2019,LS,SPEC,3.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
landon-salyers-1,Landon Salyers,Army,2019,K,SPEC,9.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
matteo-cordray-1,Matteo Cordray,Army,2019,K,SPEC,0.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
michael-leisle-1,Michael Leisle,Army,2019,K,SPEC,0.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
paul-lawless-1,Paul Lawless,Army,2019,LS,SPEC,0.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
ryan-aguilar-1,Ryan Aguilar,Army,2019,LS,SPEC,0.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
scott-flanick-1,Scott Flanick,Army,2019,LS,SPEC,1.0,0.0,-4.7,,,,,,,,,,,,,,0,0,0,0
zach-harding-1,Zach Harding,Army,2019,P,SPEC,9.0,0.0,-4.7,,9.0,,,,,,,,20.0,972.0,48.6,,0,0,0,0
zach-potter-2,Zach Potter,Army,2019,P,SPEC,12.0,0.0,-4.7,12.0,12.0,0.0,1.0,0.0,0.0,0.0,,0.0,16.0,648.0,40.5,,0,0,0,0
anders-carlson-1,Anders Carlson,Auburn,2019,K,SPEC,13.0,0.0,7.72,13.0,,48.0,49.0,98.0,18.0,25.0,72.0,102.0,,,,,0,0,0,0
arryn-siposs-1,Arryn Siposs,Auburn,2019,P,SPEC,13.0,0.0,7.72,,13.0,,,,,,,,61.0,2674.0,43.8,,0,0,0,0
ben-patton-1,Ben Patton,Auburn,2019,K,SPEC,1.0,0.0,7.72,1.0,,2.0,2.0,100.0,0.0,0.0,,2.0,,,,,0,0,0,0
bill-taylor-4,Bill Taylor,Auburn,2019,LS,SPEC,8.0,0.0,7.72,,,,,,,,,,,,,,0,0,0,0
clarke-smith-1,Clarke Smith,Auburn,2019,LS,SPEC,5.0,0.0,7.72,,,,,,,,,,,,,,0,0,0,0
jacob-quattlebaum-1,Jacob Quattlebaum,Auburn,2019,LS,SPEC,0.0,0.0,7.72,,,,,,,,,,,,,,0,0,0,0
patrick-markwalter-1,Patrick Markwalter,Auburn,2019,K,SPEC,0.0,0.0,7.72,,,,,,,,,,,,,,0,0,0,0
sage-ledbetter-1,Sage Ledbetter,Auburn,2019,K,SPEC,12.0,0.0,7.72,12.0,,2.0,2.0,100.0,0.0,0.0,,2.0,,,,,0,0,0,0
britton-hogan-1,Britton Hogan,BYU,2019,LS,SPEC,0.0,0.0,-1.23,,,,,,,,,,,,,,0,0,0,0
danny-jones-1,Danny Jones,BYU,2019,P,SPEC,7.0,0.0,-1.23,,7.0,,,,,,,,11.0,396.0,36.0,,0,0,0,0
jake-oldroyd-1,Jake Oldroyd,BYU,2019,PK,SPEC,13.0,0.0,-1.23,13.0,13.0,40.0,41.0,97.6,16.0,24.0,66.7,88.0,42.0,1813.0,43.2,,0,0,0,0
mitch-harris-1,Mitch Harris,BYU,2019,LS,SPEC,0.0,0.0,-1.23,,,,,,,,,,,,,,0,0,0,0
skyler-southam-1,Skyler Southam,BYU,2019,K,SPEC,13.0,0.0,-1.23,13.0,,3.0,3.0,100.0,1.0,3.0,33.3,6.0,,,,,0,0,0,0
ethan-warren-1,Ethan Warren,Ball State,2019,LS,SPEC,0.0,0.0,-4.43,,,,,,,,,,,,,,0,0,0,0
jack-knight-1,Jack Knight,Ball State,2019,K,SPEC,0.0,0.0,-4.43,,,,,,,,,,,,,,0,0,0,0
jake-chanove-1,Jake Chanove,Ball State,2019,K,SPEC,0.0,0.0,-4.43,,,,,,,,,,,,,,0,0,0,0
