Player_ID,Player,pos_norm,latest_school,schools_played,seasons_count,games_total,sos_season_weighted,award_count,awards,heisman_finish,games_pff,award_aa,award_dave_rimington_trophy_most_outstanding_center,award_john_outland_trophy_most_outstanding_interior_lineman,award_vince_lombardi_award_lineman_of_the_year
ulumoo-ale-1,Ulumoo Ale,OL,Washington,Washington,2,20.0,-0.05299999999999998,0.0,,0,9.0,0,0,0,0
will-richardson-1,Will Richardson,OL,North Carolina State,North Carolina State,2,20.0,3.4259999999999997,0.0,,0,19.0,0,0,0,0
wilson-bell-1,Wilson Bell,OL,Auburn,Auburn|Florida State,2,20.0,3.7340000000000004,0.0,,0,20.0,0,0,0,0
zach-vaughan-2,Zach Vaughan,OL,Western Michigan,Wake Forest|Western Michigan,6,20.0,-0.48900000000000005,0.0,,0,20.0,0,0,0,0
zach-venesky-1,Zach Venesky,OL,Rutgers,Rutgers,4,20.0,4.803,0.0,,0,20.0,0,0,0,0
alex-akingbulu-1,Alex Akingbulu,OL,Fresno State,Fresno State|UCLA,4,19.0,-4.513684210526316,0.0,,0,19.0,0,0,0,0
anthony-whigan-1,Anthony Whigan,OL,Akron,Akron|Penn State,4,19.0,-1.3710526315789473,0.0,,0,19.0,0,0,0,0
antione-frazier-1,Antione Frazier,OL,Kansas,Kansas,4,19.0,2.91,0.0,,0,18.0,0,0,0,0
austin-doan-1,Austin Doan,OL,Central Michigan,Central Michigan,2,19.0,-2.905263157894737,0.0,,0,19.0,0,0,0,0
austin-johnson-7,Austin Johnson,OL,Purdue,Colorado|Purdue,5,19.0,6.043157894736842,0.0,,0,19.0,0,0,0,0
ayden-mccollough-1,Ayden McCollough,OL,Air Force,Air Force,2,19.0,-4.771578947368421,0.0,,0,19.0,0,0,0,0
bakyne-coly-1,Bakyne Coly,OL,Purdue,Purdue,3,19.0,8.091052631578949,0.0,,0,19.0,0,0,0,0
bentley-spain-1,Bentley Spain,OL,North Carolina,North Carolina,2,19.0,2.1578947368421053,0.0,,0,19.0,0,0,0,0
bill-kuduk-1,Bill Kuduk,OL,Kent State,Kansas State|Kent State,5,19.0,-2.5152631578947373,0.0,,0,17.0,0,0,0,0
billy-ross-1,Billy Ross,OL,Marshall,Marshall|North Carolina,5,19.0,1.4978947368421054,0.0,,0,19.0,0,0,0,0
brady-wayburn-1,Brady Wayburn,OL,Connecticut,Connecticut,4,19.0,-7.01421052631579,0.0,,0,19.0,0,0,0,0
brody-duffel-1,Brody Duffel,OL,Tulsa,Tulsa,2,19.0,-5.226315789473684,0.0,,0,18.0,0,0,0,0
bryson-cain-1,Bryson Cain,OL,Arizona,Arizona,3,19.0,2.028421052631579,0.0,,0,19.0,0,0,0,0
cade-mcconnell-1,Cade McConnell,OL,Vanderbilt,Minnesota|Vanderbilt,4,19.0,3.714210526315789,0.0,,0,19.0,0,0,0,0
cameron-ruff-1,Cameron Ruff,OL,South Florida,South Florida,2,19.0,-3.5305263157894737,0.0,,0,19.0,0,0,0,0
casey-phillips-1,Casey Phillips,OL,Baylor,Baylor,4,19.0,3.9631578947368418,0.0,,0,18.0,0,0,0,0
cedric-claiborne-2,Cedric Claiborne,OL,New Mexico State,New Mexico State,2,19.0,-7.244736842105263,0.0,,0,19.0,0,0,0,0
chris-lewis-6,Chris Lewis,OL,New Mexico,New Mexico,2,19.0,-5.608421052631579,0.0,,0,18.0,0,0,0,0
cj-perez-1,C.J. Perez,OL,Temple,Temple,2,19.0,-2.4278947368421053,0.0,,0,19.0,0,0,0,0
cole-mosier-3,Cole Mosier,OL,Ball State,Ball State,4,19.0,-5.7426315789473685,0.0,,0,19.0,0,0,0,0
daughtry-richardson-1,Daughtry Richardson,OL,Florida Atlantic,Florida Atlantic|Florida State,4,19.0,-2.722631578947368,0.0,,0,18.0,0,0,0,0
delroy-baker-1,Delroy Baker,OL,Indiana,Indiana,3,19.0,5.100526315789473,0.0,,0,19.0,0,0,0,0
devon-smith-3,Devon Smith,OL,Western Kentucky,Louisiana-Monroe|New Mexico|Western Kentucky,3,19.0,-3.6231578947368424,0.0,,0,19.0,0,0,0,0
edward-fonua-1,Edward Fonua,OL,Fresno State,Fresno State,3,19.0,-5.867368421052632,0.0,,0,18.0,0,0,0,0
elijah-prather-1,Elijah Prather,OL,Troy,Troy,3,19.0,-2.4252631578947366,0.0,,0,19.0,0,0,0,0
elijah-rodriguez-1,Elijah Rodriguez,OL,Texas,Texas,3,19.0,5.762105263157895,0.0,,0,19.0,0,0,0,0
emeka-obigbo-1,Emeka Obigbo,OL,Texas State,Texas State,3,19.0,-5.181052631578948,0.0,,0,19.0,0,0,0,0
eric-king-4,Eric King,OL,Temple,Temple,3,19.0,-1.8484210526315787,0.0,,0,19.0,0,0,0,0
eric-magwood-1,Eric Magwood,OL,Middle Tennessee State,Middle Tennessee State|Old Dominion,3,19.0,-6.219473684210526,0.0,,0,19.0,0,0,0,0
ethan-newman-1,Ethan Newman,OL,Memphis,Kennesaw State|Memphis,2,19.0,-6.314210526315789,0.0,,0,19.0,0,0,0,0
evan-link-1,Evan Link,OL,Michigan,Michigan,3,19.0,8.090526315789473,0.0,,0,19.0,0,0,0,0
evan-tengesdahl-1,Evan Tengesdahl,OL,Cincinnati,Cincinnati,3,19.0,2.7763157894736836,0.0,,0,18.0,0,0,0,0
faaope-laloulu-1,Faaope Laloulu,OL,Oregon,Oregon,4,19.0,3.272631578947368,0.0,,0,19.0,0,0,0,0
flavio-gonzalez-1,Flavio Gonzalez,OL,Oregon State,Oregon State,3,19.0,-0.04421052631578928,0.0,,0,19.0,0,0,0,0
frankie-martinez-1,Frankie Martinez,OL,UTSA,UTSA,4,19.0,-0.661578947368421,0.0,,0,19.0,0,0,0,0
gernorris-wilson-1,Gernorris Wilson,OL,Oregon,Oregon,3,19.0,6.212631578947368,0.0,,0,18.0,0,0,0,0
hank-zalinskas-1,Hank Zalinskas,OL,Rutgers,Colorado|Rutgers,3,19.0,3.3315789473684214,0.0,,0,19.0,0,0,0,0
hunter-kelly-1,Hunter Kelly,OL,Charlotte,Charlotte|Penn State,5,19.0,-6.460000000000001,0.0,,0,19.0,0,0,0,0
ireland-brown-1,Ireland Brown,OL,Rutgers,Rutgers,2,19.0,4.241052631578947,0.0,,0,19.0,0,0,0,0
isaiah-jatta-1,Isaiah Jatta,OL,BYU,BYU|Colorado,3,19.0,5.078421052631579,0.0,,0,19.0,0,0,0,0
jack-leyrer-1,Jack Leyrer,OL,Stanford,Stanford,5,19.0,5.0873684210526315,0.0,,0,19.0,0,0,0,0
jack-murphy-4,Jack Murphy,OL,Appalachian State,Appalachian State|Marshall,4,19.0,-3.1415789473684215,0.0,,0,19.0,0,0,0,0
jacob-bailey-1,Jacob Bailey,OL,Indiana,Indiana,2,19.0,2.8152631578947367,0.0,,0,17.0,0,0,0,0
jake-davies-1,Jake Davies,OL,Wyoming,Wyoming,3,19.0,-3.8542105263157898,0.0,,0,19.0,0,0,0,0
jake-fruhmorgen-2,Jake Fruhmorgen,OL,Baylor,Baylor,2,19.0,2.7673684210526317,0.0,,0,19.0,0,0,0,0
jake-pisarcik-1,Jake Pisarcik,OL,Oregon,Oregon,2,19.0,3.3899999999999997,0.0,,0,19.0,0,0,0,0
james-daniels-1,James Daniels,OL,Iowa,Iowa,2,19.0,5.52,0.0,,0,18.0,0,0,0,0
jared-weyler-1,Jared Weyler,OL,Minnesota,Minnesota,3,19.0,4.280526315789474,0.0,,0,18.0,0,0,0,0
jarred-sylvester-1,Jarred Sylvester,OL,New Mexico,New Mexico,2,19.0,-2.625263157894737,0.0,,0,19.0,0,0,0,0
jeremiah-kolone-1,Jeremiah Kolone,OL,San Jose State,San Jose State,2,19.0,-3.6147368421052626,0.0,,0,19.0,0,0,0,0
jimmy-christ-2,Jimmy Christ,OL,Virginia,Penn State|Virginia,5,19.0,4.4184210526315795,0.0,,0,19.0,0,0,0,0
johncarlo-valentin-1,Johncarlo Valentin,OL,Baylor,Baylor,4,19.0,3.3610526315789473,0.0,,0,18.0,0,0,0,0
jonny-lester-1,Jonny Lester,OL,Washington State,Washington State,4,19.0,-1.3410526315789473,0.0,,0,19.0,0,0,0,0
joseph-borjon-1,Joseph Borjon,OL,San Diego State,Arizona|San Diego State,4,19.0,-2.7226315789473685,0.0,,0,19.0,0,0,0,0
josh-mccullouch-1,Josh McCullouch,OL,South Alabama,South Alabama,4,19.0,-2.7284210526315786,0.0,,0,19.0,0,0,0,0
josh-myers-1,Josh Myers,OL,Ohio State,Ohio State,4,19.0,7.163157894736842,0.0,,0,19.0,0,0,0,0
joshua-sales-jr-1,Joshua Sales Jr.,OL,Purdue,Indiana|Purdue,4,19.0,5.395263157894737,0.0,,0,19.0,0,0,0,0
julian-polendo-1,Julian Polendo,OL,Fresno State,Fresno State,6,19.0,-5.576842105263158,0.0,,0,19.0,0,0,0,0
kendall-major-1,Kendall Major,OL,Toledo,Toledo,5,19.0,-0.46,0.0,,0,19.0,0,0,0,0
kendel-wright-1,Kendel Wright,OL,Navy,Navy,3,19.0,0.8805263157894735,0.0,,0,19.0,0,0,0,0
kyle-juergens-1,Kyle Juergens,OL,Connecticut,Boise State|Connecticut,6,19.0,-6.926842105263159,0.0,,0,19.0,0,0,0,0
lloyd-willis-1,Lloyd Willis,OL,Marshall,Florida State|Marshall,4,19.0,0.4284210526315788,0.0,,0,19.0,0,0,0,0
luis-cristobal-1,Luis Cristobal,OL,Miami (FL),Georgia State|Miami (FL),6,19.0,-0.7405263157894736,0.0,,0,19.0,0,0,0,0
markos-lujan-1,Markos Lujan,OL,UTEP,UTEP,4,19.0,-7.719473684210527,0.0,,0,19.0,0,0,0,0
mason-carlan-1,Mason Carlan,OL,Penn State,Air Force|Penn State,4,19.0,-4.721578947368421,0.0,,0,19.0,0,0,0,0
matt-sichterman-1,Matt Sichterman,OL,Nebraska,Nebraska,5,19.0,5.874736842105262,0.0,,0,19.0,0,0,0,0
michael-hershey-1,Michael Hershey,OL,Maryland,Maryland,2,19.0,3.53421052631579,0.0,,0,19.0,0,0,0,0
michael-wooten-3,Michael Wooten,OL,Arizona,Arizona|Oregon,4,19.0,2.329473684210526,0.0,,0,19.0,0,0,0,0
miguel-machado-1,Miguel Machado,OL,Michigan State,Michigan State,2,19.0,5.133684210526316,0.0,,0,19.0,0,0,0,0
moroni-iniguez-1,Moroni Iniguez,OL,Utah State,Utah State,2,19.0,-4.515789473684211,0.0,,0,19.0,0,0,0,0
nathan-efobi-1,Nathan Efobi,OL,Michigan,Michigan,3,19.0,6.985263157894737,0.0,,0,8.0,0,0,0,0
nathan-elwood-1,Nathan Elwood,OL,Air Force,Air Force,2,19.0,-4.48578947368421,0.0,,0,19.0,0,0,0,0
nick-dennis-1,Nick Dennis,OL,SMU,SMU,2,19.0,0.10947368421052628,0.0,,0,19.0,0,0,0,0
nick-kaltmayer-1,Nick Kaltmayer,OL,Kansas State,Kansas State,3,19.0,2.5668421052631576,0.0,,0,19.0,0,0,0,0
otto-hess-1,Otto Hess,OL,Ball State,Ball State|Boston College,5,19.0,-1.7936842105263158,0.0,,0,19.0,0,0,0,0
patrick-matan-1,Patrick Matan,OL,North Carolina State,North Carolina State,5,19.0,0.8368421052631578,0.0,,0,9.0,0,0,0,0
paul-grattan-1,Paul Grattan,OL,UCLA,UCLA,2,19.0,-1.2521052631578948,0.0,,0,19.0,0,0,0,0
prince-pines-2,Prince Pines,OL,Tulane,Tulane,2,19.0,-0.6784210526315789,0.0,,0,19.0,0,0,0,0
quinn-oseland-1,Quinn Oseland,OL,San Jose State,Minnesota|San Jose State,4,19.0,-0.7347368421052632,0.0,,0,19.0,0,0,0,0
riley-mcgehee-1,Riley McGehee,OL,Arkansas State,Arkansas State,2,19.0,-4.856315789473684,0.0,,0,19.0,0,0,0,0
rj-prince-1,R.J. Prince,OL,North Carolina,North Carolina,2,19.0,2.589473684210526,0.0,,0,19.0,0,0,0,0
robert-congel-1,Robert Congel,OL,Oklahoma,Oklahoma|Texas A&M,3,19.0,4.331052631578947,0.0,,0,19.0,0,0,0,0
ryan-rodriguez-1,Ryan Rodriguez,OL,Miami (FL),Miami (FL),5,19.0,6.012105263157895,0.0,,0,19.0,0,0,0,0
scott-lashley-1,Scott Lashley,OL,Mississippi State,Alabama|Mississippi State,5,19.0,1.1831578947368422,0.0,,0,19.0,0,0,0,0
sebastian-willer-1,Sebastian Willer,OL,Georgia State,Georgia State,2,19.0,-8.476315789473684,0.0,,0,18.0,0,0,0,0
tanner-rowell-1,Tanner Rowell,OL,Florida,Florida,3,19.0,3.6831578947368424,0.0,,0,6.0,0,0,0,0
tobies-edge-campbell-1,Tobies Edge-Campbell,OL,Appalachian State,Appalachian State,3,19.0,-7.09578947368421,0.0,,0,19.0,0,0,0,0
trevor-buhr-1,Trevor Buhr,OL,Iowa State,Iowa State,3,19.0,2.9468421052631575,0.0,,0,19.0,0,0,0,0
trey-rutherford-1,Trey Rutherford,OL,Connecticut,Connecticut,2,19.0,-0.5805263157894737,0.0,,0,19.0,0,0,0,0
tyler-gibson-1,Tyler Gibson,OL,Charlotte,Charlotte|Georgia Tech,4,19.0,0.7173684210526315,0.0,,0,19.0,0,0,0,0
zac-welch-2,Zac Welch,OL,Nevada,Nevada,2,19.0,-3.991578947368421,0.0,,0,19.0,0,0,0,0
zach-clayton-2,Zach Clayton,OL,Middle Tennessee State,Middle Tennessee State,2,19.0,-7.543684210526315,0.0,,0,19.0,0,0,0,0
zach-whaley-1,Zach Whaley,OL,Kent State,Kent State,4,19.0,-3.0957894736842104,0.0,,0,19.0,0,0,0,0
abiathar-curry-1,Abiathar Curry,OL,Northern Illinois,Northern Illinois,4,18.0,-6.195555555555556,0.0,,0,18.0,0,0,0,0
adam-lepkowski-1,Adam Lepkowski,OL,UAB,UAB,5,18.0,-2.05,0.0,,0,18.0,0,0,0,0
alex-locklear-1,Alex Locklear,OL,Utah,Marshall|Utah,4,18.0,-3.704444444444445,0.0,,0,18.0,0,0,0,0
andrew-kirkland-1,Andrew Kirkland,OL,Washington,Washington,2,18.0,2.644444444444444,0.0,,0,18.0,0,0,0,0
andrew-lawson-1,Andrew Lawson,OL,Old Dominion,Old Dominion,4,18.0,-6.084444444444445,0.0,,0,15.0,0,0,0,0
ashton-tripp-1,Ashton Tripp,OL,Washington State,Washington State,3,18.0,-0.23111111111111113,0.0,,0,18.0,0,0,0,0
austin-capps-1,Austin Capps,OL,Arkansas,Arkansas,2,18.0,4.9,0.0,,0,18.0,0,0,0,0
austin-davis-2,Austin Davis,OL,Duke,Duke,2,18.0,1.9033333333333333,0.0,,0,18.0,0,0,0,0
austin-sclottman-1,Austin Schlottmann,OL,Texas Christian,Texas Christian,2,18.0,3.076666666666666,0.0,,0,18.0,0,0,0,0
bernhard-raimann-1,Bernhard Raimann,OL,Central Michigan,Central Michigan,2,18.0,-0.2933333333333334,0.0,,0,18.0,0,0,0,0
blake-camper-1,Blake Camper,OL,South Carolina,South Carolina,3,18.0,4.7155555555555555,0.0,,0,18.0,0,0,0,0
bobby-lawrence-1,Bobby Lawrence,OL,Colorado State,Colorado State|Missouri,6,18.0,3.1183333333333336,0.0,,0,18.0,0,0,0,0
brandon-rolfe-1,Brandon Rolfe,OL,UTSA,UTSA,3,18.0,-2.146111111111111,0.0,,0,18.0,0,0,0,0
brian-abosi-1,Brian Abosi,OL,Massachusetts,Massachusetts,4,18.0,-6.151111111111111,0.0,,0,18.0,0,0,0,0
cedrice-paillant-1,Cedrice Paillant,OL,Rutgers,Rutgers,2,18.0,3.6199999999999997,0.0,,0,18.0,0,0,0,0
chavis-dickey-1,Chavis Dickey,OL,UCF,UCF,2,18.0,-0.7533333333333334,0.0,,0,18.0,0,0,0,0
christian-williams-5,Christian Williams,OL,Liberty,Florida|Liberty,4,18.0,-1.9677777777777778,0.0,,0,18.0,0,0,0,0
coleman-thomas-1,Coleman Thomas,OL,Tennessee,Tennessee,2,18.0,3.2033333333333336,0.0,,0,18.0,0,0,0,0
connor-hansen-1,Connor Hansen,OL,Georgia Tech,Georgia Tech,3,18.0,2.248333333333333,0.0,,0,18.0,0,0,0,0
cortez-herrin-1,Cortez Herrin,OL,East Carolina,East Carolina,2,18.0,-2.5566666666666666,0.0,,0,18.0,0,0,0,0
derrell-bailey-jr-1,Derrell Bailey Jr.,OL,Georgia State,Georgia State|South Florida,3,18.0,0.8988888888888888,0.0,,0,18.0,0,0,0,0
donte-harrington-1,Donte Harrington,OL,Boise State,Boise State,5,18.0,0.07444444444444444,0.0,,0,18.0,0,0,0,0
elijah-ellis-1,Elijah Ellis,OL,Marshall,Baylor|Marshall,6,18.0,-0.397777777777778,0.0,,0,18.0,0,0,0,0
ethan-fields-1,Ethan Fields,OL,Ole Miss,Ole Miss,3,18.0,4.446666666666666,0.0,,0,8.0,0,0,0,0
ethan-spencer-1,Ethan Spencer,OL,Hawaii,Hawaii,4,18.0,-5.702222222222223,0.0,,0,18.0,0,0,0,0
evan-lisle-1,Evan Lisle,OL,Duke,Duke|Ohio State,2,18.0,3.4233333333333333,0.0,,0,18.0,0,0,0,0
gavin-rohrs-1,Gavin Rohrs,OL,Miami (OH),Miami (OH),4,18.0,-5.373888888888889,0.0,,0,18.0,0,0,0,0
gerhard-de-beer-1,Gerhard de Beer,OL,Arizona,Arizona,2,18.0,-0.27999999999999997,0.0,,0,18.0,0,0,0,0
heath-ozaeta-1,Heath Ozaeta,OL,Oklahoma,Oklahoma,3,18.0,5.728888888888889,0.0,,0,18.0,0,0,0,0
issac-klarkowski-1,Issac Klarkowski,OL,Rice,Rice,4,18.0,-4.490555555555556,0.0,,0,18.0,0,0,0,0
jack-sides-1,Jack Sides,OL,Army,Army,3,18.0,-4.317777777777778,0.0,,0,18.0,0,0,0,0
jacob-bragg-1,Jacob Bragg,OL,Kansas,Kansas,2,18.0,4.03,0.0,,0,18.0,0,0,0,0
jacquis-webb-1,Jacquis Webb,OL,Buffalo,Buffalo|Rutgers,3,18.0,-4.848888888888889,0.0,,0,18.0,0,0,0,0
jalen-mayfield-1,Jalen Mayfield,OL,Michigan,Michigan,3,18.0,6.963888888888889,0.0,,0,17.0,0,0,0,0
jalil-irvin-1,Jalil Irvin,OL,Auburn,Auburn,6,18.0,6.760000000000001,0.0,,0,18.0,0,0,0,0
james-mchale-1,James McHale,OL,Temple,Temple,3,18.0,-2.0950000000000006,0.0,,0,18.0,0,0,0,0
james-thomas-jr-1,James Thomas Jr.,OL,Bowling Green,Bowling Green,3,18.0,-6.184444444444445,0.0,,0,18.0,0,0,0,0
jaylen-garth-1,Jaylen Garth,OL,UTSA,Houston|Texas|UTSA,5,18.0,-3.322222222222222,0.0,,0,18.0,0,0,0,0
jaylen-miller-2,Jaylen Miller,OL,Tulane,Duke|Tulane,2,18.0,-1.4866666666666668,0.0,,0,18.0,0,0,0,0
joey-tanona-1,Joey Tanona,OL,Purdue,Purdue,2,18.0,8.083333333333334,0.0,,0,18.0,0,0,0,0
jon-jacobs-1,Jon Jacobs,OL,Charlotte,Arizona|Charlotte,5,18.0,-2.719444444444444,0.0,,0,18.0,0,0,0,0
joq-savage-1,Joq Savage,OL,Louisiana-Monroe,Louisiana-Monroe,2,18.0,-4.598888888888889,0.0,,0,18.0,0,0,0,0
jordan-asbury-1,Jordan Asbury,OL,Western Michigan,Western Michigan,4,18.0,-5.097777777777777,0.0,,0,18.0,0,0,0,0
josh-mcmullen-1,Josh McMullen,OL,UCF,UCF,4,18.0,-2.3466666666666667,0.0,,0,18.0,0,0,0,0
julian-armella-1,Julian Armella,OL,UCLA,Florida State|UCLA,4,18.0,6.147777777777778,0.0,,0,18.0,0,0,0,0
kayden-lyles-1,Kayden Lyles,OL,Florida State,Florida State|Wisconsin,5,18.0,6.716111111111112,0.0,,0,18.0,0,0,0,0
kimo-makaneole-1,Kimo Makaneole,OL,West Virginia,LSU|West Virginia,4,18.0,5.477777777777778,0.0,,0,18.0,0,0,0,0
kingsley-ugwu-1,Kingsley Ugwu,OL,Fresno State,Fresno State|Kansas State,4,18.0,-3.5833333333333335,0.0,,0,13.0,0,0,0,0
kiola-mahoni-1,Kiola Mahoni,OL,Louisville,Louisville,2,18.0,2.413888888888889,0.0,,0,17.0,0,0,0,0
linwood-foy-1,Linwood Foy,OL,Louisville,Louisville,2,18.0,4.8566666666666665,0.0,,0,18.0,0,0,0,0
luke-smith-2,Luke Smith,OL,Appalachian State,Appalachian State,3,18.0,-3.4966666666666666,0.0,,0,18.0,0,0,0,0
makua-pule-1,Makua Pule,OL,Arizona State,Arizona State,3,18.0,4.312222222222222,0.0,,0,18.0,0,0,0,0
malachi-wood-1,Malachi Wood,OL,Kentucky,Kentucky,3,18.0,6.098888888888889,0.0,,0,17.0,0,0,0,0
marco-machado-1,Marco Machado,OL,Wyoming,Wyoming,4,18.0,-4.681666666666666,0.0,,0,5.0,0,0,0,0
markus-boyer-1,Markus Boyer,OL,Fresno State,Fresno State,2,18.0,0.0,0.0,,0,18.0,0,0,0,0
mason-trotter-1,Mason Trotter,OL,Clemson,Clemson,4,18.0,2.050555555555556,0.0,,0,18.0,0,0,0,0
michael-flores-1,Michael Flores,OL,Louisville,Louisville|Old Dominion,3,18.0,1.2066666666666666,0.0,,0,18.0,0,0,0,0
mike-herndon-1,Mike Herndon,OL,Pitt,Pitt,3,18.0,1.17,0.0,,0,12.0,0,0,0,0
parker-boudreaux-1,Parker Boudreaux,OL,UCF,UCF,4,18.0,-2.173333333333334,0.0,,0,18.0,0,0,0,0
patrick-valent-1,Patrick Valent,OL,Rice,Rice,3,18.0,-1.8694444444444447,0.0,,0,18.0,0,0,0,0
paul-tchio-1,Paul Tchio,OL,Massachusetts,Clemson|Georgia Tech|Massachusetts,5,18.0,1.8983333333333334,0.0,,0,18.0,0,0,0,0
paul-toala-1,Paul Toala,OL,Utah,Utah,3,18.0,0.4066666666666667,0.0,,0,18.0,0,0,0,0
phillip-wilder-1,Phillip Wilder,OL,Cincinnati,Cincinnati,2,18.0,2.227777777777778,0.0,,0,18.0,0,0,0,0
riley-robell-1,Riley Robell,OL,James Madison,James Madison,3,18.0,-3.8499999999999996,0.0,,0,18.0,0,0,0,0
sam-bailey-3,Sam Bailey,OL,Missouri,Missouri,3,18.0,4.997222222222223,0.0,,0,0.0,0,0,0,0
sterling-korona-1,Sterling Korona,OL,Duke,Duke,3,18.0,2.213333333333333,0.0,,0,15.0,0,0,0,0
tarig-montgomery-1,Tarig Montgomery,OL,Marshall,Marshall,4,18.0,-3.5172222222222222,0.0,,0,18.0,0,0,0,0
tavo-motuapuaka-1,Tavo Motu'apuaka,OL,Utah State,Utah State,4,18.0,-2.7755555555555556,0.0,,0,18.0,0,0,0,0
terrence-salami-1,Terrence Salami,OL,Rutgers,Rutgers,4,18.0,4.468333333333334,0.0,,0,18.0,0,0,0,0
tiller-bucktrot-1,Tiller Bucktrot,OL,Tulsa,Tulsa,5,18.0,-0.19333333333333358,0.0,,0,18.0,0,0,0,0
tristian-smith-1,Tristian Smith,OL,Arkansas State,Arkansas State,4,18.0,-4.46,0.0,,0,18.0,0,0,0,0
tyler-keinath-1,Tyler Keinath,OL,Boise State,Boise State,3,18.0,-1.5166666666666666,0.0,,0,18.0,0,0,0,0
tyler-lawrence-3,Tyler Lawrence,OL,New Mexico,Air Force|New Mexico,2,18.0,-4.763333333333333,0.0,,0,18.0,0,0,0,0
verdis-brown-1,Verdis Brown,OL,Illinois,Illinois,3,18.0,4.054444444444445,0.0,,0,10.0,0,0,0,0
vitaliy-gurman-1,Vitaliy Gurman,OL,Toledo,Toledo,2,18.0,-2.913333333333333,0.0,,0,18.0,0,0,0,0
wesley-horton-1,Wesley Horton,OL,Western Kentucky,Western Kentucky,5,18.0,-4.601111111111111,0.0,,0,18.0,0,0,0,0
will-thomas-3,Will Thomas,OL,Nevada-Las Vegas,Nevada-Las Vegas|New Mexico State,4,18.0,-4.986666666666666,0.0,,0,18.0,0,0,0,0
xavier-bausley-1,Xavier Bausley,OL,West Virginia,Jacksonville State|West Virginia,3,18.0,-2.3438888888888894,0.0,,0,18.0,0,0,0,0
zach-greenberg-1,Zach Greenberg,OL,James Madison,James Madison|North Carolina,2,18.0,-2.1255555555555556,0.0,,0,17.0,0,0,0,0
zachary-henning-1,Zachary Henning,OL,Washington,Washington,3,18.0,4.967222222222222,0.0,,0,18.0,0,0,0,0
zereoue-williams-1,Zereoue Williams,OL,Utah,Utah,5,18.0,2.1994444444444445,0.0,,0,18.0,0,0,0,0
abdul-bello-1,Abdul Bello,OL,Florida State,Florida State,4,17.0,3.489411764705882,0.0,,0,17.0,0,0,0,0
adam-jewell-1,Adam Jewell,OL,Air Force,Air Force,3,17.0,-3.1276470588235297,0.0,,0,17.0,0,0,0,0
alex-moore-5,Alex Moore,OL,Air Force,Air Force,3,17.0,-5.138823529411765,0.0,,0,17.0,0,0,0,0
arlington-hambright-1,Arlington Hambright,OL,Colorado,Colorado|Oklahoma State,3,17.0,4.658235294117647,0.0,,0,17.0,0,0,0,0
ashton-craig-1,Ashton Craig,OL,Notre Dame,Notre Dame,4,17.0,4.174705882352941,0.0,,0,17.0,0,0,0,0
austin-hopp-1,Austin Hopp,OL,Hawaii,Hawaii,2,17.0,-4.489999999999999,0.0,,0,17.0,0,0,0,0
bearooz-yacoobi-1,Bearooz Yacoobi,OL,Purdue,Purdue,3,17.0,6.086470588235294,0.0,,0,17.0,0,0,0,0
bill-katsigiannis-1,Bill Katsigiannis,OL,Army,Army,4,17.0,-4.8352941176470585,0.0,,0,15.0,0,0,0,0
branden-bowen-1,Branden Bowen,OL,Ohio State,Ohio State,4,17.0,7.5211764705882365,0.0,,0,17.0,0,0,0,0
branden-pena-1,Branden Pena,OL,East Carolina,East Carolina,3,17.0,-2.5811764705882356,0.0,,0,17.0,0,0,0,0
brandon-best-1,Brandon Best,OL,Kennesaw State,Georgia Tech|Kennesaw State,4,17.0,-2.408235294117647,0.0,,0,17.0,0,0,0,0
brian-bobek-1,Brian Bobek,OL,Iowa State,Iowa State|Minnesota,2,17.0,2.588235294117647,0.0,,0,17.0,0,0,0,0
brock-robey-1,Brock Robey,OL,Jacksonville State,Jacksonville State,2,17.0,-6.648235294117647,0.0,,0,17.0,0,0,0,0
bryce-ramer-1,Bryce Ramer,OL,Ohio,Ohio,5,17.0,-5.716470588235294,0.0,,0,17.0,0,0,0,0
cam-reddy-1,Cam Reddy,OL,Liberty,Boston College|Colorado State|Liberty,5,17.0,-2.0223529411764707,0.0,,0,17.0,0,0,0,0
chris-palmer-2,Chris Palmer,OL,California,California,2,17.0,2.9835294117647058,0.0,,0,0.0,0,0,0,0
cj-elmonus-1,CJ Elmonus,OL,Wake Forest,Wake Forest,5,17.0,1.7547058823529411,0.0,,0,17.0,0,0,0,0
cole-kirby-1,Cole Kirby,OL,Middle Tennessee State,Middle Tennessee State,4,17.0,-4.511764705882353,0.0,,0,17.0,0,0,0,0
dallas-fincher-1,Dallas Fincher,OL,San Diego State,Michigan State|San Diego State,6,17.0,5.632352941176471,0.0,,0,17.0,0,0,0,0
dandre-plantin-1,D'Andre Plantin,OL,North Texas,North Texas|Virginia Tech,4,17.0,-1.7899999999999998,0.0,,0,14.0,0,0,0,0
dantae-chin-1,Dantae Chin,OL,Rutgers,Rutgers,4,17.0,3.9899999999999998,0.0,,0,17.0,0,0,0,0
david-niehaus-1,David Niehaus,OL,Cincinnati,Cincinnati,2,17.0,-0.7276470588235294,0.0,,0,17.0,0,0,0,0
dean-abdullah-1,Dean Abdullah,OL,San Diego State,San Diego State,3,17.0,-4.054705882352941,0.0,,0,17.0,0,0,0,0
dean-briski-1,Dean Briski,OL,Hawaii,Hawaii,2,17.0,-5.702941176470588,0.0,,0,17.0,0,0,0,0
